gene_id	chisq	pvalue	adj_pvalue	ExMU	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
GTF2I	18.9470467575796	0.000280378634431309	0.00276179130655686	0.387878787878788	0.459915611814346	0.0720368239355581	chr7:74735492:+_vs_chr7:74749451:+	0.527502876869965	chr7:74698999:+;chr7:74735492:+;chr7:74749451:+;chr7:74760692:+	distal	TRUE
SYNE2	21.1933178211873	0.000289909463394764	0.00284314719364338	0.409722222222222	0.463414634146341	0.0536924119241192	chr14:64031156:+_vs_chr14:64163431:+	0.573848238482385	chr14:63954891:+;chr14:63995157:+;chr14:64031156:+;chr14:64163431:+;chr14:64226433:+	distal	TRUE
GIGYF2	21.1608281705539	0.000294244690810386	0.00287306169717041	0.471938775510204	0.1796875	-0.292251275510204	chr2:232791139:+_vs_chr2:232845768:+	-0.667091836734694	chr2:232791139:+;chr2:232817024:+;chr2:232819928:+;chr2:232819982:+;chr2:232845768:+	proximal	TRUE
ELAVL2	16.2462757313109	0.000296596518709065	0.00288343398188465	0.346153846153846	0.0625	-0.283653846153846	chr9:23691880:-_vs_chr9:23690853:-	-0.567307692307692	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-	proximal	TRUE
UBR5	16.1825587606838	0.000306197763033087	0.00296388830364494	0.211538461538462	0.354166666666667	0.142628205128205	chr8:102326601:-_vs_chr8:102305100:-	0.65224358974359	chr8:102293955:-;chr8:102305100:-;chr8:102326601:-	distal	TRUE
ST13	25.2432735108152	0.000307790850740743	0.00296646699248405	0.537453183520599	0.538288288288288	0.00083510476768911	chr22:40826130:-_vs_chr22:40824785:-	0.357273003340419	chr22:40824595:-;chr22:40824785:-;chr22:40825150:-;chr22:40826130:-;chr22:40826286:-;chr22:40826501:-;chr22:40850830:-	distal	TRUE
FAM13B	16.1493998811646	0.000311316667427767	0.00298757110887762	0.339285714285714	0.866666666666667	0.527380952380952	chr5:137953380:-_vs_chr5:137948988:-	1.0547619047619	chr5:137948988:-;chr5:137952634:-;chr5:137953380:-	distal	TRUE
SEPTIN2	23.0413182931783	0.000331481332666704	0.00316748828992628	0.560526315789474	0.607594936708861	0.0470686209193869	chr2:241352555:+_vs_chr2:241353736:+	-0.324950033311126	chr2:241336944:+;chr2:241337788:+;chr2:241351994:+;chr2:241352555:+;chr2:241353736:+;chr2:241354027:+	proximal	TRUE
CMAS	12.8545720589542	0.000336655687341077	0.00320324305061553	0.596153846153846	1	0.403846153846154	chr12:22061441:+_vs_chr12:22065668:+	0.807692307692308	chr12:22061441:+;chr12:22065668:+	distal	TRUE
FRG1HP	12.7747485632184	0.000351329838202448	0.00332870134839268	0.2	0.655172413793103	0.455172413793103	chr9:40994667:+_vs_chr9:41014136:+	0.910344827586207	chr9:40994667:+;chr9:41014136:+	distal	TRUE
CADM3	15.8719323269444	0.000357646258978269	0.00337424909314519	0.230932203389831	0.160194174757282	-0.070738028632549	chr1:159201267:+_vs_chr1:159202012:+	-0.291344413361856	chr1:159201267:+;chr1:159202012:+;chr1:159203143:+	proximal	TRUE
ATP2B1	20.6599602634388	0.000369807554621853	0.00347432643753976	0.216666666666667	0.329268292682927	0.11260162601626	chr12:89626506:-_vs_chr12:89599235:-	0.225641025641026	chr12:89591090:-;chr12:89599235:-;chr12:89626506:-;chr12:89627679:-;chr12:89630505:-	distal	TRUE
COA5	15.7378917378917	0.000382437288816406	0.0035779488610606	0.461538461538462	0.826923076923077	0.365384615384615	chr2:98600761:-_vs_chr2:98599402:-	0.730769230769231	chr2:98599402:-;chr2:98600483:-;chr2:98600761:-	distal	TRUE
CALR	15.7050336142307	0.000388772271097369	0.00361481236319536	0.719512195121951	0.82183908045977	0.102326885337819	chr19:12943630:+_vs_chr19:12943762:+	0.270955985421923	chr19:12943630:+;chr19:12943762:+;chr19:12944473:+	distal	TRUE
APC	15.7007244611328	0.000389610813743328	0.00361481236319536	0.205357142857143	0.230337078651685	0.0249799357945426	chr5:112775671:+_vs_chr5:112838760:+	0.360854735152488	chr5:112775671:+;chr5:112838760:+;chr5:112841749:+	distal	TRUE
SAFB2	22.5641734457424	0.000408861737857842	0.00377774729690138	0.525925925925926	0.43469387755102	-0.0912320483749055	chr19:5612541:-_vs_chr19:5587064:-	-0.276518014613253	chr19:5586999:-;chr19:5587064:-;chr19:5595431:-;chr19:5600185:-;chr19:5610654:-;chr19:5612541:-	proximal	TRUE
ACTR5	12.4804318488529	0.000411237117855679	0.00378405841779959	0.208333333333333	1	0.791666666666667	chr20:38771652:+_vs_chr20:38772191:+	1.58333333333333	chr20:38771652:+;chr20:38772191:+	distal	TRUE
ITFG1	12.4715316760225	0.00041320114074658	0.00378654815864489	0.314814814814815	0.666666666666667	0.351851851851852	chr16:47155394:-_vs_chr16:47154387:-	0.703703703703704	chr16:47154387:-;chr16:47155394:-	distal	TRUE
ADIPOR1	12.4201270364992	0.000424731346659346	0.00387632363726653	0.392857142857143	0.842105263157895	0.449248120300752	chr1:202940912:-_vs_chr1:202940832:-	0.898496240601504	chr1:202940832:-;chr1:202940912:-	distal	TRUE
GTPBP4	15.4866359447005	0.000433630411814322	0.00394145366185701	0.3125	0.4625	0.15	chr10:1012622:+_vs_chr10:1017689:+	0.675	chr10:1010519:+;chr10:1012622:+;chr10:1017689:+	distal	TRUE
SMARCA5	24.4275280196333	0.000435645272922003	0.00394373615487287	0.462222222222222	0.363363363363363	-0.0988588588588589	chr4:143534951:+_vs_chr4:143544781:+	-0.267027027027027	chr4:143528017:+;chr4:143534951:+;chr4:143543538:+;chr4:143543971:+;chr4:143544781:+;chr4:143548058:+;chr4:143550064:+	proximal	TRUE
PNMA2	15.4336419753086	0.00044527388747517	0.00401464682417129	0.427083333333333	0.8	0.372916666666667	chr8:26508146:-_vs_chr8:26504701:-	0.745833333333333	chr8:26504701:-;chr8:26507075:-;chr8:26508146:-	distal	TRUE
CCDC88C	15.398927685218	0.000453070034625305	0.0040685325197678	0.40625	0.116071428571429	-0.290178571428571	chr14:91308424:-_vs_chr14:91291062:-	-0.580357142857143	chr14:91291062:-;chr14:91308390:-;chr14:91308424:-	proximal	TRUE
PCDH9	15.3779326852506	0.00045785118848182	0.0040950210297814	0.560483870967742	0.178571428571429	-0.381912442396313	chr13:67228450:-_vs_chr13:67225821:-	-0.763824884792627	chr13:67225821:-;chr13:67228053:-;chr13:67228450:-	proximal	TRUE
KIAA1841	15.3435850669706	0.000465782144844195	0.00414269279563204	0.175	0.306818181818182	0.131818181818182	chr2:61088425:+_vs_chr2:61109296:+	0.472727272727273	chr2:61088392:+;chr2:61088425:+;chr2:61109296:+	distal	TRUE
SLC25A3	17.8743629343629	0.00046688666569735	0.00414269279563204	0.334757834757835	0.358974358974359	0.0242165242165242	chr12:98601708:+_vs_chr12:98606360:+	0.183760683760684	chr12:98601238:+;chr12:98601708:+;chr12:98601805:+;chr12:98606360:+	distal	FALSE
RSL1D1	17.8639043386144	0.000469210486105752	0.00414685631198601	0.269113149847095	0.471264367816092	0.202151217968997	chr16:11839942:-_vs_chr16:11837358:-	0.435727090583149	chr16:11837358:-;chr16:11839701:-;chr16:11839834:-;chr16:11839942:-	distal	TRUE
TMEM43	15.3084743885147	0.000474031304947322	0.00417296849552052	0.475	0.354838709677419	-0.120161290322581	chr3:14142845:+_vs_chr3:14143579:+	-0.848387096774194	chr3:14142845:+;chr3:14143579:+;chr3:14143678:+	proximal	TRUE
LUC7L	20.0859847425704	0.000480253571765135	0.00421116465281115	0.682242990654206	0.666666666666667	-0.0155763239875389	chr16:206117:-_vs_chr16:206005:-	-0.244659546061415	chr16:188990:-;chr16:189145:-;chr16:206005:-;chr16:206117:-;chr16:220672:-	proximal	TRUE
EIF3A	26.1027971093771	0.000482803574873967	0.00421698747428981	0.358684480986639	0.508710801393728	0.150026320407089	chr10:119058030:-_vs_chr10:119035048:-	0.261800315844885	chr10:119035048:-;chr10:119036079:-;chr10:119038324:-;chr10:119038417:-;chr10:119056752:-;chr10:119056940:-;chr10:119058030:-;chr10:119059212:-	distal	TRUE
PPP4R3B	17.7653399895317	0.000491683486344994	0.0042778376477331	0.552845528455285	0.373873873873874	-0.178971654581411	chr2:55613997:-_vs_chr2:55564928:-	-0.541199736321688	chr2:55547296:-;chr2:55564416:-;chr2:55564928:-;chr2:55613997:-	proximal	TRUE
INTS10	12.1150914634146	0.000500153848254455	0.00432043805328817	0.780487804878049	0.214285714285714	-0.566202090592335	chr8:19826525:+_vs_chr8:19852067:+	-1.13240418118467	chr8:19826525:+;chr8:19852067:+	proximal	TRUE
MACF1	27.865828672529	0.000500444300447958	0.00432043805328817	0.318047337278107	0.236680327868852	-0.0813670094092541	chr1:39285360:+_vs_chr1:39486985:+	-0.199000873023572	chr1:39284395:+;chr1:39285142:+;chr1:39285360:+;chr1:39353035:+;chr1:39368309:+;chr1:39429270:+;chr1:39435668:+;chr1:39441254:+;chr1:39486985:+	proximal	FALSE
SREK1	17.6577964593493	0.000517425999014194	0.00444986359152207	0.514285714285714	0.407407407407407	-0.106878306878307	chr5:66170611:+_vs_chr5:66170689:+	-0.565079365079365	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+;chr5:66177566:+	proximal	TRUE
TBL1XR1	15.1046920821114	0.000524877297857495	0.00448275571125368	0.125	0.483870967741935	0.358870967741935	chr3:177047351:-_vs_chr3:177022969:-	0.717741935483871	chr3:177022969:-;chr3:177034268:-;chr3:177047351:-	distal	TRUE
ANKRD36	12.0237814133918	0.000525260284592337	0.00448275571125368	0	0.636363636363636	0.636363636363636	chr2:97144690:+_vs_chr2:97181770:+	1.27272727272727	chr2:97144690:+;chr2:97181770:+	distal	TRUE
RETREG1	12.0061935140883	0.000530240437289138	0.00450805177862552	0.681818181818182	0	-0.681818181818182	chr5:16474444:-_vs_chr5:16473053:-	-1.36363636363636	chr5:16473053:-;chr5:16474444:-	proximal	TRUE
DNAJC7	19.849067156248	0.00053485090554488	0.00453002509393315	0.536184210526316	0.648936170212766	0.11275195968645	chr17:41988852:-_vs_chr17:41983564:-	0.440649496080627	chr17:41976452:-;chr17:41981908:-;chr17:41983564:-;chr17:41988772:-;chr17:41988852:-	distal	TRUE
FTSJ1	11.9032878624068	0.0005603494961928	0.0047280810320268	0.941176470588235	0.674418604651163	-0.266757865937073	chrX:48482954:+_vs_chrX:48486299:+	-0.533515731874145	chrX:48482954:+;chrX:48486299:+	proximal	TRUE
MRPL21	11.8480009191176	0.000577232786558372	0.00483686103033038	0.8125	1	0.1875	chr11:68892893:-_vs_chr11:68891278:-	0.375	chr11:68891278:-;chr11:68892893:-	distal	TRUE
SEPTIN7P2	14.9133689839572	0.000577567931618163	0.00483686103033038	0.204545454545455	0.617647058823529	0.413101604278075	chr7:45748667:-_vs_chr7:45728208:-	0.82620320855615	chr7:45728208:-;chr7:45748633:-;chr7:45748667:-	distal	TRUE
TMEM106B	11.8335284442724	0.000581736541385163	0.00485359293484039	0.117647058823529	0.6	0.482352941176471	chr7:12232791:+_vs_chr7:12232874:+	0.964705882352941	chr7:12232791:+;chr7:12232874:+	distal	TRUE
LINC01551	23.7142338118171	0.000589380897745201	0.00489909177456606	0.383986928104575	0.543859649122807	0.159872721018232	chr14:28778560:+_vs_chr14:28793232:+	0.25046439628483	chr14:28778560:+;chr14:28792118:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793405:+;chr14:28793966:+	distal	TRUE
MYNN	17.3726250345068	0.000592358236936001	0.00490560376958851	0.512820512820513	0.471264367816092	-0.0415561450044208	chr3:169786770:+_vs_chr3:169786820:+	-0.69893899204244	chr3:169784676:+;chr3:169786770:+;chr3:169786820:+;chr3:169787550:+	proximal	TRUE
PDCL	17.2964687506596	0.000614132634529795	0.0050671607778916	0.463276836158192	0.327272727272727	-0.136004108885465	chr9:122819213:-_vs_chr9:122818349:-	-0.528813559322034	chr9:122818349:-;chr9:122819177:-;chr9:122819213:-;chr9:122819953:-	proximal	TRUE
ATCAY	14.7178671549405	0.000636877277798375	0.0052260422933322	0.32258064516129	0.571428571428571	0.248847926267281	chr19:3925857:+_vs_chr19:3928082:+	0.497695852534562	chr19:3925857:+;chr19:3926326:+;chr19:3928082:+	distal	TRUE
SNAPC3	11.6517196745562	0.000641432116840806	0.0052260422933322	0.153846153846154	0.916666666666667	0.762820512820513	chr9:15462203:+_vs_chr9:15462462:+	1.52564102564103	chr9:15462203:+;chr9:15462462:+	distal	TRUE
DCAF7	11.6497567443062	0.000642109310020208	0.0052260422933322	0.870967741935484	0.222222222222222	-0.648745519713262	chr17:63590425:+_vs_chr17:63594266:+	-1.29749103942652	chr17:63590425:+;chr17:63594266:+	proximal	TRUE
ZSCAN26	14.6995475113122	0.000642737759689783	0.0052260422933322	0.794117647058824	0.3	-0.494117647058824	chr6:28277003:+_vs_chr6:28278020:+	-0.988235294117647	chr6:28277003:+;chr6:28277532:+;chr6:28278020:+	proximal	TRUE
NEMF	21.512081119194	0.00064805794838801	0.00525020859636083	0.457534246575342	0.433898305084746	-0.0236359414905967	chr14:49825927:-_vs_chr14:49825884:-	-0.37891804039935	chr14:49799479:-;chr14:49825884:-;chr14:49825927:-;chr14:49828696:-;chr14:49829389:-;chr14:49832248:-	proximal	TRUE
PRELID1	11.6010061232548	0.000659161491634401	0.00530525810503004	0.572916666666667	0.315217391304348	-0.257699275362319	chr5:177306661:+_vs_chr5:177306949:+	-0.515398550724638	chr5:177306661:+;chr5:177306949:+	proximal	TRUE
KDM5A	14.647759151042	0.000659598279605703	0.00530525810503004	0.717391304347826	0.404255319148936	-0.31313598519889	chr12:356442:-_vs_chr12:292865:-	-0.62627197039778	chr12:292865:-;chr12:309873:-;chr12:356442:-	proximal	TRUE
MLLT3	23.4334548027098	0.000663571850310267	0.00531808837739698	0.406451612903226	0.426997245179063	0.0205456322758375	chr9:20354827:-_vs_chr9:20346306:-	-0.21327645961077	chr9:20346136:-;chr9:20346306:-;chr9:20354827:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	proximal	TRUE
ENY2	11.5771604938272	0.000667668168226723	0.00533180722912483	0.0740740740740741	0.514285714285714	0.44021164021164	chr8:109343664:+_vs_chr8:109345739:+	0.88042328042328	chr8:109343664:+;chr8:109345739:+	distal	TRUE
HNRNPA3	23.3790140882319	0.000678984479332498	0.00540288005618315	0.313034188034188	0.420168067226891	0.107133879192703	chr2:177219778:+_vs_chr2:177220127:+	0.243320405085111	chr2:177216037:+;chr2:177219778:+;chr2:177220127:+;chr2:177220534:+;chr2:177222654:+;chr2:177222789:+;chr2:177223853:+	distal	TRUE
ATP5F1C	11.5020217459008	0.000695205317503826	0.00551233719836367	0.957219251336898	0.831683168316832	-0.125536083020067	chr10:7807015:+_vs_chr10:7807801:+	-0.251072166040133	chr10:7807015:+;chr10:7807801:+	proximal	TRUE
PTPN12	11.4414859523555	0.000718223315334594	0.00567472555861538	0	0.522727272727273	0.522727272727273	chr7:77571151:+_vs_chr7:77637037:+	1.04545454545455	chr7:77571151:+;chr7:77637037:+	distal	TRUE
CTNNA1	14.4699207165769	0.000720935878835259	0.00567610079251985	0.403225806451613	0.682692307692308	0.279466501240695	chr5:138934327:+_vs_chr5:138935032:+	0.55893300248139	chr5:138934327:+;chr5:138934712:+;chr5:138935032:+	distal	TRUE
EEF1A1	21.2351730444373	0.000731228460297955	0.00573693627096922	0.973683040675706	0.981841596909208	0.00815855623350215	chr6:73517595:-_vs_chr6:73517515:-	0.0313402262819512	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519090:-;chr6:73519918:-	distal	FALSE
NEDD4L	16.9179342603121	0.000734745452906888	0.00574437354090839	0.506666666666667	0.571428571428571	0.0647619047619047	chr18:58341097:+_vs_chr18:58373259:+	0.318961038961039	chr18:58245507:+;chr18:58341097:+;chr18:58373259:+;chr18:58383306:+	distal	TRUE
KIAA1586	23.1543408561192	0.000746399779394194	0.00581515646942654	0.385135135135135	0.546511627906977	0.161376492771842	chr6:57052881:+_vs_chr6:57055202:+	0.359522313010685	chr6:57052768:+;chr6:57052881:+;chr6:57052964:+;chr6:57053224:+;chr6:57053823:+;chr6:57054290:+;chr6:57055202:+	distal	TRUE
ZMYM2	11.3569470970206	0.000751662775674929	0.00583582627225396	0	0.7	0.7	chr13:20003135:+_vs_chr13:20022603:+	1.4	chr13:20003135:+;chr13:20022603:+	distal	TRUE
TTLL7	16.8477272727273	0.000759575211451436	0.00587685180901526	0.46969696969697	0.683333333333333	0.213636363636364	chr1:83911250:-_vs_chr1:83911221:-	0.565909090909091	chr1:83906434:-;chr1:83911221:-;chr1:83911250:-;chr1:83951892:-	distal	TRUE
GSDME	11.2994428034372	0.000775303547592169	0.0059628142663679	0.368421052631579	1	0.631578947368421	chr7:24707279:-_vs_chr7:24698357:-	1.26315789473684	chr7:24698357:-;chr7:24707279:-	distal	TRUE
EIF5	21.098655263196	0.000776019209084552	0.0059628142663679	0.183122362869198	0.134883720930233	-0.0482386419389658	chr14:103338372:+_vs_chr14:103341360:+	-0.174134039839074	chr14:103338372:+;chr14:103339214:+;chr14:103340450:+;chr14:103341360:+;chr14:103343171:+;chr14:103343221:+	proximal	FALSE
SNURF	11.2679159488568	0.000788582105010146	0.00603859447535166	0.989010989010989	0.927125506072874	-0.0618854829381146	chr15:24963635:+_vs_chr15:24978577:+	-0.123770965876229	chr15:24963635:+;chr15:24978577:+	proximal	FALSE
PCDH11X	11.2260571813564	0.000806568156684139	0.00613763512514968	0.892307692307692	0.555555555555556	-0.336752136752137	chrX:91877836:+_vs_chrX:91878855:+	-0.673504273504274	chrX:91877836:+;chrX:91878855:+	proximal	TRUE
NDUFB8	11.225050702238	0.000807005691768339	0.00613763512514968	0.827731092436975	0.938461538461538	0.110730446024564	chr10:100525257:-_vs_chr10:100523740:-	0.221460892049127	chr10:100523740:-;chr10:100525257:-	distal	TRUE
SETX	16.7101202754858	0.000810685787539769	0.00614472346080991	0.53125	0.274509803921569	-0.256740196078431	chr9:132329260:-_vs_chr9:132329003:-	-0.580882352941176	chr9:132263678:-;chr9:132329003:-;chr9:132329260:-;chr9:132329728:-	proximal	TRUE
HTRA2	14.2188262174628	0.000817374561357001	0.00617449161889951	0.280487804878049	0.523809523809524	0.243321718931475	chr2:74533002:+_vs_chr2:74533175:+	0.914053426248548	chr2:74533002:+;chr2:74533175:+;chr2:74533319:+	distal	TRUE
BCLAF1	26.624055210906	0.00082076451210647	0.00617922373424265	0.536830357142857	0.43140243902439	-0.105427918118467	chr6:136276439:-_vs_chr6:136261275:-	-0.216245644599303	chr6:136260500:-;chr6:136261275:-;chr6:136268217:-;chr6:136269472:-;chr6:136272002:-;chr6:136276045:-;chr6:136276347:-;chr6:136276439:-;chr6:136278359:-	proximal	TRUE
ETNK1	14.19	0.000829240778904969	0.0062220885289648	0.9375	0.36	-0.5775	chr12:22685712:+_vs_chr12:22687743:+	-1.155	chr12:22685712:+;chr12:22685884:+;chr12:22687743:+	proximal	TRUE
EIF2AK1	16.6249854819	0.000844003002359154	0.00630990794182065	0.632075471698113	0.433333333333333	-0.19874213836478	chr7:6041141:-_vs_chr7:6023831:-	-0.348218029350105	chr7:6023831:-;chr7:6024756:-;chr7:6037492:-;chr7:6041141:-	proximal	TRUE
FAM104A	16.6185185185185	0.00084658872206896	0.00630990794182065	0.383333333333333	0.564814814814815	0.181481481481481	chr17:73209444:-_vs_chr17:73207673:-	0.744444444444444	chr17:73207365:-;chr17:73207673:-;chr17:73209120:-;chr17:73209444:-	distal	TRUE
GLRB	11.0494370039683	0.000887141339337756	0.0065722853535895	1	0.428571428571429	-0.571428571428571	chr4:157144857:+_vs_chr4:157171289:+	-1.14285714285714	chr4:157144857:+;chr4:157171289:+	proximal	TRUE
TSPAN5	14.0538209541063	0.000887670025395362	0.0065722853535895	0.43	0.630434782608696	0.200434782608696	chr4:98471992:-_vs_chr4:98471208:-	0.401739130434783	chr4:98470367:-;chr4:98471208:-;chr4:98471992:-	distal	TRUE
NTM	16.5091825718142	0.000891515636656174	0.00657897347710629	0.444444444444444	0.38	-0.0644444444444444	chr11:132335670:+_vs_chr11:132335704:+	-0.497435897435897	chr11:132335282:+;chr11:132335670:+;chr11:132335704:+;chr11:132336653:+	proximal	TRUE
MCF2L	10.995771011396	0.000913200162312463	0.00671682750964035	0.464285714285714	0	-0.464285714285714	chr13:113097623:+_vs_chr13:113098548:+	-0.928571428571429	chr13:113097623:+;chr13:113098548:+	proximal	TRUE
SOGA3	24.4937405636938	0.00093257917462896	0.00683687552285362	0.224581724581725	0.227984344422701	0.00340261984097598	chr6:127476377:-_vs_chr6:127447618:-	0.145933604837714	chr6:127443427:-;chr6:127443563:-;chr6:127447534:-;chr6:127447618:-;chr6:127450169:-;chr6:127453855:-;chr6:127476377:-;chr6:127512981:-	distal	FALSE
SET	16.3902101835559	0.00094309607344983	0.00688033663806592	0.552845528455285	0.283950617283951	-0.268894911171334	chr9:128691894:+_vs_chr9:128694964:+	-0.616079494128275	chr9:128691894:+;chr9:128694053:+;chr9:128694964:+;chr9:128695533:+	proximal	TRUE
DNAJC8	16.3867011258297	0.000944661604600285	0.00688033663806592	0.714003944773176	0.595238095238095	-0.11876584953508	chr1:28201265:-_vs_chr1:28200557:-	-0.46196111580727	chr1:28200557:-;chr1:28201265:-;chr1:28203783:-;chr1:28205298:-	proximal	TRUE
ACBD5	10.9258963792618	0.000948293096343547	0.00688436156955899	0.821428571428571	0.230769230769231	-0.590659340659341	chr10:27231749:-_vs_chr10:27197012:-	-1.18131868131868	chr10:27197012:-;chr10:27231749:-	proximal	TRUE
NCBP3	13.8258151936358	0.00099486093258721	0.00719905839891586	0.645161290322581	0.763888888888889	0.118727598566308	chr17:3824976:-_vs_chr17:3813234:-	0.657706093189964	chr17:3813234:-;chr17:3824976:-;chr17:3839108:-	distal	TRUE
ITSN1	18.4502952451971	0.00100748567424524	0.00726689666971729	0.407079646017699	0.386160714285714	-0.0209189317319848	chr21:33774850:+_vs_chr21:33797451:+	-0.297013274336283	chr21:33772324:+;chr21:33774850:+;chr21:33794454:+;chr21:33797451:+;chr21:33837369:+	proximal	TRUE
MARCHF5	13.7918021776018	0.00101192472954712	0.00727544596548989	0.489583333333333	0.46078431372549	-0.0287990196078431	chr10:92351856:+_vs_chr10:92352068:+	-0.438725490196078	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+	proximal	TRUE
SEC63	18.4318637299826	0.00101589689555914	0.00728059441817383	0.491379310344828	0.377358490566038	-0.11402081977879	chr6:107881215:-_vs_chr6:107870754:-	-0.445673389720234	chr6:107870754:-;chr6:107881215:-;chr6:107883000:-;chr6:107893507:-;chr6:107929415:-	proximal	TRUE
NEUROD6	26.0021870499116	0.0010493950477692	0.00749663682687518	0.573317307692308	0.592239185750636	0.0189218780583285	chr7:31338259:-_vs_chr7:31338080:-	0.0887526913290272	chr7:31337465:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	distal	FALSE
FBXL3	10.7197398190045	0.00105998576217642	0.00754817886696327	0.176470588235294	0.846153846153846	0.669683257918552	chr13:77006285:-_vs_chr13:77005264:-	1.3393665158371	chr13:77005264:-;chr13:77006285:-	distal	TRUE
LCOR	10.6732954545455	0.00108693301088198	0.00769422018148023	0.476190476190476	1	0.523809523809524	chr10:96955518:+_vs_chr10:96955819:+	1.04761904761905	chr10:96955518:+;chr10:96955819:+	distal	TRUE
SLX1A	10.6712983065567	0.00108810718246059	0.00769422018148023	0.673469387755102	0.319148936170213	-0.354320451584889	chr16:29458219:+_vs_chr16:30197561:+	-0.708640903169778	chr16:29458219:+;chr16:30197561:+	proximal	TRUE
CDC42BPB	13.6348866018802	0.00109451569530958	0.00769422018148023	0.313953488372093	0.567796610169492	0.253843121797399	chr14:102975725:-_vs_chr14:102968322:-	0.562475364603863	chr14:102963090:-;chr14:102968322:-;chr14:102975725:-	distal	TRUE
PCNP	13.6313419192172	0.00109645727077336	0.00769422018148023	0.833333333333333	0.75	-0.0833333333333334	chr3:101593424:+_vs_chr3:101594437:+	-0.341130604288499	chr3:101593007:+;chr3:101593424:+;chr3:101594437:+	proximal	TRUE
PSIP1	31.0095584301246	0.00109769956971923	0.00769422018148023	0.430644472897994	0.402948402948403	-0.0276960699495911	chr9:15486882:-_vs_chr9:15474208:-	-0.152087298566172	chr9:15464613:-;chr9:15466748:-;chr9:15468650:-;chr9:15469954:-;chr9:15470842:-;chr9:15471191:-;chr9:15472631:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	proximal	FALSE
OS9	13.6090069923741	0.00110877054328046	0.00774753417117222	0.606299212598425	0.813953488372093	0.207654275773668	chr12:57719089:+_vs_chr12:57721557:+	0.415308551547336	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	distal	TRUE
SPTBN1	13.588430535799	0.0011202367098793	0.00780326879529632	0.530612244897959	0.653061224489796	0.122448979591837	chr2:54632630:+_vs_chr2:54643121:+	0.551020408163265	chr2:54632630:+;chr2:54643121:+;chr2:54646013:+	distal	TRUE
RB1CC1	20.2069674094142	0.00114274649339484	0.0079353452150027	0.402816901408451	0.414705882352941	0.0118889809444905	chr8:52657243:-_vs_chr8:52656706:-	-0.397058823529412	chr8:52656500:-;chr8:52656706:-;chr8:52657243:-;chr8:52657292:-;chr8:52657598:-;chr8:52661118:-	proximal	TRUE
EIF4A2	15.8774850387632	0.00120148857946619	0.00831742558416839	0.949776785714286	0.934436274509804	-0.0153405112044815	chr3:186789767:+_vs_chr3:186789897:+	-0.0924369747899159	chr3:186785962:+;chr3:186789182:+;chr3:186789767:+;chr3:186789897:+	proximal	FALSE
SHTN1	27.3751698080706	0.00121218309960497	0.00836555990961952	0.507455507455507	0.43859649122807	-0.0688590162274373	chr10:116940467:-_vs_chr10:116921454:-	0.132528290423027	chr10:116884799:-;chr10:116901883:-;chr10:116915424:-;chr10:116921454:-;chr10:116929908:-;chr10:116940467:-;chr10:116940596:-;chr10:116948938:-;chr10:116954183:-;chr10:116960136:-	distal	FALSE
SLC4A10	13.416	0.0012211038918049	0.00838076978766219	0.25	0.66	0.41	chr2:161804539:+_vs_chr2:161965170:+	0.82	chr2:161804539:+;chr2:161872344:+;chr2:161965170:+	distal	TRUE
WDR75	10.4540441176471	0.00122381226166602	0.00838076978766219	0.235294117647059	0.766666666666667	0.531372549019608	chr2:189475259:+_vs_chr2:189475378:+	1.06274509803922	chr2:189475259:+;chr2:189475378:+	distal	TRUE
TXNIP	13.4081082316376	0.00122593174514608	0.00838076978766219	0.477777777777778	0.743589743589744	0.265811965811966	chr1:145995002:-_vs_chr1:145993318:-	0.647863247863248	chr1:145993318:-;chr1:145995002:-;chr1:145995190:-	distal	TRUE
FKBP3	15.8288491948504	0.0012293794679576	0.00838076978766219	0.783908045977011	0.874149659863946	0.0902416138869342	chr14:45116046:-_vs_chr14:45115902:-	0.245038705137227	chr14:45115902:-;chr14:45116046:-;chr14:45121586:-;chr14:45129836:-	distal	TRUE
C9orf78	15.8094015906427	0.0012407110216751	0.00842598954093999	0.614583333333333	0.526748971193416	-0.0878343621399178	chr9:129827772:-_vs_chr9:129827290:-	-0.329089506172839	chr9:129827290:-;chr9:129827582:-;chr9:129827772:-;chr9:129828178:-	proximal	TRUE
DDX55	13.3795710730493	0.00124354944029973	0.00842598954093999	0.45	0.478260869565217	0.0282608695652174	chr12:123619710:+_vs_chr12:123620505:+	0.678260869565217	chr12:123619624:+;chr12:123619710:+;chr12:123620505:+	distal	TRUE
