gene_id	chisq	pvalue	adj_pvalue	PgS	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ING3	15.7757947912395	7.13089949175254e-05	0.000532628150633972	1	0.595744680851064	-0.404255319148936	chr7:120956976:+_vs_chr7:120974909:+	-0.808510638297872	chr7:120956976:+;chr7:120974909:+	proximal	TRUE
MEAF6	19.0858461678252	7.17069356216096e-05	0.000533261621675114	0.620689655172414	0.717391304347826	0.0967016491754122	chr1:37493311:-_vs_chr1:37493178:-	0.72863568215892	chr1:37493178:-;chr1:37493311:-;chr1:37501813:-	distal	TRUE
CHKA	19.0521805516465	7.29241807933911e-05	0.000539955999526718	0.441176470588235	0.715	0.273823529411765	chr11:68081414:-_vs_chr11:68064544:-	0.624117647058823	chr11:68052859:-;chr11:68064544:-;chr11:68081414:-	distal	TRUE
IVNS1ABP	24.1807793139456	7.34789703800075e-05	0.000541708599814514	0.400793650793651	0.504032258064516	0.103238607270865	chr1:185297765:-_vs_chr1:185296909:-	0.394009216589862	chr1:185296388:-;chr1:185296909:-;chr1:185297532:-;chr1:185297765:-;chr1:185306519:-	distal	TRUE
MSL1	15.6393524847472	7.6642887324698e-05	0.000562598435836037	1	0.296296296296296	-0.703703703703704	chr17:40129324:+_vs_chr17:40133603:+	-1.40740740740741	chr17:40129324:+;chr17:40133603:+	proximal	TRUE
TMED4	24.0571072881662	7.77967998159882e-05	0.000568617811530592	0.614285714285714	0.413366336633663	-0.200919377652051	chr7:44579380:-_vs_chr7:44577894:-	-0.58953323903819	chr7:44577894:-;chr7:44578310:-;chr7:44579163:-;chr7:44579380:-;chr7:44579904:-	proximal	TRUE
GPM6B	23.9823200644576	8.05291841197154e-05	0.00058607350664904	0.631944444444444	0.528532608695652	-0.103411835748792	chrX:13774155:-_vs_chrX:13771029:-	-0.440821256038647	chrX:13770943:-;chrX:13771029:-;chrX:13773456:-;chrX:13773601:-;chrX:13774155:-	proximal	TRUE
SPAG9	23.9401965657947	8.21099211215416e-05	0.000595034875191427	0.605263157894737	0.446969696969697	-0.15829346092504	chr17:51038831:-_vs_chr17:50965643:-	-0.572567783094099	chr17:50965643:-;chr17:50996659:-;chr17:50998508:-;chr17:51038831:-;chr17:51047431:-	proximal	TRUE
RPL22	21.5073957841997	8.25856700199608e-05	0.000595946593406751	0.161016949152542	0.294372294372294	0.133355345219752	chr1:6186615:-_vs_chr1:6185020:-	0.302443319392472	chr1:6185020:-;chr1:6185119:-;chr1:6186218:-;chr1:6186615:-	distal	TRUE
PHIP	23.9026838129363	8.35435503019961e-05	0.000600315047106748	0.236842105263158	0.219653179190751	-0.0171889260724064	chr6:78990885:-_vs_chr6:78983035:-	-0.379271879119765	chr6:78945395:-;chr6:78946763:-;chr6:78982887:-;chr6:78983035:-;chr6:78990885:-	proximal	TRUE
ARL8B	15.4673782360166	8.39415547186242e-05	0.000600640620528643	1	0.4375	-0.5625	chr3:5180746:+_vs_chr3:5180911:+	-1.125	chr3:5180746:+;chr3:5180911:+	proximal	TRUE
DBN1	18.7130911461951	8.63980395247424e-05	0.000615631218872955	0.533783783783784	0.43558282208589	-0.0982009616978942	chr5:177457223:-_vs_chr5:177456925:-	-0.429364947769856	chr5:177456622:-;chr5:177456925:-;chr5:177457223:-	proximal	TRUE
ANP32E	21.3940123809569	8.71911163985095e-05	0.00061869363011109	0.584362139917695	0.339285714285714	-0.245076425631981	chr1:150230595:-_vs_chr1:150220378:-	-0.422839506172839	chr1:150220378:-;chr1:150226613:-;chr1:150226735:-;chr1:150230595:-	proximal	TRUE
TMEM161B-AS1	18.6831103202866	8.77029378626441e-05	0.000619743166722336	0.612244897959184	0.881188118811881	0.268943220852697	chr5:88284220:+_vs_chr5:88436672:+	0.537886441705395	chr5:88284220:+;chr5:88287657:+;chr5:88436672:+	distal	TRUE
OIP5-AS1	23.7554791323588	8.94134570858657e-05	0.000629219493459625	0.691666666666667	0.464285714285714	-0.227380952380952	chr15:41286078:+_vs_chr15:41299628:+	-0.394588744588745	chr15:41286078:+;chr15:41298745:+;chr15:41299088:+;chr15:41299426:+;chr15:41299628:+	proximal	TRUE
EIF5	21.3045514141225	9.10046744608423e-05	0.000636553714060171	0.0165289256198347	0.154704944178628	0.138176018558794	chr14:103338372:+_vs_chr14:103343171:+	0.256633318834276	chr14:103338372:+;chr14:103339214:+;chr14:103341360:+;chr14:103343171:+	distal	TRUE
VOPP1	18.6033597182042	9.12707805748051e-05	0.000636553714060171	0.875	0.686274509803922	-0.188725490196078	chr7:55471074:-_vs_chr7:55470613:-	-0.718137254901961	chr7:55470613:-;chr7:55471074:-;chr7:55472671:-	proximal	TRUE
RPP30	18.5966604478401	9.15770169963252e-05	0.000636553714060171	0.327586206896552	0.282051282051282	-0.0455349248452697	chr10:90900843:+_vs_chr10:90900977:+	-0.686118479221927	chr10:90900751:+;chr10:90900843:+;chr10:90900977:+	proximal	TRUE
EIF4G2	18.4874713362518	9.67156170905078e-05	0.000669539414248515	0.726666666666667	0.7825	0.0558333333333333	chr11:10801047:-_vs_chr11:10800495:-	0.243333333333333	chr11:10797054:-;chr11:10800495:-;chr11:10801047:-	distal	TRUE
TIAL1	18.4089695200114	0.000100587278957836	0.000693522818077713	0.553571428571429	0.449152542372881	-0.104418886198547	chr10:119575558:-_vs_chr10:119575412:-	-0.808111380145279	chr10:119574687:-;chr10:119575412:-;chr10:119575558:-	proximal	TRUE
MRPL42	18.3756967797093	0.000102274683387175	0.000702313652453057	0.545454545454545	0.396551724137931	-0.148902821316614	chr12:93502650:+_vs_chr12:93503756:+	-0.962382445141066	chr12:93501846:+;chr12:93502650:+;chr12:93503756:+	proximal	TRUE
YPEL1	15.0799145299145	0.000103053994344902	0.000704823101885013	0	0.8125	0.8125	chr22:21700650:-_vs_chr22:21697544:-	1.625	chr22:21697544:-;chr22:21700650:-	distal	TRUE
STK17A	21.0265450861196	0.000103948268314098	0.000708095603755638	0.380952380952381	0.385964912280702	0.00501253132832075	chr7:43608319:+_vs_chr7:43625183:+	-0.569924812030075	chr7:43595985:+;chr7:43608319:+;chr7:43625183:+;chr7:43626794:+	proximal	TRUE
CARHSP1	15.0330214475578	0.000105646371659953	0.000716795900147009	0.1375	0.364522417153996	0.227022417153996	chr16:8854913:-_vs_chr16:8852947:-	0.454044834307992	chr16:8852947:-;chr16:8854913:-	distal	TRUE
NFIC	14.9774299013142	0.000108804794191921	0.000735295890908098	0.183098591549296	0.00961538461538462	-0.173483206933911	chr19:3462983:+_vs_chr19:3469217:+	-0.346966413867822	chr19:3462983:+;chr19:3469217:+	proximal	TRUE
PSIP1	35.2733755883462	0.000112135961077035	0.000754812417842651	0.420261437908497	0.395759717314488	-0.0245017205940091	chr9:15472631:-_vs_chr9:15468650:-	-0.190420102080879	chr9:15464066:-;chr9:15464613:-;chr9:15466748:-;chr9:15468650:-;chr9:15469954:-;chr9:15470842:-;chr9:15472631:-;chr9:15474079:-;chr9:15474208:-;chr9:15486882:-;chr9:15490049:-	proximal	FALSE
RPL4	14.8519947317852	0.000116285024993948	0.000779659045530286	0.960975609756098	0.892911010558069	-0.0680645991980281	chr15:66499522:-_vs_chr15:66499320:-	-0.136129198396056	chr15:66499320:-;chr15:66499522:-	proximal	FALSE
ACTR1A	14.8258109956897	0.000117910639369495	0.000787458113122551	0.75	0.297297297297297	-0.452702702702703	chr10:102480801:-_vs_chr10:102479229:-	-0.905405405405405	chr10:102479229:-;chr10:102480801:-	proximal	TRUE
PRPSAP2	18.0267462481777	0.000121770415766903	0.000810058664261856	0.512820512820513	0.855555555555556	0.342735042735043	chr17:18931046:+_vs_chr17:18931268:+	0.685470085470085	chr17:18931046:+;chr17:18931190:+;chr17:18931268:+	distal	TRUE
ZEB1	20.6804999676925	0.000122648028394737	0.000812722149246056	0.285714285714286	0.194003527336861	-0.0917107583774251	chr10:31524017:+_vs_chr10:31527413:+	-0.330687830687831	chr10:31520822:+;chr10:31524017:+;chr10:31527051:+;chr10:31527413:+	proximal	TRUE
POMZP3	14.7371794871795	0.000123585026311748	0.000815756976003516	0.368421052631579	1	0.631578947368421	chr7:76625526:-_vs_chr7:76609988:-	1.26315789473684	chr7:76609988:-;chr7:76625526:-	distal	TRUE
MYEF2	17.8876848121481	0.00013053849340519	0.000858328394861151	0.572916666666667	0.731884057971015	0.158967391304348	chr15:48157127:-_vs_chr15:48143045:-	0.527173913043478	chr15:48142197:-;chr15:48143045:-;chr15:48157127:-	distal	TRUE
HNRNPF	17.8580624997931	0.000132486308507427	0.000867785320723645	0.176991150442478	0.156084656084656	-0.0209064943578218	chr10:43385854:-_vs_chr10:43385622:-	-0.245305988668821	chr10:43385622:-;chr10:43385854:-;chr10:43386022:-	proximal	TRUE
SPINDOC	14.5672693024303	0.000135243396493442	0.000882450207771384	0.235294117647059	1	0.764705882352941	chr11:63818613:+_vs_chr11:63827716:+	1.52941176470588	chr11:63818613:+;chr11:63827716:+	distal	TRUE
KLHDC2	14.5322033112634	0.000137784017790127	0.000895596115635825	0.682926829268293	0.981818181818182	0.298891352549889	chr14:49780733:+_vs_chr14:49783138:+	0.597782705099778	chr14:49780733:+;chr14:49783138:+	distal	TRUE
CHD4	22.7225242105897	0.000143856462112583	0.000931511615884903	0.305555555555556	0.5	0.194444444444444	chr12:6600535:-_vs_chr12:6587841:-	0.482943469785575	chr12:6570082:-;chr12:6578456:-;chr12:6581354:-;chr12:6587841:-;chr12:6600535:-	distal	TRUE
BAZ1A	20.3261359477124	0.000145270707098532	0.000937106114351514	0.373333333333333	0.647058823529412	0.273725490196078	chr14:34795740:-_vs_chr14:34783166:-	0.767058823529412	chr14:34783166:-;chr14:34785776:-;chr14:34795740:-;chr14:34801133:-	distal	TRUE
DAAM1	14.3657747443389	0.000150513347866383	0.000967261250628114	0.540540540540541	0	-0.540540540540541	chr14:59330596:+_vs_chr14:59332727:+	-1.08108108108108	chr14:59330596:+;chr14:59332727:+	proximal	TRUE
ACSL3	14.344430151788	0.000152229383392833	0.000974611428263137	0.846153846153846	0.1	-0.746153846153846	chr2:222930721:+_vs_chr2:222942219:+	-1.49230769230769	chr2:222930721:+;chr2:222942219:+	proximal	TRUE
ELF2	20.203638953639	0.000154020629757183	0.000982386263956865	0.740740740740741	0.621794871794872	-0.118945868945869	chr4:139067696:-_vs_chr4:139059094:-	0.658119658119658	chr4:139058737:-;chr4:139059094:-;chr4:139067696:-;chr4:139124564:-	distal	TRUE
FUS	20.1614938763565	0.000157150769469746	0.000998611046294692	0.66147859922179	0.635470826112074	-0.0260077731097159	chr16:31186135:+_vs_chr16:31191605:+	-0.170471174530815	chr16:31186088:+;chr16:31186135:+;chr16:31191605:+;chr16:31191779:+	proximal	FALSE
CDK2	17.5020292207792	0.000158300630144117	0.00100217833879342	0.590909090909091	0.375	-0.215909090909091	chr12:55972532:+_vs_chr12:55972789:+	-0.693181818181818	chr12:55971899:+;chr12:55972532:+;chr12:55972789:+	proximal	TRUE
TFDP2	14.2423076923077	0.00016071635750379	0.00101370354381094	0.846153846153846	0.0666666666666667	-0.779487179487179	chr3:141950956:-_vs_chr3:141944529:-	-1.55897435897436	chr3:141944529:-;chr3:141950956:-	proximal	TRUE
NOL11	14.1666987982777	0.000167305533757159	0.00104966467136989	0	0.722222222222222	0.722222222222222	chr17:67738278:+_vs_chr17:67744203:+	1.44444444444444	chr17:67738278:+;chr17:67744203:+	distal	TRUE
PPP2R2A	14.1628235294118	0.000167650493606935	0.00104966467136989	0	0.735294117647059	0.735294117647059	chr8:26354571:+_vs_chr8:26371123:+	1.47058823529412	chr8:26354571:+;chr8:26371123:+	distal	TRUE
MAT2B	17.3730588798625	0.000168844997251476	0.00105327117333063	0.753731343283582	0.658227848101266	-0.0955034951823164	chr5:163519151:+_vs_chr5:163519211:+	-0.341772151898734	chr5:163519151:+;chr5:163519211:+;chr5:163519322:+	proximal	TRUE
CSNK2A1	17.3098476402824	0.00017426667446355	0.00108312462266944	0.175	0.638888888888889	0.463888888888889	chr20:505139:-_vs_chr20:482694:-	0.927777777777778	chr20:482694:-;chr20:499900:-;chr20:505139:-	distal	TRUE
ARPP19	17.2907375559895	0.000175939780452524	0.00108581144008214	0.346153846153846	0.775862068965517	0.429708222811671	chr15:52566592:-_vs_chr15:52549549:-	0.859416445623342	chr15:52549549:-;chr15:52550792:-;chr15:52566592:-	distal	TRUE
RRM1	19.9244369043548	0.000175974138263459	0.00108581144008214	0.157407407407407	0.364035087719298	0.206627680311891	chr11:4138299:+_vs_chr11:4138930:+	0.390350877192982	chr11:4138299:+;chr11:4138620:+;chr11:4138872:+;chr11:4138930:+	distal	TRUE
SBDS	22.273084054177	0.000176830108857296	0.00108715406275803	0.4	0.670081967213115	0.270081967213115	chr7:66993378:-_vs_chr7:66987700:-	0.517486338797814	chr7:66987700:-;chr7:66987791:-;chr7:66987972:-;chr7:66991268:-;chr7:66993378:-	distal	TRUE
STAU2	17.239285472973	0.000180524738083786	0.00110587636315355	0.351351351351351	0.2125	-0.138851351351351	chr8:73431464:-_vs_chr8:73420369:-	-0.551351351351351	chr8:73420369:-;chr8:73431464:-;chr8:73551980:-	proximal	TRUE
KTN1	17.2121212121212	0.000182993375348301	0.00111698106888228	0.0714285714285714	0.523809523809524	0.452380952380952	chr14:55612247:+_vs_chr14:55612413:+	0.952380952380952	chr14:55612247:+;chr14:55612413:+;chr14:55629993:+	distal	TRUE
DDX24	17.198987854251	0.000184198988195414	0.00112003747845325	0.431818181818182	0.795454545454545	0.363636363636364	chr14:94060426:-_vs_chr14:94050922:-	0.840909090909091	chr14:94050922:-;chr14:94060426:-;chr14:94060946:-	distal	TRUE
LMNB1	17.1923702853185	0.000184809472369561	0.00112003747845325	0.403083700440529	0.560344827586207	0.157261127145678	chr5:126818978:+_vs_chr5:126837014:+	0.314522254291356	chr5:126818978:+;chr5:126832738:+;chr5:126837014:+	distal	TRUE
RCOR1	13.9233790106952	0.000190415248296004	0.00114991903492232	0	0.523809523809524	0.523809523809524	chr14:102714464:+_vs_chr14:102722262:+	1.04761904761905	chr14:102714464:+;chr14:102722262:+	distal	TRUE
ARID4B	24.1885683065796	0.000199725214803018	0.00120188000286057	0.486274509803922	0.326315789473684	-0.159958720330237	chr1:235229237:-_vs_chr1:235194191:-	-0.4437564499484	chr1:235194191:-;chr1:235220318:-;chr1:235220428:-;chr1:235229237:-;chr1:235240334:-;chr1:235246444:-	proximal	TRUE
ST13	13.8207788981904	0.000201099858546268	0.00120589105318413	0.473684210526316	0.888888888888889	0.415204678362573	chr22:40850830:-_vs_chr22:40826130:-	0.830409356725146	chr22:40826130:-;chr22:40850830:-	distal	TRUE
MCMBP	13.7892565359477	0.000204502326518068	0.00121986447092602	0	0.617647058823529	0.617647058823529	chr10:119831197:-_vs_chr10:119830563:-	1.23529411764706	chr10:119830563:-;chr10:119831197:-	distal	TRUE
SLC39A7	13.7859485032238	0.000204862735575362	0.00121986447092602	0.333333333333333	0.797752808988764	0.464419475655431	chr6:33202602:+_vs_chr6:33204437:+	0.928838951310861	chr6:33202602:+;chr6:33204437:+	distal	TRUE
BRD2	16.9750539583873	0.00020602212764444	0.00122112591505005	0.653846153846154	0.703703703703704	0.0498575498575499	chr6:32978227:+_vs_chr6:32980463:+	0.716524216524216	chr6:32978227:+;chr6:32980463:+;chr6:32981310:+	distal	TRUE
SLC25A36	16.9703363303363	0.000206508669133537	0.00122112591505005	0.48	0.512820512820513	0.0328205128205128	chr3:140977947:+_vs_chr3:140979939:+	0.78051282051282	chr3:140976546:+;chr3:140977947:+;chr3:140979939:+	distal	TRUE
CALM1	21.8878107181977	0.000210993290702452	0.00124332724590407	0.740079365079365	0.796468401486989	0.0563890364076237	chr14:90404963:+_vs_chr14:90405610:+	0.156281347731162	chr14:90403939:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+	distal	FALSE
GPM6A	19.4381218930309	0.000221902068149269	0.00130267964488268	0.632575757575758	0.681216931216931	0.0486411736411736	chr4:175634820:-_vs_chr4:175632943:-	0.233225108225108	chr4:175632943:-;chr4:175633448:-;chr4:175634820:-;chr4:175805272:-	distal	TRUE
TXNRD1	13.6300387146729	0.000222595288702794	0.00130267964488268	0.523809523809524	0.951219512195122	0.427409988385598	chr12:104326386:+_vs_chr12:104350247:+	0.854819976771196	chr12:104326386:+;chr12:104350247:+	distal	TRUE
SPCS2	19.3889696084619	0.000227161248735767	0.00132484796779798	0.391156462585034	0.350515463917526	-0.0406409986675083	chr11:74977116:+_vs_chr11:74977720:+	-0.297811908268462	chr11:74977039:+;chr11:74977116:+;chr11:74977636:+;chr11:74977720:+	proximal	TRUE
EXOC7	13.5827759197324	0.000228270416931111	0.001326773105917	1	0.304347826086957	-0.695652173913043	chr17:76083577:-_vs_chr17:76081016:-	-1.39130434782609	chr17:76081016:-;chr17:76083577:-	proximal	TRUE
CLIP3	13.5536426744611	0.000231841031055023	0.0013429431152609	0.434782608695652	0.96	0.525217391304348	chr19:36015729:-_vs_chr19:36014660:-	1.0504347826087	chr19:36014660:-;chr19:36015729:-	distal	TRUE
NUCB2	16.6787878787879	0.000238917097308365	0.00137842321211954	0.152777777777778	0.483333333333333	0.330555555555555	chr11:17310979:+_vs_chr11:17331523:+	0.661111111111111	chr11:17310979:+;chr11:17330200:+;chr11:17331523:+	distal	TRUE
PIK3R2	13.4919819078947	0.000239585009270337	0.00137842321211954	0.0625	0.736842105263158	0.674342105263158	chr19:18170058:+_vs_chr19:18170229:+	1.34868421052632	chr19:18170058:+;chr19:18170229:+	distal	TRUE
CLK3	13.4730963059414	0.000242008608271516	0.00138767898951647	0	0.5625	0.5625	chr15:74630118:+_vs_chr15:74630201:+	1.125	chr15:74630118:+;chr15:74630201:+	distal	TRUE
ZC3H13	21.5775953285824	0.000243194764848106	0.00138980095481988	0.428571428571429	0.568965517241379	0.140394088669951	chr13:45956433:-_vs_chr13:45954469:-	0.62807881773399	chr13:45954469:-;chr13:45956433:-;chr13:45968826:-;chr13:45969660:-;chr13:45970362:-	distal	TRUE
YWHAE	21.5675628890202	0.000244313746507404	0.00139030871834322	0.503225806451613	0.498380129589633	-0.00484567686198012	chr17:1344539:-_vs_chr17:1344486:-	-0.129519960983766	chr17:1344486:-;chr17:1344539:-;chr17:1345454:-;chr17:1361903:-;chr17:1364908:-	proximal	FALSE
ZNF138	13.4455357142857	0.000245589884124525	0.00139030871834322	0.733333333333333	0.0555555555555556	-0.677777777777778	chr7:64833335:+_vs_chr7:64834313:+	-1.35555555555556	chr7:64833335:+;chr7:64834313:+	proximal	TRUE
TCF19	13.4444444444444	0.000245732779930304	0.00139030871834322	0.625	0	-0.625	chr6:31163782:+_vs_chr6:31164215:+	-1.25	chr6:31163782:+;chr6:31164215:+	proximal	TRUE
SUPT7L	13.3980082417582	0.000251891631876545	0.00142043526187337	0.866666666666667	0.0833333333333333	-0.783333333333333	chr2:27653070:-_vs_chr2:27652266:-	-1.56666666666667	chr2:27652266:-;chr2:27653070:-	proximal	TRUE
PTPRZ1	25.6441422982719	0.000259315680995228	0.00145747394301939	0.423809523809524	0.559248554913295	0.135439031103771	chr7:122004659:+_vs_chr7:122010588:+	0.26523534269199	chr7:121968006:+;chr7:121968063:+;chr7:122004659:+;chr7:122010588:+;chr7:122038883:+;chr7:122059821:+;chr7:122062036:+	distal	TRUE
INPP5F	13.2589172561155	0.000271286294727256	0.00151973868394907	0.827586206896552	0.166666666666667	-0.660919540229885	chr10:119791645:+_vs_chr10:119829151:+	-1.32183908045977	chr10:119791645:+;chr10:119829151:+	proximal	TRUE
PDCL	16.346282381979	0.000282130397621164	0.00157530513819293	0.41304347826087	0.534090909090909	0.121047430830039	chr9:122819953:-_vs_chr9:122819213:-	0.839920948616601	chr9:122819177:-;chr9:122819213:-;chr9:122819953:-	distal	TRUE
CCDC90B	13.1448992852502	0.000288303012374305	0.00160450990220079	0.35	0.861111111111111	0.511111111111111	chr11:83261762:-_vs_chr11:83261456:-	1.02222222222222	chr11:83261456:-;chr11:83261762:-	distal	TRUE
ASPH	16.1649853768847	0.000308900083278639	0.00171354020137955	0.706896551724138	0.524271844660194	-0.182624707063944	chr8:61675259:-_vs_chr8:61618985:-	-0.365249414127887	chr8:61618985:-;chr8:61624548:-;chr8:61675259:-	proximal	TRUE
NUSAP1	23.1935838608885	0.000309978881615665	0.00171394167334895	0.509565217391304	0.59375	0.0841847826086957	chr15:41377229:+_vs_chr15:41380782:+	0.201358695652174	chr15:41351009:+;chr15:41356119:+;chr15:41377229:+;chr15:41380120:+;chr15:41380782:+;chr15:41381048:+	distal	TRUE
URI1	16.141018907563	0.000312623973023866	0.00172055887361579	0.285714285714286	0.527777777777778	0.242063492063492	chr19:30011144:+_vs_chr19:30012504:+	0.908730158730159	chr19:30011144:+;chr19:30012504:+;chr19:30015709:+	distal	TRUE
AFTPH	12.9897769764957	0.000313196271767996	0.00172055887361579	0	0.8	0.8	chr2:64552273:+_vs_chr2:64552685:+	1.6	chr2:64552273:+;chr2:64552685:+	distal	TRUE
RDX	21.0140145568717	0.000314649543103063	0.00172298447557722	0.480769230769231	0.414285714285714	-0.0664835164835165	chr11:110236130:-_vs_chr11:110233299:-	-0.570695970695971	chr11:110230994:-;chr11:110233299:-;chr11:110236130:-;chr11:110247789:-;chr11:110258162:-	proximal	TRUE
RBM27	16.11178159302	0.000317227683789195	0.00173153444068269	0.42	0.852941176470588	0.432941176470588	chr5:146269227:+_vs_chr5:146269451:+	1.00470588235294	chr5:146258598:+;chr5:146269227:+;chr5:146269451:+	distal	TRUE
SUPT4H1	12.8434398595369	0.0003386644597894	0.00184263761987651	0.142857142857143	0.584905660377358	0.442048517520216	chr17:58345911:-_vs_chr17:58345191:-	0.884097035040431	chr17:58345191:-;chr17:58345911:-	distal	TRUE
PSMD5	12.8363715277778	0.000339946188888109	0.00184372089068933	1	0.25	-0.75	chr9:120817438:-_vs_chr9:120816353:-	-1.5	chr9:120816353:-;chr9:120817438:-	proximal	TRUE
HNRNPDL	22.8612391314632	0.000358819219044975	0.00193990200010664	0.618505338078292	0.566565349544073	-0.051939988534219	chr4:82424628:-_vs_chr4:82423207:-	-0.14570195459118	chr4:82423207:-;chr4:82424273:-;chr4:82424628:-;chr4:82426040:-;chr4:82427245:-;chr4:82428111:-	proximal	FALSE
EEF1A1	20.7116623740147	0.000361192386844369	0.00194655264175937	0.982373172828891	0.982376203576341	3.03074745033882e-06	chr6:73519012:-_vs_chr6:73517711:-	-0.0187427335981862	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519918:-	proximal	FALSE
DNPEP	12.7081770833333	0.000364060140009359	0.0019558183546875	0	0.625	0.625	chr2:219374194:-_vs_chr2:219373063:-	1.25	chr2:219373063:-;chr2:219374194:-	distal	TRUE
PRXL2A	12.6675585413078	0.000372055046052075	0.00199248346989523	0.272727272727273	0.71264367816092	0.439916405433647	chr10:80432491:+_vs_chr10:80432994:+	0.879832810867294	chr10:80432491:+;chr10:80432994:+	distal	TRUE
SPOP	12.6419466403162	0.000377187013970694	0.00201363474856455	0	0.652173913043478	0.652173913043478	chr17:49599986:-_vs_chr17:49599482:-	1.30434782608696	chr17:49599482:-;chr17:49599986:-	distal	TRUE
EXOSC8	18.2589703774486	0.000388933665124419	0.00206985634908402	0.554166666666667	0.52	-0.0341666666666667	chr13:37003361:+_vs_chr13:37008122:+	-0.3875	chr13:37003361:+;chr13:37008122:+;chr13:37009401:+;chr13:37009602:+	proximal	TRUE
THUMPD3	12.5631348914244	0.000393431205739785	0.00208726898247618	0.692307692307692	0.0666666666666667	-0.625641025641026	chr3:9371189:+_vs_chr3:9385686:+	-1.25128205128205	chr3:9371189:+;chr3:9385686:+	proximal	TRUE
MIER1	12.5538284632035	0.000395395404102135	0.00209117507200601	0	0.454545454545455	0.454545454545455	chr1:66963159:+_vs_chr1:66984609:+	0.909090909090909	chr1:66963159:+;chr1:66984609:+	distal	TRUE
LAMP2	12.528367003367	0.000400819961078812	0.00211330152853628	1	0.166666666666667	-0.833333333333333	chrX:120437837:-_vs_chrX:120436494:-	-1.66666666666667	chrX:120436494:-;chrX:120437837:-	proximal	TRUE
PSMC2	12.5	0.000406952017444959	0.00213901014107644	0.472222222222222	0.138888888888889	-0.333333333333333	chr7:103368155:+_vs_chr7:103368221:+	-0.666666666666667	chr7:103368155:+;chr7:103368221:+	proximal	TRUE
LEO1	18.1429924242424	0.000410967698037414	0.002150849456861	0.617283950617284	0.486111111111111	-0.131172839506173	chr15:51966090:-_vs_chr15:51938205:-	-0.708333333333333	chr15:51938025:-;chr15:51938205:-;chr15:51947316:-;chr15:51966090:-	proximal	TRUE
CALM2	15.5902834359082	0.000411730430379733	0.002150849456861	0.374083129584352	0.434824902723735	0.0607417731393833	chr2:47162342:-_vs_chr2:47160169:-	0.138222674645382	chr2:47160106:-;chr2:47160169:-;chr2:47162342:-	distal	FALSE
RPL13	12.4408201062645	0.000420051297691316	0.00218760660540768	0.0392156862745098	0.0942982456140351	0.0550825593395253	chr16:89563066:+_vs_chr16:89563431:+	0.110165118679051	chr16:89563066:+;chr16:89563431:+	distal	FALSE
YWHAG	12.361263260916	0.000438333998763991	0.00227586219480206	0.777777777777778	0.318181818181818	-0.45959595959596	chr7:76329259:-_vs_chr7:76326799:-	-0.919191919191919	chr7:76326799:-;chr7:76329259:-	proximal	TRUE
EAPP	12.3286184210526	0.000446066428023202	0.00230896999064897	0.923076923076923	0.269230769230769	-0.653846153846154	chr14:34529447:-_vs_chr14:34516010:-	-1.30769230769231	chr14:34516010:-;chr14:34529447:-	proximal	TRUE
DCAF13	12.2984224759615	0.000453341301749938	0.00233951586933377	0	0.666666666666667	0.666666666666667	chr8:103442975:+_vs_chr8:103443453:+	1.33333333333333	chr8:103442975:+;chr8:103443453:+	distal	TRUE
ACTR8	12.2783195921913	0.000458250805157467	0.00235770731475277	1	0.315789473684211	-0.684210526315789	chr3:53868586:-_vs_chr3:53868053:-	-1.36842105263158	chr3:53868053:-;chr3:53868586:-	proximal	TRUE
PCBP2	17.8708517009361	0.000467665556196927	0.0023988989222993	0.6	0.556485355648536	-0.0435146443514645	chr12:53479624:+_vs_chr12:53479795:+	-0.248535564853556	chr12:53475655:+;chr12:53479624:+;chr12:53479795:+;chr12:53480239:+	proximal	TRUE
BBS2	15.3062937062937	0.000474548442643784	0.00242689488835545	1	0.545454545454545	-0.454545454545455	chr16:56484385:-_vs_chr16:56484348:-	-1.16363636363636	chr16:56484348:-;chr16:56484385:-;chr16:56498449:-	proximal	TRUE
HNRNPM	17.8267168839455	0.000477566788495985	0.00243501868505587	0.800469483568075	0.873655913978495	0.0731864304104195	chr19:8455573:+_vs_chr19:8473702:+	0.172535211267606	chr19:8455573:+;chr19:8466261:+;chr19:8473702:+;chr19:8489114:+	distal	FALSE
EWSR1	17.7886211293236	0.000486280632858525	0.00246689916144819	0.72108843537415	0.7357910906298	0.0147026552556507	chr22:29300336:+_vs_chr22:29300519:+	0.301514154048716	chr22:29290845:+;chr22:29300218:+;chr22:29300336:+;chr22:29300519:+	distal	TRUE
ZWINT	12.1658819602554	0.000486716452288074	0.00246689916144819	0.175572519083969	0.0206185567010309	-0.154953962382939	chr10:56357445:-_vs_chr10:56357247:-	-0.309907924765877	chr10:56357247:-;chr10:56357445:-	proximal	TRUE
DCP2	12.1540178571429	0.000489822300784952	0.00247527411939695	0.952380952380952	0.416666666666667	-0.535714285714286	chr5:113004071:+_vs_chr5:113008005:+	-1.07142857142857	chr5:113004071:+;chr5:113008005:+	proximal	TRUE
