gene_id	chisq	pvalue	adj_pvalue	ExMU	ExN1	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
SYNE1	12.6326849112426	0.000379060355335579	0.00291378717586238	0.461538461538462	0	0.461538461538462	chr6:152225844:-_vs_chr6:152121689:-	0.923076923076923	chr6:152121689:-;chr6:152225844:-	distal	TRUE
ARID4B	22.707296790614	0.000383946076987744	0.0029414392408155	0.384615384615385	0.308256880733945	0.0763585038814397	chr1:235240334:-_vs_chr1:235220428:-	0.318701482004234	chr1:235220318:-;chr1:235220428:-;chr1:235224748:-;chr1:235229237:-;chr1:235240334:-;chr1:235246444:-	distal	TRUE
ATL1	15.7045651610869	0.000388863342558934	0.00296914719418744	0.472222222222222	0.58695652173913	-0.114734299516908	chr14:50632345:+_vs_chr14:50632605:+	-0.748792270531401	chr14:50632345:+;chr14:50632605:+;chr14:50632673:+	proximal	TRUE
PPP1CB	15.6524671152331	0.00039912593767057	0.00303734838567304	0.698717948717949	0.914893617021277	-0.216175668303328	chr2:28799875:+_vs_chr2:28801037:+	-0.504637206764866	chr2:28799298:+;chr2:28799875:+;chr2:28801037:+	proximal	TRUE
CRCP	12.4546163472234	0.000416960010820616	0.00315273366889383	0.387096774193548	0.8	-0.412903225806452	chr7:66152863:+_vs_chr7:66153289:+	-0.825806451612903	chr7:66152863:+;chr7:66153289:+	proximal	TRUE
GNB5	12.4542124542125	0.000417050183095023	0.00315273366889383	0.941176470588235	0.294117647058824	0.647058823529412	chr15:52121954:-_vs_chr15:52120939:-	1.29411764705882	chr15:52120939:-;chr15:52121954:-	distal	TRUE
ARHGEF9	12.4402165595347	0.000420187059463682	0.0031659638836818	0.625	0.0454545454545455	0.579545454545455	chrX:63637985:-_vs_chrX:63634967:-	1.15909090909091	chrX:63634967:-;chrX:63637985:-	distal	TRUE
COMMD6	12.4226928977081	0.000424148193126459	0.00318529712140693	0.816593886462882	0.944099378881988	-0.127505492419105	chr13:75526522:-_vs_chr13:75526436:-	-0.255010984838211	chr13:75526436:-;chr13:75526522:-	proximal	TRUE
CCDC14	12.4140390501947	0.000426118226432302	0.00318959970801621	1	0.173913043478261	0.826086956521739	chr3:123956831:-_vs_chr3:123931311:-	1.65217391304348	chr3:123931311:-;chr3:123956831:-	distal	TRUE
FAM229B	15.4857336956522	0.000433826077258927	0.00323668279209847	0.145833333333333	0.58695652173913	-0.441123188405797	chr6:112100884:+_vs_chr6:112102509:+	-0.882246376811594	chr6:112100884:+;chr6:112102096:+;chr6:112102509:+	proximal	TRUE
SUPT7L	12.2713043478261	0.000459976659565826	0.00341334294114712	1	0.52	0.48	chr2:27653483:-_vs_chr2:27653070:-	0.96	chr2:27653070:-;chr2:27653483:-	distal	TRUE
BRWD1	20.1783574829175	0.000460494798893261	0.00341334294114712	0.6171875	0.607594936708861	0.00959256329113922	chr21:39296437:-_vs_chr21:39250818:-	-0.386768196202532	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-;chr21:39296480:-;chr21:39296775:-	proximal	TRUE
EIF4A2	17.8516843744544	0.000471940241485073	0.00348685945407903	0.949776785714286	0.9310551558753	0.018721629838986	chr3:186789767:+_vs_chr3:186789897:+	0.0871338643371017	chr3:186785962:+;chr3:186789182:+;chr3:186789767:+;chr3:186789897:+	distal	FALSE
SSBP1	12.2099754651479	0.000475346593836863	0.00350069765719212	1	0.810344827586207	0.189655172413793	chr7:141747062:+_vs_chr7:141750461:+	0.379310344827586	chr7:141747062:+;chr7:141750461:+	distal	TRUE
CCDC59	15.2608187134503	0.000485462090488141	0.00356369759673449	0.5	0.425925925925926	0.0740740740740741	chr12:82353157:-_vs_chr12:82352846:-	0.740740740740741	chr12:82352846:-;chr12:82353157:-;chr12:82354546:-	distal	TRUE
RPL15	26.0411028218035	0.000495221714493432	0.00362368966086059	0.576516634050881	0.554945054945055	0.0215715791058257	chr3:23919783:+_vs_chr3:23920772:+	0.0579371186316074	chr3:23919320:+;chr3:23919552:+;chr3:23919656:+;chr3:23919783:+;chr3:23919961:+;chr3:23920585:+;chr3:23920772:+;chr3:23920847:+	distal	FALSE
KLHL8	12.1226247710623	0.000498137392859169	0.00363337913066288	0.178571428571429	0.888888888888889	-0.71031746031746	chr4:87178542:-_vs_chr4:87163466:-	-1.42063492063492	chr4:87163466:-;chr4:87178542:-	proximal	TRUE
NKTR	15.1977272727273	0.00050102045149582	0.00364276971581196	0.6	0.28125	0.31875	chr3:42638876:+_vs_chr3:42646793:+	1.0125	chr3:42631312:+;chr3:42638876:+;chr3:42646793:+	distal	TRUE
RMC1	12.0955791012057	0.000505415152162154	0.00366305648376571	0.333333333333333	0.941176470588235	-0.607843137254902	chr18:23531732:+_vs_chr18:23531782:+	-1.2156862745098	chr18:23531732:+;chr18:23531782:+	proximal	TRUE
ZRANB2	19.9413273358586	0.000512895264180648	0.00370550597507727	0.43359375	0.440909090909091	-0.00731534090909092	chr1:71069752:-_vs_chr1:71063779:-	-0.392897727272727	chr1:71063291:-;chr1:71063779:-;chr1:71069752:-;chr1:71070919:-;chr1:71072501:-	proximal	TRUE
UNC50	12.0606400135812	0.000514976090728226	0.00370880257139603	1	0.352941176470588	0.647058823529412	chr2:98618307:+_vs_chr2:98618515:+	1.29411764705882	chr2:98618307:+;chr2:98618515:+	distal	TRUE
NDUFB8	12.0452801276935	0.000519236834697361	0.00372772859627067	0.827731092436975	0.947058823529412	-0.119327731092437	chr10:100525257:-_vs_chr10:100523740:-	-0.238655462184874	chr10:100523740:-;chr10:100525257:-	proximal	TRUE
BPTF	19.7924847549186	0.000548773711946367	0.00392743067201742	0.547413793103448	0.166666666666667	0.380747126436782	chr17:67866498:+_vs_chr17:67959579:+	0.60727969348659	chr17:67866498:+;chr17:67874890:+;chr17:67909656:+;chr17:67912599:+;chr17:67959579:+	distal	TRUE
CPE	14.9802859569844	0.000558563092261137	0.00398499856135055	0.583333333333333	0.818181818181818	-0.234848484848485	chr4:165497756:+_vs_chr4:165498177:+	-0.489393939393939	chr4:165495647:+;chr4:165497756:+;chr4:165498177:+	proximal	TRUE
ANKRD12	21.8271283028909	0.00056473329310711	0.00401646762667767	0.405825242718447	0.528205128205128	-0.122379885486682	chr18:9254433:+_vs_chr18:9254716:+	-0.515558874782176	chr18:9211657:+;chr18:9254433:+;chr18:9254517:+;chr18:9254716:+;chr18:9255580:+;chr18:9282311:+	proximal	TRUE
STMN2	25.6862305997488	0.000572981369686972	0.00405396929812749	0.751954887218045	0.770920312216373	-0.0189654249983281	chr8:79665848:+_vs_chr8:79666162:+	-0.105990771082726	chr8:79641535:+;chr8:79655010:+;chr8:79665047:+;chr8:79665262:+;chr8:79665603:+;chr8:79665848:+;chr8:79665927:+;chr8:79666162:+	proximal	FALSE
CAMK4	14.9273042550353	0.000573557636134551	0.00405396929812749	0.476190476190476	0.450980392156863	0.0252100840336134	chr5:111485731:+_vs_chr5:111486087:+	0.473389355742297	chr5:111344100:+;chr5:111485731:+;chr5:111486087:+	distal	TRUE
TAX1BP1	23.7588949311968	0.000578357334768011	0.00407527714591163	0.533003300330033	0.417989417989418	0.115013882340615	chr7:27769759:+_vs_chr7:27796191:+	0.340876944837341	chr7:27769705:+;chr7:27769759:+;chr7:27785298:+;chr7:27787522:+;chr7:27793158:+;chr7:27796191:+;chr7:27800010:+	distal	TRUE
XRN2	19.6650239241189	0.000581464880119301	0.00408345563934346	0.673469387755102	0.573529411764706	0.0999399759903963	chr20:21349460:+_vs_chr20:21389822:+	0.45218087234894	chr20:21328612:+;chr20:21330513:+;chr20:21339080:+;chr20:21349460:+;chr20:21389822:+	distal	TRUE
SPNS1	11.8291844283072	0.000583095286213739	0.00408345563934346	1	0.784615384615385	0.215384615384615	chr16:28980882:+_vs_chr16:28984543:+	0.430769230769231	chr16:28980882:+;chr16:28984543:+	distal	TRUE
GOLM1	11.7845952240394	0.000597228768992389	0.00415780137383844	0.947368421052632	0.595238095238095	0.352130325814536	chr9:86027063:-_vs_chr9:86026141:-	0.704260651629073	chr9:86026141:-;chr9:86027063:-	distal	TRUE
SUN1	14.8460017969452	0.000597353854848449	0.00415780137383844	0.625	0.679245283018868	-0.054245283018868	chr7:843812:+_vs_chr7:845517:+	-0.528301886792453	chr7:843812:+;chr7:845517:+;chr7:874899:+	proximal	TRUE
WDR45	11.7629838234891	0.000604202921683862	0.0041926907908944	0.365384615384615	0.756756756756757	-0.391372141372141	chrX:49074640:-_vs_chrX:49074442:-	-0.782744282744283	chrX:49074442:-;chrX:49074640:-	proximal	TRUE
AZIN1	21.6277486598522	0.000616144808746177	0.00426014523507145	0.622680412371134	0.613698630136986	0.00898178223414781	chr8:102827659:-_vs_chr8:102826402:-	-0.390481570399661	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-;chr8:102828003:-;chr8:102833076:-;chr8:102838784:-	proximal	TRUE
TSN	17.2843994223904	0.0006176557480546	0.00426014523507145	0.52112676056338	0.288888888888889	0.232237871674491	chr2:121765791:+_vs_chr2:121767503:+	0.426995305164319	chr2:121765791:+;chr2:121766300:+;chr2:121767293:+;chr2:121767503:+	distal	TRUE
INHBA	11.7	0.000625000978493236	0.0042962045839536	0.125	0.666666666666667	-0.541666666666667	chr7:41689492:-_vs_chr7:41688851:-	-1.08333333333333	chr7:41688851:-;chr7:41689492:-	proximal	TRUE
TARDBP	11.6951046638547	0.00062664744917063	0.0042962045839536	0.19047619047619	0	0.19047619047619	chr1:11024043:+_vs_chr1:11024183:+	0.380952380952381	chr1:11024043:+;chr1:11024183:+	distal	TRUE
MEX3B	14.7144976847601	0.000637951151638885	0.00436060622512447	0.635593220338983	0.797029702970297	-0.161436482631314	chr15:82042785:-_vs_chr15:82041783:-	-0.544554455445544	chr15:82041783:-;chr15:82042785:-;chr15:82042811:-	proximal	TRUE
DYNC1H1	17.0554144703158	0.0006884359519476	0.00469163963670559	0.610507246376812	0.513475177304965	0.097032069071847	chr14:101983472:+_vs_chr14:102050792:+	0.268131359851989	chr14:101975743:+;chr14:101983472:+;chr14:101986762:+;chr14:102050792:+	distal	TRUE
SLC20A1	11.5055884286654	0.000693872611588762	0.00471461658409864	0.846153846153846	0.133333333333333	0.712820512820513	chr2:112663668:+_vs_chr2:112663825:+	1.42564102564103	chr2:112663668:+;chr2:112663825:+	distal	TRUE
BID	14.5342362967363	0.00069812097865287	0.00472940710464244	0.182432432432432	0.153333333333333	0.0290990990990991	chr22:17735243:-_vs_chr22:17734280:-	0.307747747747748	chr22:17734280:-;chr22:17735243:-;chr22:17735362:-	distal	TRUE
PRPF6	14.5139398384026	0.000705241740781612	0.00474975816928065	0.65	0.726851851851852	-0.0768518518518518	chr20:63993437:+_vs_chr20:64033097:+	-0.318518518518518	chr20:63984997:+;chr20:63993437:+;chr20:64033097:+	proximal	TRUE
HADHA	11.4752646439818	0.000705286035648769	0.00474975816928065	0.631578947368421	0.923076923076923	-0.291497975708502	chr2:26232234:-_vs_chr2:26190869:-	-0.582995951417004	chr2:26190869:-;chr2:26232234:-	proximal	TRUE
LAS1L	11.3908848305826	0.000738053667342167	0.00495581330159461	0.555555555555556	0.129032258064516	0.426523297491039	chrX:65518150:-_vs_chrX:65512582:-	0.853046594982079	chrX:65512582:-;chrX:65518150:-	distal	TRUE
ELP3	11.3783840106091	0.000743037321720274	0.00497464576389263	1	0.260869565217391	0.739130434782609	chr8:28190097:+_vs_chr8:28191153:+	1.47826086956522	chr8:28190097:+;chr8:28191153:+	distal	TRUE
EBAG9	11.3548236893825	0.000752522647627673	0.0050089878462845	0.0588235294117647	0.666666666666667	-0.607843137254902	chr8:109564518:+_vs_chr8:109565163:+	-1.2156862745098	chr8:109564518:+;chr8:109565163:+	proximal	TRUE
TPM3	21.1691739255007	0.000752554897623997	0.0050089878462845	0.522480620155039	0.638095238095238	-0.115614617940199	chr1:154172030:-_vs_chr1:154156364:-	-0.32233823762063	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	proximal	TRUE
SAP30BP	19.0748436748437	0.000759774460151617	0.00504234038525041	0.462121212121212	0.494444444444444	-0.0323232323232323	chr17:75706757:+_vs_chr17:75707655:+	0.368686868686869	chr17:75702546:+;chr17:75704814:+;chr17:75706757:+;chr17:75707655:+;chr17:75708008:+	distal	TRUE
RPL7L1	21.1347478490502	0.000763921121902315	0.00505516498928402	0.5525	0.460714285714286	0.0917857142857142	chr6:42887595:+_vs_chr6:42887905:+	0.3	chr6:42886844:+;chr6:42887290:+;chr6:42887433:+;chr6:42887595:+;chr6:42887905:+;chr6:42889889:+	distal	TRUE
HMGCR	23.083383782868	0.000769026764880973	0.00507424307578977	0.470276008492569	0.57909604519774	-0.108820036705171	chr5:75361255:+_vs_chr5:75361729:+	-0.300982403109144	chr5:75350334:+;chr5:75351314:+;chr5:75358760:+;chr5:75361255:+;chr5:75361400:+;chr5:75361729:+;chr5:75362101:+	proximal	TRUE
OSER1	11.3030256410256	0.000773808887328503	0.00509108267945525	0.32	0.857142857142857	-0.537142857142857	chr20:44196912:-_vs_chr20:44196496:-	-1.07428571428571	chr20:44196496:-;chr20:44196912:-	proximal	TRUE
C11orf58	19.0007524093554	0.000785676742558323	0.00514188107629485	0.67741935483871	0.584183673469388	0.0932356813693219	chr11:16755063:+_vs_chr11:16755892:+	0.314483212639895	chr11:16744656:+;chr11:16755063:+;chr11:16755325:+;chr11:16755774:+;chr11:16755892:+	distal	TRUE
SLC25A3	14.2944616769394	0.00078704050878024	0.00514188107629485	0.480349344978166	0.461290322580645	0.0190590223975208	chr12:98601708:+_vs_chr12:98601805:+	0.204535850119735	chr12:98601238:+;chr12:98601708:+;chr12:98601805:+	distal	TRUE
ZMYM3	11.2633432539683	0.000790527036393093	0.00514188107629485	0.285714285714286	1	-0.714285714285714	chrX:71249217:-_vs_chrX:71239629:-	-1.42857142857143	chrX:71239629:-;chrX:71249217:-	proximal	TRUE
PLEKHA1	16.7633045205663	0.000790538877695791	0.00514188107629485	0.630630630630631	0.553191489361702	0.0774391412689286	chr10:122430145:+_vs_chr10:122430566:+	0.611270845313398	chr10:122429033:+;chr10:122429884:+;chr10:122430145:+;chr10:122430566:+	distal	TRUE
MPHOSPH10	16.6962548562549	0.000816021500000173	0.00529254853551249	0.325	0.458333333333333	-0.133333333333333	chr2:71134678:+_vs_chr2:71149311:+	-0.525	chr2:71134678:+;chr2:71149311:+;chr2:71149980:+;chr2:71150100:+	proximal	TRUE
NTM	16.6604169160333	0.000829974896515207	0.0053677979851111	0.676190476190476	0.4	0.276190476190476	chr11:132314999:+_vs_chr11:132335704:+	0.510714285714286	chr11:132314999:+;chr11:132335282:+;chr11:132335670:+;chr11:132335704:+	distal	TRUE
CHN2	11.1607910934294	0.000835442902764643	0.0053870642239173	0.441860465116279	0.862068965517241	-0.420208500400962	chr7:29400794:+_vs_chr7:29514328:+	-0.840417000801924	chr7:29400794:+;chr7:29514328:+	proximal	TRUE
CENPV	16.6409000793021	0.000837673149141761	0.0053870642239173	0.927631578947368	0.880701754385965	0.0469298245614033	chr17:16348061:-_vs_chr17:16342537:-	0.188157894736842	chr17:16342537:-;chr17:16348061:-;chr17:16348150:-;chr17:16348324:-	distal	FALSE
RETREG1	11.1375	0.000845998332277378	0.00542532076570015	0.681818181818182	0	0.681818181818182	chr5:16474444:-_vs_chr5:16473053:-	1.36363636363636	chr5:16473053:-;chr5:16474444:-	distal	TRUE
C9orf78	16.6104787665407	0.000849814274111888	0.00543452657646342	0.614583333333333	0.543650793650794	0.0709325396825398	chr9:129827772:-_vs_chr9:129827290:-	0.334821428571429	chr9:129827290:-;chr9:129827582:-;chr9:129827772:-;chr9:129828178:-	distal	TRUE
NHSL1	14.1281868826935	0.000855269921364829	0.00545413751529582	0.568627450980392	0.423076923076923	0.145550527903469	chr6:138571530:-_vs_chr6:138423186:-	0.674962292609351	chr6:138422043:-;chr6:138423186:-;chr6:138571530:-	distal	TRUE
MBTPS1	14.1064321623077	0.000864623780784203	0.00548498924959766	0.178571428571429	0.57258064516129	-0.394009216589862	chr16:84099147:-_vs_chr16:84053763:-	-0.788018433179724	chr16:84053763:-;chr16:84062117:-;chr16:84099147:-	proximal	TRUE
PTPRD	16.5732438016529	0.000864912890869539	0.00548498924959766	0.521885521885522	0.401234567901235	0.120650953984287	chr9:8518283:-_vs_chr9:8317722:-	0.452861952861953	chr9:8317722:-;chr9:8404604:-;chr9:8518283:-;chr9:8636720:-	distal	TRUE
TVP23B	11.0648634453782	0.000879790687575727	0.00555884845537228	0.944444444444444	0.407407407407407	0.537037037037037	chr17:18806513:+_vs_chr17:18806714:+	1.07407407407407	chr17:18806513:+;chr17:18806714:+	distal	TRUE
KRAS	14.067931478435	0.000881429321438793	0.00555884845537228	0.475609756097561	0.724489795918367	-0.248880039820806	chr12:25209826:-_vs_chr12:25208375:-	-0.593827775012444	chr12:25208375:-;chr12:25209826:-;chr12:25209856:-	proximal	TRUE
FAIM2	11.0516446740858	0.000886085596727041	0.00556413098271455	0.0810810810810811	0.466666666666667	-0.385585585585586	chr12:49870399:-_vs_chr12:49866896:-	-0.771171171171171	chr12:49866896:-;chr12:49870399:-	proximal	TRUE
OSBPL9	11.0494370039683	0.000887141339337756	0.00556413098271455	0	0.571428571428571	-0.571428571428571	chr1:51788398:+_vs_chr1:51788469:+	-1.14285714285714	chr1:51788398:+;chr1:51788469:+	proximal	TRUE
C1orf52	13.9746873496873	0.000923496383102068	0.00577158641186998	0.33	0.588888888888889	-0.258888888888889	chr1:85252194:-_vs_chr1:85251968:-	-0.542222222222222	chr1:85251968:-;chr1:85252194:-;chr1:85252633:-	proximal	TRUE
ADIPOR1	10.9714285714286	0.000925274037119761	0.00577158641186998	0.392857142857143	0.857142857142857	-0.464285714285714	chr1:202940912:-_vs_chr1:202940832:-	-0.928571428571428	chr1:202940832:-;chr1:202940912:-	proximal	TRUE
NCAPH2	10.9285714285714	0.0009469248380679	0.00589054333871666	0.0784313725490196	0.470588235294118	-0.392156862745098	chr22:50523472:+_vs_chr22:50524777:+	-0.784313725490196	chr22:50523472:+;chr22:50524777:+	proximal	TRUE
PRKRA	13.9188326040715	0.000949650721990956	0.00589144727800367	0.793103448275862	0.576086956521739	0.217016491754123	chr2:178431544:-_vs_chr2:178431418:-	0.643178410794603	chr2:178431418:-;chr2:178431544:-;chr2:178431792:-	distal	TRUE
RAB4A	13.8598484848485	0.00097807496217682	0.00605134183915903	0.533898305084746	0.466101694915254	0.0677966101694916	chr1:229304392:+_vs_chr1:229305399:+	0.423728813559322	chr1:229304011:+;chr1:229304392:+;chr1:229305399:+	distal	TRUE
AKIRIN1	10.8587344028521	0.000983308719819961	0.00606728056040263	0.294117647058824	1	-0.705882352941176	chr1:39005148:+_vs_chr1:39005883:+	-1.41176470588235	chr1:39005148:+;chr1:39005883:+	proximal	TRUE
RNPS1	10.8474175347222	0.000989336329172532	0.00608801843531238	0.85	0.976	-0.126	chr16:2264585:-_vs_chr16:2253120:-	-0.252	chr16:2253120:-;chr16:2264585:-	proximal	TRUE
RHOA	10.8043689675138	0.00101260835518117	0.00621447547010381	0.896296296296296	0.723809523809524	0.172486772486772	chr3:49359496:-_vs_chr3:49359145:-	0.344973544973545	chr3:49359145:-;chr3:49359496:-	distal	TRUE
SS18L1	18.4250293265322	0.00101903338041483	0.00623713996645322	0.55	0.631147540983607	-0.0811475409836065	chr20:62180524:+_vs_chr20:62182482:+	-0.343793911007026	chr20:62180367:+;chr20:62180524:+;chr20:62180745:+;chr20:62180922:+;chr20:62182482:+	proximal	TRUE
MALAT1	22.3883940497387	0.00102945954537768	0.0062841073318108	0.598006644518272	0.647012578616352	-0.0490059340980797	chr11:65499910:+_vs_chr11:65502988:+	-0.214849871497524	chr11:65499497:+;chr11:65499599:+;chr11:65499910:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+;chr11:65503665:+	proximal	TRUE
RAN	16.1987960495851	0.00103237377661248	0.00628509155201675	0.168300653594771	0.196428571428571	-0.0281279178338002	chr12:130876281:+_vs_chr12:130877306:+	-0.170518207282913	chr12:130876281:+;chr12:130877306:+;chr12:130877346:+;chr12:130877678:+	proximal	FALSE
DAAM1	18.3720819790538	0.00104365872265872	0.00633689591444111	0.610915492957746	0.554545454545455	0.0563700384122919	chr14:59326966:+_vs_chr14:59330596:+	0.358002560819462	chr14:59291305:+;chr14:59320541:+;chr14:59326966:+;chr14:59330596:+;chr14:59367541:+	distal	TRUE
SYT11	18.3579016872783	0.00105035308661394	0.00636062625129873	0.286885245901639	0.404166666666667	-0.117281420765027	chr1:155881618:+_vs_chr1:155882327:+	-0.426229508196721	chr1:155868153:+;chr1:155881618:+;chr1:155882327:+;chr1:155885032:+;chr1:155885060:+	proximal	TRUE
RBM5	10.7168443177143	0.00106164582120365	0.00640672888246312	0.375	0.686567164179104	-0.311567164179104	chr3:50114002:+_vs_chr3:50118960:+	-0.623134328358209	chr3:50114002:+;chr3:50118960:+	proximal	TRUE
CD24	18.3301471602617	0.00106357873256834	0.00640672888246312	0.9706132879046	0.971563981042654	-0.000950693138054404	chr6:106970447:-_vs_chr6:106969846:-	-0.0275640456332707	chr6:106969846:-;chr6:106970154:-;chr6:106970447:-;chr6:106971239:-;chr6:106971298:-	proximal	FALSE
CBFA2T2	10.6732954545455	0.00108693301088198	0.00653017911537776	0	0.523809523809524	-0.523809523809524	chr20:33645276:+_vs_chr20:33646711:+	-1.04761904761905	chr20:33645276:+;chr20:33646711:+	proximal	TRUE
FBXL5	13.6426972447282	0.00109024959538355	0.00653291292981798	0.309090909090909	0.452127659574468	-0.143036750483559	chr4:15638632:-_vs_chr4:15605006:-	-0.557640232108317	chr4:15604530:-;chr4:15605006:-;chr4:15638632:-	proximal	TRUE
DDX39B	10.6300358325719	0.00111265558909922	0.00664971913589927	0.669270833333333	0.781818181818182	-0.112547348484848	chr6:31534006:-_vs_chr6:31530248:-	-0.225094696969697	chr6:31530248:-;chr6:31534006:-	proximal	TRUE
GRSF1	20.1595620723363	0.00116642586333271	0.00695287270493098	0.487096774193548	0.516	-0.0289032258064516	chr4:70827867:-_vs_chr4:70826033:-	-0.389677419354839	chr4:70819531:-;chr4:70819774:-;chr4:70820653:-;chr4:70820709:-;chr4:70826033:-;chr4:70827867:-	proximal	TRUE
YWHAQ	20.1328029733295	0.00118000473837996	0.00701549692114961	0.875027502750275	0.862793914246197	0.0122335885040785	chr2:9584936:-_vs_chr2:9584267:-	0.0618070105765763	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	distal	FALSE
ING5	10.4795321637427	0.00120704317893075	0.00715760929220495	0.263157894736842	1	-0.736842105263158	chr2:241694558:+_vs_chr2:241712056:+	-1.47368421052632	chr2:241694558:+;chr2:241712056:+	proximal	TRUE
RBM6	10.4631696428571	0.00121778147665993	0.00720257800832805	1	0.3	0.7	chr3:50068750:+_vs_chr3:50077249:+	1.4	chr3:50068750:+;chr3:50077249:+	distal	TRUE
PIK3CA	13.4093357622769	0.00122517954161848	0.00722760954396639	0.69047619047619	0.227272727272727	0.463203463203463	chr3:179198978:+_vs_chr3:179234676:+	0.926406926406926	chr3:179198978:+;chr3:179234503:+;chr3:179234676:+	distal	TRUE
ZPR1	10.3986525644741	0.00126107301608674	0.00741171526899703	0.413793103448276	0.941176470588235	-0.527383367139959	chr11:116778560:-_vs_chr11:116777720:-	-1.05476673427992	chr11:116777720:-;chr11:116778560:-	proximal	TRUE
PSMG2	10.3960071843051	0.00126288096348657	0.00741171526899703	1	0.633333333333333	0.366666666666667	chr18:12720569:+_vs_chr18:12725740:+	0.733333333333333	chr18:12720569:+;chr18:12725740:+	distal	TRUE
CEP170	27.2586267028105	0.00126738587946838	0.00741908195596487	0.510233918128655	0.57089552238806	-0.0606616042594047	chr1:243185790:-_vs_chr1:243164980:-	-0.158729379418696	chr1:243125211:-;chr1:243164980:-;chr1:243165527:-;chr1:243165611:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	proximal	FALSE
MAP4K4	17.9322638146168	0.00127228679488107	0.00742872315271988	0.53968253968254	0.468253968253968	0.0714285714285715	chr2:101856047:+_vs_chr2:101867281:+	0.444444444444444	chr2:101856047:+;chr2:101856116:+;chr2:101867281:+;chr2:101882601:+;chr2:101882685:+	distal	TRUE
ARMC8	15.7301913105668	0.0012879457627302	0.00750096983753326	0.352941176470588	0.631205673758865	-0.278264497288277	chr3:138245683:+_vs_chr3:138296566:+	-0.578848560700876	chr3:138245683:+;chr3:138272999:+;chr3:138296513:+;chr3:138296566:+	proximal	TRUE
NELL2	19.9235401315577	0.00129169644290826	0.0075036717026961	0.77957957957958	0.814906832298137	-0.0353272527185571	chr12:44508428:-_vs_chr12:44508281:-	-0.190392255609647	chr12:44508281:-;chr12:44508428:-;chr12:44508540:-;chr12:44508873:-;chr12:44665440:-;chr12:44815909:-	proximal	FALSE
HNRNPH3	15.7140309346009	0.00129779958967955	0.00751999102344775	0.578333333333333	0.720325203252033	-0.141991869918699	chr10:68341301:+_vs_chr10:68343193:+	-0.275853658536585	chr10:68341301:+;chr10:68341788:+;chr10:68342271:+;chr10:68343193:+	proximal	TRUE
EIF4B	13.2783087512291	0.00130813296539288	0.00756067736706824	0.225663716814159	0.446666666666667	-0.221002949852507	chr12:53040316:+_vs_chr12:53042209:+	-0.442005899705015	chr12:53040316:+;chr12:53040872:+;chr12:53042209:+	proximal	TRUE
ESD	13.26196325135	0.00131886781587927	0.00758773757942115	0.790540540540541	0.962264150943396	-0.171723610402856	chr13:46775395:-_vs_chr13:46771256:-	-0.394696583375829	chr13:46771256:-;chr13:46775395:-;chr13:46777482:-	proximal	TRUE
RUSC1	13.2610623539585	0.0013194620319887	0.00758773757942115	0.778688524590164	0.891304347826087	-0.112615823235923	chr1:155330730:+_vs_chr1:155331114:+	-0.481468282252316	chr1:155322525:+;chr1:155330730:+;chr1:155331114:+	proximal	TRUE
MPHOSPH8	15.6681803613054	0.00132616633894948	0.00760713002970265	0.342857142857143	0.5	-0.157142857142857	chr13:19646841:+_vs_chr13:19650161:+	-0.644642857142857	chr13:19646677:+;chr13:19646841:+;chr13:19648457:+;chr13:19650161:+	proximal	TRUE
CCNG2	10.2964389390227	0.00133287176760469	0.00762643169283589	0.785714285714286	0.951456310679612	-0.165742024965326	chr4:77164925:+_vs_chr4:77167194:+	-0.331484049930652	chr4:77164925:+;chr4:77167194:+	proximal	TRUE
PPP2CA	17.8113153791958	0.0013433999371789	0.00766745514144855	0.385714285714286	0.295023696682464	0.0906905890318212	chr5:134197097:-_vs_chr5:134196719:-	0.227840216655383	chr5:134196546:-;chr5:134196719:-;chr5:134196964:-;chr5:134197097:-;chr5:134197624:-	distal	TRUE
NUP88	13.2117132810474	0.00135242413596644	0.00769971147733509	0.672413793103448	0.40625	0.266163793103448	chr17:5387613:-_vs_chr17:5386101:-	0.844827586206897	chr17:5386033:-;chr17:5386101:-;chr17:5387613:-	distal	TRUE
ZC2HC1A	15.5976026891089	0.0013710385376003	0.00778627109786442	0.439932318104907	0.510416666666667	-0.0704843485617597	chr8:78689346:+_vs_chr8:78715303:+	-0.190302453468697	chr8:78689346:+;chr8:78715303:+;chr8:78719612:+;chr8:78719765:+	proximal	FALSE
RPIA	10.1755475527027	0.00142315428513817	0.00806218668230876	1	0.454545454545455	0.545454545454545	chr2:88750449:+_vs_chr2:88750929:+	1.09090909090909	chr2:88750449:+;chr2:88750929:+	distal	TRUE
ARV1	10.1695503895208	0.00142779089221966	0.0080684321953898	0.875	0.434782608695652	0.440217391304348	chr1:231000233:+_vs_chr1:231000591:+	0.880434782608696	chr1:231000233:+;chr1:231000591:+	distal	TRUE
