gene_id	chisq	pvalue	adj_pvalue	ExDp	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ALDH2	6.28306878306878	0.0121896836307562	0.0575814467161297	0.925925925925926	0.63265306122449	0.293272864701436	chr12:111809646:+_vs_chr12:111809980:+	0.586545729402872	chr12:111809646:+;chr12:111809980:+	distal	FALSE
YWHAB	12.780789127123	0.0123980827101446	0.0584164764429518	0.709821428571429	0.639784946236559	0.0700364823348695	chr20:44905027:+_vs_chr20:44908131:+	0.257296466973886	chr20:44905027:+;chr20:44908131:+;chr20:44908210:+;chr20:44908400:+;chr20:44908520:+	distal	FALSE
RPL10A	6.24662747828936	0.0124429996231606	0.0584789320711901	0.946524064171123	0.983636363636364	-0.0371122994652406	chr6:35470686:+_vs_chr6:35470777:+	-0.0742245989304813	chr6:35470686:+;chr6:35470777:+	proximal	FALSE
CWC27	10.8083820662768	0.0128084610121105	0.0600437245923049	0.653333333333333	0.459259259259259	0.194074074074074	chr5:64786627:+_vs_chr5:65018323:+	0.511111111111111	chr5:64785571:+;chr5:64786627:+;chr5:65018323:+;chr5:65018589:+	distal	FALSE
KIAA1109	6.15334842039309	0.0131163539391958	0.0613314069004929	0.105263157894737	0.475	-0.369736842105263	chr4:122192256:+_vs_chr4:122239944:+	-0.739473684210526	chr4:122192256:+;chr4:122239944:+	proximal	FALSE
TMED10	6.13636363636364	0.0132429375674621	0.061721518991937	0.518518518518518	0.181818181818182	0.336700336700337	chr14:75134244:-_vs_chr14:75131469:-	0.673400673400673	chr14:75131469:-;chr14:75134244:-	distal	FALSE
MFF	6.13320480398283	0.0132666177800753	0.061721518991937	0.88	0.573770491803279	0.306229508196721	chr2:227357177:+_vs_chr2:227357830:+	0.612459016393443	chr2:227357177:+;chr2:227357830:+	distal	FALSE
CCDC144B	6.125	0.0133283287808176	0.0618528222567086	0.666666666666667	0.166666666666667	0.5	chr17:18605799:-_vs_chr17:18554000:-	1	chr17:18554000:-;chr17:18605799:-	distal	FALSE
EMC10	10.7150331576842	0.0133709532619625	0.0618951144732951	0.595744680851064	0.417302798982188	0.178441881868876	chr19:50482968:+_vs_chr19:50483351:+	0.378106220561962	chr19:50482968:+;chr19:50483135:+;chr19:50483351:+;chr19:50483394:+	distal	FALSE
C22orf39	10.6678662214994	0.0136643500280947	0.0629808003383098	0.490196078431373	0.504504504504505	-0.014308426073132	chr22:19443150:-_vs_chr22:19441518:-	-0.682034976152623	chr22:19440886:-;chr22:19441518:-;chr22:19443150:-;chr22:19443369:-	proximal	FALSE
SAFB2	10.666381533544	0.0136736875666823	0.0629808003383098	0.236842105263158	0.478260869565217	-0.24141876430206	chr19:5610654:-_vs_chr19:5587064:-	-0.448512585812357	chr19:5587064:-;chr19:5595431:-;chr19:5600185:-;chr19:5610654:-	proximal	FALSE
DKK3	8.55773781804326	0.0138583282549428	0.0636005539222639	0.543478260869565	0.507692307692308	0.0357859531772575	chr11:12000861:-_vs_chr11:11963111:-	0.259531772575251	chr11:11963036:-;chr11:11963111:-;chr11:12000861:-	distal	FALSE
UBE2G1	6.05370985603544	0.0138771105742677	0.0636005539222639	0.111111111111111	0.627906976744186	-0.516795865633075	chr17:4272028:-_vs_chr17:4271431:-	-1.03359173126615	chr17:4271431:-;chr17:4272028:-	proximal	FALSE
MAPRE2	6.03969107356204	0.0139877316986125	0.0637603905785705	0.548387096774194	0.244444444444444	0.303942652329749	chr18:35141860:+_vs_chr18:35143099:+	0.607885304659498	chr18:35141860:+;chr18:35143099:+	distal	FALSE
MED10	8.53750691907546	0.0139992228791773	0.0637603905785705	0.673913043478261	0.714285714285714	-0.0403726708074534	chr5:6376901:-_vs_chr5:6372062:-	-0.438127090301003	chr5:6371926:-;chr5:6372062:-;chr5:6376901:-	proximal	FALSE
CSDE1	15.9517047071331	0.0140155487682185	0.0637603905785705	0.498850574712644	0.495633187772926	0.00321738693971785	chr1:114737992:-_vs_chr1:114725240:-	-0.0811323595843999	chr1:114716916:-;chr1:114717292:-;chr1:114717665:-;chr1:114717997:-;chr1:114725240:-;chr1:114733736:-;chr1:114737992:-	proximal	FALSE
MRPL21	5.99763915193603	0.0143250350217066	0.065008205614477	1	0.8125	0.1875	chr11:68892893:-_vs_chr11:68891278:-	0.375	chr11:68891278:-;chr11:68892893:-	distal	FALSE
ATL2	5.9893584280303	0.0143924361044666	0.0651539938356612	0	0.46875	-0.46875	chr2:38296487:-_vs_chr2:38294885:-	-0.9375	chr2:38294885:-;chr2:38296487:-	proximal	FALSE
BOLA2-SMG1P6	5.96651785714286	0.0145800443342675	0.0657920645522399	0.458333333333333	0.785714285714286	-0.327380952380952	chr16:29444401:-_vs_chr16:29443249:-	-0.654761904761905	chr16:29443249:-;chr16:29444401:-	proximal	FALSE
SBDS	12.4011563913781	0.0146046272151697	0.0657920645522399	0.68	0.641566265060241	0.0384337349397591	chr7:66987791:-_vs_chr7:66987700:-	0.31566265060241	chr7:66987700:-;chr7:66987791:-;chr7:66987972:-;chr7:66991268:-;chr7:66993378:-	distal	FALSE
YWHAH	10.51658236025	0.0146488303313753	0.0658306316838206	0.895348837209302	0.920029895366218	-0.0246810581569159	chr22:31956294:+_vs_chr22:31956482:+	-0.0685160079257483	chr22:31956294:+;chr22:31956482:+;chr22:31957135:+;chr22:31957603:+	proximal	FALSE
CCT6A	8.43993669574091	0.0146991097556648	0.0658962517444487	0.596774193548387	0.533613445378151	0.0631607481702359	chr7:56063404:+_vs_chr7:56063985:+	0.493358633776091	chr7:56058464:+;chr7:56063404:+;chr7:56063985:+	distal	FALSE
HNRNPD	10.4639438726488	0.0150074920272885	0.0671158299622322	0.830188679245283	0.6378896882494	0.192298990995883	chr4:82357313:-_vs_chr4:82353829:-	0.344780779150265	chr4:82353829:-;chr4:82353997:-;chr4:82357313:-;chr4:82359469:-	distal	FALSE
HACD3	5.90079140591943	0.0151340831353774	0.067518482007348	0.236842105263158	0.0879120879120879	0.14893001735107	chr15:65576369:+_vs_chr15:65578349:+	0.29786003470214	chr15:65576369:+;chr15:65578349:+	distal	FALSE
OTUB1	5.89066646022392	0.0152213387544972	0.0677185867176898	0.384615384615385	0.580152671755725	-0.195537287140341	chr11:63997702:+_vs_chr11:63998412:+	-0.391074574280681	chr11:63997702:+;chr11:63998412:+	proximal	FALSE
KIF5B	8.36605462273911	0.0152522642526037	0.0677185867176898	0.411764705882353	0.742424242424242	-0.33065953654189	chr10:32037300:-_vs_chr10:32033846:-	-0.661319073083779	chr10:32033846:-;chr10:32035545:-;chr10:32037300:-	proximal	FALSE
MKRN2	5.88246158392435	0.0152924274371006	0.0677340850751194	0.944444444444444	0.595744680851064	0.348699763593381	chr3:12583355:+_vs_chr3:12583713:+	0.697399527186761	chr3:12583355:+;chr3:12583713:+	distal	FALSE
TRAPPC11	8.33125	0.0155200118608086	0.0685776600643862	1	0.3625	0.6375	chr4:183691374:+_vs_chr4:183694703:+	1.275	chr4:183691374:+;chr4:183691445:+;chr4:183694703:+	distal	FALSE
OAZ1	8.31758762196094	0.015626394943189	0.0688084987525173	0.717647058823529	0.689252336448598	0.0283947223749312	chr19:2273325:+_vs_chr19:2273488:+	0.188620120945574	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	distal	FALSE
NPEPPS	10.3707961165049	0.0156634706842511	0.0688084987525173	0.681318681318681	0.835897435897436	-0.154578754578755	chr17:47618384:+_vs_chr17:47622140:+	-0.283516483516484	chr17:47592531:+;chr17:47618384:+;chr17:47622098:+;chr17:47622140:+	proximal	FALSE
TSPAN7	8.31022631961818	0.015684016228917	0.0688084987525173	0.84375	0.87956204379562	-0.0358120437956204	chrX:38688828:+_vs_chrX:38688915:+	-0.238073514077164	chrX:38687977:+;chrX:38688828:+;chrX:38688915:+	proximal	FALSE
STMN1	13.9602561052617	0.0158638552367632	0.0694325607163544	0.57086383601757	0.567736714324251	0.00312712169331808	chr1:25900561:-_vs_chr1:25900120:-	0.0487029208718735	chr1:25900120:-;chr1:25900262:-;chr1:25900561:-;chr1:25901046:-;chr1:25901556:-;chr1:25903649:-	distal	FALSE
TMBIM6	8.25205039629816	0.0161469322946983	0.0705044537785055	0.690217391304348	0.564393939393939	0.125823451910409	chr12:49761778:+_vs_chr12:49764921:+	0.251646903820817	chr12:49761778:+;chr12:49763005:+;chr12:49764921:+	distal	FALSE
DNAJB11	5.775	0.016255720148375	0.0708120639482277	0.666666666666667	0.928571428571429	-0.261904761904762	chr3:186585437:+_vs_chr3:186585800:+	-0.523809523809524	chr3:186585437:+;chr3:186585800:+	proximal	FALSE
PHF20L1	8.22368220015279	0.016377593962603	0.0711750965857124	0.428571428571429	0.47	-0.0414285714285714	chr8:132803908:+_vs_chr8:132813190:+	-0.662857142857143	chr8:132794551:+;chr8:132803908:+;chr8:132813190:+	proximal	FALSE
PEBP1	5.75623679230543	0.0164302253456843	0.07123621176873	0.994252873563218	0.949367088607595	0.0448857849556235	chr12:118145507:+_vs_chr12:118145584:+	0.0897715699112469	chr12:118145507:+;chr12:118145584:+	distal	FALSE
PSIP1	18.6820624204491	0.0166556364344338	0.0720444039681479	0.511363636363636	0.474502487562189	0.0368611488014473	chr9:15470842:-_vs_chr9:15464066:-	0.135685210312076	chr9:15464066:-;chr9:15466748:-;chr9:15468650:-;chr9:15470842:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	distal	FALSE
EXOSC8	5.69087132703204	0.0170533851162234	0.0735925287608987	0.5	0.810810810810811	-0.310810810810811	chr13:37008122:+_vs_chr13:37009401:+	-0.621621621621622	chr13:37008122:+;chr13:37009401:+	proximal	FALSE
IPO5	5.65859593837535	0.0173700229946991	0.0747842248746137	0.583333333333333	0.171428571428571	0.411904761904762	chr13:98015624:+_vs_chr13:98022484:+	0.823809523809524	chr13:98015624:+;chr13:98022484:+	distal	FALSE
FAM177A1	10.1254269449715	0.0175295041668601	0.075295335339978	0.7	0.483870967741935	0.216129032258065	chr14:35081245:+_vs_chr14:35083378:+	0.564516129032258	chr14:35081069:+;chr14:35081245:+;chr14:35081725:+;chr14:35083378:+	distal	FALSE
PSMD11	5.6316515253135	0.0176390053392549	0.0754227246904333	0.0681818181818182	0.285714285714286	-0.217532467532468	chr17:32481013:+_vs_chr17:32482380:+	-0.435064935064935	chr17:32481013:+;chr17:32482380:+	proximal	FALSE
ZMYM3	5.63146997929607	0.0176408321961382	0.0754227246904333	0.75	0.285714285714286	0.464285714285714	chrX:71249217:-_vs_chrX:71239629:-	0.928571428571429	chrX:71239629:-;chrX:71249217:-	distal	FALSE
HERC1	5.61819964574899	0.0177748988633918	0.0758204115489253	0.2	0.736842105263158	-0.536842105263158	chr15:63689595:-_vs_chr15:63678087:-	-1.07368421052632	chr15:63678087:-;chr15:63689595:-	proximal	FALSE
SGCB	11.9353084833605	0.0178388676880532	0.0759179461286502	0.485795454545455	0.477272727272727	0.00852272727272724	chr4:52022604:-_vs_chr4:52020709:-	0.170454545454545	chr4:52020709:-;chr4:52022604:-;chr4:52022924:-;chr4:52023010:-;chr4:52023696:-	distal	FALSE
NRSN1	5.60170267643541	0.0179430311282025	0.076158944583401	0.421052631578947	1	-0.578947368421053	chr6:24145802:+_vs_chr6:24147157:+	-1.15789473684211	chr6:24145802:+;chr6:24147157:+	proximal	FALSE
C1orf52	8.03070994429596	0.0180365509410362	0.076158944583401	0.418604651162791	0.33	0.0886046511627907	chr1:85252194:-_vs_chr1:85251968:-	0.39906976744186	chr1:85251968:-;chr1:85252194:-;chr1:85252633:-	distal	FALSE
SAP30BP	8.03049033837047	0.0180385315165018	0.076158944583401	0.4	0.471698113207547	-0.0716981132075472	chr17:75706757:+_vs_chr17:75707655:+	-0.50566037735849	chr17:75702546:+;chr17:75706757:+;chr17:75707655:+	proximal	FALSE
TMED4	5.59027777777778	0.0180604319044557	0.076158944583401	0.48	0.857142857142857	-0.377142857142857	chr7:44579904:-_vs_chr7:44579380:-	-0.754285714285714	chr7:44579380:-;chr7:44579904:-	proximal	FALSE
TCEAL5	8.02080726291253	0.0181260775050074	0.0762373403218216	0.7	0.657894736842105	0.0421052631578946	chrX:103274125:-_vs_chrX:103273693:-	0.51578947368421	chrX:103273693:-;chrX:103274125:-;chrX:103274206:-	distal	FALSE
TARDBP	8.01689431826418	0.0181615753879813	0.0762373403218216	0.037037037037037	0.219178082191781	-0.182141045154744	chr1:11024043:+_vs_chr1:11024183:+	-0.428716387620497	chr1:11024043:+;chr1:11024183:+;chr1:11025492:+	proximal	FALSE
ZNF714	7.99905548996458	0.0183242905838444	0.0767459517196384	0.727272727272727	0.46	0.267272727272727	chr19:21117513:+_vs_chr19:21118302:+	0.785454545454545	chr19:21117513:+;chr19:21118302:+;chr19:21118478:+	distal	FALSE
FAM104B	5.55528263403263	0.0184249978580137	0.0769663493971673	0	0.44	-0.44	chrX:55145902:-_vs_chrX:55144860:-	-0.88	chrX:55144860:-;chrX:55145902:-	proximal	FALSE
RAB24	5.55193615907902	0.0184602559734408	0.0769663493971673	0.5	0.14	0.36	chr5:177301451:-_vs_chr5:177301198:-	0.72	chr5:177301198:-;chr5:177301451:-	distal	FALSE
PPP2CA	11.8210442594754	0.0187328439764446	0.0779269432984082	0.337962962962963	0.385714285714286	-0.0477513227513227	chr5:134197624:-_vs_chr5:134196964:-	-0.156825396825397	chr5:134196546:-;chr5:134196719:-;chr5:134196964:-;chr5:134197097:-;chr5:134197624:-	proximal	FALSE
SRP14	7.94674672020661	0.0188098735138198	0.0780715424270227	0.423913043478261	0.423982869379015	-6.98259007541058e-05	chr15:40036041:-_vs_chr15:40035740:-	-0.102644074108556	chr15:40035740:-;chr15:40036041:-;chr15:40036437:-	proximal	FALSE
PLPP5	9.96030817785204	0.0189065612330425	0.0782969026848194	0.428571428571429	0.453703703703704	-0.0251322751322751	chr8:38264309:-_vs_chr8:38263130:-	-0.44047619047619	chr8:38263130:-;chr8:38263509:-;chr8:38264309:-;chr8:38266982:-	proximal	FALSE
NRCAM	9.90852922608437	0.0193598891894985	0.0797711418731438	0.423611111111111	0.392156862745098	0.0314542483660131	chr7:108231128:-_vs_chr7:108180369:-	0.626225490196078	chr7:108160349:-;chr7:108180369:-;chr7:108231128:-;chr7:108240103:-	distal	FALSE
SCCPDH	7.88715277777778	0.0193787845948749	0.0797711418731438	0.390625	0.3125	0.078125	chr1:246767833:+_vs_chr1:246768137:+	0.53125	chr1:246767464:+;chr1:246767833:+;chr1:246768137:+	distal	FALSE
TAF1D	7.88577712609971	0.0193921184087935	0.0797711418731438	0.8125	0.387096774193548	0.425403225806452	chr11:93738281:-_vs_chr11:93730202:-	0.850806451612903	chr11:93730202:-;chr11:93733046:-;chr11:93738281:-	distal	FALSE
GNAO1	5.44098786286286	0.0196695419183505	0.0807325420515407	0.296875	0.141666666666667	0.155208333333333	chr16:56354943:+_vs_chr16:56357444:+	0.310416666666667	chr16:56354943:+;chr16:56357444:+	distal	FALSE
CBWD1	5.4358984375	0.0197269401834907	0.0807885998201937	0.75	0.266666666666667	0.483333333333333	chr9:173134:-_vs_chr9:154744:-	0.966666666666667	chr9:154744:-;chr9:173134:-	distal	FALSE
TEX2	5.38461538461539	0.020315065868385	0.0830131120772279	0.346153846153846	0.785714285714286	-0.43956043956044	chr17:64194918:-_vs_chr17:64153053:-	-0.879120879120879	chr17:64153053:-;chr17:64194918:-	proximal	FALSE
CIR1	5.36272321428571	0.0205716259909941	0.0837524312246927	0.833333333333333	0.333333333333333	0.5	chr2:174348729:-_vs_chr2:174348505:-	1	chr2:174348505:-;chr2:174348729:-	distal	FALSE
CSNK1G1	5.36004174397032	0.0206032804794086	0.0837524312246927	0	0.611111111111111	-0.611111111111111	chr15:64171803:-_vs_chr15:64171148:-	-1.22222222222222	chr15:64171148:-;chr15:64171803:-	proximal	FALSE
SUMO2	5.35761019283747	0.0206320282659638	0.0837524312246927	0.905263157894737	0.792727272727273	0.112535885167464	chr17:75167947:-_vs_chr17:75167733:-	0.225071770334928	chr17:75167733:-;chr17:75167947:-	distal	FALSE
PTPN2	9.75435511856564	0.0207738719713256	0.0841432928312245	0.333333333333333	0.368421052631579	-0.0350877192982457	chr18:12793534:-_vs_chr18:12785481:-	-0.51417004048583	chr18:12785481:-;chr18:12793534:-;chr18:12794385:-;chr18:12802088:-	proximal	FALSE
ZEB2	9.74327487665902	0.0208793124524004	0.0842370328307787	0.432624113475177	0.314814814814815	0.117809298660362	chr2:144398673:-_vs_chr2:144388792:-	0.33983451536643	chr2:144388792:-;chr2:144389585:-;chr2:144398673:-;chr2:144399519:-	distal	FALSE
SPAST	13.2751301518791	0.0209324930644815	0.0842370328307787	0.56969696969697	0.584466019417476	-0.0147690497205062	chr2:32154424:+_vs_chr2:32157637:+	-0.466607825831127	chr2:32087538:+;chr2:32114663:+;chr2:32115775:+;chr2:32128476:+;chr2:32154424:+;chr2:32157637:+	proximal	FALSE
ZNF638	5.33229206496533	0.0209338376119802	0.0842370328307787	0.621212121212121	0.810810810810811	-0.18959868959869	chr2:71363977:+_vs_chr2:71369967:+	-0.379197379197379	chr2:71363977:+;chr2:71369967:+	proximal	FALSE
EIF5B	9.69151812490628	0.0213788356902363	0.0858406728692749	0.596491228070175	0.388888888888889	0.207602339181287	chr2:99363691:+_vs_chr2:99399477:+	0.538011695906433	chr2:99361721:+;chr2:99363691:+;chr2:99389798:+;chr2:99399477:+	distal	FALSE
NEUROD2	7.67940508066994	0.0214999957755418	0.0859824455021881	0.652777777777778	0.637931034482759	0.0148467432950191	chr17:39604626:-_vs_chr17:39603774:-	0.231937602627258	chr17:39603774:-;chr17:39604626:-;chr17:39605035:-	distal	FALSE
BRWD1	11.4974354732942	0.0215072494975695	0.0859824455021881	0.622549019607843	0.6171875	0.00536151960784315	chr21:39296775:-_vs_chr21:39296437:-	0.279105392156863	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-;chr21:39296480:-;chr21:39296775:-	distal	FALSE
APLP2	7.66239669421488	0.0216836155564228	0.0865002979108269	0.483333333333333	0.636363636363636	-0.153030303030303	chr11:130143635:+_vs_chr11:130144805:+	-0.512121212121212	chr11:130121809:+;chr11:130143635:+;chr11:130144805:+	proximal	FALSE
SLF2	7.6565545623208	0.021747047426668	0.0865663719764134	0.340909090909091	0.657142857142857	-0.316233766233766	chr10:100917231:+_vs_chr10:100924382:+	-0.632467532467533	chr10:100917231:+;chr10:100924120:+;chr10:100924382:+	proximal	FALSE
RUFY2	9.63328228375398	0.02195492708257	0.0872059146699071	0.343137254901961	0.484848484848485	-0.141711229946524	chr10:68384084:-_vs_chr10:68377662:-	-0.351031321619557	chr10:68377662:-;chr10:68378535:-;chr10:68384084:-;chr10:68394076:-	proximal	FALSE
TCF4	7.6285140562249	0.0220540939399453	0.0874118272684097	0.25	0.728915662650602	-0.478915662650602	chr18:55232545:-_vs_chr18:55227607:-	-0.957831325301205	chr18:55227607:-;chr18:55228002:-;chr18:55232545:-	proximal	FALSE
RAB14	5.22748161764706	0.0222327005966398	0.0879310449721492	0.425	0.686274509803922	-0.261274509803922	chr9:121180677:-_vs_chr9:121179290:-	-0.522549019607843	chr9:121179290:-;chr9:121180677:-	proximal	FALSE
EZH1	7.59331797235023	0.0224456379088286	0.0885835325162532	0.125	0.564516129032258	-0.439516129032258	chr17:42718023:-_vs_chr17:42700275:-	-0.879032258064516	chr17:42700275:-;chr17:42703785:-;chr17:42718023:-	proximal	FALSE
RTN3	13.0917763995552	0.0225337365451344	0.0887416021297723	0.422352941176471	0.390144927536232	0.0322080136402387	chr11:63759297:+_vs_chr11:63759888:+	0.1461210571185	chr11:63758424:+;chr11:63758521:+;chr11:63759054:+;chr11:63759297:+;chr11:63759757:+;chr11:63759888:+	distal	FALSE
ARPP21	16.2645687051242	0.0228061344821778	0.0895326595587178	0.292267365661861	0.354875283446712	-0.062607917784851	chr3:35682883:+_vs_chr3:35794345:+	-0.14995631280035	chr3:35640333:+;chr3:35682883:+;chr3:35687847:+;chr3:35707004:+;chr3:35717344:+;chr3:35794101:+;chr3:35794345:+;chr3:35794446:+	proximal	FALSE
FEZ2	5.18108644044128	0.0228340419197776	0.0895326595587178	1	0.645161290322581	0.354838709677419	chr2:36558438:-_vs_chr2:36552258:-	0.709677419354839	chr2:36552258:-;chr2:36558438:-	distal	FALSE
EPHA7	9.53584141603654	0.0229531090070564	0.0895326595587178	0.560975609756098	0.362962962962963	0.198012646793135	chr6:93410897:-_vs_chr6:93259953:-	0.444444444444444	chr6:93243247:-;chr6:93243494:-;chr6:93259953:-;chr6:93410897:-	distal	FALSE
RESF1	5.16923076923077	0.0229903940924649	0.0895326595587178	0.266666666666667	0.769230769230769	-0.502564102564103	chr12:31981659:+_vs_chr12:31982684:+	-1.00512820512821	chr12:31981659:+;chr12:31982684:+	proximal	FALSE
CISD1	5.16734294512072	0.0230153928878347	0.0895326595587178	0.5	0.111111111111111	0.388888888888889	chr10:58287856:+_vs_chr10:58287990:+	0.777777777777778	chr10:58287856:+;chr10:58287990:+	distal	FALSE
ARMH4	5.16658377402837	0.0230254538659399	0.0895326595587178	0.1	0.421052631578947	-0.321052631578947	chr14:58137964:-_vs_chr14:58137728:-	-0.642105263157895	chr14:58137728:-;chr14:58137964:-	proximal	FALSE
CD46	5.13892622461171	0.0233951140534465	0.0907657524150843	0.333333333333333	0.709677419354839	-0.376344086021505	chr1:207769737:+_vs_chr1:207795504:+	-0.752688172043011	chr1:207769737:+;chr1:207795504:+	proximal	FALSE
GPR22	11.295036663387	0.0234408575538686	0.0907657524150843	0.369047619047619	0.517241379310345	-0.148193760262726	chr7:107471595:+_vs_chr7:107473011:+	-0.322660098522167	chr7:107471595:+;chr7:107471723:+;chr7:107471870:+;chr7:107473011:+;chr7:107474833:+	proximal	FALSE
MYNN	5.12459893048128	0.0235890214057205	0.0911483735070415	0	0.55	-0.55	chr3:169784676:+_vs_chr3:169786820:+	-1.1	chr3:169784676:+;chr3:169786820:+	proximal	FALSE
CCT5	5.11211249049207	0.0237593735908353	0.0914626819044997	0.580645161290323	0.791946308724832	-0.21130114743451	chr5:10258499:+_vs_chr5:10265080:+	-0.422602294869019	chr5:10258499:+;chr5:10265080:+	proximal	FALSE
PDIA6	11.2557448222235	0.0238352771695191	0.0914626819044997	0.517123287671233	0.441520467836257	0.0756028198349755	chr2:10784081:-_vs_chr2:10783855:-	0.205799887847473	chr2:10783391:-;chr2:10783855:-;chr2:10784081:-;chr2:10788704:-;chr2:10790782:-	distal	FALSE
PPP4R3B	5.10514654264654	0.0238549638427957	0.0914626819044997	0.944444444444444	0.606060606060606	0.338383838383838	chr2:55564928:-_vs_chr2:55564416:-	0.676767676767677	chr2:55564416:-;chr2:55564928:-	distal	FALSE
FBXW7	5.10416666666667	0.0238684421645744	0.0914626819044997	0.785714285714286	0.285714285714286	0.5	chr4:152411303:-_vs_chr4:152330834:-	1	chr4:152330834:-;chr4:152411303:-	distal	FALSE
MED6	5.08587662337662	0.0241214792473612	0.0921653197004491	0.375	0.8	-0.425	chr14:70584543:-_vs_chr14:70584240:-	-0.85	chr14:70584240:-;chr14:70584543:-	proximal	FALSE
NBEA	9.42367346938775	0.0241573642613476	0.0921653197004491	0.68	0.73469387755102	-0.0546938775510203	chr13:35159789:+_vs_chr13:35195905:+	-0.386122448979592	chr13:35159095:+;chr13:35159570:+;chr13:35159789:+;chr13:35195905:+	proximal	FALSE
DDX1	7.44244678284488	0.0242043383452309	0.0921653197004491	0.655555555555556	0.616438356164384	0.039117199391172	chr2:15628838:+_vs_chr2:15631101:+	0.376103500761035	chr2:15602618:+;chr2:15628838:+;chr2:15631101:+	distal	FALSE
NUP93	5.0765625	0.0242514051837673	0.0921653197004491	0.25	0.708333333333333	-0.458333333333333	chr16:56844765:+_vs_chr16:56844954:+	-0.916666666666667	chr16:56844765:+;chr16:56844954:+	proximal	FALSE
SH3BP5	9.39165475153426	0.0245123494219243	0.0929657276843821	0.405940594059406	0.413502109704641	-0.00756151564523544	chr3:15256274:-_vs_chr3:15255650:-	0.193257300413586	chr3:15254853:-;chr3:15255234:-;chr3:15255650:-;chr3:15256274:-	distal	FALSE
WDR75	5.04654387007328	0.0246751094979117	0.0933912443496781	0.777777777777778	0.235294117647059	0.542483660130719	chr2:189475259:+_vs_chr2:189475378:+	1.08496732026144	chr2:189475259:+;chr2:189475378:+	distal	FALSE
RFK	7.39373881932022	0.0248010469826467	0.0936759381941687	0.461538461538462	0.604651162790698	-0.143112701252236	chr9:76386602:-_vs_chr9:76385528:-	-0.556350626118068	chr9:76385528:-;chr9:76386602:-;chr9:76387193:-	proximal	FALSE
ARL6IP5	9.35271001003231	0.0249510225488208	0.0939777863846206	0.717592592592593	0.644257703081233	0.07333488951136	chr3:69105388:+_vs_chr3:69106053:+	0.3062558356676	chr3:69104523:+;chr3:69104929:+;chr3:69105388:+;chr3:69106053:+	distal	FALSE
LAMTOR3	5.02505472890868	0.0249831360539187	0.0939777863846206	0.0769230769230769	0.484848484848485	-0.407925407925408	chr4:99881224:-_vs_chr4:99880956:-	-0.815850815850816	chr4:99880956:-;chr4:99881224:-	proximal	FALSE
RFC2	5.02155996547926	0.0250336063352644	0.0939777863846206	0.970588235294118	0.769230769230769	0.201357466063348	chr7:74231847:-_vs_chr7:74231664:-	0.402714932126697	chr7:74231664:-;chr7:74231847:-	distal	FALSE
ZNF8-ERVK3-1	5.01609375	0.0251127600874625	0.094083707670473	0.9375	0.56	0.3775	chr19:58314832:+_vs_chr19:58315653:+	0.755	chr19:58314832:+;chr19:58315653:+	distal	FALSE
XRCC1	5.00201202959634	0.0253178703175862	0.0946601345679793	1	0.82258064516129	0.17741935483871	chr19:43552856:-_vs_chr19:43543311:-	0.354838709677419	chr19:43543311:-;chr19:43552856:-	distal	FALSE
ELMO2	4.96253220463747	0.0259022507324519	0.0966494082885629	0	0.684210526315789	-0.684210526315789	chr20:46388021:-_vs_chr20:46366050:-	-1.36842105263158	chr20:46366050:-;chr20:46388021:-	proximal	FALSE
SRSF1	4.95751946366782	0.0259774454977788	0.0967345601499947	0.08	0.338235294117647	-0.258235294117647	chr17:58003571:-_vs_chr17:58003360:-	-0.516470588235294	chr17:58003360:-;chr17:58003571:-	proximal	FALSE
GSTM3	4.95253771551724	0.0260524000710503	0.0968184767227964	0.0416666666666667	0.3	-0.258333333333333	chr1:109736975:-_vs_chr1:109736934:-	-0.516666666666667	chr1:109736934:-;chr1:109736975:-	proximal	FALSE
SHOC2	9.24399766899767	0.0262166952481876	0.0971139090701365	0.256410256410256	0.375	-0.118589743589744	chr10:110964511:+_vs_chr10:111013665:+	-0.332692307692308	chr10:110964423:+;chr10:110964511:+;chr10:110965037:+;chr10:111013665:+	proximal	FALSE
MLLT3	14.3221892348028	0.0262370550221971	0.0971139090701365	0.437037037037037	0.406451612903226	0.0305854241338112	chr9:20354827:-_vs_chr9:20346306:-	-0.242293906810036	chr9:20346136:-;chr9:20346306:-;chr9:20354827:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	proximal	FALSE
SUMO3	4.92567153810745	0.0264605163118492	0.0977451472559708	0.80327868852459	0.939024390243902	-0.135745701719312	chr21:44805862:-_vs_chr21:44805624:-	-0.271491403438624	chr21:44805624:-;chr21:44805862:-	proximal	FALSE
NREP	12.663406538004	0.0267456985546007	0.0984158783104258	0.579449541284404	0.628418230563003	-0.0489686892785989	chr5:111730035:-_vs_chr5:111729303:-	-0.132841413122792	chr5:111729303:-;chr5:111729731:-;chr5:111729843:-;chr5:111729940:-;chr5:111730035:-;chr5:111734729:-	proximal	FALSE
