gene_id	chisq	pvalue	adj_pvalue	PgG2M	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
UTP18	10.2113572701808	0.00606222348130196	0.0246259700269156	0.647058823529412	0.545454545454545	0.101604278074866	chr17:51293952:+_vs_chr17:51297933:+	0.737967914438503	chr17:51266265:+;chr17:51293952:+;chr17:51297933:+	distal	TRUE
CDKN1B	7.49053308363666	0.00620241921675703	0.0250754948334605	0.5	0.808510638297872	-0.308510638297872	chr12:12718845:+_vs_chr12:12722369:+	-0.617021276595745	chr12:12718845:+;chr12:12722369:+	proximal	TRUE
RHOA	7.42905799455685	0.00641789295825957	0.0257207460972926	0.82051282051282	0.554455445544555	0.266057374968266	chr3:49359496:-_vs_chr3:49359145:-	0.532114749936532	chr3:49359145:-;chr3:49359496:-	distal	TRUE
DYNC1I2	10.0958605664488	0.00642261268860545	0.0257207460972926	0.256410256410256	0.525641025641026	-0.269230769230769	chr2:171725691:+_vs_chr2:171748411:+	-0.538461538461538	chr2:171725691:+;chr2:171725949:+;chr2:171748411:+	proximal	TRUE
PGK1	7.40253441407826	0.00651320501735295	0.0259610847874772	0	0.201492537313433	-0.201492537313433	chrX:78126273:+_vs_chrX:78126827:+	-0.402985074626866	chrX:78126273:+;chrX:78126827:+	proximal	TRUE
ADK	10.0571428571429	0.00654815840394108	0.0259784415184391	0.333333333333333	0.516666666666667	-0.183333333333333	chr10:74708529:+_vs_chr10:74709026:+	-0.733333333333333	chr10:74398519:+;chr10:74708529:+;chr10:74709026:+	proximal	TRUE
TP53RK	7.35261752136752	0.00669651893825892	0.0264434631561945	0	0.538461538461538	-0.538461538461538	chr20:46686643:-_vs_chr20:46684365:-	-1.07692307692308	chr20:46684365:-;chr20:46686643:-	proximal	TRUE
RPLP1	7.31591503536545	0.00683465899171125	0.0268640068701984	0.885714285714286	0.945833333333333	-0.0601190476190476	chr15:69455456:+_vs_chr15:69455546:+	-0.120238095238095	chr15:69455456:+;chr15:69455546:+	proximal	FALSE
KLC1	12.1360785048285	0.00693125687087725	0.0271181432413584	0.434343434343434	0.466666666666667	-0.0323232323232323	chr14:103685912:+_vs_chr14:103701544:+	-0.341414141414141	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	proximal	TRUE
EIF2AK1	9.91919191919192	0.00701576191128301	0.0273228525810976	0.477272727272727	0.454545454545455	0.0227272727272727	chr7:6024756:-_vs_chr7:6023831:-	0.636363636363636	chr7:6023831:-;chr7:6024756:-;chr7:6041141:-	distal	TRUE
RANBP1	9.88960146587265	0.00712033337063237	0.0276034841628625	0.607142857142857	0.720238095238095	-0.113095238095238	chr22:20127183:+_vs_chr22:20127349:+	-0.595238095238095	chr22:20126338:+;chr22:20127183:+;chr22:20127349:+	proximal	TRUE
ENTPD5	7.14583333333333	0.00751383516118728	0.0288653667504434	0.25	0.833333333333333	-0.583333333333333	chr14:73971880:-_vs_chr14:73966649:-	-1.16666666666667	chr14:73966649:-;chr14:73971880:-	proximal	TRUE
RBM10	7.14583333333333	0.00751383516118728	0.0288653667504434	0.714285714285714	0.142857142857143	0.571428571428571	chrX:47185107:+_vs_chrX:47186813:+	1.14285714285714	chrX:47185107:+;chrX:47186813:+	distal	TRUE
NBDY	7.13456492519869	0.00756119865170039	0.0289164759247461	0.5	0.0869565217391304	0.41304347826087	chrX:56817571:+_vs_chrX:56818380:+	0.826086956521739	chrX:56817571:+;chrX:56818380:+	distal	TRUE
HNRNPA2B1	15.7094648651076	0.00772442584875712	0.0294082401147749	0.395145631067961	0.436363636363636	-0.0412180052956752	chr7:26191844:-_vs_chr7:26190125:-	-0.157281553398058	chr7:26189927:-;chr7:26190125:-;chr7:26190329:-;chr7:26191844:-;chr7:26196593:-;chr7:26196861:-	proximal	FALSE
MACIR	7.06582491582492	0.00785681295889806	0.0297155751007996	0.5	0.944444444444444	-0.444444444444444	chr5:103277223:+_vs_chr5:103278372:+	-0.888888888888889	chr5:103277223:+;chr5:103278372:+	proximal	TRUE
CALCOCO1	7.06164791730009	0.00787515241187268	0.0297155751007996	0.384615384615385	0.869565217391304	-0.48494983277592	chr12:53715838:-_vs_chr12:53711118:-	-0.969899665551839	chr12:53711118:-;chr12:53715838:-	proximal	TRUE
BRD8	6.99107142857143	0.00819173033450462	0.030773358645993	0.448275862068966	0.103448275862069	0.344827586206897	chr5:138161039:-_vs_chr5:138157167:-	0.689655172413793	chr5:138157167:-;chr5:138161039:-	distal	TRUE
HSP90AA1	15.5199629585799	0.00835700288677894	0.031255927096367	0.498136645962733	0.38816199376947	0.109974652193263	chr14:102084841:-_vs_chr14:102081050:-	0.192759428029643	chr14:102081050:-;chr14:102083061:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-	distal	FALSE
MORF4L2	9.55451645658613	0.00841905046644536	0.0313498852895268	0.853260869565217	0.94954128440367	-0.0962804148384524	chrX:103676467:-_vs_chrX:103675498:-	-0.192560829676905	chrX:103675498:-;chrX:103675936:-;chrX:103676467:-	proximal	FALSE
TTC3	9.4859375	0.00871274180045732	0.0323018244043156	0.675	0.453125	0.221875	chr21:37165784:+_vs_chr21:37182916:+	0.7375	chr21:37129034:+;chr21:37165784:+;chr21:37182916:+	distal	TRUE
HMGN3	9.46671618990062	0.00879688062342007	0.0324719636925375	0.76027397260274	0.878676470588235	-0.118402497985496	chr6:79201821:-_vs_chr6:79201245:-	-0.236804995970991	chr6:79201245:-;chr6:79201494:-;chr6:79201821:-	proximal	TRUE
IST1	6.83703142491604	0.00892870951207068	0.0328159063885195	0.230769230769231	0.68	-0.449230769230769	chr16:71927808:+_vs_chr16:71928996:+	-0.898461538461539	chr16:71927808:+;chr16:71928996:+	proximal	TRUE
HMGB2	6.80337473305608	0.00909857357815226	0.03329607313729	0.815873015873016	0.946666666666667	-0.130793650793651	chr4:173332837:-_vs_chr4:173331701:-	-0.261587301587302	chr4:173331701:-;chr4:173332837:-	proximal	TRUE
NSG2	6.76923076923077	0.00927428000269601	0.0336513957131491	0	0.722222222222222	-0.722222222222222	chr5:174107839:+_vs_chr5:174109179:+	-1.44444444444444	chr5:174107839:+;chr5:174109179:+	proximal	TRUE
INSIG1	11.5076433121019	0.00927494298807643	0.0336513957131491	0.333333333333333	0.471337579617834	-0.138004246284501	chr7:155308762:+_vs_chr7:155310235:+	-0.56687898089172	chr7:155308595:+;chr7:155308762:+;chr7:155309212:+;chr7:155310235:+	proximal	TRUE
ACSL3	6.74114583333333	0.00942140928978595	0.0338841063598819	0.25	0.875	-0.625	chr2:222930721:+_vs_chr2:222942219:+	-1.25	chr2:222930721:+;chr2:222942219:+	proximal	TRUE
TMBIM6	9.32909022512824	0.00942353389585777	0.0338841063598819	0.661971830985915	0.511560693641618	0.150411137344297	chr12:49761778:+_vs_chr12:49764921:+	0.300822274688594	chr12:49761778:+;chr12:49764759:+;chr12:49764921:+	distal	TRUE
EXOC7	6.73407738095238	0.00945881414286456	0.0338841063598819	0	0.771428571428571	-0.771428571428571	chr17:76083577:-_vs_chr17:76081016:-	-1.54285714285714	chr17:76081016:-;chr17:76083577:-	proximal	TRUE
PTGES3	9.28750655365445	0.00962151755421602	0.0343221361492832	0.441176470588235	0.595744680851064	-0.154568210262829	chr12:56663601:-_vs_chr12:56663349:-	-0.354192740926158	chr12:56663349:-;chr12:56663601:-;chr12:56664442:-	proximal	TRUE
PRRC2C	6.69436813186813	0.00967179405999837	0.0343571261796595	0.888888888888889	0.277777777777778	0.611111111111111	chr1:171515809:+_vs_chr1:171532830:+	1.22222222222222	chr1:171515809:+;chr1:171532830:+	distal	TRUE
C4orf3	6.67279419453333	0.00978955914051888	0.0346305654595855	0	0.407407407407407	-0.407407407407407	chr4:119298488:-_vs_chr4:119297054:-	-0.814814814814815	chr4:119297054:-;chr4:119298488:-	proximal	TRUE
ACIN1	9.22799422799423	0.00991211914948001	0.0349094205276121	0.673076923076923	0.512820512820513	0.16025641025641	chr14:23080360:-_vs_chr14:23061315:-	0.525641025641026	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	distal	TRUE
CALM3	6.64371467371831	0.00995062399020273	0.0349094205276121	0.757894736842105	0.552238805970149	0.205655930871956	chr19:46609305:+_vs_chr19:46610782:+	0.411311861743912	chr19:46609305:+;chr19:46610782:+	distal	TRUE
RCN1	9.21088233390813	0.00999729055746052	0.034928805281004	0.529411764705882	0.603960396039604	-0.0745486313337217	chr11:32105131:+_vs_chr11:32105532:+	-0.654630168899243	chr11:32098398:+;chr11:32105131:+;chr11:32105532:+	proximal	TRUE
TMED4	6.59581320450886	0.0102218856410359	0.0355671348739323	0.5	0.152173913043478	0.347826086956522	chr7:44579380:-_vs_chr7:44577894:-	0.695652173913043	chr7:44577894:-;chr7:44579380:-	distal	TRUE
TMPO	11.2609433939348	0.0103953840735642	0.0359239426956151	0.552238805970149	0.742424242424243	-0.190185436454093	chr12:98545063:+_vs_chr12:98550312:+	-0.394165535956581	chr12:98527918:+;chr12:98545063:+;chr12:98547951:+;chr12:98550312:+	proximal	TRUE
CFDP1	6.56351473262288	0.0104090576008496	0.0359239426956151	0.518518518518518	0.852941176470588	-0.33442265795207	chr16:75411869:-_vs_chr16:75293740:-	-0.668845315904139	chr16:75293740:-;chr16:75411869:-	proximal	TRUE
SRSF4	9.09136100834096	0.0106129481028962	0.0364793236411291	0.973684210526316	0.675925925925926	0.29775828460039	chr1:29149156:-_vs_chr1:29147837:-	0.59551656920078	chr1:29147837:-;chr1:29149009:-;chr1:29149156:-	distal	TRUE
UBE2L3	9.07463450292398	0.0107020790627194	0.0365835518291572	0.696428571428571	0.366666666666667	0.329761904761905	chr22:21622241:+_vs_chr22:21622917:+	0.761904761904762	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+	distal	TRUE
RAD23B	9.06952566601689	0.0107294515965373	0.0365835518291572	0.805555555555556	0.486842105263158	0.318713450292398	chr9:107302076:+_vs_chr9:107330882:+	0.637426900584795	chr9:107302076:+;chr9:107330444:+;chr9:107330882:+	distal	TRUE
XPO1	6.46442596925134	0.011005518654846	0.0373747413518572	0.461538461538462	0.875	-0.413461538461538	chr2:61502017:-_vs_chr2:61477934:-	-0.826923076923077	chr2:61477934:-;chr2:61502017:-	proximal	TRUE
NREP	8.99918296161345	0.0111135357036512	0.03759120243984	0.4375	0.693069306930693	-0.255569306930693	chr5:111730035:-_vs_chr5:111729303:-	-0.511138613861386	chr5:111729303:-;chr5:111729731:-;chr5:111730035:-	proximal	TRUE
ATP6V1B2	6.42315476190476	0.0112641885535058	0.0379495876266923	0.111111111111111	0.7	-0.588888888888889	chr8:20220526:+_vs_chr8:20221674:+	-1.17777777777778	chr8:20220526:+;chr8:20221674:+	proximal	TRUE
RPL13A	8.91457672308585	0.0115937587837936	0.0389055383693309	0.5525	0.580056179775281	-0.0275561797752809	chr19:49491841:+_vs_chr19:49492308:+	-0.178483146067416	chr19:49491768:+;chr19:49491841:+;chr19:49492308:+	proximal	FALSE
ARGLU1	8.81667985590267	0.0121753735598374	0.0406964257964644	0.439024390243902	0.433333333333333	0.00569105691056909	chr13:106559584:-_vs_chr13:106544123:-	0.357723577235772	chr13:106543964:-;chr13:106544123:-;chr13:106559584:-	distal	TRUE
PPA1	6.26144830737773	0.0123393287813025	0.0410827064130423	0.666666666666667	0.898876404494382	-0.232209737827715	chr10:70209227:-_vs_chr10:70202835:-	-0.464419475655431	chr10:70202835:-;chr10:70209227:-	proximal	TRUE
GPM6B	8.75861947649873	0.0125340073816544	0.0415678604180647	0.289473684210526	0.42156862745098	-0.132094943240454	chrX:13773456:-_vs_chrX:13771456:-	-0.670794633642931	chrX:13771029:-;chrX:13771456:-;chrX:13773456:-	proximal	TRUE
MRPS10	6.21964179611238	0.0126340671270384	0.0415856279784434	0.6	0.117647058823529	0.482352941176471	chr6:42208300:-_vs_chr6:42207221:-	0.964705882352941	chr6:42207221:-;chr6:42208300:-	distal	TRUE
CNBP	10.8375850009824	0.0126373286436259	0.0415856279784434	0.560606060606061	0.681238615664845	-0.120632555058785	chr3:129169956:-_vs_chr3:129169484:-	-0.296820665673125	chr3:129169484:-;chr3:129169577:-;chr3:129169626:-;chr3:129169956:-	proximal	TRUE
PLIN2	8.71929824561403	0.0127828720810214	0.0419021559721514	0.8	0.525	0.275	chr9:19115910:-_vs_chr9:19115761:-	0.85	chr9:19115761:-;chr9:19115910:-;chr9:19116050:-	distal	TRUE
MFGE8	6.18333548553719	0.0128958953217317	0.0421100581851933	1	0.636363636363636	0.363636363636364	chr15:88903655:-_vs_chr15:88898683:-	0.727272727272727	chr15:88898683:-;chr15:88903655:-	distal	TRUE
OTUB1	6.11559139784946	0.013399457371886	0.0435867406464798	0.3125	0.722222222222222	-0.409722222222222	chr11:63997702:+_vs_chr11:63998412:+	-0.819444444444444	chr11:63997702:+;chr11:63998412:+	proximal	TRUE
RSL1D1	8.59744245524297	0.0135859212094652	0.0440246072779997	0.333333333333333	0.417647058823529	-0.0843137254901961	chr16:11839834:-_vs_chr16:11837358:-	-0.925490196078431	chr16:11837358:-;chr16:11839834:-;chr16:11839942:-	proximal	TRUE
NDC80	6.01681857638889	0.0141701684337061	0.0457432433468306	0.15625	0.583333333333333	-0.427083333333333	chr18:2589304:+_vs_chr18:2606508:+	-0.854166666666667	chr18:2589304:+;chr18:2606508:+	proximal	TRUE
SKP1	10.5678483440309	0.0143076359638247	0.0460120565654817	0.394557823129252	0.236406619385343	0.158151203743909	chr5:134157473:-_vs_chr5:134156877:-	0.355333622810826	chr5:134156877:-;chr5:134157041:-;chr5:134157347:-;chr5:134157473:-	distal	TRUE
ITGB1BP1	5.93136290792541	0.0148737340144228	0.0476520761443205	0.478260869565217	0.846153846153846	-0.367892976588629	chr2:9406717:-_vs_chr2:9406660:-	-0.735785953177257	chr2:9406660:-;chr2:9406717:-	proximal	TRUE
TOMM20	5.88795955882353	0.0152447541857166	0.048657128961178	0	0.708333333333333	-0.708333333333333	chr1:235112027:-_vs_chr1:235111597:-	-1.41666666666667	chr1:235111597:-;chr1:235112027:-	proximal	TRUE
CDK16	5.87412587412588	0.0153649999555699	0.0488572470497333	0.785714285714286	0.2	0.585714285714286	chrX:47228991:+_vs_chrX:47229997:+	1.17142857142857	chrX:47228991:+;chrX:47229997:+	distal	TRUE
MRPL57	5.86082830568125	0.015481506757134	0.0490440270030104	0.888888888888889	0.346153846153846	0.542735042735043	chr13:21177356:+_vs_chr13:21177512:+	1.08547008547009	chr13:21177356:+;chr13:21177512:+	distal	TRUE
PDHA1	5.85194270015699	0.0155598650241914	0.0491090163774666	0	0.666666666666667	-0.666666666666667	chrX:19359850:+_vs_chrX:19360929:+	-1.33333333333333	chrX:19359850:+;chrX:19360929:+	proximal	TRUE
MYL12B	5.83383508731281	0.0157208155393596	0.0494332310848751	0.423076923076923	0.650602409638554	-0.227525486561631	chr18:3278188:+_vs_chr18:3278257:+	-0.455050973123262	chr18:3278188:+;chr18:3278257:+	proximal	TRUE
HNRNPA0	5.79145299145299	0.0161042734123655	0.050452133310326	1	0.380952380952381	0.619047619047619	chr5:137753142:-_vs_chr5:137751573:-	1.23809523809524	chr5:137751573:-;chr5:137753142:-	distal	FALSE
DNAJC7	5.74606120695353	0.0165256689197243	0.0515819592384043	1	0.634146341463415	0.365853658536585	chr17:41983564:-_vs_chr17:41976452:-	0.731707317073171	chr17:41976452:-;chr17:41983564:-	distal	FALSE
SRSF6	8.17216981132075	0.0168048976939029	0.0521883614144943	0.25	0.613207547169811	-0.363207547169811	chr20:43460879:+_vs_chr20:43463605:+	-0.726415094339623	chr20:43460879:+;chr20:43461551:+;chr20:43463605:+	proximal	FALSE
TMEM183A	5.7126717032967	0.0168428869582702	0.0521883614144943	0.923076923076923	0.45	0.473076923076923	chr1:203023382:+_vs_chr1:203023540:+	0.946153846153846	chr1:203023382:+;chr1:203023540:+	distal	FALSE
DUT	5.68004481792717	0.0171589294718392	0.0529742949876054	1	0.4	0.6	chr15:48342420:+_vs_chr15:48342544:+	1.2	chr15:48342420:+;chr15:48342544:+	distal	FALSE
ASF1A	5.66706950338664	0.0172863102977221	0.0529952553811587	0.285714285714286	0.730769230769231	-0.445054945054945	chr6:118907800:+_vs_chr6:118909126:+	-0.89010989010989	chr6:118907800:+;chr6:118909126:+	proximal	FALSE
PHLDA1	10.1553712799066	0.0172905603540412	0.0529952553811587	0.283333333333333	0.536082474226804	-0.252749140893471	chr12:76029656:-_vs_chr12:76028536:-	-0.425257731958763	chr12:76028536:-;chr12:76029049:-;chr12:76029568:-;chr12:76029656:-	proximal	FALSE
C11orf58	8.07440042850784	0.0176468106040086	0.0538925978518106	0.780487804878049	0.549180327868852	0.231307477009196	chr11:16755063:+_vs_chr11:16755892:+	0.462614954018393	chr11:16755063:+;chr11:16755325:+;chr11:16755892:+	distal	FALSE
MIS18BP1	10.0800490111518	0.0178978027345581	0.0544632061707519	0.505376344086022	0.647058823529412	-0.14168247944339	chr14:45246774:-_vs_chr14:45224085:-	-0.578747628083491	chr14:45224085:-;chr14:45246774:-;chr14:45246947:-;chr14:45247069:-	proximal	FALSE
SON	5.56898382319435	0.0182813672539099	0.0552596164058486	0.285714285714286	0.101010101010101	0.184704184704185	chr21:33549622:+_vs_chr21:33554648:+	0.369408369408369	chr21:33549622:+;chr21:33554648:+	distal	FALSE
TUBB2B	8.00283483622546	0.0182896963604752	0.0552596164058486	0.115120274914089	0.103924418604651	0.0111958563094382	chr6:3224403:-_vs_chr6:3224264:-	0.0589586829697115	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	distal	FALSE
NUP107	5.53846153846154	0.0186029299011358	0.0560066932129939	0.769230769230769	0.230769230769231	0.538461538461539	chr12:68734827:+_vs_chr12:68742665:+	1.07692307692308	chr12:68734827:+;chr12:68742665:+	distal	FALSE
ANP32E	7.95993836671803	0.0186862151752445	0.0560586455257334	0.542372881355932	0	0.542372881355932	chr1:150230595:-_vs_chr1:150226613:-	1.08474576271186	chr1:150226613:-;chr1:150226735:-;chr1:150230595:-	distal	FALSE
TMEM50A	5.45185185185185	0.0195475953558272	0.0584362973841455	0	0.521739130434783	-0.521739130434783	chr1:25360982:+_vs_chr1:25362253:+	-1.04347826086957	chr1:25360982:+;chr1:25362253:+	proximal	FALSE
THRAP3	7.85746845746846	0.019668552692298	0.0585915832833719	0.333333333333333	0.553846153846154	-0.220512820512821	chr1:36289081:+_vs_chr1:36296765:+	-0.441025641025641	chr1:36289081:+;chr1:36289138:+;chr1:36296765:+	proximal	FALSE
CNOT10	5.36004174397032	0.0206032804794086	0.0611382507314309	1	0.388888888888889	0.611111111111111	chr3:32713356:+_vs_chr3:32773714:+	1.22222222222222	chr3:32713356:+;chr3:32773714:+	distal	FALSE
FAM98B	5.34875650665124	0.0207370549516449	0.0611382507314309	0.857142857142857	0.28	0.577142857142857	chr15:38470284:+_vs_chr15:38484919:+	1.15428571428571	chr15:38470284:+;chr15:38484919:+	distal	FALSE
TUBB6	5.34855285364796	0.02073947727992	0.0611382507314309	0.217391304347826	0.666666666666667	-0.449275362318841	chr18:12326569:+_vs_chr18:12329826:+	-0.898550724637681	chr18:12326569:+;chr18:12329826:+	proximal	FALSE
MALAT1	11.5375723835929	0.0211426190994095	0.0621110159702376	0.665540540540541	0.50484496124031	0.16069557930023	chr11:65499910:+_vs_chr11:65502988:+	0.307249109574691	chr11:65499910:+;chr11:65501332:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+	distal	FALSE
C11orf54	5.26941301883072	0.0217033297543719	0.0635383688326266	0	0.5	-0.5	chr11:93761717:+_vs_chr11:93762316:+	-1	chr11:93761717:+;chr11:93762316:+	proximal	FALSE
SRRM2	11.4630167467835	0.0218247828251503	0.0635666153990634	0.462264150943396	0.346153846153846	0.11611030478955	chr16:2758536:+_vs_chr16:2771408:+	0.273584905660377	chr16:2757819:+;chr16:2758536:+;chr16:2759032:+;chr16:2760492:+;chr16:2771408:+	distal	FALSE
SSRP1	5.25667703243862	0.021862722846321	0.0635666153990634	0.175438596491228	0.375	-0.199561403508772	chr11:57326854:-_vs_chr11:57325988:-	-0.399122807017544	chr11:57325988:-;chr11:57326854:-	proximal	FALSE
PHF6	7.60135135135135	0.0223556615751758	0.0647630196843029	0.1875	0.581081081081081	-0.393581081081081	chrX:134413556:+_vs_chrX:134428790:+	-0.787162162162162	chrX:134413556:+;chrX:134415115:+;chrX:134428790:+	proximal	FALSE
HTR2A	5.20833333333333	0.0224788733661252	0.0647630196843029	0	0.625	-0.625	chr13:46895150:-_vs_chr13:46832044:-	-1.25	chr13:46832044:-;chr13:46895150:-	proximal	FALSE
PCNA	5.20646438554457	0.0225030515981971	0.0647630196843029	0.4	0.714285714285714	-0.314285714285714	chr20:5115256:-_vs_chr20:5114958:-	-0.628571428571429	chr20:5114958:-;chr20:5115256:-	proximal	FALSE
SUMO2	5.17308528032731	0.0229394395549061	0.0657958925071463	0.952380952380952	0.782258064516129	0.170122887864823	chr17:75167947:-_vs_chr17:75167733:-	0.340245775729647	chr17:75167733:-;chr17:75167947:-	distal	FALSE
SERBP1	7.52973646723647	0.0231706651488747	0.0662353357286015	0.884615384615385	0.513888888888889	0.370726495726496	chr1:67420147:-_vs_chr1:67411053:-	0.741452991452991	chr1:67411053:-;chr1:67420019:-;chr1:67420147:-	distal	FALSE
NUP93	5.14298367584213	0.0233405008811799	0.0664035707431967	1	0.826666666666667	0.173333333333333	chr16:56824851:+_vs_chr16:56844765:+	0.346666666666667	chr16:56824851:+;chr16:56844765:+	distal	FALSE
LUC7L	9.4948749028749	0.0233859454089704	0.0664035707431967	0.586666666666667	0.692307692307692	-0.105641025641026	chr16:220583:-_vs_chr16:206117:-	-0.459487179487179	chr16:188990:-;chr16:206005:-;chr16:206117:-;chr16:220583:-	proximal	FALSE
STK4	5.1220134032634	0.0236241913978907	0.0665758270012583	1	0.607142857142857	0.392857142857143	chr20:44976031:+_vs_chr20:45025036:+	0.785714285714286	chr20:44976031:+;chr20:45025036:+	distal	FALSE
HSPE1	5.1143274630083	0.023729061939817	0.0665758270012583	0.344262295081967	0.178571428571429	0.165690866510539	chr2:197503383:+_vs_chr2:197503449:+	0.331381733021077	chr2:197503383:+;chr2:197503449:+	distal	FALSE
SUB1	7.479566588035	0.0237592513453667	0.0665758270012583	0.0952380952380952	0.369565217391304	-0.274327122153209	chr5:32601333:+_vs_chr5:32604067:+	-0.548654244306418	chr5:32601333:+;chr5:32601957:+;chr5:32604067:+	proximal	FALSE
RAC1	5.11204648526077	0.0237602774810144	0.0665758270012583	0.714285714285714	0.918367346938776	-0.204081632653061	chr7:6402689:+_vs_chr7:6403967:+	-0.408163265306122	chr7:6402689:+;chr7:6403967:+	proximal	FALSE
CORO1C	7.45803611865942	0.0240164069488357	0.0670721365117154	0.75	0.608695652173913	0.141304347826087	chr12:108648625:-_vs_chr12:108647490:-	0.479619565217391	chr12:108645109:-;chr12:108647490:-;chr12:108648625:-	distal	FALSE
YWHAH	5.04925816014361	0.0246364840809138	0.0685782786383471	1	0.854368932038835	0.145631067961165	chr22:31956482:+_vs_chr22:31957603:+	0.29126213592233	chr22:31956482:+;chr22:31957603:+	distal	FALSE
DNER	4.99181365316782	0.0254675025292882	0.0706598354489075	0.407407407407407	0.675	-0.267592592592593	chr2:229358470:-_vs_chr2:229357632:-	-0.535185185185185	chr2:229357632:-;chr2:229358470:-	proximal	FALSE
HAT1	4.96914390756303	0.0258034160457388	0.071358632647662	1	0.527777777777778	0.472222222222222	chr2:171979340:+_vs_chr2:171983686:+	0.944444444444444	chr2:171979340:+;chr2:171983686:+	distal	FALSE
HSPE1-MOB4	4.92571256942246	0.0264598879765854	0.0729365093900032	1	0.728813559322034	0.271186440677966	chr2:197551650:+_vs_chr2:197552617:+	0.542372881355932	chr2:197551650:+;chr2:197552617:+	distal	FALSE
SFRP1	9.20509593147339	0.0266847234026819	0.0733182206112521	0.215189873417722	0.2475	-0.0323101265822785	chr8:41265204:-_vs_chr8:41264209:-	-0.180569620253165	chr8:41261962:-;chr8:41264209:-;chr8:41265204:-;chr8:41265453:-	proximal	FALSE
PSAP	4.89521465556793	0.0269312252340002	0.0737568071731168	0.771929824561403	0.602739726027397	0.169190098534006	chr10:71816549:-_vs_chr10:71816298:-	0.338380197068012	chr10:71816298:-;chr10:71816549:-	distal	FALSE
CHKA	7.2	0.0273237224472926	0.074457695008355	0	0.721428571428572	-0.721428571428572	chr11:68064544:-_vs_chr11:68052859:-	-1.44285714285714	chr11:68052859:-;chr11:68053815:-;chr11:68064544:-	proximal	FALSE
EIF3J	4.86778846153846	0.027362545162081	0.074457695008355	0.8	0.266666666666667	0.533333333333333	chr15:44562089:+_vs_chr15:44562803:+	1.06666666666667	chr15:44562089:+;chr15:44562803:+	distal	FALSE
HACD3	7.18130453797326	0.0275803347578767	0.0747440396460909	0.207317073170732	0.190140845070423	0.0171762281003092	chr15:65577099:+_vs_chr15:65578349:+	0.255238749570594	chr15:65576369:+;chr15:65577099:+;chr15:65578349:+	distal	FALSE
TMSB15B	7.17670401493931	0.0276438497631007	0.0747440396460909	0.602941176470588	0.333333333333333	0.269607843137255	chrX:104072887:-_vs_chrX:103964583:+	0.754901960784314	chrX:103964583:+;chrX:103965976:+;chrX:104072887:-	distal	FALSE
GOLM1	4.84033613445378	0.0278014754706757	0.0749315957923927	0.416666666666667	0.805555555555556	-0.388888888888889	chr9:86026915:-_vs_chr9:86026141:-	-0.777777777777778	chr9:86026141:-;chr9:86026915:-	proximal	FALSE
RAB1A	4.82979249011858	0.0279719971441573	0.0751526125803467	0.428571428571429	0.86	-0.431428571428571	chr2:65088428:-_vs_chr2:65087878:-	-0.862857142857143	chr2:65087878:-;chr2:65088428:-	proximal	FALSE
ZC3H15	4.81180555555556	0.0282654151492928	0.0757013800055192	0.37037037037037	0.785714285714286	-0.415343915343915	chr2:186504166:+_vs_chr2:186509361:+	-0.830687830687831	chr2:186504166:+;chr2:186509361:+	proximal	FALSE
FBLN1	4.71846572449643	0.0298403570904709	0.0793786816986073	0.577777777777778	1	-0.422222222222222	chr22:45563362:+_vs_chr22:45601135:+	-0.844444444444445	chr22:45563362:+;chr22:45601135:+	proximal	FALSE
MYEF2	7.02095787810074	0.0298825990654858	0.0793786816986073	0.30952380952381	0.555555555555556	-0.246031746031746	chr15:48143045:-_vs_chr15:48141797:-	-0.492063492063492	chr15:48141797:-;chr15:48142197:-;chr15:48143045:-	proximal	FALSE
ANP32A	7.01852725951608	0.0299189377427024	0.0793786816986073	0.463414634146341	0.69047619047619	-0.227061556329849	chr15:68780105:-_vs_chr15:68778907:-	-0.454123112659698	chr15:68778907:-;chr15:68779873:-;chr15:68780105:-	proximal	FALSE
ASRGL1	4.67007797270955	0.0306925339924213	0.0811774497182732	0.736842105263158	0.222222222222222	0.514619883040936	chr11:62357090:+_vs_chr11:62393409:+	1.02923976608187	chr11:62357090:+;chr11:62393409:+	distal	FALSE
DAAM1	4.64194373401535	0.0311996460599935	0.082162910445682	0.1875	0.583333333333333	-0.395833333333333	chr14:59291305:+_vs_chr14:59330596:+	-0.791666666666667	chr14:59291305:+;chr14:59330596:+	proximal	FALSE
EIF2S2	6.93091630591631	0.031258680888051	0.082162910445682	0.625	0.642857142857143	-0.0178571428571428	chr20:34103499:-_vs_chr20:34098548:-	-0.583333333333333	chr20:34089440:-;chr20:34098548:-;chr20:34103499:-	proximal	FALSE
POMZP3	4.63125	0.0313946827736056	0.0822656965271333	0.769230769230769	0.346153846153846	0.423076923076923	chr7:76625526:-_vs_chr7:76609988:-	0.846153846153846	chr7:76609988:-;chr7:76625526:-	distal	FALSE
