gene_id	chisq	pvalue	adj_pvalue	PgG2M	PgS	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
VTA1	17.0017006802721	0.000203295425230996	0.00144731421999315	0.59375	0.612244897959184	-0.0184948979591837	chr6:142219603:+_vs_chr6:142220777:+	-0.869897959183673	chr6:142219115:+;chr6:142219603:+;chr6:142220777:+	proximal	TRUE
GTSE1	19.4998387630606	0.000215469778169442	0.00152004134417715	0.285714285714286	0.113475177304965	0.172239108409321	chr22:46308636:+_vs_chr22:46330332:+	0.419018671298306	chr22:46308636:+;chr22:46330332:+;chr22:46330537:+;chr22:46330810:+	distal	TRUE
DNAJA1	19.4798282967033	0.000217534727426972	0.00152078331966964	0.4	0.546153846153846	-0.146153846153846	chr9:33026861:+_vs_chr9:33039032:+	-0.519230769230769	chr9:33026861:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	proximal	TRUE
HSPA5	16.8362946351561	0.000220823389695874	0.00152999062860713	0.838709677419355	0.484848484848485	0.35386119257087	chr9:125240207:-_vs_chr9:125236247:-	0.70772238514174	chr9:125236247:-;chr9:125236815:-;chr9:125240207:-	distal	TRUE
PAX6	13.3952901104064	0.00025225692125625	0.00173231301676858	0.627906976744186	1	-0.372093023255814	chr11:31793214:-_vs_chr11:31789837:-	-0.744186046511628	chr11:31789837:-;chr11:31793214:-	proximal	TRUE
TPR	16.3237700877452	0.000285324039213047	0.00193334533662317	0.261904761904762	0.695652173913043	-0.433747412008282	chr1:186360828:-_vs_chr1:186350298:-	-0.867494824016563	chr1:186350298:-;chr1:186355500:-;chr1:186360828:-	proximal	TRUE
MATR3	21.2191040894653	0.000286513806329464	0.00193334533662317	0.34375	0.34156378600823	0.00218621399176955	chr5:139325489:+_vs_chr5:139329704:+	0.231481481481481	chr5:139319032:+;chr5:139322957:+;chr5:139325489:+;chr5:139329704:+;chr5:139330395:+	distal	TRUE
EXOSC8	18.8642345479386	0.000291651130358088	0.00195104549274031	0.462365591397849	0.554166666666667	-0.0918010752688173	chr13:37003361:+_vs_chr13:37008122:+	-0.419758064516129	chr13:37003361:+;chr13:37008122:+;chr13:37009401:+;chr13:37009602:+	proximal	TRUE
NUCB2	12.9732698754789	0.00031596970358419	0.00209566230753275	0.875	0.151515151515152	0.723484848484849	chr11:17310979:+_vs_chr11:17330200:+	1.4469696969697	chr11:17310979:+;chr11:17330200:+	distal	TRUE
MTDH	12.7864481351981	0.000349139387394539	0.00229603529337426	0.153846153846154	0.65625	-0.502403846153846	chr8:97661166:+_vs_chr8:97713735:+	-1.00480769230769	chr8:97661166:+;chr8:97713735:+	proximal	TRUE
EZH2	15.8784425451092	0.000356483974100691	0.00232463499077425	0.256756756756757	0.401709401709402	-0.144952644952645	chr7:148817899:-_vs_chr7:148807374:-	-0.432894432894433	chr7:148807374:-;chr7:148817899:-;chr7:148828769:-	proximal	TRUE
GNAI3	12.696237373572	0.000366392071265549	0.00236933539418388	0.0714285714285714	0.659574468085106	-0.588145896656535	chr1:109592110:+_vs_chr1:109593507:+	-1.17629179331307	chr1:109592110:+;chr1:109593507:+	proximal	TRUE
BZW1	12.5583918557391	0.00039443102949239	0.0025295742056702	1	0.421052631578947	0.578947368421053	chr2:200818026:+_vs_chr2:200823837:+	1.15789473684211	chr2:200818026:+;chr2:200823837:+	distal	TRUE
PCNA	12.5185185185185	0.000402938259262561	0.00256295155071924	0.4	0.788888888888889	-0.388888888888889	chr20:5115256:-_vs_chr20:5114958:-	-0.777777777777778	chr20:5114958:-;chr20:5115256:-	proximal	TRUE
FDX1	12.3323722718254	0.0004451703128326	0.00280855416876502	0.142857142857143	0.861111111111111	-0.718253968253968	chr11:110463075:+_vs_chr11:110463256:+	-1.43650793650794	chr11:110463075:+;chr11:110463256:+	proximal	TRUE
TXNL1	12.2269985661269	0.000471029108878812	0.00294773055233837	1	0.512820512820513	0.487179487179487	chr18:56602900:-_vs_chr18:56602822:-	0.974358974358974	chr18:56602822:-;chr18:56602900:-	distal	TRUE
CSNK1A1	15.156996131786	0.000511328628480929	0.00317432812560961	0.357142857142857	0.474358974358974	-0.117216117216117	chr5:149509933:-_vs_chr5:149493238:-	-0.919413919413919	chr5:149493238:-;chr5:149509933:-;chr5:149513127:-	proximal	TRUE
MPC1	12.0169471153846	0.000527189836557796	0.00324681994578452	0.375	0.923076923076923	-0.548076923076923	chr6:166365426:-_vs_chr6:166364919:-	-1.09615384615385	chr6:166364919:-;chr6:166365426:-	proximal	TRUE
IP6K2	11.9747730530339	0.000539256340005775	0.00329498362082269	1	0.347826086956522	0.652173913043478	chr3:48693764:-_vs_chr3:48693448:-	1.30434782608696	chr3:48693448:-;chr3:48693764:-	distal	TRUE
CFDP1	11.8464768623499	0.000577705401460387	0.00345670742340237	0.518518518518518	0.897959183673469	-0.379440665154951	chr16:75411869:-_vs_chr16:75293740:-	-0.758881330309902	chr16:75293740:-;chr16:75411869:-	proximal	TRUE
FAM13B	11.8453125	0.000578066737222644	0.00345670742340237	0.8	0	0.8	chr5:137952634:-_vs_chr5:137948988:-	1.6	chr5:137948988:-;chr5:137952634:-	distal	TRUE
XRCC5	17.4204162840526	0.000579087583817408	0.00345670742340237	0.722222222222222	0.506887052341598	0.215335169880625	chr2:216122176:+_vs_chr2:216206281:+	0.463269054178145	chr2:216122176:+;chr2:216127658:+;chr2:216205424:+;chr2:216206281:+	distal	TRUE
DNAJB9	11.8125	0.000588343788765141	0.00348515099299045	0.8	0.1	0.7	chr7:108574402:+_vs_chr7:108574850:+	1.4	chr7:108574402:+;chr7:108574850:+	distal	TRUE
EIF2AK1	14.8321365209514	0.000601509480962139	0.00348959539795221	0.477272727272727	0.478021978021978	-0.000749250749250807	chr7:6041141:-_vs_chr7:6024756:-	-0.674325674325674	chr7:6023831:-;chr7:6024756:-;chr7:6041141:-	proximal	TRUE
PRCC	11.7683625541126	0.000602459517214558	0.00348959539795221	1	0.52	0.48	chr1:156782318:+_vs_chr1:156800815:+	0.96	chr1:156782318:+;chr1:156800815:+	distal	TRUE
UBE2D1	11.7638888888889	0.000603909207323877	0.00348959539795221	0.714285714285714	0.142857142857143	0.571428571428571	chr10:58369596:+_vs_chr10:58369625:+	1.14285714285714	chr10:58369596:+;chr10:58369625:+	distal	TRUE
CCND2	21.6616758324318	0.00060708167361282	0.00348959539795221	0.322033898305085	0.381914893617021	-0.0598809953119365	chr12:4276581:+_vs_chr12:4300989:+	0.23728813559322	chr12:4276581:+;chr12:4300193:+;chr12:4300989:+;chr12:4301558:+;chr12:4302693:+;chr12:4305353:+	distal	TRUE
SMARCA5	17.1372769903854	0.000662251156713825	0.00376255134290662	0.430894308943089	0.267543859649123	0.163350449293967	chr4:143528017:+_vs_chr4:143550064:+	0.34403080872914	chr4:143528017:+;chr4:143543971:+;chr4:143548058:+;chr4:143550064:+	distal	TRUE
TGS1	11.5866634923874	0.000664264863373977	0.00376255134290662	0.727272727272727	0.111111111111111	0.616161616161616	chr8:55796089:+_vs_chr8:55802496:+	1.23232323232323	chr8:55796089:+;chr8:55802496:+	distal	TRUE
CENPC	11.5136969222001	0.000690852433693081	0.00385769644908926	0.363636363636364	0.862068965517241	-0.498432601880878	chr4:67518334:-_vs_chr4:67514258:-	-0.996865203761755	chr4:67514258:-;chr4:67518334:-	proximal	TRUE
ELMO2	11.5132867132867	0.000691004905184803	0.00385769644908926	0.214285714285714	1	-0.785714285714286	chr20:46378929:-_vs_chr20:46366050:-	-1.57142857142857	chr20:46366050:-;chr20:46378929:-	proximal	TRUE
ITM2B	14.4841129760242	0.000715838132841459	0.0039677885077498	0.461538461538462	0.458677685950413	0.00286077558804831	chr13:48261388:+_vs_chr13:48261870:+	0.408137317228226	chr13:48261388:+;chr13:48261870:+;chr13:48262047:+	distal	TRUE
PSMD8	11.4288064825289	0.000723141226951547	0.00397984107882554	0.6	0.134615384615385	0.465384615384615	chr19:38383475:+_vs_chr19:38383821:+	0.930769230769231	chr19:38383475:+;chr19:38383821:+	distal	TRUE
PTOV1	11.2746937237946	0.000785708165558866	0.00427487023887802	0.847222222222222	0.974842767295597	-0.127620545073375	chr19:49860064:+_vs_chr19:49860738:+	-0.255241090146751	chr19:49860064:+;chr19:49860738:+	proximal	TRUE
TMBIM6	14.2926188409125	0.000787766036288088	0.00427487023887802	0.659722222222222	0.544943820224719	0.114778401997503	chr12:49763005:+_vs_chr12:49764921:+	0.380461922596754	chr12:49761778:+;chr12:49763005:+;chr12:49764921:+	distal	TRUE
TBCD	11.2431161027738	0.000799188686624206	0.00430673903347489	1	0.391304347826087	0.608695652173913	chr17:82937314:+_vs_chr17:82942704:+	1.21739130434783	chr17:82937314:+;chr17:82942704:+	distal	TRUE
RAB5IF	11.2175735294118	0.000810263676179004	0.00433630767389591	0.294117647058824	0.78	-0.485882352941176	chr20:36612390:+_vs_chr20:36612554:+	-0.971764705882353	chr20:36612390:+;chr20:36612554:+	proximal	TRUE
CD99	14.0856617647059	0.000873649858316946	0.00464350883598596	0.720588235294118	0.484375	0.236213235294118	chrX:2741230:+_vs_chrX:2741309:+	0.558823529411765	chrX:2741230:+;chrX:2741309:+;chrY:2741309:+	distal	TRUE
GABPB1	11.0650925778767	0.000879681971934223	0.00464376333483644	0.181818181818182	0.833333333333333	-0.651515151515152	chr15:50285884:-_vs_chr15:50277257:-	-1.3030303030303	chr15:50277257:-;chr15:50285884:-	proximal	TRUE
CAPZB	11.0225536616162	0.00090009986458818	0.00471148112823826	0.857142857142857	0.375	0.482142857142857	chr1:19339115:-_vs_chr1:19338779:-	0.964285714285714	chr1:19338779:-;chr1:19339115:-	distal	TRUE
GNAS	14.0159183400622	0.00090465294859214	0.00471148112823826	0.8375	0.678082191780822	0.159417808219178	chr20:58910868:+_vs_chr20:58911126:+	0.428082191780822	chr20:58910868:+;chr20:58911126:+;chr20:58911174:+	distal	TRUE
SMC2	13.8982477435419	0.000959475409045518	0.00496368611612881	0.805555555555556	0.38	0.425555555555556	chr9:104102187:+_vs_chr9:104124999:+	0.851111111111111	chr9:104102187:+;chr9:104113474:+;chr9:104124999:+	distal	TRUE
CBX1	13.8305392077292	0.000992513837073257	0.00510060091105197	0.904761904761905	0.746478873239437	0.158283031522468	chr17:48070272:-_vs_chr17:48070059:-	0.538564721663313	chr17:48070059:-;chr17:48070272:-;chr17:48076978:-	distal	TRUE
GPM6A	16.1881721301074	0.0010375676940253	0.00529705612212917	0.559027777777778	0.621973929236499	-0.0629461514587213	chr4:175634820:-_vs_chr4:175633448:-	-0.278864059590317	chr4:175632943:-;chr4:175633448:-;chr4:175634820:-;chr4:175640800:-	proximal	TRUE
KLC1	16.0328001588546	0.00111655997853489	0.00566307544668675	0.434343434343434	0.420711974110032	0.013631460233402	chr14:103675587:+_vs_chr14:103685912:+	0.385995881141512	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	distal	TRUE
GNAI1	10.5177832919768	0.0011823122216376	0.00592030635814119	0.727272727272727	0.151515151515152	0.575757575757576	chr7:80217369:+_vs_chr7:80219408:+	1.15151515151515	chr7:80217369:+;chr7:80219408:+	distal	TRUE
RPL12	10.5174344665198	0.00118253541947408	0.00592030635814119	0.962025316455696	0.8	0.162025316455696	chr9:127449283:-_vs_chr9:127447674:-	0.324050632911392	chr9:127447674:-;chr9:127449283:-	distal	TRUE
EIF1	10.4512322355064	0.00122567663431659	0.00609695556557481	0.656565656565657	0.83625730994152	-0.179691653375864	chr17:41690999:+_vs_chr17:41691644:+	-0.359383306751728	chr17:41690999:+;chr17:41691644:+	proximal	TRUE
TUBB2B	13.2367286374704	0.001335613798368	0.00660150514352591	0.115120274914089	0.165915915915916	-0.0507956410018266	chr6:3224496:-_vs_chr6:3224403:-	-0.123169561313891	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
EEF1A1	15.4675276607915	0.00145772240550333	0.00715944675107962	0.976029962546817	0.983290118121579	-0.00726015557476234	chr6:73517595:-_vs_chr6:73517515:-	-0.0340535868625756	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-	proximal	FALSE
BIRC5	12.9054545454545	0.00157621752636561	0.00769273459408624	0.1	0.303571428571429	-0.203571428571429	chr17:78224699:+_vs_chr17:78225635:+	-0.407142857142857	chr17:78224699:+;chr17:78225351:+;chr17:78225635:+	proximal	TRUE
TLE5	12.8429880962092	0.00162622476084945	0.00786393617197131	0.451923076923077	0.426829268292683	0.025093808630394	chr19:3053062:-_vs_chr19:3052910:-	0.398686679174484	chr19:3052910:-;chr19:3053062:-;chr19:3053159:-	distal	TRUE
CDCA2	9.91338842975207	0.0016408074925295	0.00786393617197131	0.109090909090909	0.538461538461538	-0.429370629370629	chr8:25488627:+_vs_chr8:25503399:+	-0.858741258741259	chr8:25488627:+;chr8:25503399:+	proximal	TRUE
ZSCAN26	9.91238982966924	0.00164169801528267	0.00786393617197131	1	0.333333333333333	0.666666666666667	chr6:28278020:+_vs_chr6:28278204:+	1.33333333333333	chr6:28278020:+;chr6:28278204:+	distal	TRUE
TCEA2	9.84610513296227	0.00170191716023099	0.00810237862784816	1	0.56	0.44	chr20:64071198:+_vs_chr20:64072347:+	0.88	chr20:64071198:+;chr20:64072347:+	distal	TRUE
SRSF4	9.80783880471381	0.00173769592379303	0.00822226851745968	1	0.563636363636364	0.436363636363636	chr1:29149156:-_vs_chr1:29147837:-	0.872727272727273	chr1:29147837:-;chr1:29149156:-	distal	TRUE
CCT5	12.6876431627367	0.00175757267924397	0.00825038055668886	0.731884057971014	0.841269841269841	-0.109385783298827	chr5:10264926:+_vs_chr5:10265080:+	-0.281228433402346	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	proximal	TRUE
RPLP1	9.77927282836333	0.00176490099537416	0.00825038055668886	0.885714285714286	0.954792043399638	-0.0690777576853526	chr15:69455456:+_vs_chr15:69455546:+	-0.138155515370705	chr15:69455456:+;chr15:69455546:+	proximal	FALSE
PABPC1	12.6212589877001	0.00181688915860065	0.00844255082080303	0.321052631578947	0.489795918367347	-0.1687432867884	chr8:100703295:-_vs_chr8:100703118:-	-0.351235230934479	chr8:100702930:-;chr8:100703118:-;chr8:100703295:-	proximal	TRUE
BTBD10	9.70178469649473	0.00184089138006618	0.00850316494601996	0.0909090909090909	0.551724137931034	-0.460815047021944	chr11:13389109:-_vs_chr11:13388022:-	-0.921630094043887	chr11:13388022:-;chr11:13389109:-	proximal	TRUE
RPS8	9.68346988020801	0.00185933161635726	0.00850493819106048	0.741007194244604	0.862068965517241	-0.121061771272637	chr1:44778056:+_vs_chr1:44778740:+	-0.242123542545274	chr1:44778056:+;chr1:44778740:+	proximal	TRUE
WTAP	9.67965588557187	0.0018631952222684	0.00850493819106048	0.75	0.274509803921569	0.475490196078431	chr6:159749419:+_vs_chr6:159756319:+	0.950980392156863	chr6:159749419:+;chr6:159756319:+	distal	TRUE
RSRC2	14.8302980788275	0.00196756639001865	0.00892883929037703	0.481481481481481	0.522727272727273	-0.0412457912457913	chr12:122522153:-_vs_chr12:122517327:-	-0.603535353535354	chr12:122505055:-;chr12:122517327:-;chr12:122518884:-;chr12:122522153:-	proximal	TRUE
SFRP1	12.413455261042	0.00201582320102896	0.00909464420929345	0.322784810126582	0.444134078212291	-0.121349268085708	chr8:41265453:-_vs_chr8:41264209:-	-0.242698536171416	chr8:41264209:-;chr8:41265204:-;chr8:41265453:-	proximal	TRUE
TTLL1	9.4693735540775	0.00208930709042784	0.00937168960793066	0.263157894736842	1	-0.736842105263158	chr22:43039644:-_vs_chr22:43039516:-	-1.47368421052632	chr22:43039516:-;chr22:43039644:-	proximal	TRUE
DDX5	9.34050799874466	0.00224143384059864	0.00993984834261972	0.75	0.884105960264901	-0.134105960264901	chr17:64502479:-_vs_chr17:64499620:-	-0.268211920529801	chr17:64499620:-;chr17:64502479:-	proximal	TRUE
DNER	9.3403807277628	0.00224158951025574	0.00993984834261972	0.407407407407407	0.777777777777778	-0.37037037037037	chr2:229358470:-_vs_chr2:229357632:-	-0.740740740740741	chr2:229357632:-;chr2:229358470:-	proximal	TRUE
HNRNPDL	14.5081667136018	0.00228905575037269	0.0100926548993705	0.333333333333333	0.415422885572139	-0.082089552238806	chr4:82424628:-_vs_chr4:82423207:-	-0.343283582089552	chr4:82423207:-;chr4:82424273:-;chr4:82424628:-;chr4:82427245:-	proximal	TRUE
SRSF2	12.1085887206843	0.00234775820760136	0.0102929964355856	0.948529411764706	0.925531914893617	0.022997496871089	chr17:76735853:-_vs_chr17:76734837:-	0.14549436795995	chr17:76734128:-;chr17:76734837:-;chr17:76735853:-	distal	FALSE
KIF4A	12.0627289377289	0.00240221399520852	0.0104725733723697	0.525641025641026	0.09375	0.431891025641026	chrX:70302059:+_vs_chrX:70374194:+	0.863782051282051	chrX:70302059:+;chrX:70330267:+;chrX:70374194:+	distal	TRUE
YWHAZ	16.3968583021315	0.00253035308665244	0.010911795013184	0.629518072289157	0.573033707865168	0.0564843644239882	chr8:100919924:-_vs_chr8:100919541:-	0.241640720184107	chr8:100918727:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-	distal	TRUE
RAB14	9.11798469387755	0.0025310864721303	0.010911795013184	0.928571428571429	0.35	0.578571428571429	chr9:121180677:-_vs_chr9:121179290:-	1.15714285714286	chr9:121179290:-;chr9:121180677:-	distal	TRUE
PRPF6	9	0.00269979606326019	0.011574816271215	0.958333333333333	0.541666666666667	0.416666666666667	chr20:63984997:+_vs_chr20:64033097:+	0.833333333333333	chr20:63984997:+;chr20:64033097:+	distal	TRUE
PLPP5	8.9762443438914	0.0027351225051353	0.0116618410109066	0	0.65	-0.65	chr8:38263509:-_vs_chr8:38263130:-	-1.3	chr8:38263130:-;chr8:38263509:-	proximal	TRUE
HSBP1	11.7854222420458	0.00275948524792303	0.0117014237835425	0.233333333333333	0.536842105263158	-0.303508771929825	chr16:83811666:+_vs_chr16:83812993:+	-0.607017543859649	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	proximal	TRUE
ERBIN	8.83801020408163	0.00295020623509658	0.0124421741219291	1	0.481481481481481	0.518518518518519	chr5:66044226:+_vs_chr5:66046380:+	1.03703703703704	chr5:66044226:+;chr5:66046380:+	distal	TRUE
UBE2D3	11.6098484848485	0.00301268297800191	0.0125705242050087	0.583333333333333	0.28125	0.302083333333333	chr4:102796133:-_vs_chr4:102795976:-	0.708333333333333	chr4:102795976:-;chr4:102796133:-;chr4:102796590:-	distal	TRUE
DLGAP4	8.79445090166244	0.00302148172886012	0.0125705242050087	0.5	1	-0.5	chr20:36527080:+_vs_chr20:36527249:+	-1	chr20:36527080:+;chr20:36527249:+	proximal	TRUE
KIF15	17.9336956353085	0.00303066057330355	0.0125705242050087	0.309677419354839	0.551851851851852	-0.242174432497013	chr3:44826164:+_vs_chr3:44843225:+	-0.493428912783751	chr3:44802942:+;chr3:44826164:+;chr3:44840383:+;chr3:44843225:+;chr3:44852721:+;chr3:44853253:+	proximal	TRUE
UQCRFS1	8.78004535147392	0.00304543627647119	0.0125705242050087	1	0.28	0.72	chr19:29207388:-_vs_chr19:29207270:-	1.44	chr19:29207270:-;chr19:29207388:-	distal	TRUE
RBMX	11.4565177723576	0.00325273568923874	0.013355147591795	0.280555555555556	0.194570135746606	0.0859854198089492	chrX:136874047:-_vs_chrX:136873461:-	0.301860231271996	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	distal	TRUE
CALM1	13.7470792235461	0.00327043917091071	0.013357162087509	0.763157894736842	0.755747126436782	0.0074107683000606	chr14:90405213:+_vs_chr14:90405610:+	0.314882032667877	chr14:90403939:+;chr14:90404963:+;chr14:90405213:+;chr14:90405610:+	distal	TRUE
CENPF	17.7353938503846	0.00329698193857581	0.0133950679808106	0.261855670103093	0.402816901408451	-0.140961231305358	chr1:214615008:+_vs_chr1:214664092:+	-0.241614636271236	chr1:214615008:+;chr1:214619185:+;chr1:214629158:+;chr1:214640168:+;chr1:214641762:+;chr1:214664092:+	proximal	TRUE
TRIM27	8.62276777461456	0.0033198701836282	0.0134178086588306	0.478260869565217	0.864864864864865	-0.386603995299648	chr6:28921954:-_vs_chr6:28903002:-	-0.773207990599295	chr6:28903002:-;chr6:28921954:-	proximal	TRUE
PBK	8.59191152620584	0.0033765938302838	0.0135763565404157	0.742857142857143	0.426829268292683	0.31602787456446	chr8:27809901:-_vs_chr8:27809666:-	0.63205574912892	chr8:27809666:-;chr8:27809901:-	distal	TRUE
ITGB1BP1	8.56065476190476	0.00343505855871395	0.0137402342348558	0.478260869565217	1	-0.521739130434783	chr2:9406717:-_vs_chr2:9406660:-	-1.04347826086957	chr2:9406660:-;chr2:9406717:-	proximal	TRUE
HLA-A	8.54688963210702	0.00346113117404256	0.0137735271336258	0.772727272727273	0.307692307692308	0.465034965034965	chr6:29945773:+_vs_chr6:29945837:+	0.93006993006993	chr6:29945773:+;chr6:29945837:+	distal	TRUE
GET1	8.51604737854738	0.00352028255871278	0.0139374452324547	0.666666666666667	0.0714285714285714	0.595238095238095	chr21:39397700:+_vs_chr21:39397788:+	1.19047619047619	chr21:39397700:+;chr21:39397788:+	distal	TRUE
OAZ1	11.2705760464843	0.00356964894327775	0.0140611552283428	0.754237288135593	0.517241379310345	0.236995908825248	chr19:2273241:+_vs_chr19:2273488:+	0.473991817650497	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	distal	TRUE
PHF14	11.2417582417582	0.00362145601153551	0.014193181136119	0.428571428571429	0.519230769230769	-0.0906593406593407	chr7:10982554:+_vs_chr7:11037043:+	-1.08791208791209	chr7:10982484:+;chr7:10982554:+;chr7:11037043:+	proximal	TRUE
MLLT10	8.35227272727273	0.00385205206578479	0.014945962015245	0	0.681818181818182	-0.681818181818182	chr10:21673700:+_vs_chr10:21673755:+	-1.36363636363636	chr10:21673700:+;chr10:21673755:+	proximal	TRUE
TMOD3	8.35227272727273	0.00385205206578479	0.014945962015245	0	0.681818181818182	-0.681818181818182	chr15:51909658:+_vs_chr15:51909872:+	-1.36363636363636	chr15:51909658:+;chr15:51909872:+	proximal	TRUE
SEPTIN2	15.3969040084715	0.00394499763193541	0.0151079262379546	0.456521739130435	0.288265306122449	0.168256433007986	chr2:241351994:+_vs_chr2:241353736:+	0.459183673469388	chr2:241351994:+;chr2:241352555:+;chr2:241353497:+;chr2:241353736:+;chr2:241354027:+	distal	TRUE
MAT2B	11.0702272187411	0.00394576033517447	0.0151079262379546	0.741379310344828	0.753731343283582	-0.0123520329387545	chr5:163519151:+_vs_chr5:163519211:+	-0.258620689655172	chr5:163519151:+;chr5:163519211:+;chr5:163519322:+	proximal	TRUE
LSM5	8.30564594730554	0.00395220235348554	0.0151079262379546	0.184210526315789	0.51063829787234	-0.326427771556551	chr7:32487035:-_vs_chr7:32486805:-	-0.652855543113102	chr7:32486805:-;chr7:32487035:-	proximal	TRUE
INSIG1	8.2841150210084	0.00399933914271751	0.0152131724252391	0	0.347222222222222	-0.347222222222222	chr7:155308762:+_vs_chr7:155310235:+	-0.694444444444444	chr7:155308762:+;chr7:155310235:+	proximal	TRUE
SDF4	8.24523351312666	0.00408591521401234	0.0154507530098567	1	0.515151515151515	0.484848484848485	chr1:1217092:-_vs_chr1:1216931:-	0.96969696969697	chr1:1216931:-;chr1:1217092:-	distal	TRUE
TMEM161B-AS1	8.23827151341422	0.0041016174227197	0.0154507530098567	1	0.634146341463415	0.365853658536585	chr5:88284220:+_vs_chr5:88436672:+	0.731707317073171	chr5:88284220:+;chr5:88436672:+	distal	TRUE
BBS4	8.215792326546	0.004152737880312	0.0155485268291463	1	0.294117647058824	0.705882352941176	chr15:72737576:+_vs_chr15:72738109:+	1.41176470588235	chr15:72737576:+;chr15:72738109:+	distal	TRUE
LBR	8.20485546251994	0.00417784369098648	0.0155485268291463	0.0227272727272727	0.24	-0.217272727272727	chr1:225419345:-_vs_chr1:225401502:-	-0.434545454545455	chr1:225401502:-;chr1:225419345:-	proximal	TRUE
EMX2	10.9510489510489	0.00418803145388008	0.0155485268291463	1	0.454545454545455	0.545454545454545	chr10:117548788:+_vs_chr10:117549548:+	1.36363636363636	chr10:117548325:+;chr10:117548788:+;chr10:117549548:+	distal	TRUE
KCNAB3	8.19192730346576	0.00420771988933082	0.0155485268291463	1	0.333333333333333	0.666666666666667	chr17:7922754:-_vs_chr17:7922337:-	1.33333333333333	chr17:7922337:-;chr17:7922754:-	distal	TRUE
BUB1B	13.0438286859339	0.00454277570826628	0.0167070803299272	0.474358974358974	0.565656565656566	-0.0912975912975914	chr15:40196755:+_vs_chr15:40198506:+	-0.596736596736597	chr15:40183839:+;chr15:40196755:+;chr15:40198506:+;chr15:40221123:+	proximal	TRUE
MARCHF7	10.6727313566936	0.00481333215810403	0.0174786026529523	0.5	0.490566037735849	0.00943396226415094	chr2:159747856:+_vs_chr2:159748898:+	0.529481132075472	chr2:159747856:+;chr2:159748898:+;chr2:159767941:+	distal	TRUE
UBXN4	7.94670846394984	0.00481749166220152	0.0174786026529523	1	0.541666666666667	0.458333333333333	chr2:135748886:+_vs_chr2:135769811:+	0.916666666666667	chr2:135748886:+;chr2:135769811:+	distal	TRUE
TRIM24	7.94571759259259	0.00482013011305642	0.0174786026529523	0	0.625	-0.625	chr7:138525322:+_vs_chr7:138580656:+	-1.25	chr7:138525322:+;chr7:138580656:+	proximal	TRUE
NFIX	10.6544117647059	0.00485762384043104	0.0175326330240674	0.5	0.378048780487805	0.121951219512195	chr19:13095019:+_vs_chr19:13096969:+	0.524390243902439	chr19:13094675:+;chr19:13095019:+;chr19:13096969:+	distal	TRUE
SDCBP	7.88164382877678	0.00499390670017941	0.0179410722191631	0.975903614457831	0.833333333333333	0.142570281124498	chr8:58579688:+_vs_chr8:58582840:+	0.285140562248996	chr8:58579688:+;chr8:58582840:+	distal	TRUE
SNX3	7.78848199672668	0.00525803549632777	0.0188029287794947	0.423076923076923	0.0857142857142857	0.337362637362637	chr6:108211536:-_vs_chr6:108211222:-	0.674725274725275	chr6:108211222:-;chr6:108211536:-	distal	TRUE
KCTD6	7.70131153431548	0.00551807157371876	0.0196423098220447	0.666666666666667	0.136363636363636	0.53030303030303	chr3:58501979:+_vs_chr3:58502356:+	1.06060606060606	chr3:58501979:+;chr3:58502356:+	distal	TRUE
IPO5	7.66806972789116	0.00562065534798483	0.0199161121006221	0	0.714285714285714	-0.714285714285714	chr13:98010203:+_vs_chr13:98015624:+	-1.42857142857143	chr13:98010203:+;chr13:98015624:+	proximal	TRUE
IGFBPL1	10.3460825977988	0.00566730660940143	0.0199901360404341	0.611111111111111	0.551020408163265	0.0600907029478459	chr9:38407304:-_vs_chr9:38407239:-	0.859410430839002	chr9:38406528:-;chr9:38407239:-;chr9:38407304:-	distal	TRUE
CCDC90B	7.61904761904762	0.00577549808930521	0.0202795770013613	0.916666666666667	0.35	0.566666666666667	chr11:83261762:-_vs_chr11:83261456:-	1.13333333333333	chr11:83261456:-;chr11:83261762:-	distal	TRUE
NEUROD6	10.2881310198383	0.0058339235612009	0.0203179636196848	0.888888888888889	0.536585365853659	0.35230352303523	chr7:31338080:-_vs_chr7:31337465:-	1.01084010840108	chr7:31337465:-;chr7:31338080:-;chr7:31339095:-	distal	TRUE
RBM39	10.2864612511671	0.00583879624637848	0.0203179636196848	0.852941176470588	0.466666666666667	0.386274509803922	chr20:35732006:-_vs_chr20:35703614:-	0.772549019607843	chr20:35703614:-;chr20:35704338:-;chr20:35732006:-	distal	TRUE
FDFT1	10.1767312979492	0.00616809248212168	0.0213680346702072	0.4	0.511029411764706	-0.111029411764706	chr8:11838962:+_vs_chr8:11839298:+	-0.410828877005348	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	proximal	TRUE
