gene_id	chisq	pvalue	adj_pvalue	PgS	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
SOX11	12.7779514603044	0.000350728802113586	0.00201500441598911	0	0.764705882352941	-0.764705882352941	chr2:5695459:+_vs_chr2:5701385:+	-1.52941176470588	chr2:5695459:+;chr2:5701385:+	proximal	TRUE
TP53RK	12.7654045158416	0.000353089227412684	0.002018859458173	0.0454545454545455	0.538461538461538	-0.493006993006993	chr20:46686643:-_vs_chr20:46684365:-	-0.986013986013986	chr20:46684365:-;chr20:46686643:-	proximal	TRUE
SNRPD1	15.8573335713418	0.000360266405226831	0.00205008740117173	0.603305785123967	0.5	0.103305785123967	chr18:21629235:+_vs_chr18:21630223:+	0.495738636363636	chr18:21623930:+;chr18:21629235:+;chr18:21630223:+	distal	TRUE
PRELID1	12.6345875124243	0.000378674757651274	0.00214462718195864	0.416666666666667	0.107142857142857	0.30952380952381	chr5:177306661:+_vs_chr5:177306949:+	0.619047619047619	chr5:177306661:+;chr5:177306949:+	distal	TRUE
EEF1A1	20.5969343057544	0.00038058535348233	0.00214528064816691	0.982373172828891	0.983756768013328	-0.00138359518443698	chr6:73517711:-_vs_chr6:73517515:-	-0.0176936164818113	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519918:-	proximal	FALSE
ERP44	15.7155614112136	0.000386731190060674	0.00216386420961846	0.391304347826087	0.375	0.0163043478260869	chr9:99982143:-_vs_chr9:99981711:-	0.815217391304348	chr9:99981711:-;chr9:99982143:-;chr9:99982494:-	distal	TRUE
PDIA3	15.7115702380494	0.000387503716199457	0.00216386420961846	0.588709677419355	0.574468085106383	0.0142415923129718	chr15:43769565:+_vs_chr15:43771182:+	0.44337680164722	chr15:43769565:+;chr15:43771182:+;chr15:43771540:+	distal	TRUE
DNAJB6	18.1775778886148	0.000404270178469022	0.00224699006172317	0.537878787878788	0.70873786407767	-0.170859076198882	chr7:157386284:+_vs_chr7:157417435:+	-0.468446601941748	chr7:157363212:+;chr7:157384995:+;chr7:157386284:+;chr7:157417435:+	proximal	TRUE
YWHAE	15.6085722819594	0.00040798255534576	0.00224784435372472	0.632142857142857	0.788095238095238	-0.155952380952381	chr17:1364908:-_vs_chr17:1344539:-	-0.311904761904762	chr17:1344539:-;chr17:1345454:-;chr17:1364908:-	proximal	TRUE
PSMD5	12.4943438914027	0.000408185962140807	0.00224784435372472	1	0.277777777777778	0.722222222222222	chr9:120817265:-_vs_chr9:120816353:-	1.44444444444444	chr9:120816353:-;chr9:120817265:-	distal	TRUE
CD2BP2	12.4066013558201	0.000427818780345154	0.00233866183463552	0.8125	0.111111111111111	0.701388888888889	chr16:30352847:-_vs_chr16:30350773:-	1.40277777777778	chr16:30350773:-;chr16:30352847:-	distal	TRUE
TBPL1	12.3948303750872	0.000430524101573687	0.00233866183463552	0	0.428571428571429	-0.428571428571429	chr6:133987490:+_vs_chr6:133989374:+	-0.857142857142857	chr6:133987490:+;chr6:133989374:+	proximal	TRUE
ERBIN	12.394724025974	0.000430548622275995	0.00233866183463552	0.481481481481481	1	-0.518518518518519	chr5:66044226:+_vs_chr5:66046380:+	-1.03703703703704	chr5:66044226:+;chr5:66046380:+	proximal	TRUE
CCNL1	15.4769099947671	0.000435744281333211	0.00235358301293109	0.769230769230769	0.446428571428571	0.322802197802198	chr3:157154264:-_vs_chr3:157147796:-	0.645604395604396	chr3:157147796:-;chr3:157149936:-;chr3:157154264:-	distal	TRUE
CALM3	12.3620492900909	0.00043814949261282	0.00235358301293109	0.794701986754967	0.552238805970149	0.242463180784818	chr19:46609305:+_vs_chr19:46610782:+	0.484926361569635	chr19:46609305:+;chr19:46610782:+	distal	TRUE
ZRANB2	12.3575605680869	0.000439204194044881	0.00235358301293109	0.315789473684211	0.904761904761905	-0.588972431077694	chr1:71070919:-_vs_chr1:71063291:-	-1.17794486215539	chr1:71063291:-;chr1:71070919:-	proximal	TRUE
LAPTM4B	12.3479758828596	0.000441464861732532	0.00235513620433203	0.32	0.777777777777778	-0.457777777777778	chr8:97851846:+_vs_chr8:97852595:+	-0.915555555555556	chr8:97851846:+;chr8:97852595:+	proximal	TRUE
SEC63	15.417706190868	0.000448835954054918	0.00238381762264723	0.346153846153846	0.691176470588235	-0.345022624434389	chr6:107929415:-_vs_chr6:107883000:-	-0.891402714932127	chr6:107870754:-;chr6:107883000:-;chr6:107929415:-	proximal	TRUE
SKA2	20.2104866380616	0.000453812722215266	0.00239201840483348	0.519607843137255	0.375	0.144607843137255	chr17:59111856:-_vs_chr17:59109951:-	0.565953654188948	chr17:59109951:-;chr17:59110987:-;chr17:59111856:-;chr17:59112076:-;chr17:59112318:-	distal	TRUE
BBS2	12.2941370520318	0.000454383412466276	0.00239201840483348	1	0.210526315789474	0.789473684210526	chr16:56484385:-_vs_chr16:56484348:-	1.57894736842105	chr16:56484348:-;chr16:56484385:-	distal	TRUE
LITAF	12.2497847072018	0.000465311841853257	0.00243880548690632	0.0666666666666667	0.444444444444444	-0.377777777777778	chr16:11548579:-_vs_chr16:11547997:-	-0.755555555555556	chr16:11547997:-;chr16:11548579:-	proximal	TRUE
KCTD13	12.1094976452119	0.000501656485071494	0.00261781440899754	0.333333333333333	1	-0.666666666666667	chr16:29922029:-_vs_chr16:29906339:-	-1.33333333333333	chr16:29906339:-;chr16:29922029:-	proximal	TRUE
ITSN1	12.034188034188	0.000522335828897824	0.00270770064146771	0.846153846153846	0	0.846153846153846	chr21:33774850:+_vs_chr21:33794454:+	1.69230769230769	chr21:33774850:+;chr21:33794454:+	distal	TRUE
ZWINT	12.0179514143915	0.00052690584135462	0.00270770064146771	0.175572519083969	0	0.175572519083969	chr10:56357445:-_vs_chr10:56357247:-	0.351145038167939	chr10:56357247:-;chr10:56357445:-	distal	TRUE
BCLAF1	17.6184328428598	0.000527179699127603	0.00270770064146771	0.452991452991453	0.546296296296296	-0.0933048433048433	chr6:136278359:-_vs_chr6:136276439:-	-0.66025641025641	chr6:136272002:-;chr6:136276045:-;chr6:136276439:-;chr6:136278359:-	proximal	TRUE
RTN4	15.093036973659	0.000527944978629268	0.00270770064146771	0.71969696969697	0.552631578947368	0.167065390749601	chr2:55026600:-_vs_chr2:54972189:-	0.554625199362041	chr2:54972189:-;chr2:55026600:-;chr2:55027115:-	distal	TRUE
IFT81	11.9678267045455	0.000541270349429644	0.00276417977593344	0	0.733333333333333	-0.733333333333333	chr12:110146998:+_vs_chr12:110218077:+	-1.46666666666667	chr12:110146998:+;chr12:110218077:+	proximal	TRUE
NAP1L4	14.9931723123457	0.0005549757403952	0.00282211067988197	0.867256637168142	0.638888888888889	0.228367748279253	chr11:2969899:-_vs_chr11:2944437:-	0.456735496558505	chr11:2944437:-;chr11:2958488:-;chr11:2969899:-	distal	TRUE
TRA2B	19.7478224776803	0.000560016235413193	0.0028356754293168	0.531990521327014	0.420940170940171	0.111050350386843	chr3:185922057:-_vs_chr3:185917328:-	0.27901324583789	chr3:185916744:-;chr3:185917124:-;chr3:185917328:-;chr3:185922057:-;chr3:185931624:-	distal	TRUE
CNN2	11.8844332855093	0.000566050460739946	0.00284203722181544	0	0.829268292682927	-0.829268292682927	chr19:1038309:+_vs_chr19:1039063:+	-1.65853658536585	chr19:1038309:+;chr19:1039063:+	proximal	TRUE
MFGE8	11.8776459447415	0.000568117019573129	0.00284203722181544	0.941176470588235	0.636363636363636	0.304812834224599	chr15:88903655:-_vs_chr15:88898683:-	0.609625668449198	chr15:88898683:-;chr15:88903655:-	distal	TRUE
CCNG1	14.9453441295547	0.000568407444363087	0.00284203722181544	0.634615384615385	0.4	0.234615384615385	chr5:163444279:+_vs_chr5:163444414:+	0.869230769230769	chr5:163444279:+;chr5:163444414:+;chr5:163445016:+	distal	TRUE
CDK11A	11.8439156431803	0.000578500523935862	0.00288045052543065	0	0.764705882352941	-0.764705882352941	chr1:1708200:-_vs_chr1:1705645:-	-1.52941176470588	chr1:1705645:-;chr1:1708200:-	proximal	TRUE
CD99	17.3592063462884	0.000596138386745038	0.00295595590108017	0.495934959349593	0.753424657534246	-0.257489698184653	chrX:2741230:+_vs_chrY:2741309:+	-0.421650517875042	chrX:2741230:+;chrX:2741309:+;chrY:2741230:+;chrY:2741309:+	proximal	TRUE
TMPO	21.5146359889745	0.000647335755060448	0.00318959969829331	0.444660194174757	0.616326530612245	-0.171666336437488	chr12:98535629:+_vs_chr12:98550312:+	-0.425599365959976	chr12:98527918:+;chr12:98535629:+;chr12:98545063:+;chr12:98547951:+;chr12:98550312:+;chr12:98550351:+	proximal	TRUE
SMC4	27.216606267056	0.000648596424004413	0.00318959969829331	0.453216374269006	0.408088235294118	0.0451281389748882	chr3:160414412:+_vs_chr3:160431190:+	0.276229790161679	chr3:160412058:+;chr3:160413571:+;chr3:160414412:+;chr3:160416412:+;chr3:160419378:+;chr3:160430650:+;chr3:160431190:+;chr3:160431821:+;chr3:160434937:+	distal	TRUE
LRRFIP2	11.5899725274725	0.000663083917450223	0.00324748066128286	0	0.777777777777778	-0.777777777777778	chr3:37083780:-_vs_chr3:37074593:-	-1.55555555555556	chr3:37074593:-;chr3:37083780:-	proximal	TRUE
EIF4A1	11.575215578282	0.000668366868245237	0.00325999350021657	0.40506329113924	0.585470085470085	-0.180406794330845	chr17:7578627:+_vs_chr17:7578978:+	-0.36081358866169	chr17:7578627:+;chr17:7578978:+	proximal	TRUE
HNRNPAB	14.5984622230267	0.000676058388917287	0.00328410477543153	0.781746031746032	0.938271604938272	-0.15652557319224	chr5:178207165:+_vs_chr5:178211163:+	-0.340388007054674	chr5:178205939:+;chr5:178207165:+;chr5:178211163:+	proximal	TRUE
RPS20	14.5791408893648	0.000682621213359635	0.00330256012131483	0.495253164556962	0.506269592476489	-0.0110164279195271	chr8:56073054:-_vs_chr8:56071216:-	-0.0908198087377484	chr8:56071216:-;chr8:56073054:-;chr8:56073735:-	proximal	FALSE
SALL1	11.4475501253133	0.000715883198319878	0.00344951783061393	1	0.263157894736842	0.736842105263158	chr16:51136678:-_vs_chr16:51135982:-	1.47368421052632	chr16:51135982:-;chr16:51136678:-	distal	TRUE
INSIG1	16.9482069670712	0.000724289508710659	0.00346692640690053	0.564814814814815	0.471337579617834	0.0934772351969803	chr7:155309212:+_vs_chr7:155310235:+	0.245311394196744	chr7:155308595:+;chr7:155308762:+;chr7:155309212:+;chr7:155310235:+	distal	TRUE
BNIP3	14.4578547714911	0.000725298411485466	0.00346692640690053	0.519230769230769	0.590909090909091	-0.0716783216783217	chr10:131970915:-_vs_chr10:131968375:-	-0.762237762237762	chr10:131967686:-;chr10:131968375:-;chr10:131970915:-	proximal	TRUE
PLPP5	11.4089112496851	0.000730926541919525	0.00347990923344156	0.722222222222222	0.178571428571429	0.543650793650794	chr8:38266982:-_vs_chr8:38263130:-	1.08730158730159	chr8:38263130:-;chr8:38266982:-	distal	TRUE
NPM1	16.9196308493293	0.000734155517678829	0.00348141207788175	0.805907172995781	0.776255707762557	0.0296514652332237	chr5:171406727:+_vs_chr5:171410884:+	0.237905323391711	chr5:171405383:+;chr5:171406727:+;chr5:171410570:+;chr5:171410884:+	distal	TRUE
UBQLN1	11.3590300324675	0.000750820257444387	0.00354636445709898	0.318181818181818	0.933333333333333	-0.615151515151515	chr9:83661432:-_vs_chr9:83659970:-	-1.23030303030303	chr9:83659970:-;chr9:83661432:-	proximal	TRUE
GLO1	11.2664480315875	0.000789205935389427	0.00368916749200338	0.841463414634146	1	-0.158536585365854	chr6:38682010:-_vs_chr6:38675945:-	-0.317073170731707	chr6:38675945:-;chr6:38682010:-	proximal	TRUE
RDX	14.286253101737	0.000790277387378614	0.00368916749200338	0.645161290322581	0.2	0.445161290322581	chr11:110279692:-_vs_chr11:110233299:-	0.890322580645161	chr11:110233299:-;chr11:110247789:-;chr11:110279692:-	distal	TRUE
DDX3X	11.2638403263403	0.000790315379040055	0.00368916749200338	0.380952380952381	1	-0.619047619047619	chrX:41348207:+_vs_chrX:41350204:+	-1.23809523809524	chrX:41348207:+;chrX:41350204:+	proximal	TRUE
SMAP1	11.2299465240642	0.000804879639444724	0.00374253373204843	0.80952380952381	0	0.80952380952381	chr6:70773392:+_vs_chr6:70861163:+	1.61904761904762	chr6:70773392:+;chr6:70861163:+	distal	TRUE
TBCD	14.1520467836257	0.000845127214856273	0.00391444582074902	0.314814814814815	0.722222222222222	-0.407407407407407	chr17:82937314:+_vs_chr17:82943186:+	-0.814814814814815	chr17:82937314:+;chr17:82942704:+;chr17:82943186:+	proximal	TRUE
DAZAP2	11.1143595422665	0.000856618999904041	0.00395235407291633	0	0.185185185185185	-0.185185185185185	chr12:51243785:+_vs_chr12:51243933:+	-0.37037037037037	chr12:51243785:+;chr12:51243933:+	proximal	TRUE
EIF3F	11.1036039810667	0.000861601208488147	0.0039600517082436	0.136842105263158	0	0.136842105263158	chr11:7996171:+_vs_chr11:7997474:+	0.273684210526316	chr11:7996171:+;chr11:7997474:+	distal	TRUE
OIP5-AS1	16.4730942389179	0.000906858349438539	0.00413837099517647	0.604519774011299	0.375	0.229519774011299	chr15:41298745:+_vs_chr15:41299628:+	0.623940677966102	chr15:41298745:+;chr15:41299088:+;chr15:41299426:+;chr15:41299628:+	distal	TRUE
CCNI	18.6747792173844	0.000910403885112014	0.00413837099517647	0.451612903225806	0.477941176470588	-0.0263282732447818	chr4:77047509:-_vs_chr4:77047155:-	0.251897533206831	chr4:77047155:-;chr4:77047509:-;chr4:77047662:-;chr4:77048001:-;chr4:77048082:-	distal	TRUE
IFNAR1	14.0024009603842	0.000910787926135072	0.00413837099517647	0.178571428571429	0.617647058823529	-0.439075630252101	chr21:33341127:+_vs_chr21:33356041:+	-0.878151260504202	chr21:33341127:+;chr21:33355866:+;chr21:33356041:+	proximal	TRUE
TARDBP	10.9708371985158	0.000925569358250243	0.00418048037224884	0.0238095238095238	0.333333333333333	-0.30952380952381	chr1:11024043:+_vs_chr1:11025492:+	-0.619047619047619	chr1:11024043:+;chr1:11025492:+	proximal	TRUE
SSU72	10.9678708615328	0.000927052132758112	0.00418048037224884	0.681818181818182	0.976190476190476	-0.294372294372294	chr1:1562350:-_vs_chr1:1541673:-	-0.588744588744589	chr1:1541673:-;chr1:1562350:-	proximal	TRUE
MALAT1	20.5734325609632	0.000974977729062597	0.00438006912116468	0.61063829787234	0.519548872180451	0.0910894256918894	chr11:65499910:+_vs_chr11:65502988:+	0.213485842265238	chr11:65499910:+;chr11:65500223:+;chr11:65501332:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+	distal	TRUE
EIF4G2	13.8532655578635	0.000981299564126314	0.00439195872333687	0.726666666666667	0.743589743589744	-0.0169230769230769	chr11:10801047:-_vs_chr11:10800495:-	-0.213333333333333	chr11:10797054:-;chr11:10800495:-;chr11:10801047:-	proximal	TRUE
FNBP1L	13.8129508495231	0.00100128067358354	0.00445971582014286	0.152777777777778	0.428571428571429	-0.275793650793651	chr1:93523489:+_vs_chr1:93530804:+	-0.626984126984127	chr1:93523489:+;chr1:93530804:+;chr1:93552649:+	proximal	TRUE
HACD3	13.8077206344015	0.00100390255700287	0.00445971582014286	0.245283018867925	0.190140845070423	0.055142173797502	chr15:65577099:+_vs_chr15:65578349:+	0.329790061121446	chr15:65576369:+;chr15:65577099:+;chr15:65578349:+	distal	TRUE
PPIA	10.7550978846023	0.00103992466907496	0.00460262955386882	0.00409836065573771	0.0607287449392713	-0.0566303842835335	chr7:44801628:+_vs_chr7:44803117:+	-0.113260768567067	chr7:44801628:+;chr7:44803117:+	proximal	FALSE
TMEM38B	10.7412587412587	0.00104773043684418	0.00462006594844575	0.0909090909090909	0.846153846153846	-0.755244755244755	chr9:105774067:+_vs_chr9:105775164:+	-1.51048951048951	chr9:105774067:+;chr9:105775164:+	proximal	TRUE
PSME3IP1	10.6909698374542	0.00107659751244801	0.00472990451240947	0.238095238095238	1	-0.761904761904762	chr16:57153736:-_vs_chr16:57153533:-	-1.52380952380952	chr16:57153533:-;chr16:57153736:-	proximal	TRUE
C12orf43	10.6477321019941	0.00110205960808006	0.00482403381558855	0.217391304347826	0.9	-0.682608695652174	chr12:121004371:-_vs_chr12:121003015:-	-1.36521739130435	chr12:121003015:-;chr12:121004371:-	proximal	TRUE
SDC2	10.630974121573	0.00111209119180531	0.00484148339982927	0.34	0	0.34	chr8:96610643:+_vs_chr8:96611772:+	0.68	chr8:96610643:+;chr8:96611772:+	distal	TRUE
PPP4R3A	13.5967365967366	0.00111559398006309	0.00484148339982927	0.583333333333333	0.461538461538462	0.121794871794872	chr14:91462766:-_vs_chr14:91462099:-	1.04487179487179	chr14:91462099:-;chr14:91462766:-;chr14:91485652:-	distal	TRUE
TXNL1	13.5873923503365	0.00112081836756676	0.00484148339982927	0.369565217391304	0.568965517241379	-0.199400299850075	chr18:56602900:-_vs_chr18:56602822:-	-0.73688155922039	chr18:56602566:-;chr18:56602822:-;chr18:56602900:-	proximal	TRUE
GABPA	10.6066979895105	0.00112678733540409	0.00484148339982927	0.692307692307692	0.125	0.567307692307692	chr21:25769980:+_vs_chr21:25770385:+	1.13461538461538	chr21:25769980:+;chr21:25770385:+	distal	TRUE
TFAP2C	13.5609238028342	0.00113575017252912	0.00484148339982927	0.520833333333333	0.5625	-0.0416666666666667	chr20:56638484:+_vs_chr20:56639283:+	-0.501225490196078	chr20:56638015:+;chr20:56638484:+;chr20:56639283:+	proximal	TRUE
CERS6	10.5876473063973	0.00113845760280504	0.00484148339982927	0	0.785714285714286	-0.785714285714286	chr2:168769770:+_vs_chr2:168771123:+	-1.57142857142857	chr2:168769770:+;chr2:168771123:+	proximal	TRUE
CFAP298	10.5876473063973	0.00113845760280504	0.00484148339982927	0.214285714285714	1	-0.785714285714286	chr21:32609867:-_vs_chr21:32601667:-	-1.57142857142857	chr21:32601667:-;chr21:32609867:-	proximal	TRUE
NSRP1	10.5876473063973	0.00113845760280504	0.00484148339982927	0	0.785714285714286	-0.785714285714286	chr17:30179277:+_vs_chr17:30185314:+	-1.57142857142857	chr17:30179277:+;chr17:30185314:+	proximal	TRUE
SFRP2	13.4568040654997	0.00119644330861974	0.00507003458794537	0.847826086956522	0.612244897959184	0.235581188997338	chr4:153785911:-_vs_chr4:153781186:-	0.569653948535936	chr4:153780591:-;chr4:153781186:-;chr4:153785911:-	distal	TRUE
SMIM14	10.4637892168972	0.00121737311070403	0.00514049776428028	0.478260869565217	0	0.478260869565217	chr4:39551449:-_vs_chr4:39550907:-	0.956521739130435	chr4:39550907:-;chr4:39551449:-	distal	TRUE
POLR2B	10.4141209893048	0.00125055365606621	0.00526201274295465	0.625	0.236842105263158	0.388157894736842	chr4:57005348:+_vs_chr4:57031162:+	0.776315789473684	chr4:57005348:+;chr4:57031162:+	distal	TRUE
UPF3A	13.3529344729345	0.00126022218474231	0.00528408951146337	0.474358974358974	0.796296296296296	-0.321937321937322	chr13:114284212:+_vs_chr13:114305805:+	-0.643874643874644	chr13:114284212:+;chr13:114291766:+;chr13:114305805:+	proximal	TRUE
PPP1R8	10.3843641114983	0.00127086948901265	0.00530237423553011	1	0.575757575757576	0.424242424242424	chr1:27850392:+_vs_chr1:27851528:+	0.848484848484848	chr1:27850392:+;chr1:27851528:+	distal	TRUE
DLG5	10.3677872474747	0.0012823315096805	0.00530237423553011	0.8	0	0.8	chr10:77791432:-_vs_chr10:77790791:-	1.6	chr10:77790791:-;chr10:77791432:-	distal	TRUE
KPNA3	10.3677872474747	0.0012823315096805	0.00530237423553011	0.8	0	0.8	chr13:49701815:-_vs_chr13:49699330:-	1.6	chr13:49699330:-;chr13:49701815:-	distal	TRUE
ZNF608	10.3677872474747	0.0012823315096805	0.00530237423553011	1	0.2	0.8	chr5:124649662:-_vs_chr5:124648696:-	1.6	chr5:124648696:-;chr5:124649662:-	distal	TRUE
TOP2A	32.1496736562379	0.0013120567910255	0.00540657884577748	0.452	0.503968253968254	-0.0519682539682539	chr17:40411173:-_vs_chr17:40398903:-	-0.42647619047619	chr17:40388525:-;chr17:40395446:-;chr17:40396288:-;chr17:40398613:-;chr17:40398773:-;chr17:40398903:-;chr17:40399966:-;chr17:40400281:-;chr17:40407613:-;chr17:40411173:-;chr17:40413206:-;chr17:40416033:-;chr17:40416855:-	proximal	TRUE
GGNBP2	15.5847953216374	0.00137934133595321	0.00566430548613088	0.407407407407407	0.587719298245614	-0.180311890838207	chr17:36586172:+_vs_chr17:36589848:+	-0.628654970760234	chr17:36560810:+;chr17:36581451:+;chr17:36586172:+;chr17:36589848:+	proximal	TRUE
CCNL2	10.2260311739816	0.00138472303317182	0.00566693159123398	0.0555555555555556	0.434782608695652	-0.379227053140097	chr1:1387335:-_vs_chr1:1386705:-	-0.758454106280193	chr1:1386705:-;chr1:1387335:-	proximal	TRUE
QDPR	10.207210626186	0.00139892601751554	0.00570551737519137	0.333333333333333	0.833333333333333	-0.5	chr4:17486666:-_vs_chr4:17486398:-	-1	chr4:17486398:-;chr4:17486666:-	proximal	TRUE
SEC11A	10.2001096491228	0.00140432303489004	0.00570804770984218	0.857142857142857	0.408163265306122	0.448979591836735	chr15:84669729:-_vs_chr15:84669544:-	0.897959183673469	chr15:84669544:-;chr15:84669729:-	distal	TRUE
EMX2	13.0771510055928	0.00144654763511664	0.00585974381004876	0.454545454545455	0.714285714285714	-0.25974025974026	chr10:117548788:+_vs_chr10:117549548:+	-0.563636363636363	chr10:117548325:+;chr10:117548788:+;chr10:117549548:+	proximal	TRUE
PCID2	10.1341353383459	0.00145548502592153	0.005876029074244	0	0.76	-0.76	chr13:113177752:-_vs_chr13:113177612:-	-1.52	chr13:113177612:-;chr13:113177752:-	proximal	TRUE
MAPK1IP1L	13.0453465437365	0.00146973484521199	0.00589418758695904	0.487179487179487	0.677777777777778	-0.190598290598291	chr14:55064832:+_vs_chr14:55065926:+	-0.475213675213675	chr14:55064832:+;chr14:55065926:+;chr14:55066216:+	proximal	TRUE
NKAIN3	10.1160363338884	0.00146984761582744	0.00589418758695904	0	0.5	-0.5	chr8:62965700:+_vs_chr8:62967810:+	-1	chr8:62965700:+;chr8:62967810:+	proximal	TRUE
UBA2	10.0996243091831	0.00148299554286962	0.00592267709070312	0.5	0.952380952380952	-0.452380952380952	chr19:34458923:+_vs_chr19:34469891:+	-0.904761904761905	chr19:34458923:+;chr19:34469891:+	proximal	TRUE
USP10	10.094822845805	0.00148686454159911	0.00592267709070312	0	0.535714285714286	-0.535714285714286	chr16:84744942:+_vs_chr16:84779922:+	-1.07142857142857	chr16:84744942:+;chr16:84779922:+	proximal	TRUE
MKKS	10.0463347301286	0.00152651359484563	0.00606041111574925	0.875	0.419354838709677	0.455645161290323	chr20:10413708:-_vs_chr20:10405184:-	0.911290322580645	chr20:10405184:-;chr20:10413708:-	distal	TRUE
DNAJC8	15.2876509099231	0.00158662297984081	0.00627819357917141	0.5	0.701388888888889	-0.201388888888889	chr1:28205298:-_vs_chr1:28201265:-	-0.49890350877193	chr1:28200557:-;chr1:28201265:-;chr1:28203783:-;chr1:28205298:-	proximal	TRUE
PIK3C3	9.95939397773279	0.00160030723441061	0.00631144272317056	0.789473684210526	0.1	0.689473684210526	chr18:42015539:+_vs_chr18:42029440:+	1.37894736842105	chr18:42015539:+;chr18:42029440:+	distal	TRUE
NUP93	9.94092108247285	0.00161644646035161	0.00635412342144793	1	0.826666666666667	0.173333333333333	chr16:56824851:+_vs_chr16:56844765:+	0.346666666666667	chr16:56824851:+;chr16:56844765:+	distal	TRUE
ARPC5	9.90510102022632	0.00164821281235641	0.00645775183857676	0.465116279069767	0.833333333333333	-0.368217054263566	chr1:183627339:-_vs_chr1:183626197:-	-0.736434108527132	chr1:183626197:-;chr1:183627339:-	proximal	TRUE
PAIP1	15.1709785655074	0.00167621466838656	0.00654600172784948	0.517730496453901	0.591836734693878	-0.0741062382399769	chr5:43527111:-_vs_chr5:43526267:-	-0.552323056882327	chr5:43526267:-;chr5:43527111:-;chr5:43527190:-;chr5:43535573:-	proximal	TRUE
TUBB2B	12.7550750521995	0.00169930229630724	0.00661454802634252	0.165915915915916	0.103924418604651	0.0619914973112648	chr6:3224496:-_vs_chr6:3224264:-	0.12398299462253	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	distal	FALSE
MRPS30	12.717444894287	0.00173157748112643	0.0067182957465782	0.64	0.447368421052632	0.192631578947368	chr5:44815181:+_vs_chr5:44815311:+	0.833684210526316	chr5:44815181:+;chr5:44815311:+;chr5:44815499:+	distal	TRUE
RAD18	12.6838235294118	0.00176093252815882	0.0068100788710349	0.5625	0.35	0.2125	chr3:8935984:-_vs_chr3:8902420:-	1	chr3:8902420:-;chr3:8935984:-;chr3:8941608:-	distal	TRUE
RAB7A	12.5805975364929	0.00185420588625055	0.00714766462603036	0.537037037037037	0.6875	-0.150462962962963	chr3:128814390:+_vs_chr3:128814797:+	-0.57010582010582	chr3:128814099:+;chr3:128814390:+;chr3:128814797:+	proximal	TRUE
REEP5	9.61098398169336	0.00193416977570324	0.00742772369405147	0.80952380952381	0.285714285714286	0.523809523809524	chr5:112878492:-_vs_chr5:112876385:-	1.04761904761905	chr5:112876385:-;chr5:112878492:-	distal	TRUE
CBX1	12.4908682212651	0.00193928852932557	0.00742772369405147	0.746478873239437	0.939393939393939	-0.192915066154503	chr17:48070272:-_vs_chr17:48070059:-	-0.573196756295348	chr17:48070059:-;chr17:48070272:-;chr17:48076978:-	proximal	TRUE
NUSAP1	18.9638275480632	0.00195218448031068	0.00745322828744813	0.509565217391304	0.4	0.109565217391304	chr15:41351009:+_vs_chr15:41356119:+	-0.389723320158103	chr15:41351009:+;chr15:41356119:+;chr15:41377229:+;chr15:41380120:+;chr15:41380782:+;chr15:41381048:+	proximal	TRUE
VTA1	12.4004081632653	0.00202901650903744	0.00772189403917116	0.612244897959184	0.5625	0.0497448979591837	chr6:142219603:+_vs_chr6:142220777:+	0.994897959183673	chr6:142219115:+;chr6:142219603:+;chr6:142220777:+	distal	TRUE
SRSF6	12.389358076564	0.00204025793930749	0.00774002615070617	0.257575757575758	0.48	-0.222424242424242	chr20:43461694:+_vs_chr20:43463605:+	-0.542424242424242	chr20:43461551:+;chr20:43461694:+;chr20:43463605:+	proximal	TRUE
NABP2	9.4551035719514	0.00210562402972655	0.00796272378330135	0.6	0	0.6	chr12:56229772:+_vs_chr12:56229854:+	1.2	chr12:56229772:+;chr12:56229854:+	distal	TRUE
TMEM242	9.44485867446394	0.00211741814792167	0.00796945048857828	0.789473684210526	0.2	0.589473684210526	chr6:157292479:-_vs_chr6:157291776:-	1.17894736842105	chr6:157291776:-;chr6:157292479:-	distal	TRUE
NIPSNAP2	12.3103041817907	0.00212251814508264	0.00796945048857828	0.741379310344828	0.453125	0.288254310344828	chr7:55999235:+_vs_chr7:55999569:+	0.613146551724138	chr7:55999235:+;chr7:55999569:+;chr7:56000179:+	distal	TRUE
HNRNPUL1	9.43622466216216	0.00212740979569579	0.00796945048857828	0.648648648648649	0.0833333333333333	0.565315315315315	chr19:41307059:+_vs_chr19:41307605:+	1.13063063063063	chr19:41307059:+;chr19:41307605:+	distal	TRUE
SOX9	9.394708362391	0.00217612616628869	0.00812647115223432	1	0.564516129032258	0.435483870967742	chr17:72125041:+_vs_chr17:72125226:+	0.870967741935484	chr17:72125041:+;chr17:72125226:+	distal	TRUE
APP	9.38590923516344	0.00218659577655863	0.00814013069466532	0.0364963503649635	0.174603174603175	-0.138106824238211	chr21:25880809:-_vs_chr21:25880550:-	-0.276213648476422	chr21:25880550:-;chr21:25880809:-	proximal	TRUE
