gene_id	chisq	pvalue	adj_pvalue	IP	PgG2M	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
DUT	8.93229166666667	0.00280172596366836	0.0125541167648629	0.285714285714286	1	-0.714285714285714	chr15:48342420:+_vs_chr15:48342544:+	-1.42857142857143	chr15:48342420:+;chr15:48342544:+	proximal	TRUE
TTC1	8.90499231950845	0.0028439207424649	0.0126400161001185	0.857142857142857	0.388888888888889	0.468253968253968	chr5:160051162:+_vs_chr5:160065543:+	0.936507936507937	chr5:160051162:+;chr5:160065543:+	distal	TRUE
SMC4	25.1022503270012	0.00286012971136512	0.0126400161001185	0.513888888888889	0.467881944444444	0.0460069444444444	chr3:160416288:+_vs_chr3:160431821:+	0.252604166666667	chr3:160412058:+;chr3:160412339:+;chr3:160413571:+;chr3:160414412:+;chr3:160414516:+;chr3:160416288:+;chr3:160416412:+;chr3:160430650:+;chr3:160431821:+;chr3:160432420:+	distal	TRUE
ZFAND6	11.7117117117117	0.00286308416487759	0.0126400161001185	0.726666666666667	1	-0.273333333333333	chr15:80137591:+_vs_chr15:80138369:+	-0.546666666666667	chr15:80137591:+;chr15:80138222:+;chr15:80138369:+	proximal	TRUE
RBMX	11.7075092759223	0.0028691064534134	0.0126400161001185	0.178966789667897	0.280555555555556	-0.101588765887659	chrX:136874047:-_vs_chrX:136873461:-	-0.250266502665027	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	proximal	TRUE
ACIN1	11.6992944106253	0.00288091535045435	0.0126400161001185	0.438848920863309	0.673076923076923	-0.234228002213614	chr14:23080360:-_vs_chr14:23061315:-	-0.481184283342557	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	proximal	TRUE
NAE1	8.84161162014347	0.00294439027525135	0.0128649085470526	0.526315789473684	0.95	-0.423684210526316	chr16:66816993:-_vs_chr16:66802878:-	-0.847368421052632	chr16:66802878:-;chr16:66816993:-	proximal	TRUE
SPATS2	11.5901347571828	0.00304252541870647	0.0132387572970988	0.411111111111111	0.4	0.0111111111111111	chr12:49526347:+_vs_chr12:49527425:+	0.844444444444444	chr12:49490730:+;chr12:49526347:+;chr12:49527425:+	distal	TRUE
RAN	13.8634274439366	0.00309707019893697	0.0134206375287269	0.102011494252874	0.104683195592287	-0.00267170133941295	chr12:130877346:+_vs_chr12:130877678:+	-0.113885722428042	chr12:130876281:+;chr12:130877306:+;chr12:130877346:+;chr12:130877678:+	proximal	FALSE
NUSAP1	17.8631765499372	0.00312286191933163	0.0134769409879353	0.4	0.524087591240876	-0.124087591240876	chr15:41358231:+_vs_chr15:41380120:+	-0.34461402344614	chr15:41356119:+;chr15:41358231:+;chr15:41377229:+;chr15:41380120:+;chr15:41380782:+;chr15:41381048:+	proximal	TRUE
CALM3	11.5208019570701	0.00314984832362182	0.0135379195296889	0.71830985915493	0.757894736842105	-0.0395848776871757	chr19:46610169:+_vs_chr19:46610782:+	-0.208598962194218	chr19:46609305:+;chr19:46610169:+;chr19:46610782:+	proximal	TRUE
RSBN1	8.64986920248869	0.00327084836623501	0.013973280488341	0.705882352941177	0.0833333333333333	0.622549019607843	chr1:113797957:-_vs_chr1:113797866:-	1.24509803921569	chr1:113797866:-;chr1:113797957:-	distal	TRUE
PDIA6	13.7423518288153	0.00327768307751208	0.013973280488341	0.566265060240964	0.481481481481481	0.0847835787594824	chr2:10783855:-_vs_chr2:10783391:-	0.461847389558233	chr2:10783391:-;chr2:10783855:-;chr2:10784081:-;chr2:10788704:-	distal	TRUE
LINC01551	15.7758627337575	0.0033351519562168	0.0141129851186819	0.541666666666667	0.25	0.291666666666667	chr14:28778560:+_vs_chr14:28793072:+	0.620879120879121	chr14:28778560:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793966:+	distal	TRUE
GTF2IRD2B	8.61325231481481	0.00333725858931795	0.0141129851186819	0.444444444444444	1	-0.555555555555556	chr7:75123893:+_vs_chr7:75149817:+	-1.11111111111111	chr7:75123893:+;chr7:75149817:+	proximal	TRUE
DOK5	8.58922419181439	0.00338158041007135	0.0142432166872205	0.702127659574468	0.972972972972973	-0.270845313398505	chr20:54650883:+_vs_chr20:54651171:+	-0.54169062679701	chr20:54650883:+;chr20:54651171:+	proximal	TRUE
CLK1	8.56895752014606	0.00341942887951711	0.0143387766914185	0.8	1	-0.2	chr2:200858064:-_vs_chr2:200853081:-	-0.4	chr2:200853081:-;chr2:200858064:-	proximal	TRUE
DNAJA1	13.6443395266652	0.00343150211418563	0.0143387766914185	0.514492753623188	0.4	0.114492753623188	chr9:33026861:+_vs_chr9:33039032:+	0.46304347826087	chr9:33026861:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	distal	TRUE
YWHAG	8.53650532447113	0.00348093322164411	0.0144878366892935	0.433962264150943	0.85	-0.416037735849057	chr7:76329259:-_vs_chr7:76326799:-	-0.832075471698113	chr7:76326799:-;chr7:76329259:-	proximal	TRUE
TMX4	8.41581076875195	0.00371971879728389	0.0154207239903147	0.705882352941177	0.133333333333333	0.572549019607843	chr20:7982530:-_vs_chr20:7981412:-	1.14509803921569	chr20:7981412:-;chr20:7982530:-	distal	TRUE
MRPS5	8.36601307189542	0.00382303435858209	0.0157868830572037	0.588235294117647	0	0.588235294117647	chr2:95109948:-_vs_chr2:95087207:-	1.17647058823529	chr2:95087207:-;chr2:95109948:-	distal	TRUE
FDFT1	11.1116940428974	0.00386479351980012	0.0158969827201153	0.542307692307692	0.4	0.142307692307692	chr8:11838667:+_vs_chr8:11839298:+	0.284615384615385	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
KLHL7	11.10375	0.00388017509029666	0.0158981492999314	0.625	0.142857142857143	0.482142857142857	chr7:23126050:+_vs_chr7:23175421:+	0.964285714285714	chr7:23126050:+;chr7:23175304:+;chr7:23175421:+	distal	TRUE
PSMD2	8.27582831350706	0.00401763298989338	0.016374399558777	0.91044776119403	0.642857142857143	0.267590618336887	chr3:184306461:+_vs_chr3:184309050:+	0.535181236673774	chr3:184306461:+;chr3:184309050:+	distal	TRUE
RPL12	8.27136956974645	0.00402751138245321	0.016374399558777	0.829827915869981	0.962025316455696	-0.132197400585715	chr9:127449283:-_vs_chr9:127447674:-	-0.264394801171431	chr9:127447674:-;chr9:127449283:-	proximal	TRUE
HLTF	10.9725427350427	0.00414326411789674	0.0166902022441547	0.490384615384615	0.35	0.140384615384615	chr3:149071619:-_vs_chr3:149059730:-	0.873076923076923	chr3:149059730:-;chr3:149071619:-;chr3:149074270:-	distal	TRUE
PSMD10	10.968461172866	0.00415172824673208	0.0166902022441547	0.797872340425532	0.724137931034483	0.0737344093910491	chrX:108085038:-_vs_chrX:108084292:-	0.424798239178283	chrX:108084218:-;chrX:108084292:-;chrX:108085038:-	distal	TRUE
MSL1	8.215792326546	0.004152737880312	0.0166902022441547	0	0.705882352941177	-0.705882352941177	chr17:40129324:+_vs_chr17:40133603:+	-1.41176470588235	chr17:40129324:+;chr17:40133603:+	proximal	TRUE
HSPBP1	8.13861274474902	0.00433324231950102	0.0173494454845421	0.207547169811321	0.56	-0.352452830188679	chr19:55262339:-_vs_chr19:55262223:-	-0.704905660377359	chr19:55262223:-;chr19:55262339:-	proximal	TRUE
ATP5PF	8.09434061385634	0.00444036900240209	0.0177110172709447	0.777777777777778	0.478260869565217	0.29951690821256	chr21:25724545:-_vs_chr21:25724500:-	0.599033816425121	chr21:25724500:-;chr21:25724545:-	distal	TRUE
IPO7	7.94670846394984	0.00481749166220152	0.0191427121520687	0.458333333333333	0	0.458333333333333	chr11:9429195:+_vs_chr11:9442148:+	0.916666666666667	chr11:9429195:+;chr11:9442148:+	distal	TRUE
LBR	7.9242161921393	0.00487774713466822	0.0192474669231682	0.245283018867925	0.0227272727272727	0.222555746140652	chr1:225419345:-_vs_chr1:225401502:-	0.445111492281304	chr1:225401502:-;chr1:225419345:-	distal	TRUE
ENOPH1	7.92322805258467	0.00488041184091728	0.0192474669231682	0.676470588235294	1	-0.323529411764706	chr4:82460535:+_vs_chr4:82461087:+	-0.647058823529412	chr4:82460535:+;chr4:82461087:+	proximal	TRUE
PNRC2	7.89661781832298	0.00495273191509444	0.0194598011440091	0.675	0.934782608695652	-0.259782608695652	chr1:23962681:+_vs_chr1:23963462:+	-0.519565217391304	chr1:23962681:+;chr1:23963462:+	proximal	TRUE
GNAI3	7.85507413344019	0.00506782743478488	0.0197866406169626	0.55	0.0714285714285714	0.478571428571429	chr1:109592110:+_vs_chr1:109593507:+	0.957142857142857	chr1:109592110:+;chr1:109593507:+	distal	TRUE
SUMO1	12.806017359922	0.00507544775893802	0.0197866406169626	0.588235294117647	0.681818181818182	-0.0935828877005347	chr2:202206592:-_vs_chr2:202206486:-	-0.576394194041253	chr2:202206182:-;chr2:202206486:-;chr2:202206592:-;chr2:202206776:-	proximal	TRUE
EIF3F	7.84636892712551	0.00509228832592296	0.0197866406169626	0.157894736842105	0	0.157894736842105	chr11:7996171:+_vs_chr11:7997474:+	0.315789473684211	chr11:7996171:+;chr11:7997474:+	distal	TRUE
UBE3A	7.77205251758823	0.0053060723584022	0.0205415227698438	0.518518518518518	1	-0.481481481481482	chr15:25375498:-_vs_chr15:25370920:-	-0.962962962962963	chr15:25370920:-;chr15:25375498:-	proximal	TRUE
EPHB1	10.4661654135338	0.00533704736535621	0.0205857541235168	0.535714285714286	0	0.535714285714286	chr3:135259353:+_vs_chr3:135260166:+	1.07142857142857	chr3:135259353:+;chr3:135259829:+;chr3:135260166:+	distal	TRUE
SMC3	14.6587121974954	0.00546402301489231	0.0209985993966482	0.503676470588235	0.472222222222222	0.0314542483660131	chr10:110583890:+_vs_chr10:110604634:+	0.495098039215686	chr10:110581018:+;chr10:110581995:+;chr10:110583443:+;chr10:110583890:+;chr10:110604634:+	distal	TRUE
PTTG1	7.70585535584059	0.00550419848490388	0.0210760763803774	0.764705882352941	0.924764890282132	-0.160059007929191	chr5:160422892:+_vs_chr5:160428739:+	-0.320118015858381	chr5:160422892:+;chr5:160428739:+	proximal	TRUE
LMAN2	7.68133324916356	0.00557949311293313	0.0212869791591253	0.821917808219178	0.285714285714286	0.536203522504892	chr5:177331954:-_vs_chr5:177331562:-	1.07240704500978	chr5:177331562:-;chr5:177331954:-	distal	TRUE
PLPP5	7.6589010989011	0.00564929034109411	0.0214754611161448	0.576923076923077	0	0.576923076923077	chr8:38263509:-_vs_chr8:38263130:-	1.15384615384615	chr8:38263130:-;chr8:38263509:-	distal	TRUE
CCDC59	7.61719152307388	0.00578144556911549	0.0218987848355346	0.647058823529412	0	0.647058823529412	chr12:82353252:-_vs_chr12:82353157:-	1.29411764705882	chr12:82353157:-;chr12:82353252:-	distal	TRUE
LUC7L3	16.3734691588015	0.00585487896262298	0.022097446407319	0.524475524475524	0.588235294117647	-0.0637597696421225	chr17:50745898:+_vs_chr17:50750555:+	-0.562731386260798	chr17:50743777:+;chr17:50744685:+;chr17:50744801:+;chr17:50745898:+;chr17:50746590:+;chr17:50750555:+	proximal	TRUE
DDX52	10.2490622655664	0.0059490059965544	0.0223323180534694	0.488372093023256	0.5	-0.0116279069767442	chr17:37633289:-_vs_chr17:37619769:-	-0.813953488372093	chr17:37613396:-;chr17:37619769:-;chr17:37633289:-	proximal	TRUE
POLR2B	7.5625	0.00595952647010911	0.0223323180534694	0.416666666666667	0.0833333333333333	0.333333333333333	chr4:57005348:+_vs_chr4:57031162:+	0.666666666666667	chr4:57005348:+;chr4:57031162:+	distal	TRUE
ZDHHC21	7.53557504873294	0.00604924266600475	0.0225881295294433	0.368421052631579	1	-0.631578947368421	chr9:14676900:-_vs_chr9:14617836:-	-1.26315789473684	chr9:14617836:-;chr9:14676900:-	proximal	TRUE
SRI	10.125407615067	0.00632842551524801	0.0235471097793504	0.25531914893617	0.474137931034483	-0.218818782098313	chr7:88206289:-_vs_chr7:88205115:-	-0.437637564196625	chr7:88205115:-;chr7:88205851:-;chr7:88206289:-	proximal	TRUE
C4orf3	7.37663695000651	0.00660766179806261	0.0244742619585404	0.478260869565217	0	0.478260869565217	chr4:119298488:-_vs_chr4:119297054:-	0.956521739130435	chr4:119297054:-;chr4:119298488:-	distal	TRUE
CCDC90B	7.37217194570136	0.00662408799447675	0.0244742619585404	0.384615384615385	0.916666666666667	-0.532051282051282	chr11:83261762:-_vs_chr11:83261456:-	-1.06410256410256	chr11:83261456:-;chr11:83261762:-	proximal	TRUE
RTF1	14.1964692301614	0.00669369978271298	0.0246449855636251	0.441919191919192	0.486842105263158	-0.044922913343966	chr15:41464833:+_vs_chr15:41475761:+	-0.480329611908559	chr15:41452949:+;chr15:41464833:+;chr15:41475761:+;chr15:41476475:+;chr15:41481447:+	proximal	TRUE
SUGP2	7.32643193296602	0.00679478080480194	0.024929979747235	0.818181818181818	0.166666666666667	0.651515151515152	chr19:19025322:-_vs_chr19:18990893:-	1.3030303030303	chr19:18990893:-;chr19:19025322:-	distal	TRUE
CEP170	14.108643457383	0.00695626267658264	0.0254338354112553	0.51530612244898	0.964285714285714	-0.448979591836735	chr1:243185790:-_vs_chr1:243164980:-	-0.857142857142857	chr1:243164980:-;chr1:243165893:-;chr1:243172730:-;chr1:243185790:-;chr1:243191027:-	proximal	TRUE
STK4	7.26238479262673	0.00704137270884717	0.025655935856111	0.548387096774194	0.0714285714285714	0.476958525345622	chr20:45025036:+_vs_chr20:45079953:+	0.953917050691244	chr20:45025036:+;chr20:45079953:+	distal	TRUE
PCGF2	7.25602001039501	0.00706637234185171	0.0256582416412753	0.711538461538462	0	0.711538461538462	chr17:38735063:-_vs_chr17:38733894:-	1.42307692307692	chr17:38733894:-;chr17:38735063:-	distal	TRUE
CCNI	13.9963388007198	0.00730674993209457	0.0263660849184535	0.612068965517241	0.601190476190476	0.0108784893267652	chr4:77048307:-_vs_chr4:77048082:-	0.312807881773399	chr4:77047155:-;chr4:77047509:-;chr4:77048001:-;chr4:77048082:-;chr4:77048307:-	distal	TRUE
ASF1A	12.0210517332758	0.00731139296883991	0.0263660849184535	0.541218637992832	0.285714285714286	0.255504352278546	chr6:118907800:+_vs_chr6:118907863:+	0.617511520737327	chr6:118907800:+;chr6:118907863:+;chr6:118909094:+;chr6:118909126:+	distal	TRUE
PTN	13.9691560668466	0.00739415025062884	0.0265735160884374	0.60792349726776	0.652027027027027	-0.0441035297592676	chr7:137254860:-_vs_chr7:137227880:-	-0.212893221089942	chr7:137227592:-;chr7:137227822:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	proximal	TRUE
TRA2A	9.76777493606138	0.00756753820868933	0.0271041419515301	0.77536231884058	0.533333333333333	0.242028985507246	chr7:23522210:-_vs_chr7:23504780:-	0.759420289855072	chr7:23504780:-;chr7:23522210:-;chr7:23522336:-	distal	TRUE
ELOC	11.9362425077558	0.00760478867577938	0.0271403098501646	0.381720430107527	0.411764705882353	-0.030044275774826	chr8:73946620:-_vs_chr8:73945887:-	-0.38045540796964	chr8:73945612:-;chr8:73945887:-;chr8:73946395:-;chr8:73946620:-	proximal	TRUE
FBXO5	7.11851557439793	0.00762918491514598	0.0271403098501646	0.333333333333333	0.837837837837838	-0.504504504504504	chr6:152971182:-_vs_chr6:152970535:-	-1.00900900900901	chr6:152970535:-;chr6:152971182:-	proximal	TRUE
ACTR3	7.10500437062937	0.00768690375791863	0.0272535678689842	0.581818181818182	0.2	0.381818181818182	chr2:113957876:+_vs_chr2:113958561:+	0.763636363636364	chr2:113957876:+;chr2:113958561:+	distal	TRUE
EWSR1	9.67756384618924	0.00791669131979862	0.0279087518890682	0.656903765690377	0.641304347826087	0.0155994178642896	chr22:29300336:+_vs_chr22:29300519:+	0.351100600327451	chr22:29290845:+;chr22:29300336:+;chr22:29300519:+	distal	TRUE
EIF5	7.05041083916084	0.00792470732652554	0.0279087518890682	0.135802469135802	0	0.135802469135802	chr14:103338372:+_vs_chr14:103341360:+	0.271604938271605	chr14:103338372:+;chr14:103341360:+	distal	TRUE
ANP32A	9.6487675556394	0.00803150153519528	0.0281905703885354	0.625	0.463414634146341	0.161585365853659	chr15:68780105:-_vs_chr15:68779873:-	0.390243902439024	chr15:68778907:-;chr15:68779873:-;chr15:68780105:-	distal	TRUE
CNOT10	7.00360071913381	0.0081345931397138	0.0284575633758094	0.653846153846154	0	0.653846153846154	chr3:32773714:+_vs_chr3:32773872:+	1.30769230769231	chr3:32773714:+;chr3:32773872:+	distal	TRUE
GATD1	6.99308894230769	0.00818250223072279	0.0285303802945401	0.615384615384615	0	0.615384615384615	chr11:769778:-_vs_chr11:769304:-	1.23076923076923	chr11:769304:-;chr11:769778:-	distal	TRUE
ARPC5	6.96163747003504	0.00832757845513215	0.0289403964133801	0.67816091954023	0.36	0.31816091954023	chr1:183627339:-_vs_chr1:183626197:-	0.63632183908046	chr1:183626197:-;chr1:183627339:-	distal	TRUE
CRBN	6.93796714419184	0.00843849621814895	0.0292293964398383	0.666666666666667	0	0.666666666666667	chr3:3153436:-_vs_chr3:3150011:-	1.33333333333333	chr3:3150011:-;chr3:3153436:-	distal	TRUE
CCNB1	11.6505788434483	0.00868120939420876	0.0299715196462355	0.962962962962963	0.584192439862543	0.37877052310042	chr5:69177697:+_vs_chr5:69178245:+	0.919816723940435	chr5:69168322:+;chr5:69177697:+;chr5:69177756:+;chr5:69178245:+	distal	TRUE
HNRNPU	20.4466018859382	0.00877221477896793	0.0301867390923308	0.433224755700326	0.308510638297872	0.124714117402453	chr1:244858777:-_vs_chr1:244855993:-	0.261036800887102	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244854436:-;chr1:244855993:-;chr1:244856506:-;chr1:244856592:-;chr1:244858777:-;chr1:244862694:-	distal	TRUE
AZIN1	9.42546108861898	0.00898022317695289	0.0308018729815355	0.7	0.321428571428571	0.378571428571429	chr8:102827659:-_vs_chr8:102826357:-	0.757142857142857	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-	distal	TRUE
RABL6	6.80555555555556	0.00908746745243919	0.0310685169721379	0.466666666666667	1	-0.533333333333333	chr9:136840209:+_vs_chr9:136840341:+	-1.06666666666667	chr9:136840209:+;chr9:136840341:+	proximal	TRUE
SRSF10	13.4628811802103	0.0092221656642106	0.0314269917294944	0.39375	0.344594594594595	0.0491554054054054	chr1:23970820:-_vs_chr1:23967478:-	0.326689189189189	chr1:23967478:-;chr1:23967553:-;chr1:23969089:-;chr1:23970820:-;chr1:23978115:-	distal	TRUE
CKAP2	15.259762230251	0.00930820753747883	0.0316178791515007	0.505263157894737	0.502597402597403	0.00266575529733426	chr13:52468337:+_vs_chr13:52476627:+	0.401572112098428	chr13:52460972:+;chr13:52461298:+;chr13:52465344:+;chr13:52468337:+;chr13:52474084:+;chr13:52476627:+	distal	TRUE
UBE2D3	11.463605328495	0.00946581855595843	0.032049861541557	0.690909090909091	0.516666666666667	0.174242424242424	chr4:102797061:-_vs_chr4:102796822:-	0.490909090909091	chr4:102795976:-;chr4:102796590:-;chr4:102796822:-;chr4:102797061:-	distal	TRUE
CAPZB	6.70344827586207	0.00962266348311289	0.0324515412585773	0.517241379310345	0.857142857142857	-0.339901477832512	chr1:19339115:-_vs_chr1:19338779:-	-0.679802955665025	chr1:19338779:-;chr1:19339115:-	proximal	TRUE
NUCKS1	11.4179031779032	0.00966800569911536	0.0324515412585773	0.600600600600601	0.537537537537538	0.0630630630630631	chr1:205719595:-_vs_chr1:205718354:-	0.279279279279279	chr1:205718354:-;chr1:205719554:-;chr1:205719595:-;chr1:205720620:-	distal	TRUE
PARP1	11.4144181541442	0.00968359720629976	0.0324515412585773	0.32648401826484	0.0555555555555556	0.270928462709285	chr1:226388689:-_vs_chr1:226377160:-	0.442922374429224	chr1:226361003:-;chr1:226377160:-;chr1:226379623:-;chr1:226388689:-	distal	TRUE
TOB1	6.68775718167702	0.00970772601752313	0.0324515412585773	0.28125	1	-0.71875	chr17:50862969:-_vs_chr17:50862845:-	-1.4375	chr17:50862845:-;chr17:50862969:-	proximal	TRUE
DDX5	9.25870630703905	0.00976107097512242	0.0325266067620377	0.433526011560694	0.41747572815534	0.0160502834053538	chr17:64502479:-_vs_chr17:64499620:-	0.192940120096526	chr17:64498254:-;chr17:64499620:-;chr17:64502479:-	distal	FALSE
NEDD4L	9.24996140784193	0.00980384420974939	0.0325660818702401	0.411392405063291	0.125	0.286392405063291	chr18:58245507:+_vs_chr18:58383306:+	0.613924050632911	chr18:58245507:+;chr18:58383306:+;chr18:58396578:+	distal	TRUE
HNRNPM	13.2884723879812	0.0099489897182225	0.032944296142416	0.839901477832512	0.84765625	-0.00775477216748766	chr19:8473702:+_vs_chr19:8489114:+	-0.172837130541872	chr19:8455573:+;chr19:8466261:+;chr19:8466331:+;chr19:8473702:+;chr19:8489114:+	proximal	FALSE
DNMT1	6.6102479757085	0.0101393541418704	0.0334694041109389	0.730769230769231	0	0.730769230769231	chr19:10168335:-_vs_chr19:10133346:-	1.46153846153846	chr19:10133346:-;chr19:10168335:-	distal	TRUE
CNN3	15.0158325754926	0.0102949015654883	0.0338766604639351	0.729577464788732	0.764179104477612	-0.0346016396888796	chr1:94897617:-_vs_chr1:94897502:-	0.146731133067059	chr1:94896957:-;chr1:94897208:-;chr1:94897406:-;chr1:94897502:-;chr1:94897617:-;chr1:94901708:-	distal	FALSE
RANBP1	9.07289299186954	0.0107114020156333	0.0350287143297899	0.692307692307692	0.607142857142857	0.0851648351648351	chr22:20127183:+_vs_chr22:20127349:+	0.538461538461538	chr22:20126338:+;chr22:20127183:+;chr22:20127349:+	distal	TRUE
PSMD11	6.5070806588048	0.0107445763124906	0.0350287143297899	0.244444444444444	0	0.244444444444444	chr17:32481013:+_vs_chr17:32482380:+	0.488888888888889	chr17:32481013:+;chr17:32482380:+	distal	TRUE
CDC16	9.06666666666667	0.0107448003119868	0.0350287143297899	0.55	0.85	-0.3	chr13:114239413:+_vs_chr13:114272673:+	-0.6	chr13:114239413:+;chr13:114272384:+;chr13:114272673:+	proximal	TRUE
ZMAT2	6.4971918767507	0.0108045008231971	0.0351146276753906	0.68	0	0.68	chr5:140705647:+_vs_chr5:140706663:+	1.36	chr5:140705647:+;chr5:140706663:+	distal	TRUE
SRP54	9.03626543209877	0.0109093755631582	0.0352673907448598	0.4875	0.777777777777778	-0.290277777777778	chr14:35011565:+_vs_chr14:35029567:+	-0.927777777777778	chr14:35007332:+;chr14:35011565:+;chr14:35029567:+	proximal	TRUE
FAM126A	6.47605540060852	0.0109337368689609	0.0352673907448598	0.586206896551724	0	0.586206896551724	chr7:22945969:-_vs_chr7:22944499:-	1.17241379310345	chr7:22944499:-;chr7:22945969:-	distal	TRUE
TROAP	6.47229946524064	0.0109568674316828	0.0352673907448598	0	0.735294117647059	-0.735294117647059	chr12:49324372:+_vs_chr12:49331731:+	-1.47058823529412	chr12:49324372:+;chr12:49331731:+	proximal	TRUE
HADHA	11.141372725635	0.0109854740401842	0.0352673907448598	0.53551912568306	0.542857142857143	-0.00733801717408267	chr2:26190869:-_vs_chr2:26190642:-	0.451990632318501	chr2:26190642:-;chr2:26190869:-;chr2:26214494:-;chr2:26232234:-	distal	TRUE
MDH2	6.46159408270002	0.011023071347836	0.0352805292683017	0.16793893129771	0	0.16793893129771	chr7:76066590:+_vs_chr7:76067508:+	0.33587786259542	chr7:76066590:+;chr7:76067508:+	distal	TRUE
MIR100HG	8.98333333333333	0.0112019583121463	0.0357444306142123	0.511111111111111	0	0.511111111111111	chr11:122091019:-_vs_chr11:122090942:-	1.17777777777778	chr11:122089110:-;chr11:122090942:-;chr11:122091019:-	distal	TRUE
TMED4	6.40898884897979	0.0113544056804813	0.0359944576395817	0.181818181818182	0.5	-0.318181818181818	chr7:44579380:-_vs_chr7:44577894:-	-0.636363636363636	chr7:44577894:-;chr7:44579380:-	proximal	TRUE
SERINC1	6.40517435015646	0.0113788252173373	0.0359944576395817	0.637931034482759	1	-0.362068965517241	chr6:122443997:-_vs_chr6:122443351:-	-0.724137931034483	chr6:122443351:-;chr6:122443997:-	proximal	TRUE
KHDRBS1	11.0643669106972	0.0113828626723464	0.0359944576395817	0.574923547400612	0.378787878787879	0.196135668612733	chr1:32042631:+_vs_chr1:32043877:+	0.455379482902419	chr1:32042631:+;chr1:32042972:+;chr1:32043301:+;chr1:32043877:+	distal	TRUE
MACF1	6.35477453580902	0.0117065819532546	0.0368112746285962	0.222222222222222	0.833333333333333	-0.611111111111111	chr1:39284395:+_vs_chr1:39441254:+	-1.22222222222222	chr1:39284395:+;chr1:39441254:+	proximal	TRUE
UBE2D1	8.89443817052513	0.0117110892693065	0.0368112746285962	0.4375	0.782608695652174	-0.345108695652174	chr10:58368016:+_vs_chr10:58369625:+	-0.690217391304348	chr10:58368016:+;chr10:58369596:+;chr10:58369625:+	proximal	TRUE
CARD8	6.3264221158958	0.0118952058444849	0.0372787254590555	0.578947368421053	0	0.578947368421053	chr19:48210990:-_vs_chr19:48210480:-	1.15789473684211	chr19:48210480:-;chr19:48210990:-	distal	TRUE
ZFR	8.81664687725294	0.0121755743251827	0.0380441536036123	0.642857142857143	0.590909090909091	0.0519480519480519	chr5:32406855:-_vs_chr5:32397219:-	0.564935064935065	chr5:32395232:-;chr5:32397219:-;chr5:32406855:-	distal	TRUE
ZNF146	8.79186602870814	0.0123273733418989	0.0384045092574544	0.454545454545455	1	-0.545454545454545	chr19:36237643:+_vs_chr19:36238765:+	-1.09090909090909	chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	proximal	TRUE
F2R	10.7872794767956	0.0129335435079928	0.0401741041708448	0.28494623655914	0.375	-0.0900537634408602	chr5:76734959:+_vs_chr5:76735509:+	-0.42741935483871	chr5:76733535:+;chr5:76734959:+;chr5:76735509:+;chr5:76735770:+	proximal	TRUE
PPAT	6.15068211702827	0.0131361426648457	0.0404570301028282	0.566666666666667	1	-0.433333333333333	chr4:56403041:-_vs_chr4:56395461:-	-0.866666666666667	chr4:56395461:-;chr4:56403041:-	proximal	TRUE
STK17A	6.15009191176471	0.0131405271878499	0.0404570301028282	0.507936507936508	0.125	0.382936507936508	chr7:43595985:+_vs_chr7:43625183:+	0.765873015873016	chr7:43595985:+;chr7:43625183:+	distal	TRUE
OCIAD1	6.14748677248677	0.0131598982577279	0.0404570301028282	0.777777777777778	0.25	0.527777777777778	chr4:48861092:+_vs_chr4:48861248:+	1.05555555555556	chr4:48861092:+;chr4:48861248:+	distal	TRUE
MALAT1	10.7465603389702	0.013178310850209	0.0404570301028282	0.571078431372549	0.643835616438356	-0.0727571850658071	chr11:65499910:+_vs_chr11:65502913:+	-0.25201450443191	chr11:65499910:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+	proximal	TRUE
PEX19	8.63474747474747	0.0133348584360503	0.0408186218987239	0.515151515151515	0.35	0.165151515151515	chr1:160278204:-_vs_chr1:160276874:-	0.851515151515151	chr1:160276874:-;chr1:160278204:-;chr1:160278483:-	distal	TRUE
MTDH	12.5961284615131	0.0134274374890731	0.0409828744231709	0.317307692307692	0.168918918918919	0.148388773388773	chr8:97686717:+_vs_chr8:97726314:+	0.305959805959806	chr8:97661166:+;chr8:97686717:+;chr8:97713735:+;chr8:97724815:+;chr8:97726314:+	distal	TRUE
CHMP5	6.08620825456837	0.0136241161063113	0.0414629891905947	0.855072463768116	0.555555555555556	0.29951690821256	chr9:33281169:+_vs_chr9:33281510:+	0.599033816425121	chr9:33281169:+;chr9:33281510:+	distal	TRUE
ATCAY	6.02770600142891	0.0140830242253816	0.0427141732238477	0.684210526315789	0	0.684210526315789	chr19:3925857:+_vs_chr19:3926326:+	1.36842105263158	chr19:3925857:+;chr19:3926326:+	distal	TRUE
