gene_id	chisq	pvalue	adj_pvalue	IP	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
FTH1	12.1615762026413	0.00048784133220812	0.00233942093399803	0.0223048327137546	0.00142045454545455	0.0208843781683001	chr11:61964565:-_vs_chr11:61964285:-	0.0417687563366001	chr11:61964285:-;chr11:61964565:-	distal	FALSE
FBXO32	19.976855736153	0.000504680419833637	0.00241233974140544	0.607142857142857	0.365107913669065	0.242034943473792	chr8:123503125:-_vs_chr8:123502437:-	0.92497430626927	chr8:123502406:-;chr8:123502437:-;chr8:123503003:-;chr8:123503125:-;chr8:123526999:-	distal	TRUE
PIK3R2	15.1354645354645	0.000516863228023745	0.00246260318642281	0.45	0.611111111111111	-0.161111111111111	chr19:18170058:+_vs_chr19:18170229:+	-1.01111111111111	chr19:18170058:+;chr19:18170229:+;chr19:18170540:+	proximal	TRUE
SRSF11	22.0094458317786	0.000521437895547848	0.00247272442077592	0.453164556962025	0.652380952380952	-0.199216395418927	chr1:70229562:+_vs_chr1:70251444:+	-0.458408679927667	chr1:70229562:+;chr1:70237489:+;chr1:70246870:+;chr1:70250436:+;chr1:70251444:+;chr1:70252001:+	proximal	TRUE
TIA1	12.034188034188	0.000522335828897824	0.00247272442077592	0.153846153846154	1	-0.846153846153846	chr2:70216864:-_vs_chr2:70211910:-	-1.69230769230769	chr2:70211910:-;chr2:70216864:-	proximal	TRUE
EGLN1	15.075	0.00053272777785503	0.00251386238943093	0.533333333333333	0.533333333333333	0	chr1:231366322:-_vs_chr1:231365853:-	0.9	chr1:231363756:-;chr1:231365853:-;chr1:231366322:-	distal	TRUE
ZFAND3	11.9678267045455	0.000541270349429644	0.00254603919142543	0.733333333333333	0	0.733333333333333	chr6:38082442:+_vs_chr6:38152627:+	1.46666666666667	chr6:38082442:+;chr6:38152627:+	distal	TRUE
PPP2CB	14.9487205638655	0.000567448658711164	0.00266070371084568	0.80327868852459	0.825396825396825	-0.0221181368722352	chr8:30799735:-_vs_chr8:30786159:-	-0.307832422586521	chr8:30785616:-;chr8:30786159:-;chr8:30799735:-	proximal	TRUE
CSDE1	14.9222993538427	0.000574994733165323	0.00268755449647209	0.834862385321101	0.902597402597403	-0.0677350172763015	chr1:114725240:-_vs_chr1:114717997:-	-0.351006791373764	chr1:114717997:-;chr1:114725240:-;chr1:114737992:-	proximal	TRUE
ASNSD1	11.8443278805121	0.000578372471574546	0.00269481432339308	0.233333333333333	0.666666666666667	-0.433333333333333	chr2:189667263:+_vs_chr2:189670831:+	-0.866666666666667	chr2:189667263:+;chr2:189670831:+	proximal	TRUE
C11orf24	11.8125	0.000588343788765141	0.00273265338366702	0.8125	0.0833333333333333	0.729166666666667	chr11:68261463:-_vs_chr11:68261338:-	1.45833333333333	chr11:68261338:-;chr11:68261463:-	distal	TRUE
METTL9	14.8692944231203	0.000590437239543167	0.00273377994609799	0.150485436893204	0.11046511627907	0.0400203206141341	chr16:21656141:+_vs_chr16:21657471:+	0.240347708286295	chr16:21655936:+;chr16:21656141:+;chr16:21657471:+	distal	TRUE
MRPS7	11.766978247447	0.000602907725600991	0.00278279597097707	0.606060606060606	1	-0.393939393939394	chr17:75266243:+_vs_chr17:75266363:+	-0.787878787878788	chr17:75266243:+;chr17:75266363:+	proximal	TRUE
NDUFB7	11.636272445135	0.000646780830002217	0.00297599777543076	1	0.848101265822785	0.151898734177215	chr19:14570059:-_vs_chr19:14566078:-	0.30379746835443	chr19:14566078:-;chr19:14570059:-	distal	TRUE
DNAJA1	17.1370245059289	0.00066233037565238	0.00303808063614461	0.514492753623188	0.491111111111111	0.0233816425120772	chr9:33026861:+_vs_chr9:33030643:+	0.283768115942029	chr9:33026861:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	distal	TRUE
RPL23A	11.4750095565749	0.000705382846888741	0.00322554323484418	0.151724137931034	0.05	0.101724137931034	chr17:28723936:+_vs_chr17:28724351:+	0.203448275862069	chr17:28723936:+;chr17:28724351:+	distal	TRUE
PTTG1IP	14.5000333778371	0.000710162536898909	0.00323737674999904	0.808411214953271	0.35	0.458411214953271	chr21:44851588:-_vs_chr21:44849585:-	0.916822429906542	chr21:44849585:-;chr21:44850621:-;chr21:44851588:-	distal	TRUE
MXI1	19.2147414947219	0.000713147965122294	0.00324098321380193	0.349173553719008	0.487012987012987	-0.137839433293979	chr10:110279293:+_vs_chr10:110285432:+	-0.331759149940968	chr10:110279293:+;chr10:110279938:+;chr10:110285108:+;chr10:110285432:+;chr10:110286635:+	proximal	TRUE
PTK2	11.4002513195361	0.000734341708003166	0.00332494472247914	0.954545454545455	0.411764705882353	0.542780748663102	chr8:140803560:-_vs_chr8:140658402:-	1.0855614973262	chr8:140658402:-;chr8:140803560:-	distal	TRUE
CCND2	19.1447053985878	0.000736125202607094	0.00332494472247914	0.367363344051447	0.237113402061856	0.130249941989591	chr12:4300193:+_vs_chr12:4300462:+	0.312626379819008	chr12:4300193:+;chr12:4300462:+;chr12:4300989:+;chr12:4301558:+;chr12:4305353:+	distal	TRUE
ZNF625-ZNF20	11.2994428034372	0.000775303547592169	0.003484783413133	0.666666666666667	0	0.666666666666667	chr19:12144882:-_vs_chr19:12142292:-	1.33333333333333	chr19:12142292:-;chr19:12144882:-	distal	TRUE
ASPH	11.2972222222222	0.000776231376385076	0.003484783413133	0	0.267857142857143	-0.267857142857143	chr8:61624548:-_vs_chr8:61618985:-	-0.535714285714286	chr8:61618985:-;chr8:61624548:-	proximal	TRUE
LARS1	14.3125601250601	0.000779950530654242	0.00349086949629186	0.333333333333333	0.62962962962963	-0.296296296296296	chr5:146168169:-_vs_chr5:146113911:-	-0.592592592592593	chr5:146113911:-;chr5:146160390:-;chr5:146168169:-	proximal	TRUE
PSMB2	11.2779594116934	0.000784327216125847	0.00349985286470658	0.202380952380952	0	0.202380952380952	chr1:35603138:-_vs_chr1:35601820:-	0.404761904761905	chr1:35601820:-;chr1:35603138:-	distal	TRUE
AP3B1	11.2638403263403	0.000790315379040055	0.00351595124952458	0.380952380952381	1	-0.619047619047619	chr5:78113789:-_vs_chr5:78002326:-	-1.23809523809524	chr5:78002326:-;chr5:78113789:-	proximal	TRUE
HSD17B12	16.7427631578947	0.000798260572769022	0.00353703402148766	0.408602150537634	0.618279569892473	-0.209677419354839	chr11:43855379:+_vs_chr11:43856615:+	-0.564516129032258	chr11:43754118:+;chr11:43855379:+;chr11:43856490:+;chr11:43856615:+	proximal	TRUE
SARNP	11.2415951587482	0.000799843847783939	0.00353703402148766	0.0265486725663717	0.205128205128205	-0.178579532561833	chr12:55757275:-_vs_chr12:55752580:-	-0.357159065123667	chr12:55752580:-;chr12:55757275:-	proximal	TRUE
TM9SF3	11.2326964285714	0.000803687953492613	0.00354342420092116	0	0.6	-0.6	chr10:96565378:-_vs_chr10:96521457:-	-1.2	chr10:96521457:-;chr10:96565378:-	proximal	TRUE
MCL1	14.2304604167051	0.000812633614754063	0.00357220193152307	0.773584905660377	0.795698924731183	-0.0221140190708055	chr1:150576064:-_vs_chr1:150575962:-	-0.360519375126801	chr1:150574558:-;chr1:150575962:-;chr1:150576064:-	proximal	TRUE
YIPF4	14.1891891891892	0.00082957702575266	0.00363586132651833	0.432432432432432	1	-0.567567567567568	chr2:32306557:+_vs_chr2:32307017:+	-1.2972972972973	chr2:32305889:+;chr2:32306557:+;chr2:32307017:+	proximal	TRUE
MESD	11.126939484127	0.000850828632436202	0.00371797008907772	0.285714285714286	1	-0.714285714285714	chr15:80978964:-_vs_chr15:80978205:-	-1.42857142857143	chr15:80978205:-;chr15:80978964:-	proximal	TRUE
RALBP1	16.5702625292541	0.000866133243975128	0.00377368377979724	0.45578231292517	0.407407407407407	0.0483749055177626	chr18:9517035:+_vs_chr18:9525786:+	0.687074829931973	chr18:9513278:+;chr18:9517035:+;chr18:9517112:+;chr18:9525786:+	distal	TRUE
HNRNPH3	16.5400432900433	0.000878600131166944	0.00381674233451052	0.530864197530864	0.570707070707071	-0.0398428731762065	chr10:68341301:+_vs_chr10:68342271:+	-0.377104377104377	chr10:68341301:+;chr10:68341788:+;chr10:68342271:+;chr10:68343193:+	proximal	TRUE
BRD3	10.9701510066436	0.00092591214972905	0.00401047579222817	0.297297297297297	0	0.297297297297297	chr9:134040211:-_vs_chr9:134032638:-	0.594594594594595	chr9:134032638:-;chr9:134040211:-	distal	TRUE
SRSF2	13.9560087165246	0.000932161608845129	0.00402573887796566	0.944444444444445	0.926829268292683	0.0176151761517616	chr17:76735853:-_vs_chr17:76734837:-	0.128088633827515	chr17:76734128:-;chr17:76734837:-;chr17:76735853:-	distal	FALSE
GGNBP2	16.3476578683358	0.000962255467004764	0.00414358986812256	0.258064516129032	0.587719298245614	-0.329654782116582	chr17:36581451:+_vs_chr17:36589848:+	-0.623938879456706	chr17:36560810:+;chr17:36581451:+;chr17:36586172:+;chr17:36589848:+	proximal	TRUE
PPFIA2	16.3405572755418	0.000965489970415709	0.00414543222762791	0.555555555555556	0.333333333333333	0.222222222222222	chr12:81384064:-_vs_chr12:81339199:-	1.09803921568627	chr12:81339199:-;chr12:81368726:-;chr12:81384064:-;chr12:81457811:-	distal	TRUE
ACADM	16.2699870945467	0.000998229326758371	0.0042735788858612	0.397163120567376	0.551724137931034	-0.154561017363659	chr1:75762780:+_vs_chr1:75763497:+	-0.48569332355099	chr1:75734828:+;chr1:75740048:+;chr1:75762780:+;chr1:75763497:+	proximal	TRUE
KATNA1	10.8033036816125	0.00101319121484802	0.00432033544347551	0.45	1	-0.55	chr6:149623118:-_vs_chr6:149594873:-	-1.1	chr6:149594873:-;chr6:149623118:-	proximal	TRUE
MAPK6	10.8	0.00101500094711307	0.00432033544347551	0.9375	0.3125	0.625	chr15:52064292:+_vs_chr15:52064556:+	1.25	chr15:52064292:+;chr15:52064556:+	distal	TRUE
LINC01551	18.395979020979	0.00103247244984684	0.00438207416213729	0.541666666666667	0.25	0.291666666666667	chr14:28792278:+_vs_chr14:28793072:+	0.794871794871795	chr14:28778560:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793966:+	distal	TRUE
SUMO1	16.0991654171167	0.00108211403900645	0.00457960583270066	0.588235294117647	0.594594594594595	-0.00635930047694755	chr2:202206592:-_vs_chr2:202206486:-	-0.311037928684987	chr2:202206182:-;chr2:202206486:-;chr2:202206592:-;chr2:202206776:-	proximal	TRUE
BRIX1	13.5748602804196	0.00112786350412473	0.00475958398740638	0.74468085106383	0.451612903225806	0.293067947838023	chr5:34925618:+_vs_chr5:34925682:+	0.684282772820865	chr5:34925460:+;chr5:34925618:+;chr5:34925682:+	distal	TRUE
CERS6	10.5876473063973	0.00113845760280504	0.00477400653137119	0	0.785714285714286	-0.785714285714286	chr2:168769770:+_vs_chr2:168771123:+	-1.57142857142857	chr2:168769770:+;chr2:168771123:+	proximal	TRUE
SHMT1	10.5876473063973	0.00113845760280504	0.00477400653137119	0	0.785714285714286	-0.785714285714286	chr17:18328524:-_vs_chr17:18327876:-	-1.57142857142857	chr17:18327876:-;chr17:18328524:-	proximal	TRUE
QRSL1	10.5787545787546	0.00114394699279434	0.00477400653137119	0.576923076923077	0	0.576923076923077	chr6:106666343:+_vs_chr6:106666458:+	1.15384615384615	chr6:106666343:+;chr6:106666458:+	distal	TRUE
RAD18	13.5460815047022	0.00114421009621219	0.00477400653137119	0.586206896551724	0.35	0.236206896551724	chr3:8935984:-_vs_chr3:8902420:-	1.07931034482759	chr3:8902420:-;chr3:8935984:-;chr3:8941608:-	distal	TRUE
GTPBP6	10.546875	0.00116384695773024	0.0048422590325847	0.592592592592593	0.142857142857143	0.44973544973545	chrX:304759:-_vs_chrY:304759:-	0.899470899470899	chrX:304759:-;chrY:304759:-	distal	TRUE
PPP1CB	15.8925725699258	0.00119296478501993	0.00494946344796192	0.702702702702703	0.795698924731183	-0.0929962220284802	chr2:28799298:+_vs_chr2:28799533:+	-0.388404533565824	chr2:28799298:+;chr2:28799533:+;chr2:28799875:+;chr2:28801037:+	proximal	TRUE
CDC23	10.4603824013158	0.00121962028390903	0.00504587999813343	0.472222222222222	1	-0.527777777777778	chr5:138204907:-_vs_chr5:138187650:-	-1.05555555555556	chr5:138187650:-;chr5:138204907:-	proximal	TRUE
TSPAN5	13.3538999932499	0.00125961394651007	0.00519678714803176	0.506666666666667	0.602941176470588	-0.0962745098039217	chr4:98471992:-_vs_chr4:98471208:-	-0.59921568627451	chr4:98470367:-;chr4:98471208:-;chr4:98471992:-	proximal	TRUE
WDR77	10.3896103896104	0.00126726361038363	0.00521378371180119	0.75	1	-0.25	chr1:111440952:-_vs_chr1:111440257:-	-0.5	chr1:111440257:-;chr1:111440952:-	proximal	TRUE
LEO1	13.3266048064932	0.00127692248677352	0.00523892920267912	0.720588235294118	0.363636363636364	0.356951871657754	chr15:51958748:-_vs_chr15:51954515:-	0.842245989304813	chr15:51938025:-;chr15:51954515:-;chr15:51958748:-	distal	TRUE
OPA1	10.3677872474747	0.0012823315096805	0.00524654747866511	1	0.2	0.8	chr3:193619829:+_vs_chr3:193648812:+	1.6	chr3:193619829:+;chr3:193648812:+	distal	TRUE
SCD	13.2761361400748	0.001309554769646	0.00534312816234018	0.483333333333333	0.588235294117647	-0.104901960784314	chr10:100361071:+_vs_chr10:100361696:+	-0.890196078431372	chr10:100361071:+;chr10:100361696:+;chr10:100364826:+	proximal	TRUE
IPO5	15.6824529883818	0.00131727082225368	0.00534808793792167	0.740740740740741	0.490909090909091	0.24983164983165	chr13:98010203:+_vs_chr13:98015624:+	0.774747474747475	chr13:98006210:+;chr13:98010203:+;chr13:98015624:+;chr13:98023078:+	distal	TRUE
EIF1AX	13.2632611832612	0.00131801219323188	0.00534808793792167	0.375	0.696969696969697	-0.321969696969697	chrX:20127248:-_vs_chrX:20126916:-	-0.765151515151515	chrX:20126916:-;chrX:20127248:-;chrX:20127372:-	proximal	TRUE
CHCHD1	10.2881493506494	0.00133887304968269	0.00541785066953788	0	0.733333333333333	-0.733333333333333	chr10:73783373:+_vs_chr10:73783652:+	-1.46666666666667	chr10:73783373:+;chr10:73783652:+	proximal	TRUE
HAT1	13.2019230769231	0.00135906062002479	0.00548451512507273	0.404761904761905	0.523809523809524	-0.119047619047619	chr2:171983625:+_vs_chr2:171983686:+	-0.619047619047619	chr2:171979340:+;chr2:171983625:+;chr2:171983686:+	proximal	TRUE
TMEM242	13.1925925925926	0.00136541577958724	0.00549514742902003	0.583333333333333	0.5625	0.0208333333333333	chr6:157292479:-_vs_chr6:157291776:-	0.8125	chr6:157291776:-;chr6:157292479:-;chr6:157292563:-	distal	TRUE
SERBP1	13.1843456359585	0.00137105766605223	0.00550285916510637	0.483870967741935	0.513513513513514	-0.0296425457715781	chr1:67412863:-_vs_chr1:67411053:-	-0.688753269398431	chr1:67411053:-;chr1:67412863:-;chr1:67420147:-	proximal	TRUE
KTN1	17.7546453274727	0.00137805640577988	0.00551596019332487	0.47093023255814	0.451388888888889	0.0195413436692506	chr14:55612247:+_vs_chr14:55641194:+	0.565891472868217	chr14:55612247:+;chr14:55612413:+;chr14:55641194:+;chr14:55650605:+;chr14:55684579:+	distal	TRUE
EPHB1	13.1519274376417	0.00139346236516875	0.00556255111717364	0.535714285714286	0.5	0.0357142857142857	chr3:135259829:+_vs_chr3:135260166:+	1.07142857142857	chr3:135259353:+;chr3:135259829:+;chr3:135260166:+	distal	TRUE
TMEM98	10.1795433681287	0.00142007345232189	0.00565349997056452	0.853448275862069	1	-0.146551724137931	chr17:32941329:+_vs_chr17:32941649:+	-0.293103448275862	chr17:32941329:+;chr17:32941649:+	proximal	TRUE
PPP4R3B	10.1745438664596	0.00142392920493539	0.0056536113862623	0.111111111111111	0.666666666666667	-0.555555555555556	chr2:55613997:-_vs_chr2:55564416:-	-1.11111111111111	chr2:55564416:-;chr2:55613997:-	proximal	TRUE
PSMC1	15.5064845242985	0.00143120548473828	0.00566579090422103	0.777777777777778	0.876712328767123	-0.0989345509893454	chr14:90272331:+_vs_chr14:90272625:+	-0.355251141552511	chr14:90263435:+;chr14:90272331:+;chr14:90272358:+;chr14:90272625:+	proximal	TRUE
IFNAR1	13.0936425339367	0.00143466878685082	0.00566579090422103	0.466666666666667	0.617647058823529	-0.150980392156863	chr21:33341127:+_vs_chr21:33355866:+	-0.856862745098039	chr21:33341127:+;chr21:33355866:+;chr21:33356041:+	proximal	TRUE
ZC3H7A	13.0808792815372	0.00144385358256442	0.00568685797719374	0.574074074074074	0.5	0.0740740740740741	chr16:11767446:-_vs_chr16:11765109:-	0.764550264550264	chr16:11765109:-;chr16:11767446:-;chr16:11779213:-	distal	TRUE
PGRMC2	10.1283482142857	0.00146006191624224	0.00573540279332393	0.145833333333333	0.518518518518518	-0.372685185185185	chr4:128270140:-_vs_chr4:128269250:-	-0.74537037037037	chr4:128269250:-;chr4:128270140:-	proximal	TRUE
ARF1	13.0436760533665	0.00147096294697635	0.00576289727502404	0.586387434554974	0.719512195121951	-0.133124760566977	chr1:228098428:+_vs_chr1:228099212:+	-0.290192823394202	chr1:228098267:+;chr1:228098428:+;chr1:228099212:+	proximal	TRUE
GTF2B	10.0879507211538	0.00149241986227203	0.00581454518421627	0	0.384615384615385	-0.384615384615385	chr1:88852932:-_vs_chr1:88852633:-	-0.769230769230769	chr1:88852633:-;chr1:88852932:-	proximal	TRUE
PHF14	13.0119339350109	0.00149449493176283	0.00581454518421627	0.348484848484849	0.807692307692308	-0.459207459207459	chr7:10982484:+_vs_chr7:11037043:+	-0.918414918414918	chr7:10982484:+;chr7:10982670:+;chr7:11037043:+	proximal	TRUE
DLG5	10.0835897435897	0.00149595610697507	0.00581454518421627	0.25	1	-0.75	chr10:77792470:-_vs_chr10:77791432:-	-1.5	chr10:77791432:-;chr10:77792470:-	proximal	TRUE
CARS1	10.0691287878788	0.00150774309353752	0.00584497781930424	0.142857142857143	0.8	-0.657142857142857	chr11:3005387:-_vs_chr11:3000929:-	-1.31428571428571	chr11:3000929:-;chr11:3005387:-	proximal	TRUE
ZC3H15	12.9659224441833	0.00152927544349076	0.00591293149224046	0.352941176470588	0.735294117647059	-0.382352941176471	chr2:186504166:+_vs_chr2:186509361:+	-0.764705882352941	chr2:186504166:+;chr2:186505530:+;chr2:186509361:+	proximal	TRUE
YLPM1	12.9579311932253	0.00153539807915104	0.00592110434179134	0.176470588235294	0.454545454545455	-0.27807486631016	chr14:74816657:+_vs_chr14:74821110:+	-0.737967914438503	chr14:74816657:+;chr14:74821110:+;chr14:74836190:+	proximal	TRUE
DNAJC15	9.9732724584159	0.00158828947234955	0.00610912382984451	0	0.30952380952381	-0.30952380952381	chr13:43107418:+_vs_chr13:43109174:+	-0.619047619047619	chr13:43107418:+;chr13:43109174:+	proximal	TRUE
RNASEH2C	9.9648483282956	0.00159557321268035	0.00612119905228279	0.651162790697674	0.0833333333333333	0.567829457364341	chr11:65719684:-_vs_chr11:65717673:-	1.13565891472868	chr11:65717673:-;chr11:65719684:-	distal	TRUE
REPS1	9.95643028846154	0.00160288548717738	0.00613262418291723	0.518518518518518	1	-0.481481481481482	chr6:138920259:-_vs_chr6:138904861:-	-0.962962962962963	chr6:138904861:-;chr6:138920259:-	proximal	TRUE
GOLGA4	9.95187621832359	0.00160685549003993	0.00613262418291723	0.263157894736842	0.866666666666667	-0.603508771929825	chr3:37302318:+_vs_chr3:37315512:+	-1.20701754385965	chr3:37302318:+;chr3:37315512:+	proximal	TRUE
ATP5PF	12.8613331446956	0.00161137637748965	0.00613402811740262	0.846560846560847	0.69620253164557	0.150358314915277	chr21:25724631:-_vs_chr21:25724500:-	0.300716629830554	chr21:25724500:-;chr21:25724545:-;chr21:25724631:-	distal	TRUE
NCOR1	15.2297955183201	0.00163043935508648	0.00619063991635662	0.355191256830601	0.423423423423423	-0.0682321665928224	chr17:16146446:-_vs_chr17:16137369:-	-0.450598139122729	chr17:16126082:-;chr17:16137369:-;chr17:16146446:-;chr17:16149453:-	proximal	TRUE
CLSTN1	9.91369731800766	0.00164053213399937	0.00621298964594119	0.896551724137931	0.4	0.496551724137931	chr1:9749876:-_vs_chr1:9729026:-	0.993103448275862	chr1:9729026:-;chr1:9749876:-	distal	TRUE
SRSF5	15.1906364821878	0.00166077542427877	0.00627356854644437	0.757105943152455	0.698198198198198	0.0589077449542565	chr14:69771079:+_vs_chr14:69771506:+	0.234705635868427	chr14:69771079:+;chr14:69771506:+;chr14:69771680:+;chr14:69772005:+	distal	TRUE
CSNK1D	9.86703869047619	0.00168266119875402	0.00634002701673389	0.9	0.1875	0.7125	chr17:82252473:-_vs_chr17:82242672:-	1.425	chr17:82242672:-;chr17:82252473:-	distal	TRUE
ARF4	9.8296751807444	0.00171718670833879	0.00645365080971093	0.885245901639344	1	-0.114754098360656	chr3:57587443:-_vs_chr3:57571363:-	-0.229508196721312	chr3:57571363:-;chr3:57587443:-	proximal	TRUE
ZBTB21	9.80975274725275	0.00173588842425332	0.00649319327740201	0.722222222222222	0	0.722222222222222	chr21:41993213:-_vs_chr21:41992217:-	1.44444444444444	chr21:41992217:-;chr21:41993213:-	distal	TRUE
PHIP	17.2393920442701	0.00173650057181706	0.00649319327740201	0.294871794871795	0.34375	-0.0488782051282051	chr6:78990885:-_vs_chr6:78982887:-	-0.355769230769231	chr6:78945395:-;chr6:78946763:-;chr6:78982887:-;chr6:78990885:-;chr6:79015746:-	proximal	TRUE
PELI1	9.80140796703297	0.00174378309434043	0.00650395866247681	1	0.4	0.6	chr2:64106923:-_vs_chr2:64092856:-	1.2	chr2:64092856:-;chr2:64106923:-	distal	TRUE
NCL	15.0630771861739	0.0017635308720467	0.00656104558693443	0.624671916010499	0.469945355191257	0.154726560819242	chr2:231459020:-_vs_chr2:231456700:-	0.400542145346586	chr2:231454750:-;chr2:231456700:-;chr2:231459020:-;chr2:231460485:-	distal	TRUE
PCM1	12.6544958509994	0.00178694481347642	0.00663145097865496	0.119047619047619	0.355263157894737	-0.236215538847118	chr8:17937189:+_vs_chr8:17960387:+	-0.472431077694235	chr8:17937189:+;chr8:17947255:+;chr8:17960387:+	proximal	TRUE
PARP1	15.0194605099079	0.00180009390919968	0.00666350552352863	0.496598639455782	0.442622950819672	0.0539756886361102	chr1:226388689:-_vs_chr1:226377160:-	0.399130143860823	chr1:226361003:-;chr1:226377160:-;chr1:226388689:-;chr1:226390419:-	distal	TRUE
ZKSCAN1	9.69970956462892	0.00184297137713465	0.00680517181006971	0.225806451612903	0.818181818181818	-0.592375366568915	chr7:100034308:+_vs_chr7:100036741:+	-1.18475073313783	chr7:100034308:+;chr7:100036741:+	proximal	TRUE
RAB14	12.5874897276636	0.00184782711277579	0.00680608639792977	0.641304347826087	0.25	0.391304347826087	chr9:121180677:-_vs_chr9:121179290:-	0.782608695652174	chr9:121179290:-;chr9:121179502:-;chr9:121180677:-	distal	TRUE
NCSTN	9.66784592757812	0.00187521048941074	0.00688976590263597	1	0.76271186440678	0.23728813559322	chr1:160358416:+_vs_chr1:160358949:+	0.474576271186441	chr1:160358416:+;chr1:160358949:+	distal	TRUE
ZNF680	9.62855489417989	0.00191575283922214	0.00702125792439478	0.25	1	-0.75	chr7:64524579:-_vs_chr7:64519878:-	-1.5	chr7:64519878:-;chr7:64524579:-	proximal	TRUE
RPL4	9.61725135628047	0.00192758012953205	0.00703241905441658	0.96814404432133	0.928015564202335	0.0401284801189949	chr15:66499522:-_vs_chr15:66499320:-	0.0802569602379899	chr15:66499320:-;chr15:66499522:-	distal	FALSE
HEY1	9.61654589371981	0.00192832072920698	0.00703241905441658	0.739130434782609	0.259259259259259	0.479871175523349	chr8:79765086:-_vs_chr8:79764013:-	0.959742351046699	chr8:79764013:-;chr8:79765086:-	distal	TRUE
EIF5B	12.4654452690167	0.00196409709183936	0.007142113222925	0.666666666666667	0.178571428571429	0.488095238095238	chr2:99363691:+_vs_chr2:99394311:+	0.976190476190476	chr2:99363691:+;chr2:99363798:+;chr2:99394311:+	distal	TRUE
RSRC2	14.8297531796571	0.00196807046833478	0.007142113222925	0.642276422764228	0.390804597701149	0.251471825063078	chr12:122517327:-_vs_chr12:122504726:-	0.442388561816653	chr12:122504726:-;chr12:122505055:-;chr12:122517327:-;chr12:122518884:-	distal	TRUE
CD99	12.4430809465134	0.00198618319729238	0.0071727877984277	0.447368421052632	0.695652173913043	-0.248283752860412	chrY:2741230:+_vs_chrX:2741309:+	-0.505720823798627	chrX:2741309:+;chrY:2741230:+;chrY:2741309:+	proximal	TRUE
ILF3	14.8102086672668	0.00198623575460862	0.0071727877984277	0.538011695906433	0.672222222222222	-0.134210526315789	chr19:10681104:+_vs_chr19:10689844:+	-0.358771929824561	chr19:10677234:+;chr19:10681104:+;chr19:10683493:+;chr19:10689844:+	proximal	TRUE
ZNF639	12.3972955241002	0.00203217676571053	0.00732077117147087	0.483870967741935	0.261904761904762	0.221966205837174	chr3:179334614:+_vs_chr3:179335043:+	0.717357910906298	chr3:179328321:+;chr3:179334614:+;chr3:179335043:+	distal	TRUE
RCN2	9.5157779598061	0.00203712725218316	0.00732077117147087	0.584313725490196	0.731182795698925	-0.146869070208729	chr15:76949390:+_vs_chr15:76949904:+	-0.293738140417457	chr15:76949390:+;chr15:76949904:+	proximal	TRUE
EIF3K	9.44264675742937	0.00211997332955359	0.00759005643475076	0.782608695652174	1	-0.217391304347826	chr19:38632402:+_vs_chr19:38636952:+	-0.434782608695652	chr19:38632402:+;chr19:38636952:+	proximal	TRUE
RTN3	14.6691767418342	0.00212233805521467	0.00759005643475076	0.341025641025641	0.31986531986532	0.0211603211603212	chr11:63759054:+_vs_chr11:63759297:+	0.247707847707848	chr11:63758424:+;chr11:63759054:+;chr11:63759297:+;chr11:63759888:+	distal	TRUE
NCOA5	9.41848330241187	0.00214809119540587	0.00766360071404462	0	0.777777777777778	-0.777777777777778	chr20:46062049:-_vs_chr20:46061837:-	-1.55555555555556	chr20:46061837:-;chr20:46062049:-	proximal	TRUE
EIF2B3	9.40060096153846	0.00216914331749296	0.00772005946972795	0.777777777777778	0.153846153846154	0.623931623931624	chr1:44881649:-_vs_chr1:44850840:-	1.24786324786325	chr1:44850840:-;chr1:44881649:-	distal	TRUE
NDUFB8	9.36829115799455	0.00220771240659933	0.0078384404436231	0.876923076923077	0.677966101694915	0.198956975228162	chr10:100525257:-_vs_chr10:100523740:-	0.397913950456323	chr10:100523740:-;chr10:100525257:-	distal	TRUE
DPYSL3	9.35700863585479	0.00222134391745575	0.00786792557813465	0.958333333333333	0.538461538461538	0.419871794871795	chr5:147393372:-_vs_chr5:147390808:-	0.83974358974359	chr5:147390808:-;chr5:147393372:-	distal	TRUE
COL6A1	9.31800766283525	0.00226912593362471	0.0080179402008701	1	0.344827586206897	0.655172413793103	chr21:46004106:+_vs_chr21:46005048:+	1.31034482758621	chr21:46004106:+;chr21:46005048:+	distal	TRUE
PRDX1	9.31157410757836	0.00227710760126469	0.00802694016006671	0.835051546391753	1	-0.164948453608247	chr1:45511227:-_vs_chr1:45511051:-	-0.329896907216495	chr1:45511051:-;chr1:45511227:-	proximal	TRUE
RAN	14.5037756843654	0.00229377984133752	0.00806645910870362	0.102011494252874	0.0738255033557047	0.0281859908971689	chr12:130876281:+_vs_chr12:130877346:+	0.140216385096043	chr12:130876281:+;chr12:130877306:+;chr12:130877346:+;chr12:130877678:+	distal	FALSE
METAP2	9.29351562132958	0.00229966403383001	0.00806794246547964	0.2	0.697674418604651	-0.497674418604651	chr12:95494993:+_vs_chr12:95514343:+	-0.995348837209302	chr12:95494993:+;chr12:95514343:+	proximal	TRUE
