gene_id	chisq	pvalue	adj_pvalue	Ex	Pro	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
EVI5	27.3040482342808	5.08354576995344e-06	3.46386344139949e-05	0.540229885057471	0.298850574712644	0.241379310344828	chr1:92693802:-_vs_chr1:92624199:-	0.701149425287356	chr1:92624199:-;chr1:92677190:-;chr1:92693802:-;chr1:92704574:-	distal	TRUE
ZNF764	20.7890211640212	5.12760679148599e-06	3.48985155069497e-05	0.04	0.555555555555556	-0.515555555555556	chr16:30556089:-_vs_chr16:30553764:-	-1.03111111111111	chr16:30553764:-;chr16:30556089:-	proximal	TRUE
PNISR	55.7532993613913	5.18342889233974e-06	3.52377507398506e-05	0.52415243951776	0.560553633217993	-0.0364011937002328	chr6:99402574:-_vs_chr6:99399964:-	-0.111089759149877	chr6:99398658:-;chr6:99399964:-;chr6:99400821:-;chr6:99400908:-;chr6:99400975:-;chr6:99401214:-;chr6:99401446:-;chr6:99401513:-;chr6:99401599:-;chr6:99402574:-;chr6:99404687:-;chr6:99408132:-;chr6:99408182:-;chr6:99410500:-;chr6:99410573:-;chr6:99411304:-;chr6:99411587:-;chr6:99412176:-	proximal	FALSE
ZFR	36.7092271297072	5.32454212610394e-06	3.615535863048e-05	0.457540471456972	0.498993963782696	-0.0414534923257239	chr5:32397219:-_vs_chr5:32395232:-	-0.330458563174941	chr5:32354350:-;chr5:32354615:-;chr5:32388486:-;chr5:32395232:-;chr5:32397219:-;chr5:32404030:-;chr5:32404084:-;chr5:32406855:-	proximal	TRUE
ATCAY	27.1720163961733	5.4181920467673e-06	3.67489343195011e-05	0.378277153558052	0.40251572327044	-0.0242385697123878	chr19:3926156:+_vs_chr19:3926326:+	-0.443237227051092	chr19:3925857:+;chr19:3926156:+;chr19:3926326:+;chr19:3928082:+	proximal	TRUE
ZCCHC7	29.7794086956649	5.42749436386505e-06	3.67512586872882e-05	0.469827586206897	0.534090909090909	-0.0642633228840125	chr9:37126676:+_vs_chr9:37354823:+	0.510188087774295	chr9:37126676:+;chr9:37354823:+;chr9:37356984:+;chr9:37357390:+;chr9:37358149:+	distal	TRUE
C12orf43	34.4810649882465	5.43100548297048e-06	3.67512586872882e-05	0.375	0.245874587458746	0.129125412541254	chr12:121004371:-_vs_chr12:121003194:-	0.243399339933993	chr12:121002443:-;chr12:121002865:-;chr12:121003015:-;chr12:121003194:-;chr12:121003435:-;chr12:121004223:-;chr12:121004371:-	distal	TRUE
CAPRIN1	40.7194221208608	5.62564320481152e-06	3.80181087150763e-05	0.606855791962175	0.694276094276094	-0.0874203023139194	chr11:34099056:+_vs_chr11:34100493:+	-0.197356544165055	chr11:34071761:+;chr11:34091967:+;chr11:34099056:+;chr11:34099516:+;chr11:34099739:+;chr11:34099790:+;chr11:34100345:+;chr11:34100493:+;chr11:34101141:+;chr11:34102098:+	proximal	FALSE
ZNF470	20.6081196581197	5.63565858868638e-06	3.80181087150763e-05	0.0625	1	-0.9375	chr19:56577147:+_vs_chr19:56578809:+	-1.875	chr19:56577147:+;chr19:56578809:+	proximal	TRUE
HMGN3	32.1150546351753	5.63756820783452e-06	3.80181087150763e-05	0.808921933085502	0.86900878293601	-0.0600868498505081	chr6:79201821:-_vs_chr6:79201245:-	-0.19375632599945	chr6:79201245:-;chr6:79201494:-;chr6:79201549:-;chr6:79201821:-;chr6:79202275:-;chr6:79203591:-	proximal	FALSE
PCM1	48.371336961665	5.65813921499117e-06	3.81132257521806e-05	0.218193250890799	0.208977990847679	0.00921526004311932	chr8:17937189:+_vs_chr8:17956702:+	0.176582967325609	chr8:17937189:+;chr8:17939767:+;chr8:17947255:+;chr8:17956702:+;chr8:17960131:+;chr8:17960387:+;chr8:17964765:+;chr8:17972639:+;chr8:17989451:+;chr8:18011811:+;chr8:18025584:+;chr8:18027752:+;chr8:18027972:+;chr8:18029948:+	distal	FALSE
JAK1	24.1509366298401	5.69758410088562e-06	3.833511494363e-05	0.139072847682119	0.389473684210526	-0.250400836528407	chr1:64864911:-_vs_chr1:64833229:-	-0.500801673056814	chr1:64833229:-;chr1:64838505:-;chr1:64864911:-	proximal	TRUE
SRFBP1	29.6720284548454	5.70751117978191e-06	3.83581196050565e-05	0.38265306122449	0.421052631578947	-0.0383995703544576	chr5:122020745:+_vs_chr5:122027935:+	0.522556390977444	chr5:122020283:+;chr5:122020745:+;chr5:122027935:+;chr5:122028115:+;chr5:122028448:+	distal	TRUE
PSMA4	27.0585846673176	5.72318721856768e-06	3.8397489009312e-05	0.800601956358164	0.777367773677737	0.0232341826804272	chr15:78548851:+_vs_chr15:78548934:+	0.252255253929514	chr15:78546697:+;chr15:78548851:+;chr15:78548934:+;chr15:78549192:+	distal	TRUE
ZNF566	32.0807757652267	5.72639851360456e-06	3.8397489009312e-05	0.578947368421053	0.58974358974359	-0.0107962213225371	chr19:36447671:-_vs_chr19:36445122:-	0.713225371120108	chr19:36445122:-;chr19:36447671:-;chr19:36448069:-;chr19:36448522:-;chr19:36449727:-;chr19:36449954:-	distal	TRUE
RNF34	20.5737280303416	5.73781567280992e-06	3.8430324517661e-05	0.660714285714286	0.88695652173913	-0.226242236024845	chr12:121420753:+_vs_chr12:121424346:+	-0.452484472049689	chr12:121420753:+;chr12:121424346:+	proximal	TRUE
FBXO21	20.5691326530612	5.75160584719778e-06	3.84789612524219e-05	0	0.518518518518518	-0.518518518518518	chr12:117143780:-_vs_chr12:117142459:-	-1.03703703703704	chr12:117142459:-;chr12:117143780:-	proximal	TRUE
ME2	34.3456111814423	5.76862510854542e-06	3.85490662015495e-05	0.514563106796116	0.56390977443609	-0.0493466676399738	chr18:50914327:+_vs_chr18:50921152:+	0.165523030878166	chr18:50895892:+;chr18:50912833:+;chr18:50914327:+;chr18:50921152:+;chr18:50934662:+;chr18:50947848:+;chr18:50947890:+	distal	FALSE
ACTR3B	27.0138219583244	5.84820468856223e-06	3.90103052717242e-05	0.891324200913242	0.783403656821378	0.107920544091864	chr7:152843622:+_vs_chr7:152855374:+	0.197664874862725	chr7:152843622:+;chr7:152854982:+;chr7:152855155:+;chr7:152855374:+	distal	FALSE
BORCS7	24.0978356193255	5.85088392606111e-06	3.90103052717242e-05	0.35	0.254098360655738	0.0959016393442623	chr10:102863364:+_vs_chr10:102864208:+	0.692896174863388	chr10:102863364:+;chr10:102864208:+;chr10:102864805:+	distal	TRUE
STARD4	24.086602865039	5.88383714905318e-06	3.91856905723383e-05	0.329787234042553	0.658536585365854	-0.328749351323301	chr5:111498843:-_vs_chr5:111497629:-	-0.737415672029061	chr5:111496033:-;chr5:111497629:-;chr5:111498843:-	proximal	TRUE
ARL5A	32.0159771422515	5.89813501391434e-06	3.92365776207801e-05	0.431501831501831	0.407239819004525	0.0242620124973066	chr2:151802392:-_vs_chr2:151801460:-	0.126696832579186	chr2:151800983:-;chr2:151801460:-;chr2:151802392:-;chr2:151802592:-;chr2:151803148:-;chr2:151811554:-	distal	FALSE
VCP	24.0567992627799	5.97217347059064e-06	3.96843184167545e-05	0.193527080581242	0.113031914893617	0.0804951656876247	chr9:35056936:-_vs_chr9:35056563:-	0.223010764776975	chr9:35056064:-;chr9:35056563:-;chr9:35056936:-	distal	TRUE
STX7	29.5668770929216	5.9956440178264e-06	3.97954119831856e-05	0.649082568807339	0.581818181818182	0.0672643869891577	chr6:132459513:-_vs_chr6:132457915:-	0.438156797331109	chr6:132457915:-;chr6:132458775:-;chr6:132459513:-;chr6:132459738:-;chr6:132459938:-	distal	TRUE
UBA6	24.0368496795916	6.03204275172719e-06	3.99919684799551e-05	0.790322580645161	0.194444444444444	0.595878136200717	chr4:67663678:-_vs_chr4:67618682:-	1.19175627240143	chr4:67618682:-;chr4:67619096:-;chr4:67663678:-	distal	TRUE
FCHSD2	20.4748014908443	6.04214970157794e-06	4.00139666753937e-05	1	0.454545454545455	0.545454545454545	chr11:73001057:-_vs_chr11:72887505:-	1.09090909090909	chr11:72887505:-;chr11:73001057:-	distal	TRUE
ZC4H2	24.0290191072628	6.05570621965139e-06	4.0058734521465e-05	0.554878048780488	0.324561403508772	0.230316645271716	chrX:64917778:-_vs_chrX:64916485:-	0.530380830124091	chrX:64915825:-;chrX:64916485:-;chrX:64917778:-	distal	TRUE
RPP30	24.0041314277237	6.13153326888867e-06	4.05148622049661e-05	0.272727272727273	0.206140350877193	0.0665869218500797	chr10:90900843:+_vs_chr10:90900977:+	0.323763955342903	chr10:90900751:+;chr10:90900843:+;chr10:90900977:+	distal	TRUE
ZNF841	23.9579783619924	6.27467303050671e-06	4.14142473032548e-05	0.566037735849057	0.368421052631579	0.197616683217478	chr19:52094606:-_vs_chr19:52084812:-	1.05858987090367	chr19:52064465:-;chr19:52084812:-;chr19:52094606:-	distal	TRUE
CDK8	26.8505307764131	6.32779701722619e-06	4.1715567769631e-05	0.719607843137255	0.958333333333333	-0.238725490196078	chr13:26396328:+_vs_chr13:26405238:+	-0.999509803921569	chr13:26337598:+;chr13:26382868:+;chr13:26396328:+;chr13:26405238:+	proximal	TRUE
NEUROD6	44.3405702526337	6.33448136305051e-06	4.1715567769631e-05	0.539999611748491	0.595771670190275	-0.055772058441784	chr7:31338259:-_vs_chr7:31337465:-	-0.133946635281498	chr7:31337465:-;chr7:31337557:-;chr7:31337736:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31338998:-;chr7:31339095:-	proximal	FALSE
ATP6V1D	23.8860470904616	6.50445295750574e-06	4.27871046110924e-05	0.437655860349127	0.563131313131313	-0.125475452782186	chr14:67338720:-_vs_chr14:67338071:-	-0.253809919645331	chr14:67337872:-;chr14:67338071:-;chr14:67338720:-	proximal	TRUE
DNPEP	29.3863780663781	6.52439561888478e-06	4.28704434534079e-05	0.4	0.609848484848485	-0.209848484848485	chr2:219382425:-_vs_chr2:219373063:-	-0.488888888888889	chr2:219373063:-;chr2:219374053:-;chr2:219374194:-;chr2:219382425:-;chr2:219384566:-	proximal	TRUE
SLC43A3	23.8647247913377	6.5741688688579e-06	4.31493889900317e-05	0.886363636363636	0.684615384615385	0.201748251748252	chr11:57423594:-_vs_chr11:57407006:-	0.427272727272727	chr11:57406954:-;chr11:57407006:-;chr11:57423594:-	distal	TRUE
MPHOSPH9	23.8364923546283	6.66762937459865e-06	4.37141351878581e-05	0.567164179104478	0.34	0.227164179104478	chr12:123209725:-_vs_chr12:123194509:-	0.476119402985075	chr12:123165324:-;chr12:123194509:-;chr12:123209725:-	distal	TRUE
PTPRM	31.7142751167539	6.76759918066309e-06	4.43202550786981e-05	0.607894736842105	0.597142857142857	0.0107518796992481	chr18:8143778:+_vs_chr18:8247881:+	0.393984962406015	chr18:8143778:+;chr18:8247881:+;chr18:8296417:+;chr18:8370959:+;chr18:8377703:+;chr18:8406846:+	distal	TRUE
GABPB1	26.6512839234454	6.96642945780047e-06	4.55717372078535e-05	0.701754385964912	0.72108843537415	-0.0193340494092374	chr15:50277934:-_vs_chr15:50277257:-	-0.645273899033298	chr15:50277257:-;chr15:50277934:-;chr15:50278590:-;chr15:50285884:-	proximal	TRUE
RABEP1	33.9055719057972	7.01580818160193e-06	4.58438729737935e-05	0.519071310116086	0.495934959349593	0.0231363507664927	chr17:5354431:+_vs_chr17:5377192:+	-0.32417182380779	chr17:5338115:+;chr17:5354384:+;chr17:5354431:+;chr17:5377192:+;chr17:5377255:+;chr17:5378217:+;chr17:5385810:+	proximal	TRUE
TAX1BP1	40.1854231990265	7.03268119318526e-06	4.59032369353643e-05	0.430976430976431	0.418106995884774	0.0128694350916573	chr7:27785416:+_vs_chr7:27787522:+	0.179292929292929	chr7:27769705:+;chr7:27769759:+;chr7:27771054:+;chr7:27785298:+;chr7:27785416:+;chr7:27787522:+;chr7:27793158:+;chr7:27796191:+;chr7:27800010:+;chr7:27829261:+	distal	FALSE
ATG5	23.6843705875964	7.19456057035291e-06	4.69078982319249e-05	0.464646464646465	0.612903225806452	-0.148256761159987	chr6:106185919:-_vs_chr6:106185270:-	-0.646790485500163	chr6:106185270:-;chr6:106185919:-;chr6:106279711:-	proximal	TRUE
TIMM17A	23.6814585144024	7.20504374393294e-06	4.6924340140045e-05	0.787301587301587	0.809734513274336	-0.022432925972749	chr1:201969797:+_vs_chr1:201969936:+	-0.242028374771738	chr1:201969797:+;chr1:201969936:+;chr1:201970346:+	proximal	TRUE
RAN	29.1566667630643	7.26492693241395e-06	4.72621184764325e-05	0.18369259606373	0.10763520678685	0.0760573892768796	chr12:130876281:+_vs_chr12:130877678:+	0.145774964941695	chr12:130876281:+;chr12:130876634:+;chr12:130877306:+;chr12:130877346:+;chr12:130877678:+	distal	FALSE
PIAS2	26.5576419448845	7.28839456110135e-06	4.7354674206408e-05	0.427536231884058	0.648148148148148	-0.22061191626409	chr18:46844734:-_vs_chr18:46812091:-	-0.690821256038647	chr18:46812091:-;chr18:46818351:-;chr18:46844734:-;chr18:46844773:-	proximal	TRUE
NAPEPLD	23.6565816236404	7.29522296902248e-06	4.7354674206408e-05	0.905405405405405	0.872549019607843	0.0328563857975623	chr7:103103372:-_vs_chr7:103102949:-	0.276099629040806	chr7:103102500:-;chr7:103102949:-;chr7:103103372:-	distal	TRUE
SGIP1	23.6396726190476	7.35716191088803e-06	4.77041939524467e-05	0.38	0.65625	-0.27625	chr1:66743580:+_vs_chr1:66744372:+	-1.2475	chr1:66743580:+;chr1:66744372:+;chr1:66745085:+	proximal	TRUE
RBBP6	31.5094712613816	7.4292449457847e-06	4.81186480334671e-05	0.358695652173913	0.531707317073171	-0.173011664899258	chr16:24550657:+_vs_chr16:24569513:+	-0.415164369034995	chr16:24549401:+;chr16:24550657:+;chr16:24559775:+;chr16:24561863:+;chr16:24567500:+;chr16:24569513:+	proximal	TRUE
RASGEF1B	26.5055676921209	7.47381662617787e-06	4.8354198896479e-05	0.233739837398374	0.325301204819277	-0.0915613674209031	chr4:81427051:-_vs_chr4:81426753:-	-0.303923009109609	chr4:81426396:-;chr4:81426546:-;chr4:81426753:-;chr4:81427051:-	proximal	TRUE
IP6K1	23.5756929454474	7.5963212590322e-06	4.90928919964208e-05	0.775510204081633	0.296875	0.478635204081633	chr3:49726984:-_vs_chr3:49724294:-	0.957270408163265	chr3:49724294:-;chr3:49725834:-;chr3:49726984:-	distal	TRUE
NAB1	23.5635001399229	7.64277294315752e-06	4.93389964150826e-05	0.474137931034483	0.387755102040816	0.0863828289936664	chr2:190690520:+_vs_chr2:190692766:+	0.729767769176636	chr2:190670461:+;chr2:190690520:+;chr2:190692766:+	distal	TRUE
STX6	26.4525880030497	7.66729121051472e-06	4.9443122970212e-05	0.650537634408602	0.310344827586207	0.340192806822395	chr1:180975983:-_vs_chr1:180974962:-	0.687986651835373	chr1:180973044:-;chr1:180974962:-;chr1:180975866:-;chr1:180975983:-	distal	TRUE
B3GALT2	35.8653328877005	7.68598780732222e-06	4.95095214604996e-05	0.605042016806723	0.537142857142857	0.0678991596638655	chr1:193180364:-_vs_chr1:193180328:-	0.545588235294118	chr1:193179045:-;chr1:193179573:-;chr1:193180328:-;chr1:193180364:-;chr1:193181128:-;chr1:193181349:-;chr1:193181390:-;chr1:193181611:-	distal	TRUE
ZNF708	31.417388386999	7.74730633847195e-06	4.98500257193817e-05	0.528395061728395	0.384615384615385	0.14377967711301	chr19:21294665:-_vs_chr19:21293298:-	0.481956315289649	chr19:21291160:-;chr19:21292948:-;chr19:21293145:-;chr19:21293298:-;chr19:21294065:-;chr19:21294665:-	distal	TRUE
MEG3	37.8998765023286	7.85578634628495e-06	5.04929168211597e-05	0.710164835164835	0.798192771084337	-0.0880279359195022	chr14:100846621:+_vs_chr14:100861026:+	-0.279253276843638	chr14:100830604:+;chr14:100832165:+;chr14:100846430:+;chr14:100846621:+;chr14:100846865:+;chr14:100846977:+;chr14:100847171:+;chr14:100850027:+;chr14:100861026:+	proximal	TRUE
LOC107985911	26.3920178571429	7.89461199983024e-06	5.06871929488011e-05	0.68	0.609523809523809	0.0704761904761906	chr2:89543460:-_vs_chr2:89542842:-	0.751428571428571	chr2:89542842:-;chr2:89543460:-;chr2:89562339:-;chr2:89580148:-	distal	TRUE
PCID2	28.9590018887829	7.96873884472713e-06	5.1107450218522e-05	0.792134831460674	0.870098039215686	-0.0779632077550122	chr13:113190945:-_vs_chr13:113187826:-	-0.18098700154219	chr13:113177612:-;chr13:113177752:-;chr13:113187826:-;chr13:113189403:-;chr13:113190945:-	proximal	FALSE
RAB5B	23.476734847336	7.98163385545794e-06	5.11345108087708e-05	0.802547770700637	0.616071428571429	0.186476342129208	chr12:55992735:+_vs_chr12:55994706:+	0.372952684258417	chr12:55992735:+;chr12:55993994:+;chr12:55994706:+	distal	TRUE
KIF4A	28.9438487944347	8.0254136512915e-06	5.13591618465929e-05	0.636363636363636	0.385416666666667	0.25094696969697	chrX:70330267:+_vs_chrX:70343936:+	0.743371212121212	chrX:70302059:+;chrX:70330267:+;chrX:70343936:+;chrX:70374194:+;chrX:70420824:+	distal	TRUE
KDELR2	26.3463084122088	8.0705995263807e-06	5.1592314108989e-05	0.855855855855856	0.710437710437711	0.145418145418145	chr7:6462005:-_vs_chr7:6461089:-	0.308490308490308	chr7:6461089:-;chr7:6461760:-;chr7:6462005:-;chr7:6462870:-	distal	TRUE
CBWD1	33.5835870057	8.09461153883145e-06	5.16897512566333e-05	0.515414258188825	0.577850877192982	-0.0624366190041578	chr9:154744:-_vs_chr9:121409:-	-0.345489808335869	chr9:121042:-;chr9:121089:-;chr9:121409:-;chr9:152056:-;chr9:154744:-;chr9:172902:-;chr9:173134:-	proximal	TRUE
STAG1	33.5735562924577	8.13073941488861e-06	5.18642620252743e-05	0.440715883668904	0.329365079365079	0.111350804303824	chr3:136623169:-_vs_chr3:136502684:-	0.440715883668904	chr3:136367035:-;chr3:136422997:-;chr3:136500280:-;chr3:136502631:-;chr3:136502684:-;chr3:136604431:-;chr3:136623169:-	distal	TRUE
OXR1	28.8884719616427	8.23596414083139e-06	5.24786731308759e-05	0.793650793650794	0.535714285714286	0.257936507936508	chr8:106706973:+_vs_chr8:106752694:+	0.488400488400488	chr8:106272774:+;chr8:106706973:+;chr8:106707073:+;chr8:106751696:+;chr8:106752694:+	distal	TRUE
DLGAP4	28.8853228611399	8.24810130971825e-06	5.2499253908725e-05	0.51237842617153	0.445192307692308	0.0671861184792219	chr20:36527080:+_vs_chr20:36528633:+	0.153713527851459	chr20:36526844:+;chr20:36527080:+;chr20:36527249:+;chr20:36528129:+;chr20:36528633:+	distal	FALSE
CHD7	33.4684364014839	8.51910908002841e-06	5.41640249361722e-05	0.289405684754522	0.445652173913043	-0.156246489158522	chr8:60781142:+_vs_chr8:60856600:+	-0.405291540276373	chr8:60741311:+;chr8:60781142:+;chr8:60781270:+;chr8:60781295:+;chr8:60781393:+;chr8:60795027:+;chr8:60856600:+	proximal	TRUE
TXNDC16	31.2063932359626	8.52803107240717e-06	5.41640249361722e-05	0.459259259259259	0.415094339622642	0.0441649196366177	chr14:52462903:-_vs_chr14:52432349:-	0.346785464709993	chr14:52430596:-;chr14:52432349:-;chr14:52432415:-;chr14:52462903:-;chr14:52537626:-;chr14:52544297:-	distal	TRUE
PHKB	31.185346280704	8.61007157538859e-06	5.46262237517119e-05	0.357983193277311	0.524590163934426	-0.166606970657115	chr16:47698572:+_vs_chr16:47700462:+	-0.32731781237085	chr16:47589003:+;chr16:47698572:+;chr16:47699730:+;chr16:47700000:+;chr16:47700200:+;chr16:47700462:+	proximal	TRUE
BRMS1L	19.793291118018	8.62850041538704e-06	5.46842811271949e-05	0.773584905660377	0.157894736842105	0.615690168818272	chr14:35870645:+_vs_chr14:35871963:+	1.23138033763654	chr14:35870645:+;chr14:35871963:+	distal	TRUE
TBCK	19.786980799373	8.65703448687818e-06	5.48061882552739e-05	0.259259259259259	0.916666666666667	-0.657407407407407	chr4:106116251:-_vs_chr4:106046091:-	-1.31481481481481	chr4:106046091:-;chr4:106116251:-	proximal	TRUE
BNIP3L	28.7431159115666	8.815147230822e-06	5.57472937537177e-05	0.570113314447592	0.703651685393258	-0.133538370945666	chr8:26410992:+_vs_chr8:26413124:+	-0.375736066460833	chr8:26408051:+;chr8:26410992:+;chr8:26411077:+;chr8:26411916:+;chr8:26413124:+	proximal	TRUE
CEP120	28.7311826154963	8.86445915932662e-06	5.59990592551673e-05	0.564814814814815	0.544117647058824	0.0206971677559912	chr5:123390084:-_vs_chr5:123382134:-	0.655773420479303	chr5:123344892:-;chr5:123378408:-;chr5:123382134:-;chr5:123390084:-;chr5:123416014:-	distal	TRUE
CSNK1G3	37.6098849167009	8.88600920580379e-06	5.60750944957254e-05	0.405487804878049	0.470833333333333	-0.0653455284552845	chr5:123545681:+_vs_chr5:123545984:+	-0.203794037940379	chr5:123545493:+;chr5:123545681:+;chr5:123545984:+;chr5:123575887:+;chr5:123575956:+;chr5:123614513:+;chr5:123615238:+;chr5:123615429:+;chr5:123616757:+	proximal	TRUE
PAFAH1B2	23.2352816192816	9.00580841239333e-06	5.67703045803703e-05	0.445945945945946	0.76	-0.314054054054054	chr11:117163807:+_vs_chr11:117170073:+	-0.873513513513513	chr11:117163807:+;chr11:117170073:+;chr11:117171045:+	proximal	TRUE
PEX1	28.691595318262	9.03001986440972e-06	5.6862112265845e-05	0.525	0.62037037037037	-0.0953703703703703	chr7:92510990:-_vs_chr7:92487025:-	-0.605291005291005	chr7:92487025:-;chr7:92510990:-;chr7:92517307:-;chr7:92517463:-;chr7:92517894:-	proximal	TRUE
CREB5	26.1032676458157	9.07417778691072e-06	5.70791930374085e-05	0.5	0.216666666666667	0.283333333333333	chr7:28410758:+_vs_chr7:28820507:+	0.651923076923077	chr7:28410758:+;chr7:28411709:+;chr7:28452441:+;chr7:28820507:+	distal	TRUE
KLHL18	23.1873340513365	9.22432053338222e-06	5.79617752918494e-05	0.598265895953757	0.5375	0.0607658959537573	chr3:47287457:+_vs_chr3:47344686:+	0.466763005780347	chr3:47287457:+;chr3:47344686:+;chr3:47344712:+	distal	TRUE
PSMD5	28.6349515791636	9.27227860357661e-06	5.8201075707647e-05	0.434684684684685	0.568452380952381	-0.133767696267696	chr9:120817265:-_vs_chr9:120816353:-	-0.344594594594595	chr9:120816053:-;chr9:120816353:-;chr9:120817265:-;chr9:120817438:-;chr9:120831359:-	proximal	TRUE
OSER1	23.1532400832277	9.38291531920607e-06	5.88328754163836e-05	0.525641025641026	0.311965811965812	0.213675213675214	chr20:44196912:-_vs_chr20:44196496:-	0.431623931623932	chr20:44195939:-;chr20:44196496:-;chr20:44196912:-	distal	TRUE
YAF2	28.6010828060546	9.42020987937103e-06	5.90039500839669e-05	0.310344827586207	0.4125	-0.102155172413793	chr12:42161634:-_vs_chr12:42159209:-	-0.474137931034483	chr12:42159049:-;chr12:42159209:-;chr12:42159442:-;chr12:42160047:-;chr12:42161634:-	proximal	TRUE
NPEPPS	28.5810446737077	9.50883534265266e-06	5.94958338743044e-05	0.664655172413793	0.720720720720721	-0.0560655483069276	chr17:47622098:+_vs_chr17:47622140:+	-0.224759242000621	chr17:47592531:+;chr17:47618384:+;chr17:47622098:+;chr17:47622140:+;chr17:47622577:+	proximal	TRUE
FABP7	25.9925465566318	9.57173931250723e-06	5.98259082798702e-05	0.955621059526734	0.968571131231137	-0.0129500717044035	chr6:122781157:+_vs_chr6:122784074:+	-0.0272836668337755	chr6:122781157:+;chr6:122781447:+;chr6:122783770:+;chr6:122784074:+	proximal	FALSE
TNPO3	23.1011609569009	9.63045121173803e-06	6.01291095783728e-05	0.419117647058824	0.48	-0.0608823529411764	chr7:128955346:-_vs_chr7:128954973:-	-0.534117647058824	chr7:128954199:-;chr7:128954973:-;chr7:128955346:-	proximal	TRUE
ANKRD52	19.5615767045455	9.7408667426146e-06	6.07541466465296e-05	0	0.916666666666667	-0.916666666666667	chr12:56253819:-_vs_chr12:56237807:-	-1.83333333333333	chr12:56237807:-;chr12:56253819:-	proximal	TRUE
PRPF39	39.3710500745835	9.87437883591918e-06	6.15217641214668e-05	0.402482269503546	0.497911445279866	-0.0954291757763202	chr14:45114241:+_vs_chr14:45114553:+	-0.155175171972484	chr14:45096293:+;chr14:45096962:+;chr14:45109687:+;chr14:45110809:+;chr14:45112379:+;chr14:45114241:+;chr14:45114527:+;chr14:45114553:+;chr14:45115256:+;chr14:45115601:+	proximal	FALSE
EMC8	25.9153993102857	9.93441931854228e-06	6.18304830659854e-05	0.52046783625731	0.520661157024793	-0.000193320767483351	chr16:85779403:-_vs_chr16:85779314:-	-0.361534000289981	chr16:85778629:-;chr16:85779314:-;chr16:85779403:-;chr16:85779631:-	proximal	TRUE
C1QBP	23.018399521716	1.00373265317515e-05	6.24050660106995e-05	0.955536912751678	0.940239043824701	0.0152978689269767	chr17:5432878:-_vs_chr17:5432777:-	0.105250140378085	chr17:5432777:-;chr17:5432878:-;chr17:5438220:-	distal	FALSE
ZNF721	35.2315623557729	1.01175297174378e-05	6.28374290353827e-05	0.490225563909774	0.523809523809524	-0.0335839598997494	chr4:442567:-_vs_chr4:441285:-	-0.453171390013495	chr4:440659:-;chr4:441285:-;chr4:441535:-;chr4:442399:-;chr4:442567:-;chr4:443323:-;chr4:444173:-;chr4:497057:-	proximal	TRUE
RWDD2A	19.4835069444444	1.01472064374694e-05	6.29393382605353e-05	0	0.5	-0.5	chr6:83196537:+_vs_chr6:83196706:+	-1	chr6:83196537:+;chr6:83196706:+	proximal	TRUE
CALD1	37.2952576091713	1.01552953318237e-05	6.29393382605353e-05	0.38061797752809	0.311548223350254	0.069069754177836	chr7:134933324:+_vs_chr7:134933849:+	-0.155620829293333	chr7:134933244:+;chr7:134933324:+;chr7:134933849:+;chr7:134934035:+;chr7:134941130:+;chr7:134947687:+;chr7:134968784:+;chr7:134969254:+;chr7:134970641:+	proximal	FALSE
CDC42EP2	19.4557275876182	1.02958628851519e-05	6.37435040389549e-05	0.838709677419355	0.125	0.713709677419355	chr11:65322106:+_vs_chr11:65322417:+	1.42741935483871	chr11:65322106:+;chr11:65322417:+	distal	TRUE
COPS3	22.9642904253114	1.03125886223735e-05	6.37800601681735e-05	0.540247678018576	0.46218487394958	0.078062804068996	chr17:17246900:-_vs_chr17:17246629:-	0.156125608137992	chr17:17246629:-;chr17:17246835:-;chr17:17246900:-	distal	FALSE
CXADR	33.0321923988723	1.03373305415401e-05	6.38660652115695e-05	0.30063578564941	0.282051282051282	0.0185845035981276	chr21:17566981:+_vs_chr21:17567017:+	-0.265877174596521	chr21:17559043:+;chr21:17561447:+;chr21:17565892:+;chr21:17566981:+;chr21:17567017:+;chr21:17567141:+;chr21:17570098:+	proximal	TRUE
ATF2	25.830134454792	1.03512233556521e-05	6.38849324169778e-05	0.808219178082192	0.735042735042735	0.0731764430394568	chr2:175074591:-_vs_chr2:175072259:-	0.469617140850018	chr2:175072259:-;chr2:175073168:-;chr2:175074591:-;chr2:175079749:-	distal	TRUE
CTTNBP2	33.0256109611486	1.03675199314376e-05	6.39185799957045e-05	0.248549323017408	0.204301075268817	0.0442482477485909	chr7:117792582:-_vs_chr7:117735361:-	0.155300430523492	chr7:117710651:-;chr7:117711540:-;chr7:117735361:-;chr7:117786725:-;chr7:117792055:-;chr7:117792582:-;chr7:117810818:-	distal	FALSE
RIOK1	30.74332780134	1.05261650323723e-05	6.48288575765963e-05	0.672727272727273	0.426666666666667	0.246060606060606	chr6:7395134:+_vs_chr6:7418037:+	0.551515151515152	chr6:7395134:+;chr6:7411401:+;chr6:7417382:+;chr6:7417701:+;chr6:7417900:+;chr6:7418037:+	distal	TRUE
