gene_id	chisq	pvalue	adj_pvalue	ExN1	ExN2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
FAM32A	14.9456664807765	0.000568315838328513	0.00271311467781892	0.898692810457516	0.849315068493151	0.0493777419643657	chr19:16191139:+_vs_chr19:16191981:+	0.216044408631032	chr19:16191139:+;chr19:16191981:+;chr19:16192046:+	distal	TRUE
TBCD	11.8416768416768	0.000579196457888326	0.002758281170777	0.4	1	-0.6	chr17:82937314:+_vs_chr17:82942704:+	-1.2	chr17:82937314:+;chr17:82942704:+	proximal	TRUE
HSP90AB1	21.7343563417543	0.000588106317842484	0.00279386448794119	0.55974358974359	0.529188255613126	0.0305553341304637	chr6:44251139:+_vs_chr6:44253883:+	0.084761525176033	chr6:44250383:+;chr6:44250447:+;chr6:44251139:+;chr6:44251601:+;chr6:44252254:+;chr6:44253883:+	distal	FALSE
ZNF326	14.8666148666149	0.000591228824672177	0.00280184782033668	0.583333333333333	0.444444444444444	0.138888888888889	chr1:90006164:+_vs_chr1:90010193:+	0.972222222222222	chr1:90006164:+;chr1:90010193:+;chr1:90017365:+	distal	TRUE
G3BP1	11.7936117936118	0.000594343142268361	0.00280975358984775	1	0.351351351351351	0.648648648648649	chr5:151804642:+_vs_chr5:151805349:+	1.2972972972973	chr5:151804642:+;chr5:151805349:+	distal	TRUE
MGME1	11.7852853584579	0.000597007402036339	0.00281549850038011	0.703703703703704	0	0.703703703703704	chr20:17990072:+_vs_chr20:17991118:+	1.40740740740741	chr20:17990072:+;chr20:17991118:+	distal	TRUE
PPP4R2	11.7638888888889	0.000603909207323877	0.00284115154922589	0.4375	0	0.4375	chr3:73065449:+_vs_chr3:73065504:+	0.875	chr3:73065449:+;chr3:73065504:+	distal	TRUE
CCDC59	14.7275515334339	0.000633800851821758	0.00297457742775284	0.425925925925926	0.5	-0.0740740740740741	chr12:82353157:-_vs_chr12:82352846:-	-0.792022792022792	chr12:82352846:-;chr12:82353157:-;chr12:82354546:-	proximal	TRUE
NIT1	11.6364111270733	0.000646732610555754	0.00301438264411483	0.52	0	0.52	chr1:161121064:+_vs_chr1:161121194:+	1.04	chr1:161121064:+;chr1:161121194:+	distal	TRUE
BRIX1	11.6330961026386	0.000647886232788009	0.00301438264411483	0.888888888888889	0.4	0.488888888888889	chr5:34925460:+_vs_chr5:34925682:+	0.977777777777778	chr5:34925460:+;chr5:34925682:+	distal	TRUE
MAP1B	32.4393365942048	0.000648218331236875	0.00301438264411483	0.291076996881746	0.288466055907916	0.0026109409738298	chr5:72195109:+_vs_chr5:72195449:+	-0.085919017133351	chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72197787:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209565:+	proximal	FALSE
PDCD2	14.6817344962196	0.000648487877117859	0.00301438264411483	0.426829268292683	0.766666666666667	-0.339837398373984	chr6:170577362:-_vs_chr6:170577129:-	-0.688617886178862	chr6:170577129:-;chr6:170577362:-;chr6:170581747:-	proximal	TRUE
SMC3	25.338332469024	0.000660796243199691	0.00306426515641289	0.416775884665793	0.428571428571429	-0.0117955439056356	chr10:110581995:+_vs_chr10:110583443:+	-0.296971220309162	chr10:110581995:+;chr10:110583443:+;chr10:110583890:+;chr10:110584380:+;chr10:110589685:+;chr10:110590468:+;chr10:110596542:+;chr10:110602069:+	proximal	TRUE
ANAPC7	11.575524908528	0.000668255693716673	0.00309147812593213	0.32	1	-0.68	chr12:110375474:-_vs_chr12:110373478:-	-1.36	chr12:110373478:-;chr12:110375474:-	proximal	TRUE
BOLA2-SMG1P6	11.5669161567599	0.000671356698622193	0.00309844671121834	0.909090909090909	0.470588235294118	0.438502673796791	chr16:29444401:-_vs_chr16:29443249:-	0.877005347593583	chr16:29443249:-;chr16:29444401:-	distal	TRUE
HSBP1	14.5931280975497	0.000677863885671728	0.00312106523663547	0.7	0.563829787234043	0.136170212765957	chr16:83811795:+_vs_chr16:83812993:+	0.311347517730496	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	TRUE
NDUFS2	11.5095326838661	0.000692401828940734	0.00317522767692662	0.754385964912281	0.983050847457627	-0.228664882545346	chr1:161209675:+_vs_chr1:161214395:+	-0.457329765090693	chr1:161209675:+;chr1:161214395:+	proximal	TRUE
HMGCS1	19.2745490310034	0.000694089100396753	0.00317522767692662	0.63855421686747	0.577922077922078	0.060632138945392	chr5:43290574:-_vs_chr5:43289395:-	0.264434360819903	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43290752:-;chr5:43294751:-	distal	TRUE
NREP	21.353315634438	0.000694529985946379	0.00317522767692662	0.711360799001248	0.666583541147132	0.0447772578541162	chr5:111730035:-_vs_chr5:111729303:-	0.145033795037998	chr5:111729303:-;chr5:111729731:-;chr5:111729843:-;chr5:111729940:-;chr5:111730035:-;chr5:111734729:-	distal	FALSE
PRPF6	14.4187808196611	0.000739607875761838	0.00337337582771186	0.726851851851852	0.737704918032787	-0.0108530661809351	chr20:63984997:+_vs_chr20:63993437:+	-0.264268366727383	chr20:63984997:+;chr20:63993437:+;chr20:64033097:+	proximal	TRUE
AK3	11.3777777777778	0.000743279868849208	0.00338218450860424	1	0.2	0.8	chr9:4726775:-_vs_chr9:4711278:-	1.6	chr9:4711278:-;chr9:4726775:-	distal	TRUE
SPPL3	11.3686098740786	0.000746957614445142	0.0033862791883414	0.6	0.121212121212121	0.478787878787879	chr12:120764629:-_vs_chr12:120764285:-	0.957575757575758	chr12:120764285:-;chr12:120764629:-	distal	TRUE
MPHOSPH8	19.1103419059011	0.000747665348326536	0.0033862791883414	0.4609375	0.568181818181818	-0.107244318181818	chr13:19646677:+_vs_chr13:19650072:+	-0.555871212121212	chr13:19646677:+;chr13:19646841:+;chr13:19648457:+;chr13:19650072:+;chr13:19650161:+	proximal	TRUE
LAMTOR3	11.3238530892097	0.000765177730393357	0.00344922800125761	0.467741935483871	0.136363636363636	0.331378299120235	chr4:99881224:-_vs_chr4:99880956:-	0.662756598240469	chr4:99880956:-;chr4:99881224:-	distal	TRUE
GOLGA8A	21.1281495487354	0.000766118876296236	0.00344922800125761	0.642990654205607	0.780952380952381	-0.137961726746774	chr15:34404970:-_vs_chr15:34387438:-	-0.270249221183801	chr15:34381369:-;chr15:34383794:-;chr15:34385743:-;chr15:34387438:-;chr15:34389645:-;chr15:34404970:-	proximal	TRUE
CCDC88C	14.3463354037267	0.000766889601926551	0.00344922800125761	0.130434782608696	0.213333333333333	-0.0828985507246377	chr14:91308424:-_vs_chr14:91308390:-	-0.362898550724638	chr14:91291062:-;chr14:91308390:-;chr14:91308424:-	proximal	TRUE
GIGYF2	14.3359058002769	0.000770899224752978	0.00345925448890308	0.53921568627451	0.658536585365854	-0.119320899091344	chr2:232819928:+_vs_chr2:232844559:+	-0.604973696795791	chr2:232791139:+;chr2:232819928:+;chr2:232844559:+	proximal	TRUE
RALB	11.3051215277778	0.000772935891790655	0.00346040193029779	0.833333333333333	0.125	0.708333333333333	chr2:120293231:+_vs_chr2:120294706:+	1.41666666666667	chr2:120293231:+;chr2:120294706:+	distal	TRUE
RUVBL1	11.2908056779881	0.000778918720945801	0.0034650693279567	0.684210526315789	0.19047619047619	0.493734335839599	chr3:128100648:-_vs_chr3:128080963:-	0.987468671679198	chr3:128080963:-;chr3:128100648:-	distal	TRUE
FKBP3	16.7944328457179	0.000778978661339037	0.0034650693279567	0.629107981220657	0.65625	-0.0271420187793427	chr14:45116046:-_vs_chr14:45115902:-	-0.397887323943662	chr14:45115599:-;chr14:45115902:-;chr14:45116046:-;chr14:45121586:-	proximal	TRUE
DNAJA1	19.0186850358486	0.000779328510713884	0.0034650693279567	0.603864734299517	0.546875	0.0569897342995169	chr9:33039032:+_vs_chr9:33039900:+	0.209729770531401	chr9:33026861:+;chr9:33029963:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	distal	TRUE
NCAM1	19.0085019682129	0.000782927112926469	0.00347312187309619	0.457089552238806	0.513779527559055	-0.0566899753202491	chr11:113214510:+_vs_chr11:113275423:+	-0.213362322247033	chr11:113214510:+;chr11:113275423:+;chr11:113275627:+;chr11:113275701:+;chr11:113276748:+	proximal	TRUE
KIAA1841	14.2857142857143	0.000790490323119966	0.00349868496087037	0.466666666666667	0.5	-0.0333333333333333	chr2:61077110:+_vs_chr2:61088392:+	-0.866666666666667	chr2:61077110:+;chr2:61088392:+;chr2:61109296:+	proximal	TRUE
CCNI	20.9954895815716	0.000811650589478556	0.00358417521672008	0.568727272727273	0.586629526462396	-0.0179022537351228	chr4:77048307:-_vs_chr4:77048001:-	-0.10538364142821	chr4:77047155:-;chr4:77047509:-;chr4:77047662:-;chr4:77048001:-;chr4:77048082:-;chr4:77048307:-	proximal	FALSE
TNKS2	11.1956939638601	0.000819873693627567	0.00360630532081277	0.514285714285714	0	0.514285714285714	chr10:91830999:+_vs_chr10:91842625:+	1.02857142857143	chr10:91830999:+;chr10:91842625:+	distal	TRUE
NSD1	11.1945616883117	0.000820374138857048	0.00360630532081277	0.133333333333333	0.777777777777778	-0.644444444444444	chr5:177204277:+_vs_chr5:177291979:+	-1.28888888888889	chr5:177204277:+;chr5:177291979:+	proximal	TRUE
FXR1	14.2035582229931	0.000823638274663613	0.00361113119550606	0.616279069767442	0.310344827586207	0.305934242181235	chr3:180975402:+_vs_chr3:180976546:+	0.61186848436247	chr3:180975402:+;chr3:180976255:+;chr3:180976546:+	distal	TRUE
DNPEP	11.1837033933808	0.000825189012251512	0.00361113119550606	1	0.295454545454545	0.704545454545455	chr2:219382425:-_vs_chr2:219374194:-	1.40909090909091	chr2:219374194:-;chr2:219382425:-	distal	TRUE
SNURF	16.5170484100797	0.000888205908199837	0.00387816647108378	0.938802083333333	0.891832229580574	0.0469698537527594	chr15:24963635:+_vs_chr15:24978577:+	0.108573054635762	chr15:24963635:+;chr15:24968821:+;chr15:24969986:+;chr15:24978577:+	distal	FALSE
SHOC2	14.0276664511959	0.000899354543700679	0.00391804008612202	0.378378378378378	0.214285714285714	0.164092664092664	chr10:110964511:+_vs_chr10:111013665:+	0.559073359073359	chr10:110964423:+;chr10:110964511:+;chr10:111013665:+	distal	TRUE
COX20	13.9856932419432	0.000918428389493656	0.00398862433617096	0.373015873015873	0.6375	-0.264484126984127	chr1:244843109:+_vs_chr1:244845057:+	-0.528968253968254	chr1:244843109:+;chr1:244843284:+;chr1:244845057:+	proximal	TRUE
KDM1A	18.6523744391566	0.000919662224706429	0.00398862433617096	0.564516129032258	0.451298701298701	0.113217427733557	chr1:23072168:+_vs_chr1:23083686:+	0.403225806451613	chr1:23030608:+;chr1:23055165:+;chr1:23059137:+;chr1:23072168:+;chr1:23083686:+	distal	TRUE
UBA52	13.9755032731801	0.000923119708744449	0.00398925623298165	0.0728346456692913	0.161654135338346	-0.0888194896690545	chr19:18575241:+_vs_chr19:18577460:+	-0.177638979338109	chr19:18575241:+;chr19:18577338:+;chr19:18577460:+	proximal	FALSE
CCT8	10.9741540599939	0.00092391420732977	0.00398925623298165	0.755813953488372	0.906474820143885	-0.150660866655513	chr21:29061272:-_vs_chr21:29056326:-	-0.301321733311026	chr21:29056326:-;chr21:29061272:-	proximal	TRUE
SYNE2	18.6322943722944	0.000928038971901668	0.00399818120267171	0.660714285714286	0.35	0.310714285714286	chr14:64051620:+_vs_chr14:64226433:+	0.507142857142857	chr14:63986481:+;chr14:63995157:+;chr14:64051620:+;chr14:64093392:+;chr14:64226433:+	distal	TRUE
IP6K2	16.3662175550353	0.000953851793444523	0.0041002965368644	0.388888888888889	0.325301204819277	0.0635876840696117	chr3:48693764:-_vs_chr3:48693448:-	-0.395080321285141	chr3:48691422:-;chr3:48693005:-;chr3:48693448:-;chr3:48693764:-	proximal	TRUE
ZFAND6	10.9057057912576	0.000958685053948793	0.0041119758494978	0.725806451612903	0.979166666666667	-0.253360215053763	chr15:80137591:+_vs_chr15:80138369:+	-0.506720430107527	chr15:80137591:+;chr15:80138369:+	proximal	TRUE
CALD1	16.3195767195767	0.000975110385008473	0.00417321470940851	0.259259259259259	0.506944444444444	-0.247685185185185	chr7:134933244:+_vs_chr7:134933324:+	-0.673611111111111	chr7:134933244:+;chr7:134933324:+;chr7:134947687:+;chr7:134968784:+	proximal	TRUE
PAXBP1	10.868986271794	0.000977880414071139	0.00417587174624225	0	0.5	-0.5	chr21:32769897:-_vs_chr21:32744799:-	-1	chr21:32744799:-;chr21:32769897:-	proximal	TRUE
CDK11A	10.846575149925	0.000989786492917265	0.00421744551696984	0.333333333333333	0.826086956521739	-0.492753623188406	chr1:1716392:-_vs_chr1:1708200:-	-0.985507246376812	chr1:1708200:-;chr1:1716392:-	proximal	TRUE
GRPEL1	10.8173076923077	0.00100555608315112	0.00427526360954622	0.153846153846154	0.8	-0.646153846153846	chr4:7060527:-_vs_chr4:7060054:-	-1.29230769230769	chr4:7060054:-;chr4:7060527:-	proximal	TRUE
ACTR3	18.41686941294	0.00102279071164192	0.00433287468784361	0.325819672131148	0.402061855670103	-0.0762421835389556	chr2:113957876:+_vs_chr2:113958561:+	-0.374429609599459	chr2:113957688:+;chr2:113957876:+;chr2:113958184:+;chr2:113958257:+;chr2:113958561:+	proximal	TRUE
TM2D3	10.7844441142382	0.00102356638276903	0.00433287468784361	0	0.159420289855072	-0.159420289855072	chr15:101641848:-_vs_chr15:101633250:-	-0.318840579710145	chr15:101633250:-;chr15:101641848:-	proximal	TRUE
HMGB1	13.7641942799442	0.00102599014250761	0.004333693145418	0.364583333333333	0.385026737967914	-0.0204434046345811	chr13:30460895:-_vs_chr13:30459850:-	-0.274788324420677	chr13:30459850:-;chr13:30460895:-;chr13:30461454:-	proximal	TRUE
NFX1	10.7718802609428	0.00103053767436258	0.00434345922187961	0.272727272727273	1	-0.727272727272727	chr9:33347696:+_vs_chr9:33365124:+	-1.45454545454545	chr9:33347696:+;chr9:33365124:+	proximal	TRUE
NIPBL	18.3762930916139	0.00104167883322438	0.00438091336137438	0.307377049180328	0.173076923076923	0.134300126103405	chr5:36975878:+_vs_chr5:36985201:+	0.311745631417763	chr5:36975878:+;chr5:36984698:+;chr5:36985082:+;chr5:36985201:+;chr5:37000855:+	distal	TRUE
NFIB	16.1199303603373	0.00107155461293969	0.0044968263778441	0.55952380952381	0.596899224806202	-0.0373754152823921	chr9:14088165:-_vs_chr9:14088083:-	-0.403654485049834	chr9:14087249:-;chr9:14088083:-;chr9:14088165:-;chr9:14307399:-	proximal	TRUE
NCLN	10.6909698374542	0.00107659751244801	0.00450825208337605	0.238095238095238	1	-0.761904761904762	chr19:3194232:+_vs_chr19:3209575:+	-1.52380952380952	chr19:3194232:+;chr19:3209575:+	proximal	TRUE
ST13	18.2635167447985	0.00109600504374354	0.00457965118278213	0.551724137931034	0.579861111111111	-0.0281369731800766	chr22:40826501:-_vs_chr22:40826130:-	0.436302681992337	chr22:40824595:-;chr22:40825150:-;chr22:40826130:-;chr22:40826501:-;chr22:40850830:-	distal	TRUE
ZRANB1	10.640114379085	0.00110660829582204	0.00461403416047687	0	0.68	-0.68	chr10:124943263:+_vs_chr10:124985504:+	-1.36	chr10:124943263:+;chr10:124985504:+	proximal	TRUE
LARS1	16.0362390456655	0.00111474862059647	0.00463802263344527	0.364035087719298	0.287671232876712	0.0763638548425859	chr5:146160390:-_vs_chr5:146153738:-	0.31056236481615	chr5:146113911:-;chr5:146153738:-;chr5:146160390:-;chr5:146168169:-	distal	TRUE
RBMX2	13.5670138888889	0.00113229702454578	0.00470096820233431	0.5	0.71875	-0.21875	chrX:130405485:+_vs_chrX:130412667:+	-0.8825	chrX:130405485:+;chrX:130412667:+;chrX:130413343:+	proximal	TRUE
CASTOR3	13.5577200577201	0.0011375709575056	0.00471279396680892	0.416666666666667	0.818181818181818	-0.401515151515151	chr7:100212026:-_vs_chr7:100200653:-	-0.803030303030303	chr7:100200653:-;chr7:100208936:-;chr7:100212026:-	proximal	TRUE
RAI14	10.5796323529412	0.00114340396266961	0.00472688063716393	0.9	0.176470588235294	0.723529411764706	chr5:34823492:+_vs_chr5:34824490:+	1.44705882352941	chr5:34823492:+;chr5:34824490:+	distal	TRUE
SMOC1	15.9749248343676	0.00114748674570953	0.00473368736075077	0.42483660130719	0.438095238095238	-0.0132586367880486	chr14:70031177:+_vs_chr14:70032366:+	0.44593837535014	chr14:70030465:+;chr14:70030640:+;chr14:70031177:+;chr14:70032366:+	distal	TRUE
HSPBP1	10.544422689309	0.00116539217796571	0.00479436789168469	0.372881355932203	0.689655172413793	-0.31677381648159	chr19:55262339:-_vs_chr19:55262223:-	-0.63354763296318	chr19:55262223:-;chr19:55262339:-	proximal	TRUE
SNRNP27	10.5416666666667	0.00116713124692067	0.00479436789168469	0.260869565217391	0.782608695652174	-0.521739130434783	chr2:69904919:+_vs_chr2:69905236:+	-1.04347826086957	chr2:69904919:+;chr2:69905236:+	proximal	TRUE
SKIL	15.9001621834219	0.00118869971091871	0.00487266569264779	0.313725490196078	0.563218390804598	-0.249492900608519	chr3:170390413:+_vs_chr3:170393146:+	-0.545638945233266	chr3:170361382:+;chr3:170390413:+;chr3:170391233:+;chr3:170393146:+	proximal	TRUE
SUB1	18.0725331201233	0.0011944596500857	0.00488596863182424	0.39	0.321428571428571	0.0685714285714286	chr5:32601448:+_vs_chr5:32604067:+	0.263203463203463	chr5:32601254:+;chr5:32601333:+;chr5:32601448:+;chr5:32601957:+;chr5:32604067:+	distal	TRUE
SAMD14	10.48512226676	0.00120339654003771	0.00491218377582622	0.5	1	-0.5	chr17:50112671:-_vs_chr17:50111309:-	-1	chr17:50111309:-;chr17:50112671:-	proximal	TRUE
YLPM1	13.3603903937014	0.00125553287257908	0.005106289524077	0.282051282051282	0.271428571428571	0.0106227106227106	chr14:74816657:+_vs_chr14:74817273:+	0.506227106227106	chr14:74816657:+;chr14:74817273:+;chr14:74836190:+	distal	TRUE
SSBP1	10.4057944901806	0.00125620503989131	0.005106289524077	0.810344827586207	1	-0.189655172413793	chr7:141747062:+_vs_chr7:141750461:+	-0.379310344827586	chr7:141747062:+;chr7:141750461:+	proximal	TRUE
RLIM	10.398689516129	0.0012610477805635	0.0051152731474632	0.875	0.193548387096774	0.681451612903226	chrX:74591268:-_vs_chrX:74590422:-	1.36290322580645	chrX:74590422:-;chrX:74591268:-	distal	TRUE
TXNDC15	10.3622404844291	0.00128619011840658	0.00518696890217638	0.176470588235294	0.777777777777778	-0.601307189542484	chr5:134899818:+_vs_chr5:134901511:+	-1.20261437908497	chr5:134899818:+;chr5:134901511:+	proximal	TRUE
RPAIN	13.3114314236065	0.00128664694526752	0.00518696890217638	0.680232558139535	0.817567567567568	-0.137335009428033	chr17:5432713:+_vs_chr17:5432821:+	-0.307982401005657	chr17:5432713:+;chr17:5432821:+;chr17:5432877:+	proximal	TRUE
AMER2	13.3113002285935	0.00128673134886722	0.00518696890217638	0.0657894736842105	0.357142857142857	-0.291353383458647	chr13:25169091:-_vs_chr13:25161684:-	-0.582706766917293	chr13:25161684:-;chr13:25167805:-;chr13:25169091:-	proximal	TRUE
C12orf65	13.2798811983471	0.0013071048846408	0.00525597264422479	0.568181818181818	0.3875	0.180681818181818	chr12:123257541:+_vs_chr12:123257932:+	0.763636363636364	chr12:123257036:+;chr12:123257541:+;chr12:123257932:+	distal	TRUE
ARPC5	15.6953894472362	0.00130925926907092	0.00525597264422479	0.723529411764706	0.654411764705882	0.0691176470588235	chr1:183626735:-_vs_chr1:183626197:-	0.195588235294118	chr1:183626197:-;chr1:183626275:-;chr1:183626735:-;chr1:183627339:-	distal	FALSE
RBBP4	19.8838404400192	0.00131402959150107	0.00526424638409603	0.397979797979798	0.436507936507936	-0.0385281385281385	chr1:32676639:+_vs_chr1:32680653:+	-0.287878787878788	chr1:32676639:+;chr1:32680505:+;chr1:32680653:+;chr1:32681880:+;chr1:32682452:+;chr1:32686211:+	proximal	TRUE
INSIG1	17.8495541096297	0.00132050281893012	0.00527929419173091	0.665217391304348	0.620689655172414	0.0445277361319341	chr7:155303734:+_vs_chr7:155310235:+	0.328935532233883	chr7:155301831:+;chr7:155303734:+;chr7:155308697:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
U2SURP	15.6659986116381	0.00132753137433357	0.00529649581176617	0.48062015503876	0.766666666666667	-0.286046511627907	chr3:143014408:+_vs_chr3:143038954:+	-0.486821705426357	chr3:143014408:+;chr3:143020022:+;chr3:143036094:+;chr3:143038954:+	proximal	TRUE
NME4	10.2990962157932	0.00133095378998268	0.00529926888101711	0.810810810810811	0.40625	0.404560810810811	chr16:400648:+_vs_chr16:400754:+	0.809121621621622	chr16:400648:+;chr16:400754:+	distal	TRUE
HDAC3	13.2378589152783	0.00133485920429523	0.00530394976267001	0.870967741935484	0.715384615384615	0.155583126550868	chr5:141624862:-_vs_chr5:141620881:-	0.640198511166253	chr5:141620881:-;chr5:141624862:-;chr5:141627242:-	distal	TRUE
RBM34	15.6435300207039	0.00134167049086604	0.00532013421174024	0.503703703703704	0.5	0.00370370370370365	chr1:235154950:-_vs_chr1:235131905:-	-0.562222222222222	chr1:235131647:-;chr1:235131731:-;chr1:235131905:-;chr1:235154950:-	proximal	TRUE
SPIRE1	17.8076895707526	0.00134559129033077	0.00532481441367144	0.463815789473684	0.535211267605634	-0.0713954781319495	chr18:12546852:-_vs_chr18:12449084:-	-0.337286879169755	chr18:12446544:-;chr18:12449084:-;chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	TRUE
CCT5	13.2160522837884	0.00134949323040137	0.00532940111111762	0.883720930232558	0.722772277227723	0.160948653004835	chr5:10258499:+_vs_chr5:10265080:+	0.321897306009671	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	distal	TRUE
TMED4	15.626355230875	0.0013525790187886	0.00533075260346096	0.37037037037037	0.472222222222222	-0.101851851851852	chr7:44579904:-_vs_chr7:44579380:-	-0.493055555555556	chr7:44577894:-;chr7:44579163:-;chr7:44579380:-;chr7:44579904:-	proximal	TRUE
HMGCR	15.5983176891481	0.00137057648010703	0.00538515567749902	0.474358974358974	0.529411764705882	-0.055052790346908	chr5:75361400:+_vs_chr5:75361729:+	0.430995475113122	chr5:75350334:+;chr5:75361400:+;chr5:75361729:+;chr5:75362101:+	distal	TRUE
MFF	10.2424242424242	0.00137247094938465	0.00538515567749902	0.590909090909091	0.909090909090909	-0.318181818181818	chr2:227357177:+_vs_chr2:227357830:+	-0.636363636363636	chr2:227357177:+;chr2:227357830:+	proximal	TRUE
OGA	19.77925618835	0.00137469748638163	0.00538515567749902	0.210810810810811	0.318181818181818	-0.107371007371007	chr10:101800363:-_vs_chr10:101799218:-	-0.237561425061425	chr10:101784450:-;chr10:101786015:-;chr10:101799121:-;chr10:101799218:-;chr10:101799277:-;chr10:101800363:-	proximal	TRUE
SMARCB1	10.2181578947368	0.00139064678004941	0.00543667342783905	0.940740740740741	0.84	0.100740740740741	chr22:23791881:+_vs_chr22:23834507:+	0.201481481481482	chr22:23791881:+;chr22:23834507:+	distal	TRUE
PSAP	10.2069343807981	0.00139913558160753	0.00545887637562939	0.776119402985075	0.586466165413534	0.189653237571541	chr10:71816549:-_vs_chr10:71816298:-	0.379306475143082	chr10:71816298:-;chr10:71816549:-	distal	TRUE
ZNF711	23.4801806455685	0.00140543702958585	0.00547247324345753	0.513584574934268	0.533585619678335	-0.0200010447440667	chrX:85264345:+_vs_chrX:85270103:+	-0.304188843294194	chrX:85245961:+;chrX:85247716:+;chrX:85264345:+;chrX:85264387:+;chrX:85270103:+;chrX:85270875:+;chrX:85271847:+;chrX:85273357:+	proximal	TRUE
MYO6	15.5211973878641	0.00142131585505525	0.00552323341274469	0.469135802469136	0.414414414414414	0.0547213880547214	chr6:75867063:+_vs_chr6:75890213:+	0.556556556556557	chr6:75867063:+;chr6:75881817:+;chr6:75890213:+;chr6:75891280:+	distal	TRUE
FAM177A1	10.1667580409357	0.00142995496591593	0.00554571357040848	0.95	0.485714285714286	0.464285714285714	chr14:35081069:+_vs_chr14:35081725:+	0.928571428571428	chr14:35081069:+;chr14:35081725:+	distal	TRUE
PTPN1	13.0953846153846	0.00143341967600424	0.00554807655473353	0.423076923076923	0.48	-0.0569230769230769	chr20:50579888:+_vs_chr20:50582568:+	-0.666153846153846	chr20:50574555:+;chr20:50579888:+;chr20:50582568:+	proximal	TRUE
THUMPD3	10.1498508725071	0.0014431291622756	0.00557455260894928	0.75	0	0.75	chr3:9371189:+_vs_chr3:9385686:+	1.5	chr3:9371189:+;chr3:9385686:+	distal	TRUE
SYT4	15.4674663169361	0.00145776454281821	0.00561223834467205	0.686666666666667	0.462962962962963	0.223703703703704	chr18:43274193:-_vs_chr18:43268254:-	0.628888888888889	chr18:43267892:-;chr18:43268254:-;chr18:43269980:-;chr18:43274193:-	distal	TRUE
SMARCE1	13.0604713344111	0.00145866205046803	0.00561223834467205	0.0930232558139535	0.345454545454545	-0.252431289640592	chr17:40636428:-_vs_chr17:40636033:-	-0.509936575052854	chr17:40628722:-;chr17:40636033:-;chr17:40636428:-	proximal	TRUE
HNRNPR	17.6148364286681	0.00146737651785964	0.00563460983043731	0.672169811320755	0.69578313253012	-0.0236133212093659	chr1:23311244:-_vs_chr1:23309788:-	-0.204459346821247	chr1:23309788:-;chr1:23311244:-;chr1:23313622:-;chr1:23318555:-;chr1:23321557:-	proximal	TRUE
NCBP2	13.0410997732426	0.0014728589741901	0.00564450687741885	0.855670103092784	0.654761904761905	0.200908198330879	chr3:196939285:-_vs_chr3:196935407:-	0.401816396661758	chr3:196935407:-;chr3:196936094:-;chr3:196939285:-	distal	TRUE
NSG1	21.5084984603163	0.00148586974077776	0.00567867036216603	0.702222222222222	0.693567251461988	0.00865497076023392	chr4:4417738:+_vs_chr4:4418546:+	-0.130175438596491	chr4:4417520:+;chr4:4417738:+;chr4:4418468:+;chr4:4418546:+;chr4:4418587:+;chr4:4418690:+;chr4:4419058:+	proximal	FALSE
TPM4	13.0211571952951	0.00148761874129825	0.00567867036216603	0.5	0.594827586206897	-0.0948275862068966	chr19:16102357:+_vs_chr19:16103005:+	-0.543448275862069	chr19:16102197:+;chr19:16102357:+;chr19:16103005:+	proximal	TRUE
TRA2B	19.5621969434418	0.00150953274411828	0.00573985855848977	0.666086956521739	0.673684210526316	-0.00759725400457667	chr3:185917328:-_vs_chr3:185916744:-	0.21533180778032	chr3:185916744:-;chr3:185917124:-;chr3:185917328:-;chr3:185922057:-;chr3:185931624:-;chr3:185931745:-	distal	TRUE
R3HDM2	12.9870967741935	0.00151317015712825	0.00573985855848977	0.3	0.370967741935484	-0.0709677419354839	chr12:57310320:-_vs_chr12:57299419:-	-0.603225806451613	chr12:57299378:-;chr12:57299419:-;chr12:57310320:-	proximal	TRUE
CERS6	10.06011002886	0.00151514177425846	0.00573985855848977	0.285714285714286	0	0.285714285714286	chr2:168769770:+_vs_chr2:168771006:+	0.571428571428571	chr2:168769770:+;chr2:168771006:+	distal	TRUE
TTC14	10.0595238095238	0.0015156239592408	0.00573985855848977	0.111111111111111	0.80952380952381	-0.698412698412698	chr3:180608761:+_vs_chr3:180609651:+	-1.3968253968254	chr3:180608761:+;chr3:180609651:+	proximal	TRUE
OSBPL8	12.9801717885093	0.00151841857903435	0.00573985855848977	0.26	0.179487179487179	0.0805128205128205	chr12:76399941:-_vs_chr12:76356694:-	0.500512820512821	chr12:76356633:-;chr12:76356694:-;chr12:76399941:-	distal	TRUE
CS	10.0497944234405	0.00152364943649021	0.00574844826233102	0.826086956521739	0.4	0.426086956521739	chr12:56272929:-_vs_chr12:56271701:-	0.852173913043478	chr12:56271701:-;chr12:56272929:-	distal	TRUE
