gene_id	chisq	pvalue	adj_pvalue	ExM	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
GOLGA6L5P	10.7814601608187	0.00102521775512132	0.00780972760478156	0.755555555555556	0.25	-0.505555555555556	chr15:84514971:-_vs_chr15:84509889:-	-1.01111111111111	chr15:84509889:-;chr15:84514971:-	proximal	TRUE
H2AZ2	10.7705285904255	0.00103129052957204	0.00780972760478156	0.5	0.914893617021277	0.414893617021277	chr7:44834309:-_vs_chr7:44834232:-	0.829787234042553	chr7:44834232:-;chr7:44834309:-	distal	TRUE
SNRPD3	13.7422262922263	0.00103732173105409	0.00780972760478156	0.588888888888889	0.295454545454545	-0.293434343434343	chr22:24568126:+_vs_chr22:24573213:+	-0.586868686868687	chr22:24568126:+;chr22:24572134:+;chr22:24573213:+	proximal	TRUE
FTSJ1	10.7550214704401	0.00103996760748653	0.00780972760478156	1	0.674418604651163	-0.325581395348837	chrX:48482954:+_vs_chrX:48486299:+	-0.651162790697674	chrX:48482954:+;chrX:48486299:+	proximal	TRUE
KIF5A	10.7532334778072	0.00104097282282884	0.00780972760478156	1	0.875	-0.125	chr12:57555965:+_vs_chr12:57569601:+	-0.25	chr12:57555965:+;chr12:57569601:+	proximal	TRUE
VPS33B	10.7471153587293	0.0010444198898428	0.00780972760478156	0.652173913043478	0.105263157894737	-0.546910755148741	chr15:91005419:-_vs_chr15:90998673:-	-1.09382151029748	chr15:90998673:-;chr15:91005419:-	proximal	TRUE
ETNK1	13.7271794871795	0.00104515535077068	0.00780972760478156	0.833333333333333	0.36	-0.473333333333333	chr12:22685712:+_vs_chr12:22687743:+	-0.946666666666667	chr12:22685712:+;chr12:22685884:+;chr12:22687743:+	proximal	TRUE
ZNF146	16.1589995540464	0.00105196369352621	0.00783508023684782	0.436426116838488	0.38961038961039	-0.0468157272280984	chr19:36237463:+_vs_chr19:36237643:+	-0.370732360423082	chr19:36237463:+;chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	proximal	TRUE
EIF4G2	16.1318588253525	0.00106553506915144	0.0079104771800434	0.708126036484245	0.7681592039801	0.0600331674958542	chr11:10800099:-_vs_chr11:10797054:-	0.136318407960199	chr11:10797054:-;chr11:10800099:-;chr11:10800495:-;chr11:10801047:-	distal	FALSE
SNN	10.6944444444444	0.00107457737866703	0.007951872602136	1	0.642857142857143	-0.357142857142857	chr16:11679082:+_vs_chr16:11679145:+	-0.714285714285714	chr16:11679082:+;chr16:11679145:+	proximal	TRUE
PAK2	16.1014784451469	0.0010809327184076	0.00796090213883093	0.495098039215686	0.354609929078014	-0.140488110137672	chr3:196828516:+_vs_chr3:196829347:+	-0.405506883604506	chr3:196782826:+;chr3:196810631:+;chr3:196828516:+;chr3:196829347:+	proximal	TRUE
DR1	13.656524122807	0.00108273821591772	0.00796090213883093	0.428571428571429	0.517857142857143	0.0892857142857142	chr1:93353995:+_vs_chr1:93360935:+	0.857142857142857	chr1:93353995:+;chr1:93360935:+;chr1:93362592:+	distal	TRUE
TAX1BP1	18.2449675075278	0.00110520472486299	0.00810012664164759	0.589622641509434	0.464285714285714	-0.12533692722372	chr7:27771054:+_vs_chr7:27793158:+	-0.40910452231207	chr7:27769705:+;chr7:27771054:+;chr7:27785298:+;chr7:27787522:+;chr7:27793158:+	proximal	TRUE
BRD2	10.6288819875776	0.0011133500443878	0.00813383758543188	0.217391304347826	1	0.782608695652174	chr6:32978227:+_vs_chr6:32981310:+	1.56521739130435	chr6:32978227:+;chr6:32981310:+	distal	TRUE
ATP6V1H	16.0236213519361	0.00112140903690008	0.00816670581158345	0.494252873563218	0.684523809523809	0.190270935960591	chr8:53715756:-_vs_chr8:53715555:-	0.29987684729064	chr8:53715555:-;chr8:53715670:-;chr8:53715756:-;chr8:53715812:-	distal	TRUE
HNRNPU	27.5350996314557	0.00114022361000059	0.00827744608019418	0.432069510268562	0.395377128953771	-0.0366923813147911	chr1:244858777:-_vs_chr1:244856592:-	0.103504341508977	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244854436:-;chr1:244855993:-;chr1:244856506:-;chr1:244856592:-;chr1:244857650:-;chr1:244858777:-;chr1:244862694:-	distal	FALSE
HSP90AA1	29.2172457098871	0.00114900990341781	0.00831491709287214	0.441634241245136	0.409920634920635	-0.0317136063245013	chr14:102084841:-_vs_chr14:102081050:-	-0.126294443415066	chr14:102081050:-;chr14:102081614:-;chr14:102083061:-;chr14:102083565:-;chr14:102083823:-;chr14:102083909:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-;chr14:102085388:-	proximal	FALSE
TSTD2	13.5180464181287	0.00116036205165631	0.00837066209591064	0.473684210526316	0.541666666666667	0.067982456140351	chr9:97625932:-_vs_chr9:97600911:-	0.817982456140351	chr9:97600083:-;chr9:97600911:-;chr9:97625932:-	distal	TRUE
RNF11	10.5443141447368	0.00116546062070479	0.00837189413791318	0.131578947368421	0.4	0.268421052631579	chr1:51273105:+_vs_chr1:51273256:+	0.536842105263158	chr1:51273105:+;chr1:51273256:+	distal	TRUE
CTDNEP1	10.5378002866699	0.00116957538548857	0.00837189413791318	0.615384615384615	1	0.384615384615385	chr17:7243795:-_vs_chr17:7243591:-	0.769230769230769	chr17:7243591:-;chr17:7243795:-	distal	TRUE
DCX	15.9268945499476	0.0011737973612534	0.00837189413791318	0.660714285714286	0.482051282051282	-0.178663003663004	chrX:111399141:-_vs_chrX:111300611:-	-0.339835164835165	chrX:111293779:-;chrX:111300611:-;chrX:111300728:-;chrX:111399141:-	proximal	TRUE
LINC01551	22.0717898285241	0.00117513073775416	0.00837189413791318	0.432135728542914	0.543859649122807	0.111723920579893	chr14:28778560:+_vs_chr14:28793405:+	0.20724866057359	chr14:28778560:+;chr14:28792118:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793405:+;chr14:28793966:+	distal	TRUE
INA	13.4789886185869	0.00118324536153239	0.00840360637571301	0.388461538461538	0.231707317073171	-0.156754221388368	chr10:103288619:+_vs_chr10:103290346:+	-0.313508442776736	chr10:103288619:+;chr10:103289828:+;chr10:103290346:+	proximal	TRUE
NUDT4	10.5064197792869	0.00118960519722277	0.00842269852601556	0.5625	0.0555555555555556	-0.506944444444444	chr12:93399558:+_vs_chr12:93402302:+	-1.01388888888889	chr12:93399558:+;chr12:93402302:+	proximal	TRUE
SYNE2	23.8617760839983	0.00120486384939948	0.00849005438436733	0.563380281690141	0.485260770975057	-0.0781195107150842	chr14:63954891:+_vs_chr14:63986481:+	-0.317013190252627	chr14:63954891:+;chr14:63986481:+;chr14:63995157:+;chr14:64022847:+;chr14:64031156:+;chr14:64093392:+;chr14:64163431:+;chr14:64226433:+	proximal	TRUE
PSMD2	10.4803325513861	0.00120652037022831	0.00849005438436733	0.853658536585366	0.603174603174603	-0.250483933410763	chr3:184306461:+_vs_chr3:184309050:+	-0.500967866821525	chr3:184306461:+;chr3:184309050:+	proximal	TRUE
PCBP2	15.8156121300711	0.00123708109654853	0.00867848328893682	0.78118609406953	0.860927152317881	0.079741058248351	chr12:53479624:+_vs_chr12:53479795:+	0.35773778084752	chr12:53475548:+;chr12:53475655:+;chr12:53479624:+;chr12:53479795:+	distal	TRUE
CXADR	15.8000467859164	0.00124619867093113	0.00871579192413421	0.256756756756757	0.130434782608696	-0.126321974148061	chr21:17561447:+_vs_chr21:17565892:+	-0.431257344300823	chr21:17561447:+;chr21:17565892:+;chr21:17567141:+;chr21:17570098:+	proximal	TRUE
CS	10.4083302975688	0.0012544811981214	0.00872436766936181	0.847457627118644	0.549019607843137	-0.298438019275507	chr12:56272929:-_vs_chr12:56271701:-	-0.596876038551014	chr12:56271701:-;chr12:56272929:-	proximal	TRUE
SEMA3C	23.760810660297	0.00125503109454638	0.00872436766936181	0.396449704142012	0.295918367346939	-0.100531336795073	chr7:80744420:-_vs_chr7:80742836:-	-0.275288813750352	chr7:80742538:-;chr7:80742836:-;chr7:80743612:-;chr7:80743984:-;chr7:80744049:-;chr7:80744367:-;chr7:80744420:-;chr7:80761617:-	proximal	TRUE
PHRF1	13.3358885017422	0.00127100894266511	0.00880874475671834	0.366666666666667	0.583333333333333	0.216666666666667	chr11:601606:+_vs_chr11:601676:+	0.652380952380952	chr11:601606:+;chr11:601676:+;chr11:608790:+	distal	TRUE
SRSF10	21.8611515330969	0.00128305282954134	0.00886543129809592	0.432038834951456	0.426356589147287	-0.00568224580416943	chr1:23978115:-_vs_chr1:23975590:-	0.227477986001355	chr1:23966445:-;chr1:23967478:-;chr1:23969089:-;chr1:23970528:-;chr1:23971360:-;chr1:23975590:-;chr1:23978115:-	distal	TRUE
CMPK1	13.3092638359938	0.00128804216118437	0.00887317933260342	0.604651162790698	0.45	-0.154651162790698	chr1:47375249:+_vs_chr1:47377763:+	-0.611627906976744	chr1:47375249:+;chr1:47377763:+;chr1:47378839:+	proximal	TRUE
STX12	15.6463449341356	0.00133989095375995	0.00915077012662678	0.420634920634921	0.37984496124031	-0.0407899593946106	chr1:27824305:+_vs_chr1:27824440:+	-0.469545957918051	chr1:27812242:+;chr1:27823765:+;chr1:27824305:+;chr1:27824440:+	proximal	TRUE
NOP58	17.8156866677767	0.00134076271792231	0.00915077012662678	0.549342105263158	0.75462962962963	0.205287524366472	chr2:202300366:+_vs_chr2:202303661:+	0.305555555555556	chr2:202282410:+;chr2:202300366:+;chr2:202302986:+;chr2:202303442:+;chr2:202303661:+	distal	TRUE
KIAA0232	13.2247039745433	0.00134366813965339	0.00915077012662678	0.666666666666667	0.520833333333333	-0.145833333333333	chr4:6861499:+_vs_chr4:6862793:+	-0.797619047619048	chr4:6861172:+;chr4:6861499:+;chr4:6862793:+	proximal	TRUE
MICAL1	10.2806941857045	0.00134429360622198	0.00915077012662678	0.680851063829787	1	0.319148936170213	chr6:109451321:-_vs_chr6:109444062:-	0.638297872340426	chr6:109444062:-;chr6:109451321:-	distal	TRUE
KMT2E	17.8007800008375	0.00134977704763244	0.00916091286174203	0.521978021978022	0.36144578313253	-0.160532238845492	chr7:105073662:+_vs_chr7:105090156:+	-0.382894214219515	chr7:105073662:+;chr7:105077344:+;chr7:105090156:+;chr7:105102070:+;chr7:105107924:+	proximal	TRUE
SELENOT	10.2577105112602	0.0013611449732548	0.00921081583671539	0.0517241379310345	0.323529411764706	0.271805273833671	chr3:150628381:+_vs_chr3:150630436:+	0.543610547667343	chr3:150628381:+;chr3:150630436:+	distal	TRUE
TTC37	15.539623594796	0.00140902582287175	0.00950678011078764	0.58974358974359	0.367816091954023	-0.221927497789567	chr5:95517170:-_vs_chr5:95463894:-	-0.529442970822281	chr5:95463894:-;chr5:95517170:-;chr5:95522079:-;chr5:95541314:-	proximal	TRUE
PHYHIPL	13.1182858334511	0.00141709976250523	0.00953321658412609	0.264150943396226	0.278846153846154	0.0146952104499274	chr10:59246145:+_vs_chr10:59246330:+	0.398403483309144	chr10:59246145:+;chr10:59246330:+;chr10:59246569:+	distal	TRUE
PTPRA	13.1067500448175	0.00142529706202434	0.0095603259072627	0.260869565217391	0.32258064516129	0.061711079943899	chr20:3015884:+_vs_chr20:3038359:+	0.511921458625526	chr20:3015884:+;chr20:3038359:+;chr20:3038669:+	distal	TRUE
ASH1L	17.6256778765355	0.00146025045379846	0.00976622315164335	0.632575757575758	0.462264150943396	-0.170311606632361	chr1:155481444:-_vs_chr1:155480731:-	-0.393653516295026	chr1:155479905:-;chr1:155480731:-;chr1:155481411:-;chr1:155481444:-;chr1:155521262:-	proximal	TRUE
FEZ1	13.0413703030778	0.00147265976151586	0.00982058573522497	0.937662337662338	0.866834170854271	-0.0708281668080664	chr11:125488213:-_vs_chr11:125445752:-	-0.141656333616133	chr11:125445752:-;chr11:125487741:-;chr11:125488213:-	proximal	FALSE
AKAP13	13.0165384941856	0.00149105814432887	0.00991445618287081	0.333333333333333	0.676470588235294	0.343137254901961	chr15:85693327:+_vs_chr15:85743804:+	0.701960784313725	chr15:85684873:+;chr15:85693327:+;chr15:85743804:+	distal	TRUE
RYK	10.0835897435897	0.00149595610697507	0.00991827546069601	0	0.75	0.75	chr3:134188862:-_vs_chr3:134157666:-	1.5	chr3:134157666:-;chr3:134188862:-	distal	TRUE
AP1AR	12.9894721306377	0.00151137406468739	0.00997030692093883	0.202127659574468	0.512820512820513	0.310692853246045	chr4:112260851:+_vs_chr4:112270050:+	0.621385706492089	chr4:112260851:+;chr4:112269034:+;chr4:112270050:+	distal	TRUE
RNF168	10.0633294886582	0.00151249642915724	0.00997030692093883	0.823529411764706	0.2	-0.623529411764706	chr3:196483788:-_vs_chr3:196472308:-	-1.24705882352941	chr3:196472308:-;chr3:196483788:-	proximal	TRUE
CTNNA1	12.9717368745061	0.00152483596711886	0.0100228473024947	0.419540229885057	0.682692307692308	0.26315207780725	chr5:138934327:+_vs_chr5:138935032:+	0.5263041556145	chr5:138934327:+;chr5:138934712:+;chr5:138935032:+	distal	TRUE
EPC2	12.9616808565531	0.00153252216298727	0.0100445881196937	0.516666666666667	0.352941176470588	-0.163725490196078	chr2:148762733:+_vs_chr2:148786785:+	-0.872549019607843	chr2:148761889:+;chr2:148762733:+;chr2:148786785:+	proximal	TRUE
CDK20	9.99883731617647	0.00156639089795007	0.0102373239883118	0.2	0.75	0.55	chr9:87966611:-_vs_chr9:87966441:-	1.1	chr9:87966441:-;chr9:87966611:-	distal	TRUE
TRIB2	15.2753675774595	0.00159582689098434	0.0104000763861309	0.462962962962963	0.516666666666667	0.0537037037037038	chr2:12724825:+_vs_chr2:12741337:+	0.366666666666667	chr2:12724825:+;chr2:12741337:+;chr2:12741565:+;chr2:12742734:+	distal	TRUE
TRAF7	9.95894260538223	0.00160069963311694	0.0104022803353265	0.196078431372549	0.692307692307692	0.496229260935143	chr16:2176938:+_vs_chr16:2178060:+	0.992458521870287	chr16:2176938:+;chr16:2178060:+	distal	TRUE
SNRPC	9.94221261040365	0.00161531274860128	0.0104143148438295	0.00970873786407767	0.134831460674157	0.12512272281008	chr6:34773794:+_vs_chr6:34773845:+	0.250245445620159	chr6:34773794:+;chr6:34773845:+	distal	TRUE
KDM1A	17.3997668190994	0.00161605134943653	0.0104143148438295	0.455555555555556	0.544354838709677	0.0887992831541218	chr1:23055165:+_vs_chr1:23072168:+	0.359498207885305	chr1:23030608:+;chr1:23055165:+;chr1:23071272:+;chr1:23072168:+;chr1:23083686:+	distal	TRUE
GPANK1	9.934375	0.0016222050630681	0.0104143148438295	0.72	0	-0.72	chr6:31664262:-_vs_chr6:31662085:-	-1.44	chr6:31662085:-;chr6:31664262:-	proximal	TRUE
XRCC1	9.92951097410053	0.00162649741132128	0.0104143148438295	0.927272727272727	0.615384615384615	-0.311888111888112	chr19:43552856:-_vs_chr19:43543311:-	-0.623776223776224	chr19:43543311:-;chr19:43552856:-	proximal	TRUE
MPC2	9.92788825757576	0.00162793196507305	0.0104143148438295	0.0416666666666667	0.333333333333333	0.291666666666667	chr1:167918072:-_vs_chr1:167916729:-	0.583333333333333	chr1:167916729:-;chr1:167918072:-	distal	TRUE
ADAR	12.8384502923977	0.00162991869431022	0.0104143148438295	0.484375	0.416666666666667	-0.0677083333333333	chr1:154602128:-_vs_chr1:154600641:-	-0.677083333333333	chr1:154600472:-;chr1:154600641:-;chr1:154602128:-	proximal	TRUE
YWHAH	15.2247329062076	0.00163433014114151	0.0104143148438295	0.892100192678227	0.925039872408294	0.0329396797300662	chr22:31956482:+_vs_chr22:31957603:+	0.113781563735929	chr22:31956294:+;chr22:31956482:+;chr22:31957135:+;chr22:31957603:+	distal	FALSE
RPL37	9.9	0.00165278771863645	0.0104750625164101	0.541666666666667	1	0.458333333333333	chr5:40830462:-_vs_chr5:40826348:-	0.916666666666667	chr5:40826348:-;chr5:40830462:-	distal	TRUE
SNX32	9.89976820054945	0.00165299591584152	0.0104750625164101	0.48	1	0.52	chr11:65840212:+_vs_chr11:65853701:+	1.04	chr11:65840212:+;chr11:65853701:+	distal	TRUE
LINC00461	17.3345705867417	0.00166398864881137	0.010515674821965	0.379707112970711	0.41015625	0.0304491370292887	chr5:88671062:-_vs_chr5:88666799:-	0.0970842050209205	chr5:88664445:-;chr5:88666799:-;chr5:88667044:-;chr5:88667135:-;chr5:88671062:-	distal	FALSE
NUDT11	15.1636153198653	0.00168203431987556	0.010575410383402	0.555555555555556	0.333333333333333	-0.222222222222222	chrX:51490994:-_vs_chrX:51490547:-	-0.708333333333333	chrX:51490308:-;chrX:51490547:-;chrX:51490994:-;chrX:51491022:-	proximal	TRUE
NRIP1	9.86703869047619	0.00168266119875402	0.010575410383402	0.9	0.1875	-0.7125	chr21:14967334:-_vs_chr21:14965304:-	-1.425	chr21:14965304:-;chr21:14967334:-	proximal	TRUE
DYNC1I1	12.757734204793	0.00169704444557803	0.0106089526646519	0.705882352941176	0.722222222222222	0.0163398692810458	chr7:95871724:+_vs_chr7:95984834:+	0.61437908496732	chr7:95871724:+;chr7:95984834:+;chr7:96098424:+	distal	TRUE
ZMYND11	17.2878026885119	0.00169923757512014	0.0106089526646519	0.585106382978723	0.407407407407407	-0.177698975571316	chr10:237604:+_vs_chr10:248928:+	-0.625689519306541	chr10:237497:+;chr10:237604:+;chr10:247462:+;chr10:248928:+;chr10:253253:+	proximal	TRUE
TATDN3	9.84615384615385	0.00170187209267302	0.0106089526646519	0.846153846153846	0.153846153846154	-0.692307692307692	chr1:212816352:+_vs_chr1:212816622:+	-1.38461538461538	chr1:212816352:+;chr1:212816622:+	proximal	TRUE
COPZ1	9.8223317645786	0.00172405629343893	0.0106936168599481	0.571428571428571	0.848101265822785	0.276672694394213	chr12:54350877:+_vs_chr12:54351846:+	0.553345388788427	chr12:54350877:+;chr12:54351846:+	distal	TRUE
RAB18	12.7235238407686	0.00172632238811124	0.0106936168599481	0.755813953488372	0.823529411764706	0.0677154582763339	chr10:27533845:+_vs_chr10:27539757:+	0.385772913816689	chr10:27533845:+;chr10:27539757:+;chr10:27539828:+	distal	TRUE
HNRNPR	15.1045625581807	0.00172943847211889	0.0106936168599481	0.590643274853801	0.585551330798479	-0.0050919440553221	chr1:23311244:-_vs_chr1:23309788:-	0.159486167891211	chr1:23309788:-;chr1:23311244:-;chr1:23313622:-;chr1:23321557:-	distal	FALSE
CUL4B	9.77303004535147	0.00177090360709339	0.0109205722437426	0.857142857142857	0.166666666666667	-0.69047619047619	chrX:120526789:-_vs_chrX:120525954:-	-1.38095238095238	chrX:120525954:-;chrX:120526789:-	proximal	TRUE
SNRPE	9.71401088588589	0.00182868473818361	0.0112466562718317	0.567567567567568	0	-0.567567567567568	chr1:203870100:+_vs_chr1:203870321:+	-1.13513513513514	chr1:203870100:+;chr1:203870321:+	proximal	TRUE
UTP11	14.9670183867355	0.0018450520370358	0.0113092004093703	0.719806763285024	0.484848484848485	-0.234958278436539	chr1:38018576:+_vs_chr1:38023803:+	-0.470026350461133	chr1:38018576:+;chr1:38019350:+;chr1:38023578:+;chr1:38023803:+	proximal	TRUE
OGA	20.9814941675157	0.00184871410353699	0.0113092004093703	0.460559796437659	0.525	0.064440203562341	chr10:101800363:-_vs_chr10:101799277:-	0.171925360474979	chr10:101784450:-;chr10:101786015:-;chr10:101799218:-;chr10:101799277:-;chr10:101800363:-;chr10:101803348:-;chr10:101811899:-	distal	FALSE
HSPH1	12.5667616334283	0.00186707766453691	0.0113911600065098	0.208333333333333	0.275	0.0666666666666667	chr13:31143809:-_vs_chr13:31141219:-	0.433333333333333	chr13:31140273:-;chr13:31141219:-;chr13:31143809:-	distal	TRUE
MYEF2	19.0538463092471	0.001878247099882	0.0114060936065525	0.473584905660377	0.48780487804878	0.0142199723884032	chr15:48143045:-_vs_chr15:48142197:-	0.389783709157846	chr15:48141797:-;chr15:48142016:-;chr15:48142197:-;chr15:48142501:-;chr15:48143045:-;chr15:48166011:-	distal	TRUE
MSRA	12.5535312831389	0.0018794696526926	0.0114060936065525	0.658536585365854	0.526666666666667	-0.131869918699187	chr8:10428414:+_vs_chr8:10428885:+	-0.287479674796748	chr8:10428365:+;chr8:10428414:+;chr8:10428885:+	proximal	TRUE
TP53RK	9.65290178571428	0.00189052706938573	0.0114429263777596	0.208333333333333	0.714285714285714	0.505952380952381	chr20:46686643:-_vs_chr20:46686281:-	1.01190476190476	chr20:46686281:-;chr20:46686643:-	distal	TRUE
ZNF644	12.5027990362812	0.00192775432030583	0.0116286663323758	0.528571428571429	0.666666666666667	0.138095238095238	chr1:91020428:-_vs_chr1:90940396:-	0.713095238095238	chr1:90939787:-;chr1:90940396:-;chr1:91020428:-	distal	TRUE
MATR3	29.4509208791474	0.00193135216767009	0.0116286663323758	0.378364652107669	0.3680913267437	-0.0102733253639684	chr5:139319032:+_vs_chr5:139322957:+	0.0647959140024126	chr5:139317713:+;chr5:139319032:+;chr5:139319371:+;chr5:139319480:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139325594:+;chr5:139329379:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	distal	FALSE
AKIP1	9.60587279783709	0.00193956068248589	0.0116475188628865	0.962962962962963	0.571428571428571	-0.391534391534392	chr11:8919552:+_vs_chr11:8920079:+	-0.783068783068783	chr11:8919552:+;chr11:8920079:+	proximal	TRUE
GPATCH8	12.4505928853755	0.00197873714624263	0.011851757215354	0.295454545454545	0.607142857142857	0.311688311688312	chr17:44400304:-_vs_chr17:44400237:-	0.662337662337662	chr17:44400237:-;chr17:44400304:-;chr17:44405932:-	distal	TRUE
LBR	14.8082126988017	0.00198810020345378	0.0118768277779244	0.434210526315789	0.440771349862259	0.00656082354646953	chr1:225419345:-_vs_chr1:225412293:-	0.31013484123532	chr1:225401502:-;chr1:225412293:-;chr1:225419345:-;chr1:225421551:-	distal	TRUE
SELENOK	9.52285235057151	0.00202928928360506	0.0120914016015325	0.0151515151515152	0.204081632653061	0.188930117501546	chr3:53885199:-_vs_chr3:53884423:-	0.377860235003092	chr3:53884423:-;chr3:53885199:-	distal	TRUE
OSBPL8	14.7502687005976	0.00204298932854005	0.0121414961649504	0.320512820512821	0.491666666666667	0.171153846153846	chr12:76356694:-_vs_chr12:76356633:-	0.45	chr12:76356633:-;chr12:76356694:-;chr12:76390583:-;chr12:76399941:-	distal	TRUE
CHL1	16.8433323684937	0.00207321604177421	0.0122863283839381	0.577027027027027	0.590909090909091	0.0138820638820639	chr3:328336:+_vs_chr3:341990:+	-0.197488397488397	chr3:248601:+;chr3:328336:+;chr3:341990:+;chr3:349427:+;chr3:382551:+	proximal	FALSE
ADIPOR1	9.47926573189731	0.00207807123494681	0.0122863283839381	0.357142857142857	0.842105263157895	0.484962406015038	chr1:202940912:-_vs_chr1:202940832:-	0.969924812030075	chr1:202940832:-;chr1:202940912:-	distal	TRUE
DDX24	14.6555437617293	0.00213597485478338	0.0125709112525792	0.462962962962963	0.649484536082474	0.186521573119511	chr14:94079395:-_vs_chr14:94050922:-	0.394158075601375	chr14:94050922:-;chr14:94060426:-;chr14:94060946:-;chr14:94079395:-	distal	TRUE
MEX3B	14.6543585349078	0.00213716451111851	0.0125709112525792	0.670175438596491	0.707165109034268	0.0369896704377768	chr15:82042785:-_vs_chr15:82041840:-	0.300442695523856	chr15:82041783:-;chr15:82041840:-;chr15:82042785:-;chr15:82042811:-	distal	TRUE
CCNC	9.37757516302152	0.00219655915283072	0.0128872294030529	1	0.697674418604651	-0.302325581395349	chr6:99543780:-_vs_chr6:99542387:-	-0.604651162790698	chr6:99542387:-;chr6:99543780:-	proximal	TRUE
RALBP1	14.5837510821897	0.00220923412613889	0.0129285282789863	0.371794871794872	0.536723163841808	0.164928292046936	chr18:9517035:+_vs_chr18:9517112:+	0.490873533246415	chr18:9513278:+;chr18:9517035:+;chr18:9517112:+;chr18:9525786:+	distal	TRUE
RBM25	25.7768668295468	0.00222191357443735	0.0129696431037132	0.557950191570881	0.501316482359136	-0.0566337092117448	chr14:73110926:+_vs_chr14:73111711:+	-0.181320477202157	chr14:73096973:+;chr14:73099688:+;chr14:73101179:+;chr14:73106039:+;chr14:73106259:+;chr14:73107849:+;chr14:73110926:+;chr14:73111711:+;chr14:73112194:+;chr14:73120789:+	proximal	FALSE
TCAF1	14.5637760845673	0.0022300565680202	0.0129841364645643	0.401709401709402	0.570175438596491	0.16846603688709	chr7:143854082:-_vs_chr7:143852852:-	0.567476383265857	chr7:143852852:-;chr7:143853081:-;chr7:143854082:-;chr7:143854109:-	distal	TRUE
ATXN10	9.33818700396825	0.00224427445607949	0.0130338369677123	0.24	0.833333333333333	0.593333333333333	chr22:45843966:+_vs_chr22:45844802:+	1.18666666666667	chr22:45843966:+;chr22:45844802:+	distal	TRUE
RCOR3	9.2930506993007	0.00230024774070529	0.0133251725181261	0.230769230769231	0.916666666666667	0.685897435897436	chr1:211314031:+_vs_chr1:211316013:+	1.37179487179487	chr1:211314031:+;chr1:211316013:+	distal	TRUE
SNHG7	9.28480420198658	0.00231062618406484	0.0133515780006165	0.119402985074627	0.390243902439024	0.270840917364398	chr9:136724658:-_vs_chr9:136724594:-	0.541681834728795	chr9:136724594:-;chr9:136724658:-	distal	TRUE
EXOC5	12.1324259778942	0.00231994224282682	0.0133717273996098	0.395522388059702	0.148936170212766	-0.246586217846936	chr14:57218013:-_vs_chr14:57209750:-	-0.493172435693871	chr14:57209750:-;chr14:57210003:-;chr14:57218013:-	proximal	TRUE
SNRPD2	9.25958981565956	0.00234265484205862	0.0134687975129886	0.996466431095406	0.95049504950495	-0.0459713815904559	chr19:45687994:-_vs_chr19:45687460:-	-0.0919427631809118	chr19:45687460:-;chr19:45687994:-	proximal	FALSE
GGT7	9.231923504696	0.00237831669249821	0.0136396462314772	0.686274509803922	0.972222222222222	0.285947712418301	chr20:34861055:-_vs_chr20:34844720:-	0.571895424836601	chr20:34844720:-;chr20:34861055:-	distal	TRUE
WASF1	14.4114701345565	0.00239535474715015	0.0137031017206046	0.852750809061489	0.920289855072464	0.067539046010975	chr6:110107110:-_vs_chr6:110099822:-	0.216828478964401	chr6:110099822:-;chr6:110100191:-;chr6:110107110:-;chr6:110177854:-	distal	TRUE
LUC7L	14.3630160717927	0.00245044667917509	0.0139833947314121	0.737037037037037	0.6	-0.137037037037037	chr16:189145:-_vs_chr16:188990:-	-0.331944444444444	chr16:188990:-;chr16:189145:-;chr16:206005:-;chr16:206117:-	proximal	TRUE
CCNL2	12.0144714093616	0.0024608813897766	0.0140080940648822	0.396103896103896	0.443298969072165	0.0471950729682689	chr1:1387335:-_vs_chr1:1386705:-	0.427366447985005	chr1:1386502:-;chr1:1386705:-;chr1:1387335:-	distal	TRUE
ALDH7A1	9.14285714285714	0.00249690891514155	0.0141597353043504	0.888888888888889	0.4	-0.488888888888889	chr5:126544896:-_vs_chr5:126544782:-	-0.977777777777778	chr5:126544782:-;chr5:126544896:-	proximal	TRUE
PSIP1	28.7294999713153	0.00249986608468262	0.0141597353043504	0.433049708911778	0.372933884297521	-0.0601158246142572	chr9:15490049:-_vs_chr9:15474208:-	-0.126203537841469	chr9:15464066:-;chr9:15464613:-;chr9:15466748:-;chr9:15468650:-;chr9:15469954:-;chr9:15471191:-;chr9:15472631:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	proximal	FALSE
PDP1	9.12892934951759	0.0025159891607591	0.0141914718636788	1	0.294117647058824	-0.705882352941176	chr8:93923736:+_vs_chr8:93926068:+	-1.41176470588235	chr8:93923736:+;chr8:93926068:+	proximal	TRUE
ARL3	16.4079805961882	0.00251784178226559	0.0141914718636788	0.302734375	0.371287128712871	0.0685527537128713	chr10:102675211:-_vs_chr10:102673731:-	0.193301361386139	chr10:102673731:-;chr10:102675211:-;chr10:102676527:-;chr10:102676666:-;chr10:102676892:-	distal	FALSE
