gene_id	chisq	pvalue	adj_pvalue	In	Pro	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
EXOC6	7.89465020576132	0.0193062750675741	0.0721866333624175	0.3	0.388888888888889	-0.0888888888888889	chr10:92928386:+_vs_chr10:93059490:+	-0.688888888888889	chr10:92915806:+;chr10:92928386:+;chr10:93059490:+	proximal	FALSE
SRSF11	16.7075941517527	0.019382146818225	0.0723820488972933	0.532019704433498	0.610714285714286	-0.0786945812807882	chr1:70237489:+_vs_chr1:70251444:+	-0.244950738916256	chr1:70228948:+;chr1:70229562:+;chr1:70237489:+;chr1:70246870:+;chr1:70250046:+;chr1:70250436:+;chr1:70251444:+;chr1:70252001:+	proximal	FALSE
PPP1R7	9.86705227801246	0.0197307117430907	0.073594114603791	0.849462365591398	0.725	0.124462365591398	chr2:241169812:+_vs_chr2:241183024:+	0.462701612903226	chr2:241160423:+;chr2:241167174:+;chr2:241169812:+;chr2:241183024:+	distal	FALSE
KIF21A	13.3915895932025	0.0199728595942715	0.0744067892053905	0.458333333333333	0.475213675213675	-0.0168803418803419	chr12:39369775:-_vs_chr12:39342050:-	0.366452991452991	chr12:39293231:-;chr12:39340303:-;chr12:39341587:-;chr12:39342050:-;chr12:39356845:-;chr12:39369775:-	distal	FALSE
RFC2	5.38295918900827	0.0203343590215013	0.0755883344171506	0.272727272727273	0.6625	-0.389772727272727	chr7:74231847:-_vs_chr7:74231664:-	-0.779545454545455	chr7:74231664:-;chr7:74231847:-	proximal	FALSE
MRPL3	9.80060995192116	0.0203393267756521	0.0755883344171506	0.666666666666667	0.697841726618705	-0.0311750599520384	chr3:131462521:-_vs_chr3:131462374:-	-0.657074340527578	chr3:131462224:-;chr3:131462374:-;chr3:131462521:-;chr3:131469731:-	proximal	FALSE
DIMT1	5.37578140830801	0.0204181928802025	0.0757895634027855	0	0.595744680851064	-0.595744680851064	chr5:62388626:-_vs_chr5:62388527:-	-1.19148936170213	chr5:62388527:-;chr5:62388626:-	proximal	FALSE
PLEKHO1	5.36986607142857	0.0204875505724557	0.0759550544802287	0.777777777777778	0.908730158730159	-0.130952380952381	chr1:150156160:+_vs_chr1:150159626:+	-0.261904761904762	chr1:150156160:+;chr1:150159626:+	proximal	FALSE
ASNSD1	5.36402851537568	0.0205562352549498	0.0761144087839646	0.714285714285714	0.356589147286822	0.357696566998893	chr2:189667263:+_vs_chr2:189670831:+	0.715393133997785	chr2:189667263:+;chr2:189670831:+	distal	FALSE
TMEM59	7.7668531924052	0.0205801842406741	0.0761144087839646	0.30327868852459	0.382513661202186	-0.0792349726775956	chr1:54032015:-_vs_chr1:54031676:-	-0.349726775956284	chr1:54030397:-;chr1:54031676:-;chr1:54032015:-	proximal	FALSE
EXOSC8	9.75338603834017	0.0207830729115769	0.0767721705384273	0.407407407407407	0.527918781725888	-0.120511374318481	chr13:37003361:+_vs_chr13:37009401:+	-0.279187817258883	chr13:37003361:+;chr13:37008122:+;chr13:37009401:+;chr13:37009602:+	proximal	FALSE
RNF14	5.33777765679443	0.0208680601631098	0.0769933483274304	0.25	0.841463414634146	-0.591463414634146	chr5:141987990:+_vs_chr5:141989164:+	-1.18292682926829	chr5:141987990:+;chr5:141989164:+	proximal	FALSE
N4BP2L2	13.2793349407273	0.0208970868108654	0.0770077742333092	0.362962962962963	0.336708860759494	0.0262541022034692	chr13:32535570:-_vs_chr13:32517621:-	0.247538677918425	chr13:32443078:-;chr13:32517621:-;chr13:32535570:-;chr13:32536362:-;chr13:32536493:-;chr13:32536560:-	distal	FALSE
TMCO1	13.2654417182159	0.0210142937728619	0.0773467283404497	0.671428571428571	0.412903225806452	0.25852534562212	chr1:165759528:-_vs_chr1:165726795:-	0.401382488479263	chr1:165726795:-;chr1:165727273:-;chr1:165727443:-;chr1:165727541:-;chr1:165727650:-;chr1:165759528:-	distal	FALSE
EEF1A1	13.2553610576775	0.0210997322484542	0.077491158308542	0.974840474020055	0.984809878479028	-0.00996940445897321	chr6:73519012:-_vs_chr6:73517515:-	-0.0281102339976422	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519090:-;chr6:73519918:-	proximal	FALSE
ZNF260	7.71657754010695	0.0211040825791365	0.077491158308542	1	0.426470588235294	0.573529411764706	chr19:36514978:-_vs_chr19:36513362:-	1.14705882352941	chr19:36513362:-;chr19:36513671:-;chr19:36514978:-	distal	FALSE
WDR45B	7.70655443875553	0.0212101122229962	0.0777873254494094	0.83695652173913	0.873873873873874	-0.0369173521347435	chr17:82615397:-_vs_chr17:82614576:-	-0.249314531923228	chr17:82614576:-;chr17:82615397:-;chr17:82643959:-	proximal	FALSE
ZNF138	7.68014128728414	0.0214920830124406	0.0787272718233486	0.452380952380952	0.224358974358974	0.228021978021978	chr7:64833335:+_vs_chr7:64833676:+	0.516483516483517	chr7:64833335:+;chr7:64833676:+;chr7:64834313:+	distal	FALSE
VPS8	7.66386554621849	0.0216676963917847	0.0792758438391551	0.5	0.5	0	chr3:184839859:+_vs_chr3:184840562:+	1.05882352941176	chr3:184839859:+;chr3:184840562:+;chr3:184999839:+	distal	FALSE
TRIM37	9.65314956627812	0.021756699929685	0.0795066054641409	0.5	0.448924731182796	0.0510752688172043	chr17:59088303:-_vs_chr17:59047704:-	0.556451612903226	chr17:58998202:-;chr17:59047704:-;chr17:59051227:-;chr17:59088303:-	distal	FALSE
CSTF2	5.25286989795918	0.0219106047955978	0.0798927515352746	0.75	0.26530612244898	0.48469387755102	chrX:100840935:+_vs_chrX:100841505:+	0.969387755102041	chrX:100840935:+;chrX:100841505:+	distal	FALSE
ZNF620	5.25	0.0219467710032468	0.0798927515352746	0.285714285714286	0.8	-0.514285714285714	chr3:40517056:+_vs_chr3:40517242:+	-1.02857142857143	chr3:40517056:+;chr3:40517242:+	proximal	FALSE
THOC2	7.63674202439597	0.0219635501240677	0.0798927515352746	0.166666666666667	0.245833333333333	-0.0791666666666667	chrX:123668180:-_vs_chrX:123626588:-	-0.520238095238095	chrX:123611481:-;chrX:123626588:-;chrX:123668180:-	proximal	FALSE
ANKLE2	7.63646450192625	0.0219665980248651	0.0798927515352746	0.3	0.310126582278481	-0.010126582278481	chr12:132743150:-_vs_chr12:132725668:-	-0.587341772151899	chr12:132725668:-;chr12:132743150:-;chr12:132750822:-	proximal	FALSE
ADK	9.62261237413059	0.0220621174756507	0.0801450855217358	0.0476190476190476	0.448717948717949	-0.401098901098901	chr10:74398519:+_vs_chr10:74709026:+	-0.831501831501831	chr10:74398519:+;chr10:74708529:+;chr10:74708701:+;chr10:74709026:+	proximal	FALSE
RABEPK	7.61055040353028	0.0222530722385406	0.0807430999803141	0.535714285714286	0.507462686567164	0.0282515991471215	chr9:125222388:+_vs_chr9:125234000:+	0.615138592750533	chr9:125222388:+;chr9:125234000:+;chr9:125234058:+	distal	FALSE
ZNF281	5.21908806626099	0.02234026350788	0.0809636500179198	0.866666666666667	0.470588235294118	0.396078431372549	chr1:200408417:-_vs_chr1:200408085:-	0.792156862745098	chr1:200408085:-;chr1:200408417:-	distal	FALSE
MALAT1	16.3134013792184	0.022402339432735	0.0810927658804788	0.705846895720313	0.674884792626728	0.0309621030935854	chr11:65499910:+_vs_chr11:65501966:+	0.107332925003403	chr11:65499497:+;chr11:65499599:+;chr11:65499910:+;chr11:65500223:+;chr11:65501332:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+	distal	FALSE
CCDC59	9.58005606312292	0.0224947737399648	0.081331339960769	0.791666666666667	0.51937984496124	0.272286821705426	chr12:82353252:-_vs_chr12:82352846:-	0.718023255813953	chr12:82352846:-;chr12:82353157:-;chr12:82353252:-;chr12:82354546:-	distal	FALSE
PTX3	7.57503874924186	0.0226517226530936	0.081802334104105	0.333333333333333	0.683098591549296	-0.349765258215962	chr3:157443257:+_vs_chr3:157443588:+	-1.15962441314554	chr3:157443015:+;chr3:157443257:+;chr3:157443588:+	proximal	FALSE
RWDD1	7.56902238134711	0.0227199657940577	0.0819522530877421	0.516129032258065	0.666666666666667	-0.150537634408602	chr6:116588964:+_vs_chr6:116590362:+	-0.320029159832331	chr6:116588964:+;chr6:116590362:+;chr6:116593275:+	proximal	FALSE
NONO	7.56647924785207	0.0227488741226058	0.0819601034781544	0.854545454545455	0.927876823338736	-0.0733313687932812	chrX:71291912:+_vs_chrX:71301168:+	-0.146662737586563	chrX:71291912:+;chrX:71300269:+;chrX:71301168:+	proximal	FALSE
CTR9	11.3429745926481	0.0229682034483902	0.0826531828318831	0.514705882352941	0.364583333333333	0.150122549019608	chr11:10755115:+_vs_chr11:10772649:+	0.544117647058823	chr11:10755115:+;chr11:10771579:+;chr11:10772649:+;chr11:10773253:+;chr11:10774160:+	distal	FALSE
SACS	5.16734294512072	0.0230153928878347	0.0827259022205171	0.153846153846154	0.592592592592593	-0.438746438746439	chr13:23411299:-_vs_chr13:23358410:-	-0.877492877492877	chr13:23358410:-;chr13:23411299:-	proximal	FALSE
CLIP1	7.5359992171956	0.0230982225893714	0.0829264056897104	0.0666666666666667	0.346774193548387	-0.28010752688172	chr12:122341223:-_vs_chr12:122341087:-	-0.588172043010753	chr12:122333057:-;chr12:122341087:-;chr12:122341223:-	proximal	FALSE
ZC3H18	9.50359984842743	0.0232930949099358	0.0835256917418138	0.333333333333333	0.556776556776557	-0.223443223443223	chr16:88599894:+_vs_chr16:88627948:+	-1.14285714285714	chr16:88577706:+;chr16:88599894:+;chr16:88627948:+;chr16:88631964:+	proximal	FALSE
PRPF38B	11.3072417880763	0.0233196321366577	0.0835256917418138	0.489130434782609	0.361111111111111	0.128019323671498	chr1:108699777:+_vs_chr1:108700005:+	0.363699102829538	chr1:108698763:+;chr1:108699458:+;chr1:108699519:+;chr1:108699777:+;chr1:108700005:+	distal	FALSE
DYNC1LI1	12.9821682179997	0.0235464454442154	0.0842396752998419	0.519047619047619	0.589261744966443	-0.0702141259188239	chr3:32533069:-_vs_chr3:32526753:-	-0.282678171939917	chr3:32525974:-;chr3:32526133:-;chr3:32526753:-;chr3:32533069:-;chr3:32534604:-;chr3:32545901:-	proximal	FALSE
SRRM2	12.9754012618944	0.0236103785838918	0.0842804889456653	0.305084745762712	0.325946704067321	-0.0208619583046094	chr16:2759032:+_vs_chr16:2760492:+	-0.190315449164428	chr16:2757819:+;chr16:2758536:+;chr16:2759032:+;chr16:2760492:+;chr16:2762743:+;chr16:2771408:+	proximal	FALSE
TTC9	5.12284812409812	0.0236128310516394	0.0842804889456653	0	0.454545454545455	-0.454545454545455	chr14:70672016:+_vs_chr14:70672346:+	-0.909090909090909	chr14:70672016:+;chr14:70672346:+	proximal	FALSE
PI4KAP2	5.11028701864725	0.0237843851563468	0.0847940987085573	0.916666666666667	0.509433962264151	0.407232704402516	chr22:21491337:-_vs_chr22:21473021:-	0.814465408805031	chr22:21473021:-;chr22:21491337:-	distal	FALSE
RBM23	7.46503078111311	0.0239325603240295	0.0851800148455582	0.431818181818182	0.551094890510949	-0.119276708692767	chr14:22911327:-_vs_chr14:22900766:-	-0.268082282680823	chr14:22900645:-;chr14:22900766:-;chr14:22911327:-	proximal	FALSE
CASC3	11.2446117093797	0.0239481972592535	0.0851800148455582	0.413461538461538	0.329457364341085	0.0840041741204531	chr17:40161839:+_vs_chr17:40169735:+	0.200357781753131	chr17:40161839:+;chr17:40163917:+;chr17:40169662:+;chr17:40169735:+;chr17:40172167:+	distal	FALSE
ATRX	22.0506985838675	0.0239834036460883	0.0852063911690692	0.339572192513369	0.333916083916084	0.00565610859728505	chrX:77683973:-_vs_chrX:77683759:-	0.195927601809955	chrX:77506893:-;chrX:77523285:-;chrX:77664668:-;chrX:77682014:-;chrX:77682399:-;chrX:77683504:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	distal	FALSE
PIBF1	7.43801652892562	0.0242580134542822	0.0860822560773488	0	0.560606060606061	-0.560606060606061	chr13:72798004:+_vs_chr13:72827900:+	-1.15151515151515	chr13:72798004:+;chr13:72827900:+;chr13:72835258:+	proximal	FALSE
DDX17	7.43309405681891	0.0243177916855713	0.0861946234774124	0.0833333333333333	0.208459214501511	-0.125125881168177	chr22:38494085:-_vs_chr22:38491317:-	-0.252014098690836	chr22:38483438:-;chr22:38491317:-;chr22:38494085:-	proximal	FALSE
OLA1	7.42117594200645	0.0244631354279702	0.0866096688477558	0.616666666666667	0.79372197309417	-0.177055306427504	chr2:174075424:-_vs_chr2:174075007:-	-0.384902840059791	chr2:174075007:-;chr2:174075424:-;chr2:174123182:-	proximal	FALSE
MEA1	5.05075067768116	0.0246152717145862	0.0870477774820315	0.208333333333333	0.058252427184466	0.150080906148867	chr6:43012227:-_vs_chr6:43012094:-	0.300161812297735	chr6:43012094:-;chr6:43012227:-	distal	FALSE
CEP78	7.40344688882701	0.0246809535433363	0.0871794971933977	0.428571428571429	0.222222222222222	0.206349206349206	chr9:78266875:+_vs_chr9:78270879:+	0.576719576719577	chr9:78265476:+;chr9:78266875:+;chr9:78270879:+	distal	FALSE
ZMYM2	5.02571395958525	0.0249736274996157	0.0880938132682204	0	0.585365853658537	-0.585365853658537	chr13:20003135:+_vs_chr13:20086691:+	-1.17073170731707	chr13:20003135:+;chr13:20086691:+	proximal	FALSE
TGS1	9.34864377723435	0.0249972659958747	0.0880938132682204	0.717948717948718	0.470404984423676	0.247543733525042	chr8:55796089:+_vs_chr8:55825446:+	0.672178289000719	chr8:55786294:+;chr8:55796089:+;chr8:55802496:+;chr8:55825446:+	distal	FALSE
ZMYND8	5.01673810473152	0.0251034159881971	0.0883663299883036	0.8	0.333333333333333	0.466666666666667	chr20:47229773:-_vs_chr20:47210435:-	0.933333333333333	chr20:47210435:-;chr20:47229773:-	distal	FALSE
RPL4	7.36321027281129	0.0251825209957115	0.0885364466900961	0.484084880636605	0.46970304975923	0.0143818308773752	chr15:66499522:-_vs_chr15:66498961:-	0.0287636617547505	chr15:66498961:-;chr15:66499320:-;chr15:66499522:-	distal	FALSE
KMT2C	7.36106897666228	0.025209497051681	0.0885364466900961	0.5	0.525862068965517	-0.0258620689655172	chr7:152315138:-_vs_chr7:152202968:-	-0.636604774535809	chr7:152158924:-;chr7:152202968:-;chr7:152315138:-	proximal	FALSE
NPM1	12.7733095187088	0.0255982892326843	0.0897990329375401	0.829032258064516	0.83482280431433	-0.00579054624981357	chr5:171405383:+_vs_chr5:171406727:+	-0.181221730702321	chr5:171392732:+;chr5:171400195:+;chr5:171405383:+;chr5:171406727:+;chr5:171410570:+;chr5:171410884:+	proximal	FALSE
DIS3	12.7684946632315	0.0256475542153171	0.0898690299704711	0.428571428571429	0.523076923076923	-0.0945054945054946	chr13:72775232:-_vs_chr13:72768801:-	-0.736263736263736	chr13:72768801:-;chr13:72773996:-;chr13:72775232:-;chr13:72775928:-;chr13:72776071:-;chr13:72778224:-	proximal	FALSE
SMIM8	4.97673470535313	0.0256904283228274	0.0899164991298959	0	0.631578947368421	-0.631578947368421	chr6:87340754:+_vs_chr6:87341759:+	-1.26315789473684	chr6:87340754:+;chr6:87341759:+	proximal	FALSE
EIF3J	11.074749761045	0.0257366511032019	0.0899419620383608	0.53125	0.567757009345794	-0.0365070093457943	chr15:44561631:+_vs_chr15:44562089:+	-0.655373831775701	chr15:44551499:+;chr15:44557578:+;chr15:44561631:+;chr15:44562089:+;chr15:44562803:+	proximal	FALSE
CS	7.31525719458967	0.0257936072879235	0.0899419620383608	0.736842105263158	0.688034188034188	0.0488079172289698	chr12:56273030:-_vs_chr12:56272929:-	0.440845704003599	chr12:56271701:-;chr12:56272929:-;chr12:56273030:-	distal	FALSE
NUDCD1	4.968794646214	0.0258086271464818	0.0899419620383608	0.909090909090909	0.491525423728814	0.417565485362095	chr8:109293333:-_vs_chr8:109242675:-	0.835130970724191	chr8:109242675:-;chr8:109293333:-	distal	FALSE
MATR3	18.9276617886825	0.0258150445511277	0.0899419620383608	0.332065906210393	0.364775239498895	-0.0327093332885017	chr5:139322957:+_vs_chr5:139325489:+	0.0920421080946283	chr5:139317713:+;chr5:139319032:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139325594:+;chr5:139329379:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	distal	FALSE
FAM53B	7.31019036954087	0.0258590359796152	0.0899594321018501	0	0.553191489361702	-0.553191489361702	chr10:124620077:-_vs_chr10:124619292:-	-1.1063829787234	chr10:124619292:-;chr10:124620033:-;chr10:124620077:-	proximal	FALSE
UBE2Q2	4.96410256410256	0.0258787407416281	0.0899594321018501	0	0.530612244897959	-0.530612244897959	chr15:75873536:+_vs_chr15:75901044:+	-1.06122448979592	chr15:75873536:+;chr15:75901044:+	proximal	FALSE
SNURF	9.26820723230752	0.0259295008024496	0.0900338045983131	0.934272300469484	0.941091954022989	-0.00681965355350511	chr15:24963635:+_vs_chr15:24965555:+	-0.0633802816901408	chr15:24963635:+;chr15:24965555:+;chr15:24968821:+;chr15:24978577:+	proximal	FALSE
OPTN	4.94022683397683	0.0262385929910544	0.091003988812865	0.833333333333333	0.27027027027027	0.563063063063063	chr10:13126036:+_vs_chr10:13138308:+	1.12612612612613	chr10:13126036:+;chr10:13138308:+	distal	FALSE
RO60	9.21505063563887	0.0265641842012132	0.0920291398428472	0.0333333333333333	0.407407407407407	-0.374074074074074	chr1:193075887:+_vs_chr1:193085985:+	-0.709523809523809	chr1:193075887:+;chr1:193076635:+;chr1:193085985:+;chr1:193090168:+	proximal	FALSE
CANX	18.8339650003332	0.0266422541244032	0.092104930607765	0.411764705882353	0.391590678824721	0.0201740270576316	chr5:179709995:+_vs_chr5:179728862:+	0.342928660826033	chr5:179709995:+;chr5:179710047:+;chr5:179724712:+;chr5:179724793:+;chr5:179728862:+;chr5:179729260:+;chr5:179729983:+;chr5:179730460:+;chr5:179730656:+;chr5:179730908:+	distal	FALSE
PRPF6	7.25022175780796	0.0266461426774584	0.092104930607765	0.421875	0.653846153846154	-0.231971153846154	chr20:63984997:+_vs_chr20:64033097:+	-0.463942307692308	chr20:63984997:+;chr20:63993437:+;chr20:64033097:+	proximal	FALSE
HNRNPU	18.8253577987559	0.0267194728492467	0.0922543961213854	0.461835748792271	0.442251461988304	0.0195842868039664	chr1:244853658:-_vs_chr1:244853388:-	-0.102946224256293	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244854436:-;chr1:244855993:-;chr1:244856506:-;chr1:244856592:-;chr1:244857650:-;chr1:244858777:-;chr1:244862694:-	proximal	FALSE
THRAP3	10.9659443016312	0.0269494313952324	0.0929437082764709	0.304545454545455	0.306451612903226	-0.00190615835777125	chr1:36289081:+_vs_chr1:36289138:+	0.296774193548387	chr1:36289081:+;chr1:36289138:+;chr1:36291436:+;chr1:36292693:+;chr1:36296765:+	distal	FALSE
GNB1	4.88753593776425	0.0270512677361925	0.0931900976170408	0.925925925925926	0.684931506849315	0.240994419076611	chr1:1786749:-_vs_chr1:1785290:-	0.481988838153222	chr1:1785290:-;chr1:1786749:-	distal	FALSE
APPBP2	10.9477789041818	0.0271572190639159	0.0934500938832393	0.65625	0.514492753623188	0.141757246376812	chr17:60493480:-_vs_chr17:60446747:-	0.668478260869565	chr17:60445468:-;chr17:60446747:-;chr17:60447084:-;chr17:60447253:-;chr17:60493480:-	distal	FALSE
CAPZA2	10.9400548019051	0.0272460408763117	0.0936506292901027	0.630434782608696	0.53930412371134	0.0911306588973554	chr7:116918649:+_vs_chr7:116919259:+	0.354437471985657	chr7:116916112:+;chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	distal	FALSE
NOL7	12.5715789147863	0.0277419953683986	0.0952485529669765	0.390909090909091	0.484269662921348	-0.0933605720122574	chr6:13618110:+_vs_chr6:13621662:+	-0.317671092951992	chr6:13618110:+;chr6:13620808:+;chr6:13620895:+;chr6:13621201:+;chr6:13621572:+;chr6:13621662:+	proximal	FALSE
TMED5	7.16206395348837	0.0278469460212897	0.0955019423951615	0.5	0.53125	-0.03125	chr1:93153625:-_vs_chr1:93151850:-	-0.734375	chr1:93151850:-;chr1:93153625:-;chr1:93153707:-	proximal	FALSE
SRSF6	9.09931509625127	0.0279991693050622	0.0959167073623695	0.283333333333333	0.50886524822695	-0.225531914893617	chr20:43460879:+_vs_chr20:43463605:+	-0.390425531914894	chr20:43460879:+;chr20:43461551:+;chr20:43461694:+;chr20:43463605:+	proximal	FALSE
UBXN4	14.1437746086497	0.0280707126870912	0.0960544699761402	0.569444444444444	0.460462287104623	0.108982157339822	chr2:135770658:+_vs_chr2:135782799:+	0.35948905109489	chr2:135748886:+;chr2:135769811:+;chr2:135770658:+;chr2:135772451:+;chr2:135779027:+;chr2:135782799:+;chr2:135785056:+	distal	FALSE
FBXO3	4.82048592428525	0.0281234158516059	0.0961275284292347	1	0.817391304347826	0.182608695652174	chr11:33741607:-_vs_chr11:33740944:-	0.365217391304348	chr11:33740944:-;chr11:33741607:-	distal	FALSE
MKLN1	4.81233151309878	0.0282567899835692	0.0963606937801523	0	0.450980392156863	-0.450980392156863	chr7:131463296:+_vs_chr7:131487965:+	-0.901960784313725	chr7:131463296:+;chr7:131487965:+	proximal	FALSE
PAK1	7.13237817035285	0.0282633579551704	0.0963606937801523	0.230769230769231	0.455696202531646	-0.224926971762415	chr11:77392331:-_vs_chr11:77322972:-	-0.642648490749757	chr11:77322020:-;chr11:77322972:-;chr11:77392331:-	proximal	FALSE
EMC10	9.07688614552256	0.0282859179393794	0.0963606937801523	0.62962962962963	0.557471264367816	0.0721583652618135	chr19:50483135:+_vs_chr19:50483351:+	0.415708812260536	chr19:50482968:+;chr19:50483135:+;chr19:50483351:+;chr19:50483394:+	distal	FALSE
PEBP1	4.80499765414408	0.0283773053722404	0.0965647261612533	0.88135593220339	0.955905511811024	-0.0745495796076338	chr12:118145507:+_vs_chr12:118145584:+	-0.149099159215268	chr12:118145507:+;chr12:118145584:+	proximal	FALSE
HMGCS1	17.1602284067969	0.0284832126951704	0.096817660890679	0.708333333333333	0.70092693565976	0.00740639767357321	chr5:43290235:-_vs_chr5:43289395:-	0.309644977583909	chr5:43289395:-;chr5:43289773:-;chr5:43290235:-;chr5:43290574:-;chr5:43290752:-;chr5:43293254:-;chr5:43294751:-;chr5:43295782:-;chr5:43296755:-	distal	FALSE
CAMLG	4.78051142128038	0.0287835711323544	0.0977302647749709	0.829268292682927	0.951612903225806	-0.12234461054288	chr5:134742024:+_vs_chr5:134751377:+	-0.244689221085759	chr5:134742024:+;chr5:134751377:+	proximal	FALSE
ZC3H7A	14.0710576390446	0.0288524045158243	0.0978556108910591	0.540650406504065	0.493006993006993	0.0476434134970721	chr16:11767484:-_vs_chr16:11756289:-	0.205526181135937	chr16:11750597:-;chr16:11756289:-;chr16:11765109:-;chr16:11767446:-;chr16:11767484:-;chr16:11776470:-;chr16:11779213:-	distal	FALSE
DDX39B	4.7718027755612	0.0289295172621891	0.0980087291998581	0.74375	0.820359281437126	-0.0766092814371258	chr6:31534006:-_vs_chr6:31530248:-	-0.153218562874251	chr6:31530248:-;chr6:31534006:-	proximal	FALSE
POLI	7.05912772348759	0.029317699649491	0.0992142021250985	0.857142857142857	0.485294117647059	0.371848739495798	chr18:54294637:+_vs_chr18:54294724:+	0.857142857142857	chr18:54274019:+;chr18:54294637:+;chr18:54294724:+	distal	FALSE
FAM210B	8.98989898989899	0.0294254868646053	0.0994691761046084	1	0.604938271604938	0.395061728395062	chr20:56367189:+_vs_chr20:56368658:+	0.802469135802469	chr20:56367189:+;chr20:56367648:+;chr20:56368357:+;chr20:56368658:+	distal	FALSE
PICALM	4.73674335492517	0.029524910775453	0.0996953484994921	1	0.594594594594595	0.405405405405405	chr11:86003391:-_vs_chr11:85957684:-	0.810810810810811	chr11:85957684:-;chr11:86003391:-	distal	FALSE
HAUS5	4.73484848484849	0.0295574515601516	0.0996954306748348	1	0.431818181818182	0.568181818181818	chr19:35623283:+_vs_chr19:35623610:+	1.13636363636364	chr19:35623283:+;chr19:35623610:+	distal	FALSE
PDCD11	7.03214285714286	0.0297159473766107	0.100061033659639	0.4	0.34	0.0600000000000001	chr10:103417908:+_vs_chr10:103440445:+	0.9	chr10:103417908:+;chr10:103440445:+;chr10:103442234:+	distal	FALSE
REEP2	4.72477250489237	0.0297311160025868	0.100061033659639	0.642857142857143	0.904109589041096	-0.261252446183953	chr5:138441944:+_vs_chr5:138446965:+	-0.522504892367906	chr5:138441944:+;chr5:138446965:+	proximal	FALSE
PRKRIP1	7.02508960573477	0.029820929407808	0.100215709496164	0.375	0.486111111111111	-0.111111111111111	chr7:102425448:+_vs_chr7:102426666:+	-0.652777777777778	chr7:102407466:+;chr7:102425448:+;chr7:102426666:+	proximal	FALSE
RAB1A	8.9588931171168	0.0298424470874097	0.100215709496164	0.328125	0.295614035087719	0.0325109649122807	chr2:65087878:-_vs_chr2:65086946:-	0.111677631578947	chr2:65086854:-;chr2:65086946:-;chr2:65087878:-;chr2:65088428:-	distal	FALSE
TERF2IP	8.93693331120535	0.03014125111342	0.101108398155083	0.576628352490422	0.541746335245379	0.0348820172450423	chr16:75656326:+_vs_chr16:75657432:+	0.185501417551263	chr16:75654357:+;chr16:75656326:+;chr16:75656801:+;chr16:75657432:+	distal	FALSE
DNER	6.98339332761145	0.0304491663214871	0.101986027377151	0.795454545454545	0.651273885350318	0.144180660104227	chr2:229358470:-_vs_chr2:229357632:-	0.288361320208454	chr2:229357632:-;chr2:229358366:-;chr2:229358470:-	distal	FALSE
SSRP1	4.68261082611874	0.0304694067441194	0.101986027377151	0.130434782608696	0.292517006802721	-0.162082224194025	chr11:57326854:-_vs_chr11:57325988:-	-0.324164448388051	chr11:57325988:-;chr11:57326854:-	proximal	FALSE
HDHD5	4.67413536120349	0.0306201128570992	0.102294610499379	1	0.846153846153846	0.153846153846154	chr22:17157267:-_vs_chr22:17137520:-	0.307692307692308	chr22:17137520:-;chr22:17157267:-	distal	FALSE
UPF2	6.97165991902834	0.0306283276054891	0.102294610499379	0.5	0.447368421052632	0.0526315789473685	chr10:12029447:-_vs_chr10:12029378:-	1.15789473684211	chr10:11967412:-;chr10:12029378:-;chr10:12029447:-	distal	FALSE
CAND1	6.9648317783911	0.0307330735729831	0.10248958567493	0.846153846153846	0.567796610169492	0.278357235984355	chr12:67310046:+_vs_chr12:67313238:+	0.556714471968709	chr12:67310046:+;chr12:67313182:+;chr12:67313238:+	distal	FALSE
RBCK1	4.66666666666667	0.0307535612592745	0.10248958567493	0	0.56	-0.56	chr20:410764:+_vs_chr20:430966:+	-1.12	chr20:410764:+;chr20:430966:+	proximal	FALSE
TMF1	4.66281136775362	0.0308226837444843	0.102608412986524	0.125	0.652173913043478	-0.527173913043478	chr3:69047528:-_vs_chr3:69027901:-	-1.05434782608696	chr3:69027901:-;chr3:69047528:-	proximal	FALSE
NKAP	6.94958030852994	0.0309683317137068	0.10298145882237	0.1	0.612068965517241	-0.512068965517241	chrX:119936616:-_vs_chrX:119925050:-	-1.02413793103448	chrX:119925050:-;chrX:119934498:-;chrX:119936616:-	proximal	FALSE
PGAP1	4.65089431844751	0.0310373732450535	0.103099226835682	0.230769230769231	0.617021276595745	-0.386252045826514	chr2:196875785:-_vs_chr2:196873529:-	-0.772504091653028	chr2:196873529:-;chr2:196875785:-	proximal	FALSE
ZRANB2	13.8413371807584	0.031459613346576	0.104388717013639	0.375	0.500920810313075	-0.125920810313075	chr1:71070919:-_vs_chr1:71069812:-	-0.267955801104972	chr1:71063291:-;chr1:71063821:-;chr1:71069752:-;chr1:71069812:-;chr1:71070919:-;chr1:71072187:-;chr1:71072501:-	proximal	FALSE
