gene_id	chisq	pvalue	adj_pvalue	ExN1	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CAPZA2	15.3129625932049	0.00409424490367574	0.0170484357789058	0.609550561797753	0.551801801801802	-0.057748759995951	chr7:116918649:+_vs_chr7:116918735:+	-0.295070351250127	chr7:116916112:+;chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	proximal	TRUE
ZEB2	13.2583505402456	0.00410994809538975	0.0170796645401227	0.586666666666667	0.42156862745098	-0.165098039215686	chr2:144399519:-_vs_chr2:144389585:-	-0.281176470588235	chr2:144389585:-;chr2:144398673:-;chr2:144399519:-;chr2:144516297:-	proximal	TRUE
ZNF251	8.215792326546	0.004152737880312	0.0172231081012143	0.294117647058824	1	0.705882352941176	chr8:144723050:-_vs_chr8:144720909:-	1.41176470588235	chr8:144720909:-;chr8:144723050:-	distal	TRUE
PDZD8	8.20060096153846	0.00418765167702613	0.0173207062357904	1	0.466666666666667	-0.533333333333333	chr10:117318870:-_vs_chr10:117284294:-	-1.06666666666667	chr10:117284294:-;chr10:117318870:-	proximal	TRUE
CDIP1	8.19711592143328	0.00419570326853685	0.0173207062357904	0.368421052631579	0.075	-0.293421052631579	chr16:4511326:-_vs_chr16:4510706:-	-0.586842105263158	chr16:4510706:-;chr16:4511326:-	proximal	TRUE
TMOD2	8.19472854931446	0.00420122797746117	0.0173207062357904	0.178571428571429	0.631578947368421	0.453007518796992	chr15:51773764:+_vs_chr15:51798306:+	0.906015037593985	chr15:51773764:+;chr15:51798306:+	distal	TRUE
THOC2	13.1789066463724	0.00426525799126625	0.017549935054973	0.259259259259259	0.214285714285714	-0.044973544973545	chrX:123668180:-_vs_chrX:123626588:-	0.317460317460317	chrX:123611481:-;chrX:123623822:-;chrX:123626588:-;chrX:123668180:-	distal	TRUE
SEC11A	8.15076053304617	0.0043043105683929	0.0176756895530454	0.842105263157895	0.5	-0.342105263157895	chr15:84669729:-_vs_chr15:84669544:-	-0.684210526315789	chr15:84669544:-;chr15:84669729:-	proximal	TRUE
EAPP	13.1429278647685	0.00433749298828891	0.0177588410361932	0.564102564102564	0.592592592592593	0.0284900284900284	chr14:34516494:-_vs_chr14:34515938:-	0.324175824175824	chr14:34515938:-;chr14:34516010:-;chr14:34516494:-;chr14:34529447:-	distal	TRUE
OPTN	8.13511111111111	0.00434161867791659	0.0177588410361932	0.62962962962963	0.2	-0.42962962962963	chr10:13126036:+_vs_chr10:13137312:+	-0.859259259259259	chr10:13126036:+;chr10:13137312:+	proximal	TRUE
YWHAZ	22.3189502360792	0.00435804650637563	0.0177688027351855	0.533717105263158	0.509584013050571	-0.0241330922125869	chr8:100919924:-_vs_chr8:100919700:-	-0.105303404310123	chr8:100918576:-;chr8:100918619:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920359:-	proximal	FALSE
SNRPE	8.12698412698413	0.00436112305364064	0.0177688027351855	0.535714285714286	0	-0.535714285714286	chr1:203870100:+_vs_chr1:203870321:+	-1.07142857142857	chr1:203870100:+;chr1:203870321:+	proximal	TRUE
CLPTM1	8.12266759682625	0.00437151876958678	0.01777637124664	1	0.825396825396825	-0.174603174603175	chr19:44980660:+_vs_chr19:44993337:+	-0.349206349206349	chr19:44980660:+;chr19:44993337:+	proximal	TRUE
GGT7	10.8347848178903	0.00443870590018055	0.0180143970451772	0.783653846153846	0.934210526315789	0.150556680161943	chr20:34861055:-_vs_chr20:34844720:-	0.500506072874494	chr20:34844720:-;chr20:34861055:-;chr20:34861283:-	distal	TRUE
CCT3	10.773904948349	0.00457589727329409	0.0185350547140045	0.944954128440367	0.838983050847458	-0.105971077592909	chr1:156320850:-_vs_chr1:156308964:-	-0.230990514694449	chr1:156308964:-;chr1:156320850:-;chr1:156324976:-	proximal	TRUE
PRPF3	8.0245239674119	0.00461481534974917	0.0186252962935422	0.685714285714286	0.25	-0.435714285714286	chr1:150344502:+_vs_chr1:150353195:+	-0.871428571428571	chr1:150344502:+;chr1:150353195:+	proximal	TRUE
CANX	18.7418757511495	0.00462251827672211	0.0186252962935422	0.498575498575499	0.477011494252874	-0.021564004322625	chr5:179709995:+_vs_chr5:179724712:+	-0.22428529325081	chr5:179709995:+;chr5:179710047:+;chr5:179724712:+;chr5:179728628:+;chr5:179728862:+;chr5:179729260:+;chr5:179730908:+	proximal	TRUE
SRSF4	13.0047121117964	0.00462642629962962	0.0186252962935422	0.593220338983051	0.6	0.00677966101694916	chr1:29147837:-_vs_chr1:29147743:-	-0.35819209039548	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-	proximal	TRUE
ARL6IP6	8.01697192322192	0.0046340987760201	0.0186252962935422	0.297297297297297	0	-0.297297297297297	chr2:152760763:+_vs_chr2:152761173:+	-0.594594594594595	chr2:152760763:+;chr2:152761173:+	proximal	TRUE
RPS16	8.01353364001658	0.00464290527202132	0.0186252962935422	0.00796812749003984	0.0359848484848485	0.0280167209948086	chr19:39433210:-_vs_chr19:39433138:-	0.0560334419896173	chr19:39433138:-;chr19:39433210:-	distal	FALSE
CANT1	10.7389407269173	0.00465659696118529	0.0186442978330534	0.5	0.5	0	chr17:78993065:-_vs_chr17:78992670:-	0.686363636363636	chr17:78991716:-;chr17:78992670:-;chr17:78993065:-	distal	TRUE
LRRC47	7.97668570505125	0.00473836121404046	0.0189352553697356	0.8	0.510204081632653	-0.289795918367347	chr1:3781298:-_vs_chr1:3780218:-	-0.579591836734694	chr1:3780218:-;chr1:3781298:-	proximal	TRUE
RNF130	7.90521641536134	0.00492924440433973	0.0196603196356998	0.444444444444444	1	0.555555555555556	chr5:180004826:-_vs_chr5:179955480:-	1.11111111111111	chr5:179955480:-;chr5:180004826:-	distal	TRUE
PSAP	7.88633295468297	0.00498097538270025	0.0197928303572702	0.776119402985075	0.618181818181818	-0.157937584803256	chr10:71816549:-_vs_chr10:71816298:-	-0.315875169606513	chr10:71816298:-;chr10:71816549:-	proximal	TRUE
HMGCR	14.868678961717	0.00498148083919768	0.0197928303572702	0.532407407407407	0.475961538461538	-0.0564458689458689	chr5:75360401:+_vs_chr5:75361729:+	-0.375356125356125	chr5:75350334:+;chr5:75360401:+;chr5:75361400:+;chr5:75361729:+;chr5:75362101:+	proximal	TRUE
MRPL43	7.86350887704121	0.00504424073355984	0.0199838901305386	0.736842105263158	0.430769230769231	-0.306072874493927	chr10:100986269:-_vs_chr10:100981376:-	-0.612145748987854	chr10:100981376:-;chr10:100986269:-	proximal	TRUE
GSPT1	10.5733199262611	0.00505862807873279	0.0199838901305386	0.481481481481481	0.366666666666667	-0.114814814814815	chr16:11872679:-_vs_chr16:11872202:-	-0.792592592592593	chr16:11872202:-;chr16:11872679:-;chr16:11886780:-	proximal	TRUE
TMBIM6	12.8114474208798	0.00506262188225539	0.0199838901305386	0.552552552552553	0.607456140350877	0.0549035877983247	chr12:49763005:+_vs_chr12:49764921:+	0.241168800379327	chr12:49761778:+;chr12:49763005:+;chr12:49764759:+;chr12:49764921:+	distal	TRUE
CTTNBP2	7.85479659828312	0.00506860543411222	0.0199838901305386	0.197183098591549	0.0298507462686567	-0.167332352322893	chr7:117792582:-_vs_chr7:117792055:-	-0.334664704645785	chr7:117792055:-;chr7:117792582:-	proximal	TRUE
STX2	10.5631043773529	0.00508453251068483	0.0199838901305386	0.456521739130435	0.276315789473684	-0.180205949656751	chr12:130798530:-_vs_chr12:130791630:-	-0.576659038901602	chr12:130791630:-;chr12:130798530:-;chr12:130812996:-	proximal	TRUE
MLLT11	10.5585923144263	0.00509601632505773	0.0199838901305386	0.924554183813443	0.930317848410758	0.00576366459731492	chr1:151067716:+_vs_chr1:151068092:+	0.0346356498670182	chr1:151067716:+;chr1:151068092:+;chr1:151068494:+	distal	FALSE
NUDT3	10.5583021028367	0.00509675584020941	0.0199838901305386	0.621621621621622	0.369565217391304	-0.252056404230317	chr6:34288222:-_vs_chr6:34279679:-	-0.694477085781434	chr6:34279679:-;chr6:34288222:-;chr6:34288346:-	proximal	TRUE
PIGX	7.83767515844722	0.00511683717368218	0.0200022921916697	0.444444444444444	0.941176470588235	0.496732026143791	chr3:196728351:+_vs_chr3:196734591:+	0.993464052287582	chr3:196728351:+;chr3:196734591:+	distal	TRUE
AGO1	7.83293569175922	0.00513027090794987	0.0200022921916697	0.333333333333333	0.923076923076923	0.58974358974359	chr1:35920108:+_vs_chr1:35920859:+	1.17948717948718	chr1:35920108:+;chr1:35920859:+	distal	TRUE
HNRNPUL1	7.83293569175922	0.00513027090794987	0.0200022921916697	0.666666666666667	0.0769230769230769	-0.58974358974359	chr19:41307059:+_vs_chr19:41307605:+	-1.17948717948718	chr19:41307059:+;chr19:41307605:+	proximal	TRUE
UTP18	7.82662259615385	0.00514822084678097	0.0200290476229326	0.416666666666667	0.888888888888889	0.472222222222222	chr17:51266265:+_vs_chr17:51297933:+	0.944444444444444	chr17:51266265:+;chr17:51297933:+	distal	TRUE
ZRANB2	12.7720659278204	0.00515637345143702	0.0200290476229326	0.434782608695652	0.407407407407407	-0.0273752012882447	chr1:71069752:-_vs_chr1:71063337:-	-0.396135265700483	chr1:71063337:-;chr1:71069752:-;chr1:71070919:-;chr1:71072501:-	proximal	TRUE
KLC1	12.7675527106355	0.0051672266992932	0.0200338286553602	0.4375	0.366565961732125	-0.0709340382678751	chr14:103675587:+_vs_chr14:103701544:+	-0.140870965177294	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	proximal	FALSE
MCL1	7.81120086923658	0.0051923388870791	0.0200937724217448	0.766666666666667	1	0.233333333333333	chr1:150575962:-_vs_chr1:150574558:-	0.466666666666667	chr1:150574558:-;chr1:150575962:-	distal	TRUE
ZC2HC1A	12.7482153420212	0.0052139850157707	0.0201401053855929	0.512027491408935	0.442105263157895	-0.06992222825104	chr8:78689346:+_vs_chr8:78715303:+	-0.185458491589799	chr8:78689346:+;chr8:78715303:+;chr8:78718148:+;chr8:78719765:+	proximal	FALSE
BTBD10	7.78511350034199	0.00526784811956669	0.0203104810832183	0.507936507936508	0.229166666666667	-0.278769841269841	chr11:13389109:-_vs_chr11:13388022:-	-0.557539682539683	chr11:13388022:-;chr11:13389109:-	proximal	TRUE
NOS1AP	7.76963474025974	0.00531317917425557	0.0204473919423292	0.525	0	-0.525	chr1:162287435:+_vs_chr1:162333118:+	-1.05	chr1:162287435:+;chr1:162333118:+	proximal	TRUE
EIF5	14.6682476242423	0.00544114684648151	0.0209012319822408	0.142287234042553	0.123798076923077	-0.0184891571194763	chr14:103338372:+_vs_chr14:103341360:+	-0.120806055646481	chr14:103338372:+;chr14:103339214:+;chr14:103341360:+;chr14:103343171:+;chr14:103343221:+	proximal	FALSE
G3BP1	7.7168562990774	0.00547075775923698	0.0209377162770798	1	0.421052631578947	-0.578947368421053	chr5:151804642:+_vs_chr5:151805349:+	-1.15789473684211	chr5:151804642:+;chr5:151805349:+	proximal	TRUE
LANCL1	7.7168562990774	0.00547075775923698	0.0209377162770798	0.421052631578947	1	0.578947368421053	chr2:210433408:-_vs_chr2:210431251:-	1.15789473684211	chr2:210431251:-;chr2:210433408:-	distal	TRUE
UBXN7	7.680859375	0.00558095843341805	0.0213202852447273	0.4375	1	0.5625	chr3:196355226:-_vs_chr3:196347662:-	1.125	chr3:196347662:-;chr3:196355226:-	distal	TRUE
FHL1	7.66683120034097	0.00562451479020675	0.0214473256285906	0.92	0.7890625	-0.1309375	chrX:136210262:+_vs_chrX:136211354:+	-0.261875	chrX:136210262:+;chrX:136211354:+	proximal	TRUE
UNC79	7.65490728900256	0.00566181008147413	0.0215500705477681	0.85	0.352941176470588	-0.497058823529412	chr14:93575156:+_vs_chr14:93618353:+	-0.994117647058824	chr14:93575156:+;chr14:93618353:+	proximal	TRUE
RNF112	7.63508771929824	0.00572436015597967	0.0217483902276454	0.28	0.888888888888889	0.608888888888889	chr17:19417026:+_vs_chr17:19417276:+	1.21777777777778	chr17:19417026:+;chr17:19417276:+	distal	TRUE
TIAL1	12.5271242976039	0.00577926592880264	0.0219169975660603	0.636363636363636	0.462365591397849	-0.173998044965787	chr10:119575412:-_vs_chr10:119574687:-	-0.570381231671554	chr10:119574687:-;chr10:119575412:-;chr10:119575558:-;chr10:119580487:-	proximal	TRUE
SPSB3	7.60373125943253	0.00582476358165031	0.0220493777763563	0.91044776119403	1	0.0895522388059702	chr16:1779188:-_vs_chr16:1776712:-	0.17910447761194	chr16:1776712:-;chr16:1779188:-	distal	FALSE
NCK1	7.5974025974026	0.00584524486074845	0.0220867509983272	0.769230769230769	0.2	-0.569230769230769	chr3:136948857:+_vs_chr3:136949126:+	-1.13846153846154	chr3:136948857:+;chr3:136949126:+	proximal	TRUE
MICOS10	7.57395027668683	0.00592178571381828	0.0223354308988581	0.125	0	-0.125	chr1:19626623:+_vs_chr1:19629820:+	-0.25	chr1:19626623:+;chr1:19629820:+	proximal	TRUE
GNG2	12.432116755425	0.00604041452826525	0.0227130035543962	0.81359649122807	0.850340136054422	0.0367436448263517	chr14:51967414:+_vs_chr14:51969795:+	0.185418904403867	chr14:51966931:+;chr14:51967414:+;chr14:51967879:+;chr14:51969795:+	distal	FALSE
SAFB	12.4300582083749	0.00604620013742616	0.0227130035543962	0.698039215686275	0.631205673758865	-0.0668335419274093	chr19:5653396:+_vs_chr19:5654100:+	-0.289486858573217	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+	proximal	TRUE
NELL2	12.4270661767173	0.00605461910311714	0.0227130035543962	0.742424242424242	0.722222222222222	-0.02020202020202	chr12:44508540:-_vs_chr12:44508428:-	0.127164502164502	chr12:44508281:-;chr12:44508428:-;chr12:44508540:-;chr12:44508873:-	distal	FALSE
PGD	10.2001629905328	0.00609624972977523	0.0228280430528634	0.297101449275362	0.178294573643411	-0.118806875631952	chr1:10420144:+_vs_chr1:10420511:+	-0.237613751263903	chr1:10420144:+;chr1:10420249:+;chr1:10420511:+	proximal	TRUE
PDHA1	12.3842771262359	0.00617629438992547	0.0230862565885544	0.462264150943396	0.423809523809524	-0.0384546271338724	chrX:19360929:+_vs_chrX:19361685:+	-0.256603773584906	chrX:19359737:+;chrX:19359850:+;chrX:19360929:+;chrX:19361685:+	proximal	TRUE
ZC3H14	12.3708791208791	0.00621488767854565	0.0231888819833908	0.125	0.605442176870748	0.480442176870748	chr14:88574767:+_vs_chr14:88613509:+	0.808673469387755	chr14:88574767:+;chr14:88578115:+;chr14:88611888:+;chr14:88613509:+	distal	TRUE
AGAP9	10.1538461538462	0.00623907667110794	0.0232374912866668	0.35	0.533333333333333	0.183333333333333	chr10:47502926:-_vs_chr10:47502031:-	0.733333333333333	chr10:47502031:-;chr10:47502926:-;chr10:47503512:-	distal	TRUE
BRIX1	7.46146718830965	0.0063033610917209	0.0233944440517007	0.888888888888889	0.517241379310345	-0.371647509578544	chr5:34925618:+_vs_chr5:34925682:+	-0.743295019157088	chr5:34925618:+;chr5:34925682:+	proximal	TRUE
NIPSNAP2	7.46137318563789	0.00630369025600581	0.0233944440517007	0.727272727272727	0.111111111111111	-0.616161616161616	chr7:55999803:+_vs_chr7:56000179:+	-1.23232323232323	chr7:55999803:+;chr7:56000179:+	proximal	TRUE
RBM27	10.1287087912088	0.00631798850755486	0.0234057866062797	0.583333333333333	0.395833333333333	-0.1875	chr5:146269451:+_vs_chr5:146271650:+	-0.7	chr5:146223516:+;chr5:146269451:+;chr5:146271650:+	proximal	TRUE
TMEM30A	7.45051487414188	0.00634183055321096	0.0234523822589436	0.277777777777778	0.75	0.472222222222222	chr6:75253626:-_vs_chr6:75252924:-	0.944444444444444	chr6:75252924:-;chr6:75253626:-	distal	TRUE
RPL35	7.38449274358078	0.00657886220138605	0.0242857998285209	0.994858611825193	0.965738758029979	-0.0291198537952142	chr9:124860202:-_vs_chr9:124857883:-	-0.0582397075904284	chr9:124857883:-;chr9:124860202:-	proximal	FALSE
TERF2IP	14.2147904218902	0.00664016426707741	0.024468711511602	0.687315634218289	0.655427631578947	-0.0318880026393418	chr16:75654357:+_vs_chr16:75656801:+	-0.110522434404596	chr16:75654357:+;chr16:75655437:+;chr16:75656326:+;chr16:75656801:+;chr16:75657432:+	proximal	FALSE
NADSYN1	7.34973224827121	0.00670727445599186	0.0245834603098962	0.714285714285714	0.0909090909090909	-0.623376623376623	chr11:71460947:+_vs_chr11:71501538:+	-1.24675324675325	chr11:71460947:+;chr11:71501538:+	proximal	TRUE
ARMC8	12.2035573026265	0.00671741431512136	0.0245834603098962	0.631205673758865	0.402777777777778	-0.228427895981088	chr3:138245683:+_vs_chr3:138296566:+	-0.546985815602837	chr3:138245683:+;chr3:138272999:+;chr3:138296513:+;chr3:138296566:+	proximal	TRUE
PITPNB	7.34544401544402	0.00672329243207604	0.0245834603098962	0.32	0.702702702702703	0.382702702702703	chr22:27853354:-_vs_chr22:27851674:-	0.765405405405405	chr22:27851674:-;chr22:27853354:-	distal	TRUE
CYTH1	7.34446097883598	0.00672696990172787	0.0245834603098962	0.482758620689655	0.875	0.392241379310345	chr17:78674173:-_vs_chr17:78674052:-	0.78448275862069	chr17:78674052:-;chr17:78674173:-	distal	TRUE
SETD2	10.0001978630787	0.00673728043658919	0.0245834603098962	0.789473684210526	0.453125	-0.336348684210526	chr3:47123603:-_vs_chr3:47019783:-	-0.672697368421053	chr3:47019783:-;chr3:47122924:-;chr3:47123603:-	proximal	TRUE
UBE2L3	12.195644204173	0.00674214977759402	0.0245834603098962	0.575091575091575	0.404040404040404	-0.171051171051171	chr22:21621873:+_vs_chr22:21624031:+	-0.32023532023532	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+;chr22:21624031:+	proximal	TRUE
C1orf61	9.99450093424001	0.00675649869846938	0.0245927102975756	0.960416666666667	0.946859903381642	-0.0135567632850242	chr1:156425637:-_vs_chr1:156407365:-	-0.0483393719806763	chr1:156404256:-;chr1:156407365:-;chr1:156425637:-	proximal	FALSE
ATP2C1	7.3125	0.00684765954154328	0.0248386769115914	0.785714285714286	0.28	-0.505714285714286	chr3:130964993:+_vs_chr3:131001993:+	-1.01142857142857	chr3:130964993:+;chr3:131001993:+	proximal	TRUE
CS	7.31154842084737	0.00685128656443595	0.0248386769115914	0.826086956521739	0.549019607843137	-0.277067348678602	chr12:56272929:-_vs_chr12:56271701:-	-0.554134697357204	chr12:56271701:-;chr12:56272929:-	proximal	TRUE
ZNF608	9.96413499228342	0.00685986514128965	0.0248386769115914	0.28921568627451	0.169491525423729	-0.119724160850781	chr5:124648879:-_vs_chr5:124647918:-	-0.239448321701562	chr5:124647918:-;chr5:124648255:-;chr5:124648879:-	proximal	TRUE
PHLDB1	7.29824561403509	0.00690219727201637	0.0249485672228092	0.75	0.125	-0.625	chr11:118628936:+_vs_chr11:118656951:+	-1.25	chr11:118628936:+;chr11:118656951:+	proximal	TRUE
COMMD6	7.2909922868604	0.00693011885046097	0.0250060787637084	0.944099378881988	0.848958333333333	-0.0951410455486542	chr13:75526522:-_vs_chr13:75526436:-	-0.190282091097308	chr13:75526436:-;chr13:75526522:-	proximal	FALSE
CEP89	9.93572498181662	0.00695800494953383	0.0250632635033381	0.6	0.418367346938775	-0.181632653061225	chr19:32933515:-_vs_chr19:32923493:-	-0.441836734693878	chr19:32923493:-;chr19:32933515:-;chr19:32968909:-	proximal	TRUE
EIF2S1	9.92591756070017	0.00699220878618669	0.0251429683814174	0.339285714285714	0.556818181818182	0.217532467532468	chr14:67365007:+_vs_chr14:67383998:+	0.435064935064935	chr14:67365007:+;chr14:67383860:+;chr14:67383998:+	distal	TRUE
RCN2	9.90969201195178	0.0070491657254502	0.025263062008654	0.423469387755102	0.37202380952381	-0.0514455782312925	chr15:76949390:+_vs_chr15:76949904:+	-0.272108843537415	chr15:76949390:+;chr15:76949904:+;chr15:76949955:+	proximal	TRUE
CERT1	7.26021765299782	0.0070498746527512	0.025263062008654	0.216216216216216	1	0.783783783783784	chr5:75402983:-_vs_chr5:75389589:-	1.56756756756757	chr5:75389589:-;chr5:75402983:-	distal	TRUE
FBXO7	7.2562358276644	0.00706552316990828	0.0252756344325585	0.571428571428571	1	0.428571428571429	chr22:32498173:+_vs_chr22:32498829:+	0.857142857142857	chr22:32498173:+;chr22:32498829:+	distal	TRUE
NAE1	9.90119681157417	0.00707917144415088	0.0252810204918047	0.486111111111111	0.669811320754717	0.183700209643606	chr16:66816644:-_vs_chr16:66802878:-	0.437631027253669	chr16:66802878:-;chr16:66816644:-;chr16:66816993:-	distal	TRUE
IGFBPL1	12.085916363004	0.00709456802253043	0.0252926209296376	0.726315789473684	0.742424242424243	0.0161084529505583	chr9:38409102:-_vs_chr9:38407304:-	-0.313636363636364	chr9:38406528:-;chr9:38407239:-;chr9:38407304:-;chr9:38409102:-	proximal	TRUE
BEX3	7.24387374951762	0.00711433245354217	0.0253197267833757	0.970899470899471	0.99746192893401	0.0265624580345393	chrX:103377731:+_vs_chrX:103378073:+	0.0531249160690785	chrX:103377731:+;chrX:103378073:+	distal	FALSE
PRPF40B	7.22724750277469	0.00718052176068339	0.0255116831156021	0	0.34	0.34	chr12:49643729:+_vs_chr12:49644663:+	0.68	chr12:49643729:+;chr12:49644663:+	distal	TRUE
TACC2	7.22138806933432	0.00720399790672587	0.0255405948129847	0.647058823529412	0.275862068965517	-0.371196754563895	chr10:122210854:+_vs_chr10:122254542:+	-0.742393509127789	chr10:122210854:+;chr10:122254542:+	proximal	TRUE
CHAMP1	7.21909814323607	0.00721319392412825	0.0255405948129847	0.851851851851852	0.4	-0.451851851851852	chr13:114325909:+_vs_chr13:114327309:+	-0.903703703703704	chr13:114325909:+;chr13:114327309:+	proximal	TRUE
ZNF106	9.81146853146853	0.00740400457964655	0.0261327464659687	0.708333333333333	0.36	-0.348333333333333	chr15:42448087:-_vs_chr15:42446613:-	-0.863333333333333	chr15:42439446:-;chr15:42446613:-;chr15:42448087:-	proximal	TRUE
IWS1	7.171875	0.00740553334050026	0.0261327464659687	0.148148148148148	0.541666666666667	0.393518518518518	chr2:127503438:-_vs_chr2:127480812:-	0.787037037037037	chr2:127480812:-;chr2:127503438:-	distal	TRUE
PFDN4	13.9523851729587	0.00744858342948065	0.0262401873099471	0.464601769911504	0.476027397260274	0.0114256273487695	chr20:54219410:+_vs_chr20:54219600:+	0.313492544550855	chr20:54215439:+;chr20:54219203:+;chr20:54219410:+;chr20:54219484:+;chr20:54219600:+	distal	TRUE
DCAF11	7.14583333333333	0.00751383516118728	0.0264253459553917	0.142857142857143	0.714285714285714	0.571428571428571	chr14:24124029:+_vs_chr14:24124621:+	1.14285714285714	chr14:24124029:+;chr14:24124621:+	distal	TRUE
GALNT2	7.13544034090909	0.00755750818575659	0.0265341181159278	0.6875	0.0909090909090909	-0.596590909090909	chr1:230280071:+_vs_chr1:230282120:+	-1.19318181818182	chr1:230280071:+;chr1:230282120:+	proximal	TRUE
RNF138	9.75979362333169	0.0075977979912469	0.0266252078303395	0.308823529411765	0.28125	-0.0275735294117647	chr18:32130717:+_vs_chr18:32130812:+	-0.419117647058824	chr18:32130717:+;chr18:32130812:+;chr18:32131561:+	proximal	TRUE
PTPN1	7.12325840288744	0.00760902913499136	0.0266252078303395	0.846153846153846	0.509090909090909	-0.337062937062937	chr20:50574555:+_vs_chr20:50579888:+	-0.674125874125874	chr20:50574555:+;chr20:50579888:+	proximal	TRUE
FBXL5	9.7285222523008	0.00771752836524151	0.0269595537859611	0.452127659574468	0.316176470588235	-0.135951188986233	chr4:15638632:-_vs_chr4:15605006:-	-0.344806007509387	chr4:15604530:-;chr4:15605006:-;chr4:15638632:-	proximal	TRUE
RTN3	13.8582383486517	0.00776151897326497	0.0270678098866628	0.421052631578947	0.309756097560976	-0.111296534017972	chr11:63759054:+_vs_chr11:63759888:+	-0.208215661103979	chr11:63758424:+;chr11:63759054:+;chr11:63759297:+;chr11:63759757:+;chr11:63759888:+	proximal	TRUE
OSBPL8	11.8730389191369	0.00783097428620423	0.0272560270210899	0.310344827586207	0.491666666666667	0.18132183908046	chr12:76399941:-_vs_chr12:76356633:-	0.438793103448276	chr12:76356633:-;chr12:76356694:-;chr12:76390583:-;chr12:76399941:-	distal	TRUE
SPPL2B	7.06928104575163	0.00784167155890147	0.0272560270210899	0.375	1	0.625	chr19:2342668:+_vs_chr19:2353930:+	1.25	chr19:2342668:+;chr19:2353930:+	distal	TRUE
LAS1L	7.03349035876757	0.00799992811228264	0.0277597505496208	0.129032258064516	0.424242424242424	0.295210166177908	chrX:65518150:-_vs_chrX:65512582:-	0.590420332355816	chrX:65512582:-;chrX:65518150:-	distal	TRUE
ZC3H7A	9.6358106169297	0.00808370227965169	0.0280037739538017	0.166666666666667	0.524390243902439	0.357723577235772	chr16:11779213:-_vs_chr16:11765109:-	0.715447154471545	chr16:11765109:-;chr16:11767446:-;chr16:11779213:-	distal	TRUE
SQLE	9.63068542258863	0.0081044441173775	0.0280289911169102	0.835616438356164	0.716417910447761	-0.119198527908403	chr8:125003203:+_vs_chr8:125022164:+	-0.268861173584134	chr8:125003203:+;chr8:125022164:+;chr8:125022272:+	proximal	TRUE
KCTD10	9.62052282949434	0.00814573000537574	0.0281250578295063	0.724137931034483	0.42	-0.304137931034483	chr12:109458013:-_vs_chr12:109448668:-	-0.608275862068965	chr12:109448668:-;chr12:109449976:-;chr12:109458013:-	proximal	TRUE
LINC01102	6.99728170598846	0.00816335853635056	0.0281392590607316	0.958904109589041	0.796610169491525	-0.162293940097516	chr2:104512309:+_vs_chr2:104512757:+	-0.324587880195031	chr2:104512309:+;chr2:104512757:+	proximal	TRUE
ARL3	11.7671035502959	0.00822507484746459	0.0283051336073079	0.307692307692308	0.44	0.132307692307692	chr10:102676666:-_vs_chr10:102673731:-	0.263076923076923	chr10:102673731:-;chr10:102676527:-;chr10:102676666:-;chr10:102676892:-	distal	TRUE
SRSF5	11.7557414706726	0.00826848965226344	0.0284075832607467	0.78968253968254	0.638888888888889	-0.150793650793651	chr14:69771079:+_vs_chr14:69772005:+	-0.307234432234432	chr14:69771079:+;chr14:69771506:+;chr14:69771680:+;chr14:69772005:+	proximal	TRUE
ACAP3	6.97132988539239	0.00828259185894711	0.0284091536249224	0.666666666666667	0.0909090909090909	-0.575757575757576	chr1:1292870:-_vs_chr1:1292391:-	-1.15151515151515	chr1:1292391:-;chr1:1292870:-	proximal	TRUE
OTUB1	6.96697669364207	0.00830276602363453	0.0284230726808285	0.607476635514019	0.379310344827586	-0.228166290686432	chr11:63997702:+_vs_chr11:63998412:+	-0.456332581372865	chr11:63997702:+;chr11:63998412:+	proximal	TRUE
COPB1	11.7439060939061	0.00831395353632304	0.0284230726808285	0.66358024691358	0.592592592592593	-0.0709876543209876	chr11:14457811:-_vs_chr11:14457550:-	-0.407407407407407	chr11:14457550:-;chr11:14457811:-;chr11:14475916:-;chr11:14480868:-	proximal	TRUE
ME2	11.7388085680142	0.00833361090604592	0.0284435703383403	0.478260869565217	0.428571428571429	-0.0496894409937888	chr18:50921152:+_vs_chr18:50947848:+	-0.440550133096717	chr18:50912833:+;chr18:50921152:+;chr18:50947848:+;chr18:50947890:+	proximal	TRUE
CIRBP	6.94525309919684	0.00840419454688554	0.028620437586152	0.265909090909091	0.186868686868687	-0.079040404040404	chr19:1273172:+_vs_chr19:1274810:+	-0.158080808080808	chr19:1273172:+;chr19:1274810:+	proximal	FALSE
TUT4	15.5038876388775	0.00841292401667867	0.028620437586152	0.28695652173913	0.421538461538462	0.134581939799331	chr1:52509603:-_vs_chr1:52444319:-	0.297212931995541	chr1:52423412:-;chr1:52444319:-;chr1:52475386:-;chr1:52477737:-;chr1:52493613:-;chr1:52509603:-	distal	TRUE
