gene_id	chisq	pvalue	adj_pvalue	IP	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
LAS1L	13.8762709359606	0.000195248103152951	0.00110621996729229	1	0.517241379310345	0.482758620689655	chrX:65518150:-_vs_chrX:65512582:-	0.96551724137931	chrX:65512582:-;chrX:65518150:-	distal	TRUE
PRKACB	13.8546798029557	0.000197504268070301	0.00111581471106384	0.172413793103448	1	-0.827586206896552	chr1:84236239:+_vs_chr1:84237163:+	-1.6551724137931	chr1:84236239:+;chr1:84237163:+	proximal	TRUE
NRAS	17.0228166797797	0.000201160323218245	0.00113324125267551	0.838709677419355	0.682926829268293	0.155782848151062	chr1:114707526:-_vs_chr1:114707109:-	0.56648308418568	chr1:114704494:-;chr1:114707109:-;chr1:114707526:-	distal	TRUE
YBX1	17.0127164945059	0.000202178770948568	0.00113575213255244	0.505202312138728	0.50253036437247	0.00267194776625868	chr1:42702026:+_vs_chr1:42702348:+	0.137600336991879	chr1:42700837:+;chr1:42702026:+;chr1:42702348:+	distal	FALSE
GPC4	16.9855996675617	0.00020493866191255	0.00114800386037454	0.333333333333333	0.746835443037975	-0.413502109704641	chrX:133302435:-_vs_chrX:133302396:-	-0.907172995780591	chrX:133301034:-;chrX:133302396:-;chrX:133302435:-	proximal	TRUE
SAR1A	19.5847826086957	0.000206919104946024	0.00115583263410695	0.633333333333333	0.396551724137931	0.236781609195402	chr10:70152183:-_vs_chr10:70150204:-	0.689655172413793	chr10:70150204:-;chr10:70152150:-;chr10:70152183:-;chr10:70152427:-	distal	TRUE
ZEB1	19.5375298985876	0.000211633131019973	0.00117884409778822	0.378666666666667	0.194003527336861	0.184663139329806	chr10:31520822:+_vs_chr10:31527413:+	0.366137566137566	chr10:31520822:+;chr10:31524017:+;chr10:31527051:+;chr10:31527413:+	distal	TRUE
EIF2S3	16.8863313533058	0.00021536728679765	0.00119184867090169	0.6875	0.363636363636364	0.323863636363636	chrX:24064290:+_vs_chrX:24077971:+	0.84375	chrX:24064290:+;chrX:24077971:+;chrX:24078806:+	distal	TRUE
PARP1	21.8316009489977	0.000216496714940152	0.00119184867090169	0.466129032258065	0.374193548387097	0.0919354838709677	chr1:226388689:-_vs_chr1:226377160:-	0.264516129032258	chr1:226361003:-;chr1:226377160:-;chr1:226379623:-;chr1:226388689:-;chr1:226390419:-	distal	TRUE
GSTM3	13.6804466230937	0.000216699062646702	0.00119184867090169	0.555555555555556	0.0588235294117647	0.496732026143791	chr1:109736975:-_vs_chr1:109736502:-	0.993464052287582	chr1:109736502:-;chr1:109736975:-	distal	TRUE
RBM23	13.6782220503151	0.000216955921487957	0.00119184867090169	0	0.348837209302326	-0.348837209302326	chr14:22900766:-_vs_chr14:22900645:-	-0.697674418604651	chr14:22900645:-;chr14:22900766:-	proximal	TRUE
NPAT	13.66875	0.00021805304404371	0.00119184867090169	1	0.166666666666667	0.833333333333333	chr11:108193958:-_vs_chr11:108185414:-	1.66666666666667	chr11:108185414:-;chr11:108193958:-	distal	TRUE
RBBP4	13.6636657013232	0.000218644248796979	0.00119184867090169	0.775510204081633	0.938650306748466	-0.163140102666834	chr1:32680505:+_vs_chr1:32680653:+	-0.326280205333667	chr1:32680505:+;chr1:32680653:+	proximal	TRUE
SMC4	29.9158950998478	0.000218737534215037	0.00119184867090169	0.5234375	0.416167664670659	0.107269835329341	chr3:160413571:+_vs_chr3:160431821:+	0.292914171656687	chr3:160412058:+;chr3:160412339:+;chr3:160413571:+;chr3:160414412:+;chr3:160414516:+;chr3:160416412:+;chr3:160430650:+;chr3:160431099:+;chr3:160431821:+	distal	TRUE
GNAI1	19.4648005105521	0.000219098434588073	0.00119184867090169	0.518518518518518	0.235294117647059	0.28322440087146	chr7:80217369:+_vs_chr7:80218039:+	0.756387403446227	chr7:80212834:+;chr7:80217369:+;chr7:80218039:+;chr7:80218186:+	distal	TRUE
FNBP4	19.457387038201	0.000219873954162545	0.00119184867090169	0.333333333333333	0.523809523809524	-0.190476190476191	chr11:47750917:-_vs_chr11:47731460:-	-0.448412698412698	chr11:47731460:-;chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	proximal	TRUE
H3-3B	21.7967703146007	0.000219978120801824	0.00119184867090169	0.64265335235378	0.600271002710027	0.0423823496437532	chr17:75778250:-_vs_chr17:75776434:-	0.102265830076275	chr17:75776434:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-;chr17:75778550:-	distal	FALSE
EFNB1	13.6339841137124	0.000222128019191864	0.00120021760778601	0	0.666666666666667	-0.666666666666667	chrX:68842094:+_vs_chrX:68842164:+	-1.33333333333333	chrX:68842094:+;chrX:68842164:+	proximal	TRUE
RDH11	19.3260694520913	0.00023407272288	0.00126132122138869	0.703703703703704	0.562189054726368	0.141514648977335	chr14:67677318:-_vs_chr14:67676860:-	0.609286898839138	chr14:67676792:-;chr14:67676860:-;chr14:67677318:-;chr14:67677556:-	distal	TRUE
CFLAR	13.5071897122191	0.000237651172713899	0.00127713353791778	0.894736842105263	0.166666666666667	0.728070175438597	chr2:201141596:+_vs_chr2:201164372:+	1.45614035087719	chr2:201141596:+;chr2:201164372:+	distal	TRUE
SLF2	16.6201100442335	0.000246030505870458	0.00131859052200302	0.326923076923077	0.583333333333333	-0.256410256410256	chr10:100917231:+_vs_chr10:100924120:+	-0.748717948717949	chr10:100917231:+;chr10:100924120:+;chr10:100924382:+	proximal	TRUE
SFSWAP	13.3841196581197	0.000253763731300952	0.00135637056379997	0.0769230769230769	0.76	-0.683076923076923	chr12:131725615:+_vs_chr12:131764498:+	-1.36615384615385	chr12:131725615:+;chr12:131764498:+	proximal	TRUE
ARHGAP5	16.5242576628352	0.000258108935530752	0.0013758871482728	0.333333333333333	0.307142857142857	0.0261904761904762	chr14:32091669:+_vs_chr14:32094385:+	0.704761904761905	chr14:32091669:+;chr14:32094385:+;chr14:32155166:+	distal	TRUE
STT3B	13.292936437764	0.000266407902330666	0.00141631868718957	0.379310344827586	1	-0.620689655172414	chr3:31636034:+_vs_chr3:31636223:+	-1.24137931034483	chr3:31636034:+;chr3:31636223:+	proximal	TRUE
FBXL3	16.4490958854938	0.000267993470180899	0.00142093864002332	0.411764705882353	0.789473684210526	-0.377708978328173	chr13:77006686:-_vs_chr13:77006285:-	-0.8328173374613	chr13:77005264:-;chr13:77006285:-;chr13:77006686:-	proximal	TRUE
MALAT1	25.5508361375662	0.000269878709998736	0.00142711861847331	0.718978102189781	0.653426791277259	0.0655513109125224	chr11:65499599:+_vs_chr11:65502988:+	0.136247356572754	chr11:65499497:+;chr11:65499599:+;chr11:65499910:+;chr11:65501332:+;chr11:65501966:+;chr11:65502913:+;chr11:65502988:+	distal	FALSE
CCDC90B	13.2497865729573	0.000272610906411288	0.00143773251971698	0.384615384615385	0.861111111111111	-0.476495726495727	chr11:83261762:-_vs_chr11:83261456:-	-0.952991452991453	chr11:83261456:-;chr11:83261762:-	proximal	TRUE
CSDE1	21.3078367645661	0.000275127503957851	0.00144715607519475	0.423423423423423	0.511780104712042	-0.0883566812886185	chr1:114725240:-_vs_chr1:114717292:-	-0.185415782274421	chr1:114716916:-;chr1:114717292:-;chr1:114717997:-;chr1:114725240:-;chr1:114737992:-	proximal	FALSE
INSIG1	18.9596625254986	0.000278699835143983	0.00146206818277915	0.788530465949821	0.656969696969697	0.131560768980124	chr7:155303734:+_vs_chr7:155310235:+	0.227409579667644	chr7:155303734:+;chr7:155308595:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
RAC1	18.9298633151296	0.00028268145682506	0.0014790430841269	0.844961240310078	0.847736625514403	-0.00277538520432574	chr7:6402689:+_vs_chr7:6403967:+	-0.33634797588286	chr7:6401963:+;chr7:6402598:+;chr7:6402689:+;chr7:6403967:+	proximal	TRUE
NFIB	21.2348955929941	0.000284453799911728	0.00148439969796041	0.423387096774194	0.816666666666667	-0.393279569892473	chr9:14088083:-_vs_chr9:14087249:-	-0.676344086021505	chr9:14087249:-;chr9:14087450:-;chr9:14087479:-;chr9:14088083:-;chr9:14088165:-	proximal	TRUE
ZNF680	13.0692418981481	0.000300184605251705	0.00155950774031245	0.25	1	-0.75	chr7:64524579:-_vs_chr7:64519878:-	-1.5	chr7:64519878:-;chr7:64524579:-	proximal	TRUE
AP3B1	16.2206611570248	0.000300419544528166	0.00155950774031245	0.386363636363636	0.5625	-0.176136363636364	chr5:78113789:-_vs_chr5:78101002:-	-1.04545454545455	chr5:78002326:-;chr5:78101002:-;chr5:78113789:-	proximal	TRUE
ELOC	21.0357112570931	0.000311548001417239	0.00161305401255975	0.342	0.330808080808081	0.0111919191919191	chr8:73946620:-_vs_chr8:73946395:-	0.32379797979798	chr8:73945612:-;chr8:73945887:-;chr8:73946099:-;chr8:73946395:-;chr8:73946620:-	distal	TRUE
LEPROTL1	16.0926612305411	0.000320274981088148	0.00165392001952551	0.796296296296296	0.708333333333333	0.0879629629629629	chr8:30106064:+_vs_chr8:30106898:+	0.421296296296296	chr8:30106064:+;chr8:30106898:+;chr8:30108066:+	distal	TRUE
ASPH	16.078180889116	0.000322602241340699	0.0016616110248795	0.5	0.524271844660194	-0.0242718446601942	chr8:61624548:-_vs_chr8:61618985:-	-0.475728155339806	chr8:61618985:-;chr8:61624548:-;chr8:61675259:-	proximal	TRUE
UBE3A	16.0404301075269	0.000328749316433748	0.00168880886700035	0.259259259259259	0.516129032258065	-0.256869772998805	chr15:25370920:-_vs_chr15:25337247:-	-0.744324970131422	chr15:25337247:-;chr15:25370920:-;chr15:25375498:-	proximal	TRUE
AZIN1	20.912409454529	0.000329585996736831	0.00168880886700035	0.72972972972973	0.46484375	0.26488597972973	chr8:102827659:-_vs_chr8:102826357:-	0.527449324324324	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-;chr8:102828003:-;chr8:102833076:-	distal	TRUE
ID4	25.0359668652287	0.000336258165649968	0.00171855655279352	0.476190476190476	0.313380281690141	0.162810194500335	chr6:19839824:+_vs_chr6:19840975:+	0.377766599597585	chr6:19839363:+;chr6:19839824:+;chr6:19840447:+;chr6:19840684:+;chr6:19840940:+;chr6:19840975:+;chr6:19842197:+	distal	TRUE
CZIB	12.8018169431213	0.000346282879031313	0.00176524151444497	1	0.538461538461538	0.461538461538462	chr1:53214473:-_vs_chr1:53214157:-	0.923076923076923	chr1:53214157:-;chr1:53214473:-	distal	TRUE
RO60	12.7779514603044	0.000350728802113586	0.00178332106305446	0.764705882352941	0	0.764705882352941	chr1:193075887:+_vs_chr1:193090168:+	1.52941176470588	chr1:193075887:+;chr1:193090168:+	distal	TRUE
SMARCC2	15.8929062967547	0.000353915225896666	0.00179492044233527	0.473118279569892	0.44392523364486	0.0291930459250327	chr12:56181494:-_vs_chr12:56163314:-	0.296452617827354	chr12:56163314:-;chr12:56181494:-;chr12:56181753:-	distal	TRUE
PTGR2	15.8613945578231	0.00035953562889545	0.00181877334719305	0.555555555555556	0.5	0.0555555555555556	chr14:73885316:+_vs_chr14:73885465:+	0.912698412698413	chr14:73880167:+;chr14:73885316:+;chr14:73885465:+	distal	TRUE
COPS2	12.7189402246146	0.000361970834385803	0.00182643298877111	1	0.466666666666667	0.533333333333333	chr15:49127747:-_vs_chr15:49127345:-	1.06666666666667	chr15:49127345:-;chr15:49127747:-	distal	TRUE
CSE1L	12.6831953147638	0.000368956521498432	0.00185695629982586	0	0.571428571428571	-0.571428571428571	chr20:49096588:+_vs_chr20:49096949:+	-1.14285714285714	chr20:49096588:+;chr20:49096949:+	proximal	TRUE
TFDP1	15.7164925034075	0.000386551190766797	0.00194058483871028	1	0.633802816901408	0.366197183098592	chr13:113641204:+_vs_chr13:113641470:+	0.732394366197183	chr13:113641204:+;chr13:113641248:+;chr13:113641470:+	distal	TRUE
ARF4	12.5864610724215	0.000388551165411065	0.00194569939649026	0.885245901639344	1	-0.114754098360656	chr3:57587443:-_vs_chr3:57571363:-	-0.229508196721312	chr3:57571363:-;chr3:57587443:-	proximal	TRUE
ZC3H15	15.6930029608852	0.00039111791113195	0.00194984949286976	0.352941176470588	0.656862745098039	-0.303921568627451	chr2:186504166:+_vs_chr2:186509361:+	-0.607843137254902	chr2:186504166:+;chr2:186505530:+;chr2:186509361:+	proximal	TRUE
ZNF559	12.5730637254902	0.000391346494282484	0.00194984949286976	1	0.482758620689655	0.517241379310345	chr19:9328152:+_vs_chr19:9343845:+	1.03448275862069	chr19:9328152:+;chr19:9343845:+	distal	TRUE
FAM8A1	12.5496031746032	0.000396290448401237	0.00196953373227983	0	0.65625	-0.65625	chr6:17610089:+_vs_chr6:17611719:+	-1.3125	chr6:17610089:+;chr6:17611719:+	proximal	TRUE
TOPBP1	15.6541933308238	0.000398781597585124	0.00197695977002825	0.19047619047619	0.608695652173913	-0.418219461697723	chr3:133656681:-_vs_chr3:133600650:-	-0.836438923395445	chr3:133600650:-;chr3:133644135:-;chr3:133656681:-	proximal	TRUE
CBWD1	15.6363636363636	0.00040235256828482	0.00198968863568279	0.863636363636364	0.386363636363636	0.477272727272727	chr9:154744:-_vs_chr9:121089:-	0.954545454545455	chr9:121089:-;chr9:121409:-;chr9:154744:-	distal	TRUE
MAP4K4	12.507786817883	0.000405259388276893	0.00199907802724646	0.115384615384615	0.75	-0.634615384615385	chr2:101856116:+_vs_chr2:101867281:+	-1.26923076923077	chr2:101856116:+;chr2:101867281:+	proximal	TRUE
CDH2	15.6078966831655	0.000408120394886663	0.00200819539220907	0.185185185185185	0.467741935483871	-0.282556750298686	chr18:28013878:-_vs_chr18:28011385:-	-0.814814814814815	chr18:27951824:-;chr18:28011385:-;chr18:28013878:-	proximal	TRUE
PNRC1	12.4313960612038	0.000422176200602487	0.00207221635097706	0.851063829787234	0.631205673758865	0.219858156028369	chr6:89084039:+_vs_chr6:89084838:+	0.439716312056738	chr6:89084039:+;chr6:89084838:+	distal	TRUE
UBA3	12.3826580396348	0.000433339821817819	0.00212176016460428	0.576923076923077	1	-0.423076923076923	chr3:69077102:-_vs_chr3:69054730:-	-0.846153846153846	chr3:69054730:-;chr3:69077102:-	proximal	TRUE
NUP107	15.4761074094198	0.000435919177410819	0.00212433950781855	0.367647058823529	0.704545454545455	-0.336898395721925	chr12:68714370:+_vs_chr12:68742665:+	-0.67379679144385	chr12:68714370:+;chr12:68734827:+;chr12:68742665:+	proximal	TRUE
ATP6V1B2	12.371191943285	0.000436009167767096	0.00212433950781855	1	0.711111111111111	0.288888888888889	chr8:20220526:+_vs_chr8:20221674:+	0.577777777777778	chr8:20220526:+;chr8:20221674:+	distal	TRUE
SRSF3	17.9852021206616	0.000442951452345753	0.00215287433823929	0.585585585585586	0.501718213058419	0.0838673725271664	chr6:36602935:+_vs_chr6:36603429:+	0.221788799108387	chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	distal	TRUE
HMGCR	20.2022430593859	0.000455517971422217	0.00220853823308131	0.483333333333333	0.55	-0.0666666666666666	chr5:75361400:+_vs_chr5:75362101:+	-0.519047619047619	chr5:75350334:+;chr5:75351314:+;chr5:75361400:+;chr5:75361729:+;chr5:75362101:+	proximal	TRUE
PCNX4	15.2670602125148	0.000483949446415621	0.00234066281034677	0.0666666666666667	0.545454545454545	-0.478787878787879	chr14:60124691:+_vs_chr14:60142057:+	-0.957575757575758	chr14:60124691:+;chr14:60134812:+;chr14:60142057:+	proximal	TRUE
SSB	22.1665749916111	0.00048676325129775	0.00234854386210082	0.603389830508475	0.527659574468085	0.0757302560403894	chr2:169808527:+_vs_chr2:169812064:+	0.498918139199423	chr2:169805753:+;chr2:169805811:+;chr2:169806823:+;chr2:169808527:+;chr2:169810999:+;chr2:169812064:+	distal	TRUE
DEGS1	17.7667545638945	0.000491353509766816	0.00236493691715436	0.883333333333333	0.517241379310345	0.366091954022989	chr1:224193091:+_vs_chr1:224193441:+	0.68448275862069	chr1:224192896:+;chr1:224193091:+;chr1:224193160:+;chr1:224193441:+	distal	TRUE
CDK17	12.1122425629291	0.000500918564300672	0.00240513683537102	0.0833333333333333	0.733333333333333	-0.65	chr12:96298960:-_vs_chr12:96278553:-	-1.3	chr12:96278553:-;chr12:96298960:-	proximal	TRUE
ZNF146	17.7156266810113	0.000503421060040829	0.00240994756401081	0.538461538461538	0.526315789473684	0.0121457489878543	chr19:36237912:+_vs_chr19:36238765:+	0.775303643724696	chr19:36237463:+;chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	distal	TRUE
SON	17.7117369817231	0.000504351103915525	0.00240994756401081	0.42741935483871	0.386946386946387	0.0404729678923227	chr21:33549622:+_vs_chr21:33554648:+	0.381570042860365	chr21:33549551:+;chr21:33549622:+;chr21:33554648:+;chr21:33559637:+	distal	TRUE
METTL9	17.6713067501167	0.000514119882486487	0.00245072049752573	0.425396825396825	0.367567567567568	0.0578292578292578	chr16:21656141:+_vs_chr16:21657471:+	0.154182754182754	chr16:21655565:+;chr16:21655936:+;chr16:21656141:+;chr16:21657471:+	distal	FALSE
PRPF39	12.0401337792642	0.000520672346431023	0.00247600302871155	0.0555555555555556	0.666666666666667	-0.611111111111111	chr14:45112379:+_vs_chr14:45114241:+	-1.22222222222222	chr14:45112379:+;chr14:45114241:+	proximal	TRUE
VPS35	15.1111111111111	0.000523195397045678	0.00248204897689373	0.5	0.6	-0.1	chr16:46668929:-_vs_chr16:46659789:-	-0.733333333333333	chr16:46659677:-;chr16:46659789:-;chr16:46668929:-	proximal	TRUE
ZNF639	15.0999452933409	0.000526124518176576	0.00248998787480704	0.483870967741935	0.216666666666667	0.267204301075269	chr3:179334614:+_vs_chr3:179335043:+	0.626881720430108	chr3:179328321:+;chr3:179334614:+;chr3:179335043:+	distal	TRUE
HLTF	17.605412505623	0.000530445998177492	0.00250446289139516	0.455128205128205	0.355555555555556	0.0995726495726496	chr3:149070606:-_vs_chr3:149059730:-	0.434615384615385	chr3:149059730:-;chr3:149070606:-;chr3:149071619:-;chr3:149074270:-	distal	TRUE
TPR	23.8740497801176	0.000550860890220544	0.00259139766088062	0.40625	0.439252336448598	-0.0330023364485981	chr1:186363420:-_vs_chr1:186359936:-	0.435358255451713	chr1:186313826:-;chr1:186350298:-;chr1:186351411:-;chr1:186355500:-;chr1:186359936:-;chr1:186360828:-;chr1:186363420:-	distal	TRUE
SDHAP3	11.9330357142857	0.000551472422033093	0.00259139766088062	0.181818181818182	0.863636363636364	-0.681818181818182	chr5:1583609:-_vs_chr5:1571971:-	-1.36363636363636	chr5:1571971:-;chr5:1583609:-	proximal	TRUE
MFSD11	11.8653671328671	0.00057187495587119	0.00267459442804852	0.590909090909091	0	0.590909090909091	chr17:76778725:+_vs_chr17:76779284:+	1.18181818181818	chr17:76778725:+;chr17:76779284:+	distal	TRUE
RGS12	11.8653671328671	0.00057187495587119	0.00267459442804852	0	0.64	-0.64	chr4:3419851:+_vs_chr4:3432169:+	-1.28	chr4:3419851:+;chr4:3432169:+	proximal	TRUE
CNOT2	14.9068342815781	0.000579458135184423	0.0027036834872252	0.629032258064516	0.362068965517241	0.266963292547275	chr12:70331700:+_vs_chr12:70354257:+	0.604004449388209	chr12:70331700:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
RPS23	14.8921931530627	0.000583715660427641	0.00271184844580899	0.62962962962963	0.173913043478261	0.455716586151369	chr5:82276078:-_vs_chr5:82273320:-	0.911433172302737	chr5:82273320:-;chr5:82274209:-;chr5:82276078:-	distal	TRUE
SMARCC1	14.8893002334653	0.000584560592597213	0.00271184844580899	0.644444444444444	0.540322580645161	0.104121863799283	chr3:47689396:-_vs_chr3:47636089:-	0.516487455197133	chr3:47635294:-;chr3:47636089:-;chr3:47689396:-	distal	TRUE
YWHAQ	17.396483877191	0.000585695764013819	0.00271184844580899	0.732154551407989	0.75487012987013	-0.0227155784621403	chr2:9584630:-_vs_chr2:9583977:-	-0.125242390222744	chr2:9583977:-;chr2:9584267:-;chr2:9584630:-;chr2:9584936:-	proximal	FALSE
ATAD2	11.8175253055768	0.00058675795309472	0.00271184844580899	0	0.823529411764706	-0.823529411764706	chr8:123370969:-_vs_chr8:123325283:-	-1.64705882352941	chr8:123325283:-;chr8:123370969:-	proximal	TRUE
MYL12B	11.8097961571425	0.000589198830430253	0.00271184844580899	0.294964028776978	0.512605042016807	-0.217641013239828	chr18:3278188:+_vs_chr18:3278257:+	-0.435282026479657	chr18:3278188:+;chr18:3278257:+	proximal	TRUE
ARMC8	14.8727656633907	0.000589413353577245	0.00271184844580899	0.459459459459459	0.113636363636364	0.345823095823096	chr3:138245683:+_vs_chr3:138296513:+	0.845208845208845	chr3:138245683:+;chr3:138296513:+;chr3:138296566:+	distal	TRUE
RTN3	21.7180180971036	0.00059232026177744	0.0027189145349645	0.464705882352941	0.498712446351931	-0.0340065639989902	chr11:63758424:+_vs_chr11:63759888:+	-0.150025246149962	chr11:63716293:+;chr11:63758424:+;chr11:63759054:+;chr11:63759297:+;chr11:63759757:+;chr11:63759888:+	proximal	FALSE
CELF2	11.7877551020408	0.000596215887649807	0.00273047599355558	0.333333333333333	1	-0.666666666666667	chr10:11329790:+_vs_chr10:11331041:+	-1.33333333333333	chr10:11329790:+;chr10:11331041:+	proximal	TRUE
UBA2	11.7800984576107	0.000598673179020206	0.00273541224423287	0.980769230769231	0.73134328358209	0.249425947187141	chr19:34458923:+_vs_chr19:34469891:+	0.498851894374282	chr19:34458923:+;chr19:34469891:+	distal	TRUE
TUT4	17.295046532415	0.000614546748672817	0.00280148552326022	0.186666666666667	0.53968253968254	-0.353015873015873	chr1:52509603:-_vs_chr1:52423412:-	-0.727619047619048	chr1:52423412:-;chr1:52436942:-;chr1:52493613:-;chr1:52509603:-	proximal	TRUE
NIPSNAP2	17.2541577487119	0.00062657196101094	0.00284477031101406	0.688888888888889	0.712643678160919	-0.0237547892720305	chr7:55982276:+_vs_chr7:55999235:+	0.547126436781609	chr7:55982276:+;chr7:55999235:+;chr7:55999803:+;chr7:56000179:+	distal	TRUE
GET1	14.7494117647059	0.000626911056940567	0.00284477031101406	0.486666666666667	0.338095238095238	0.148571428571429	chr21:39397788:+_vs_chr21:39397889:+	0.365714285714286	chr21:39397700:+;chr21:39397788:+;chr21:39397889:+	distal	TRUE
TUBB2B	14.7071024564583	0.000640314415370856	0.00289895772986395	0.0923441199684294	0.12924172601592	-0.0368976060474902	chr6:3224496:-_vs_chr6:3224264:-	-0.0737952120949804	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
GNL3	17.1913159013605	0.000645510917185985	0.00291582721817724	0.595238095238095	0.540740740740741	0.0544973544973545	chr3:52693732:+_vs_chr3:52694497:+	0.50952380952381	chr3:52687564:+;chr3:52689659:+;chr3:52693732:+;chr3:52694497:+	distal	TRUE
ABCE1	14.6772005772006	0.000649959640461343	0.00292924992507919	0.261904761904762	0.6875	-0.425595238095238	chr4:145123049:+_vs_chr4:145128050:+	-0.880952380952381	chr4:145120022:+;chr4:145123049:+;chr4:145128050:+	proximal	TRUE
CEP63	14.6392089315144	0.000662424170844689	0.00297865562536285	0.260869565217391	0.419354838709677	-0.158485273492286	chr3:134546228:+_vs_chr3:134561491:+	-0.713884992987377	chr3:134545792:+;chr3:134546228:+;chr3:134561491:+	proximal	TRUE
BPTF	14.6145072408048	0.00067065640219882	0.00300884987683317	0.352941176470588	0.5	-0.147058823529412	chr17:67874890:+_vs_chr17:67959579:+	-0.928104575163399	chr17:67866498:+;chr17:67874890:+;chr17:67959579:+	proximal	TRUE
LRRC40	11.5186950146628	0.000688997408624165	0.00308415770045535	0.0416666666666667	0.555555555555556	-0.513888888888889	chr1:70145227:-_vs_chr1:70144811:-	-1.02777777777778	chr1:70144811:-;chr1:70145227:-	proximal	TRUE
RRM1	17.022112720232	0.000699380052350418	0.00311782896760442	0.389830508474576	0.515981735159817	-0.126151226685241	chr11:4138872:+_vs_chr11:4138930:+	-0.380775481773857	chr11:4126947:+;chr11:4138299:+;chr11:4138872:+;chr11:4138930:+	proximal	TRUE
ANKRD36C	17.0181818181818	0.000700683237091479	0.00311782896760442	0.305555555555556	0.344444444444444	-0.038888888888889	chr2:95958613:-_vs_chr2:95923518:-	0.783333333333333	chr2:95910396:-;chr2:95921630:-;chr2:95923518:-;chr2:95958613:-	distal	TRUE
ST13	14.5253310791772	0.000701236368911534	0.00311782896760442	0.625	0.5	0.125	chr22:40826130:-_vs_chr22:40825150:-	0.546153846153846	chr22:40825150:-;chr22:40826130:-;chr22:40850830:-	distal	TRUE
OTUD6B-AS1	11.4700058104663	0.000707284594580882	0.00313768534911384	0	0.684210526315789	-0.684210526315789	chr8:91068361:-_vs_chr8:91067929:-	-1.36842105263158	chr8:91067929:-;chr8:91068361:-	proximal	TRUE
TMEM123	16.971091954023	0.000716483479636459	0.00317139897348013	0.31	0.433333333333333	-0.123333333333333	chr11:102396687:-_vs_chr11:102396332:-	-0.303076923076923	chr11:102396332:-;chr11:102396687:-;chr11:102397903:-;chr11:102398291:-	proximal	TRUE
TMEM69	11.4063846982759	0.000731921262036681	0.00323251639781456	0.35	0.88	-0.53	chr1:45694142:+_vs_chr1:45694431:+	-1.06	chr1:45694142:+;chr1:45694431:+	proximal	TRUE
ARGLU1	19.1208865808558	0.000744105274787669	0.00327902391089766	0.624384236453202	0.532258064516129	0.0921261719370728	chr13:106559584:-_vs_chr13:106543964:-	0.271359711849145	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106559584:-	distal	TRUE
GOLM1	11.3389626888417	0.000758977064000157	0.00333714305523794	0.736842105263158	0.452991452991453	0.283850652271705	chr9:86026915:-_vs_chr9:86026141:-	0.56770130454341	chr9:86026141:-;chr9:86026915:-	distal	TRUE
MIS18BP1	16.834442800789	0.000764366418581091	0.00335340400010244	0.277777777777778	0.581196581196581	-0.303418803418803	chr14:45247069:-_vs_chr14:45231231:-	-0.788461538461539	chr14:45231231:-;chr14:45246774:-;chr14:45246947:-;chr14:45247069:-	proximal	TRUE
CTNNB1	14.345437099571	0.000767234129351548	0.00335855469868459	0.69047619047619	0.75	-0.0595238095238095	chr3:41225794:+_vs_chr3:41240180:+	-0.422427035330261	chr3:41225794:+;chr3:41240180:+;chr3:41240445:+	proximal	TRUE
CDK11B	19.0270417060824	0.000776387564272831	0.0033911377532005	0.567164179104478	0.358433734939759	0.208730444164719	chr1:1652491:-_vs_chr1:1638503:-	0.401726308217946	chr1:1635226:-;chr1:1638503:-;chr1:1641068:-;chr1:1649576:-;chr1:1652491:-	distal	TRUE
PDCL	14.2681272431272	0.000797472169124596	0.00347557650851445	0.442857142857143	0.534090909090909	-0.0912337662337662	chr9:122819213:-_vs_chr9:122819177:-	-0.635714285714286	chr9:122819177:-;chr9:122819213:-;chr9:122819953:-	proximal	TRUE
POLD3	11.2403416895604	0.000800384199573709	0.00348061813104093	0.928571428571429	0.481481481481481	0.447089947089947	chr11:74618792:+_vs_chr11:74636241:+	0.894179894179894	chr11:74618792:+;chr11:74636241:+	distal	TRUE
GOLGA8A	22.8674350380802	0.000842115618721247	0.00365408155782108	0.615384615384615	0.537634408602151	0.0777502067824648	chr15:34381369:-_vs_chr15:34379068:-	0.336476426799007	chr15:34379068:-;chr15:34381369:-;chr15:34383794:-;chr15:34385451:-;chr15:34385743:-;chr15:34387438:-;chr15:34404970:-	distal	TRUE
FADS1	11.139173553719	0.000845235409702393	0.00365961095510883	0.266666666666667	1	-0.733333333333333	chr11:61801263:-_vs_chr11:61800188:-	-1.46666666666667	chr11:61800188:-;chr11:61801263:-	proximal	TRUE
TPM4	14.1252686967224	0.000856518750565274	0.00370038492891272	0.611570247933884	0.455555555555555	0.156014692378329	chr19:16102197:+_vs_chr19:16103005:+	0.312029384756658	chr19:16102197:+;chr19:16102357:+;chr19:16103005:+	distal	TRUE
