gene_id	chisq	pvalue	adj_pvalue	ExM	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CLIP3	13.0673180255512	0.000300493091807371	0.00382936068277598	0.955882352941177	0.69811320754717	0.257769145394007	chr19:36015729:-_vs_chr19:36014660:-	0.515538290788013	chr19:36014660:-;chr19:36015729:-	distal	TRUE
H3-3B	23.1906527476196	0.00031037949694801	0.00392026587203743	0.549344978165939	0.530133333333333	0.0192116448326054	chr17:75777459:-_vs_chr17:75776434:-	0.163598253275109	chr17:75776434:-;chr17:75777309:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-;chr17:75778550:-	distal	FALSE
FLOT1	13.0042690075942	0.000310781640559909	0.00392026587203743	0.0072463768115942	0.125	-0.117753623188406	chr6:30727830:-_vs_chr6:30727713:-	-0.235507246376812	chr6:30727713:-;chr6:30727830:-	proximal	TRUE
ANKMY2	16.1313017751479	0.000314146573126407	0.00394269815262183	0.516666666666667	0.705128205128205	-0.188461538461539	chr7:16602397:-_vs_chr7:16599779:-	-0.869230769230769	chr7:16599779:-;chr7:16602397:-;chr7:16602455:-	proximal	TRUE
MPHOSPH10	23.142516051614	0.000317032321065916	0.00395892119522011	0.550649350649351	0.408333333333333	0.142316017316017	chr2:71134678:+_vs_chr2:71150100:+	0.437229437229437	chr2:71134678:+;chr2:71138519:+;chr2:71141261:+;chr2:71149311:+;chr2:71149980:+;chr2:71150100:+	distal	TRUE
DRAXIN	16.0965131822883	0.000319658732831788	0.00397175975543497	0.517241379310345	0.364583333333333	0.152658045977012	chr1:11720443:+_vs_chr1:11725343:+	0.802442528735632	chr1:11720443:+;chr1:11725343:+;chr1:11725857:+	distal	TRUE
CHN2	16.0726035167328	0.00032350313332518	0.00399952878762723	0.560975609756098	0.441860465116279	0.119115144639818	chr7:29400794:+_vs_chr7:29512801:+	0.558139534883721	chr7:29400794:+;chr7:29512801:+;chr7:29514328:+	distal	TRUE
NOP58	20.9222834206892	0.000328104179909537	0.00402186945904597	0.549342105263158	0.698979591836735	-0.149637486573577	chr2:202300366:+_vs_chr2:202303442:+	-0.32250268528464	chr2:202282410:+;chr2:202300366:+;chr2:202302986:+;chr2:202303442:+;chr2:202303661:+	proximal	TRUE
NUDT4	18.6138683431953	0.000328547082569952	0.00402186945904597	0.581196581196581	0.5	0.0811965811965812	chr12:93400616:+_vs_chr12:93402302:+	0.586538461538462	chr12:93399558:+;chr12:93400616:+;chr12:93402013:+;chr12:93402302:+	distal	TRUE
OS9	15.9709186913345	0.000340376110067856	0.00412372857681825	0.797872340425532	0.606299212598425	0.191573127827107	chr12:57719089:+_vs_chr12:57721557:+	0.383146255654213	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	distal	TRUE
NEMF	22.9670229202923	0.000342501466514004	0.00412372857681825	0.547619047619048	0.394594594594595	0.153024453024453	chr14:49825884:-_vs_chr14:49789288:-	0.338481338481338	chr14:49789288:-;chr14:49799479:-;chr14:49825884:-;chr14:49828696:-;chr14:49829389:-;chr14:49832248:-	distal	TRUE
UBQLN1	18.5259250159937	0.000342579968374092	0.00412372857681825	0.720588235294118	0.485507246376812	0.235080988917306	chr9:83661432:-_vs_chr9:83659970:-	0.521739130434783	chr9:83659970:-;chr9:83660289:-;chr9:83660872:-;chr9:83661432:-	distal	TRUE
RSL1D1	18.5170642104788	0.000344026507374533	0.00412372857681825	0.367579908675799	0.269113149847095	0.0984667588287043	chr16:11839942:-_vs_chr16:11839834:-	0.429119014704034	chr16:11837358:-;chr16:11839701:-;chr16:11839834:-;chr16:11839942:-	distal	TRUE
PRPF38B	18.5057467066649	0.000345882944759658	0.00412372857681825	0.479674796747967	0.433333333333333	0.0463414634146342	chr1:108698763:+_vs_chr1:108699458:+	0.686178861788618	chr1:108698763:+;chr1:108699458:+;chr1:108699777:+;chr1:108699891:+	distal	TRUE
SH3BP5	18.500028770974	0.000346824656963789	0.00412372857681825	0.407673860911271	0.413502109704641	-0.00582824879337041	chr3:15255650:-_vs_chr3:15255234:-	-0.223203715508606	chr3:15254853:-;chr3:15255234:-;chr3:15255650:-;chr3:15256274:-	proximal	TRUE
ABI2	22.9070162550922	0.000351665683919379	0.00416137725971265	0.316129032258064	0.58	-0.263870967741935	chr2:203427456:+_vs_chr2:203427582:+	-0.56258064516129	chr2:203427456:+;chr2:203427508:+;chr2:203427582:+;chr2:203428533:+;chr2:203428590:+;chr2:203429607:+	proximal	TRUE
ARMC8	18.3921568627451	0.000365076185372943	0.00429959393673821	0.34640522875817	0.353535353535354	-0.00713012477718367	chr3:138245683:+_vs_chr3:138246870:+	0.720142602495544	chr3:138245683:+;chr3:138246870:+;chr3:138296513:+;chr3:138296566:+	distal	TRUE
NEFL	22.7947198458653	0.000369470938187594	0.00433082679903854	0.565217391304348	0.548400852878465	0.0168165384258829	chr8:24952375:-_vs_chr8:24950955:-	0.700936312227681	chr8:24950955:-;chr8:24951428:-;chr8:24952375:-;chr8:24952461:-;chr8:24952705:-;chr8:24954283:-	distal	TRUE
NUP88	15.7896209043467	0.000372672532763432	0.00434784621557338	0.305555555555556	0.672413793103448	-0.366858237547893	chr17:5387406:-_vs_chr17:5386033:-	-0.733716475095785	chr17:5386033:-;chr17:5386101:-;chr17:5387406:-	proximal	TRUE
ATRX	35.5781240883149	0.000378630146224127	0.00439670987554652	0.348299319727891	0.31959706959707	0.0287022501308216	chrX:77693854:-_vs_chrX:77683930:-	-0.147776033490319	chrX:77523285:-;chrX:77652233:-;chrX:77682153:-;chrX:77682610:-;chrX:77682921:-;chrX:77683504:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684266:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	proximal	FALSE
TMOD3	15.7362495734603	0.000382751430223192	0.00442389443769596	0.537735849056604	0.761904761904762	-0.224168912848158	chr15:51893935:+_vs_chr15:51909658:+	-0.744384546271339	chr15:51887641:+;chr15:51893935:+;chr15:51909658:+	proximal	TRUE
MPHOSPH8	22.6672256693375	0.000390766677576324	0.00448630273444962	0.603571428571429	0.423255813953488	0.18031561461794	chr13:19646841:+_vs_chr13:19650161:+	0.479235880398671	chr13:19646677:+;chr13:19646748:+;chr13:19646841:+;chr13:19646948:+;chr13:19648457:+;chr13:19650161:+	distal	TRUE
OGA	24.670129860676	0.000392957037607187	0.00448630273444962	0.460559796437659	0.538251366120219	-0.0776915696825595	chr10:101811899:-_vs_chr10:101799218:-	-0.106849372210403	chr10:101784450:-;chr10:101786015:-;chr10:101799218:-;chr10:101799277:-;chr10:101800363:-;chr10:101803348:-;chr10:101811899:-	proximal	FALSE
KIF3A	20.5233271838791	0.000393567000446687	0.00448630273444962	0.286931818181818	0.373015873015873	-0.0860840548340548	chr5:132715761:-_vs_chr5:132703514:-	0.354437229437229	chr5:132700226:-;chr5:132702642:-;chr5:132703514:-;chr5:132715761:-;chr5:132715842:-	distal	TRUE
TAPT1	12.5357142857143	0.000399246963201983	0.00453026805277136	0.153846153846154	0.923076923076923	-0.769230769230769	chr4:16188271:-_vs_chr4:16161291:-	-1.53846153846154	chr4:16161291:-;chr4:16188271:-	proximal	TRUE
INTS8	12.509756155303	0.000404832437631621	0.00457276639779354	0.757575757575758	0	0.757575757575758	chr8:94865658:+_vs_chr8:94880312:+	1.51515151515152	chr8:94865658:+;chr8:94880312:+	distal	TRUE
FBXO22	18.1262948772527	0.000414240581465575	0.00465786355177354	0.264367816091954	0.654320987654321	-0.389953171562367	chr15:75933130:+_vs_chr15:75939252:+	-0.779054916985952	chr15:75933130:+;chr15:75933191:+;chr15:75934608:+;chr15:75939252:+	proximal	TRUE
CLIP1	18.0408017137373	0.000431408591826101	0.0048290556337291	0.337719298245614	0.231481481481481	0.106237816764133	chr12:122341223:-_vs_chr12:122341087:-	0.410087719298246	chr12:122332988:-;chr12:122340982:-;chr12:122341087:-;chr12:122341223:-	distal	TRUE
FDFT1	15.4756331649175	0.000436022555803653	0.00485881637296896	0.457818930041152	0.531111111111111	-0.0732921810699588	chr8:11838962:+_vs_chr8:11839298:+	-0.156131687242798	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	proximal	FALSE
COX15	12.3557142857143	0.000439638752626566	0.00487724241195096	0.7	0.0625	0.6375	chr10:99724079:-_vs_chr10:99695756:-	1.275	chr10:99695756:-;chr10:99724079:-	distal	TRUE
RBBP4	15.4262248199167	0.000446928286119658	0.00493607462669933	0.459677419354839	0.341269841269841	0.118407578084997	chr1:32680505:+_vs_chr1:32682452:+	0.236815156169995	chr1:32680505:+;chr1:32680653:+;chr1:32682452:+	distal	TRUE
PSMA7	12.296702195209	0.000453759342062685	0.00498934497799014	0.485254691689008	0.617563739376771	-0.132309047687763	chr20:62136866:-_vs_chr20:62136733:-	-0.264618095375525	chr20:62136733:-;chr20:62136866:-	proximal	TRUE
CAMK4	20.1625730994152	0.000463813159402342	0.00507742599610053	0.347222222222222	0.364583333333333	-0.0173611111111111	chr5:111486024:+_vs_chr5:111486087:+	-0.291666666666667	chr5:111344100:+;chr5:111485731:+;chr5:111486024:+;chr5:111486087:+;chr5:111494886:+	proximal	TRUE
RB1CC1	27.9346798637864	0.000486829403576515	0.00530601345564754	0.454009433962264	0.367559523809524	0.0864499101527404	chr8:52657598:-_vs_chr8:52657292:-	0.265049415992812	chr8:52642537:-;chr8:52642766:-;chr8:52656706:-;chr8:52656995:-;chr8:52657181:-;chr8:52657243:-;chr8:52657292:-;chr8:52657598:-;chr8:52661118:-	distal	TRUE
CUL1	24.1354066728856	0.000493136765557972	0.00534490727508865	0.663230240549828	0.583333333333333	0.0798969072164948	chr7:148798646:+_vs_chr7:148801110:+	0.352233676975945	chr7:148731567:+;chr7:148759579:+;chr7:148760495:+;chr7:148798029:+;chr7:148798646:+;chr7:148801017:+;chr7:148801110:+	distal	TRUE
ERLIN1	12.1343181818182	0.000495023634898773	0.00534490727508865	0.125	0.9	-0.775	chr10:100164051:-_vs_chr10:100150108:-	-1.55	chr10:100150108:-;chr10:100164051:-	proximal	TRUE
SDHB	12.1228738879338	0.000498070851590741	0.00534490727508865	0.794520547945205	1	-0.205479452054795	chr1:17026359:-_vs_chr1:17018766:-	-0.410958904109589	chr1:17018766:-;chr1:17026359:-	proximal	TRUE
PSMD11	12.1136977891211	0.000500527797910846	0.00534490727508865	0.0537634408602151	0.285714285714286	-0.231950844854071	chr17:32481013:+_vs_chr17:32482380:+	-0.463901689708141	chr17:32481013:+;chr17:32482380:+	proximal	TRUE
ASF1A	19.9922907137538	0.000501152271668272	0.00534490727508865	0.583333333333333	0.799019607843137	-0.215686274509804	chr6:118905786:+_vs_chr6:118909126:+	-0.48578431372549	chr6:118905786:+;chr6:118907654:+;chr6:118907800:+;chr6:118907863:+;chr6:118909126:+	proximal	TRUE
SATB2	31.3279544183417	0.000517836007125087	0.00549924135771727	0.582462686567164	0.512053571428571	0.0704091151385928	chr2:199368622:-_vs_chr2:199269505:-	0.157915778251599	chr2:199269505:-;chr2:199270786:-;chr2:199270996:-;chr2:199271423:-;chr2:199271495:-;chr2:199271700:-;chr2:199368622:-;chr2:199379668:-;chr2:199422296:-;chr2:199431943:-;chr2:199454416:-	distal	FALSE
ZNF711	21.9318927180579	0.000539439147593375	0.00570428205008314	0.550632911392405	0.449315068493151	0.101317842899254	chrX:85264387:+_vs_chrX:85270103:+	0.315762094676608	chrX:85245961:+;chrX:85264345:+;chrX:85264387:+;chrX:85270103:+;chrX:85270875:+;chrX:85273357:+	distal	TRUE
MEAF6	17.5204024369444	0.000552271819856181	0.0058152350522992	0.565333333333333	0.423497267759563	0.141836065573771	chr1:37493311:-_vs_chr1:37493178:-	0.312393442622951	chr1:37492578:-;chr1:37493178:-;chr1:37493311:-;chr1:37501813:-	distal	TRUE
ATCAY	14.9624337833219	0.000563571193042941	0.00590917474561902	0.348484848484849	0.446428571428571	-0.0979437229437229	chr19:3926156:+_vs_chr19:3926326:+	-0.453463203463203	chr19:3925857:+;chr19:3926156:+;chr19:3926326:+	proximal	TRUE
SFPQ	21.7867149570508	0.000574800238188178	0.00600159072225892	0.3	0.309756097560976	-0.00975609756097562	chr1:35189013:-_vs_chr1:35184129:-	-0.215716164514586	chr1:35176380:-;chr1:35183600:-;chr1:35183944:-;chr1:35184129:-;chr1:35188011:-;chr1:35189013:-	proximal	TRUE
SETD2	21.7199231902357	0.000591827372534106	0.00613980085185954	0.436666666666667	0.6875	-0.250833333333333	chr3:47123490:-_vs_chr3:47122819:-	-0.397916666666667	chr3:47019783:-;chr3:47062233:-;chr3:47122819:-;chr3:47122924:-;chr3:47123490:-;chr3:47123603:-	proximal	TRUE
ATXN10	17.3704165073531	0.000592978754304342	0.00613980085185954	0.373015873015873	0.583333333333333	-0.21031746031746	chr22:45843966:+_vs_chr22:45844802:+	-0.582251082251082	chr22:45843966:+;chr22:45844802:+;chr22:45844869:+;chr22:45844939:+	proximal	TRUE
TP53I11	11.703869047619	0.000623702775536302	0.00637454234990646	0.6	0.971428571428571	-0.371428571428571	chr11:44934571:-_vs_chr11:44932351:-	-0.742857142857143	chr11:44932351:-;chr11:44934571:-	proximal	TRUE
RAD50	25.4716047753784	0.000625697858986275	0.00637454234990646	0.425876010781671	0.48051948051948	-0.0546434697378093	chr5:132591909:+_vs_chr5:132603386:+	-0.408233276157804	chr5:132579955:+;chr5:132587598:+;chr5:132587984:+;chr5:132588031:+;chr5:132591909:+;chr5:132594928:+;chr5:132603386:+;chr5:132637143:+	proximal	TRUE
KLHL7	17.2537677643546	0.000626687772400845	0.00637454234990646	0.752688172043011	0.448275862068966	0.304412309974045	chr7:23126468:+_vs_chr7:23175421:+	0.557285873192436	chr7:23126468:+;chr7:23144500:+;chr7:23175304:+;chr7:23175421:+	distal	TRUE
CORO1C	11.6924428436147	0.000627544549005289	0.00637454234990646	0.4	0.928571428571429	-0.528571428571429	chr12:108648625:-_vs_chr12:108645109:-	-1.05714285714286	chr12:108645109:-;chr12:108648625:-	proximal	TRUE
SUPT16H	23.5622082417781	0.000628476006328806	0.00637454234990646	0.473118279569892	0.533950617283951	-0.060832337714058	chr14:21363135:-_vs_chr14:21352683:-	-0.365591397849462	chr14:21351476:-;chr14:21352683:-;chr14:21363055:-;chr14:21363135:-;chr14:21369767:-;chr14:21369825:-;chr14:21370437:-	proximal	TRUE
B4GALNT1	11.6752925531915	0.000633355807346876	0.00639792350104466	0.0333333333333333	0.4375	-0.404166666666667	chr12:57629329:-_vs_chr12:57626650:-	-0.808333333333333	chr12:57626650:-;chr12:57629329:-	proximal	TRUE
SYT11	19.4422056145777	0.000643306816715836	0.00647213538274839	0.296296296296296	0.368852459016393	-0.0725561627200971	chr1:155868153:+_vs_chr1:155881618:+	-0.386561424812791	chr1:155868153:+;chr1:155881254:+;chr1:155881618:+;chr1:155885032:+;chr1:155885191:+	proximal	TRUE
ANKRD36C	27.2259624681447	0.000646183589191706	0.00647486378686044	0.433884297520661	0.387931034482759	0.0459532630379025	chr2:95982321:-_vs_chr2:95958613:-	0.282772869763465	chr2:95857435:-;chr2:95884196:-;chr2:95910396:-;chr2:95914133:-;chr2:95921630:-;chr2:95929095:-;chr2:95958613:-;chr2:95978153:-;chr2:95982321:-	distal	TRUE
ANKRD12	21.4982632298166	0.000651977683624384	0.00650668491488592	0.458823529411765	0.405825242718447	0.0529982866933181	chr18:9211657:+_vs_chr18:9254716:+	0.384123358081097	chr18:9211657:+;chr18:9254433:+;chr18:9254517:+;chr18:9254716:+;chr18:9255580:+;chr18:9282311:+	distal	TRUE
CADM3	14.5647384439891	0.000687554662842946	0.0068116820819538	0.11	0.230932203389831	-0.120932203389831	chr1:159201267:+_vs_chr1:159202012:+	-0.266101694915254	chr1:159201267:+;chr1:159202012:+;chr1:159203143:+	proximal	TRUE
MED8	14.558860920417	0.000689578194093754	0.0068116820819538	0.75	0.447368421052632	0.302631578947368	chr1:43384946:-_vs_chr1:43383917:-	0.605263157894737	chr1:43383917:-;chr1:43384780:-;chr1:43384946:-	distal	TRUE
SAMD8	14.5554300771692	0.000690762126620667	0.0068116820819538	0.369565217391304	0.642857142857143	-0.273291925465839	chr10:75176844:+_vs_chr10:75179056:+	-0.846273291925466	chr10:75176669:+;chr10:75176844:+;chr10:75179056:+	proximal	TRUE
SNU13	11.4623733053977	0.000710195422269377	0.00697563487881186	0.5	0.723404255319149	-0.223404255319149	chr22:41674813:-_vs_chr22:41673933:-	-0.446808510638298	chr22:41673933:-;chr22:41674813:-	proximal	TRUE
TRIM24	19.1999911539237	0.000717927482649884	0.00699779127571314	0.380434782608696	0.363636363636364	0.016798418972332	chr7:138577509:+_vs_chr7:138580656:+	0.252173913043478	chr7:138525322:+;chr7:138577509:+;chr7:138580656:+;chr7:138583878:+;chr7:138585168:+	distal	TRUE
MIAT	11.4395964474089	0.000718954038502563	0.00699779127571314	0.925925925925926	0.461538461538462	0.464387464387464	chr22:26666225:+_vs_chr22:26676478:+	0.928774928774929	chr22:26666225:+;chr22:26676478:+	distal	TRUE
USP48	16.9581160365059	0.000720899221964815	0.00699779127571314	0.485507246376812	0.384180790960452	0.10132645541636	chr1:21756547:-_vs_chr1:21728622:-	0.491525423728814	chr1:21678910:-;chr1:21721037:-;chr1:21728622:-;chr1:21756547:-	distal	TRUE
TMEM161B-AS1	11.3925056594522	0.000737409975696729	0.00712323508014128	0.819672131147541	0.965217391304348	-0.145545260156807	chr5:88287657:+_vs_chr5:88436672:+	-0.291090520313614	chr5:88287657:+;chr5:88436672:+	proximal	TRUE
SUGP2	11.3853038968113	0.000740274410354183	0.00712323508014128	0.533333333333333	0.911764705882353	-0.37843137254902	chr19:19025322:-_vs_chr19:18990893:-	-0.756862745098039	chr19:18990893:-;chr19:19025322:-	proximal	TRUE
ZMYM5	19.1258906414616	0.000742421684409091	0.00712323508014128	0.441176470588235	0.527777777777778	-0.0866013071895425	chr13:19838700:-_vs_chr13:19824514:-	-0.533769063180828	chr13:19823843:-;chr13:19824514:-;chr13:19825187:-;chr13:19838700:-;chr13:19851733:-	proximal	TRUE
ACIN1	14.3920805888429	0.000749547929059562	0.00714478727969289	0.552980132450331	0.433333333333333	0.119646799116998	chr14:23080360:-_vs_chr14:23061315:-	0.404415011037528	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	distal	TRUE
INSIG1	14.3897595423259	0.000750418301810802	0.00714478727969289	0.627705627705628	0.588495575221239	0.0392100524843887	chr7:155308762:+_vs_chr7:155310235:+	0.337509098571045	chr7:155303734:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
EIF3J	23.1301366879112	0.000754043580797826	0.00715190190184197	0.5	0.668316831683168	-0.168316831683168	chr15:44557578:+_vs_chr15:44562089:+	-0.382688268826883	chr15:44551499:+;chr15:44554624:+;chr15:44557578:+;chr15:44560321:+;chr15:44561631:+;chr15:44561702:+;chr15:44562089:+	proximal	TRUE
NSD3	19.0638790489774	0.000763553758676587	0.007214566883313	0.453125	0.25	0.203125	chr8:38347498:-_vs_chr8:38331485:-	0.458333333333333	chr8:38316798:-;chr8:38331485:-;chr8:38338548:-;chr8:38347498:-;chr8:38347703:-	distal	TRUE
BZW1	24.9562249432211	0.000772478229417576	0.00727124393978286	0.645089285714286	0.564484126984127	0.0806051587301587	chr2:200818026:+_vs_chr2:200821273:+	0.186631944444444	chr2:200813278:+;chr2:200818026:+;chr2:200818771:+;chr2:200821273:+;chr2:200822226:+;chr2:200822560:+;chr2:200823655:+;chr2:200823837:+	distal	FALSE
CYP51A1	23.0194749472694	0.000789982104254327	0.00740794539272454	0.362433862433862	0.373983739837398	-0.011549877403536	chr7:92127543:-_vs_chr7:92113661:-	-0.21906697638405	chr7:92113082:-;chr7:92113276:-;chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-;chr7:92128965:-	proximal	TRUE
ARMH4	11.25	0.000796230157590812	0.00743846594591417	0.933333333333333	0.266666666666667	0.666666666666667	chr14:58137964:-_vs_chr14:58005049:-	1.33333333333333	chr14:58005049:-;chr14:58137964:-	distal	TRUE
CENPJ	16.7364253393665	0.000800658112333621	0.00745181801179419	0.452991452991453	0.604166666666667	-0.151175213675214	chr13:24905520:-_vs_chr13:24889333:-	-0.833333333333333	chr13:24889333:-;chr13:24905520:-;chr13:24909807:-;chr13:24912658:-	proximal	TRUE
MTG2	11.2091994692614	0.00081392823913784	0.00754705848603557	0.227272727272727	0.857142857142857	-0.62987012987013	chr20:62201169:+_vs_chr20:62202463:+	-1.25974025974026	chr20:62201169:+;chr20:62202463:+	proximal	TRUE
NREP	20.9776140009101	0.000817986219731081	0.00755648979937449	0.659807073954984	0.628418230563003	0.0313888433919813	chr5:111730035:-_vs_chr5:111729303:-	0.0430103819154102	chr5:111729303:-;chr5:111729731:-;chr5:111729843:-;chr5:111729940:-;chr5:111730035:-;chr5:111734729:-	distal	FALSE
TFDP1	11.1907894736842	0.000822043617850322	0.007565845890215	0.416666666666667	0.875	-0.458333333333333	chr13:113641204:+_vs_chr13:113641470:+	-0.916666666666667	chr13:113641204:+;chr13:113641470:+	proximal	TRUE
TPM3	20.9516003870977	0.000827293337093647	0.00758606620914285	0.615325670498084	0.522480620155039	0.0928450503430455	chr1:154172030:-_vs_chr1:154156838:-	0.221420297603136	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	distal	TRUE
TEX10	11.1398743386243	0.00084491614963494	0.0077191787935398	0.75	0	0.75	chr9:100346817:-_vs_chr9:100302087:-	1.5	chr9:100302087:-;chr9:100346817:-	distal	TRUE
AP4B1	16.5987047706226	0.000854560050898928	0.00777868764279793	0.474178403755869	0.568627450980392	-0.0944490472245237	chr1:113902044:-_vs_chr1:113895063:-	-0.651201325600663	chr1:113894200:-;chr1:113895063:-;chr1:113902044:-;chr1:113903233:-	proximal	TRUE
SLC25A26	14.1127232142857	0.00086190835716777	0.00781694258234273	0.703125	0.192307692307692	0.510817307692308	chr3:66378080:+_vs_chr3:66378923:+	1.02163461538462	chr3:66378080:+;chr3:66378301:+;chr3:66378923:+	distal	TRUE
SEZ6L2	11.0917411562573	0.000867130303038844	0.00783570473836919	0.269230769230769	0.714285714285714	-0.445054945054945	chr16:29871507:-_vs_chr16:29871159:-	-0.89010989010989	chr16:29871159:-;chr16:29871507:-	proximal	TRUE
ZNF608	16.55991092791	0.000870383861284006	0.00783660831627085	0.451536643026005	0.245098039215686	0.206438603810319	chr5:124648879:-_vs_chr5:124648255:-	0.440133500208594	chr5:124647918:-;chr5:124648255:-;chr5:124648696:-;chr5:124648879:-	distal	TRUE
RASSF2	16.5155432792964	0.000888838280103913	0.00797387410129322	0.503030303030303	0.369304556354916	0.133725746675387	chr20:4783644:-_vs_chr20:4783617:-	0.322825376062786	chr20:4780027:-;chr20:4783617:-;chr20:4783644:-;chr20:4783687:-	distal	TRUE
FBLN1	11.0369598034951	0.000893132080640564	0.00798357273522231	0.236111111111111	0.0294117647058824	0.206699346405229	chr22:45563362:+_vs_chr22:45601135:+	0.413398692810458	chr22:45563362:+;chr22:45601135:+	distal	TRUE
DYNC1LI1	20.7313068459272	0.000910407737386472	0.0081088287720623	0.583908045977011	0.45625	0.127658045977011	chr3:32526616:-_vs_chr3:32525974:-	0.23132183908046	chr3:32525974:-;chr3:32526133:-;chr3:32526616:-;chr3:32533069:-;chr3:32534604:-;chr3:32545901:-	distal	TRUE
TOP1	20.719938943188	0.000914912989914087	0.00811985278548752	0.644117647058824	0.541379310344828	0.102738336713996	chr20:41097329:+_vs_chr20:41100088:+	0.344827586206897	chr20:41076195:+;chr20:41076279:+;chr20:41081187:+;chr20:41084532:+;chr20:41097329:+;chr20:41100088:+	distal	TRUE
ACSL4	13.9847234202287	0.00091887385338774	0.00812598407711222	0.351351351351351	0.2	0.151351351351351	chrX:109643897:-_vs_chrX:109643734:-	0.514189189189189	chrX:109643734:-;chrX:109643897:-;chrX:109663318:-	distal	TRUE
GOLGA8B	18.6301919954304	0.000928920364450303	0.00818548309963344	0.246527777777778	0.167808219178082	0.0787195585996956	chr15:34551191:-_vs_chr15:34535866:-	0.378805175038052	chr15:34527590:-;chr15:34530015:-;chr15:34533260:-;chr15:34535866:-;chr15:34551191:-	distal	TRUE
SLC36A4	13.9559481764615	0.000932189825833507	0.00818548309963344	0.290322580645161	0.684210526315789	-0.393887945670628	chr11:93148448:-_vs_chr11:93147699:-	-0.787775891341256	chr11:93147699:-;chr11:93148272:-;chr11:93148448:-	proximal	TRUE
MTMR6	10.9305521869189	0.000945912988348586	0.00827673864805013	0.483870967741935	0	0.483870967741935	chr13:25251682:-_vs_chr13:25251001:-	0.967741935483871	chr13:25251001:-;chr13:25251682:-	distal	TRUE
DLGAP1	10.876716155811	0.000973807530405954	0.00849091829143437	0	0.620689655172414	-0.620689655172414	chr18:3581900:-_vs_chr18:3502267:-	-1.24137931034483	chr18:3502267:-;chr18:3581900:-	proximal	TRUE
NARS1	20.542851749505	0.000987996584102887	0.00858395490342935	0.659047619047619	0.55	0.109047619047619	chr18:57615846:-_vs_chr18:57601123:-	0.156835637480799	chr18:57600659:-;chr18:57601123:-;chr18:57601209:-;chr18:57601584:-;chr18:57615669:-;chr18:57615846:-	distal	FALSE
TRIM2	13.8328125	0.000991386340959447	0.00858395490342935	0.532258064516129	0.491935483870968	0.0403225806451613	chr4:153323114:+_vs_chr4:153335357:+	0.596774193548387	chr4:153323114:+;chr4:153335357:+;chr4:153339317:+	distal	TRUE
RTN1	13.8122005975413	0.00100165635044704	0.00864276399604477	0.795210864903503	0.827272727272727	-0.0320618623692247	chr14:59596174:-_vs_chr14:59595983:-	-0.111279485346676	chr14:59595983:-;chr14:59596174:-;chr14:59596534:-	proximal	FALSE
RPL36A	13.7621011052978	0.00102706449288716	0.00883133309627889	0.663265306122449	0.8	-0.136734693877551	chrX:101393146:+_vs_chrX:101395447:+	-0.4	chrX:101393146:+;chrX:101395447:+;chrX:101395795:+	proximal	TRUE
UBE2V2	20.3976456238848	0.00105218675189253	0.00901615199466528	0.661935483870968	0.6	0.0619354838709678	chr8:48061162:+_vs_chr8:48061569:+	0.34388314059647	chr8:48060782:+;chr8:48060924:+;chr8:48061162:+;chr8:48061491:+;chr8:48061569:+;chr8:48062610:+	distal	TRUE
NDUFB6	13.68492224476	0.00106747298243091	0.00911073964500956	0.5	0.581081081081081	-0.0810810810810811	chr9:32553769:-_vs_chr9:32553688:-	-0.457869634340223	chr9:32553688:-;chr9:32553769:-;chr9:32553862:-	proximal	TRUE
MAPT	18.3111098628815	0.00107274543258379	0.00911073964500956	0.458955223880597	0.498949579831933	-0.0399943559513358	chr17:45988629:+_vs_chr17:46018729:+	-0.127053806597266	chr17:45988629:+;chr17:46018729:+;chr17:46024431:+;chr17:46026503:+;chr17:46028334:+	proximal	FALSE
FAM13A	20.3497987288238	0.00107422403057859	0.00911073964500956	0.64297520661157	0.722077922077922	-0.0791027154663518	chr4:88780656:-_vs_chr4:88731382:-	-0.201889020070838	chr4:88727059:-;chr4:88731382:-;chr4:88731905:-;chr4:88747716:-;chr4:88780451:-;chr4:88780656:-	proximal	TRUE
PAIP1	18.1496600001716	0.00115369001384101	0.00975142749794186	0.594736842105263	0.528645833333333	0.0660910087719299	chr5:43535573:-_vs_chr5:43527111:-	0.32390350877193	chr5:43526267:-;chr5:43527111:-;chr5:43527190:-;chr5:43527300:-;chr5:43535573:-	distal	TRUE
HNRNPA1	18.1401307856814	0.00115865179868545	0.00976016854146895	0.574441240086518	0.611428571428571	-0.0369873313420538	chr12:54284881:+_vs_chr12:54285246:+	-0.126801936347719	chr12:54284578:+;chr12:54284881:+;chr12:54285100:+;chr12:54285246:+;chr12:54287087:+	proximal	FALSE
