gene_id	chisq	pvalue	adj_pvalue	oRG	vRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
TRIM37	17.3696120689655	0.000593204933296799	0.00311698999382	0.467948717948718	0.459770114942529	0.00817860300618922	chr17:59088303:-_vs_chr17:59051227:-	0.486737400530504	chr17:58998202:-;chr17:59047704:-;chr17:59051227:-;chr17:59088303:-	distal	TRUE
CCDC47	14.8463303671637	0.000597255726565871	0.00312890686603912	0.601851851851852	0.136363636363636	0.465488215488216	chr17:63752325:-_vs_chr17:63746366:-	0.930976430976431	chr17:63746366:-;chr17:63746901:-;chr17:63752325:-	distal	TRUE
CFAP410	11.7735227272727	0.000600791728060019	0.00313806393674206	0.333333333333333	1	-0.666666666666667	chr21:44329889:-_vs_chr21:44328948:-	-1.33333333333333	chr21:44328948:-;chr21:44329889:-	proximal	TRUE
SECISBP2	17.2319701575021	0.000633194821997301	0.00329213131609561	0.630952380952381	0.347517730496454	0.283434650455927	chr9:89334706:+_vs_chr9:89359642:+	0.605623100303951	chr9:89334706:+;chr9:89338529:+;chr9:89358175:+;chr9:89359642:+	distal	TRUE
EWSR1	17.2281933632318	0.000634329081443269	0.00329213131609561	0.7357910906298	0.847352024922118	-0.111560934292318	chr22:29300218:+_vs_chr22:29300519:+	-0.280158490891081	chr22:29290845:+;chr22:29300218:+;chr22:29300336:+;chr22:29300519:+	proximal	TRUE
EIF2S2	17.2229206997746	0.000635915963621886	0.00329213131609561	0.625468164794007	0.566137566137566	0.0593305986564413	chr20:34098548:-_vs_chr20:34096691:-	0.404137685036561	chr20:34089440:-;chr20:34096691:-;chr20:34098548:-;chr20:34103499:-	distal	TRUE
STIP1	14.6833024118738	0.000647979689195768	0.00334471868981933	0.79	0.518181818181818	0.271818181818182	chr11:64197315:+_vs_chr11:64204541:+	0.543636363636364	chr11:64197315:+;chr11:64197895:+;chr11:64204541:+	distal	TRUE
CDH2	11.6051797397678	0.000657683893955927	0.00338485405833622	0.5	0	0.5	chr18:28013878:-_vs_chr18:28011385:-	1	chr18:28011385:-;chr18:28013878:-	distal	TRUE
ROCK1	14.6066985645933	0.000673279989899715	0.0034549894218538	0.618421052631579	0.15	0.468421052631579	chr18:21070555:-_vs_chr18:20979916:-	0.936842105263158	chr18:20979916:-;chr18:21015456:-;chr18:21070555:-	distal	TRUE
MOB1A	11.5132867132867	0.000691004905184803	0.00353560818833624	0	0.785714285714286	-0.785714285714286	chr2:74156084:-_vs_chr2:74154397:-	-1.57142857142857	chr2:74154397:-;chr2:74156084:-	proximal	TRUE
OSBPL1A	11.4700058104663	0.000707284594580882	0.00360077865975929	0.315789473684211	1	-0.684210526315789	chr18:24239340:-_vs_chr18:24170351:-	-1.36842105263158	chr18:24170351:-;chr18:24239340:-	proximal	TRUE
SNRNP27	16.9967069243156	0.000707845377559519	0.00360077865975929	0.57487922705314	0.566666666666667	0.00821256038647344	chr2:69904671:+_vs_chr2:69904919:+	0.649275362318841	chr2:69896525:+;chr2:69904671:+;chr2:69904919:+;chr2:69905236:+	distal	TRUE
UTP18	14.3521062271062	0.000764679999044412	0.00387865144023972	0.772727272727273	0.545454545454545	0.227272727272727	chr17:51293952:+_vs_chr17:51297933:+	0.863636363636364	chr17:51266265:+;chr17:51293952:+;chr17:51297933:+	distal	TRUE
ZNF207	11.3069872170575	0.000772159617232102	0.00390530296323441	0.336448598130841	0.101449275362319	0.234999322768522	chr17:32370330:+_vs_chr17:32370449:+	0.469998645537045	chr17:32370330:+;chr17:32370449:+	distal	TRUE
PNRC1	11.297689193326	0.000776036168024623	0.00391363067495176	0.631205673758865	0.857142857142857	-0.225937183383992	chr6:89084039:+_vs_chr6:89084838:+	-0.451874366767984	chr6:89084039:+;chr6:89084838:+	proximal	TRUE
TTC19	11.2752440106477	0.000785475295770908	0.00394988293432076	0.434782608695652	0.952380952380952	-0.5175983436853	chr17:16028045:+_vs_chr17:16028784:+	-1.0351966873706	chr17:16028045:+;chr17:16028784:+	proximal	TRUE
TARDBP	11.2392017240781	0.000800875941925553	0.00401582079451242	0	0.333333333333333	-0.333333333333333	chr1:11024043:+_vs_chr1:11025492:+	-0.666666666666667	chr1:11024043:+;chr1:11025492:+	proximal	TRUE
GAB1	11.2299465240642	0.000804879639444724	0.0040212654145771	0.80952380952381	0	0.80952380952381	chr4:143469223:+_vs_chr4:143470132:+	1.61904761904762	chr4:143469223:+;chr4:143470132:+	distal	TRUE
OGG1	11.2258703184293	0.000806649371327304	0.0040212654145771	0.476190476190476	1	-0.523809523809524	chr3:9757407:+_vs_chr3:9766650:+	-1.04761904761905	chr3:9757407:+;chr3:9766650:+	proximal	TRUE
VCP	11.2208469814059	0.00080883572156451	0.0040212654145771	0.311764705882353	0.103896103896104	0.207868601986249	chr9:35056936:-_vs_chr9:35056563:-	0.415737203972498	chr9:35056563:-;chr9:35056936:-	distal	TRUE
PRPF38B	14.2134162134162	0.00081958855427693	0.00406321444281359	0.575757575757576	0.153846153846154	0.421911421911422	chr1:108699458:+_vs_chr1:108699777:+	0.918414918414919	chr1:108699458:+;chr1:108699777:+;chr1:108700005:+	distal	TRUE
ARL5A	11.153969734769	0.000838520456966823	0.00414536169570922	0.224137931034483	0	0.224137931034483	chr2:151802592:-_vs_chr2:151802392:-	0.448275862068966	chr2:151802392:-;chr2:151802592:-	distal	TRUE
SNX3	11.1400765249272	0.000844824061272315	0.00416479277396886	0.14367816091954	0.0104166666666667	0.133261494252874	chr6:108211536:-_vs_chr6:108211222:-	0.266522988505747	chr6:108211222:-;chr6:108211536:-	distal	TRUE
PTMA	11.1275510911752	0.000850548129052147	0.00418126601256728	0.88755980861244	0.785388127853881	0.102171680758559	chr2:231713104:+_vs_chr2:231713541:+	0.204343361517118	chr2:231713104:+;chr2:231713541:+	distal	TRUE
COPS6	14.1042342292823	0.000865574495671603	0.00424324927347392	0.469026548672566	0.616071428571429	-0.147044879898862	chr7:100089927:+_vs_chr7:100092185:+	-0.294089759797724	chr7:100089927:+;chr7:100091905:+;chr7:100092185:+	proximal	TRUE
CYP7B1	11.0648634453782	0.000879790687575727	0.00430092662032145	0.407407407407407	0.944444444444444	-0.537037037037037	chr8:64596872:-_vs_chr8:64596617:-	-1.07407407407407	chr8:64596617:-;chr8:64596872:-	proximal	TRUE
XPOT	11.0363362756929	0.000893432528852042	0.0043554835781537	1	0.5	0.5	chr12:64424396:+_vs_chr12:64448684:+	1	chr12:64424396:+;chr12:64448684:+	distal	TRUE
CISD2	16.494686965812	0.000897647113627277	0.00436390771306335	0.586666666666667	0.666666666666667	-0.08	chr4:102888044:+_vs_chr4:102888572:+	-0.583333333333333	chr4:102887681:+;chr4:102888044:+;chr4:102888221:+;chr4:102888572:+	proximal	TRUE
RALBP1	10.9947115384615	0.000913722331510913	0.00442978644144103	0.214285714285714	0.923076923076923	-0.708791208791209	chr18:9513278:+_vs_chr18:9517035:+	-1.41758241758242	chr18:9513278:+;chr18:9517035:+	proximal	TRUE
RAD50	10.9557152406417	0.000933153456975194	0.00451152704405362	0.545454545454545	0	0.545454545454545	chr5:132579955:+_vs_chr5:132587598:+	1.09090909090909	chr5:132579955:+;chr5:132587598:+	distal	TRUE
BIRC5	10.9425390221878	0.000939812921415967	0.0045312408711127	0.911764705882353	0.4375	0.474264705882353	chr17:78223504:+_vs_chr17:78224699:+	0.948529411764706	chr17:78223504:+;chr17:78224699:+	distal	TRUE
GLUD1	10.9107785925083	0.000956063335970422	0.00459696206747422	0.900900900900901	0.684210526315789	0.216690374585111	chr10:87057754:-_vs_chr10:87050486:-	0.433380749170223	chr10:87050486:-;chr10:87057754:-	distal	TRUE
ZNF718	10.8587344028521	0.000983308719819961	0.00471504591061211	0.294117647058824	1	-0.705882352941176	chr4:133027:+_vs_chr4:161165:+	-1.41176470588235	chr4:133027:+;chr4:161165:+	proximal	TRUE
SACM1L	10.8518154603681	0.000986989472469475	0.0047197997934167	0.947368421052632	0.409090909090909	0.538277511961722	chr3:45743659:+_vs_chr3:45745409:+	1.07655502392344	chr3:45743659:+;chr3:45745409:+	distal	TRUE
RB1CC1	13.8233444041868	0.000996090738026109	0.00474187310188675	0.347826086956522	0.609375	-0.261548913043478	chr8:52657243:-_vs_chr8:52657181:-	-0.789402173913043	chr8:52657181:-;chr8:52657243:-;chr8:52661118:-	proximal	TRUE
USP48	16.2725755579511	0.000997009216294137	0.00474187310188675	0.383838383838384	0.782608695652174	-0.39877031181379	chr1:21756547:-_vs_chr1:21678910:-	-0.72068511198946	chr1:21678910:-;chr1:21721037:-;chr1:21727851:-;chr1:21756547:-	proximal	TRUE
RAN	16.249155218907	0.00100810288476931	0.00478167719667604	0.096045197740113	0.0738255033557047	0.0222196943844083	chr12:130877306:+_vs_chr12:130877346:+	0.102775565919691	chr12:130876281:+;chr12:130877306:+;chr12:130877346:+;chr12:130877678:+	distal	FALSE
BZW1	20.4283599642116	0.00103827550195429	0.00490376084914641	0.659615384615385	0.771428571428571	-0.111813186813187	chr2:200818026:+_vs_chr2:200823837:+	-0.306868131868132	chr2:200813278:+;chr2:200818026:+;chr2:200818771:+;chr2:200822560:+;chr2:200823655:+;chr2:200823837:+	proximal	TRUE
LRRTM3	10.755979062066	0.00103942965007548	0.00490376084914641	0	0.44	-0.44	chr10:66928312:+_vs_chr10:66929253:+	-0.88	chr10:66928312:+;chr10:66929253:+	proximal	TRUE
RAB14	13.6888888888889	0.00106535793781228	0.0050126090639693	0.592592592592593	0.222222222222222	0.37037037037037	chr9:121180677:-_vs_chr9:121179290:-	0.740740740740741	chr9:121179290:-;chr9:121179706:-;chr9:121180677:-	distal	TRUE
ZC3H13	10.7002314814815	0.00107122130698036	0.00502672030414579	0.666666666666667	0	0.666666666666667	chr13:45970362:-_vs_chr13:45954469:-	1.33333333333333	chr13:45954469:-;chr13:45970362:-	distal	TRUE
PPP4R3B	16.1122579759863	0.00107544421492842	0.005033078925865	0.421383647798742	0.666666666666667	-0.245283018867924	chr2:55574232:-_vs_chr2:55564416:-	-0.729811320754717	chr2:55564416:-;chr2:55564928:-;chr2:55574232:-;chr2:55613997:-	proximal	TRUE
DLGAP4	10.6666666666667	0.0010908351761253	0.00509153120771249	0.775510204081633	0.333333333333333	0.442176870748299	chr20:36527080:+_vs_chr20:36527249:+	0.884353741496599	chr20:36527080:+;chr20:36527249:+	distal	TRUE
GPC4	13.6274590935055	0.00109858801467227	0.00511411662002607	0.746835443037975	0.614678899082569	0.132156543955406	chrX:133302396:-_vs_chrX:133301034:-	0.519219602833585	chrX:133301034:-;chrX:133302396:-;chrX:133302435:-	distal	TRUE
C12orf43	13.616307099763	0.00110473084829947	0.00512910750996185	0.392857142857143	0.807692307692308	-0.414835164835165	chr12:121004371:-_vs_chr12:121003015:-	-0.82967032967033	chr12:121003015:-;chr12:121004223:-;chr12:121004371:-	proximal	TRUE
SDCCAG8	10.6366071428571	0.00110870891394279	0.00513399510282215	0.230769230769231	1	-0.769230769230769	chr1:243305712:+_vs_chr1:243500089:+	-1.53846153846154	chr1:243305712:+;chr1:243500089:+	proximal	TRUE
EXOC7	10.6316557057606	0.00111168138857045	0.00513421272879245	0.304347826086957	0.771428571428571	-0.467080745341615	chr17:76083577:-_vs_chr17:76081016:-	-0.93416149068323	chr17:76081016:-;chr17:76083577:-	proximal	TRUE
RBM7	10.5930335097002	0.00113514572117013	0.00521583615301334	0.8	0	0.8	chr11:114408524:+_vs_chr11:114408909:+	1.6	chr11:114408524:+;chr11:114408909:+	distal	TRUE
RTN3	18.1853373634039	0.00113529880937384	0.00521583615301334	0.525555555555556	0.48989898989899	0.0356565656565657	chr11:63759054:+_vs_chr11:63759757:+	0.196767676767677	chr11:63716293:+;chr11:63758424:+;chr11:63759054:+;chr11:63759757:+;chr11:63759888:+	distal	FALSE
MED8	10.5334821428571	0.00117231122969595	0.0053718177757608	0.777777777777778	0	0.777777777777778	chr1:43384946:-_vs_chr1:43384780:-	1.55555555555556	chr1:43384780:-;chr1:43384946:-	distal	TRUE
UBE2N	10.4952637987013	0.00119680926220246	0.00546979233115968	0.64	0.142857142857143	0.497142857142857	chr12:93409357:-_vs_chr12:93408365:-	0.994285714285714	chr12:93408365:-;chr12:93409357:-	distal	TRUE
MORF4L1	15.8741202401066	0.00120339777450415	0.00548561842663581	0.711771177117712	0.610486891385768	0.101284285731944	chr15:78891014:+_vs_chr15:78897216:+	0.286498312752624	chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+	distal	TRUE
WWC2	13.4181818181818	0.00121977250481151	0.00554585685477774	0.391304347826087	0.521739130434783	-0.130434782608696	chr4:183240262:+_vs_chr4:183245530:+	-0.91304347826087	chr4:183240262:+;chr4:183245530:+;chr4:183259678:+	proximal	TRUE
FANCL	10.450608974359	0.00122609026645371	0.00556017678973193	0.78125	0	0.78125	chr2:58159670:-_vs_chr2:58159243:-	1.5625	chr2:58159243:-;chr2:58159670:-	distal	TRUE
PCMTD2	10.433269382133	0.00123765463014721	0.00559815431935141	0.52	0.0454545454545455	0.474545454545455	chr20:64273284:+_vs_chr20:64273968:+	0.949090909090909	chr20:64273284:+;chr20:64273968:+	distal	TRUE
DMTF1	13.3765632515633	0.00124542103466518	0.00561880184019895	0.277777777777778	0.660714285714286	-0.382936507936508	chr7:87179592:+_vs_chr7:87196050:+	-0.765873015873016	chr7:87179592:+;chr7:87182173:+;chr7:87196050:+	proximal	TRUE
TMBIM6	17.8925514033794	0.00129521636324014	0.00582847363458064	0.570578231292517	0.520161290322581	0.0504169409699363	chr12:49761778:+_vs_chr12:49763005:+	0.209348255431205	chr12:49761778:+;chr12:49763005:+;chr12:49763409:+;chr12:49764759:+;chr12:49764921:+	distal	TRUE
RPP30	10.3127980922099	0.00132110825760822	0.00592978258849727	0.486486486486487	0	0.486486486486487	chr10:90900751:+_vs_chr10:90900843:+	0.972972972972973	chr10:90900751:+;chr10:90900843:+	distal	TRUE
COL6A1	10.2880195099819	0.00133896726562515	0.00599461109992893	1	0.344827586206897	0.655172413793103	chr21:46004106:+_vs_chr21:46005048:+	1.31034482758621	chr21:46004106:+;chr21:46005048:+	distal	TRUE
SRSF3	17.786226161004	0.00135863574161658	0.00606719014386031	0.6075	0.616834170854271	-0.00933417085427135	chr6:36602293:+_vs_chr6:36602784:+	-0.24107202680067	chr6:36600198:+;chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	proximal	TRUE
HES1	13.0672505817797	0.00145372610525875	0.00647535359068302	0.506622516556291	0.496056782334385	0.0105657342219066	chr3:194138485:+_vs_chr3:194138604:+	0.093394196419245	chr3:194138485:+;chr3:194138604:+;chr3:194138732:+	distal	FALSE
SUPT4H1	10.1209304476508	0.00146594975977623	0.00651327045166402	0.584905660377358	0.142857142857143	0.442048517520216	chr17:58345911:-_vs_chr17:58345191:-	0.884097035040431	chr17:58345191:-;chr17:58345911:-	distal	TRUE
SBDSP1	12.9162561576355	0.0015677276279335	0.00694788380561439	0.6375	0.6	0.0375	chr7:72833797:+_vs_chr7:72837102:+	0.675	chr7:72833797:+;chr7:72837102:+;chr7:72837376:+	distal	TRUE
TOPBP1	12.9068401201356	0.00157512592098624	0.00696169799850687	0.608695652173913	0.259259259259259	0.349436392914654	chr3:133656681:-_vs_chr3:133600650:-	0.698872785829308	chr3:133600650:-;chr3:133644135:-;chr3:133656681:-	distal	TRUE
RABGGTB	9.98433194127854	0.00157877823555882	0.00696169799850687	0.464285714285714	0	0.464285714285714	chr1:75794834:+_vs_chr1:75795063:+	0.928571428571429	chr1:75794834:+;chr1:75795063:+	distal	TRUE
TRIM27	12.8763932623582	0.001599288188075	0.00703446308288626	0.416666666666667	0.3	0.116666666666667	chr6:28921954:-_vs_chr6:28903842:-	0.706666666666667	chr6:28903002:-;chr6:28903842:-;chr6:28921954:-	distal	TRUE
PBXIP1	9.95187621832359	0.00160685549003993	0.00705007846255017	0.866666666666667	0.263157894736842	0.603508771929825	chr1:154944441:-_vs_chr1:154944080:-	1.20701754385965	chr1:154944080:-;chr1:154944441:-	distal	TRUE
PPP1CB	15.1726189754209	0.00167492086955329	0.00733038934181052	0.748502994011976	0.795698924731183	-0.0471959307192068	chr2:28799298:+_vs_chr2:28799533:+	-0.258933745412401	chr2:28799298:+;chr2:28799533:+;chr2:28799875:+;chr2:28801037:+	proximal	TRUE
NABP2	12.7763486842105	0.00168132292161191	0.00734010379957438	0.63	0.289473684210526	0.340526315789474	chr12:56229577:+_vs_chr12:56229854:+	0.681052631578947	chr12:56229577:+;chr12:56229772:+;chr12:56229854:+	distal	TRUE
LRRC59	9.84638188608777	0.00170166113503777	0.00741045978161608	0.7	0	0.7	chr17:50382673:-_vs_chr17:50381238:-	1.4	chr17:50381238:-;chr17:50382673:-	distal	TRUE
ENC1	9.82120314940135	0.00172511455112371	0.00749400009213395	0.365079365079365	0.130952380952381	0.234126984126984	chr5:74629891:-_vs_chr5:74627409:-	0.468253968253968	chr5:74627409:-;chr5:74629891:-	distal	TRUE
PSAP	9.73490951121878	0.00180800915456826	0.00783470633646246	0.726635514018692	0.602739726027397	0.123895787991294	chr10:71816549:-_vs_chr10:71816298:-	0.247791575982589	chr10:71816298:-;chr10:71816549:-	distal	TRUE
SPARC	9.71337724278901	0.00182931534796074	0.00790750846224409	0.172297297297297	0.0906862745098039	0.0816110227874934	chr5:151662440:-_vs_chr5:151661447:-	0.163222045574987	chr5:151661447:-;chr5:151662440:-	distal	FALSE
TUBB6	9.6802505724512	0.00186259226482777	0.00803157106823769	0.142857142857143	0.666666666666667	-0.523809523809524	chr18:12326569:+_vs_chr18:12329826:+	-1.04761904761905	chr18:12326569:+;chr18:12329826:+	proximal	TRUE
TMED10	12.548861581512	0.00188386306092052	0.00810338154881252	0.2	0.297872340425532	-0.0978723404255319	chr14:75133185:-_vs_chr14:75131469:-	-0.331205673758865	chr14:75131469:-;chr14:75133185:-;chr14:75134244:-	proximal	TRUE
PPP2R5E	12.5302247661594	0.00190149971005216	0.00815924692210646	0.53448275862069	0.153846153846154	0.380636604774536	chr14:63376081:-_vs_chr14:63376003:-	0.949602122015915	chr14:63375842:-;chr14:63376003:-;chr14:63376081:-	distal	TRUE
GRIA2	9.56282227873137	0.00198557605744102	0.00849923409953412	0.363636363636364	0.923076923076923	-0.559440559440559	chr4:157321566:+_vs_chr4:157333307:+	-1.11888111888112	chr4:157321566:+;chr4:157333307:+	proximal	TRUE
STMN1	14.7965618890518	0.00199901800072643	0.00853595277682455	0.344605475040258	0.359761295822677	-0.0151558207824192	chr1:25900561:-_vs_chr1:25900262:-	-0.0702614379084968	chr1:25900120:-;chr1:25900262:-;chr1:25900561:-;chr1:25901556:-	proximal	FALSE
CTNNB1	12.4208609867778	0.00200837268677886	0.00855508268275947	0.75	0.840909090909091	-0.0909090909090909	chr3:41240180:+_vs_chr3:41240445:+	-0.453812316715543	chr3:41225794:+;chr3:41240180:+;chr3:41240445:+	proximal	TRUE
RRP1B	9.52777777777778	0.00202385029001443	0.00860013864158676	0.761904761904762	0	0.761904761904762	chr21:43686914:+_vs_chr21:43688169:+	1.52380952380952	chr21:43686914:+;chr21:43688169:+	distal	TRUE
PDIA3	14.7598654885996	0.00203379574535735	0.00862152544227571	0.689265536723164	0.711267605633803	-0.022002068910639	chr15:43769565:+_vs_chr15:43771182:+	0.201503938887563	chr15:43765548:+;chr15:43769565:+;chr15:43771182:+;chr15:43771540:+	distal	TRUE
PTPRM	9.51270308355438	0.00204054358064503	0.0086292867085109	0.743589743589744	0	0.743589743589744	chr18:8143778:+_vs_chr18:8406846:+	1.48717948717949	chr18:8143778:+;chr18:8406846:+	distal	TRUE
ZMAT2	9.49525237381309	0.00206004245888071	0.00869080412340299	0.111111111111111	0.758620689655172	-0.647509578544061	chr5:140704504:+_vs_chr5:140706663:+	-1.29501915708812	chr5:140704504:+;chr5:140706663:+	proximal	TRUE
MAP1LC3B	12.2847144633936	0.00214984994629999	0.00904792963011149	0.634831460674157	0.5	0.134831460674157	chr16:87403382:+_vs_chr16:87404687:+	0.455056179775281	chr16:87403382:+;chr16:87404687:+;chr16:87404774:+	distal	TRUE
RAB3GAP1	9.40979020979021	0.00215829919689719	0.00905974363058476	0.733333333333333	0	0.733333333333333	chr2:135130656:+_vs_chr2:135137446:+	1.46666666666667	chr2:135130656:+;chr2:135137446:+	distal	TRUE
MCUB	9.4058166969147	0.00216298152775784	0.00905974363058476	0.413793103448276	0.0416666666666667	0.372126436781609	chr4:109687713:+_vs_chr4:109688638:+	0.744252873563218	chr4:109687713:+;chr4:109688638:+	distal	TRUE
SC5D	9.33579072732152	0.00224721103895648	0.00938219265914784	0.494505494505495	0.782608695652174	-0.288103201146679	chr11:121308169:+_vs_chr11:121308633:+	-0.576206402293359	chr11:121308169:+;chr11:121308633:+	proximal	TRUE
KIF5B	9.33298280666702	0.00225065704245085	0.00938219265914784	0.181818181818182	0.80952380952381	-0.627705627705628	chr10:32033846:-_vs_chr10:32022200:-	-1.25541125541126	chr10:32022200:-;chr10:32033846:-	proximal	TRUE
ZEB1	14.4679453778374	0.00233269090209436	0.00970111974686163	0.194003527336861	0.179775280898876	0.0142282464379843	chr10:31527051:+_vs_chr10:31527413:+	0.189703347006718	chr10:31520822:+;chr10:31524017:+;chr10:31527051:+;chr10:31527413:+	distal	FALSE
LYPLAL1	9.24247159090909	0.00236465569885709	0.00981080555908792	0.233333333333333	0.818181818181818	-0.584848484848485	chr1:219211827:+_vs_chr1:219212010:+	-1.16969696969697	chr1:219211827:+;chr1:219212010:+	proximal	TRUE
DERL2	9.19862584733274	0.002421968719446	0.0100248941099711	0.103448275862069	0.555555555555556	-0.452107279693487	chr17:5474290:-_vs_chr17:5471259:-	-0.904214559386973	chr17:5471259:-;chr17:5474290:-	proximal	TRUE
RUVBL1	9.16132089012695	0.00247184084792129	0.0102072486778867	0.758620689655172	0.439024390243902	0.31959629941127	chr3:128100648:-_vs_chr3:128080963:-	0.63919259882254	chr3:128080963:-;chr3:128100648:-	distal	TRUE
OS9	11.9771052631579	0.002507290398183	0.0103293301615286	0.661538461538462	0.855769230769231	-0.194230769230769	chr12:57719089:+_vs_chr12:57721557:+	-0.388461538461539	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	TRUE
RBM25	21.9978532453071	0.00254257967229272	0.0104501810886972	0.615989515072084	0.476808905380334	0.13918060969175	chr14:73101179:+_vs_chr14:73111711:+	0.262123197903014	chr14:73101179:+;chr14:73103245:+;chr14:73106039:+;chr14:73106259:+;chr14:73107849:+;chr14:73110926:+;chr14:73111711:+;chr14:73112194:+	distal	TRUE
EMX2	14.2197606447606	0.00262078101381532	0.010746426820668	0.59375	0.643939393939394	-0.0501893939393939	chr10:117548325:+_vs_chr10:117549548:+	-0.434659090909091	chr10:117548235:+;chr10:117548325:+;chr10:117548788:+;chr10:117549548:+	proximal	TRUE
MRPS28	11.854103343465	0.00266633163234929	0.010900246463211	0.585106382978723	1	-0.414893617021277	chr8:79919001:-_vs_chr8:79918717:-	-0.829787234042553	chr8:79918717:-;chr8:79918860:-;chr8:79919001:-	proximal	TRUE
SUPT16H	16.2756639194139	0.00267071565765284	0.010900246463211	0.534313725490196	0.446428571428571	0.0878851540616246	chr14:21363439:-_vs_chr14:21351476:-	0.542717086834734	chr14:21351476:-;chr14:21352683:-;chr14:21363439:-;chr14:21370336:-;chr14:21370437:-	distal	TRUE
HNRNPA0	11.8409791412578	0.00268388590355557	0.0109285841316474	0.588235294117647	0.4	0.188235294117647	chr5:137753142:-_vs_chr5:137752617:-	0.742352941176471	chr5:137751573:-;chr5:137752617:-;chr5:137753142:-	distal	TRUE
ITSN1	8.93968253968254	0.00279041212694528	0.0113360492657152	0.628571428571429	0	0.628571428571429	chr21:33774850:+_vs_chr21:33794454:+	1.25714285714286	chr21:33774850:+;chr21:33794454:+	distal	TRUE
ATP5PB	8.92418684685803	0.00281418626007358	0.011406228375125	0.130434782608696	0	0.130434782608696	chr1:111461330:+_vs_chr1:111461407:+	0.260869565217391	chr1:111461330:+;chr1:111461407:+	distal	TRUE
TMEM14A	8.91925717082681	0.00282179262086735	0.0114107051834613	0.753424657534247	1	-0.246575342465753	chr6:52686278:+_vs_chr6:52686588:+	-0.493150684931507	chr6:52686278:+;chr6:52686588:+	proximal	TRUE
PPP1CC	8.8779906787174	0.00288629032948075	0.0116266296386835	0.588235294117647	0.854838709677419	-0.266603415559772	chr12:110719905:-_vs_chr12:110719811:-	-0.533206831119545	chr12:110719811:-;chr12:110719905:-	proximal	TRUE
CZIB	8.87401556776557	0.00289258178454523	0.0116266296386835	0.538461538461538	0	0.538461538461538	chr1:53214473:-_vs_chr1:53214157:-	1.07692307692308	chr1:53214157:-;chr1:53214473:-	distal	TRUE
NORAD	8.87244971264368	0.00289506390433315	0.0116266296386835	0.392857142857143	0.857142857142857	-0.464285714285714	chr20:36047169:-_vs_chr20:36045629:-	-0.928571428571428	chr20:36045629:-;chr20:36047169:-	proximal	TRUE
CCT8	13.9933164910943	0.00291426430255517	0.0116770179246217	0.795045045045045	0.909465020576132	-0.114419975531087	chr21:29061531:-_vs_chr21:29056326:-	-0.194611277944611	chr21:29056326:-;chr21:29061272:-;chr21:29061531:-;chr21:29063484:-	proximal	FALSE
HNRNPC	11.6636939418631	0.00293265544569601	0.0117239414742517	0.369266055045872	0.288888888888889	0.0803771661569827	chr14:21211868:-_vs_chr14:21210567:-	0.160754332313965	chr14:21210567:-;chr14:21210937:-;chr14:21211868:-	distal	FALSE
RUSC1	8.81669330175764	0.00298487085697156	0.0119055644408752	0.540540540540541	1	-0.459459459459459	chr1:155330730:+_vs_chr1:155331114:+	-0.918918918918919	chr1:155330730:+;chr1:155331114:+	proximal	TRUE
LDLRAD3	8.80659692168915	0.00300143326261814	0.0119444793104191	0.352941176470588	0.0512820512820513	0.301659125188537	chr11:36231324:+_vs_chr11:36232150:+	0.603318250377074	chr11:36231324:+;chr11:36232150:+	distal	TRUE
RPL7L1	15.9902832962492	0.00303222976694962	0.0120397358393588	0.54296875	0.738636363636364	-0.195667613636364	chr6:42887433:+_vs_chr6:42887905:+	-0.53125	chr6:42886844:+;chr6:42887290:+;chr6:42887433:+;chr6:42887905:+;chr6:42889889:+	proximal	TRUE
PCLAF	8.74711968120581	0.00310091446872847	0.0122758376610936	0.0595238095238095	0.28125	-0.22172619047619	chr15:64365588:-_vs_chr15:64365429:-	-0.443452380952381	chr15:64365429:-;chr15:64365588:-	proximal	TRUE
AP2B1	8.74431818181818	0.00310568200656727	0.0122758376610936	0.157894736842105	0.684210526315789	-0.526315789473684	chr17:35598278:+_vs_chr17:35724089:+	-1.05263157894737	chr17:35598278:+;chr17:35724089:+	proximal	TRUE
ZNF300	8.70682565789474	0.00317020759757478	0.0125027288398736	0.72	0.1	0.62	chr5:150895020:-_vs_chr5:150894399:-	1.24	chr5:150894399:-;chr5:150895020:-	distal	TRUE
NPM1	15.8819391402863	0.00318174486240045	0.0125200946939749	0.855072463768116	0.783870967741935	0.0712014960261805	chr5:171410570:+_vs_chr5:171410884:+	0.224559763129188	chr5:171400195:+;chr5:171405383:+;chr5:171406727:+;chr5:171410570:+;chr5:171410884:+	distal	TRUE
PTPRZ1	21.4194857804144	0.00319645042310723	0.0125498221309915	0.578692493946731	0.501428571428571	0.0772639225181597	chr7:121968006:+_vs_chr7:122062036:+	0.183672316384181	chr7:121968006:+;chr7:121968063:+;chr7:121972610:+;chr7:122004659:+;chr7:122010588:+;chr7:122038883:+;chr7:122059821:+;chr7:122062036:+	distal	FALSE
