gene_id	chisq	pvalue	adj_pvalue	PgG2M	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
HSPA5	17.1958218559886	0.00177072632250728	0.0106737735533462	0.768292682926829	0.671006944444444	-0.0972857384823849	chr9:125240207:-_vs_chr9:125236815:-	-0.285569105691057	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	proximal	TRUE
NKTR	9.6140006002401	0.00193099519529408	0.0115859711717645	0	0.666666666666667	0.666666666666667	chr3:42629028:+_vs_chr3:42637027:+	1.33333333333333	chr3:42629028:+;chr3:42637027:+	distal	TRUE
GRSF1	14.8420698924731	0.00195670766913016	0.0116861434985838	0.25	0.575268817204301	0.325268817204301	chr4:70820709:-_vs_chr4:70820653:-	0.895161290322581	chr4:70819531:-;chr4:70819774:-;chr4:70820653:-;chr4:70820709:-	distal	TRUE
HNRNPM	12.4214040368482	0.00200782743734222	0.0119116394496277	0.823529411764706	0.84297520661157	0.0194457948468644	chr19:8466261:+_vs_chr19:8473702:+	0.163622473782902	chr19:8466261:+;chr19:8473702:+;chr19:8489114:+	distal	FALSE
BRD4	9.53778374916028	0.00201284648107135	0.0119116394496277	0.272727272727273	0.869565217391304	0.596837944664032	chr19:15256199:-_vs_chr19:15256100:-	1.19367588932806	chr19:15256100:-;chr19:15256199:-	distal	TRUE
CENPN	9.50688352826511	0.00204702528380128	0.012043304103781	0	0.342105263157895	0.342105263157895	chr16:81022874:+_vs_chr16:81029377:+	0.684210526315789	chr16:81022874:+;chr16:81029377:+	distal	TRUE
XRCC1	9.50092740260626	0.00205368071522809	0.012043304103781	0.545454545454545	0.916666666666667	0.371212121212121	chr19:43552856:-_vs_chr19:43543311:-	0.742424242424242	chr19:43543311:-;chr19:43552856:-	distal	TRUE
HNRNPA1	14.6937746498121	0.00209795132887833	0.0122474996496681	0.477533960292581	0.524503847711624	0.0469698874190431	chr12:54284881:+_vs_chr12:54285246:+	0.178153936397536	chr12:54284578:+;chr12:54284881:+;chr12:54285246:+;chr12:54287087:+	distal	FALSE
CCAR1	9.45	0.0021114910066706	0.0122712661194848	0.464285714285714	1	0.535714285714286	chr10:68749254:+_vs_chr10:68761114:+	1.07142857142857	chr10:68749254:+;chr10:68761114:+	distal	TRUE
PLPP5	12.2727272727273	0.00216277396889654	0.0125131922486157	0.5	0.465909090909091	-0.0340909090909091	chr8:38266982:-_vs_chr8:38263509:-	-0.954545454545455	chr8:38263130:-;chr8:38263509:-;chr8:38266982:-	proximal	TRUE
KPNB1	14.6166717284841	0.0021753367115712	0.0125299394586501	0.371069182389937	0.42018779342723	0.049118611037293	chr17:47682697:+_vs_chr17:47683532:+	0.302285410576668	chr17:47659989:+;chr17:47682697:+;chr17:47683446:+;chr17:47683532:+	distal	TRUE
PGRMC2	12.2265568861858	0.00221328278374335	0.0126920995032362	0.608695652173913	0.414893617021277	-0.193802035152636	chr4:128270140:-_vs_chr4:128269250:-	-0.661424606845513	chr4:128269250:-;chr4:128270140:-;chr4:128270748:-	proximal	TRUE
INSIG1	14.5667878787879	0.00222690458369517	0.0127139574469997	0.666666666666667	0.656969696969697	-0.00969696969696954	chr7:155308762:+_vs_chr7:155310235:+	0.676363636363636	chr7:155303734:+;chr7:155308595:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
SERBP1	12.1875	0.00225692954014803	0.0128288626492625	1	0.545454545454545	-0.454545454545455	chr1:67412863:-_vs_chr1:67411053:-	-0.909090909090909	chr1:67411053:-;chr1:67412788:-;chr1:67412863:-	proximal	TRUE
ADK	14.4515619515619	0.00235070036128912	0.0133035269355053	0.222222222222222	0.414414414414414	0.192192192192192	chr10:74708529:+_vs_chr10:74709026:+	0.594594594594595	chr10:74398519:+;chr10:74708529:+;chr10:74708701:+;chr10:74709026:+	distal	TRUE
HNRNPA3	16.5038097666709	0.0024125393363074	0.0135559626194121	0.421428571428571	0.461180124223602	0.0397515527950311	chr2:177216037:+_vs_chr2:177219778:+	0.498136645962733	chr2:177216037:+;chr2:177216188:+;chr2:177219778:+;chr2:177220127:+;chr2:177220534:+	distal	TRUE
HAT1	12.0473465542418	0.00242076111696094	0.0135559626194121	0.846153846153846	0.52112676056338	-0.325027085590466	chr2:171983625:+_vs_chr2:171983686:+	-0.750812567713976	chr2:171979340:+;chr2:171983625:+;chr2:171983686:+	proximal	TRUE
SRSF4	9.19506504524887	0.00242668466643796	0.0135559626194121	0	0.435897435897436	0.435897435897436	chr1:29147837:-_vs_chr1:29147743:-	0.871794871794872	chr1:29147743:-;chr1:29147837:-	distal	TRUE
KDELR2	9.17562724014337	0.00245259297708899	0.0136017464421472	0	0.645161290322581	0.645161290322581	chr7:6461760:-_vs_chr7:6461089:-	1.29032258064516	chr7:6461089:-;chr7:6461760:-	distal	TRUE
CEP70	14.3583039496486	0.00245587088538768	0.0136017464421472	0.588652482269504	0.25	-0.338652482269504	chr3:138570348:-_vs_chr3:138497232:-	-0.670212765957447	chr3:138494344:-;chr3:138497232:-;chr3:138529424:-;chr3:138570348:-	proximal	TRUE
CBX5	11.9635924494649	0.00252428802898959	0.0139211799385979	0.655172413793103	0.4	-0.255172413793103	chr12:54241769:-_vs_chr12:54230946:-	-0.510344827586207	chr12:54230946:-;chr12:54240386:-;chr12:54241769:-	proximal	TRUE
PRDX6	9.09341973396501	0.00256530763155228	0.0140874520783549	1	0.571428571428571	-0.428571428571429	chr1:173488015:+_vs_chr1:173488802:+	-0.857142857142857	chr1:173488015:+;chr1:173488802:+	proximal	TRUE
MTDH	11.9021943573668	0.00260298301362272	0.014234033694747	0.235294117647059	0.217647058823529	-0.0176470588235294	chr8:97661166:+_vs_chr8:97686717:+	-0.317647058823529	chr8:97661166:+;chr8:97686717:+;chr8:97713735:+	proximal	TRUE
TMBIM6	14.1828266350798	0.00266656715233117	0.0145204665101731	0.657407407407407	0.577464788732394	-0.0799426186750131	chr12:49763005:+_vs_chr12:49764921:+	-0.265649452269171	chr12:49761778:+;chr12:49763005:+;chr12:49764759:+;chr12:49764921:+	proximal	TRUE
BNIP3L	8.99513725490196	0.00270698942529757	0.0146789050007768	0.941176470588235	0.44	-0.501176470588235	chr8:26411077:+_vs_chr8:26413124:+	-1.00235294117647	chr8:26411077:+;chr8:26413124:+	proximal	TRUE
GET1	11.8048131329827	0.0027328600891355	0.014692299567855	0.565217391304348	0.338095238095238	-0.22712215320911	chr21:39397700:+_vs_chr21:39397889:+	-0.454244306418219	chr21:39397700:+;chr21:39397788:+;chr21:39397889:+	proximal	TRUE
ATP6V1B2	8.97662337662338	0.00273455518654061	0.014692299567855	0.111111111111111	0.711111111111111	0.6	chr8:20220526:+_vs_chr8:20221674:+	1.2	chr8:20220526:+;chr8:20221674:+	distal	TRUE
PRKAR1A	8.97067680794815	0.0027434695180717	0.014692299567855	0.2	0.615384615384615	0.415384615384615	chr17:68532216:+_vs_chr17:68532762:+	0.830769230769231	chr17:68532216:+;chr17:68532762:+	distal	TRUE
MRPS5	8.94269304682041	0.00278581699580324	0.014857690644284	0	0.60377358490566	0.60377358490566	chr2:95109948:-_vs_chr2:95087207:-	1.20754716981132	chr2:95087207:-;chr2:95109948:-	distal	TRUE
TMCO3	8.90844204528415	0.00283855330721241	0.0150769060907676	0	0.684210526315789	0.684210526315789	chr13:113500032:+_vs_chr13:113550229:+	1.36842105263158	chr13:113500032:+;chr13:113550229:+	distal	TRUE
PABPC1	11.6343458458988	0.00297600666345571	0.015742467901382	0.321052631578947	0.454929577464789	0.133876945885841	chr8:100703295:-_vs_chr8:100703118:-	0.304670126019274	chr8:100702930:-;chr8:100703118:-;chr8:100703295:-	distal	TRUE
PRPF39	11.5991081382386	0.0030289051265958	0.0159571587157242	0.233333333333333	0.652173913043478	0.418840579710145	chr14:45109687:+_vs_chr14:45114241:+	0.83768115942029	chr14:45109687:+;chr14:45112379:+;chr14:45114241:+	distal	TRUE
CAPZB	8.75505264422543	0.00308745460506157	0.016139389065235	0.857142857142857	0.476635514018692	-0.380507343124166	chr1:19339115:-_vs_chr1:19338779:-	-0.761014686248331	chr1:19338779:-;chr1:19339115:-	proximal	TRUE
DNAJC8	11.5602031996398	0.00308840161124867	0.016139389065235	0.824324324324324	0.60989010989011	-0.214434214434214	chr1:28201265:-_vs_chr1:28200557:-	-0.537867537867538	chr1:28200557:-;chr1:28201265:-;chr1:28205298:-	proximal	TRUE
CKAP2	19.7178736368117	0.00310835274034135	0.0161544402372471	0.505112474437628	0.407407407407407	-0.0977050670302205	chr13:52462462:+_vs_chr13:52476627:+	-0.221540558963872	chr13:52460972:+;chr13:52461298:+;chr13:52462462:+;chr13:52465344:+;chr13:52468337:+;chr13:52474084:+;chr13:52476627:+	proximal	TRUE
GDI2	8.73546245421245	0.00312080155098809	0.0161544402372471	0.59375	0.855769230769231	0.262019230769231	chr10:5765913:-_vs_chr10:5765223:-	0.524038461538461	chr10:5765223:-;chr10:5765913:-	distal	TRUE
FAM210B	8.73086734693877	0.00312867631138042	0.0161544402372471	1	0.333333333333333	-0.666666666666667	chr20:56367189:+_vs_chr20:56368658:+	-1.33333333333333	chr20:56367189:+;chr20:56368658:+	proximal	TRUE
MEAF6	11.4826802059497	0.00321046304015127	0.0165109527779208	0.604166666666667	0.717391304347826	0.113224637681159	chr1:37493311:-_vs_chr1:37493178:-	0.605072463768116	chr1:37493178:-;chr1:37493311:-;chr1:37501813:-	distal	TRUE
C14orf119	8.62222249546418	0.00332086412656508	0.0170112249329184	0.0769230769230769	0.4375	0.360576923076923	chr14:23098489:+_vs_chr14:23098586:+	0.721153846153846	chr14:23098489:+;chr14:23098586:+	distal	TRUE
ZNF207	8.55261325574487	0.00345026567590022	0.0176045051809712	0.0769230769230769	0.336448598130841	0.259525521207764	chr17:32370330:+_vs_chr17:32370449:+	0.519051042415528	chr17:32370330:+;chr17:32370449:+	distal	TRUE
PPP2R5E	11.3058327978868	0.00350727323708832	0.0178252004520253	0.478260869565217	0.53448275862069	0.0562218890554723	chr14:63376081:-_vs_chr14:63376003:-	0.625187406296852	chr14:63375842:-;chr14:63376003:-;chr14:63376081:-	distal	TRUE
CDK2	8.4374716553288	0.0036756694102966	0.0186080763896265	0	0.571428571428571	0.571428571428571	chr12:55971899:+_vs_chr12:55972532:+	1.14285714285714	chr12:55971899:+;chr12:55972532:+	distal	TRUE
PEX2	8.42150198147441	0.00370809345694319	0.0186991794560248	1	0.3125	-0.6875	chr8:76982921:-_vs_chr8:76982061:-	-1.375	chr8:76982061:-;chr8:76982921:-	proximal	TRUE
HSPD1	19.2691205451084	0.00373246687517493	0.0187015414354563	0.690476190476191	0.66193853427896	-0.0285376561972307	chr2:197489065:-_vs_chr2:197488453:-	-0.347011144883485	chr2:197486584:-;chr2:197488310:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-;chr2:197494658:-;chr2:197497292:-	proximal	TRUE
MXI1	8.40717866093806	0.00373742224674629	0.0187015414354563	0.736842105263158	0	-0.736842105263158	chr10:110285108:+_vs_chr10:110286092:+	-1.47368421052632	chr10:110285108:+;chr10:110286092:+	proximal	TRUE
SUPT16H	13.4225991399904	0.00380638208905365	0.0189733507208212	0.166666666666667	0.572463768115942	0.405797101449275	chr14:21370437:-_vs_chr14:21351476:-	0.902173913043478	chr14:21351476:-;chr14:21363439:-;chr14:21370336:-;chr14:21370437:-	distal	TRUE
TSR1	8.34821428571428	0.00386066572228964	0.0191702022072313	0.8	0.235294117647059	-0.564705882352941	chr17:2332254:-_vs_chr17:2323982:-	-1.12941176470588	chr17:2323982:-;chr17:2332254:-	proximal	TRUE
MARCHF7	13.3650437023733	0.00391014209203179	0.0192904298916931	0.466666666666667	0.447368421052632	-0.0192982456140351	chr2:159747856:+_vs_chr2:159748898:+	-0.518421052631579	chr2:159747856:+;chr2:159748898:+;chr2:159767941:+;chr2:159768573:+	proximal	TRUE
HSP90AB1	15.4143554447921	0.00391464742400871	0.0192904298916931	0.667207792207792	0.568945538818077	-0.0982622533897156	chr6:44250447:+_vs_chr6:44253883:+	-0.227250154248996	chr6:44250383:+;chr6:44250447:+;chr6:44251139:+;chr6:44252254:+;chr6:44253883:+	proximal	TRUE
IMP4	8.30641322412156	0.00395053305499616	0.0193935259063448	0	0.8	0.8	chr2:130346624:+_vs_chr2:130347810:+	1.6	chr2:130346624:+;chr2:130347810:+	distal	TRUE
CHMP5	8.25238043880193	0.00406985954590043	0.0199039168735357	0.555555555555556	0.894736842105263	0.339181286549708	chr9:33281169:+_vs_chr9:33281510:+	0.678362573099415	chr9:33281169:+;chr9:33281510:+	distal	TRUE
EZH2	13.181651230948	0.00425979679471789	0.0206659508297644	0.300813008130081	0.543478260869565	0.242665252739484	chr7:148828769:-_vs_chr7:148807374:-	0.547720042417815	chr7:148807374:-;chr7:148817899:-;chr7:148827164:-;chr7:148828769:-	distal	TRUE
KAT6B	8.16924607385399	0.00426066131193214	0.0206659508297644	0	0.645161290322581	0.645161290322581	chr10:74960038:+_vs_chr10:74972543:+	1.29032258064516	chr10:74960038:+;chr10:74972543:+	distal	TRUE
LARP7	13.1747638326586	0.00427351452343893	0.0206659508297644	0.56140350877193	0.448717948717949	-0.112685560053981	chr4:112647797:+_vs_chr4:112657586:+	-0.62753036437247	chr4:112647271:+;chr4:112647303:+;chr4:112647797:+;chr4:112657586:+	proximal	TRUE
KIF5C	13.1568186233406	0.00430946197137153	0.0207131029605529	0.355555555555556	0.363453815261044	0.00789825970548858	chr2:148946951:+_vs_chr2:148962060:+	0.547389558232932	chr2:148946951:+;chr2:148962060:+;chr2:148983686:+;chr2:149011683:+	distal	TRUE
PAQR8	8.14616606314719	0.00431522978344851	0.0207131029605529	1	0.150943396226415	-0.849056603773585	chr6:52405812:+_vs_chr6:52406150:+	-1.69811320754717	chr6:52405812:+;chr6:52406150:+	proximal	TRUE
RABL6	10.8755760368664	0.00434909275182265	0.0207986133076094	1	0.571428571428571	-0.428571428571429	chr9:136831054:+_vs_chr9:136840341:+	-0.857142857142857	chr9:136831054:+;chr9:136840209:+;chr9:136840341:+	proximal	TRUE
EIF4E2	8.0852853440266	0.00446261040300208	0.0212630260378334	0.846153846153846	0.181818181818182	-0.664335664335664	chr2:232569210:+_vs_chr2:232583641:+	-1.32867132867133	chr2:232569210:+;chr2:232583641:+	proximal	TRUE
SRI	10.8016083974732	0.00451295017405026	0.0214241151119749	0.474137931034483	0.295081967213115	-0.179055963821368	chr7:88206289:-_vs_chr7:88205115:-	-0.358111927642736	chr7:88205115:-;chr7:88205851:-;chr7:88206289:-	proximal	TRUE
MORF4L2	10.773354435247	0.00457715699236034	0.0216496184748139	0.853260869565217	0.957983193277311	0.104722323712094	chrX:103676467:-_vs_chrX:103675498:-	0.209444647424187	chrX:103675498:-;chrX:103675936:-;chrX:103676467:-	distal	TRUE
VBP1	10.7533772170603	0.00462310552324076	0.0217874354840728	0.793103448275862	0.900709219858156	0.107605771582294	chrX:155238858:+_vs_chrX:155238990:+	0.25654194179506	chrX:155238858:+;chrX:155238990:+;chrX:155239814:+	distal	TRUE
CANT1	8.01032608695652	0.00465113616474681	0.0218401176431589	1	0.260869565217391	-0.739130434782609	chr17:78993065:-_vs_chr17:78991716:-	-1.47826086956522	chr17:78991716:-;chr17:78993065:-	proximal	TRUE
PWP1	10.6862808754701	0.00478083320148429	0.0223680860257171	0.222222222222222	0.513513513513514	0.291291291291291	chr12:107712468:+_vs_chr12:107713162:+	0.795795795795796	chr12:107697588:+;chr12:107712468:+;chr12:107713162:+	distal	TRUE
TRIM24	10.6444418386492	0.00488189937172401	0.0227587826825695	0.25	0.371951219512195	0.121951219512195	chr7:138525322:+_vs_chr7:138580656:+	0.871951219512195	chr7:138525322:+;chr7:138580656:+;chr7:138583907:+	distal	TRUE
FDFT1	10.6258107662228	0.00492758936509289	0.0228894473733347	0.4	0.556379821958457	0.156379821958457	chr8:11838962:+_vs_chr8:11839298:+	0.346965200971136	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
SRSF5	12.7615811687162	0.0051816216186398	0.0239835057777042	0.666666666666667	0.783549783549784	0.116883116883117	chr14:69771079:+_vs_chr14:69771506:+	0.276115189158667	chr14:69771079:+;chr14:69771506:+;chr14:69771680:+;chr14:69772005:+	distal	TRUE
SLX1A	7.80046506476688	0.00522327890925343	0.0240902827985496	0.285714285714286	0.661764705882353	0.376050420168067	chr16:29458219:+_vs_chr16:30197561:+	0.752100840336134	chr16:29458219:+;chr16:30197561:+	distal	TRUE
PCNX4	10.4876033057851	0.00528014535180165	0.0242661999146629	0.428571428571429	0.545454545454545	0.116883116883117	chr14:60134812:+_vs_chr14:60142057:+	0.857142857142857	chr14:60124691:+;chr14:60134812:+;chr14:60142057:+	distal	TRUE
DNAJA1	14.6572748867824	0.00546747940177687	0.02503835090001	0.4625	0.554655870445344	0.0921558704453442	chr9:33026861:+_vs_chr9:33039032:+	0.373886639676113	chr9:33026861:+;chr9:33029963:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	distal	TRUE
TPT1	7.70408804591625	0.00550959016268821	0.0251143736914479	0.214285714285714	0.08	-0.134285714285714	chr13:45337177:-_vs_chr13:45336870:-	-0.268571428571429	chr13:45336870:-;chr13:45337177:-	proximal	TRUE
DUT	10.3977272727273	0.00552283680714711	0.0251143736914479	1	0.591836734693878	-0.408163265306122	chr15:48342420:+_vs_chr15:48342544:+	-1.05102040816327	chr15:48341355:+;chr15:48342420:+;chr15:48342544:+	proximal	TRUE
DCP2	7.67375776397516	0.00560296520694718	0.0253896605181942	0.928571428571429	0.416666666666667	-0.511904761904762	chr5:113004071:+_vs_chr5:113008005:+	-1.02380952380952	chr5:113004071:+;chr5:113008005:+	proximal	TRUE
ZC3H15	10.352025948084	0.00565049021403219	0.0255158024996018	0.379310344827586	0.656862745098039	0.277552400270453	chr2:186504166:+_vs_chr2:186509361:+	0.555104800540906	chr2:186504166:+;chr2:186505530:+;chr2:186509361:+	distal	TRUE
PCM1	7.59287418008348	0.00585994513506626	0.0263697531077982	0.418604651162791	0.158730158730159	-0.259874492432632	chr8:17937189:+_vs_chr8:17947255:+	-0.519748984865264	chr8:17937189:+;chr8:17947255:+	proximal	TRUE
ID2	7.46522074964203	0.00629023176709204	0.028180359672622	1	0.702970297029703	-0.297029702970297	chr2:8684318:+_vs_chr2:8684453:+	-0.594059405940594	chr2:8684318:+;chr2:8684453:+	proximal	TRUE
MARCHF5	10.1325739262488	0.00630579035884289	0.028180359672622	0.787878787878788	0.463414634146341	-0.324464153732447	chr10:92351711:+_vs_chr10:92352068:+	-0.648928307464893	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+	proximal	TRUE
EEF1A1	12.3145123654589	0.00637988152134647	0.0284134929610482	0.976029962546817	0.978757607073143	0.00272764452632623	chr6:73517595:-_vs_chr6:73517515:-	0.0343790035105102	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-	distal	FALSE
NFE2L2	7.41935805422647	0.00645258328074749	0.0286388627803039	0.8	0.315789473684211	-0.48421052631579	chr2:177231049:-_vs_chr2:177230308:-	-0.968421052631579	chr2:177230308:-;chr2:177231049:-	proximal	TRUE
CHMP4B	10.0699770529532	0.00650627276621803	0.0287785989932374	0.625	0.562111801242236	-0.062888198757764	chr20:33853529:+_vs_chr20:33853832:+	-0.638198757763975	chr20:33853529:+;chr20:33853832:+;chr20:33854364:+	proximal	TRUE
CYP51A1	14.2340845773104	0.00658423942891227	0.0290244023805112	0.428571428571429	0.432027649769585	0.00345622119815669	chr7:92127543:-_vs_chr7:92113661:-	0.403993855606759	chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-;chr7:92128965:-	distal	TRUE
TAX1BP1	7.34973224827121	0.00670727445599186	0.0294665345592049	0.909090909090909	0.285714285714286	-0.623376623376623	chr7:27793158:+_vs_chr7:27796191:+	-1.24675324675325	chr7:27793158:+;chr7:27796191:+	proximal	TRUE
TMSB15B	9.95724605631726	0.00688353446785405	0.0301387184808745	0.602941176470588	0.476190476190476	-0.126750700280112	chrX:104072887:-_vs_chrX:103964583:+	-0.612044817927171	chrX:103964583:+;chrX:103965976:+;chrX:104072887:-	proximal	TRUE
RAD23B	9.93940390094236	0.00694521774516918	0.0303064047061928	0.805555555555556	0.528846153846154	-0.276709401709402	chr9:107302076:+_vs_chr9:107330882:+	-0.553418803418803	chr9:107302076:+;chr9:107330444:+;chr9:107330882:+	proximal	TRUE
CCNG1	9.9273787341173	0.00698710223699961	0.0303868607354077	0.919354838709677	0.666666666666667	-0.252688172043011	chr5:163444279:+_vs_chr5:163445016:+	-0.505376344086022	chr5:163444279:+;chr5:163444608:+;chr5:163445016:+	proximal	TRUE
PNMA2	7.26050420168067	0.00704874988712958	0.0305524409823409	0	0.705882352941177	0.705882352941177	chr8:26507075:-_vs_chr8:26506927:-	1.41176470588235	chr8:26506927:-;chr8:26507075:-	distal	TRUE
UBXN2A	9.87179487179487	0.00718401086282543	0.0310349269274059	0.5	0.551282051282051	0.0512820512820513	chr2:23984726:+_vs_chr2:24000811:+	1.12820512820513	chr2:23982967:+;chr2:23984726:+;chr2:24000811:+	distal	TRUE
USP47	7.21510156887195	0.00722927234460605	0.0311267008591676	0.53125	0.181818181818182	-0.349431818181818	chr11:11933082:+_vs_chr11:11933860:+	-0.698863636363636	chr11:11933082:+;chr11:11933860:+	proximal	TRUE
FBLN1	7.20758255906079	0.00725962103658373	0.0311538704086507	0.577777777777778	0.326923076923077	-0.250854700854701	chr22:45563362:+_vs_chr22:45601135:+	-0.501709401709402	chr22:45563362:+;chr22:45601135:+	proximal	TRUE
ESCO2	7.16919786096257	0.00741659303194558	0.0315839466714528	0.941176470588235	0.473684210526316	-0.46749226006192	chr8:27792746:+_vs_chr8:27804903:+	-0.934984520123839	chr8:27792746:+;chr8:27804903:+	proximal	TRUE
FUBP1	11.9876391382564	0.00742562376346618	0.0315839466714528	0.247619047619048	0.392592592592593	0.144973544973545	chr1:77962777:-_vs_chr1:77948929:-	0.336507936507937	chr1:77948419:-;chr1:77948929:-;chr1:77962777:-;chr1:77964286:-	distal	TRUE
SRSF7	7.15976331360947	0.00745570342004221	0.0315839466714528	0	0.164102564102564	0.164102564102564	chr2:38744895:-_vs_chr2:38743602:-	0.328205128205128	chr2:38743602:-;chr2:38744895:-	distal	TRUE
IPO7	7.15937425912755	0.00745732074187079	0.0315839466714528	0	0.405405405405405	0.405405405405405	chr11:9429195:+_vs_chr11:9442148:+	0.810810810810811	chr11:9429195:+;chr11:9442148:+	distal	TRUE
PGD	7.14518215440298	0.00751656392891088	0.0317311623839365	0	0.352941176470588	0.352941176470588	chr1:10420144:+_vs_chr1:10420511:+	0.705882352941176	chr1:10420144:+;chr1:10420511:+	distal	TRUE
RCN1	11.9295464333581	0.00762844287731203	0.0320989024967415	0.666666666666667	0.679144385026738	0.0124777183600714	chr11:32105131:+_vs_chr11:32105532:+	0.699643493761141	chr11:32098398:+;chr11:32104757:+;chr11:32105131:+;chr11:32105532:+	distal	TRUE
CCDC50	9.69470154963576	0.0078491441797589	0.0327992145274955	0.5625	0.418918918918919	-0.143581081081081	chr3:191369975:+_vs_chr3:191380863:+	-0.672297297297297	chr3:191369975:+;chr3:191380863:+;chr3:191392150:+	proximal	TRUE
PRELID3B	7.06698544530991	0.00785172531628153	0.0327992145274955	1	0.675675675675676	-0.324324324324324	chr20:59034930:-_vs_chr20:59033145:-	-0.648648648648649	chr20:59033145:-;chr20:59034930:-	proximal	TRUE
CALM1	9.68761285453015	0.00787701363506632	0.0327992145274955	0.763157894736842	0.766409266409266	0.00325137167242429	chr14:90403939:+_vs_chr14:90405213:+	0.287035155456208	chr14:90403939:+;chr14:90405213:+;chr14:90405610:+	distal	TRUE
WDR1	9.68277080062794	0.00789610720106374	0.0327992145274955	0.321428571428571	0.546153846153846	0.224725274725275	chr4:10074480:-_vs_chr4:10074339:-	0.750549450549451	chr4:10074339:-;chr4:10074480:-;chr4:10075152:-	distal	TRUE
NOP56	11.7915686533633	0.0081323557028993	0.0336726293640814	0.377777777777778	0.556521739130435	0.178743961352657	chr20:2657960:+_vs_chr20:2658391:+	0.542028985507246	chr20:2657155:+;chr20:2657960:+;chr20:2658201:+;chr20:2658391:+	distal	TRUE
TOPORS	6.97132988539239	0.00828259185894711	0.0341854746789664	0.666666666666667	0.0909090909090909	-0.575757575757576	chr9:32542849:-_vs_chr9:32542658:-	-1.15151515151515	chr9:32542658:-;chr9:32542849:-	proximal	TRUE
LUC7L3	11.6793960627294	0.00856613266251607	0.0352435172400661	0.266666666666667	0.54320987654321	0.276543209876543	chr17:50744801:+_vs_chr17:50745898:+	0.759259259259259	chr17:50743777:+;chr17:50744801:+;chr17:50745898:+;chr17:50746590:+	distal	TRUE
TGS1	6.8884616365677	0.00867538971069618	0.0355668875171327	0.727272727272727	0.166666666666667	-0.560606060606061	chr8:55796089:+_vs_chr8:55802496:+	-1.12121212121212	chr8:55796089:+;chr8:55802496:+	proximal	TRUE
PNISR	9.48895260583572	0.00869961677695299	0.0355668875171327	0.392857142857143	0.75	0.357142857142857	chr6:99402574:-_vs_chr6:99401446:-	0.714285714285714	chr6:99401446:-;chr6:99401599:-;chr6:99402574:-	distal	TRUE
CUL5	6.87595168881506	0.0087363224183147	0.0356046347614335	1	0.534883720930233	-0.465116279069767	chr11:108054767:+_vs_chr11:108054904:+	-0.930232558139535	chr11:108054767:+;chr11:108054904:+	proximal	TRUE
TTC9C	6.85727728468113	0.00882809675057716	0.035865872692	1	0.230769230769231	-0.769230769230769	chr11:62738393:+_vs_chr11:62738636:+	-1.53846153846154	chr11:62738393:+;chr11:62738636:+	proximal	TRUE
FAM98B	6.84173787122376	0.00890521636001852	0.036066126258075	0	0.67741935483871	0.67741935483871	chr15:38484919:+_vs_chr15:38486216:+	1.35483870967742	chr15:38484919:+;chr15:38486216:+	distal	TRUE
BAZ1A	6.80415632161956	0.00909459163840711	0.0367183512877745	0	0.647058823529412	0.647058823529412	chr14:34801133:-_vs_chr14:34783166:-	1.29411764705882	chr14:34783166:-;chr14:34801133:-	distal	TRUE
SMC3	15.2663541486589	0.00928286021315602	0.0373620709200317	0.4	0.552	0.152	chr10:110581018:+_vs_chr10:110596542:+	0.359157894736842	chr10:110581018:+;chr10:110581995:+;chr10:110583443:+;chr10:110583890:+;chr10:110589685:+;chr10:110596542:+	distal	TRUE
OCIAD1	6.75809027777778	0.00933235832435086	0.0374450042983242	0.25	0.766666666666667	0.516666666666667	chr4:48861092:+_vs_chr4:48861248:+	1.03333333333333	chr4:48861092:+;chr4:48861248:+	distal	TRUE
SGCB	11.4783730443464	0.00940138219841141	0.0376055287936457	0.444444444444444	0.498727735368957	0.0542832909245123	chr4:52022924:-_vs_chr4:52020709:-	0.28498727735369	chr4:52020709:-;chr4:52022924:-;chr4:52023390:-;chr4:52023696:-	distal	TRUE
SLC1A3	16.9412863258234	0.00950146517253969	0.0378889195803429	0.6875	0.684178743961353	-0.0033212560386473	chr5:36608855:+_vs_chr5:36686229:+	0.401268115942029	chr5:36608855:+;chr5:36609558:+;chr5:36686229:+;chr5:36686284:+;chr5:36686312:+;chr5:36686654:+;chr5:36688334:+	distal	TRUE
DNER	9.28093328732459	0.00965319197549627	0.0383758797553471	0.407407407407407	0.645	0.237592592592593	chr2:229358470:-_vs_chr2:229357632:-	0.475185185185185	chr2:229357632:-;chr2:229358366:-;chr2:229358470:-	distal	TRUE
RAB14	9.23456790123457	0.00987959311643664	0.039155818589914	0.928571428571429	0.592592592592593	-0.335978835978836	chr9:121180677:-_vs_chr9:121179290:-	-0.671957671957672	chr9:121179290:-;chr9:121179706:-;chr9:121180677:-	proximal	TRUE
