gene_id	chisq	pvalue	adj_pvalue	ExDp	ExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
XRCC6	7.6940625	0.0213430045230241	0.0763710088181139	1	0.913333333333333	0.0866666666666667	chr22:41663645:+_vs_chr22:41664039:+	0.186666666666667	chr22:41656941:+;chr22:41663645:+;chr22:41664039:+	distal	FALSE
TFDP1	5.27695453181273	0.0216095141307035	0.0770629901757593	1	0.416666666666667	0.583333333333333	chr13:113641204:+_vs_chr13:113641470:+	1.16666666666667	chr13:113641204:+;chr13:113641470:+	distal	FALSE
SNRPB2	7.668669584072	0.021615712632933	0.0770629901757593	0.558823529411765	0.451923076923077	0.106900452488688	chr20:16741220:+_vs_chr20:16741776:+	0.468325791855204	chr20:16737391:+;chr20:16741220:+;chr20:16741776:+	distal	FALSE
INSIG1	7.61762060633299	0.0221745442556568	0.0789105118841414	0.588235294117647	0.627705627705628	-0.0394703335879806	chr7:155308762:+_vs_chr7:155310235:+	-0.391647568118156	chr7:155303734:+;chr7:155308762:+;chr7:155310235:+	proximal	FALSE
TDP2	5.2266081871345	0.0222438685074321	0.0790124981900192	0.5	0.868421052631579	-0.368421052631579	chr6:24650422:-_vs_chr6:24649977:-	-0.736842105263158	chr6:24649977:-;chr6:24650422:-	proximal	FALSE
GGA1	5.20272366522366	0.0225515255846409	0.0799591500199949	0.470588235294118	0.833333333333333	-0.362745098039216	chr22:37617838:+_vs_chr22:37633564:+	-0.725490196078431	chr22:37617838:+;chr22:37633564:+	proximal	FALSE
GPR22	11.3696450490998	0.0227092519496119	0.0803717241131075	0.409574468085106	0.6125	-0.202925531914894	chr7:107471595:+_vs_chr7:107472078:+	-0.562765957446809	chr7:107471595:+;chr7:107471723:+;chr7:107471870:+;chr7:107472078:+;chr7:107474833:+	proximal	FALSE
HNRNPA0	5.17509056408487	0.0229129771012591	0.0809452991049935	0	0.704545454545455	-0.704545454545455	chr5:137753142:-_vs_chr5:137752617:-	-1.40909090909091	chr5:137752617:-;chr5:137753142:-	proximal	FALSE
SRPK2	11.3122722741775	0.0232698445843193	0.0820568203762837	0.526119402985075	0.461538461538462	0.0645809414466131	chr7:105143197:-_vs_chr7:105142445:-	0.254961456453994	chr7:105116376:-;chr7:105142445:-;chr7:105143197:-;chr7:105143286:-;chr7:105146591:-	distal	FALSE
ZC2HC1A	7.49522261760716	0.0235739896362631	0.0828717702037428	0.46551724137931	0.568548387096774	-0.103031145717464	chr8:78715303:+_vs_chr8:78719765:+	-0.422969966629588	chr8:78689346:+;chr8:78715303:+;chr8:78719765:+	proximal	FALSE
MAT2A	5.12267196612042	0.0236152280468448	0.0828717702037428	0.956521739130435	0.702127659574468	0.254394079555967	chr2:85543310:+_vs_chr2:85545280:+	0.508788159111933	chr2:85543310:+;chr2:85545280:+	distal	FALSE
ZNF506	5.12	0.023651616655356	0.0828717702037428	0.916666666666667	0.45	0.466666666666667	chr19:19794635:-_vs_chr19:19793908:-	0.933333333333333	chr19:19793908:-;chr19:19794635:-	distal	FALSE
RAB5B	5.1168045112782	0.0236952113148122	0.0828717702037428	0.789473684210526	0.428571428571429	0.360902255639098	chr12:55993994:+_vs_chr12:55994706:+	0.721804511278195	chr12:55993994:+;chr12:55994706:+	distal	FALSE
DNAJB11	5.1154140330823	0.023714207016614	0.0828717702037428	0.666666666666667	0.923076923076923	-0.256410256410256	chr3:186585437:+_vs_chr3:186585800:+	-0.512820512820513	chr3:186585437:+;chr3:186585800:+	proximal	FALSE
SREK1	9.45219808206727	0.023845367937927	0.0831805204728764	0.426356589147287	0.555555555555556	-0.129198966408269	chr5:66164808:+_vs_chr5:66177566:+	-0.343023255813954	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+;chr5:66177566:+	proximal	FALSE
CDH2	7.44036859826334	0.0242295019580025	0.0843690363878117	0.518518518518518	0.2	0.318518518518518	chr18:28013878:-_vs_chr18:27982977:-	0.674074074074074	chr18:27950971:-;chr18:27982977:-;chr18:28013878:-	distal	FALSE
BPTF	7.41818181818182	0.0244997856832808	0.0851177793026259	0.25	0.4625	-0.2125	chr17:67866498:+_vs_chr17:67909656:+	-0.925	chr17:67866498:+;chr17:67909656:+;chr17:67959796:+	proximal	FALSE
UBE2D3	9.38988271736037	0.0245321443177923	0.0851177793026259	0.512820512820513	0.465863453815261	0.0469570590052518	chr4:102796590:-_vs_chr4:102796133:-	0.346617238183503	chr4:102795688:-;chr4:102795976:-;chr4:102796133:-;chr4:102796590:-	distal	FALSE
CHD8	5.04915825913633	0.0246379045986531	0.0853323505083475	0.111111111111111	0.459459459459459	-0.348348348348348	chr14:21415833:-_vs_chr14:21385199:-	-0.696696696696697	chr14:21385199:-;chr14:21415833:-	proximal	FALSE
HACD2	5.03225443770812	0.0248794928137764	0.0858931936814949	0	0.2	-0.2	chr3:123493601:-_vs_chr3:123491554:-	-0.4	chr3:123491554:-;chr3:123493601:-	proximal	FALSE
GNAO1	5.03004807692307	0.0249112069091341	0.0858931936814949	0.296875	0.116666666666667	0.180208333333333	chr16:56354943:+_vs_chr16:56357444:+	0.360416666666667	chr16:56354943:+;chr16:56357444:+	distal	FALSE
MRPS28	5.02857142857143	0.0249324556028632	0.0858931936814949	1	0.633333333333333	0.366666666666667	chr8:79919001:-_vs_chr8:79918717:-	0.733333333333333	chr8:79918717:-;chr8:79919001:-	distal	FALSE
KMT2E	7.36314747431507	0.0251833117203503	0.0866038489781249	0.109375	0.198630136986301	-0.0892551369863014	chr7:105090236:+_vs_chr7:105107924:+	-0.273544520547945	chr7:105090156:+;chr7:105090236:+;chr7:105107924:+	proximal	FALSE
PSIP1	17.4848103519694	0.0254385896098816	0.0873271724593638	0.511363636363636	0.482432432432432	0.0289312039312039	chr9:15474079:-_vs_chr9:15471191:-	-0.148648648648649	chr9:15464066:-;chr9:15466748:-;chr9:15468650:-;chr9:15471191:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	proximal	FALSE
NCLN	4.97673470535313	0.0256904283228274	0.0880361591380135	0	0.631578947368421	-0.631578947368421	chr19:3194232:+_vs_chr19:3209575:+	-1.26315789473684	chr19:3194232:+;chr19:3209575:+	proximal	FALSE
HSP90AB1	11.0620899065927	0.0258750007261016	0.0883666437363491	0.512008733624454	0.515845070422535	-0.00383633679808115	chr6:44250447:+_vs_chr6:44251139:+	-0.150246456907383	chr6:44250383:+;chr6:44250447:+;chr6:44251139:+;chr6:44252254:+;chr6:44253883:+	proximal	FALSE
OCIAD1	7.30873745819398	0.0258778282480611	0.0883666437363491	0.816239316239316	0.701388888888889	0.114850427350427	chr4:48861092:+_vs_chr4:48861248:+	0.363247863247863	chr4:48857264:+;chr4:48861092:+;chr4:48861248:+	distal	FALSE
LRRTM2	4.93760461760462	0.0262784303837774	0.0895771758520694	0	0.224489795918367	-0.224489795918367	chr5:138873411:-_vs_chr5:138872193:-	-0.448979591836735	chr5:138872193:-;chr5:138873411:-	proximal	FALSE
DLGAP4	7.27179538465385	0.0263602603595569	0.0896987493495954	0.5	0.478260869565217	0.0217391304347826	chr20:36527249:+_vs_chr20:36528633:+	0.256521739130435	chr20:36527080:+;chr20:36527249:+;chr20:36528633:+	distal	FALSE
DYNLRB1	4.92542105879279	0.0264643523767026	0.0898955186502329	0.9	0.9644128113879	-0.0644128113879003	chr20:34534775:+_vs_chr20:34540958:+	-0.128825622775801	chr20:34534775:+;chr20:34540958:+	proximal	FALSE
NORAD	4.90196078431373	0.0268262190795415	0.0909656957618658	0.588235294117647	0	0.588235294117647	chr20:36047169:-_vs_chr20:36045629:-	1.17647058823529	chr20:36045629:-;chr20:36047169:-	distal	FALSE
KTN1	10.9678339657922	0.0269279046494914	0.0911514263657869	0.416666666666667	0.43859649122807	-0.0219298245614035	chr14:55630056:+_vs_chr14:55641194:+	0.456140350877193	chr14:55612247:+;chr14:55612413:+;chr14:55630056:+;chr14:55641194:+;chr14:55684579:+	distal	FALSE
HMOX2	4.87183441558442	0.0272984671640396	0.0921449336600561	0.466666666666667	0.142857142857143	0.323809523809524	chr16:4509902:+_vs_chr16:4510347:+	0.647619047619048	chr16:4509902:+;chr16:4510347:+	distal	FALSE
HNRNPD	12.6104265173568	0.0273162541370007	0.0921449336600561	0.678125	0.56243654822335	0.11568845177665	chr4:82357313:-_vs_chr4:82353829:-	0.271573604060914	chr4:82353342:-;chr4:82353829:-;chr4:82353997:-;chr4:82357313:-;chr4:82358746:-;chr4:82359469:-	distal	FALSE
AP4B1	10.9148770178016	0.0275375215195795	0.092730336763506	0.318965517241379	0.438311688311688	-0.119346171070309	chr1:113903233:-_vs_chr1:113894200:-	-0.336318853560233	chr1:113894200:-;chr1:113894748:-;chr1:113895063:-;chr1:113902044:-;chr1:113903233:-	proximal	FALSE
DNM1L	10.8893140796471	0.0278365431908849	0.0935750924219539	0.419354838709677	0.538265306122449	-0.118910467412772	chr12:32708204:+_vs_chr12:32740174:+	-0.358459512837393	chr12:32708204:+;chr12:32733797:+;chr12:32740174:+;chr12:32744563:+;chr12:32744730:+	proximal	FALSE
SSB	9.09301892502153	0.0280793755856624	0.0942283709204526	0.62280701754386	0.436274509803922	0.186532507739938	chr2:169808527:+_vs_chr2:169812064:+	0.349071207430341	chr2:169805811:+;chr2:169808527:+;chr2:169810999:+;chr2:169812064:+	distal	FALSE
FNBP1	7.12168544528477	0.0284148687682019	0.0951898103734763	0.35	0.548387096774194	-0.198387096774194	chr9:129923706:-_vs_chr9:129908912:-	-0.469354838709677	chr9:129902985:-;chr9:129908912:-;chr9:129923706:-	proximal	FALSE
NFIX	7.11340221433401	0.0285327962650287	0.0954203496436331	0.161538461538462	0.245192307692308	-0.0836538461538461	chr19:13094675:+_vs_chr19:13098791:+	-0.167307692307692	chr19:13094675:+;chr19:13096969:+;chr19:13098791:+	proximal	FALSE
CSNK1A1	10.8091820869163	0.0287943537984529	0.0961296038322922	0.209090909090909	0.321428571428571	-0.112337662337662	chr5:149513127:-_vs_chr5:149495900:-	-0.24652738565782	chr5:149494339:-;chr5:149495900:-;chr5:149495984:-;chr5:149509933:-;chr5:149513127:-	proximal	FALSE
HECTD1	7.08560670099132	0.0289321064554738	0.096423812766699	0.333333333333333	0.230769230769231	0.102564102564103	chr14:31156840:-_vs_chr14:31114302:-	0.384615384615385	chr14:31114302:-;chr14:31156840:-;chr14:31168414:-	distal	FALSE
UBQLN1	4.74385964912281	0.0294030348458875	0.0975862807815094	1	0.684210526315789	0.315789473684211	chr9:83660872:-_vs_chr9:83659970:-	0.631578947368421	chr9:83659970:-;chr9:83660872:-	distal	FALSE
ITFG1	4.74320235231222	0.0294142699228829	0.0975862807815094	0.222222222222222	0.465116279069767	-0.242894056847545	chr16:47155394:-_vs_chr16:47154387:-	-0.485788113695091	chr16:47154387:-;chr16:47155394:-	proximal	FALSE
NDUFA2	4.74219013744876	0.0294315803077532	0.0975862807815094	0.256410256410256	0.0333333333333333	0.223076923076923	chr5:140645476:-_vs_chr5:140645367:-	0.446153846153846	chr5:140645367:-;chr5:140645476:-	distal	FALSE
LEO1	10.7517165402746	0.0295007510232566	0.097648993591461	0.637096774193548	0.610294117647059	0.0268026565464896	chr15:51958748:-_vs_chr15:51954515:-	-0.328747628083491	chr15:51938025:-;chr15:51938205:-;chr15:51954515:-;chr15:51958748:-;chr15:51966090:-	proximal	FALSE
RPL37A	7.03660853852638	0.0296496704205918	0.0978950871429189	0.0330396475770925	0.011333914559721	0.0217057330173715	chr2:216501467:+_vs_chr2:216502463:+	0.0434114660347429	chr2:216501467:+;chr2:216501625:+;chr2:216502463:+	distal	FALSE
DYNC1LI1	10.7376765081783	0.0296758653253624	0.0978950871429189	0.421052631578947	0.607558139534884	-0.186505507955936	chr3:32533069:-_vs_chr3:32525974:-	-0.405140758873929	chr3:32525974:-;chr3:32526133:-;chr3:32533069:-;chr3:32534604:-;chr3:32545901:-	proximal	FALSE
DEF8	7.03030303030303	0.0297432960526663	0.0979512275090349	0	0.38	-0.38	chr16:89959366:+_vs_chr16:89968060:+	-0.76	chr16:89959366:+;chr16:89962675:+;chr16:89968060:+	proximal	FALSE
CSGALNACT2	7.02305689102564	0.0298512535361967	0.0981404156020814	0.40625	0.5	-0.09375	chr10:43155444:+_vs_chr10:43184721:+	-0.66	chr10:43155444:+;chr10:43184721:+;chr10:43185302:+	proximal	FALSE
SSU72	4.70833685496763	0.0300166774540922	0.0985175748197656	1	0.810126582278481	0.189873417721519	chr1:1562350:-_vs_chr1:1541673:-	0.379746835443038	chr1:1541673:-;chr1:1562350:-	distal	FALSE
KLHL5	6.99724815724816	0.0302389612450142	0.0988621593117052	0.432432432432432	0.208333333333333	0.224099099099099	chr4:39081979:+_vs_chr4:39121819:+	0.605855855855856	chr4:39081185:+;chr4:39081979:+;chr4:39121819:+	distal	FALSE
LUC7L2	10.6919829061997	0.0302527525046162	0.0988621593117052	0.62	0.63785046728972	-0.0178504672897196	chr7:139409614:+_vs_chr7:139419147:+	-0.315700934579439	chr7:139402200:+;chr7:139405776:+;chr7:139409614:+;chr7:139419147:+;chr7:139423136:+	proximal	FALSE
MEG3	10.6863201006847	0.0303249954129456	0.0988621593117052	0.664364640883978	0.675675675675676	-0.0113110347916977	chr14:100830604:+_vs_chr14:100846865:+	-0.221143795729431	chr14:100830604:+;chr14:100846621:+;chr14:100846865:+;chr14:100846977:+;chr14:100861026:+	proximal	FALSE
RPL17-C18orf32	8.92352082888883	0.030325191430662	0.0988621593117052	0.75	0.668903803131991	0.081096196868009	chr18:49482351:-_vs_chr18:49481658:-	0.225764354958986	chr18:49481658:-;chr18:49481721:-;chr18:49481803:-;chr18:49482351:-	distal	FALSE
RPL10A	4.68060806906979	0.0305049487715712	0.0992816004408087	0.946524064171123	0.980322003577818	-0.0337979394066945	chr6:35470686:+_vs_chr6:35470777:+	-0.067595878813389	chr6:35470686:+;chr6:35470777:+	proximal	FALSE
BLOC1S2	6.9757785467128	0.0305653191658298	0.0993117310020187	0.5	0.375	0.125	chr10:100274932:-_vs_chr10:100274702:-	0.367647058823529	chr10:100274702:-;chr10:100274932:-;chr10:100275005:-	distal	FALSE
EPC1	6.94756537570341	0.0309995469893139	0.100485840605467	0.25	0.537735849056604	-0.287735849056604	chr10:32293657:-_vs_chr10:32267755:-	-0.575471698113208	chr10:32267755:-;chr10:32292509:-;chr10:32293657:-	proximal	FALSE
LARS1	8.86994230049786	0.0310709964134137	0.100485840605467	0.354166666666667	0.320987654320988	0.033179012345679	chr5:146153738:-_vs_chr5:146113911:-	-0.27391975308642	chr5:146113911:-;chr5:146153738:-;chr5:146160390:-;chr5:146168169:-	proximal	FALSE
RNF180	4.6484375	0.0310818271764722	0.100485840605467	0.8125	0.388888888888889	0.423611111111111	chr5:64325238:+_vs_chr5:64370166:+	0.847222222222222	chr5:64325238:+;chr5:64370166:+	distal	FALSE
ALAD	4.64070294784581	0.0312222110710377	0.100772020117984	0	0.457142857142857	-0.457142857142857	chr9:113387485:-_vs_chr9:113387455:-	-0.914285714285714	chr9:113387455:-;chr9:113387485:-	proximal	FALSE
ZNF718	4.62947151532678	0.0314272426492565	0.101265559647604	0.789473684210526	0.357142857142857	0.432330827067669	chr4:129193:+_vs_chr4:161165:+	0.864661654135338	chr4:129193:+;chr4:161165:+	distal	FALSE
SRGAP1	4.62053571428571	0.0315913701331771	0.101625881074111	0.173913043478261	0.445652173913043	-0.271739130434783	chr12:64042972:+_vs_chr12:64142719:+	-0.543478260869565	chr12:64042972:+;chr12:64142719:+	proximal	FALSE
UBE2L3	10.5781637628928	0.0317371682105934	0.101926145178815	0.3125	0.410714285714286	-0.0982142857142857	chr22:21622241:+_vs_chr22:21623489:+	-0.448979591836735	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+;chr22:21623489:+;chr22:21624031:+	proximal	FALSE
PHF14	10.5737109658678	0.0317966461910932	0.101948652721607	0.8	0.744117647058824	0.0558823529411764	chr7:10982670:+_vs_chr7:10982925:+	0.237908496732026	chr7:10982484:+;chr7:10982554:+;chr7:10982670:+;chr7:10982925:+;chr7:11037043:+	distal	FALSE
AZIN1	12.2227925920234	0.0318592990437269	0.101981248833544	0.491428571428571	0.525274725274725	-0.0338461538461539	chr8:102828314:-_vs_chr8:102827659:-	0.276923076923077	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-;chr8:102828314:-;chr8:102833076:-;chr8:102838784:-	distal	FALSE
TOMM70	6.87727831031402	0.0321083500932781	0.102609414854012	0.303571428571429	0.356060606060606	-0.0524891774891775	chr3:100377836:-_vs_chr3:100363463:-	-0.408008658008658	chr3:100363463:-;chr3:100377836:-;chr3:100384485:-	proximal	FALSE
NME7	4.57431333960811	0.0324547505734618	0.103546108972473	0.466666666666667	0.827586206896552	-0.360919540229885	chr1:169310034:-_vs_chr1:169132534:-	-0.72183908045977	chr1:169132534:-;chr1:169310034:-	proximal	FALSE
DIDO1	4.55042016806723	0.0329106693769284	0.104828574753069	0.0625	0.40625	-0.34375	chr20:62907196:-_vs_chr20:62894148:-	-0.6875	chr20:62894148:-;chr20:62907196:-	proximal	FALSE
PRTFDC1	4.52204034391534	0.0334609042569427	0.106312096486383	0.5	0.857142857142857	-0.357142857142857	chr10:24849856:-_vs_chr10:24848628:-	-0.714285714285714	chr10:24848628:-;chr10:24849856:-	proximal	FALSE
PCID2	6.79068492674232	0.0335290697275094	0.106312096486383	0.470588235294118	0.77	-0.299411764705882	chr13:113190945:-_vs_chr13:113177612:-	-0.598823529411765	chr13:113177612:-;chr13:113177752:-;chr13:113190945:-	proximal	FALSE
GTF3A	6.78999943563406	0.0335405636367231	0.106312096486383	0.634615384615385	0.776595744680851	-0.141980360065466	chr13:27435181:+_vs_chr13:27435688:+	-0.48936170212766	chr13:27429957:+;chr13:27435181:+;chr13:27435688:+	proximal	FALSE
CCT2	4.49506920412469	0.0339927377658798	0.107398793896624	0.771929824561403	0.890995260663507	-0.119065436102104	chr12:69592099:+_vs_chr12:69601570:+	-0.238130872204207	chr12:69592099:+;chr12:69601570:+	proximal	FALSE
PLPPR4	4.49500788563289	0.0339939568947113	0.107398793896624	0.541666666666667	0	0.541666666666667	chr1:99308442:+_vs_chr1:99309403:+	1.08333333333333	chr1:99308442:+;chr1:99309403:+	distal	FALSE
KIF5B	4.47857142857143	0.0343223986576802	0.107840636544335	0.4	0.821428571428571	-0.421428571428571	chr10:32035545:-_vs_chr10:32033846:-	-0.842857142857143	chr10:32033846:-;chr10:32035545:-	proximal	FALSE
ZNF7	4.47640741315136	0.0343658875846725	0.107840636544335	0.5	0.161290322580645	0.338709677419355	chr8:144843221:+_vs_chr8:144843690:+	0.67741935483871	chr8:144843221:+;chr8:144843690:+	distal	FALSE
PTPRD	8.64685960591133	0.0343739048137555	0.107840636544335	0.555555555555556	0.583333333333333	-0.0277777777777778	chr9:8636720:-_vs_chr9:8528173:-	0.45	chr9:8317722:-;chr9:8518283:-;chr9:8528173:-;chr9:8636720:-	distal	FALSE
TSPAN5	4.47569223985891	0.0343802726563716	0.107840636544335	0.571428571428571	0.84	-0.268571428571429	chr4:98471992:-_vs_chr4:98471208:-	-0.537142857142857	chr4:98471208:-;chr4:98471992:-	proximal	FALSE
DNER	8.64445458534445	0.0344113199472402	0.107840636544335	0.641025641025641	0.753846153846154	-0.112820512820513	chr2:229358470:-_vs_chr2:229357632:-	-0.418461538461538	chr2:229357632:-;chr2:229358366:-;chr2:229358470:-;chr2:229358514:-	proximal	FALSE
MACIR	4.45299975039224	0.0348399960392402	0.108870958880337	1	0.634146341463415	0.365853658536585	chr5:103277223:+_vs_chr5:103278372:+	0.731707317073171	chr5:103277223:+;chr5:103278372:+	distal	FALSE
EXOSC7	4.45240384615385	0.0348521546184095	0.108870958880337	0.692307692307692	0.214285714285714	0.478021978021978	chr3:45011471:+_vs_chr3:45012668:+	0.956043956043956	chr3:45011471:+;chr3:45012668:+	distal	FALSE
NCOA4	6.69987373737374	0.0350865690921067	0.109284312833353	0.428571428571429	0.333333333333333	0.0952380952380952	chr10:46006408:-_vs_chr10:46005088:-	0.397186147186147	chr10:46005088:-;chr10:46006408:-;chr10:46010526:-	distal	FALSE
CMPK1	4.44045127559344	0.0350969692269749	0.109284312833353	0.583333333333333	0.333333333333333	0.25	chr1:47377763:+_vs_chr1:47378839:+	0.5	chr1:47377763:+;chr1:47378839:+	distal	FALSE
XRCC5	10.3316833375872	0.0351962048917423	0.109417961767449	0.472222222222222	0.526073619631902	-0.0538513974096796	chr2:216205424:+_vs_chr2:216206118:+	-0.193008082578635	chr2:216122176:+;chr2:216127658:+;chr2:216205424:+;chr2:216206118:+;chr2:216206281:+	proximal	FALSE
TRIM37	4.41532106293285	0.0356175754144083	0.11055103678945	0	0.439024390243902	-0.439024390243902	chr17:59088303:-_vs_chr17:59047704:-	-0.878048780487805	chr17:59047704:-;chr17:59088303:-	proximal	FALSE
MAGED1	4.40619459697942	0.0358086367500519	0.110889280798061	0.836734693877551	0.94375	-0.107015306122449	chrX:51897827:+_vs_chrX:51902354:+	-0.214030612244898	chrX:51897827:+;chrX:51902354:+	proximal	FALSE
PDE1A	6.65734265734266	0.0358406939481123	0.110889280798061	0.451923076923077	1	-0.548076923076923	chr2:182201718:-_vs_chr2:182142611:-	-1.09615384615385	chr2:182142611:-;chr2:182167934:-;chr2:182201718:-	proximal	FALSE
CDC42BPA	4.39844831094831	0.0359716456057544	0.110941780873543	0.1	0.571428571428571	-0.471428571428571	chr1:227129136:-_vs_chr1:227119821:-	-0.942857142857143	chr1:227119821:-;chr1:227129136:-	proximal	FALSE
ELAVL4	6.65003668378577	0.0359718589553949	0.110941780873543	0.25	0.318181818181818	-0.0681818181818182	chr1:50201599:+_vs_chr1:50202294:+	-0.409090909090909	chr1:50201260:+;chr1:50201599:+;chr1:50202294:+	proximal	FALSE
ZMYM4	8.51630835380836	0.0364635167313966	0.112279893833762	0.583333333333333	0.423423423423423	0.15990990990991	chr1:35387541:+_vs_chr1:35393726:+	0.578828828828829	chr1:35361768:+;chr1:35387509:+;chr1:35387541:+;chr1:35393726:+	distal	FALSE
SDF4	4.36568498490791	0.0366697376828824	0.112680749154627	0.868421052631579	0.67032967032967	0.198091382301909	chr1:1217092:-_vs_chr1:1216931:-	0.396182764603817	chr1:1216931:-;chr1:1217092:-	distal	FALSE
RPL7	6.60942942942943	0.0367096830750792	0.112680749154627	0.990825688073395	0.961711711711712	0.0291139763616828	chr8:73291123:-_vs_chr8:73290641:-	0.062401851392677	chr8:73290641:-;chr8:73291123:-;chr8:73291606:-	distal	FALSE
PNMA2	6.59947173698658	0.0368929106945167	0.11306455122941	0.5	0.666666666666667	-0.166666666666667	chr8:26507075:-_vs_chr8:26504701:-	-0.606516290726817	chr8:26504701:-;chr8:26507075:-;chr8:26508146:-	proximal	FALSE
CTDNEP1	4.34098294976881	0.0372054378895527	0.113842780817954	0.875	0.615384615384615	0.259615384615385	chr17:7243795:-_vs_chr17:7243591:-	0.519230769230769	chr17:7243591:-;chr17:7243795:-	distal	FALSE
METTL17	4.32458521870287	0.0375655686054153	0.114763993396733	0.411764705882353	0.743589743589744	-0.331825037707391	chr14:20993424:+_vs_chr14:20997019:+	-0.663650075414781	chr14:20993424:+;chr14:20997019:+	proximal	FALSE
INIP	4.31229946524064	0.0378377833018415	0.115414149066684	0.3	0.777777777777778	-0.477777777777778	chr9:112686967:-_vs_chr9:112686495:-	-0.955555555555555	chr9:112686495:-;chr9:112686967:-	proximal	FALSE
AKIRIN2	8.42021013250555	0.0380804596354709	0.115972308889843	0.666666666666667	0.698717948717949	-0.0320512820512822	chr6:87674926:-_vs_chr6:87674860:-	-0.402350427350427	chr6:87674860:-;chr6:87674926:-;chr6:87675256:-;chr6:87677825:-	proximal	FALSE
RANBP1	6.51685944251309	0.0384487258563195	0.116910601469216	0.75	0.69047619047619	0.0595238095238095	chr22:20127183:+_vs_chr22:20127349:+	0.320050125313283	chr22:20126338:+;chr22:20127183:+;chr22:20127349:+	distal	FALSE
SUMO3	4.27368939795363	0.03870680285648	0.117511434297095	0.80327868852459	0.927083333333333	-0.123804644808743	chr21:44805862:-_vs_chr21:44805624:-	-0.247609289617486	chr21:44805624:-;chr21:44805862:-	proximal	FALSE
ARF1	6.48259075873104	0.0391131958418777	0.118559968051121	0.583832335329341	0.584210526315789	-0.00037819098644809	chr1:228098267:+_vs_chr1:228098428:+	-0.0703435234793571	chr1:228098267:+;chr1:228098428:+;chr1:228099212:+	proximal	FALSE
PRCC	4.24472763460357	0.0393723846616385	0.119159724918323	0.964285714285714	0.765432098765432	0.198853615520282	chr1:156782318:+_vs_chr1:156800815:+	0.397707231040564	chr1:156782318:+;chr1:156800815:+	distal	FALSE
SLA	10.0541422895873	0.0395254715309337	0.119437000287098	0.468446601941748	0.494692144373673	-0.0262455424319255	chr8:133037562:-_vs_chr8:133036728:-	-0.208459588151629	chr8:133036728:-;chr8:133037409:-;chr8:133037562:-;chr8:133038598:-;chr8:133060160:-	proximal	FALSE
AKT3	4.23157405254592	0.0396786264270192	0.119683050274199	0.424242424242424	0.130434782608696	0.293807641633729	chr1:243645894:-_vs_chr1:243499724:-	0.587615283267457	chr1:243499724:-;chr1:243645894:-	distal	FALSE
DYNC1LI2	8.32619047619047	0.0397300913159333	0.119683050274199	0.388888888888889	0.479166666666667	-0.0902777777777778	chr16:66730195:-_vs_chr16:66727688:-	-0.454166666666667	chr16:66723732:-;chr16:66727688:-;chr16:66730195:-;chr16:66742480:-	proximal	FALSE
ACBD5	4.21439628482972	0.0400823272429679	0.120501856390684	0.764705882352941	0.368421052631579	0.396284829721362	chr10:27231749:-_vs_chr10:27197012:-	0.792569659442724	chr10:27197012:-;chr10:27231749:-	distal	FALSE
GRSF1	6.43146455062964	0.0401259398274691	0.120501856390684	0.8	0.534090909090909	0.265909090909091	chr4:70820653:-_vs_chr4:70819531:-	0.531818181818182	chr4:70819531:-;chr4:70819774:-;chr4:70820653:-	distal	FALSE
PRDM8	4.2	0.0404239793369087	0.121209555326564	0.125	0.319444444444444	-0.194444444444444	chr4:80204077:+_vs_chr4:80204329:+	-0.388888888888889	chr4:80204077:+;chr4:80204329:+	proximal	FALSE
SAP30	4.18146517609814	0.0408683548276041	0.122353179399129	0	0.5	-0.5	chr4:173373461:+_vs_chr4:173377532:+	-1	chr4:173373461:+;chr4:173377532:+	proximal	FALSE
SMARCA1	9.96074933875445	0.0410940700202486	0.122839658537451	0.473958333333333	0.527173913043478	-0.0532155797101449	chrX:129499777:-_vs_chrX:129471216:-	-0.394021739130435	chrX:129448394:-;chrX:129471216:-;chrX:129499777:-;chrX:129507947:-;chrX:129508016:-	proximal	FALSE
SAFB2	9.93831738209068	0.0414796349475939	0.123691300798564	0.386904761904762	0.475	-0.0880952380952381	chr19:5610654:-_vs_chr19:5586999:-	-0.357142857142857	chr19:5586999:-;chr19:5595431:-;chr19:5600185:-;chr19:5610654:-;chr19:5611568:-	proximal	FALSE
NCOR1	9.93677381054096	0.0415062934228841	0.123691300798564	0.40625	0.406818181818182	-0.000568181818181801	chr17:16149453:-_vs_chr17:16137369:-	-0.30625	chr17:16108803:-;chr17:16126082:-;chr17:16126177:-;chr17:16137369:-;chr17:16149453:-	proximal	FALSE
SHPRH	4.1482981004902	0.0416763924555995	0.124003557848394	0.176470588235294	0.541666666666667	-0.365196078431372	chr6:145954726:-_vs_chr6:145946246:-	-0.730392156862745	chr6:145946246:-;chr6:145954726:-	proximal	FALSE
FAM177A1	4.14576802507837	0.0417387168465514	0.124003557848394	0.625	0.1875	0.4375	chr14:35081725:+_vs_chr14:35083378:+	0.875	chr14:35081725:+;chr14:35083378:+	distal	FALSE
