gene_id	chisq	pvalue	adj_pvalue	ExDp	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
KMT2C	6.4551510989011	0.0110631135567605	0.0422641527122324	0.266666666666667	0.833333333333333	-0.566666666666667	chr7:152177046:-_vs_chr7:152158924:-	-1.13333333333333	chr7:152158924:-;chr7:152177046:-	proximal	TRUE
ACBD5	6.42917744020685	0.0112260556611973	0.0427318293504227	0.764705882352941	0.230769230769231	0.53393665158371	chr10:27231749:-_vs_chr10:27197012:-	1.06787330316742	chr10:27197012:-;chr10:27231749:-	distal	TRUE
STK25	6.42370507822262	0.0112606986864864	0.0427318293504227	0.833333333333333	0.461538461538462	0.371794871794872	chr2:241495119:-_vs_chr2:241495021:-	0.743589743589744	chr2:241495021:-;chr2:241495119:-	distal	TRUE
CEP250	6.42145087235996	0.0112750009209256	0.0427318293504227	0.666666666666667	0.0909090909090909	0.575757575757576	chr20:35469949:+_vs_chr20:35478092:+	1.15151515151515	chr20:35469949:+;chr20:35478092:+	distal	TRUE
ATP2C1	6.41930618401207	0.0112886256064446	0.0427318293504227	0.769230769230769	0.28	0.489230769230769	chr3:130964993:+_vs_chr3:131001993:+	0.978461538461538	chr3:130964993:+;chr3:131001993:+	distal	TRUE
SKP1	14.784847329871	0.0113223192335303	0.0427617432555655	0.423357664233577	0.355631399317406	0.0677262649161705	chr5:134161063:-_vs_chr5:134156877:-	0.178396153558706	chr5:134156396:-;chr5:134156877:-;chr5:134157041:-;chr5:134157347:-;chr5:134157473:-;chr5:134161063:-	distal	FALSE
CCNI	14.743260310713	0.011517567071177	0.0434002868272986	0.571621621621622	0.588356164383562	-0.0167345427619401	chr4:77048001:-_vs_chr4:77047155:-	-0.139392817475009	chr4:77047155:-;chr4:77047509:-;chr4:77047662:-;chr4:77048001:-;chr4:77048082:-;chr4:77048307:-	proximal	FALSE
POMT1	6.37424118637354	0.0115788540028411	0.0435322901059195	0.9	0.529411764705882	0.370588235294118	chr9:131507095:+_vs_chr9:131523799:+	0.741176470588235	chr9:131507095:+;chr9:131523799:+	distal	TRUE
BRD3	6.35364658489659	0.0117140270471805	0.043940852588745	0.285714285714286	0.0666666666666667	0.219047619047619	chr9:134040211:-_vs_chr9:134032861:-	0.438095238095238	chr9:134032861:-;chr9:134040211:-	distal	TRUE
RBM10	6.32009225051678	0.0119377418317758	0.0446789524990615	0	0.168831168831169	-0.168831168831169	chrX:47185107:+_vs_chrX:47186813:+	-0.337662337662338	chrX:47185107:+;chrX:47186813:+	proximal	TRUE
ELF2	6.30684159590409	0.0120272912208846	0.0449127226221322	0.307692307692308	0.857142857142857	-0.549450549450549	chr4:139067696:-_vs_chr4:139058737:-	-1.0989010989011	chr4:139058737:-;chr4:139067696:-	proximal	TRUE
PPP2CB	8.82103236106417	0.0121489056825455	0.0452649115093493	0.684615384615385	0.792682926829268	-0.108067542213884	chr8:30786159:-_vs_chr8:30785616:-	-0.417636022514071	chr8:30785616:-;chr8:30786159:-;chr8:30799735:-	proximal	TRUE
RESF1	6.23869243421053	0.0124988721846545	0.0464644172245678	0.266666666666667	0.75	-0.483333333333333	chr12:31981659:+_vs_chr12:31982684:+	-0.966666666666667	chr12:31981659:+;chr12:31982684:+	proximal	TRUE
C1orf52	6.19639141925326	0.0128011043930474	0.0474029421875118	0.41025641025641	0.131578947368421	0.278677462887989	chr1:85252633:-_vs_chr1:85251968:-	0.557354925775978	chr1:85251968:-;chr1:85252633:-	distal	TRUE
WDR82	6.19536713286713	0.0128085151387245	0.0474029421875118	0	0.52	-0.52	chr3:52255110:-_vs_chr3:52254437:-	-1.04	chr3:52254437:-;chr3:52255110:-	proximal	TRUE
EIF5B	6.17492652275261	0.0129573292087071	0.0477574753744048	0.615384615384615	0.142857142857143	0.472527472527473	chr2:99361721:+_vs_chr2:99399477:+	0.945054945054945	chr2:99361721:+;chr2:99399477:+	distal	TRUE
SF3B1	8.6884672914645	0.012981452828522	0.0477574753744048	0.261904761904762	0.421259842519685	-0.159355080614923	chr2:197408481:-_vs_chr2:197405105:-	-0.332583427071616	chr2:197391980:-;chr2:197405105:-;chr2:197408481:-	proximal	TRUE
PCDH11X	6.17037259615385	0.0129907246042561	0.0477574753744048	0.944444444444444	0.555555555555556	0.388888888888889	chrX:91877836:+_vs_chrX:91878855:+	0.777777777777778	chrX:91877836:+;chrX:91878855:+	distal	TRUE
SOX5	6.15950226244344	0.013070798360714	0.0478164242895859	0.823529411764706	0.307692307692308	0.515837104072398	chr12:23534003:-_vs_chr12:23533687:-	1.0316742081448	chr12:23533687:-;chr12:23534003:-	distal	TRUE
NACA	6.15560160057917	0.0130996552167121	0.0478164242895859	0.867052023121387	0.934146341463415	-0.0670943183420274	chr12:56713105:-_vs_chr12:56712431:-	-0.134188636684055	chr12:56712431:-;chr12:56713105:-	proximal	FALSE
PAFAH1B3	6.15260317836812	0.0131218818761925	0.0478164242895859	1	0.969187675070028	0.030812324929972	chr19:42300492:-_vs_chr19:42297036:-	0.061624649859944	chr19:42297036:-;chr19:42300492:-	distal	FALSE
CRBN	8.66691202172568	0.0131221188490721	0.0478164242895859	0.477272727272727	0.26530612244898	0.211966604823748	chr3:3153436:-_vs_chr3:3149704:-	0.423933209647495	chr3:3149704:-;chr3:3150011:-;chr3:3153436:-	distal	TRUE
DHX38	6.125	0.0133283287808176	0.0484613357863937	0.9	0.4	0.5	chr16:72096953:+_vs_chr16:72112907:+	1	chr16:72096953:+;chr16:72112907:+	distal	TRUE
LPGAT1	6.10358391608392	0.0134908007074612	0.048944743048076	0.454545454545455	0.107692307692308	0.346853146853147	chr1:211749789:-_vs_chr1:211749678:-	0.693706293706294	chr1:211749678:-;chr1:211749789:-	distal	TRUE
KIDINS220	10.6800697594895	0.0135878367844049	0.049189155870182	0.26530612244898	0.208835341365462	0.0564707810835177	chr2:8798265:-_vs_chr2:8770671:-	0.29481190066388	chr2:8770671:-;chr2:8778948:-;chr2:8798265:-;chr2:8803035:-	distal	TRUE
SRP54	10.6682773245273	0.0136617656184412	0.0493490357197724	0.481481481481481	0.615384615384615	-0.133903133903134	chr14:34999632:+_vs_chr14:35007332:+	-0.615384615384615	chr14:34999632:+;chr14:35000985:+;chr14:35007332:+;chr14:35029567:+	proximal	TRUE
CBWD1	6.06293706293706	0.013804790907555	0.0497572680972308	0.75	0.125	0.625	chr9:173134:-_vs_chr9:154744:-	1.25	chr9:154744:-;chr9:173134:-	distal	TRUE
NOP56	12.4821363446125	0.0141039632549915	0.0507253168693619	0.663793103448276	0.574324324324324	0.0894687791239516	chr20:2658266:+_vs_chr20:2658391:+	0.371854613233924	chr20:2657155:+;chr20:2657960:+;chr20:2658039:+;chr20:2658266:+;chr20:2658391:+	distal	FALSE
GTF2IP1	5.97783627717391	0.0144867643241394	0.0519342039748773	0.133333333333333	0.583333333333333	-0.45	chr7:75210568:-_vs_chr7:75196613:-	-0.9	chr7:75196613:-;chr7:75210568:-	proximal	FALSE
NEUROD2	8.46683590272688	0.0145027360918988	0.0519342039748773	0.652777777777778	0.676724137931034	-0.0239463601532567	chr17:39605035:-_vs_chr17:39604626:-	-0.167145593869732	chr17:39603774:-;chr17:39604626:-;chr17:39605035:-	proximal	FALSE
CCT5	5.95304409379974	0.0146918940801736	0.0524847147552406	0.580645161290323	0.820224719101124	-0.239579557810801	chr5:10258499:+_vs_chr5:10265080:+	-0.479159115621602	chr5:10258499:+;chr5:10265080:+	proximal	FALSE
CUL3	8.43712645880668	0.0147197782636833	0.0524847147552406	0.555555555555556	0.292682926829268	0.262872628726287	chr2:224478275:-_vs_chr2:224473957:-	0.70189701897019	chr2:224473957:-;chr2:224478275:-;chr2:224511529:-	distal	FALSE
CCND2	10.4908205876308	0.0148232958485721	0.0527403959590827	0.17948717948718	0.333333333333333	-0.153846153846154	chr12:4300193:+_vs_chr12:4300462:+	-0.482731554160126	chr12:4300193:+;chr12:4300462:+;chr12:4301290:+;chr12:4301558:+	proximal	FALSE
DNAJC8	8.40459964012596	0.0149611293187611	0.0531168145835243	0.775	0.546153846153846	0.228846153846154	chr1:28201265:-_vs_chr1:28200557:-	0.626923076923077	chr1:28200557:-;chr1:28201265:-;chr1:28205298:-	distal	FALSE
EZR	12.330319706499	0.0150567409874382	0.0533420439255823	1	0.220125786163522	0.779874213836478	chr6:158783582:-_vs_chr6:158765748:-	1.38993710691824	chr6:158765748:-;chr6:158766130:-;chr6:158766193:-;chr6:158770869:-;chr6:158783582:-	distal	FALSE
PSMA7	8.38042999429504	0.0151430288150379	0.0535333513333323	0.761363636363636	0.701465201465201	0.059898434898435	chr20:62136866:-_vs_chr20:62136733:-	0.287296037296037	chr20:62136733:-;chr20:62136866:-;chr20:62136931:-	distal	FALSE
HLA-A	5.88162777455057	0.0152996708444722	0.0539720303407125	0.705882352941177	0.347222222222222	0.358660130718954	chr6:29945773:+_vs_chr6:29945837:+	0.717320261437909	chr6:29945773:+;chr6:29945837:+	distal	FALSE
BICD1	10.4130611813405	0.015362400672	0.0540226859057074	0.350877192982456	0.51937984496124	-0.168502651978784	chr12:32305851:+_vs_chr12:32334566:+	-0.518971848225214	chr12:32294103:+;chr12:32305851:+;chr12:32334566:+;chr12:32377903:+	proximal	FALSE
TMEM18	5.8725	0.0153791964701411	0.0540226859057074	0.214285714285714	0.733333333333333	-0.519047619047619	chr2:669600:-_vs_chr2:669210:-	-1.03809523809524	chr2:669210:-;chr2:669600:-	proximal	FALSE
PAPSS1	5.86028871086342	0.0154862535931003	0.0542837388104869	0.62962962962963	0.931034482758621	-0.301404853128991	chr4:107631661:-_vs_chr4:107613666:-	-0.602809706257982	chr4:107613666:-;chr4:107631661:-	proximal	FALSE
PAPOLA	10.3280717746156	0.0159737117647235	0.0558742913626827	0.373333333333333	0.383928571428571	-0.0105952380952381	chr14:96547917:+_vs_chr14:96556333:+	0.255714285714286	chr14:96532696:+;chr14:96547917:+;chr14:96556333:+;chr14:96556405:+	distal	FALSE
SARS1	5.79430936211496	0.0160781295825597	0.056121134416598	1	0.719298245614035	0.280701754385965	chr1:109237854:+_vs_chr1:109238117:+	0.56140350877193	chr1:109237854:+;chr1:109238117:+	distal	FALSE
BORCS7	5.74760765550239	0.0165111269922858	0.0574368117187991	0.789473684210526	0.272727272727273	0.516746411483254	chr10:102863364:+_vs_chr10:102864208:+	1.03349282296651	chr10:102863364:+;chr10:102864208:+	distal	FALSE
SERBP1	5.74620224901555	0.0165243420928029	0.0574368117187991	0.441176470588235	0.738095238095238	-0.296918767507003	chr1:67412863:-_vs_chr1:67411053:-	-0.593837535014006	chr1:67411053:-;chr1:67412863:-	proximal	FALSE
STX12	8.19287715086035	0.0166318029618008	0.0575690070768549	0.25	0.547619047619048	-0.297619047619048	chr1:27812242:+_vs_chr1:27824305:+	-0.595238095238095	chr1:27812242:+;chr1:27823765:+;chr1:27824305:+	proximal	FALSE
HIKESHI	8.18901473632931	0.0166639534551602	0.0575690070768549	0.240740740740741	0.349206349206349	-0.108465608465608	chr11:86345795:+_vs_chr11:86345931:+	-0.433862433862434	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	FALSE
COPS6	8.18870431893688	0.0166665400463754	0.0575690070768549	0.514285714285714	0.575581395348837	-0.0612956810631229	chr7:100091905:+_vs_chr7:100092185:+	-0.352823920265781	chr7:100090198:+;chr7:100091905:+;chr7:100092185:+	proximal	FALSE
ZC2HC1A	8.18366129994037	0.0167086179129812	0.0575943627852865	0.46551724137931	0.53448275862069	-0.0689655172413793	chr8:78715303:+_vs_chr8:78719765:+	-0.448275862068966	chr8:78689346:+;chr8:78715303:+;chr8:78719765:+	proximal	FALSE
SF3B2	5.7024520945007	0.0169412288107345	0.0582120318290503	0.0434782608695652	0.32	-0.276521739130435	chr11:66058867:+_vs_chr11:66068892:+	-0.55304347826087	chr11:66058867:+;chr11:66068892:+	proximal	FALSE
ARMC8	8.15402779039143	0.0169580285726365	0.0582120318290503	0.714285714285714	0.340909090909091	0.373376623376623	chr3:138245683:+_vs_chr3:138296566:+	0.746753246753247	chr3:138245683:+;chr3:138296513:+;chr3:138296566:+	distal	FALSE
DNAJA1	12.0070882294097	0.0172986331083758	0.059258540689436	0.605	0.573008849557522	0.0319911504424779	chr9:33026861:+_vs_chr9:33030643:+	0.182064896755162	chr9:33026861:+;chr9:33029963:+;chr9:33030643:+;chr9:33039032:+;chr9:33039900:+	distal	FALSE
DR1	5.65993788819876	0.0173567376731464	0.0593349918805705	0.857142857142857	0.260869565217391	0.596273291925466	chr1:93360935:+_vs_chr1:93362592:+	1.19254658385093	chr1:93360935:+;chr1:93362592:+	distal	FALSE
RGS7	5.65011245265152	0.0174542528302284	0.0595455785854295	0.8	0	0.8	chr1:240802905:-_vs_chr1:240775514:-	1.6	chr1:240775514:-;chr1:240802905:-	distal	FALSE
OLA1	5.64014259786319	0.0175537793468889	0.0596301773240703	0.459459459459459	0.730769230769231	-0.271309771309771	chr2:174123182:-_vs_chr2:174075007:-	-0.542619542619543	chr2:174075007:-;chr2:174123182:-	proximal	FALSE
SNRNP200	5.63730893592005	0.0175821738273269	0.0596301773240703	1	0.407407407407407	0.592592592592593	chr2:96284744:-_vs_chr2:96274734:-	1.18518518518519	chr2:96274734:-;chr2:96284744:-	distal	FALSE
USP10	5.63683314009969	0.0175869461468458	0.0596301773240703	0.489795918367347	0.257575757575758	0.232220160791589	chr16:84744942:+_vs_chr16:84779922:+	0.464440321583179	chr16:84744942:+;chr16:84779922:+	distal	FALSE
CCDC47	8.06390592582497	0.0177396512206277	0.06002518719143	0.706896551724138	0.439393939393939	0.267502612330199	chr17:63752325:-_vs_chr17:63746366:-	0.535005224660397	chr17:63746366:-;chr17:63746901:-;chr17:63752325:-	distal	FALSE
HNRNPR	10.0223800848912	0.0183768513595618	0.0619233546951854	0.600798403193613	0.585551330798479	0.0152470723951337	chr1:23311244:-_vs_chr1:23309788:-	-0.190341749960156	chr1:23309788:-;chr1:23311244:-;chr1:23313622:-;chr1:23321557:-	proximal	FALSE
NOL11	7.99327220766849	0.0183773545404907	0.0619233546951854	0.735294117647059	0.592105263157895	0.143188854489164	chr17:67743813:+_vs_chr17:67744151:+	0.582043343653251	chr17:67743813:+;chr17:67744151:+;chr17:67744203:+	distal	FALSE
SCCPDH	7.98890336637047	0.0184175422907185	0.0619233546951854	0.390625	0.473684210526316	-0.0830592105263158	chr1:246767464:+_vs_chr1:246767833:+	-0.638157894736842	chr1:246767464:+;chr1:246767833:+;chr1:246768137:+	proximal	FALSE
KAT6B	10.0137019230769	0.0184500224483846	0.0619233546951854	0.5625	0.385185185185185	0.177314814814815	chr10:74972543:+_vs_chr10:75022173:+	0.488888888888889	chr10:74960038:+;chr10:74972543:+;chr10:75022173:+;chr10:75028994:+	distal	FALSE
SRSF10	13.5733582949309	0.0185591321254826	0.0621637193213133	0.558333333333333	0.402380952380952	0.155952380952381	chr1:23975590:-_vs_chr1:23966445:-	0.380952380952381	chr1:23966445:-;chr1:23967478:-;chr1:23969089:-;chr1:23970528:-;chr1:23975590:-;chr1:23978115:-	distal	FALSE
NOL8	5.53119658119658	0.0186803259005225	0.0624435087561821	0.846153846153846	0.333333333333333	0.512820512820513	chr9:92315331:-_vs_chr9:92305754:-	1.02564102564103	chr9:92305754:-;chr9:92315331:-	distal	FALSE
KDELR2	5.46	0.0194566467745369	0.0649076868253164	0.7	0.125	0.575	chr7:6461760:-_vs_chr7:6461089:-	1.15	chr7:6461089:-;chr7:6461760:-	distal	FALSE
MDH2	5.44275820793434	0.0196496165620926	0.0654198077509025	0.130952380952381	0.0294117647058824	0.101540616246499	chr7:76066590:+_vs_chr7:76067508:+	0.203081232492997	chr7:76066590:+;chr7:76067508:+	distal	FALSE
NIT1	5.42410714285714	0.019860588142718	0.0659896896605741	0.857142857142857	0.285714285714286	0.571428571428571	chr1:161121064:+_vs_chr1:161121194:+	1.14285714285714	chr1:161121064:+;chr1:161121194:+	distal	FALSE
SLF2	9.84354506023226	0.0199439657715083	0.0661341904983217	0.358024691358025	0.658119658119658	-0.300094966761633	chr10:100917231:+_vs_chr10:100924382:+	-0.541310541310541	chr10:100917231:+;chr10:100924013:+;chr10:100924120:+;chr10:100924382:+	proximal	FALSE
PCBP2	9.82751219134776	0.0200907107233787	0.0664878211164909	0.779026217228465	0.860927152317881	-0.0819009350894162	chr12:53475548:+_vs_chr12:53479624:+	-0.15551752362527	chr12:53475548:+;chr12:53475655:+;chr12:53479624:+;chr12:53479795:+	proximal	FALSE
RBM34	7.784301303024	0.0204014224726389	0.0673815905570423	0.657894736842105	0.386363636363636	0.271531100478469	chr1:235154950:-_vs_chr1:235131647:-	0.543062200956938	chr1:235131647:-;chr1:235131905:-;chr1:235154950:-	distal	FALSE
SRRM3	5.34587316145885	0.0207713778710308	0.0684670865013302	0.444444444444444	0.732142857142857	-0.287698412698413	chr7:76260177:+_vs_chr7:76264792:+	-0.575396825396825	chr7:76260177:+;chr7:76264792:+	proximal	FALSE
DNTTIP2	11.5349765998477	0.0211660184573777	0.0696294813538339	0.2890625	0.429878048780488	-0.140815548780488	chr1:93877284:-_vs_chr1:93876375:-	-0.336128048780488	chr1:93869780:-;chr1:93875649:-;chr1:93876375:-;chr1:93876898:-;chr1:93877284:-	proximal	FALSE
FAM110B	5.30347735358511	0.0212828946955573	0.0698753255549189	0.476190476190476	0.1	0.376190476190476	chr8:58147706:+_vs_chr8:58148753:+	0.752380952380952	chr8:58147706:+;chr8:58148753:+	distal	FALSE
TCERG1	11.5172688321537	0.0213263142942715	0.0698795041500041	0.49	0.309782608695652	0.180217391304348	chr5:146470665:+_vs_chr5:146503935:+	0.457391304347826	chr5:146469743:+;chr5:146470665:+;chr5:146470747:+;chr5:146471522:+;chr5:146503935:+	distal	FALSE
C11orf24	5.27695453181273	0.0216095141307035	0.070656037491018	1	0.416666666666667	0.583333333333333	chr11:68261463:-_vs_chr11:68261338:-	1.16666666666667	chr11:68261338:-;chr11:68261463:-	distal	FALSE
RUFY2	9.6640656880036	0.0216485325967655	0.070656037491018	0.343137254901961	0.502645502645503	-0.159508247743542	chr10:68384084:-_vs_chr10:68377206:-	-0.415966386554622	chr10:68377206:-;chr10:68378535:-;chr10:68384084:-;chr10:68394076:-	proximal	FALSE
PSMD14	5.26226184116809	0.0217926792663926	0.070903397612819	0.9375	0.685714285714286	0.251785714285714	chr2:161411421:+_vs_chr2:161411717:+	0.503571428571429	chr2:161411421:+;chr2:161411717:+	distal	FALSE
SVBP	5.2608909716245	0.0218098508941723	0.070903397612819	1	0.863157894736842	0.136842105263158	chr1:42812093:-_vs_chr1:42807067:-	0.273684210526316	chr1:42807067:-;chr1:42812093:-	distal	FALSE
SLC25A3	9.61225675013504	0.02216664170105	0.0717924094552658	0.329896907216495	0.358974358974359	-0.0290774517578641	chr12:98601708:+_vs_chr12:98606360:+	-0.19878403383558	chr12:98601238:+;chr12:98601708:+;chr12:98601805:+;chr12:98606360:+	proximal	FALSE
SPOP	7.61803847413091	0.0221699117256309	0.0717924094552658	0.653846153846154	0.470588235294118	0.183257918552036	chr17:49600192:-_vs_chr17:49599482:-	0.366515837104072	chr17:49599482:-;chr17:49599986:-;chr17:49600192:-	distal	FALSE
SELENOT	7.59489896242992	0.0224279017544902	0.0724862789648044	0.378378378378378	0.35	0.0283783783783784	chr3:150628381:+_vs_chr3:150629795:+	0.452027027027027	chr3:150628381:+;chr3:150629795:+;chr3:150630436:+	distal	FALSE
ZNF638	7.52730739599075	0.0231988238435108	0.0748320037598073	0.340579710144927	0.458762886597938	-0.118183176453011	chr2:71363977:+_vs_chr2:71369967:+	-0.293889137905274	chr2:71363977:+;chr2:71369967:+;chr2:71426617:+	proximal	FALSE
ATP5F1C	5.14489844928201	0.0233147740152023	0.0750185448744169	0.957142857142857	0.831683168316832	0.125459688826026	chr10:7807015:+_vs_chr10:7807801:+	0.250919377652051	chr10:7807015:+;chr10:7807801:+	distal	FALSE
PTPN2	7.51384615384616	0.023355492984995	0.0750185448744169	0.25	0.58	-0.33	chr18:12802088:-_vs_chr18:12785481:-	-0.66	chr18:12785481:-;chr18:12793534:-;chr18:12802088:-	proximal	FALSE
PLEKHA1	5.13912814623409	0.0233923930639768	0.0750185448744169	0.235294117647059	0.527777777777778	-0.292483660130719	chr10:122430145:+_vs_chr10:122430566:+	-0.584967320261438	chr10:122430145:+;chr10:122430566:+	proximal	FALSE
PRDX6	5.13181504485852	0.023491150173336	0.0750821531649768	0.181818181818182	0.636363636363636	-0.454545454545455	chr1:173488015:+_vs_chr1:173488802:+	-0.909090909090909	chr1:173488015:+;chr1:173488802:+	proximal	FALSE
UQCRB	7.50122327281162	0.023503365944548	0.0750821531649768	0.508620689655172	0.480769230769231	0.0278514588859416	chr8:96230939:-_vs_chr8:96230540:-	0.288461538461538	chr8:96230540:-;chr8:96230939:-;chr8:96231078:-	distal	FALSE
HMGCS1	9.47972049689441	0.0235480818128998	0.0750821531649768	0.578014184397163	0.585106382978723	-0.00709219858156029	chr5:43294751:-_vs_chr5:43290235:-	-0.170212765957447	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43294751:-	proximal	FALSE
CEP89	5.11061132154882	0.0237799397503904	0.075675892718133	0.375	0.733333333333333	-0.358333333333333	chr19:32968909:-_vs_chr19:32933515:-	-0.716666666666667	chr19:32933515:-;chr19:32968909:-	proximal	FALSE
MALT1	5.07395647653001	0.0242878873580745	0.0771442858997846	0	0.647058823529412	-0.647058823529412	chr18:58733534:+_vs_chr18:58749016:+	-1.29411764705882	chr18:58733534:+;chr18:58749016:+	proximal	FALSE
KIF5C	11.1941015231005	0.024467047501425	0.0775597870042703	0.311904761904762	0.3515625	-0.0396577380952381	chr2:148962060:+_vs_chr2:148983686:+	-0.22172619047619	chr2:148946951:+;chr2:148962060:+;chr2:148983686:+;chr2:149011683:+;chr2:149026731:+	proximal	FALSE
C1orf35	5.05801763408254	0.0245122607902519	0.0775597870042703	0.551724137931034	0.222222222222222	0.329501915708812	chr1:228101410:-_vs_chr1:228100735:-	0.659003831417625	chr1:228100735:-;chr1:228101410:-	distal	FALSE
KHDRBS1	9.37734441602728	0.0246726547538186	0.0779185934892025	0.717391304347826	0.590686274509804	0.126705029838022	chr1:32042972:+_vs_chr1:32043301:+	0.311381074168798	chr1:32042631:+;chr1:32042972:+;chr1:32043301:+;chr1:32043877:+	distal	FALSE
CIAPIN1	5.04063767124819	0.0247593743818	0.0780438074620236	0.392857142857143	0.702702702702703	-0.30984555984556	chr16:57428552:-_vs_chr16:57428189:-	-0.61969111969112	chr16:57428189:-;chr16:57428552:-	proximal	FALSE
PRCC	4.99392337194441	0.0254364732293013	0.0800259442394335	0.964285714285714	0.737704918032787	0.226580796252927	chr1:156782318:+_vs_chr1:156800815:+	0.453161592505855	chr1:156782318:+;chr1:156800815:+	distal	FALSE
SGF29	4.97888257575758	0.0256585510132146	0.0805717378407383	1	0.482758620689655	0.517241379310345	chr16:28591702:+_vs_chr16:28591790:+	1.03448275862069	chr16:28591702:+;chr16:28591790:+	distal	FALSE
SRP9	4.94799886763907	0.0261208864753614	0.08179924396128	1	0.946938775510204	0.0530612244897959	chr1:225787546:+_vs_chr1:225790462:+	0.106122448979592	chr1:225787546:+;chr1:225790462:+	distal	FALSE
SAP18	7.28795521418472	0.0261481298549327	0.08179924396128	0.403846153846154	0.491803278688525	-0.0879571248423707	chr13:21147602:+_vs_chr13:21148321:+	-0.192938209331652	chr13:21147416:+;chr13:21147602:+;chr13:21148321:+	proximal	FALSE
PNMA2	4.93268795289855	0.0263532951392958	0.0822858066684602	0.266666666666667	0.6	-0.333333333333333	chr8:26507075:-_vs_chr8:26504701:-	-0.666666666666667	chr8:26504701:-;chr8:26507075:-	proximal	FALSE
WDR1	4.91978436185133	0.0265508308434747	0.082746762290378	0.888888888888889	0.652173913043478	0.236714975845411	chr4:10074480:-_vs_chr4:10074339:-	0.473429951690821	chr4:10074339:-;chr4:10074480:-	distal	FALSE
DYNC1LI1	9.21017404580988	0.0266231668706503	0.082816530340597	0.313131313131313	0.531353135313531	-0.218221822182218	chr3:32533069:-_vs_chr3:32525974:-	-0.38043804380438	chr3:32525974:-;chr3:32526133:-;chr3:32533069:-;chr3:32534604:-	proximal	FALSE
PGRMC2	4.90835336538462	0.0267271087754137	0.0829321554584727	0.5	0.851851851851852	-0.351851851851852	chr4:128271355:-_vs_chr4:128270140:-	-0.703703703703704	chr4:128270140:-;chr4:128271355:-	proximal	FALSE
GGA1	4.90620490620491	0.0267603758566242	0.0829321554584727	0.470588235294118	0.818181818181818	-0.347593582887701	chr22:37617838:+_vs_chr22:37633564:+	-0.695187165775401	chr22:37617838:+;chr22:37633564:+	proximal	FALSE
DCAF12	4.869365234375	0.0273375543615511	0.0844824951186784	0.0666666666666667	0.4375	-0.370833333333333	chr9:34087705:-_vs_chr9:34086387:-	-0.741666666666667	chr9:34086387:-;chr9:34087705:-	proximal	FALSE
LRRFIP2	4.86778846153846	0.027362545162081	0.0844824951186784	0.2	0.733333333333333	-0.533333333333333	chr3:37127917:-_vs_chr3:37083780:-	-1.06666666666667	chr3:37083780:-;chr3:37127917:-	proximal	FALSE
SYNE2	7.19158420944135	0.0274389400517919	0.0845608970369349	0.785714285714286	0.416666666666667	0.369047619047619	chr14:64163431:+_vs_chr14:64226433:+	0.804761904761905	chr14:63954891:+;chr14:64163431:+;chr14:64226433:+	distal	FALSE
DLG2	4.85285942128047	0.0276003413915935	0.0849004935570725	0.421052631578947	1	-0.578947368421053	chr11:83480908:-_vs_chr11:83459101:-	-1.15789473684211	chr11:83459101:-;chr11:83480908:-	proximal	FALSE
DERL1	4.84703928852865	0.0276936284651777	0.085029696287527	0	0.765957446808511	-0.765957446808511	chr8:123015292:-_vs_chr8:123013346:-	-1.53191489361702	chr8:123013346:-;chr8:123015292:-	proximal	FALSE
BNIP3	4.81180555555556	0.0282654151492928	0.0865387256323384	0.785714285714286	0.37037037037037	0.415343915343915	chr10:131968375:-_vs_chr10:131967686:-	0.830687830687831	chr10:131967686:-;chr10:131968375:-	distal	FALSE
CDK11B	10.8510925022183	0.0282894989702819	0.0865387256323384	0.583333333333333	0.556666666666667	0.0266666666666666	chr1:1652491:-_vs_chr1:1649608:-	0.280952380952381	chr1:1635587:-;chr1:1638503:-;chr1:1641068:-;chr1:1649608:-;chr1:1652491:-	distal	FALSE
ARL6IP1	4.7902392264188	0.0286214511529032	0.0873929392477227	0.422857142857143	0.534615384615385	-0.111758241758242	chr16:18793259:-_vs_chr16:18791667:-	-0.223516483516484	chr16:18791667:-;chr16:18793259:-	proximal	FALSE
CSRNP2	7.07793255131965	0.029043334371552	0.0885181036544728	0.55	0.548387096774194	0.00161290322580654	chr12:51073828:-_vs_chr12:51063670:-	0.567741935483871	chr12:51061208:-;chr12:51063670:-;chr12:51073828:-	distal	FALSE
KHDC4	4.75323073308271	0.0292433415303725	0.0889641472612066	0.777777777777778	0.368421052631579	0.409356725146199	chr1:155915288:-_vs_chr1:155913058:-	0.818713450292398	chr1:155913058:-;chr1:155915288:-	distal	FALSE
TTLL7	4.74547969915617	0.0293753626520139	0.0890497217785663	0.6	0.189189189189189	0.410810810810811	chr1:83911221:-_vs_chr1:83906434:-	0.821621621621622	chr1:83906434:-;chr1:83911221:-	distal	FALSE
EPHA7	8.99339077936467	0.0293788889100578	0.0890497217785663	0.607843137254902	0.421052631578947	0.186790505675955	chr6:93258183:-_vs_chr6:93243247:-	0.405572755417957	chr6:93243247:-;chr6:93243494:-;chr6:93258183:-;chr6:93410897:-	distal	FALSE
