gene_id	chisq	pvalue	adj_pvalue	Ex	In	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
REPS1	18.6902680652681	8.73896212255389e-05	0.00104270233559243	0.390625	0.65625	-0.265625	chr6:138920259:-_vs_chr6:138904937:-	-0.828125	chr6:138904861:-;chr6:138904937:-;chr6:138920259:-	proximal	TRUE
SLF2	28.1584787849566	8.77200107539704e-05	0.00104270233559243	0.418715846994536	0.208333333333333	0.210382513661202	chr10:100918408:+_vs_chr10:100924382:+	0.758196721311475	chr10:100917231:+;chr10:100918408:+;chr10:100924013:+;chr10:100924120:+;chr10:100924382:+;chr10:100924789:+;chr10:100925300:+	distal	TRUE
STRADA	15.3822580645161	8.78089028330415e-05	0.00104270233559243	0.887096774193548	0	0.887096774193548	chr17:63725345:-_vs_chr17:63702835:-	1.7741935483871	chr17:63702835:-;chr17:63725345:-	distal	TRUE
FAM8A1	18.6804597701149	8.78192454338869e-05	0.00104270233559243	0.406896551724138	0.48	-0.073103448275862	chr6:17608520:+_vs_chr6:17610089:+	-0.768275862068966	chr6:17608520:+;chr6:17610089:+;chr6:17611719:+	proximal	TRUE
EIF2AK3	15.3650793650794	8.8610882520915e-05	0.00104921127380534	0.833333333333333	0.0714285714285714	0.761904761904762	chr2:88574874:-_vs_chr2:88556741:-	1.52380952380952	chr2:88556741:-;chr2:88574874:-	distal	TRUE
PRDM2	25.9934452001188	8.94975664630598e-05	0.00105680688070079	0.441340782122905	0.48	-0.0386592178770949	chr1:13773119:+_vs_chr1:13780436:+	-0.701117318435754	chr1:13742149:+;chr1:13773119:+;chr1:13780436:+;chr1:13782692:+;chr1:13824042:+;chr1:13825076:+	proximal	TRUE
YPEL1	21.3069264132819	9.09013175720327e-05	0.00107044994190017	0.470430107526882	0.636363636363636	-0.165933528836755	chr22:21699740:-_vs_chr22:21697544:-	-0.851906158357771	chr22:21697544:-;chr22:21699740:-;chr22:21700322:-;chr22:21700650:-	proximal	TRUE
FAM104A	21.2835946573751	9.19217731979226e-05	0.00107951728197015	0.527777777777778	0.755555555555556	-0.227777777777778	chr17:73209444:-_vs_chr17:73207673:-	-0.766666666666667	chr17:73207365:-;chr17:73207673:-;chr17:73209120:-;chr17:73209444:-	proximal	TRUE
ZSWIM9	18.5749792874896	9.25751654705336e-05	0.0010842363129837	0.605633802816901	0.5	0.105633802816901	chr19:48197424:+_vs_chr19:48197622:+	1.35211267605634	chr19:48197352:+;chr19:48197424:+;chr19:48197622:+	distal	TRUE
SMIM8	23.6707246376812	9.29770122060688e-05	0.00108599166018471	0.339583333333333	0.375	-0.0354166666666667	chr6:87340714:+_vs_chr6:87340754:+	-0.9	chr6:87340582:+;chr6:87340714:+;chr6:87340754:+;chr6:87341759:+;chr6:87342309:+	proximal	TRUE
SRSF11	31.9940979800874	9.33685933711164e-05	0.00108615022973516	0.53731684981685	0.435483870967742	0.101832978849108	chr1:70237489:+_vs_chr1:70252001:+	0.300898026704478	chr1:70231775:+;chr1:70237489:+;chr1:70246870:+;chr1:70250021:+;chr1:70250046:+;chr1:70250436:+;chr1:70250708:+;chr1:70251068:+;chr1:70252001:+	distal	TRUE
ZC3H18	23.6586834484106	9.34946021419363e-05	0.00108615022973516	0.490168539325843	0.527777777777778	-0.0376092384519351	chr16:88627948:+_vs_chr16:88631437:+	-0.724094881398252	chr16:88577706:+;chr16:88599894:+;chr16:88627948:+;chr16:88631437:+;chr16:88631964:+	proximal	TRUE
MSH6	18.4282088282088	9.9624303299853e-05	0.00115424932049023	0.702380952380952	0.6	0.102380952380952	chr2:47799618:+_vs_chr2:47806950:+	1.0047619047619	chr2:47791125:+;chr2:47799618:+;chr2:47806950:+	distal	TRUE
KIF20B	21.082463690156	0.000101205278904611	0.0011694229278254	0.583333333333333	0.0909090909090909	0.492424242424242	chr10:89719518:+_vs_chr10:89724023:+	1.0541958041958	chr10:89719518:+;chr10:89719662:+;chr10:89724023:+;chr10:89768765:+	distal	TRUE
GUF1	18.2599125874126	0.000108370321460909	0.00124817217697456	0.555944055944056	0.1875	0.368444055944056	chr4:44680712:+_vs_chr4:44689966:+	0.823426573426573	chr4:44680712:+;chr4:44689966:+;chr4:44698741:+	distal	TRUE
COQ9	14.9809907291012	0.000108599667370176	0.00124817217697456	0.854651162790698	0.166666666666667	0.687984496124031	chr16:57459025:+_vs_chr16:57461267:+	1.37596899224806	chr16:57459025:+;chr16:57461267:+	distal	TRUE
IFT81	20.8854961832061	0.000111200527708541	0.00127466562346758	0.597964376590331	0.205128205128205	0.392836171462126	chr12:110134973:+_vs_chr12:110143469:+	0.829712272460364	chr12:110134973:+;chr12:110135430:+;chr12:110143469:+;chr12:110146998:+	distal	TRUE
RTF1	33.4408733902552	0.000111886816856099	0.00127837393958313	0.368294548235551	0.339285714285714	0.0290088339498369	chr15:41475761:+_vs_chr15:41478714:+	-0.181345694620031	chr15:41452949:+;chr15:41453014:+;chr15:41464833:+;chr15:41470289:+;chr15:41475761:+;chr15:41476475:+;chr15:41477212:+;chr15:41478714:+;chr15:41481447:+;chr15:41482981:+	proximal	FALSE
DLD	14.920845652318	0.000112117250385713	0.00127837393958313	0.544401544401544	0.0909090909090909	0.453492453492453	chr7:107919745:+_vs_chr7:107919965:+	0.906984906984907	chr7:107919745:+;chr7:107919965:+	distal	TRUE
BEX3	14.909711225103	0.000112780919101955	0.00128254818292724	0.987714987714988	0.947674418604651	0.0400405691103365	chrX:103377731:+_vs_chrX:103378073:+	0.080081138220673	chrX:103377731:+;chrX:103378073:+	distal	FALSE
MSH2	23.2378085904672	0.000113499938286813	0.00128732824741095	0.617741935483871	0.490384615384615	0.127357320099255	chr2:47471005:+_vs_chr2:47483223:+	0.800496277915633	chr2:47412473:+;chr2:47429934:+;chr2:47471005:+;chr2:47482839:+;chr2:47483223:+	distal	TRUE
TRMT5	18.1222056631893	0.000116094872866213	0.0013133042048645	0.692622950819672	0.5	0.192622950819672	chr14:60975782:-_vs_chr14:60975011:-	1.36065573770492	chr14:60975011:-;chr14:60975782:-;chr14:60977584:-	distal	TRUE
ZNF71	18.0741813467551	0.000118916300035004	0.00133792609242422	0.125806451612903	0.291666666666667	-0.165860215053763	chr19:56623551:+_vs_chr19:56623689:+	-0.388440860215054	chr19:56623415:+;chr19:56623551:+;chr19:56623689:+	proximal	TRUE
KMT2C	25.3526138145055	0.000119101661892947	0.00133792609242422	0.60794701986755	0.52	0.0879470198675498	chr7:152315138:-_vs_chr7:152177046:-	0.60485651214128	chr7:152158924:-;chr7:152162743:-;chr7:152177046:-;chr7:152202968:-;chr7:152248248:-;chr7:152315138:-	distal	TRUE
C8orf76	14.8032199749371	0.000119331572638021	0.00133792609242422	0.790123456790123	0.181818181818182	0.608305274971942	chr8:123220265:-_vs_chr8:123219987:-	1.21661054994388	chr8:123219987:-;chr8:123220265:-	distal	TRUE
DCX	25.3448690027686	0.000119513119624902	0.00133792609242422	0.721254355400697	0.893333333333333	-0.172078977932636	chrX:111300728:-_vs_chrX:111293779:-	-0.395168408826945	chrX:111293779:-;chrX:111300611:-;chrX:111300728:-;chrX:111330345:-;chrX:111330456:-;chrX:111399141:-	proximal	TRUE
RNF121	14.794683908046	0.000119872951370834	0.00133847777307848	0.840579710144927	0	0.840579710144927	chr11:71996536:+_vs_chr11:71997597:+	1.68115942028985	chr11:71996536:+;chr11:71997597:+	distal	TRUE
PNMA2	20.7228407890102	0.000120191234407538	0.00133856387673511	0.552894211576846	0.7	-0.147105788423154	chr8:26508146:-_vs_chr8:26506927:-	-0.619760479041916	chr8:26504701:-;chr8:26506927:-;chr8:26507075:-;chr8:26508146:-	proximal	TRUE
METAP1	17.9831133950852	0.000124456201698142	0.00138249028174998	0.834507042253521	0.583333333333333	0.251173708920188	chr4:99062035:+_vs_chr4:99062135:+	0.557511737089202	chr4:99062035:+;chr4:99062135:+;chr4:99062809:+	distal	TRUE
HMGXB4	20.6407175773535	0.000125001910761925	0.00138498261024138	0.359307359307359	0.888888888888889	-0.52958152958153	chr22:35265347:+_vs_chr22:35295799:+	-1.04112554112554	chr22:35265347:+;chr22:35265375:+;chr22:35294609:+;chr22:35295799:+	proximal	TRUE
GOLGA8A	38.4449452901241	0.000129840914446619	0.00143490856734597	0.519736842105263	0.553571428571428	-0.0338345864661653	chr15:34385743:-_vs_chr15:34379068:-	-0.328947368421053	chr15:34379068:-;chr15:34379282:-;chr15:34380097:-;chr15:34381369:-;chr15:34383794:-;chr15:34385451:-;chr15:34385743:-;chr15:34386625:-;chr15:34387039:-;chr15:34387438:-;chr15:34389645:-;chr15:34404970:-;chr15:34407711:-	proximal	TRUE
EIF4A1	20.5243522373733	0.000132148480419533	0.00145667506549408	0.856737588652482	0.856115107913669	0.000622480738813214	chr17:7576262:+_vs_chr17:7578627:+	0.0538218554750011	chr17:7576023:+;chr17:7576262:+;chr17:7578627:+;chr17:7578978:+	distal	FALSE
MPHOSPH8	36.5512442941718	0.00013697343898	0.00150600898470357	0.53022113022113	0.639498432601881	-0.109277302380751	chr13:19646841:+_vs_chr13:19650161:+	-0.469245107176142	chr13:19642229:+;chr13:19646549:+;chr13:19646677:+;chr13:19646748:+;chr13:19646841:+;chr13:19646948:+;chr13:19647158:+;chr13:19648457:+;chr13:19648493:+;chr13:19650072:+;chr13:19650161:+;chr13:19672135:+	proximal	TRUE
NSG2	17.7414747254612	0.000140438995005609	0.00154018338034141	0.501502855425308	0.570824524312896	-0.0693216688875884	chr5:174107839:+_vs_chr5:174109179:+	-0.138643337775177	chr5:174107839:+;chr5:174107931:+;chr5:174109179:+	proximal	FALSE
RUVBL1	17.7089590003856	0.000142740894158787	0.0015614549589451	0.533088235294118	0.954545454545455	-0.421457219251337	chr3:128100648:-_vs_chr3:128080963:-	-0.842914438502674	chr3:128080963:-;chr3:128098888:-;chr3:128100648:-	proximal	TRUE
TPM4	22.6250070460054	0.000150448724868817	0.00164160507388507	0.552182163187856	0.505952380952381	0.0462297822354749	chr19:16095510:+_vs_chr19:16102357:+	0.212297822354748	chr19:16095510:+;chr19:16102197:+;chr19:16102357:+;chr19:16102629:+;chr19:16103005:+	distal	TRUE
METAP2	24.7217584822316	0.000157668816194093	0.00171604191362763	0.558064516129032	0.664285714285714	-0.106221198156682	chr12:95514343:+_vs_chr12:95515839:+	-0.494470046082949	chr12:95483260:+;chr12:95494095:+;chr12:95494993:+;chr12:95496074:+;chr12:95514343:+;chr12:95515839:+	proximal	TRUE
UBR1	17.4895833333333	0.000159288797522905	0.00172930659275496	0.404761904761905	0.7	-0.295238095238095	chr15:43025388:-_vs_chr15:43015831:-	-1.08095238095238	chr15:43015831:-;chr15:43025388:-;chr15:43032604:-	proximal	TRUE
RASA1	20.0714665184087	0.000164050868514942	0.0017765307620588	0.485133020344288	0.592592592592593	-0.107459572248305	chr5:87362669:+_vs_chr5:87391916:+	-0.690140845070423	chr5:87338039:+;chr5:87362669:+;chr5:87374898:+;chr5:87391916:+	proximal	TRUE
LIN7C	30.5594701986755	0.000168257139337375	0.0018175144625165	0.432119205298013	0.625	-0.192880794701987	chr11:27496469:-_vs_chr11:27494898:-	-0.89271523178808	chr11:27494420:-;chr11:27494576:-;chr11:27494898:-;chr11:27496177:-;chr11:27496469:-;chr11:27497146:-;chr11:27497318:-;chr11:27497629:-;chr11:27498546:-	proximal	TRUE
SMOC1	19.9648468185389	0.000172613716481524	0.00185591336984756	0.472636815920398	1	-0.527363184079602	chr14:70030640:+_vs_chr14:70032366:+	-1.04477611940298	chr14:70030465:+;chr14:70030640:+;chr14:70031177:+;chr14:70032366:+	proximal	TRUE
H3-3B	24.5169295758922	0.000172673146475376	0.00185591336984756	0.544376391982183	0.537209302325581	0.00716708965660129	chr17:75778023:-_vs_chr17:75777459:-	-0.191912259802144	chr17:75776434:-;chr17:75777309:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-;chr17:75778550:-	proximal	FALSE
ZNF664	14.090815270936	0.000174192296450651	0.00186758407388633	0.827586206896552	0.1	0.727586206896552	chr12:124014108:+_vs_chr12:124015424:+	1.4551724137931	chr12:124014108:+;chr12:124015424:+	distal	TRUE
MAPRE1	14.0443635306001	0.000178548170219419	0.00190953502145334	0.937605396290051	0.72	0.217605396290051	chr20:32849169:+_vs_chr20:32850405:+	0.435210792580101	chr20:32849169:+;chr20:32850405:+	distal	TRUE
SOBP	17.2549019607843	0.000179120645779207	0.00191091580026828	0.558823529411765	0.5	0.0588235294117647	chr6:107659489:+_vs_chr6:107659994:+	1.35294117647059	chr6:107506730:+;chr6:107659489:+;chr6:107659994:+	distal	TRUE
ROBO1	22.2365527193113	0.000179818670007617	0.0019136258462539	0.442307692307692	0.653846153846154	-0.211538461538462	chr3:78746758:-_vs_chr3:78636007:-	-0.67032967032967	chr3:78598377:-;chr3:78600142:-;chr3:78636007:-;chr3:78745328:-;chr3:78746758:-	proximal	TRUE
PCF11	28.4651162790698	0.000181052025895512	0.00192200549657551	0.469545957918051	0.428571428571429	0.0409745293466224	chr11:83165908:+_vs_chr11:83166242:+	-1.01550387596899	chr11:83165908:+;chr11:83165962:+;chr11:83166043:+;chr11:83166242:+;chr11:83166602:+;chr11:83166713:+;chr11:83167552:+;chr11:83184900:+	proximal	TRUE
TARS3	19.8569105691057	0.000181735452618973	0.00192452039505595	0.439024390243902	1	-0.560975609756098	chr15:101708848:-_vs_chr15:101653939:-	-1.29268292682927	chr15:101653939:-;chr15:101656961:-;chr15:101708848:-;chr15:101723119:-	proximal	TRUE
PMPCB	17.2013316380395	0.000183983253327882	0.00194354858294895	0.0699300699300699	0.260869565217391	-0.190939495287321	chr7:103312336:+_vs_chr7:103313115:+	-0.381878990574643	chr7:103312336:+;chr7:103312563:+;chr7:103313115:+	proximal	TRUE
PWWP2A	17.1850456929183	0.000185487540282857	0.00195464865188048	0.594736842105263	0.454545454545455	0.140191387559809	chr5:160093502:-_vs_chr5:160093298:-	1.04593301435407	chr5:160093298:-;chr5:160093502:-;chr5:160093670:-	distal	TRUE
RAF1	19.7550296723188	0.000190785090746183	0.00200557010028305	0.580037664783427	0.8	-0.219962335216573	chr3:12600154:-_vs_chr3:12583601:-	-0.513333333333333	chr3:12583601:-;chr3:12586743:-;chr3:12586834:-;chr3:12600154:-	proximal	TRUE
CDK11A	26.2993623184012	0.000195791170936608	0.00205318721833766	0.463024282560706	0.541666666666667	-0.0786423841059602	chr1:1708200:-_vs_chr1:1705645:-	0.546909492273731	chr1:1702383:-;chr1:1702730:-;chr1:1705645:-;chr1:1708200:-;chr1:1709119:-;chr1:1716392:-;chr1:1719359:-	distal	TRUE
PAK3	28.2334530726891	0.000199469236148407	0.00208668060145542	0.496562261268144	0.557823129251701	-0.061260867983557	chrX:111173059:+_vs_chrX:111192543:+	-0.625923096511332	chrX:111123278:+;chrX:111147787:+;chrX:111163695:+;chrX:111173059:+;chrX:111192543:+;chrX:111220510:+;chrX:111220989:+;chrX:111227358:+	proximal	TRUE
AP1S2	26.1801377518579	0.000206078941709368	0.00215060590500575	0.657786885245902	0.714285714285714	-0.0564988290398126	chrX:15826070:-_vs_chrX:15825806:-	-0.635636221701795	chrX:15825806:-;chrX:15826070:-;chrX:15826334:-;chrX:15826718:-;chrX:15826832:-;chrX:15845419:-;chrX:15852439:-	proximal	TRUE
TIMM17A	16.9478081637857	0.00020884795017409	0.00217423832186069	0.787301587301587	0.7	0.0873015873015872	chr1:201969936:+_vs_chr1:201970346:+	0.421587301587302	chr1:201969797:+;chr1:201969936:+;chr1:201970346:+	distal	TRUE
SCG3	26.1382550591786	0.000209818081365016	0.0021790745317668	0.667123287671233	0.696428571428572	-0.0293052837573387	chr15:51713399:+_vs_chr15:51719729:+	-0.636497064579256	chr15:51683135:+;chr15:51683320:+;chr15:51688350:+;chr15:51701161:+;chr15:51713399:+;chr15:51719729:+;chr15:51721026:+	proximal	TRUE
PKIA	28.0876963169143	0.000211989802732735	0.0021963366581204	0.47323600973236	0.493877551020408	-0.0206415412880481	chr8:78602376:+_vs_chr8:78603214:+	-0.473722627737226	chr8:78572909:+;chr8:78601809:+;chr8:78601920:+;chr8:78602248:+;chr8:78602376:+;chr8:78602760:+;chr8:78603214:+;chr8:78605263:+	proximal	TRUE
HTATSF1	23.9895993811648	0.000218114370932055	0.00225437155567664	0.596396396396396	0.644444444444444	-0.0480480480480481	chrX:136502812:+_vs_chrX:136511529:+	-0.331831831831832	chrX:136499723:+;chrX:136502812:+;chrX:136502941:+;chrX:136511023:+;chrX:136511529:+;chrX:136512346:+	proximal	TRUE
CCDC112	33.5482494712153	0.000220215485679182	0.00227064292650066	0.449532710280374	0.343636363636364	0.10589634664401	chr5:115276011:-_vs_chr5:115267190:-	0.287737184933447	chr5:115267190:-;chr5:115267355:-;chr5:115269704:-;chr5:115271289:-;chr5:115271449:-;chr5:115271504:-;chr5:115271601:-;chr5:115275542:-;chr5:115276011:-;chr5:115279659:-;chr5:115284798:-	distal	TRUE
POLDIP2	16.8200281982028	0.00022262671806009	0.00229002662252742	0.482222222222222	0.636363636363636	-0.154141414141414	chr17:28347779:-_vs_chr17:28346633:-	-0.308282828282828	chr17:28346633:-;chr17:28347177:-;chr17:28347779:-	proximal	TRUE
CCDC82	31.7109500658917	0.000223379833723979	0.00229055054795161	0.560592592592593	0.696476964769648	-0.135884372177055	chr11:96384318:-_vs_chr11:96383321:-	-0.405138211382114	chr11:96352769:-;chr11:96353448:-;chr11:96359009:-;chr11:96383321:-;chr11:96384198:-;chr11:96384249:-;chr11:96384318:-;chr11:96384376:-;chr11:96384480:-;chr11:96386460:-	proximal	TRUE
RTN3	29.8602897245312	0.000223740552363718	0.00229055054795161	0.610850636302746	0.495535714285714	0.115314922017032	chr11:63758424:+_vs_chr11:63759757:+	0.337041112493222	chr11:63720163:+;chr11:63720655:+;chr11:63758236:+;chr11:63758424:+;chr11:63758521:+;chr11:63759054:+;chr11:63759297:+;chr11:63759757:+;chr11:63759888:+	distal	TRUE
NETO2	23.8760224304788	0.000229351872230767	0.00234243262870759	0.569230769230769	0.4125	0.156730769230769	chr16:47127100:-_vs_chr16:47083358:-	0.538091715976331	chr16:47081637:-;chr16:47081793:-;chr16:47082445:-;chr16:47083358:-;chr16:47083772:-;chr16:47127100:-	distal	TRUE
MLLT11	16.7358273680412	0.00023219949024723	0.0023606015604294	0.916200038617494	0.872727272727273	0.043472765890221	chr1:151068092:+_vs_chr1:151068494:+	0.119830083027612	chr1:151067716:+;chr1:151068092:+;chr1:151068494:+	distal	FALSE
PPP1R12B	19.3426912543437	0.00023222623239491	0.0023606015604294	0.27735368956743	0.555555555555556	-0.278201865988126	chr1:202431543:+_vs_chr1:202564487:+	-0.614503816793893	chr1:202425591:+;chr1:202431543:+;chr1:202440779:+;chr1:202564487:+	proximal	TRUE
GTF2IP4	19.3204225352113	0.000234703349178061	0.00238016808225281	0.719298245614035	0.824561403508772	-0.105263157894737	chr7:73199730:+_vs_chr7:73201147:+	-0.473684210526316	chr7:73196062:+;chr7:73199730:+;chr7:73201147:+;chr7:73207296:+	proximal	TRUE
EPHA7	27.8182039049386	0.000237209843056169	0.00239993996143682	0.512633624878523	0.214285714285714	0.298347910592809	chr6:93259953:-_vs_chr6:93243247:-	0.943877551020408	chr6:93243112:-;chr6:93243177:-;chr6:93243247:-;chr6:93243494:-;chr6:93258183:-;chr6:93259953:-;chr6:93356383:-;chr6:93410897:-	distal	TRUE
PINX1	19.2173913043478	0.000246510916435063	0.00248820152186211	0.420289855072464	0	0.420289855072464	chr8:10765737:-_vs_chr8:10765413:-	1.1304347826087	chr8:10764961:-;chr8:10765159:-;chr8:10765413:-;chr8:10765737:-	distal	TRUE
NFYB	21.5222206458187	0.000249435056889633	0.00251183433456616	0.411290322580645	0.105263157894737	0.306027164685908	chr12:104119540:-_vs_chr12:104118654:-	0.766836445953594	chr12:104118089:-;chr12:104118654:-;chr12:104119202:-;chr12:104119323:-;chr12:104119540:-	distal	TRUE
MED28	21.4948966065748	0.000252572492369983	0.00253749986506906	0.496951219512195	0.59375	-0.0967987804878048	chr4:17625628:+_vs_chr4:17629998:+	-0.559451219512195	chr4:17624115:+;chr4:17625266:+;chr4:17625628:+;chr4:17626249:+;chr4:17629998:+	proximal	TRUE
RAB40B	13.387237394958	0.000253342261738883	0.00253931429789438	0.132352941176471	0.833333333333333	-0.700980392156863	chr17:82657067:-_vs_chr17:82654973:-	-1.40196078431373	chr17:82654973:-;chr17:82657067:-	proximal	TRUE
DBR1	19.1392493330099	0.000255858622277287	0.00255858622277287	0.279569892473118	0.619047619047619	-0.339477726574501	chr3:138161951:-_vs_chr3:138161372:-	-1.03110599078341	chr3:138161012:-;chr3:138161068:-;chr3:138161372:-;chr3:138161951:-	proximal	TRUE
FBXL3	13.3626373626374	0.000256687078325091	0.00256092895273412	0.396825396825397	1	-0.603174603174603	chr13:77006285:-_vs_chr13:77005264:-	-1.20634920634921	chr13:77005264:-;chr13:77006285:-	proximal	TRUE
MRPL19	16.492104777261	0.00026229194291325	0.00261080432784321	0.6171875	0.5	0.1171875	chr2:75655461:+_vs_chr2:75655719:+	1.02455357142857	chr2:75652211:+;chr2:75655461:+;chr2:75655719:+	distal	TRUE
SCD	27.5681623287053	0.000263238462886165	0.0026141884217497	0.55406162464986	0.824175824175824	-0.270114199525964	chr10:100362011:+_vs_chr10:100363234:+	-0.807541478129713	chr10:100348189:+;chr10:100360901:+;chr10:100361696:+;chr10:100362011:+;chr10:100362339:+;chr10:100363234:+;chr10:100363596:+;chr10:100364826:+	proximal	TRUE
VPS4A	16.4311670280431	0.000270406678901348	0.00267920180704554	0.92089552238806	0.727272727272727	0.193622795115332	chr16:69318698:+_vs_chr16:69325043:+	0.387245590230665	chr16:69318698:+;chr16:69322113:+;chr16:69325043:+	distal	TRUE
ARV1	16.3981207530738	0.000274911762193447	0.00271759104370127	0.423357664233577	0.8	-0.376642335766423	chr1:231000591:+_vs_chr1:231000733:+	-0.827737226277372	chr1:231000233:+;chr1:231000591:+;chr1:231000733:+	proximal	TRUE
NUDT4	27.4482227138869	0.000276701752703248	0.00272902643970481	0.484563055991627	0.325396825396825	0.159166230594802	chr12:93401166:+_vs_chr12:93402302:+	0.483516483516484	chr12:93399558:+;chr12:93399840:+;chr12:93400124:+;chr12:93400616:+;chr12:93401019:+;chr12:93401166:+;chr12:93402013:+;chr12:93402302:+	distal	TRUE
PEBP1	16.3783532740754	0.000277642390617075	0.00273205183461095	0.976655808903366	0.925	0.0516558089033659	chr12:118145507:+_vs_chr12:118145584:+	0.185939196525516	chr12:118145115:+;chr12:118145507:+;chr12:118145584:+	distal	FALSE
OPA1	21.2701655724474	0.000279905678451327	0.00274804891600278	0.538834951456311	0.556818181818182	-0.0179832303618711	chr3:193635474:+_vs_chr3:193648812:+	-0.623565754633716	chr3:193626205:+;chr3:193635474:+;chr3:193645618:+;chr3:193648812:+;chr3:193695141:+	proximal	TRUE
BMS1P20	23.4088068843711	0.000281917355073112	0.00276150863719344	0.471910112359551	0.3	0.171910112359551	chr22:22308754:+_vs_chr22:22309693:+	0.757303370786517	chr22:22304027:+;chr22:22307345:+;chr22:22308754:+;chr22:22309693:+;chr22:22310541:+;chr22:22319688:+	distal	TRUE
ATAD2B	21.2443637647178	0.00028322572058459	0.00276217759911886	0.331858407079646	0.416666666666667	-0.0848082595870206	chr2:23884818:-_vs_chr2:23765535:-	-0.896755162241888	chr2:23751179:-;chr2:23762319:-;chr2:23765535:-;chr2:23880669:-;chr2:23884818:-	proximal	TRUE
ATF7IP	31.1033283743358	0.000284188320463867	0.00276217759911886	0.466480446927374	0.364444444444444	0.10203600248293	chr12:14425472:+_vs_chr12:14434368:+	0.411173184357542	chr12:14424851:+;chr12:14424935:+;chr12:14425028:+;chr12:14425192:+;chr12:14425472:+;chr12:14434368:+;chr12:14438156:+;chr12:14447045:+;chr12:14498248:+;chr12:14498552:+	distal	TRUE
RPUSD3	18.9186804452591	0.000284190216281221	0.00276217759911886	0.36318407960199	0.380952380952381	-0.0177683013503909	chr3:9841500:-_vs_chr3:9841311:-	-0.82409381663113	chr3:9837802:-;chr3:9837849:-;chr3:9841311:-;chr3:9841500:-	proximal	TRUE
MEG3	31.0994206805452	0.000284627651823552	0.00276217759911886	0.686977299880526	0.801587301587302	-0.114610001706776	chr14:100830604:+_vs_chr14:100861026:+	-0.224303269694975	chr14:100830604:+;chr14:100846211:+;chr14:100846430:+;chr14:100846621:+;chr14:100846865:+;chr14:100846977:+;chr14:100847171:+;chr14:100850027:+;chr14:100850895:+;chr14:100861026:+	proximal	TRUE
ROBO2	25.421788975218	0.000285190030535474	0.00276217759911886	0.54477969348659	0.552083333333333	-0.00730363984674332	chr3:77522813:+_vs_chr3:77607852:+	-0.535201149425287	chr3:77098882:+;chr3:77522813:+;chr3:77563191:+;chr3:77607852:+;chr3:77607951:+;chr3:77646297:+;chr3:77647488:+	proximal	TRUE
GNPTG	18.8880359330339	0.000288365865154544	0.00278667461617956	0.71505376344086	0.2	0.51505376344086	chr16:1352959:+_vs_chr16:1363351:+	1.02741935483871	chr16:1352959:+;chr16:1354619:+;chr16:1362675:+;chr16:1363351:+	distal	TRUE
ARL8B	16.2757099838927	0.000292263433774556	0.00281802102811708	0.753289473684211	0.411764705882353	0.341524767801858	chr3:5179019:+_vs_chr3:5180911:+	0.683049535603715	chr3:5179019:+;chr3:5180746:+;chr3:5180911:+	distal	TRUE
C1GALT1	18.7433940105696	0.00030891380739052	0.00297191631663648	0.585241730279898	0	0.585241730279898	chr7:7238415:+_vs_chr7:7244121:+	1.45038167938931	chr7:7238415:+;chr7:7243693:+;chr7:7244121:+;chr7:7244350:+	distal	TRUE
CDK11B	27.1739835032611	0.000310081899644619	0.00297650999436149	0.488662131519274	0.260204081632653	0.228458049886621	chr1:1652491:-_vs_chr1:1649576:-	0.382936507936508	chr1:1635226:-;chr1:1635587:-;chr1:1638503:-;chr1:1641068:-;chr1:1641987:-;chr1:1649576:-;chr1:1649608:-;chr1:1652491:-	distal	TRUE
CARF	12.9983618951613	0.000311763596634163	0.00298059893181409	0.774193548387097	0	0.774193548387097	chr2:202962519:+_vs_chr2:202984414:+	1.54838709677419	chr2:202962519:+;chr2:202984414:+	distal	TRUE
LMBRD1	16.1457137168485	0.000311890978711869	0.00298059893181409	0.704545454545455	0.425	0.279545454545455	chr6:69741842:-_vs_chr6:69675802:-	0.559090909090909	chr6:69675802:-;chr6:69675857:-;chr6:69741842:-	distal	TRUE
TMED5	12.9930266943734	0.000312653170635131	0.00298127248990578	0.708333333333333	0	0.708333333333333	chr1:93153625:-_vs_chr1:93151850:-	1.41666666666667	chr1:93151850:-;chr1:93153625:-	distal	TRUE
KIAA1109	25.1904912788943	0.000314805127215929	0.00299516577991314	0.309885931558935	0.361111111111111	-0.0512251795521758	chr4:122239944:+_vs_chr4:122271473:+	-0.599176172370089	chr4:122192256:+;chr4:122197272:+;chr4:122239944:+;chr4:122240252:+;chr4:122271473:+;chr4:122316798:+;chr4:122356754:+	proximal	TRUE
RAB9A	16.1213158860218	0.000315719011833682	0.00299724436344311	0.607843137254902	0.6	0.00784313725490204	chrX:13709619:+_vs_chrX:13709658:+	0.919607843137255	chrX:13709619:+;chrX:13709658:+;chrX:13709814:+	distal	TRUE
SEC62	25.0557857657877	0.000333428140259357	0.0031584072187205	0.500799360511591	0.347826086956522	0.152973273555069	chr3:169982785:+_vs_chr3:169994158:+	0.370347200500469	chr3:169982743:+;chr3:169982785:+;chr3:169982895:+;chr3:169992771:+;chr3:169992967:+;chr3:169993831:+;chr3:169994158:+	distal	TRUE
