gene_id	p_value	FDR	sig	tss_id	pas_id
BRD7	9.06564063131945e-11	5.40153201707426e-10	TRUE	chr16:50368779:-;chr16:50368920:-;chr16:50368988:-	chr16:50334711:-;chr16:50350035:-;chr16:50350063:-;chr16:50368091:-;chr16:50319030:-;chr16:50319090:-
MFF	9.75398529374426e-11	5.79955708923878e-10	TRUE	chr2:227325221:+;chr2:227325365:+;chr2:227328678:+;chr2:227340292:+	chr2:227357046:+;chr2:227357177:+;chr2:227357830:+
OPTN	1.00823224007352e-10	5.98231769889777e-10	TRUE	chr10:13100082:+;chr10:13100159:+;chr10:13116268:+	chr10:13116297:+;chr10:13122407:+;chr10:13126036:+;chr10:13136995:+;chr10:13137312:+;chr10:13138308:+
TPM3	1.0332048078989e-10	6.11777286668769e-10	TRUE	chr1:154176242:-;chr1:154183042:-;chr1:154183130:-	chr1:154156838:-;chr1:154158612:-;chr1:154172030:-;chr1:154173157:-;chr1:154156364:-;chr1:154170678:-
KDM3A	1.08591165384203e-10	6.41654629413074e-10	TRUE	chr2:86441371:+;chr2:86441461:+	chr2:86492716:+;chr2:86481965:+
TPT1-AS1	1.1136874557835e-10	6.56707437769857e-10	TRUE	chr13:45341345:+;chr13:45341405:+	chr13:45344187:+;chr13:45391476:+
HYOU1	1.12935247015053e-10	6.6457153604322e-10	TRUE	chr11:119046631:-;chr11:119056910:-;chr11:119057024:-	chr11:119044188:-;chr11:119049040:-;chr11:119055527:-
PDCL	1.17229121955984e-10	6.88419576260039e-10	TRUE	chr9:122826686:-;chr9:122828588:-	chr9:122819953:-;chr9:122818349:-;chr9:122819177:-;chr9:122819213:-
BOC	1.18216708050685e-10	6.92793603237484e-10	TRUE	chr3:113211482:+;chr3:113211534:+;chr3:113284462:+	chr3:113287459:+;chr3:113251592:+;chr3:113286940:+
YIPF6	1.18863996794229e-10	6.951595222351e-10	TRUE	chrX:68498562:+;chrX:68499034:+	chrX:68513545:+;chrX:68523264:+;chrX:68532461:+;chrX:68533727:+;chrX:68533760:+;chrX:68535552:+
MARF1	1.20876660962322e-10	7.05484642917112e-10	TRUE	chr16:15643024:-;chr16:15643108:-	chr16:15628742:-;chr16:15594387:-;chr16:15609708:-;chr16:15631419:-;chr16:15633651:-;chr16:15635656:-;chr16:15639268:-
STAU1	1.25485801552837e-10	7.30890770677138e-10	TRUE	chr20:49188334:-;chr20:49219295:-	chr20:49113339:-;chr20:49113523:-;chr20:49114828:-;chr20:49124387:-;chr20:49124478:-
DENND1B	1.28462678904701e-10	7.45513052042575e-10	TRUE	chr1:197775307:-;chr1:197775480:-;chr1:197775633:-;chr1:197775696:-	chr1:197510680:-;chr1:197545559:-;chr1:197552253:-;chr1:197540960:-
SIN3A	1.28518718151698e-10	7.45513052042575e-10	TRUE	chr15:75451664:-;chr15:75451746:-;chr15:75455783:-	chr15:75370934:-;chr15:75392331:-;chr15:75394795:-;chr15:75396294:-;chr15:75392650:-
CENPM	1.35070996082145e-10	7.81932297806172e-10	TRUE	chr22:41946688:-;chr22:41947133:-	chr22:41938737:-;chr22:41944941:-
GSPT1	1.40073425197397e-10	8.09250112375243e-10	TRUE	chr16:11915878:-;chr16:11915956:-	chr16:11872202:-;chr16:11872679:-;chr16:11886780:-;chr16:11897831:-
BLZF1	1.53299055737826e-10	8.83869707223746e-10	TRUE	chr1:169367970:+;chr1:169368195:+	chr1:169387094:+;chr1:169376798:+;chr1:169387399:+;chr1:169387457:+;chr1:169387797:+;chr1:169388305:+
DIXDC1	1.56205801448384e-10	8.98813220430821e-10	TRUE	chr11:111937343:+;chr11:111937420:+;chr11:111977309:+	chr11:111975995:+;chr11:111982470:+;chr11:111995563:+
CCNB1	1.64332565597e-10	9.43672318337704e-10	TRUE	chr5:69167010:+;chr5:69167135:+;chr5:69167216:+	chr5:69177697:+;chr5:69177756:+;chr5:69178245:+;chr5:69168322:+;chr5:69178047:+
EHBP1	1.6805074238202e-10	9.63085981442339e-10	TRUE	chr2:62705712:+;chr2:62705866:+;chr2:62707192:+	chr2:62831141:+;chr2:62874473:+;chr2:62948949:+;chr2:63037598:+;chr2:63046487:+
GRB14	1.69189792261512e-10	9.63807718791138e-10	TRUE	chr2:164621392:-;chr2:164621478:-	chr2:164527065:-;chr2:164508337:-;chr2:164527021:-
RIC1	1.69189792261513e-10	9.63807718791138e-10	TRUE	chr9:5629025:+;chr9:5629107:+	chr9:5691256:+;chr9:5690736:+;chr9:5711109:+
CYREN	1.69189792261514e-10	9.63807718791138e-10	TRUE	chr7:135170661:-;chr7:135170795:-	chr7:135168961:-;chr7:135092811:-;chr7:135165820:-
ODF2L	1.70283916588089e-10	9.68108163231884e-10	TRUE	chr1:86395977:-;chr1:86396253:-	chr1:86358797:-;chr1:86386697:-;chr1:86352896:-;chr1:86371024:-;chr1:86384745:-;chr1:86385896:-;chr1:86386327:-
MORF4L1	1.75571050073938e-10	9.96182459067634e-10	TRUE	chr15:78872887:+;chr15:78872954:+;chr15:78878240:+	chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+
NUMA1	1.86294594400083e-10	1.05493010400365e-09	TRUE	chr11:72009150:-;chr11:72039825:-;chr11:72040710:-;chr11:72041086:-;chr11:72041137:-;chr11:72080389:-;chr11:72080693:-	chr11:72002864:-;chr11:72014207:-
NCAPG2	1.92722854153875e-10	1.08917034803002e-09	TRUE	chr7:158693339:-;chr7:158704798:-	chr7:158687369:-;chr7:158689825:-;chr7:158631309:-;chr7:158693435:-
ACYP2	1.93614067933084e-10	1.09204456498226e-09	TRUE	chr2:53971108:+;chr2:54115403:+;chr2:54115504:+;chr2:54115615:+;chr2:54115706:+	chr2:53973764:+;chr2:54305144:+
FAM222B	1.99398587212347e-10	1.12245279665491e-09	TRUE	chr17:28812435:-;chr17:28842727:-;chr17:28842783:-;chr17:28854990:-	chr17:28757456:-;chr17:28756703:-;chr17:28755984:-
SERBP1	2.15275499173084e-10	1.20944148551178e-09	TRUE	chr1:67425120:-;chr1:67430372:-	chr1:67411053:-;chr1:67412863:-;chr1:67420019:-;chr1:67420147:-
SETDB1	2.2387259048347e-10	1.25526988848688e-09	TRUE	chr1:150926263:+;chr1:150926481:+;chr1:150926640:+	chr1:150942889:+;chr1:150943526:+;chr1:150943772:+;chr1:150945314:+;chr1:150964737:+
IDH2	2.27461737540452e-10	1.27028003264542e-09	TRUE	chr15:90102468:-;chr15:90102554:-	chr15:90083073:-;chr15:90083978:-
RTN2	2.27516350404554e-10	1.27028003264542e-09	TRUE	chr19:45494905:-;chr19:45497047:-	chr19:45493740:-;chr19:45485294:-
FAM76B	2.27884855190769e-10	1.27028003264542e-09	TRUE	chr11:95789561:-;chr11:95789615:-;chr11:95789768:-;chr11:95790409:-	chr11:95768956:-;chr11:95775969:-;chr11:95778823:-;chr11:95779643:-
LRP8	2.31805950621397e-10	1.28961829059156e-09	TRUE	chr1:53327399:-;chr1:53327817:-;chr1:53327974:-	chr1:53244840:-;chr1:53245545:-;chr1:53279063:-
BID	2.42460416998714e-10	1.34626854107846e-09	TRUE	chr22:17774016:-;chr22:17774412:-;chr22:17774469:-;chr22:17774665:-	chr22:17734141:-;chr22:17735362:-;chr22:17735096:-;chr22:17734280:-;chr22:17735243:-
C18orf25	2.50797315865679e-10	1.38985541646728e-09	TRUE	chr18:46173553:+;chr18:46174019:+;chr18:46174086:+	chr18:46263318:+;chr18:46263663:+;chr18:46217756:+;chr18:46266986:+
PHF1	2.60315064703413e-10	1.43980464082081e-09	TRUE	chr6:33410399:+;chr6:33410690:+;chr6:33410751:+;chr6:33411014:+;chr6:33411126:+	chr6:33416439:+;chr6:33413612:+
CORO1C	2.68030566136337e-10	1.4796116745708e-09	TRUE	chr12:108652345:-;chr12:108731518:-	chr12:108645109:-;chr12:108647209:-;chr12:108647490:-;chr12:108648625:-;chr12:108658189:-
SLC39A6	2.74651015451379e-10	1.5132316565603e-09	TRUE	chr18:36122115:-;chr18:36129340:-	chr18:36108531:-;chr18:36109164:-;chr18:36122053:-
NREP	2.84728692982013e-10	1.56573350630186e-09	TRUE	chr5:111757164:-;chr5:111757401:-;chr5:111757470:-;chr5:111757555:-;chr5:111757633:-;chr5:111757724:-;chr5:111758042:-;chr5:111758203:-	chr5:111729303:-;chr5:111729731:-;chr5:111730035:-
IQGAP2	3.1568964300815e-10	1.73265046374089e-09	TRUE	chr5:76403285:+;chr5:76403345:+	chr5:76606298:+;chr5:76665113:+;chr5:76590448:+;chr5:76590578:+;chr5:76637171:+
ZNF83	3.29276640341008e-10	1.80375341944959e-09	TRUE	chr19:52638350:-;chr19:52690474:-	chr19:52612377:-;chr19:52618088:-;chr19:52650253:-
CNOT2	3.34535221812572e-10	1.8290488947377e-09	TRUE	chr12:70243002:+;chr12:70243410:+;chr12:70243714:+;chr12:70310963:+	chr12:70331700:+;chr12:70338522:+;chr12:70354257:+;chr12:70354993:+;chr12:70354334:+
GART	3.36170891493492e-10	1.8344774843641e-09	TRUE	chr21:33542079:-;chr21:33542793:-	chr21:33503962:-;chr21:33524009:-;chr21:33528913:-;chr21:33535267:-
KMT5B	3.4736917875343e-10	1.88581406374579e-09	TRUE	chr11:68190076:-;chr11:68213286:-;chr11:68213567:-;chr11:68213828:-	chr11:68173809:-;chr11:68158259:-;chr11:68158987:-;chr11:68166295:-;chr11:68171693:-;chr11:68175044:-;chr11:68175123:-
PITPNC1	3.47560685890077e-10	1.88581406374579e-09	TRUE	chr17:67377281:+;chr17:67377459:+	chr17:67533291:+;chr17:67676234:+;chr17:67692634:+;chr17:67692924:+
CCDC126	3.47560685890079e-10	1.88581406374579e-09	TRUE	chr7:23597382:+;chr7:23597515:+	chr7:23643086:+;chr7:23643901:+;chr7:23644712:+
CERT1	3.55660286069688e-10	1.92609953784229e-09	TRUE	chr5:75400262:-;chr5:75511607:-	chr5:75389589:-;chr5:75372392:-;chr5:75386009:-;chr5:75402983:-;chr5:75411063:-;chr5:75419343:-
MIR762HG	3.6426962175545e-10	1.96898769032207e-09	TRUE	chr16:30875408:+;chr16:30875460:+;chr16:30876082:+	chr16:30881446:+;chr16:30878552:+;chr16:30895220:+
HNRNPDL	3.95443392104753e-10	2.13345073925702e-09	TRUE	chr4:82429397:-;chr4:82430225:-;chr4:82430399:-;chr4:82430462:-	chr4:82423207:-;chr4:82424628:-;chr4:82427245:-
ARMC10	4.14924876162629e-10	2.23433131427951e-09	TRUE	chr7:103074881:+;chr7:103075140:+	chr7:103086748:+;chr7:103098916:+;chr7:103099759:+;chr7:103098683:+;chr7:103098752:+;chr7:103099053:+
FIP1L1	4.18986450099996e-10	2.25195353782559e-09	TRUE	chr4:53377641:+;chr4:53377803:+	chr4:53379258:+;chr4:53391081:+;chr4:53391134:+;chr4:53459621:+;chr4:53459652:+
COBLL1	4.35071521558005e-10	2.33401150850854e-09	TRUE	chr2:164841412:-;chr2:164841823:-;chr2:164842076:-	chr2:164700541:-;chr2:164722470:-;chr2:164743461:-
RBM41	4.45045021998851e-10	2.38303657182874e-09	TRUE	chrX:107116766:-;chrX:107118800:-	chrX:107066031:-;chrX:107067603:-;chrX:107113398:-;chrX:107066242:-;chrX:107066296:-;chrX:107066374:-;chrX:107069125:-
RTN4	5.33545462138048e-10	2.8515706909026e-09	TRUE	chr2:54987633:-;chr2:55050451:-;chr2:55050544:-;chr2:55050598:-	chr2:54972189:-;chr2:55026078:-;chr2:55026600:-;chr2:55027115:-
SEC63	5.38602808985004e-10	2.87321947073496e-09	TRUE	chr6:107883112:-;chr6:107958111:-;chr6:107958208:-	chr6:107870754:-;chr6:107881215:-;chr6:107883000:-;chr6:107893507:-;chr6:107929415:-
SIRT5	5.63539670802615e-10	3.00063847102736e-09	TRUE	chr6:13574227:+;chr6:13574529:+	chr6:13579480:+;chr6:13601866:+;chr6:13603740:+;chr6:13601627:+;chr6:13604578:+;chr6:13612294:+
TXNRD1	5.65423360883976e-10	3.00304655465493e-09	TRUE	chr12:104286881:+;chr12:104286990:+;chr12:104288895:+	chr12:104350247:+;chr12:104326386:+;chr12:104331634:+;chr12:104334309:+
DENND4C	5.67148595991244e-10	3.00304655465493e-09	TRUE	chr9:19230435:+;chr9:19230693:+;chr9:19230797:+;chr9:19346556:+	chr9:19341102:+;chr9:19372724:+
FAM239B	5.67148595991244e-10	3.00304655465493e-09	TRUE	chrX:3882313:-;chrX:3920742:-	chrX:3860149:-;chrX:3866837:-;chrX:3867300:-;chrX:3905263:-
EHMT1	5.77504231055964e-10	3.05221680635874e-09	TRUE	chr9:137618992:+;chr9:137665956:+;chr9:137710970:+;chr9:137754231:+	chr9:137728425:+;chr9:137743455:+;chr9:137754205:+;chr9:137835732:+;chr9:137835801:+
TANK	6.08229296220541e-10	3.20866249799154e-09	TRUE	chr2:161160299:+;chr2:161160406:+;chr2:161179621:+	chr2:161204784:+;chr2:161205024:+;chr2:161224706:+;chr2:161236172:+
TIAL1	6.56891504476661e-10	3.45898220253946e-09	TRUE	chr10:119577214:-;chr10:119596632:-;chr10:119596964:-;chr10:119597029:-	chr10:119575558:-;chr10:119573465:-;chr10:119574687:-;chr10:119575412:-;chr10:119580487:-
TTLL1	6.90774224938421e-10	3.63069914912385e-09	TRUE	chr22:43089338:-;chr22:43089391:-	chr22:43039516:-;chr22:43039644:-
LNPK	7.06532630682481e-10	3.70669876464669e-09	TRUE	chr2:176002263:-;chr2:176002345:-	chr2:175923862:-;chr2:175927757:-;chr2:175928566:-;chr2:175928666:-;chr2:175929173:-;chr2:175963933:-
ZNF331	7.0808635808418e-10	3.70803388251789e-09	TRUE	chr19:53520948:+;chr19:53538143:+	chr19:53578064:+;chr19:53580269:+;chr19:53578368:+
IGF2BP1	7.58256042791193e-10	3.96348488301477e-09	TRUE	chr17:48997385:+;chr17:48997486:+	chr17:49056140:+;chr17:49049770:+;chr17:49050082:+
TIA1	7.78137556382944e-10	4.05997182068907e-09	TRUE	chr2:70229318:-;chr2:70248580:-	chr2:70216864:-;chr2:70210204:-;chr2:70211910:-
PRMT2	7.85994761919622e-10	4.09348366882957e-09	TRUE	chr21:46635595:+;chr21:46643535:+;chr21:46644343:+	chr21:46659140:+;chr21:46659537:+;chr21:46660144:+;chr21:46664941:+
GRB10	8.14924941386868e-10	4.22916673701205e-09	TRUE	chr7:50626930:-;chr7:50782896:-;chr7:50793432:-	chr7:50595453:-;chr7:50590068:-;chr7:50592580:-;chr7:50616268:-;chr7:50619177:-
ARGLU1	8.15011109094823e-10	4.22916673701205e-09	TRUE	chr13:106567623:-;chr13:106568137:-	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106559584:-;chr13:106557173:-
CSNK1A1	8.65435723034502e-10	4.48267432584477e-09	TRUE	chr5:149550299:-;chr5:149551342:-	chr5:149495984:-;chr5:149509933:-;chr5:149513127:-
DHX38	8.67552677427567e-10	4.4854988068447e-09	TRUE	chr16:72093847:+;chr16:72093924:+;chr16:72103101:+	chr16:72096953:+;chr16:72112907:+
TRIM37	8.95714625583228e-10	4.62272973131018e-09	TRUE	chr17:59106664:-;chr17:59106826:-;chr17:59106880:-	chr17:58998202:-;chr17:59041862:-;chr17:59047704:-;chr17:59088303:-
HERC6	9.43783636069775e-10	4.86201894827281e-09	TRUE	chr4:88378852:+;chr4:88378991:+;chr4:88379064:+	chr4:88443097:+;chr4:88405612:+;chr4:88400577:+
DUSP11	9.62496402610586e-10	4.9494860054966e-09	TRUE	chr2:73779968:-;chr2:73780077:-	chr2:73762213:-;chr2:73773807:-;chr2:73765742:-
PPP2CA	1.02070750619954e-09	5.23938709117533e-09	TRUE	chr5:134225554:-;chr5:134226071:-	chr5:134196964:-;chr5:134196719:-;chr5:134197097:-;chr5:134197624:-
ZC3H15	1.03633979952503e-09	5.31007861372431e-09	TRUE	chr2:186486253:+;chr2:186506713:+	chr2:186500232:+;chr2:186502579:+;chr2:186504166:+;chr2:186505530:+;chr2:186509361:+
INHBA	1.16165558350301e-09	5.94151440021073e-09	TRUE	chr7:41700609:-;chr7:41703090:-	chr7:41688851:-;chr7:41688965:-;chr7:41689492:-;chr7:41690130:-
DENND5B	1.17648436543909e-09	6.0065945956407e-09	TRUE	chr12:31590999:-;chr12:31591136:-	chr12:31392617:-;chr12:31415423:-;chr12:31451316:-;chr12:31451702:-
HTRA2	1.20619936295136e-09	6.14730889618426e-09	TRUE	chr2:74529779:+;chr2:74529933:+;chr2:74530169:+;chr2:74530402:+	chr2:74533175:+;chr2:74533319:+;chr2:74533002:+
CTNNA1	1.26464973151623e-09	6.43370825979916e-09	TRUE	chr5:138753386:+;chr5:138753661:+;chr5:138781923:+;chr5:138875399:+;chr5:138924530:+	chr5:138934327:+;chr5:138934712:+;chr5:138935032:+
MARK3	1.28403018908235e-09	6.52067999936126e-09	TRUE	chr14:103385364:+;chr14:103465714:+	chr14:103405269:+;chr14:103503276:+;chr14:103503361:+;chr14:103503831:+
BRD9	1.2870110676261e-09	6.52420885791275e-09	TRUE	chr5:892522:-;chr5:892800:-	chr5:863741:-;chr5:889093:-;chr5:891704:-
ITSN1	1.296626306833e-09	6.56129694982516e-09	TRUE	chr21:33642400:+;chr21:33642452:+;chr21:33735041:+;chr21:33750107:+	chr21:33794454:+;chr21:33774850:+;chr21:33797451:+
CEP63	1.30779831216223e-09	6.6061174918779e-09	TRUE	chr3:134485699:+;chr3:134486004:+;chr3:134486173:+	chr3:134545792:+;chr3:134546228:+;chr3:134549183:+;chr3:134561491:+;chr3:134561573:+;chr3:134561640:+
NBEA	1.41680296344005e-09	7.14409126794684e-09	TRUE	chr13:34942270:+;chr13:35048656:+;chr13:35056010:+	chr13:35159095:+;chr13:35195905:+;chr13:35159789:+
C17orf80	1.47798752449621e-09	7.43946454129133e-09	TRUE	chr17:73232433:+;chr17:73232622:+;chr17:73232729:+;chr17:73233226:+	chr17:73235698:+;chr17:73236646:+;chr17:73248353:+;chr17:73248877:+;chr17:73248959:+
HSPD1	1.48077618280869e-09	7.44037891854928e-09	TRUE	chr2:197498848:-;chr2:197499817:-;chr2:197500124:-;chr2:197500208:-;chr2:197500274:-	chr2:197486584:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-;chr2:197494658:-
TRIM24	1.57165298293792e-09	7.88312410071144e-09	TRUE	chr7:138460259:+;chr7:138460435:+;chr7:138461065:+	chr7:138525322:+;chr7:138577509:+;chr7:138580656:+;chr7:138583907:+;chr7:138583878:+
LARP7	1.69773263656871e-09	8.50057709608262e-09	TRUE	chr4:112637077:+;chr4:112637456:+;chr4:112646890:+	chr4:112647088:+;chr4:112647271:+;chr4:112647303:+;chr4:112647495:+;chr4:112647797:+;chr4:112653197:+;chr4:112657586:+
ITPRID2	1.75381117471805e-09	8.76598440042962e-09	TRUE	chr2:181891730:+;chr2:181891833:+	chr2:181901978:+;chr2:181902069:+;chr2:181915410:+;chr2:181895023:+
PEX11B	1.77812749033628e-09	8.87198576471982e-09	TRUE	chr1:145918717:-;chr1:145918924:-	chr1:145911350:-;chr1:145915615:-
WDR26	1.91815664329813e-09	9.55395996504863e-09	TRUE	chr1:224433838:-;chr1:224433995:-;chr1:224434081:-;chr1:224434299:-	chr1:224389155:-;chr1:224388893:-
NRDC	2.02083505348781e-09	1.00478453704777e-08	TRUE	chr1:51878723:-;chr1:51878937:-	chr1:51789210:-;chr1:51806810:-;chr1:51839815:-;chr1:51839998:-;chr1:51840274:-
TTC23	2.06115362243856e-09	1.02304911972863e-08	TRUE	chr15:99249518:-;chr15:99251217:-	chr15:99136323:-;chr15:99199984:-;chr15:99155363:-
CCDC88A	2.20619968851096e-09	1.09314130399484e-08	TRUE	chr2:55362354:-;chr2:55419499:-	chr2:55335050:-;chr2:55334739:-;chr2:55339483:-;chr2:55343746:-;chr2:55344410:-
CNST	2.24999945007811e-09	1.11291133977867e-08	TRUE	chr1:246566337:+;chr1:246566444:+;chr1:246566514:+	chr1:246647831:+;chr1:246621469:+;chr1:246667147:+;chr1:246595074:+;chr1:246622032:+
C1orf21	2.32439521768818e-09	1.14772040679621e-08	TRUE	chr1:184387029:+;chr1:184387271:+;chr1:184477508:+	chr1:184477569:+;chr1:184507678:+;chr1:184620326:+;chr1:184620855:+
FAM111B	2.44882615502209e-09	1.20707251233732e-08	TRUE	chr11:59107185:+;chr11:59107236:+	chr11:59124501:+;chr11:59124588:+;chr11:59124718:+;chr11:59125404:+;chr11:59127412:+;chr11:59125027:+;chr11:59125755:+
CLOCK	2.46285111160845e-09	1.20980672504828e-08	TRUE	chr4:55546646:-;chr4:55546881:-	chr4:55463685:-;chr4:55478936:-;chr4:55489315:-;chr4:55489393:-;chr4:55444674:-
TTC3	2.46285111160845e-09	1.20980672504828e-08	TRUE	chr21:37073184:+;chr21:37073348:+;chr21:37144560:+;chr21:37153237:+;chr21:37156741:+;chr21:37191334:+	chr21:37095368:+;chr21:37129034:+;chr21:37160839:+;chr21:37165784:+;chr21:37182916:+;chr21:37197695:+
DNM1L	2.4723133745381e-09	1.21236810497109e-08	TRUE	chr12:32679200:+;chr12:32679292:+;chr12:32701415:+	chr12:32740174:+;chr12:32708204:+;chr12:32733797:+;chr12:32743632:+;chr12:32744424:+;chr12:32744563:+;chr12:32744730:+;chr12:32745547:+
BMI1	2.55569694273947e-09	1.25110790301517e-08	TRUE	chr10:22321099:+;chr10:22321459:+	chr10:22328155:+;chr10:22328666:+;chr10:22331068:+;chr10:22331259:+
ZNF271P	2.65860865403749e-09	1.29925840729846e-08	TRUE	chr18:35290272:+;chr18:35290384:+	chr18:35306132:+;chr18:35306363:+;chr18:35306975:+;chr18:35307909:+;chr18:35308214:+;chr18:35308925:+;chr18:35309270:+
NR2F1-AS1	2.66931383227753e-09	1.30226011578121e-08	TRUE	chr5:93581021:-;chr5:93581192:-;chr5:93581527:-	chr5:93411018:-;chr5:93409820:-;chr5:93541872:-;chr5:93541970:-
ZNF681	2.69549647882843e-09	1.31278958200962e-08	TRUE	chr19:23758837:-;chr19:23758891:-	chr19:23742936:-;chr19:23741347:-;chr19:23743356:-;chr19:23743427:-;chr19:23743634:-;chr19:23743719:-;chr19:23743971:-;chr19:23744898:-
CD300A	2.71283304935913e-09	1.31898220151123e-08	TRUE	chr17:74466373:+;chr17:74466634:+	chr17:74484794:+;chr17:74484763:+
ZNF542P	2.72674436051545e-09	1.32349122532502e-08	TRUE	chr19:56368099:+;chr19:56368319:+	chr19:56376960:+;chr19:56378354:+;chr19:56378468:+;chr19:56379544:+
AFTPH	2.81347070021769e-09	1.363267466625e-08	TRUE	chr2:64524299:+;chr2:64552876:+	chr2:64552273:+;chr2:64552685:+;chr2:64553214:+;chr2:64593005:+
RBPJ	2.853932312193e-09	1.38052929135573e-08	TRUE	chr4:26320787:+;chr4:26320961:+;chr4:26321228:+	chr4:26415539:+;chr4:26420699:+;chr4:26431227:+;chr4:26430213:+
TARDBP	2.97526267272963e-09	1.43678505380209e-08	TRUE	chr1:11012622:+;chr1:11013716:+;chr1:11016859:+	chr1:11016884:+;chr1:11024043:+;chr1:11024183:+;chr1:11025492:+
CTSK	3.11825219277384e-09	1.50329252671901e-08	TRUE	chr1:150808260:-;chr1:150808336:-	chr1:150799171:-;chr1:150796228:-
KMT2B	3.17332173486565e-09	1.52726142180549e-08	TRUE	chr19:35717973:+;chr19:35723244:+	chr19:35720469:+;chr19:35724513:+
RBM39	3.39627873722958e-09	1.62729133504009e-08	TRUE	chr20:35714251:-;chr20:35716787:-;chr20:35725063:-;chr20:35740837:-;chr20:35741958:-;chr20:35742113:-;chr20:35742178:-	chr20:35703614:-;chr20:35704338:-;chr20:35705235:-;chr20:35732006:-
PKP4	3.39826781949507e-09	1.62729133504009e-08	TRUE	chr2:158456952:+;chr2:158642520:+;chr2:158662990:+	chr2:158663066:+;chr2:158677912:+
ZSWIM8	3.39826781949507e-09	1.62729133504009e-08	TRUE	chr10:73785606:+;chr10:73799062:+;chr10:73799310:+	chr10:73790699:+;chr10:73801793:+
RDX	3.40769119790333e-09	1.62907046546333e-08	TRUE	chr11:110296504:-;chr11:110296597:-;chr11:110296712:-	chr11:110230994:-;chr11:110247789:-;chr11:110229450:-;chr11:110231981:-;chr11:110236130:-;chr11:110258162:-;chr11:110264780:-;chr11:110279692:-
WDR35	3.43315492435512e-09	1.63596508253476e-08	TRUE	chr2:19975636:-;chr2:19990048:-;chr2:19990105:-	chr2:19966814:-;chr2:19953662:-;chr2:19932351:-;chr2:19981921:-
FBXO22	3.43697965997124e-09	1.63596508253476e-08	TRUE	chr15:75903859:+;chr15:75903958:+	chr15:75930643:+;chr15:75933130:+;chr15:75934107:+;chr15:75934608:+;chr15:75933191:+
TPM4	3.44476755856762e-09	1.63596508253476e-08	TRUE	chr19:16076073:+;chr19:16076439:+;chr19:16076645:+;chr19:16077016:+	chr19:16102357:+;chr19:16102197:+;chr19:16103005:+
MRPL14	3.44504209741904e-09	1.63596508253476e-08	TRUE	chr6:44126674:-;chr6:44127307:-;chr6:44127452:-	chr6:44113635:-;chr6:44113694:-
EPHB2	3.7110197435098e-09	1.75934391162408e-08	TRUE	chr1:22710838:+;chr1:22710965:+	chr1:22913733:+;chr1:22913781:+;chr1:22913986:+
RAF1	3.74121677264961e-09	1.76956972951165e-08	TRUE	chr3:12612001:-;chr3:12618747:-;chr3:12663492:-;chr3:12664077:-	chr3:12583601:-;chr3:12600154:-;chr3:12586834:-
PTPN4	3.74498989707442e-09	1.76956972951165e-08	TRUE	chr2:119759922:+;chr2:119760177:+	chr2:119945143:+;chr2:119977081:+
HNRNPU	3.86918589649091e-09	1.82523248736943e-08	TRUE	chr1:244856850:-;chr1:244858080:-;chr1:244859374:-;chr1:244861034:-;chr1:244863106:-;chr1:244863653:-;chr1:244864007:-;chr1:244864091:-;chr1:244864488:-	chr1:244855993:-;chr1:244858777:-;chr1:244862694:-;chr1:244856592:-
TTK	3.90773179055943e-09	1.84037401489383e-08	TRUE	chr6:80004605:+;chr6:80004710:+	chr6:80010848:+;chr6:80014556:+;chr6:80042522:+;chr6:80042360:+
ZNF432	4.09379703649726e-09	1.92482648141074e-08	TRUE	chr19:52048561:-;chr19:52048764:-;chr19:52048838:-	chr19:52032785:-;chr19:52031378:-;chr19:52032810:-;chr19:52034910:-
C19orf25	4.30883105070023e-09	2.02259931228593e-08	TRUE	chr19:1478897:-;chr19:1479118:-	chr19:1473201:-;chr19:1474160:-
MBTPS1	4.6101107180788e-09	2.16046896377617e-08	TRUE	chr16:84085026:-;chr16:84116795:-;chr16:84116942:-	chr16:84053763:-;chr16:84062117:-;chr16:84099147:-;chr16:84101700:-
SMAD2	4.62607478169269e-09	2.16439629950015e-08	TRUE	chr18:47930837:-;chr18:47931141:-	chr18:47840255:-;chr18:47841243:-;chr18:47841392:-;chr18:47841595:-;chr18:47896594:-
KHDRBS1	4.71470502502764e-09	2.2022533783026e-08	TRUE	chr1:32013868:+;chr1:32013926:+;chr1:32014182:+	chr1:32042631:+;chr1:32042972:+;chr1:32043301:+;chr1:32043699:+;chr1:32043877:+
LINC00461	4.72513735572709e-09	2.20351993680476e-08	TRUE	chr5:88673306:-;chr5:88673429:-;chr5:88678445:-;chr5:88684681:-;chr5:88684958:-;chr5:88685032:-;chr5:88690983:-	chr5:88664445:-;chr5:88667044:-;chr5:88667135:-
CCNL2	4.77824604095488e-09	2.22465158252614e-08	TRUE	chr1:1390900:-;chr1:1391096:-;chr1:1391754:-;chr1:1399309:-	chr1:1386705:-;chr1:1387335:-;chr1:1386502:-
TRIB2	5.03110904080963e-09	2.33856436522324e-08	TRUE	chr2:12716872:+;chr2:12718238:+	chr2:12724825:+;chr2:12741337:+;chr2:12741565:+;chr2:12742734:+
