gene_symbol	RED	pvalue	p_adj	APAreg
DCTN4	0.268922621837513	0.147414223362204	0.762659635329603	NC
DCTN5	0.11412742156803	0.185032157524711	0.780695555004032	NC
DCTN6	0.277845388856416	0.414798248286138	0.873921682897814	NC
DCTPP1	0.0589302250766457	0.23788352887219	0.800612850851932	NC
DCUN1D1	0.274002184555601	0.131212976328303	0.761924111229778	NC
DCUN1D2	0.111159060840955	0.589275872880618	0.948991284261184	NC
DCUN1D4	0.197607302398922	0.345534163697507	0.846399114633647	NC
DCUN1D5	-0.185921471869649	0.23683520440735	0.800612850851932	NC
DDA1	0.0429985094896272	0.761900171861283	0.955139876783748	NC
DDB1	0.0528579432785798	0.262509283026872	0.813749216105959	NC
DDHD1	-0.338784117463607	0.162473462886035	0.767554563243845	NC
DDIT3	-1.03894810345698	0.140531963024971	0.762659635329603	NC
DDR1	-0.00437351249339624	0.971005106642064	0.98880487424598	NC
DDRGK1	-0.0739644793809715	0.691234119056866	0.949713767452889	NC
DDX1	0.406056617090583	0.148364108988643	0.762659635329603	NC
DDX11	-0.0788778722268915	0.561604330198783	0.93893649863401	NC
DDX17	0.259580710523108	0.0235857799372323	0.754146392308588	UP
DDX19A	-0.208640645934366	0.0626054819201004	0.754146392308588	NC
DDX21	0.132836054160187	0.263670939959834	0.813749216105959	NC
DDX23	0.126293763462507	0.452437986997149	0.890122098920049	NC
DDX24	-0.106757662012579	0.111976703708247	0.761924111229778	NC
DDX41	-0.360787312284115	0.160788931871767	0.767554563243845	NC
DDX42	0.320002738333222	0.354399250020203	0.849205430409279	NC
DDX49	0.0483952164270609	0.627959024714891	0.949713767452889	NC
DDX5	0.172992965204131	0.226772736320323	0.800612850851932	NC
DDX51	-0.12121956413927	0.484513669689629	0.906184663526492	NC
DDX52	0.31442504484118	0.100514351111803	0.761924111229778	NC
DDX54	0.0804471797207027	0.257646471423338	0.813749216105959	NC
DDX55	0.0141576900750766	0.902210810531519	0.988458402659883	NC
DDX56	-0.14517102992696	0.547018990454384	0.930985493618585	NC
DDX6	0.365434152038382	0.0586495140326059	0.754146392308588	NC
DDX60L	0.124512071727357	0.730205718622316	0.955139876783748	NC
DECR1	0.518173586958182	0.226808016486595	0.800612850851932	NC
DECR2	0.0599644806185142	0.885996572944162	0.988458402659883	NC
DEDD	0.790377903986134	0.482933961254093	0.905166639570721	NC
DEF8	0.0361256023192847	0.839333498741757	0.973232375268226	NC
DEGS2	-0.297287746140703	0.604257434331737	0.949713767452889	NC
DEK	0.106316159539236	0.277906866422612	0.813749216105959	NC
DELE1	-0.481529177204538	0.102829893429342	0.761924111229778	NC
DENND10	0.170170861329305	0.129023275833664	0.761924111229778	NC
DENND1B	0.259444988156608	0.39778783768381	0.870730943997579	NC
DENND2B	0.109314576455769	0.679775803988727	0.949713767452889	NC
DENND3	0.0867807237138317	0.229042778975457	0.800612850851932	NC
DENND4B	0.114813620647181	0.338537493530362	0.83843945128931	NC
DENND4C	0.182863943227311	0.354507685962756	0.849205430409279	NC
DENND5A	0.0417937551762637	0.779051571507991	0.955139876783748	NC
DENND5B	0.0249075068335637	0.211842462941511	0.800612850851932	NC
DENND6B	-0.115237235801576	0.726865309613165	0.955139876783748	NC
DENR	0.0956246188372786	0.227285908216525	0.800612850851932	NC
DEPDC1	0.312282323389027	0.131233996250006	0.761924111229778	NC
DEPDC1B	0.0504454963487333	0.747421456269762	0.955139876783748	NC
DEPTOR	-0.0303807239970819	0.874016435579483	0.987137332331149	NC
DERA	0.136876662287356	0.485232148125789	0.906254420277386	NC
DERL1	-0.0734310951790387	0.550761729633262	0.932523021506452	NC
DERL2	0.498567609851116	0.104532888043048	0.761924111229778	NC
DESI1	0.114828390244517	0.120461530218629	0.761924111229778	NC
DESI2	0.340844142302715	0.0154535103778642	0.754146392308588	UP
DGAT1	-0.435495188287214	0.124516028131925	0.761924111229778	NC
DGCR2	0.0675441209618753	0.215605319131582	0.800612850851932	NC
DGCR6L	0.210223073008157	0.624910086592635	0.949713767452889	NC
DGCR8	0.0062569003636348	0.929765547212343	0.988458402659883	NC
DGKA	0.672624584560991	0.611062590927765	0.949713767452889	NC
DGKE	0.44251628231789	0.13561341032594	0.761924111229778	NC
DGKQ	0.0885864327000253	0.793634591356354	0.955139876783748	NC
DGKZ	-0.0824707762331429	0.541699284021089	0.929036420678546	NC
DGUOK	0.134465178754759	0.370845585767361	0.858681158845474	NC
DHCR24	0.196452737998731	0.129406133234439	0.761924111229778	NC
DHDDS	0.299460169653206	0.348087212697389	0.847434356651924	NC
DHFR	0.129076887734811	0.256912914725934	0.813590727244335	NC
DHODH	0.0981698858625215	0.373136723907056	0.858681158845474	NC
DHRS4	0.0635099618361297	0.859782333674644	0.982765099091018	NC
DHRS7	0.193325718203863	0.613148137537031	0.949713767452889	NC
DHX34	0.0334031395692995	0.905138275506703	0.988458402659883	NC
DHX35	0.0788909976199816	0.600081871633292	0.949713767452889	NC
DHX36	-0.110254256203558	0.482482710774477	0.905050264175065	NC
DHX37	0.0619592151594672	0.593894654904174	0.949713767452889	NC
DHX40	0.0750719250833276	0.368076869255443	0.858681158845474	NC
DHX57	0.0572521661199845	0.757313594397583	0.955139876783748	NC
DHX9	0.164303068203438	0.676453714174502	0.949713767452889	NC
DIABLO	-0.149351673257344	0.328005213781739	0.833127348779094	NC
DIAPH1	0.0446615200967907	0.613373108364511	0.949713767452889	NC
DICER1	0.265876277412636	0.0482914923261043	0.754146392308588	UP
DIP2B	0.361861511266985	0.171323022627734	0.771543557721634	NC
DIP2C	0.218410647707106	0.381466337799583	0.860793879182167	NC
DIPK1B	-0.111880581793478	0.487919251462212	0.907324267447328	NC
DIRAS1	0.0530879695844491	0.882132954108724	0.988458402659883	NC
DIS3	-0.0856492767981063	0.324777853808069	0.833127348779094	NC
DIS3L	0.168704088688161	0.0656602276837827	0.754146392308588	NC
DISP2	-0.894534063961577	0.0745454094007142	0.754146392308588	NC
DIXDC1	0.336210263474203	0.125135892095885	0.761924111229778	NC
DKC1	-0.0410902685707799	0.514203569779644	0.917046764640958	NC
DLAT	0.0766696068119662	0.0738664648604082	0.754146392308588	NC
DLC1	0.140640473437517	0.629566531915424	0.949713767452889	NC
DLG1	-0.0906886641165855	0.768807406968845	0.955139876783748	NC
DLG3	0.186774980899541	0.138198712982891	0.761924111229778	NC
DLG4	0.0391010742371845	0.825144520388593	0.967420135251731	NC
DLG5	0.166267615525966	0.28888004108568	0.815005820081518	NC
DLGAP4	0.202175904469431	0.585827504805503	0.946802616009885	NC
DLST	0.0930885438201681	0.247761878344292	0.807705198582123	NC
DLX1	0.15306522174893	0.397507844270837	0.870473671867167	NC
DLX4	0.0903801162723498	0.695351896948898	0.949713767452889	NC
DLX5	0.844645519369628	0.0115691315479375	0.754146392308588	UP
DLX6	0.221801140998115	0.406932072217257	0.87195246973841	NC
DMAC1	-0.479203477974362	0.166775020858477	0.769353607826262	NC
DMAC2	0.0526132982963714	0.784925197754046	0.955139876783748	NC
DMKN	0.133101438242802	0.27893174152609	0.813749216105959	NC
DMPK	0.0884671653657487	0.620382291491244	0.949713767452889	NC
DMRT1	0.0215439609289143	0.976701958495021	0.990395981139266	NC
DMTF1	0.108117333919085	0.268995118583599	0.813749216105959	NC
DMTN	-0.0468455006541335	0.68521913684812	0.949713767452889	NC
DMXL2	0.0657398600334338	0.783166413077453	0.955139876783748	NC
DNAAF5	0.125557903693308	0.379279094975721	0.860208695019899	NC
DNAH17	0.268742987432643	0.542053700621823	0.929036420678546	NC
DNAJA2	0.0881655307379288	0.304985061032997	0.821245971040338	NC
DNAJB1	0.0294717158306974	0.22482184530236	0.800612850851932	NC
DNAJB12	0.0955041929245912	0.225389806010675	0.800612850851932	NC
DNAJB14	0.231244682065292	0.146566720026697	0.762659635329603	NC
DNAJB6	0.190167434108634	0.336779566420492	0.838030855738208	NC
DNAJC11	-0.566410895369574	0.598696392231872	0.949713767452889	NC
DNAJC12	-0.0914925773238764	0.298947607891482	0.818784807482156	NC
DNAJC13	0.0881905133392041	0.489683183423199	0.908324246971529	NC
DNAJC17	1.05740516672702	0.0844037533248076	0.754146392308588	NC
DNAJC19	0.0795566402423411	0.540597875223722	0.928792596963654	NC
DNAJC2	-0.256399113761272	0.291242162526246	0.815489764551683	NC
DNAJC21	-0.229899163139783	0.375722051211171	0.859629849252925	NC
DNAJC24	0.0962902937675456	0.237615399950384	0.800612850851932	NC
DNAJC27	0.0530631158963781	0.856571116710052	0.981130890360578	NC
DNAJC28	0.491608739845804	0.526958910864894	0.921362975740861	NC
DNAJC3	0.337482212941549	0.111072233494299	0.761924111229778	NC
DNAJC5	0.073880262655591	0.302694889846261	0.819961635363893	NC
DNAJC5G	0.199218989604827	0.56607831998647	0.941054277014889	NC
DNAJC7	-0.0272146238059319	0.878787751092767	0.988458402659883	NC
DNAL1	-0.177058736226208	0.565041098747609	0.940203176163812	NC
DNASE1L1	-0.0745698677371219	0.816350245258999	0.962309475807447	NC
DNASE2	-0.0566870767978769	0.347470791121167	0.847000059625725	NC
DNM1	0.269552204387413	0.0570676003976808	0.754146392308588	NC
DNM1L	0.037004382756338	0.654350274431969	0.949713767452889	NC
DNMT3A	0.625495231127584	0.304160208653598	0.821245971040338	NC
DNMT3B	-0.00978189112824374	0.774196621199761	0.955139876783748	NC
DNPEP	-0.445123616127344	0.309194663501651	0.825964755388059	NC
DNTTIP2	0.423247752212452	0.176865691343809	0.776982892443361	NC
DOC2A	-0.0659813702725227	0.653786266099352	0.949713767452889	NC
DOCK4	0.306306589057621	0.128851990534922	0.761924111229778	NC
DOHH	0.166212367561407	0.657235022392236	0.949713767452889	NC
DOK1	0.184928173374258	0.544984318884343	0.930231889482247	NC
DOK3	0.341952769873718	0.260964550282533	0.813749216105959	NC
DOK4	-0.186055015276199	0.419272001959792	0.876008201403867	NC
DOLPP1	0.111290827895274	0.324894092329029	0.833127348779094	NC
DOP1A	-0.122726675848535	0.12820574860624	0.761924111229778	NC
DOP1B	0.267881619605847	0.315336289575282	0.829900726988711	NC
DOT1L	0.0953358143879957	0.331329009747714	0.835580784397322	NC
DPAGT1	0.0817815671168081	0.39133969206715	0.867636436018894	NC
DPF1	-0.00807875145194159	0.814052293719038	0.961701882676625	NC
DPF2	0.368557695108801	0.0183011962325179	0.754146392308588	UP
DPH2	0.0495880289928083	0.626861659790284	0.949713767452889	NC
DPH3	0.114033400972202	0.0533354958263609	0.754146392308588	NC
DPH5	-0.00632001520550274	0.80761548061042	0.958959675152671	NC
DPH7	-0.0965684223557055	0.551681614572322	0.932933481421311	NC
DPM1	-0.328030105249095	0.301464096218798	0.819147973751133	NC
DPM2	0.0628628418690936	0.50250755862726	0.912115417353924	NC
DPP8	0.262418665456425	0.105776714933074	0.761924111229778	NC
DPP9	0.0646792675266583	0.730525670546949	0.955139876783748	NC
DPY19L1	0.14426316060071	0.510599890419578	0.915123469542065	NC
DPY19L2	0.00232257749906711	0.947118525747419	0.988458402659883	NC
DPY19L3	0.20131988960806	0.498638478122089	0.910313998815441	NC
DPYSL2	0.392145328276562	0.123178795936553	0.761924111229778	NC
DPYSL3	0.297395828733122	0.00562593557248836	0.754146392308588	UP
DPYSL4	-0.0434904471648596	0.914345844041429	0.988458402659883	NC
DPYSL5	0.113990526691864	0.540524415592233	0.928792596963654	NC
DR1	-0.0732401071467246	0.37256635453022	0.858681158845474	NC
DRAM2	0.0998491005007036	0.314196800489411	0.829822608448611	NC
DRG2	0.292052017403865	0.150254585896763	0.762771956284358	NC
DROSHA	0.193634105121146	0.154747291429077	0.76374150602822	NC
DSC2	-0.0241487377084719	0.887485322966818	0.988458402659883	NC
DSC3	-0.133106190322599	0.540342346828952	0.928792596963654	NC
DSG2	0.254488651347223	0.109969254227277	0.761924111229778	NC
DST	0.0570306408865132	0.392500872836701	0.868450633346965	NC
DSTN	0.11797877893829	0.0895093863813473	0.758269844941804	NC
DTNA	-0.00144143108734296	0.992608107744575	0.997158294111297	NC
DTWD1	0.662504439562024	0.0354644742638936	0.754146392308588	UP
DTWD2	-0.0916287835216437	0.645429253819127	0.949713767452889	NC
DTX2	-0.241549744694955	0.757384811494502	0.955139876783748	NC
DTX3	0.0174795324811184	0.937052571627131	0.988458402659883	NC
DTYMK	-0.030304234575549	0.845864438041535	0.97604985920667	NC
DUS1L	0.313633718038069	0.125001027605619	0.761924111229778	NC
DUSP10	0.178146405705375	0.0589859279047144	0.754146392308588	NC
DUSP11	-0.182161952175883	0.571669879652956	0.942490374018891	NC
DUSP16	0.0870417474700167	0.201010496440882	0.798650228615497	NC
DUSP19	0.202866716662584	0.639687482147011	0.949713767452889	NC
DUSP22	0.396826085187287	0.113504950636896	0.761924111229778	NC
DUSP26	-0.77564639195511	0.181360340562834	0.77843575134977	NC
DUSP28	0.618342650598635	0.0575139579391348	0.754146392308588	NC
DUSP3	0.0953753407271103	0.423979332740332	0.877599828357569	NC
DUSP4	-0.0225133974254366	0.807016734164257	0.958457816034536	NC
DUSP5	-0.165521137446452	0.753510431553979	0.955139876783748	NC
DUSP6	0.0753819207430593	0.80361497110618	0.956030923511388	NC
DUT	0.185060698040786	0.29025228306781	0.815005820081518	NC
DVL2	0.143090855652948	0.65944518819377	0.949713767452889	NC
DVL3	-0.540918678984441	0.039555333019865	0.754146392308588	DN
DXO	0.219262926100606	0.221929526556942	0.800612850851932	NC
DYM	-0.103964466690697	0.490810681955873	0.908418375584953	NC
DYNC1H1	-0.184907141307761	0.484859419828211	0.906184663526492	NC
DYNC1I2	0.233300804835026	0.11848944537138	0.761924111229778	NC
DYNC1LI1	0.112364408927346	0.454791572350058	0.890918647886843	NC
DYNC1LI2	0.2525589011836	0.281378628046238	0.813749216105959	NC
DYNC2H1	0.256063782368842	0.406064275513164	0.87195246973841	NC
DYNLL1	0.0223879498957609	0.843494587734067	0.975328995077795	NC
DYRK1A	0.21783127442617	0.171454983696729	0.771543557721634	NC
DYRK2	-0.0422746396672128	0.492834295466218	0.908520482888291	NC
DZANK1	0.190602008459883	0.309123586937622	0.825964755388059	NC
DZIP1	0.496028061407678	0.0225037685405453	0.754146392308588	UP
DZIP3	-0.197978751694806	0.297049598734892	0.818784807482156	NC
E2F4	0.0433272797755411	0.645766707323201	0.949713767452889	NC
E2F5	0.299592410788937	0.164323416568862	0.768113309927901	NC
E2F6	0.286363075937056	0.268517462659261	0.813749216105959	NC
EARS2	0.223116370812454	0.0786975721986913	0.754146392308588	NC
EBAG9	0.584325912046881	0.274565256119221	0.813749216105959	NC
EBF2	0.401193324814092	0.279285635062311	0.813749216105959	NC
EBF3	0.122506534251282	0.521154859194876	0.921194003077751	NC
EBNA1BP2	0.0129660273290835	0.960106413422542	0.988458402659883	NC
EBPL	-0.701363691042554	0.169160409243504	0.769497160218226	NC
ECHDC1	-0.0548621309641649	0.681809948017551	0.949713767452889	NC
ECHDC2	0.429702115034558	0.0061091908853546	0.754146392308588	UP
ECI1	-0.258524495791312	0.573711889561141	0.943233995225683	NC
ECPAS	-0.011508427138307	0.951886051297552	0.988458402659883	NC
ECSIT	0.462950639687232	0.383473258921421	0.862604000589813	NC
ECT2	0.124479170519857	0.555865243871119	0.936689843755522	NC
EDA	-0.238954921947642	0.256666741889638	0.813590727244335	NC
EDC3	0.0466440755644255	0.855943812812697	0.981130890360578	NC
EDC4	0.153624987259232	0.0916565887648751	0.760067983017436	NC
EDEM3	0.233035345869288	0.194418771259537	0.795467932012388	NC
EDNRA	0.575880313237899	0.0990820316035622	0.761924111229778	NC
EED	-0.18854518606611	0.443393887173137	0.886207761244657	NC
EEF1AKMT1	0.198217562103387	0.51001323091987	0.915123469542065	NC
EEF2K	0.135134697970712	0.234131946058024	0.800612850851932	NC
EEF2KMT	-0.0145632673065132	0.953890101871936	0.988458402659883	NC
EEIG1	0.210739544862187	0.633090621437952	0.949713767452889	NC
EEPD1	-0.111108750840523	0.64935268456	0.949713767452889	NC
EFCAB14	0.257525693662978	0.0300947081875783	0.754146392308588	UP
EFEMP1	-0.336206069009101	0.114778982291046	0.761924111229778	NC
EFHD1	-0.112766058741576	0.432722677096578	0.882256174342733	NC
EFHD2	0.105468783109726	0.162478151439148	0.767554563243845	NC
EFNA1	-0.0266546592441326	0.789648352028002	0.955139876783748	NC
EFNA3	0.184294905747133	0.146670372184934	0.762659635329603	NC
EFNA5	0.102860758510924	0.751680458504065	0.955139876783748	NC
EFR3A	-0.136201242359184	0.304410600489535	0.821245971040338	NC
EFR3B	-0.271929122311637	0.414620811062886	0.873921682897814	NC
EFTUD2	0.0904462567645146	0.294177261766464	0.816807972046293	NC
EGFLAM	0.0338193830499116	0.920823305281643	0.988458402659883	NC
EGFR	-0.13266566193562	0.591398374313377	0.949713767452889	NC
EGLN1	-0.0528911514994429	0.698337691213389	0.949713767452889	NC
EGLN3	0.27853852102365	0.100189853853158	0.761924111229778	NC
EHBP1	0.0164796038717216	0.897867709142295	0.988458402659883	NC
EHD1	0.0681294709228455	0.202593551003796	0.798650228615497	NC
EHD2	1.0351946639457	0.25130871458413	0.809797658155883	NC
EHHADH	0.319514222707548	0.012447552399008	0.754146392308588	UP
EI24	0.108797426834796	0.470920974683164	0.900866497395474	NC
EID1	0.2490525804094	0.0462507358052299	0.754146392308588	UP
EID2B	0.0134573605182282	0.844961975692822	0.975933973890255	NC
EIF1	-0.00232306802579751	0.862182573909484	0.983527566712109	NC
EIF1AD	-0.130292222143644	0.546375817101064	0.930333139225593	NC
EIF1AX	0.135464493893264	0.198058626071084	0.798650228615497	NC
EIF2A	0.0115929343137591	0.938589474674004	0.988458402659883	NC
EIF2AK1	0.502878362805466	0.0851763970387855	0.754146392308588	NC
EIF2AK2	0.409232907167276	0.0181673777649602	0.754146392308588	UP
EIF2AK4	-0.655588409678272	0.477129440152509	0.903509472472946	NC
EIF2B1	0.0876550060712842	0.274311245800447	0.813749216105959	NC
EIF2B2	-0.576661087620267	0.0101720050807956	0.754146392308588	DN
EIF2B5	0.183785827038946	0.463063466267233	0.897653028743157	NC
EIF2S1	-0.327901915785117	0.0530800057309642	0.754146392308588	NC
EIF2S3	0.172497400933817	0.0299909208935518	0.754146392308588	UP
EIF3C	0.290041099748408	0.280917560176637	0.813749216105959	NC
EIF3CL	0.384366573655934	0.122121666905762	0.761924111229778	NC
EIF3F	-0.146940720070804	0.136655050527221	0.761924111229778	NC
EIF3G	0.441611132945648	0.142098337229496	0.762659635329603	NC
EIF3H	-0.960905969583065	0.0162183329333675	0.754146392308588	DN
EIF3J	0.122766651545148	0.141955353326756	0.762659635329603	NC
EIF3L	0.0841333351344433	0.193804953540801	0.795467932012388	NC
EIF3M	0.153766803449928	0.322597372153824	0.832194423468969	NC
EIF4A1	-0.106368108187648	0.368165851281388	0.858681158845474	NC
EIF4A2	-0.00839077662979881	0.698240574589719	0.949713767452889	NC
EIF4A3	0.798248004334555	0.274766629312027	0.813749216105959	NC
EIF4B	-0.141563569449505	0.0813612356315423	0.754146392308588	NC
EIF4E	0.191744063281053	0.161890478857559	0.767554563243845	NC
EIF4E2	-0.51720460631724	0.0150234027895719	0.754146392308588	DN
EIF4G1	-0.0355561887895686	0.651738444856	0.949713767452889	NC
EIF4G2	0.0231807761928202	0.638358383852558	0.949713767452889	NC
EIF4G3	0.0378730293127707	0.774496937385081	0.955139876783748	NC
EIF4H	0.0849020988569871	0.449612883325909	0.889043978076086	NC
EIF5	0.0354466934934137	0.60283853433268	0.949713767452889	NC
EIF5A	0.235353333479674	0.00806033684223662	0.754146392308588	UP
EIF5A2	0.130112132220773	0.536595753977035	0.927467762167107	NC
EIF5B	-0.0891604787306957	0.167001314424281	0.769353607826262	NC
EIPR1	-0.059857028527355	0.205289678717605	0.798650228615497	NC
ELAC2	0.0747709405275678	0.451004701563348	0.890122098920049	NC
ELAPOR2	0.354579681249718	0.277462824917889	0.813749216105959	NC
ELAVL1	0.144145578344703	0.302819438630784	0.819961635363893	NC
ELAVL2	0.206242443452633	0.0288030295121557	0.754146392308588	UP
ELF1	0.299667712533842	0.320161998243782	0.832194423468969	NC
ELF4	-0.211414594988737	0.412378407034907	0.873921682897814	NC
ELK1	0.374583963424975	0.181562528596944	0.77843575134977	NC
ELK3	-0.011865950623309	0.926596330233651	0.988458402659883	NC
ELL	-0.00204097370946016	0.979092637163888	0.992258072483148	NC
ELL3	-0.0679181016331172	0.442523897105599	0.886207761244657	NC
ELMO1	-0.188057958327502	0.705006757914579	0.949713767452889	NC
ELMOD1	0.134569990308382	0.340776532770575	0.841143385213741	NC
ELMOD2	0.344719833026244	0.0622025289756997	0.754146392308588	NC
ELMOD3	0.036838467863106	0.895985536431286	0.988458402659883	NC
ELOVL1	-0.055432135826412	0.765813262303892	0.955139876783748	NC
ELOVL7	0.155424381519142	0.383450158555488	0.862604000589813	NC
ELP1	0.316719386655696	0.144732877337491	0.762659635329603	NC
ELP2	-0.189130845359587	0.0972934225867358	0.761924111229778	NC
ELP3	0.336479117101805	0.0673151437497521	0.754146392308588	NC
ELP4	0.578072648969409	0.0396081625259849	0.754146392308588	UP
ELP6	0.173596335236594	0.183627092517066	0.780695555004032	NC
EMB	0.087492474234683	0.36358749772311	0.856177845552314	NC
EMC1	-0.120433647255501	0.628284323248056	0.949713767452889	NC
EMC10	-0.510946493615618	0.00690382932600505	0.754146392308588	DN
EMC2	0.282823160950534	0.0353145184471333	0.754146392308588	UP
EMC3	0.111083962288667	0.100581151034829	0.761924111229778	NC
EMC4	-0.048709987717849	0.74223604274498	0.955139876783748	NC
EMC7	0.110736016112948	0.383235351551917	0.862604000589813	NC
EMC8	0.378805135150274	0.132710581129204	0.761924111229778	NC
EME1	-0.019590359727738	0.886310397728232	0.988458402659883	NC
EME2	-0.0120989051640263	0.894030850328661	0.988458402659883	NC
EMILIN2	0.798308127121713	0.400827758478038	0.871580613127233	NC
EML1	0.155968003725016	0.581826820318764	0.945397228918898	NC
EML4	0.205770664521703	0.0225666517337657	0.754146392308588	UP
EML5	-0.269032816612863	0.277182359652094	0.813749216105959	NC
EML6	-0.0917479291847242	0.784646986852145	0.955139876783748	NC
EMP1	0.0357465064182385	0.864581909924396	0.984700515553451	NC
EMP2	0.0554833610718813	0.79190426502959	0.955139876783748	NC
EMSY	0.118326568211948	0.618777803315975	0.949713767452889	NC
EMX1	-0.321882784118374	0.154437146126372	0.763653291619351	NC
EMX2	-0.136105999329968	0.313920436043906	0.829398642831869	NC
ENAH	0.25246197291057	0.0103245029652911	0.754146392308588	UP
ENC1	0.25886129970318	0.0335946473251699	0.754146392308588	UP
ENGASE	0.0765565002312633	0.759812731386784	0.955139876783748	NC
ENO2	0.027685232974089	0.858032036634537	0.98139127512832	NC
ENOSF1	0.460609458102044	0.0621005016863011	0.754146392308588	NC
ENOX1	0.282738490759905	0.326271737637079	0.833127348779094	NC
ENOX2	-0.295364008960842	0.152660923653001	0.762771956284358	NC
ENPP1	-0.145277229272553	0.450553431036781	0.890122098920049	NC
ENPP2	0.195397108101167	0.156719241801066	0.7641127380631	NC
ENPP5	-0.300787577779472	0.100044428574282	0.761924111229778	NC
ENTPD6	0.202995363167766	0.108167081391749	0.761924111229778	NC
ENTR1	0.167365379070201	0.0235913904349422	0.754146392308588	UP
ENTREP2	0.108650167544175	0.557800770550513	0.937352539059612	NC
ENTREP3	0.200623369303612	0.139731912859657	0.762659635329603	NC
ENY2	0.717291978986668	0.0547966223751115	0.754146392308588	NC
EOLA1	0.367503195460815	0.0856416949796648	0.754146392308588	NC
EOMES	-0.245874369241856	0.234970002532828	0.800612850851932	NC
EP400	0.153877970667332	0.225082758519453	0.800612850851932	NC
EPB41	0.129682691599985	0.113388132644848	0.761924111229778	NC
EPB41L1	1.5177723369023	0.00293190177890273	0.677174733449793	UP
EPB41L2	-0.00274581845473421	0.976038418819726	0.990395981139266	NC
EPB41L3	0.233293931229814	0.117821427560385	0.761924111229778	NC
EPB41L5	0.183017413668279	0.372918688571453	0.858681158845474	NC
EPC1	0.310622465282468	0.153556208851535	0.763257977709708	NC
EPC2	0.0168032207381255	0.770213053969699	0.955139876783748	NC
EPDR1	0.131663875707097	0.371679796031053	0.858681158845474	NC
EPHA3	0.137780594038389	0.454697215118216	0.890918647886843	NC
EPHA4	-0.0860277901928561	0.78750540807445	0.955139876783748	NC
EPHA7	0.261455334631989	0.144030004603082	0.762659635329603	NC
EPHB1	0.000598196681131036	0.998143502593469	0.999256935822858	NC
EPHB2	0.0899610675465201	0.587136994061555	0.947230864194232	NC
EPM2AIP1	-0.10121741792421	0.171057494216313	0.771543557721634	NC
EPOR	0.134804940396346	0.829513381117866	0.969081930520908	NC
EPS15	0.114058464678145	0.379079674054753	0.860208695019899	NC
EPS8	0.352131449298788	0.124078132715103	0.761924111229778	NC
ERAP2	0.0485333368811532	0.266867467882099	0.813749216105959	NC
ERBB2	0.0459076102229508	0.763527662001499	0.955139876783748	NC
ERBB4	-0.374988597150736	0.310544290712941	0.825964755388059	NC
ERBIN	0.0682279044062779	0.42846207438332	0.88003111089632	NC
ERC1	0.180285636911683	0.137858651967142	0.761924111229778	NC
ERC2	0.101205092729877	0.469944878797655	0.900161940126059	NC
ERCC1	0.0309739697742525	0.66344765872735	0.949713767452889	NC
ERCC2	0.111725659562743	0.410219720381824	0.873510552109001	NC
ERCC4	0.211312593273673	0.548476986872641	0.932193244477216	NC
ERCC6	0.619857839379781	0.155384157330269	0.7641127380631	NC
ERCC8	0.0319336314720999	0.874082254325043	0.987137332331149	NC
ERGIC1	-0.0070245799853712	0.968078379328018	0.988458402659883	NC
ERGIC2	0.128512162870234	0.204675977160225	0.798650228615497	NC
ERI3	0.0169342131067829	0.499307367742773	0.910847969971209	NC
ERLIN1	0.0843209992341337	0.40809902617056	0.872756579265594	NC
ERO1A	-0.861986275441641	0.121161698136912	0.761924111229778	NC
ERO1B	0.285828195089208	0.297237501536457	0.818784807482156	NC
ERVK3-1	-0.0790311565129009	0.638101791394714	0.949713767452889	NC
ESRP1	-0.249511084647621	0.647761327998909	0.949713767452889	NC
ESRP2	0.0724901268917859	0.630686356468838	0.949713767452889	NC
ESRRA	0.073391725386264	0.722326784265011	0.955139876783748	NC
ESRRB	-0.0262636629152495	0.843877531355718	0.975328995077795	NC
ESS2	0.106197355899815	0.218119155649025	0.800612850851932	NC
ESYT1	0.170716641792745	0.229531064385046	0.800612850851932	NC
ESYT2	-0.00181048896317793	0.982430262781791	0.993671518790454	NC
ETF1	0.0449794631057678	0.701428905636518	0.949713767452889	NC
ETFA	-0.102902873412222	0.379216224236521	0.860208695019899	NC
ETFBKMT	0.219001046438829	0.261046470755505	0.813749216105959	NC
ETFDH	0.232871962593723	0.530857793786704	0.923054928724779	NC
ETNK1	0.32527676418959	0.088625376557951	0.758269844941804	NC
ETNK2	0.0521694739047712	0.551317966336549	0.932759130191326	NC
ETNPPL	-0.00556959340227081	0.986756277015318	0.995259712393416	NC
ETS1	0.0394044935013702	0.577410618216763	0.945397228918898	NC
ETS2	0.107042711934939	0.0409485307524269	0.754146392308588	UP
ETV1	0.423245666957627	0.34959684789423	0.847744068029551	NC
ETV4	0.11441996977537	0.452333814895159	0.890122098920049	NC
ETV5	0.0606494205737262	0.68377539784211	0.949713767452889	NC
ETV6	0.784191638655031	0.422269939379964	0.877365630210569	NC
ETV7	-0.195441818785034	0.812823465588811	0.961194913485398	NC
EVI5	0.34152735098179	0.475375272700721	0.902595320216696	NC
EWSR1	-0.207085125658352	0.325596374970783	0.833127348779094	NC
EXD2	-0.263099236602357	0.0773769259197603	0.754146392308588	NC
EXOC1	-0.0541681345760963	0.770645469616038	0.955139876783748	NC
EXOC3	-0.245385844373929	0.0794254051707481	0.754146392308588	NC
EXOC5	0.00758442945643867	0.980402579500065	0.992658818849625	NC
