gene_symbol	PASid	RED	pvalue	p_adj	APAreg
CYLD	16:50786781:+	0	NA	NA	NC
CYLD	16:50787746:+	0	NA	NA	NC
CYLD	16:50794888:+	-0.692187853351109	0.60492084664615	0.833421586515257	NC
CYLD	16:50796711:+	0.151010019777964	0.348112097521423	0.833421586515257	NC
CYLD	16:50796881:+	0.172231391318394	0.287111219706462	0.833421586515257	NC
CYLD	16:50796882:+	0.178554611628769	0.268835986105495	0.833421586515257	NC
CYLD	16:50797334:+	0.151353920867686	0.303265350419622	0.833421586515257	NC
CYLD	16:50798617:+	-1.13571220286472	0.155364686252791	0.833421586515257	NC
CYP20A1	2:203280115:+	0.162599786237264	0.283666089530215	0.833421586515257	NC
CYP26A1	10:93075275:+	-0.265430046285497	0.119748912524731	0.833421586515257	NC
CYP2E1	10:133528563:+	-0.505150443566613	0.5	0.833421586515257	NC
CYP2E1	10:133532164:+	1.6707341406415	0.40377668951196	0.833421586515257	NC
CYP2E1	10:133538811:+	0.0581448681400882	0.939823677223586	0.945349134618904	NC
CYP2E1	10:133539118:+	-0.00337072068641575	0.995942233124418	0.99615136142111	NC
CYP2E1	10:133539122:+	-0.00337167896950419	0.995941200088953	0.996151222066934	NC
CYP2E1	10:133539123:+	-0.00337191867691544	0.995940941686829	0.996151222066934	NC
CYP2R1	11:14880135:-	-0.249289144937905	0.18888002820267	0.833421586515257	NC
CYP2R1	11:14880315:-	-0.109350546861153	0.460263865996526	0.833421586515257	NC
CYP2R1	11:14880337:-	-0.125518932232648	0.488681688731675	0.833421586515257	NC
CYP2R1	11:14880634:-	-1.46707590660078	0.403462256249326	0.833421586515257	NC
CYP2T1P	19:40810026:-	1.19081570739897	0.5	0.833421586515257	NC
CYP2U1	4:107936607:+	0.497668042215978	0.457838415646576	0.833421586515257	NC
CYP3A5	7:99658833:-	0	NA	NA	NC
CYP3A5	7:99663542:-	-2.35834832247842	0.5	0.833421586515257	NC
CYP3A5	7:99666716:-	3.67610989273992	0.283323169691979	0.833421586515257	NC
CYP3A5	7:99667824:-	1.61818303796611	0.00260093243036489	0.0931677826592691	UP
CYP3A5	7:99670910:-	0	NA	NA	NC
CYP3A5	7:99674226:-	-1.49172276536291	0.548515652332591	0.833421586515257	NC
CYP46A1	14:99713437:+	2.77258586217846	0.5	0.833421586515257	NC
CYP46A1	14:99726269:+	-5.882105235463	0.503590337467309	0.833421586515257	NC
CYP4A22-AS1	1:47097821:-	0	NA	NA	NC
CYP4F26P	9:33605277:+	0.0376740780473901	0.723310397948949	0.945084200264474	NC
CYP4F26P	9:33605282:+	0.0413137413915884	0.712448345204625	0.945084200264474	NC
CYP4F26P	9:33605288:+	0.0422688924210227	0.711133848858856	0.945084200264474	NC
CYP4F26P	9:33605293:+	0.0415989052456655	0.713590620364906	0.945084200264474	NC
CYP4F26P	9:33605300:+	0.0533062956643152	0.631806979996023	0.843041612073497	NC
CYP4F35P	18:14252140:+	-1.0721744728014	0.477805118877758	0.833421586515257	NC
CYP4F35P	18:14252335:+	0.343399374794681	0.623084093850054	0.835900377474914	NC
CYP4X1	1:47039723:+	1.51366348324975	0.793046709486593	0.945084200264474	NC
CYP51A1	7:92112153:-	0.185227527991382	0.252688705073463	0.833421586515257	NC
CYP51A1	7:92113412:-	0.0783567632360844	0.388459697314463	0.833421586515257	NC
CYP51A1	7:92113585:-	0.0879861036871876	0.367962293241048	0.833421586515257	NC
CYP51A1	7:92113694:-	0.0858392638120486	0.446391102755407	0.833421586515257	NC
CYREN	7:135165782:-	-3.18050540102142	0.0259650699316379	0.221614405883026	DN
CYREN	7:135165785:-	-3.17876058142747	0.0262501359475929	0.223942868419259	DN
CYREN	7:135165829:-	-3.18601108787014	0.0275314253050738	0.234618699342813	DN
CYREN	7:135166344:-	-3.18504621612024	0.0188822238179569	0.167668431315407	DN
CYREN	7:135166468:-	-3.13417407768471	0.0155952675496337	0.13992681814899	DN
CYREN	7:135166575:-	-3.11457282597143	0.0114535785775632	0.124712001075842	DN
CYREN	7:135166600:-	-3.12148828093656	0.0111017921550483	0.124712001075842	DN
CYREN	7:135167363:-	-4.81286102456957	0.0472360712593895	0.38207048243816	DN
CYREN	7:135168304:-	-1.00464209877432	0.707943432293319	0.941214540362616	NC
CYREN	7:135168596:-	-3.70044592905695	0.128718245784926	0.833421586515257	NC
CYRIB	8:129850554:-	0.308163413223737	0.367204945641464	0.833421586515257	NC
CYRIB	8:129855583:-	-0.0185360865435782	0.801291811734646	0.945084200264474	NC
CYSTM1	5:140243789:+	0.224080527664963	0.185571127356089	0.833421586515257	NC
CYSTM1	5:140244810:+	0	NA	NA	NC
CYTH1	17:78676119:-	0	NA	NA	NC
CYTH1	17:78700331:-	-0.274006018834269	0.350207625500051	0.833421586515257	NC
CYTH1	17:78700392:-	0	NA	NA	NC
CYTH1	17:78701672:-	-0.355100824234615	0.121122270073872	0.833421586515257	NC
CYTH2	19:48472523:+	0.142557211565422	0.50053145531741	0.833421586515257	NC
CYTH2	19:48472540:+	0.143635083945325	0.499787173232242	0.833421586515257	NC
CYTH2	19:48475148:+	-0.173558654201207	0.801829651988961	0.945084200264474	NC
CYTH2	19:48476276:+	0	NA	NA	NC
CYTH3	7:6165545:-	0	NA	NA	NC
CYTH3	7:6165567:-	0	NA	NA	NC
CYTH3	7:6165734:-	0	NA	NA	NC
CYTH3	7:6171126:-	-0.0165596553011917	0.844434622783253	0.945084200264474	NC
CZIB	1:53219535:-	-3.97678440895974	0.431083420983427	0.833421586515257	NC
CZIB	1:53220087:-	-0.0893156662913848	0.702872868984393	0.934606973676101	NC
D2HGDH	2:241748903:+	0	NA	NA	NC
D2HGDH	2:241750277:+	-0.241393461459504	0.384256499660154	0.833421586515257	NC
D2HGDH	2:241751379:+	-0.00167380040600507	0.983216342038268	0.984065660881006	NC
D2HGDH	2:241751389:+	-0.0187772133726862	0.873292942456693	0.945084200264474	NC
D2HGDH	2:241755210:+	-1.23272690607075	0.0221238045535934	0.195591011332227	DN
DAAM1	14:59326115:+	-0.0174090879428418	0.890727044847929	0.945084200264474	NC
DAAM2	6:39861161:+	1.4674843807967	0.122652540713099	0.833421586515257	NC
DAAM2	6:39880017:+	0.980955552606796	0.296693787167639	0.833421586515257	NC
DAB2	5:39389108:-	0	NA	NA	NC
DAB2	5:39393258:-	-0.337706576040199	0.307069732423231	0.833421586515257	NC
DAB2	5:39393284:-	-0.386916545482726	0.277176347554707	0.833421586515257	NC
DAB2	5:39393369:-	0	NA	NA	NC
DAB2	5:39394294:-	-0.0806456327844511	0.885318773561037	0.945084200264474	NC
DAB2IP	9:121678782:+	-0.555774696285943	0.0903446685882615	0.713220643529137	NC
DAB2IP	9:121678845:+	-0.474880705361572	0.227992272120581	0.833421586515257	NC
DAB2IP	9:121782653:+	-0.216809175957872	0.378363830362247	0.833421586515257	NC
DACT3	19:46650148:-	-1.09925976515799	0.48097761903019	0.833421586515257	NC
DAG1	3:49510741:+	-0.0661762224210635	0.307381113858786	0.833421586515257	NC
DAGLB	7:6412610:-	-1.67774689274836	0.480789580095505	0.833421586515257	NC
DAGLB	7:6435436:-	0	NA	NA	NC
DANCR	4:52713741:+	0.277422568721096	0.529903571344939	0.833421586515257	NC
DANCR	4:52714133:+	0.369210893295766	0.384569731454613	0.833421586515257	NC
DANCR	4:52714137:+	0.36973931259916	0.384150508898094	0.833421586515257	NC
DANCR	4:52714138:+	0.369748287633317	0.384054796359978	0.833421586515257	NC
DANCR	4:52714141:+	0.369820237696906	0.383930167137027	0.833421586515257	NC
DANCR	4:52714882:+	1.00685211356233	0.767833633281861	0.945084200264474	NC
DANCR	4:52718765:+	0.313473279110701	0.342047330916101	0.833421586515257	NC
DANCR	4:52720697:+	-0.672370927395275	0.5	0.833421586515257	NC
DANCR	4:52721102:+	0	NA	NA	NC
DANT1	X:115894875:+	0.523777044820859	0.638378676213248	0.851327379378829	NC
DANT1	X:115895009:+	0.542444931690593	0.537103514598625	0.833421586515257	NC
DANT1	X:115897280:+	1.73964568181719	0.348954743494923	0.833421586515257	NC
DAP	5:10733772:-	0.439796537994864	0.195812984973163	0.833421586515257	NC
DAP	5:10748083:-	0.0221527624383899	0.88927398049059	0.945084200264474	NC
DAP3	1:155689337:+	0.21994493899387	0.43523563540906	0.833421586515257	NC
DAP3	1:155689627:+	-0.367924394596928	0.332638723219026	0.833421586515257	NC
DAP3	1:155721876:+	-0.585095488815897	0.0876952713437064	0.693493775239323	NC
DAP3	1:155721989:+	-0.516345586053089	0.0792876020177459	0.629144045785064	NC
DAP3	1:155726120:+	-0.11842419034393	0.0745319126101733	0.592624638176398	NC
DAP3	1:155726294:+	-2.26060538608596	0.29188567807115	0.833421586515257	NC
DAP3	1:155727038:+	-3.36260150643256	0.376136756818022	0.833421586515257	NC
DAP3	1:155729064:+	0	NA	NA	NC
DAP3	1:155732014:+	0.0135091407295502	0.679550931853616	0.904508761986562	NC
DAP3	1:155732033:+	0.00161957385421863	0.962019896159594	0.964850501943568	NC
DAP3	1:155732201:+	0.0200628759042818	0.96576555460452	0.968367562860908	NC
DAP3	1:155738426:+	-0.0414304455192809	0.581316406938431	0.833421586515257	NC
DAPK1	9:87638027:+	0	NA	NA	NC
DAPK1	9:87650479:+	0.455224064498283	0.443892877353289	0.833421586515257	NC
DAPK1	9:87650511:+	0.526490938430046	0.387137600065019	0.833421586515257	NC
DAPK2	15:63909184:-	0	NA	NA	NC
DAPK2	15:63911852:-	-0.079767896894313	0.835436253242133	0.945084200264474	NC
DAPK2	15:63983605:-	0.169866616611856	0.782823411777196	0.945084200264474	NC
DARS1	2:135910848:-	0.477837412755393	0.536301392630301	0.833421586515257	NC
DARS1	2:135933909:-	-0.0616719977367692	0.852404577348332	0.945084200264474	NC
DARS1	2:135978987:-	0.226062877072161	0.711220315481084	0.945084200264474	NC
DARS2	1:173852014:+	1.77932228937474	0.434677948493783	0.833421586515257	NC
DARS2	1:173853836:+	-0.00997213779255511	0.769419040482443	0.945084200264474	NC
DARS2	1:173854646:+	4.36146381962917	0.477895567268069	0.833421586515257	NC
DAXX	6:33321240:-	-0.57011996144636	0.191216531321249	0.833421586515257	NC
DAXX	6:33321611:-	0	NA	NA	NC
DAXX	6:33321782:-	-0.17711875508728	0.376496996228862	0.833421586515257	NC
DAZAP1	19:1418709:+	-0.00263434756697967	0.983754082954787	0.984580879886823	NC
DAZAP2	12:51240856:+	0	NA	NA	NC
DAZAP2	12:51241071:+	0.0554109305585655	0.777420789218704	0.945084200264474	NC
DAZAP2	12:51242431:+	0.0689703440564529	0.655990472928888	0.874067396226418	NC
DAZAP2	12:51242451:+	0.0551727748533182	0.711053085749979	0.945084200264474	NC
DAZAP2	12:51242474:+	0.0586184053810399	0.65025278413925	0.866632580200099	NC
DAZAP2	12:51242510:+	0.045502288970126	0.70221397427286	0.9337504273886	NC
DAZAP2	12:51242594:+	0.0247359725107898	0.82799406065513	0.945084200264474	NC
DAZAP2	12:51242816:+	0.0523911093596299	0.59650935506891	0.833421586515257	NC
DAZAP2	12:51243784:+	0.149568319251024	0.225220152954927	0.833421586515257	NC
DAZAP2	12:51243785:+	0.149627490830815	0.225416016635332	0.833421586515257	NC
DAZAP2	12:51243931:+	0.151030450626962	0.227655028219532	0.833421586515257	NC
DAZAP2	12:51243933:+	0.151038853115558	0.227728260582486	0.833421586515257	NC
DAZAP2	12:51246717:+	-0.574190882425764	0.115535504416352	0.833421586515257	NC
DBF4	7:87885183:+	-0.11915586673017	0.58953000618316	0.833421586515257	NC
DBF4B	17:44731160:+	-0.480035683498671	0.102943841126466	0.80775825734059	NC
DBF4B	17:44731218:+	-0.611491224548953	0.107838565791282	0.833421586515257	NC
DBF4B	17:44731246:+	-0.730800552163571	0.185691369491099	0.833421586515257	NC
DBF4B	17:44731422:+	2.70512443529058	0.121993834726996	0.833421586515257	NC
DBF4B	17:44732877:+	0	NA	NA	NC
DBF4B	17:44749399:+	-0.222828765277175	0.514672470734443	0.833421586515257	NC
DBF4B	17:44750239:+	-0.114101775955822	0.722173992688236	0.945084200264474	NC
DBI	2:119368845:+	-6.15877164283923	0.472168454993126	0.833421586515257	NC
DBIL5P	17:753607:+	0.0167870372564251	0.982646895268829	0.983518683835762	NC
DBIL5P	17:754903:+	0.68942941478115	0.592349043232695	0.833421586515257	NC
DBIL5P	17:754907:+	0.764152795868998	0.583510926142249	0.833421586515257	NC
DBN1	5:177468553:-	0	NA	NA	NC
DBNL	7:44050694:+	0.47428103999305	0.658666924900848	0.877557025324685	NC
DBNL	7:44057933:+	-0.511772378596342	0.0466221294394647	0.377268858703048	DN
DBNL	7:44058075:+	0	NA	NA	NC
DBNL	7:44058493:+	-0.446400261574707	0.0253210361009827	0.21623010567341	DN
DBNL	7:44059442:+	-0.450796919855477	0.23489701987406	0.833421586515257	NC
DCAF1	3:51397842:-	0	NA	NA	NC
DCAF10	9:37860441:+	1.35975197644113	0.033182722291778	0.272121857677061	UP
DCAF11	14:24117011:+	0	NA	NA	NC
DCAF11	14:24117041:+	0.106318563747388	0.521470399309262	0.833421586515257	NC
DCAF11	14:24117044:+	0.133880651098224	0.469784645699953	0.833421586515257	NC
DCAF11	14:24117306:+	1.55973839500642	0.489971560498762	0.833421586515257	NC
DCAF11	14:24117330:+	-0.0496222351955447	0.950204650159056	0.953790915776898	NC
DCAF11	14:24117345:+	0.047762309918582	0.944982401637472	0.949128469295264	NC
DCAF11	14:24117349:+	-0.0479849036440885	0.942397765520363	0.946652770238451	NC
DCAF11	14:24117351:+	-0.00968838586234466	0.98851561280365	0.989119933789839	NC
DCAF11	14:24117355:+	0.0341884743392296	0.953479852886477	0.956807059336354	NC
DCAF11	14:24117393:+	0.0501726730724137	0.792224648411586	0.945084200264474	NC
DCAF11	14:24117409:+	0.0671769505714894	0.680459334567893	0.905704902711304	NC
DCAF11	14:24117682:+	0	NA	NA	NC
DCAF11	14:24117684:+	0	NA	NA	NC
DCAF11	14:24117686:+	0	NA	NA	NC
DCAF11	14:24117701:+	-0.0087777968579803	0.992884281289119	0.993379801904016	NC
DCAF11	14:24117706:+	0.176352116375417	0.819017049695511	0.945084200264474	NC
DCAF11	14:24117718:+	0.181314357904742	0.504065633595464	0.833421586515257	NC
DCAF11	14:24118098:+	0	NA	NA	NC
DCAF11	14:24118105:+	0	NA	NA	NC
DCAF11	14:24118116:+	0	NA	NA	NC
DCAF11	14:24118134:+	0.29848871579302	0.949488536090472	0.953135616545015	NC
DCAF11	14:24119402:+	-2.53437936009449	0.443069855008067	0.833421586515257	NC
DCAF11	14:24122174:+	-3.88125450411205	0.5	0.833421586515257	NC
DCAF13	8:103420648:+	-0.891245078525992	0.386129798367226	0.833421586515257	NC
DCAF13	8:103427430:+	-3.70968642487748	0.234443785066996	0.833421586515257	NC
DCAF13	8:103428717:+	0	NA	NA	NC
DCAF16	4:17809425:-	0.0888642849537415	0.770673866221741	0.945084200264474	NC
DCAF17	2:171449958:+	-0.149233081231222	0.668428798317118	0.890215037231855	NC
DCAF17	2:171474384:+	1.84810015857396	0.58266635488764	0.833421586515257	NC
DCAF4	14:72941784:+	0	NA	NA	NC
DCAF4	14:72941824:+	0	NA	NA	NC
DCAF4	14:72941902:+	-0.365196447622263	0.0898778144662205	0.709630585892362	NC
DCAF4	14:72946029:+	-0.0852396317145899	0.625199189809796	0.836147326350675	NC
DCAF4	14:72958112:+	0	NA	NA	NC
DCAF5	14:69062428:-	0	NA	NA	NC
DCAF5	14:69089204:-	0.456217920508784	0.220027742137407	0.833421586515257	NC
DCAF5	14:69119098:-	-0.21946119498105	0.52330798407563	0.833421586515257	NC
DCAF6	1:168024050:+	4.4609348238872	0.5	0.833421586515257	NC
DCAF7	17:63553190:+	0.721008941306367	0.188508851423574	0.833421586515257	NC
DCAF7	17:63583711:+	0.0156317842198004	0.896856248829388	0.945084200264474	NC
DCAF7	17:63585872:+	-6.04390363633132	0.34102116457919	0.833421586515257	NC
DCAF7	17:63586114:+	4.15286989867563	0.5	0.833421586515257	NC
DCAF7	17:63589785:+	0	NA	NA	NC
DCAF7	17:63592218:+	0	NA	NA	NC
DCAF7	17:63592232:+	0	NA	NA	NC
DCAF7	17:63592354:+	0	NA	NA	NC
DCAF8	1:160217162:-	0	NA	NA	NC
DCAF8	1:160217347:-	-0.128213413558601	0.303196038910851	0.833421586515257	NC
DCAF8	1:160217467:-	-0.15862177508202	0.0417106730959763	0.338925140981013	DN
DCAF8	1:160217486:-	-0.160620081197953	0.372054155390182	0.833421586515257	NC
DCAF8	1:160217684:-	0	NA	NA	NC
DCAF8	1:160217851:-	2.74225221643966	0.654442106823409	0.87204286338176	NC
DCAF8	1:160221088:-	-0.210611282245307	0.633409277522954	0.845140154839409	NC
DCAF8	1:160239222:-	0.065828346875529	0.750988424964289	0.945084200264474	NC
DCAKD	17:45029393:-	-0.21966922420166	0.738630905424058	0.945084200264474	NC
DCAKD	17:45029400:-	-0.139864503447099	0.818164561762732	0.945084200264474	NC
DCAKD	17:45033044:-	-1.49280082548352	0.413189461078067	0.833421586515257	NC
DCBLD1	6:117547928:+	0	NA	NA	NC
DCBLD1	6:117547931:+	0	NA	NA	NC
DCBLD1	6:117547979:+	0	NA	NA	NC
DCBLD1	6:117549797:+	-0.695380018941712	0.171258920783019	0.833421586515257	NC
DCBLD2	3:98801383:-	-0.890259333158786	0.379921053055005	0.833421586515257	NC
DCBLD2	3:98812331:-	-0.186933646593702	0.0584034459757715	0.468154953307384	NC
DCBLD2	3:98849388:-	0.177615443532381	0.287996416837478	0.833421586515257	NC
DCK	4:70993880:+	-0.197565788963167	0.153010219289935	0.833421586515257	NC
DCK	4:71026799:+	0.0262965357905858	0.786773333069233	0.945084200264474	NC
DCLK1	13:35845900:-	-0.179548731947835	0.297473218946841	0.833421586515257	NC
DCLK1	13:35849923:-	-1.50018401661609	0.0940921620605671	0.741303406522597	NC
DCLRE1B	1:113908180:+	-0.17130225008283	0.0396899986833498	0.323014537978286	DN
DCLRE1C	10:14904611:-	0	NA	NA	NC
DCLRE1C	10:14904613:-	0	NA	NA	NC
DCLRE1C	10:14907879:-	0	NA	NA	NC
DCLRE1C	10:14908166:-	-0.292725720554222	0.861866750750522	0.945084200264474	NC
DCLRE1C	10:14908171:-	-0.233074474432422	0.880497086982653	0.945084200264474	NC
DCLRE1C	10:14908188:-	-0.307895364054413	0.828986194105508	0.945084200264474	NC
DCLRE1C	10:14908195:-	-0.297826653879724	0.814198456464853	0.945084200264474	NC
DCLRE1C	10:14908197:-	-0.261346173058836	0.8312124574487	0.945084200264474	NC
DCLRE1C	10:14908202:-	-0.21559879826014	0.851928372829421	0.945084200264474	NC
DCLRE1C	10:14908211:-	-0.157925717318726	0.886806934479115	0.945084200264474	NC
DCLRE1C	10:14908212:-	-0.155120887282552	0.886302417520383	0.945084200264474	NC
DCLRE1C	10:14908220:-	-0.135061909911362	0.885562725683246	0.945084200264474	NC
DCLRE1C	10:14908231:-	0.0361059362083456	0.98993089165724	0.990498732193486	NC
DCLRE1C	10:14908860:-	0.00518404933226524	0.959079695109381	0.962050542648818	NC
DCLRE1C	10:14909224:-	0.029706816295443	0.914260893226252	0.945084200264474	NC
DCLRE1C	10:14916718:-	0	NA	NA	NC
DCLRE1C	10:14938767:-	0.66063073919259	0.9257142353432	0.945084200264474	NC
DCP1A	3:53304221:-	0	NA	NA	NC
DCP1A	3:53304257:-	0	NA	NA	NC
DCP1B	12:1991456:-	-0.177211464143077	0.318061992217596	0.833421586515257	NC
DCP2	5:112984651:+	-0.20572848475455	0.554755559534373	0.833421586515257	NC
DCP2	5:112986010:+	-0.480796617998238	0.129305245019101	0.833421586515257	NC
DCP2	5:113007989:+	0	NA	NA	NC
DCP2	5:113008005:+	0	NA	NA	NC
DCST1	1:155049264:+	4.47600076559983	0.5	0.833421586515257	NC
DCTD	4:182914923:-	-0.0883540405120156	0.112366143659222	0.833421586515257	NC
DCTD	4:182914946:-	-0.0683494838304208	0.0435677530293998	0.353311917703855	DN
DCTD	4:182914983:-	-0.0372422414494755	0.3480459999383	0.833421586515257	NC
DCTD	4:182914988:-	-0.0125873626164958	0.710612106989967	0.944630728905684	NC
DCTD	4:182914990:-	-0.0171205342117089	0.604917258607177	0.833421586515257	NC
DCTN1	2:74362051:-	-0.0512219026058005	0.594969636653896	0.833421586515257	NC
DCTN1	2:74365457:-	-0.263037748562459	0.349840225005173	0.833421586515257	NC
DCTN1	2:74365972:-	0	NA	NA	NC
DCTN1	2:74371357:-	-4.00679884587274	0.5	0.833421586515257	NC
DCTN1	2:74376741:-	9.22729339214209	0.0318910026107724	0.261769582335096	UP
DCTN2	12:57532793:-	0	NA	NA	NC
DCTN2	12:57532795:-	0	NA	NA	NC
DCTN2	12:57532978:-	-0.0742140360427251	0.509514210421183	0.833421586515257	NC
DCTN2	12:57534009:-	-0.114932605667364	0.508760916354762	0.833421586515257	NC
DCTN2	12:57534346:-	-0.10324140191349	0.414399601556412	0.833421586515257	NC
DCTN2	12:57534978:-	-0.10685634354587	0.237960151795078	0.833421586515257	NC
DCTN2	12:57535484:-	-0.124927765329287	0.239652409581639	0.833421586515257	NC
DCTN2	12:57542947:-	-0.696534581720512	0.424046131555082	0.833421586515257	NC
DCTN2	12:57544449:-	0.114370809896478	0.873253166742848	0.945084200264474	NC
DCTN2	12:57546028:-	-0.226699413529653	0.0451155024984682	0.365260120697101	DN
DCTN3	9:34614042:-	-0.118000626628102	0.381098698658037	0.833421586515257	NC
DCTN3	9:34614187:-	0	NA	NA	NC
DCTN3	9:34617671:-	1.8956121558485	0.591574034473321	0.833421586515257	NC
DCTN4	5:150731375:-	-0.217406532061998	0.0293340330818529	0.249315012313296	DN
DCTN4	5:150736309:-	0	NA	NA	NC
DCTN5	16:23666017:+	-0.124490486059968	0.719924798128367	0.945084200264474	NC
DCUN1D2	13:113480466:-	0.0844216538962943	0.727942069368333	0.945084200264474	NC
DCUN1D2	13:113480648:-	-2.83364575126832	0.0320357531532876	0.262913201115701	DN
DCUN1D2	13:113483963:-	-0.156676354366591	0.208014620916585	0.833421586515257	NC
DCUN1D4	4:51875328:+	2.44322095132848	0.435181940381468	0.833421586515257	NC
DCUN1D4	4:51887190:+	-1.07597655418069	0.148189598518267	0.833421586515257	NC
DCUN1D4	4:51891823:+	-0.269417053485226	0.374268707970875	0.833421586515257	NC
DCUN1D4	4:51891851:+	-0.161083511432264	0.581273372085611	0.833421586515257	NC
DCUN1D4	4:51911114:+	3.52643861180897	0.547420455477592	0.833421586515257	NC
DCUN1D5	11:103064275:-	0.0393575327398707	0.597953850964987	0.833421586515257	NC
DCUN1D5	11:103089271:-	-0.0940833202179794	0.652242947370054	0.869168597038153	NC
DCXR	17:82035858:-	0.156436043021676	0.721358344767679	0.945084200264474	NC
DCXR	17:82035879:-	0.156766565337368	0.720614165453162	0.945084200264474	NC
DCXR	17:82035881:-	0.155774245846436	0.722662264377275	0.945084200264474	NC
DCXR	17:82035896:-	0.156341694554323	0.722351376735844	0.945084200264474	NC
DCXR	17:82035904:-	0.155099841882402	0.723872634840314	0.945084200264474	NC
DCXR	17:82035968:-	0.153360398886955	0.725023756307996	0.945084200264474	NC
DCXR	17:82035996:-	0.15712590410762	0.72619931732211	0.945084200264474	NC
DCXR	17:82036018:-	0.134072378677838	0.762384917500512	0.945084200264474	NC
DCXR	17:82036021:-	0.139463035747125	0.753397627899632	0.945084200264474	NC
DCXR	17:82036393:-	0.461978807592802	0.312374214613032	0.833421586515257	NC
DCXR	17:82036521:-	0.345026786321132	0.549995366563583	0.833421586515257	NC
DDA1	19:17314732:+	-0.0449860225203853	0.964761898760685	0.967422122122379	NC
DDB1	11:61301712:-	0	NA	NA	NC
DDB1	11:61302581:-	-0.0428827291353677	0.166156480428712	0.833421586515257	NC
DDB1	11:61303751:-	-6.18293499480512	0.285068769308247	0.833421586515257	NC
DDB1	11:61313538:-	-0.172087952248063	0.0280143790649014	0.238657723679945	DN
DDB1	11:61313673:-	-0.156957564346468	0.039670576349291	0.322861185291277	DN
DDB1	11:61313860:-	-0.150326324595203	0.149731870783297	0.833421586515257	NC
DDB1	11:61314047:-	-0.211414559211125	0.153003371388673	0.833421586515257	NC
DDB1	11:61314048:-	-0.211435589807183	0.152079897630774	0.833421586515257	NC
DDB1	11:61314338:-	-0.239394985711941	0.11298117089186	0.833421586515257	NC
DDB1	11:61314453:-	0	NA	NA	NC
DDB1	11:61314884:-	0	NA	NA	NC
DDB1	11:61314929:-	0	NA	NA	NC
DDB1	11:61316281:-	-0.170276599844408	0.0782187974148193	0.620844333077182	NC
DDB1	11:61321255:-	-0.595307943961567	0.240225371933964	0.833421586515257	NC
DDB1	11:61322317:-	-0.266505626237073	0.343517086308912	0.833421586515257	NC
DDB1	11:61326779:-	-0.203560709867607	0.181479039262237	0.833421586515257	NC
DDB1	11:61329362:-	-0.197356564617947	0.195162719597954	0.833421586515257	NC
DDB1	11:61329474:-	-0.198826714503577	0.0589326944783073	0.472240855352181	NC
DDB2	11:47216873:+	0.35057227991706	0.0142730324123953	0.133447597385263	UP
DDB2	11:47217411:+	0.434587747874451	0.717532517463723	0.945084200264474	NC
DDB2	11:47232836:+	0	NA	NA	NC
DDB2	11:47232959:+	-0.623338192233032	0.0026731239066101	0.0931677826592691	DN
DDB2	11:47234653:+	0	NA	NA	NC
DDB2	11:47236087:+	0	NA	NA	NC
DDHD1	14:53048548:-	-5.69562898252942	0.241250384685	0.833421586515257	NC
DDHD1	14:53052510:-	2.9805054617652	0.20278843078574	0.833421586515257	NC
DDHD1	14:53091911:-	0.136881307906893	0.675124167440692	0.898799028723476	NC
DDHD1	14:53093322:-	0.249755234922689	0.177796263979395	0.833421586515257	NC
DDHD2	8:38234585:+	0.202277929918556	0.0997993600923978	0.784227586052584	NC
DDHD2	8:38239058:+	-0.728839994332562	0.0421586119193812	0.34230539964181	DN
DDHD2	8:38240367:+	0.377581246474405	0.134503209235398	0.833421586515257	NC
DDHD2	8:38246157:+	0.632768521473031	0.865896893356047	0.945084200264474	NC
DDHD2	8:38247836:+	0.14618365653604	0.234715313169521	0.833421586515257	NC
DDHD2	8:38249747:+	0.0378571542483561	0.97153602765008	0.973791861057828	NC
DDHD2	8:38260254:+	1.4038364040764	0.724027811263371	0.945084200264474	NC
DDHD2	8:38260717:+	0.361249076243475	0.446340838374029	0.833421586515257	NC
DDHD2	8:38260813:+	0.274734526644056	0.564871250575409	0.833421586515257	NC
DDHD2	8:38260901:+	0.211304746257461	0.697534380319125	0.92770761701378	NC
DDHD2	8:38262766:+	0.520637454849588	0.00258226571512666	0.0931677826592691	UP
DDHD2	8:38262769:+	0.521602062267686	0.00269537886694692	0.0931677826592691	UP
DDHD2	8:38262836:+	0.529774254275893	0.0209126801175806	0.185186341389492	UP
DDHD2	8:38271393:+	0.28044172507834	0.535296014803696	0.833421586515257	NC
DDIAS	11:82928889:+	0.874326874862987	0.1227457389283	0.833421586515257	NC
DDIAS	11:82928891:+	0.874981700005055	0.122014983029718	0.833421586515257	NC
DDIAS	11:82928942:+	0.865128878596657	0.0852594269777948	0.674839183761753	NC
DDIAS	11:82930251:+	0.468310016519796	0.149809302043968	0.833421586515257	NC
DDIAS	11:82931956:+	0.991372606207485	0.233419701327061	0.833421586515257	NC
DDIAS	11:82932216:+	0.965173124880891	0.262429712232947	0.833421586515257	NC
DDIAS	11:82934655:+	1.15006396235678	0.211495510211676	0.833421586515257	NC
DDIAS	11:82934659:+	1.15010486676843	0.211507875772478	0.833421586515257	NC
DDOST	1:20660399:-	0	NA	NA	NC
DDR1	6:30888947:+	-0.227347396481172	0.233527043017486	0.833421586515257	NC
DDR1	6:30888976:+	-0.0953881758916586	0.55839025872879	0.833421586515257	NC
