gene_id	p_value	FDR	sig	tss_id	pas_id
ERO1A	0.000509720597784378	0.0041082762265086	TRUE	chr14:52695529:-;chr14:52695705:-;chr14:52695888:-	chr14:52643301:-;chr14:52640060:-;chr14:52641887:-
NAAA	0.000520771599722051	0.004182618216715	TRUE	chr4:75940224:-;chr4:75940973:-	chr4:75913660:-;chr4:75910851:-;chr4:75916438:-;chr4:75934891:-
CELF6	0.000530194050796234	0.00424340623172231	TRUE	chr15:72319787:-;chr15:72319882:-;chr15:72319946:-;chr15:72320157:-	chr15:72284727:-;chr15:72285038:-
TSPAN13	0.000541225742622745	0.00431660531311311	TRUE	chr7:16753755:+;chr7:16775754:+	chr7:16784476:+;chr7:16784536:+
EFCAB2	0.000550060914928259	0.00434049012721554	TRUE	chr1:244970286:+;chr1:245017242:+	chr1:245087653:+;chr1:245087847:+;chr1:245122992:+
ME3	0.000551231370374644	0.00434049012721554	TRUE	chr11:86671822:-;chr11:86671965:-;chr11:86672198:-;chr11:86672372:-;chr11:86672613:-	chr11:86441194:-;chr11:86441108:-
EVA1C	0.000551427067115036	0.00434049012721554	TRUE	chr21:32411723:+;chr21:32412006:+;chr21:32412437:+;chr21:32412553:+;chr21:32412685:+;chr21:32412764:+	chr21:32515384:+;chr21:32495687:+
ZKSCAN5	0.000553084370147834	0.00434049012721554	TRUE	chr7:99504662:+;chr7:99504950:+;chr7:99505254:+	chr7:99533456:+;chr7:99532679:+
RPL13	0.000553701667604603	0.00434049012721554	TRUE	chr16:89560657:+;chr16:89560904:+;chr16:89562370:+	chr16:89563066:+;chr16:89563438:+
LINC01546	0.000559509272303392	0.00437104684062274	TRUE	chrX:3271544:+;chrX:3271820:+	chrX:3278136:+;chrX:3284650:+
ANXA4	0.000572160940489601	0.00445468160809761	TRUE	chr2:69643808:+;chr2:69741974:+;chr2:69742102:+	chr2:69825643:+;chr2:69825781:+;chr2:69826461:+
PANK1	0.00059749293140108	0.00463614006771889	TRUE	chr10:89643874:-;chr10:89645242:-	chr10:89582988:-;chr10:89634152:-
CCPG1	0.000620489874387146	0.00479831527862222	TRUE	chr15:55408052:-;chr15:55408279:-;chr15:55408359:-	chr15:55358839:-;chr15:55355239:-;chr15:55355640:-
LRRC1	0.000628374662197704	0.00484182354523485	TRUE	chr6:53794497:+;chr6:53795005:+;chr6:53795090:+	chr6:53884993:+;chr6:53923728:+;chr6:53923862:+;chr6:53924121:+
SPAG8	0.000630346621441671	0.00484182354523485	TRUE	chr9:35812146:-;chr9:35812262:-	chr9:35809812:-;chr9:35811148:-
PURA	0.000650213111145843	0.00497771843281885	TRUE	chr5:140107777:+;chr5:140108020:+;chr5:140114109:+	chr5:140115974:+;chr5:140116733:+;chr5:140116044:+
B4GALNT1	0.000662917586994275	0.0050422919709905	TRUE	chr12:57629365:-;chr12:57632647:-;chr12:57632943:-;chr12:57633151:-	chr12:57629329:-;chr12:57628452:-
CDH2	0.000664932573405067	0.0050422919709905	TRUE	chr18:28177000:-;chr18:28177119:-;chr18:28177946:-	chr18:27950971:-;chr18:27951563:-
ZNF639	0.000665256520419017	0.0050422919709905	TRUE	chr3:179322876:+;chr3:179323031:+;chr3:179323246:+	chr3:179334510:+;chr3:179334614:+;chr3:179334721:+;chr3:179335039:+
YWHAQ	0.000667653845240951	0.00504376122691927	TRUE	chr2:9630268:-;chr2:9630616:-;chr2:9630946:-;chr2:9630997:-	chr2:9583977:-;chr2:9584267:-;chr2:9584620:-
ZNF248	0.000684384078245553	0.00515314195757918	TRUE	chr10:37857610:-;chr10:37858037:-	chr10:37773571:-;chr10:37828763:-;chr10:37828969:-;chr10:37830856:-;chr10:37831253:-
ZSCAN5A	0.000696980680543294	0.00523078287791345	TRUE	chr19:56314564:-;chr19:56314788:-	chr19:56221310:-;chr19:56280599:-
DMKN	0.000711675012000814	0.00532360817800609	TRUE	chr19:35501878:-;chr19:35510211:-;chr19:35510384:-	chr19:35497220:-;chr19:35503304:-
GK	0.000714359331027898	0.00532628178737087	TRUE	chrX:30653359:+;chrX:30653423:+;chrX:30653478:+	chrX:30729707:+;chrX:30730608:+;chrX:30728932:+
ARL6	0.00076168751172319	0.00566072309848825	TRUE	chr3:97764521:+;chr3:97764758:+	chr3:97798529:+;chr3:97801109:+;chr3:97800678:+;chr3:97801185:+
FAM78B	0.00079571736564679	0.00586294009007848	TRUE	chr1:166166755:-;chr1:166166969:-	chr1:166057426:-;chr1:166070015:-
MDFIC	0.00079571736564679	0.00586294009007848	TRUE	chr7:114922154:+;chr7:114922561:+	chr7:115018744:+;chr7:114923656:+
COL9A3	0.000796581200530541	0.00586294009007848	TRUE	chr20:62817050:+;chr20:62817443:+;chr20:62817790:+;chr20:62822609:+;chr20:62836419:+	chr20:62841093:+;chr20:62841163:+
SLCO4A1	0.000805327078311759	0.00590831308415262	TRUE	chr20:62642503:+;chr20:62656359:+;chr20:62666415:+;chr20:62667741:+	chr20:62672110:+;chr20:62672288:+
DOK4	0.000827519314586787	0.00605173070635513	TRUE	chr16:57479756:-;chr16:57479872:-;chr16:57486493:-;chr16:57487139:-	chr16:57471958:-;chr16:57473125:-
FAM219B	0.000831550460595862	0.00606184396275136	TRUE	chr15:74900571:-;chr15:74906341:-;chr15:74906613:-;chr15:74906730:-;chr15:74906793:-	chr15:74899992:-;chr15:74900966:-
PACS2	0.000837602113674723	0.00608657535936965	TRUE	chr14:105300774:+;chr14:105314748:+;chr14:105314880:+;chr14:105314976:+;chr14:105355049:+;chr14:105368085:+;chr14:105381924:+;chr14:105390237:+	chr14:105395206:+;chr14:105398147:+
PAICS	0.000840666724725918	0.00608951307878996	TRUE	chr4:56435741:+;chr4:56436138:+;chr4:56436260:+	chr4:56459664:+;chr4:56461361:+
TDP1	0.000851772633143473	0.00610005899628192	TRUE	chr14:89955902:+;chr14:89956523:+;chr14:89963105:+	chr14:90043341:+;chr14:90044764:+
CTIF	0.000852782384801316	0.00610005899628192	TRUE	chr18:48539031:+;chr18:48862544:+	chr18:48861896:+;chr18:48863217:+
EPB41	0.000852782384801316	0.00610005899628192	TRUE	chr1:28887091:+;chr1:28914544:+	chr1:29070241:+;chr1:29065996:+
NBEAL2	0.000852782384801316	0.00610005899628192	TRUE	chr3:46979666:+;chr3:47007323:+	chr3:46990336:+;chr3:47009701:+
WAC	0.000858532986295952	0.00610400956609174	TRUE	chr10:28532768:+;chr10:28533118:+;chr10:28533313:+;chr10:28533371:+;chr10:28533500:+;chr10:28534035:+	chr10:28620543:+;chr10:28620996:+
SRSF1	0.000858668012355414	0.00610400956609174	TRUE	chr17:58005134:-;chr17:58006405:-;chr17:58007232:-;chr17:58007346:-	chr17:58003491:-;chr17:58000919:-;chr17:58001075:-;chr17:58003360:-
SETD4	0.000868254347405301	0.00615304706257193	TRUE	chr21:36060242:-;chr21:36060526:-	chr21:36034541:-;chr21:36043684:-;chr21:36034943:-
AP3D1	0.000873288469997155	0.00616962132044286	TRUE	chr19:2110805:-;chr19:2111329:-;chr19:2114239:-;chr19:2129121:-;chr19:2151557:-	chr19:2100994:-;chr19:2101048:-
MFSD4A	0.000879070429465004	0.00619136065552429	TRUE	chr1:205568885:+;chr1:205568984:+;chr1:205592037:+	chr1:205601139:+;chr1:205601213:+;chr1:205602918:+;chr1:205602562:+
PCBP1-AS1	0.000895776420786935	0.00628966940853158	TRUE	chr2:70086098:-;chr2:70086483:-;chr2:70086899:-	chr2:70029997:-;chr2:70048691:-
GOLGA7B	0.000902303662908541	0.00631612564035979	TRUE	chr10:97849843:+;chr10:97866231:+	chr10:97867748:+;chr10:97868025:+;chr10:97871536:+;chr10:97871578:+
KCNV1	0.000927980349973295	0.00647605799112461	TRUE	chr8:109974730:-;chr8:109975771:-	chr8:109967004:-;chr8:109967177:-;chr8:109968022:-
PSME3IP1	0.000931460919459493	0.00648058980134583	TRUE	chr16:57173788:-;chr16:57173881:-;chr16:57185817:-;chr16:57185962:-;chr16:57186022:-;chr16:57186116:-	chr16:57153533:-;chr16:57152468:-;chr16:57153736:-;chr16:57153867:-
OGG1	0.000946505925278525	0.00656530928170468	TRUE	chr3:9749944:+;chr3:9750072:+;chr3:9750346:+;chr3:9757348:+	chr3:9757407:+;chr3:9766650:+
TRIM22	0.00096755692942355	0.00669105078988068	TRUE	chr11:5689790:+;chr11:5689880:+	chr11:5709317:+;chr11:5710776:+;chr11:5710863:+
EIF4E3	0.000983545589776298	0.00678113209336731	TRUE	chr3:71725402:-;chr3:71728637:-;chr3:71753591:-;chr3:71754383:-;chr3:71754773:-	chr3:71681856:-;chr3:71682722:-;chr3:71682829:-
CLN5	0.00101680837100944	0.00698941249621806	TRUE	chr13:76992044:+;chr13:76992160:+	chr13:76996282:+;chr13:77001333:+;chr13:77002517:+
EIF4B	0.00103142427444325	0.00704751587701916	TRUE	chr12:53006282:+;chr12:53006431:+;chr12:53018860:+;chr12:53034646:+	chr12:53040332:+;chr12:53042209:+
RNASEH2B	0.00103254242081361	0.00704751587701916	TRUE	chr13:50909747:+;chr13:50909992:+;chr13:50910232:+;chr13:50927411:+;chr13:50934916:+	chr13:50956503:+;chr13:50956760:+;chr13:50970457:+
RBCK1	0.00103449774341566	0.00704751587701916	TRUE	chr20:408050:+;chr20:408147:+;chr20:408299:+;chr20:421942:+;chr20:422154:+	chr20:410764:+;chr20:430966:+
RAP2C	0.00105191511493984	0.00714240423692387	TRUE	chrX:132218033:-;chrX:132218124:-;chrX:132219443:-	chrX:132203032:-;chrX:132204638:-
MIR3936HG	0.00105466694280484	0.00714240423692387	TRUE	chr5:132369648:-;chr5:132369916:-;chr5:132370170:-	chr5:132365654:-;chr5:132366064:-;chr5:132366385:-
PABPN1	0.00112913317682171	0.00762414702579613	TRUE	chr14:23321457:+;chr14:23321543:+;chr14:23321814:+;chr14:23322006:+;chr14:23323445:+	chr14:23325369:+;chr14:23326163:+
RAD1	0.00118879137928028	0.00800336313874282	TRUE	chr5:34915504:-;chr5:34915615:-	chr5:34905260:-;chr5:34907269:-;chr5:34907513:-;chr5:34908549:-;chr5:34911640:-
ETS2	0.00119590113752728	0.0080276178997066	TRUE	chr21:38805183:+;chr21:38805258:+;chr21:38805895:+;chr21:38809636:+	chr21:38823801:+;chr21:38824955:+;chr21:38823453:+
CSK	0.00124939840870473	0.00836220163019044	TRUE	chr15:74782080:+;chr15:74782504:+;chr15:74782592:+;chr15:74800852:+	chr15:74802902:+;chr15:74803171:+
NTRK2	0.00126019780180139	0.00840432907991445	TRUE	chr9:84668433:+;chr9:84669306:+;chr9:84669680:+	chr9:84810880:+;chr9:84811010:+;chr9:84815702:+;chr9:84724816:+;chr9:84810605:+
DGKZ	0.00126303591240304	0.00840432907991445	TRUE	chr11:46332905:+;chr11:46345403:+;chr11:46347463:+;chr11:46347523:+;chr11:46347588:+;chr11:46361522:+;chr11:46361606:+;chr11:46367315:+;chr11:46367652:+;chr11:46371725:+;chr11:46374429:+;chr11:46375024:+;chr11:46376520:+;chr11:46377148:+	chr11:46380551:+;chr11:46378113:+
GABRA2	0.00128267304809959	0.00851025683217378	TRUE	chr4:46389363:-;chr4:46389788:-;chr4:46390039:-;chr4:46390128:-	chr4:46248444:-;chr4:46248664:-;chr4:46359021:-
RPL15	0.00129175571348888	0.00854574805831227	TRUE	chr3:23916545:+;chr3:23916804:+;chr3:23917098:+;chr3:23917299:+;chr3:23917705:+	chr3:23919791:+;chr3:23920847:+;chr3:23919552:+
AGAP1	0.0013006873387548	0.00858003838158427	TRUE	chr2:235669604:+;chr2:235709177:+	chr2:235807940:+;chr2:236125250:+
SCG5	0.00130785434052513	0.00860252467086785	TRUE	chr15:32641613:+;chr15:32641676:+;chr15:32643623:+	chr15:32696892:+;chr15:32697092:+
CYGB	0.00131370797422924	0.00861626806020265	TRUE	chr17:76537652:-;chr17:76537709:-	chr17:76527356:-;chr17:76528123:-
MMP28	0.00131849088321109	0.00862293037620056	TRUE	chr17:35795624:-;chr17:35795707:-	chr17:35756249:-;chr17:35765865:-;chr17:35778505:-
HNRNPDL	0.0013387345384017	0.00873037993846575	TRUE	chr4:82429397:-;chr4:82430225:-;chr4:82430399:-;chr4:82430462:-	chr4:82423207:-;chr4:82424628:-
PFDN4	0.00138101666281418	0.00893463934508308	TRUE	chr20:54208087:+;chr20:54208300:+;chr20:54208428:+	chr20:54219203:+;chr20:54219410:+;chr20:54219484:+;chr20:54219600:+;chr20:54219966:+
LNPK	0.0013894987776774	0.00893463934508308	TRUE	chr2:176002263:-;chr2:176002345:-	chr2:175927757:-;chr2:175928642:-;chr2:175928996:-;chr2:175929173:-
PLPP5	0.0013925692657353	0.00893463934508308	TRUE	chr8:38267322:-;chr8:38268939:-;chr8:38269140:-	chr8:38266982:-;chr8:38263130:-;chr8:38264739:-
CDH6	0.00139347586115975	0.00893463934508308	TRUE	chr5:31193686:+;chr5:31193750:+	chr5:31323940:+;chr5:31302831:+
JCAD	0.00139347586115975	0.00893463934508308	TRUE	chr10:30059586:-;chr10:30115494:-	chr10:30016843:-;chr10:30060182:-
PTGES3L	0.00139347586115975	0.00893463934508308	TRUE	chr17:42980080:-;chr17:42980433:-	chr17:42968103:-;chr17:42968726:-
VPS26B	0.00139911568279464	0.00894574245228191	TRUE	chr11:134224671:+;chr11:134225194:+;chr11:134225299:+;chr11:134234962:+	chr11:134245732:+;chr11:134247730:+;chr11:134247772:+
ZNF384	0.00140646103878904	0.00896765826681929	TRUE	chr12:6673395:-;chr12:6678542:-;chr12:6688859:-;chr12:6689292:-;chr12:6689375:-;chr12:6689454:-	chr12:6666477:-;chr12:6666738:-;chr12:6666795:-
GRB2	0.00142606557107357	0.00906740025607609	TRUE	chr17:75321753:-;chr17:75393656:-;chr17:75393803:-;chr17:75393864:-;chr17:75405486:-;chr17:75405678:-	chr17:75318076:-;chr17:75320011:-
AZI2	0.00145977110117424	0.00925600014013253	TRUE	chr3:28348629:-;chr3:28348790:-;chr3:28348924:-;chr3:28349050:-	chr3:28321052:-;chr3:28322354:-;chr3:28322961:-;chr3:28323539:-;chr3:28331690:-
VKORC1L1	0.00148372149065273	0.0093818742875804	TRUE	chr7:65873074:+;chr7:65873166:+;chr7:65873270:+;chr7:65873369:+	chr7:65954819:+;chr7:65958548:+;chr7:65954726:+;chr7:65957853:+
SGCB	0.00153331006789648	0.00966872381657039	TRUE	chr4:52033640:-;chr4:52038245:-;chr4:52038299:-	chr4:52020695:-;chr4:52023936:-;chr4:52022031:-;chr4:52023696:-
IVD	0.00158544038551186	0.00996998088581497	TRUE	chr15:40405795:+;chr15:40416155:+	chr15:40418855:+;chr15:40420447:+;chr15:40421304:+;chr15:40435947:+
PEX16	0.00159959016437876	0.0100314024281178	TRUE	chr11:45915543:-;chr11:45917825:-;chr11:45918021:-;chr11:45918078:-;chr11:45918812:-	chr11:45910179:-;chr11:45909663:-
NTRK3	0.00166185453719911	0.0103934017367453	TRUE	chr15:87978803:-;chr15:88256153:-;chr15:88256705:-	chr15:87977364:-;chr15:87979058:-
CEP70	0.00166862091877456	0.010407284150068	TRUE	chr3:138594224:-;chr3:138594319:-	chr3:138494344:-;chr3:138495008:-;chr3:138499884:-;chr3:138536033:-
AMZ2	0.00167956350409728	0.0104470675567355	TRUE	chr17:68205481:+;chr17:68206129:+;chr17:68247574:+;chr17:68248004:+;chr17:68248504:+;chr17:68250187:+	chr17:68257076:+;chr17:68257157:+
ANKRD29	0.00170012090512188	0.0105462784602276	TRUE	chr18:23619723:-;chr18:23662772:-;chr18:23662883:-	chr18:23598926:-;chr18:23600234:-;chr18:23600013:-;chr18:23600459:-;chr18:23648393:-
PPARD	0.00171987057824766	0.0106399560908349	TRUE	chr6:35342558:+;chr6:35342614:+	chr6:35428178:+;chr6:35356867:+
RMDN1	0.0017377019946424	0.0107212934386427	TRUE	chr8:86508619:-;chr8:86508675:-;chr8:86508780:-;chr8:86514338:-	chr8:86472349:-;chr8:86474109:-;chr8:86474253:-
DDX54	0.00174469588002229	0.010735507713363	TRUE	chr12:113161456:-;chr12:113165872:-;chr12:113185440:-	chr12:113157176:-;chr12:113158496:-
ELOC	0.00177653828413732	0.0109021344031912	TRUE	chr8:73971908:-;chr8:73972106:-	chr8:73946401:-;chr8:73945612:-;chr8:73946610:-
ABLIM1	0.00180039495932735	0.0110189948179153	TRUE	chr10:114526835:-;chr10:114526913:-;chr10:114768304:-	chr10:114435344:-;chr10:114450424:-
LINC00863	0.00181807984944232	0.0110975594009959	TRUE	chr10:87342411:+;chr10:87342736:+;chr10:87342907:+	chr10:87345050:+;chr10:87343562:+
PCMT1	0.00184080876503808	0.0111728019386397	TRUE	chr6:149749443:+;chr6:149749695:+;chr6:149749816:+	chr6:149810908:+;chr6:149811415:+
WDR41	0.00184372527279044	0.0111728019386397	TRUE	chr5:77492199:-;chr5:77492287:-;chr5:77492477:-	chr5:77431800:-;chr5:77432244:-;chr5:77432914:-;chr5:77433039:-;chr5:77433091:-;chr5:77441799:-
RAB40B	0.00184504986142674	0.0111728019386397	TRUE	chr17:82658849:-;chr17:82661031:-;chr17:82664895:-;chr17:82698654:-	chr17:82657067:-;chr17:82657312:-;chr17:82696469:-
MIER1	0.00185551543278209	0.0112065298829504	TRUE	chr1:66924957:+;chr1:66930243:+	chr1:66986496:+;chr1:66987666:+;chr1:66988031:+
ALDH7A1	0.00189885847434176	0.0114089971593498	TRUE	chr5:126552102:-;chr5:126595192:-;chr5:126595336:-	chr5:126544753:-;chr5:126543230:-
KTN1	0.00190680480634463	0.0114089971593498	TRUE	chr14:55580207:+;chr14:55580315:+;chr14:55656100:+;chr14:55672930:+	chr14:55612247:+;chr14:55612413:+;chr14:55684579:+
NADK	0.00191645085079296	0.0114089971593498	TRUE	chr1:1754383:-;chr1:1756327:-;chr1:1778419:-	chr1:1751235:-;chr1:1752515:-
RNF32	0.00191693930910503	0.0114089971593498	TRUE	chr7:156640659:+;chr7:156640747:+	chr7:156677103:+;chr7:156654896:+
COL16A1	0.00192095389437013	0.0114089971593498	TRUE	chr1:31655848:-;chr1:31666081:-;chr1:31666385:-;chr1:31673152:-;chr1:31673226:-;chr1:31704017:-	chr1:31652500:-;chr1:31652581:-
SNX3	0.00192161706321319	0.0114089971593498	TRUE	chr6:108260964:-;chr6:108261040:-;chr6:108261244:-	chr6:108211222:-;chr6:108211513:-
CCDC59	0.00192392874771037	0.0114089971593498	TRUE	chr12:82358292:-;chr12:82358387:-;chr12:82358786:-	chr12:82352843:-;chr12:82352303:-
TYW3	0.00195229898017177	0.0115473187741942	TRUE	chr1:74733152:+;chr1:74733247:+	chr1:74764400:+;chr1:74766677:+
NRG1	0.00196289798623668	0.011558691714817	TRUE	chr8:32595826:+;chr8:32646958:+;chr8:32647089:+	chr8:32743225:+;chr8:32743089:+
BMI1	0.00196432113458445	0.011558691714817	TRUE	chr10:22321099:+;chr10:22321459:+;chr10:22321585:+;chr10:22325657:+	chr10:22331068:+;chr10:22331259:+;chr10:22331484:+
HSPA9	0.00198901049939552	0.011650944874505	TRUE	chr5:138558631:-;chr5:138575318:-;chr5:138575401:-	chr5:138555335:-;chr5:138554882:-;chr5:138555749:-;chr5:138555828:-
UBE3A	0.00199017887546154	0.011650944874505	TRUE	chr15:25346031:-;chr15:25438925:-	chr15:25337247:-;chr15:25337485:-;chr15:25337773:-;chr15:25338498:-
SMARCA2	0.00200107702729247	0.0116848604986543	TRUE	chr9:2015281:+;chr9:2015347:+;chr9:2017412:+;chr9:2017586:+;chr9:2070433:+;chr9:2096601:+;chr9:2123850:+;chr9:2157662:+;chr9:2158449:+;chr9:2159672:+;chr9:2159779:+	chr9:2193574:+;chr9:2193624:+
MEAF6	0.0020225389381624	0.0117801313726558	TRUE	chr1:37513520:-;chr1:37514667:-;chr1:37514732:-	chr1:37493178:-;chr1:37493311:-;chr1:37492559:-
TIMM8A	0.00204683826651919	0.0118914030255391	TRUE	chrX:101348685:-;chrX:101348742:-	chrX:101345661:-;chrX:101346249:-;chrX:101346330:-;chrX:101348042:-
YME1L1	0.00207843952772293	0.0120444255163488	TRUE	chr10:27154226:-;chr10:27154359:-	chr10:27110454:-;chr10:27110180:-;chr10:27111735:-
RHOT1	0.00211487286750127	0.0122246060447232	TRUE	chr17:32142454:+;chr17:32142560:+;chr17:32142630:+;chr17:32209388:+	chr17:32225503:+;chr17:32225653:+;chr17:32225727:+;chr17:32225770:+
OPALIN	0.0021393354892848	0.0123106386321793	TRUE	chr10:96359002:-;chr10:96359365:-	chr10:96343216:-;chr10:96344840:-;chr10:96345225:-
PPP4R3A	0.00214051296444184	0.0123106386321793	TRUE	chr14:91510300:-;chr14:91510478:-;chr14:91510554:-	chr14:91457611:-;chr14:91458008:-;chr14:91458139:-
PHC1	0.00214621121204515	0.0123124748480485	TRUE	chr12:8914509:+;chr12:8914696:+;chr12:8922744:+;chr12:8930612:+;chr12:8930916:+	chr12:8940297:+;chr12:8941467:+
OAZ2	0.00216325523877157	0.0123362689543087	TRUE	chr15:64703194:-;chr15:64703281:-	chr15:64687580:-;chr15:64688465:-
ZNF34	0.00216546819332169	0.0123362689543087	TRUE	chr8:144780280:-;chr8:144787304:-	chr8:144773114:-;chr8:144772224:-
ECE1	0.00217134382804367	0.0123362689543087	TRUE	chr1:21279549:-;chr1:21290215:-;chr1:21290463:-;chr1:21345504:-;chr1:21345572:-	chr1:21217251:-;chr1:21219533:-
SLC22A5	0.00217454842637419	0.0123362689543087	TRUE	chr5:132369709:+;chr5:132369817:+;chr5:132369973:+	chr5:132370835:+;chr5:132395611:+
KMT5B	0.00217730566078667	0.0123362689543087	TRUE	chr11:68213286:-;chr11:68213567:-;chr11:68213828:-	chr11:68156738:-;chr11:68156933:-;chr11:68165717:-;chr11:68188021:-
MAP2	0.00221237369960244	0.0124806488768396	TRUE	chr2:209424047:+;chr2:209579607:+;chr2:209661465:+	chr2:209730518:+;chr2:209734112:+
FAM110B	0.00221369307295627	0.0124806488768396	TRUE	chr8:57994523:+;chr8:58070207:+	chr8:58147698:+;chr8:58147751:+;chr8:58148784:+;chr8:58147861:+
MFSD1	0.00222400264693119	0.0125079657465	TRUE	chr3:158732198:+;chr3:158802051:+	chr3:158829716:+;chr3:158829130:+
PPP4R2	0.00224495124709136	0.0125864296000531	TRUE	chr3:72996803:+;chr3:72996977:+;chr3:73064014:+	chr3:73067193:+;chr3:73069198:+
NCBP2	0.00224895137895225	0.0125864296000531	TRUE	chr3:196942377:-;chr3:196942436:-;chr3:196942508:-	chr3:196935407:-;chr3:196936851:-
ICA1L	0.00230715683163538	0.0128493479017357	TRUE	chr2:202871442:-;chr2:202871735:-	chr2:202778646:-;chr2:202775972:-
ZBTB20	0.00230715683163538	0.0128493479017357	TRUE	chr3:115100308:-;chr3:115147288:-	chr3:114338052:-;chr3:115026065:-
CDK19	0.0023840345463604	0.0132452793121819	TRUE	chr6:110815096:-;chr6:110815204:-;chr6:110815469:-	chr6:110813159:-;chr6:110609978:-
MIR4500HG	0.00240830509043452	0.0133477248232557	TRUE	chr13:87671101:-;chr13:87671193:-;chr13:87671291:-	chr13:87583722:-;chr13:87614184:-;chr13:87614650:-;chr13:87614267:-
ARHGAP21	0.00242470075219739	0.0134061353183088	TRUE	chr10:24622834:-;chr10:24723221:-;chr10:24723887:-	chr10:24583614:-;chr10:24629524:-
NBDY	0.00245106798225686	0.0134697860904867	TRUE	chrX:56729241:+;chrX:56729354:+	chrX:56817571:+;chrX:56817679:+;chrX:56818380:+
PREPL	0.00245199132589319	0.0134697860904867	TRUE	chr2:44323302:-;chr2:44361493:-;chr2:44361546:-;chr2:44361805:-	chr2:44318763:-;chr2:44320825:-
NPEPPS	0.00245386666654999	0.0134697860904867	TRUE	chr17:47531108:+;chr17:47531216:+;chr17:47531388:+;chr17:47569429:+	chr17:47622185:+;chr17:47623272:+
EIF5	0.00247995594957459	0.0135804286329575	TRUE	chr14:103334189:+;chr14:103334387:+;chr14:103334803:+;chr14:103334861:+;chr14:103334949:+	chr14:103338372:+;chr14:103341360:+;chr14:103341888:+;chr14:103343171:+
RUNDC3A	0.00251505251488125	0.0137397498963322	TRUE	chr17:44308559:+;chr17:44314758:+;chr17:44316555:+	chr17:44317856:+;chr17:44318670:+
CREBZF	0.00260569284015297	0.0142010259788337	TRUE	chr11:85664653:-;chr11:85665064:-	chr11:85661751:-;chr11:85658678:-;chr11:85659502:-;chr11:85660973:-;chr11:85661066:-
ZFAND3	0.00263737943387671	0.0143395760668499	TRUE	chr6:37819727:+;chr6:37819798:+;chr6:37819942:+;chr6:38061611:+;chr6:38088331:+	chr6:38152627:+;chr6:38154624:+
C14orf93	0.00266713711241866	0.0144670067543278	TRUE	chr14:23007123:-;chr14:23010096:-	chr14:22986903:-;chr14:22987196:-
FRMD4B	0.00267349085423168	0.0144671880977218	TRUE	chr3:69386088:-;chr3:69542583:-	chr3:69169995:-;chr3:69170264:-;chr3:69376213:-
HBS1L	0.00284033924633348	0.0153338125822107	TRUE	chr6:134987745:-;chr6:135027156:-;chr6:135054800:-	chr6:134964631:-;chr6:134965021:-
RCOR3	0.00284755718520651	0.0153366079927946	TRUE	chr1:211259277:+;chr1:211259366:+;chr1:211259947:+	chr1:211313298:+;chr1:211261202:+;chr1:211313237:+;chr1:211314591:+;chr1:211316015:+;chr1:211316385:+
NBR2	0.00286984557438691	0.0154203674173043	TRUE	chr17:43125551:+;chr17:43125610:+	chr17:43140330:+;chr17:43134641:+;chr17:43153671:+
APBA2	0.00291500177770159	0.0156263210050561	TRUE	chr15:28885974:+;chr15:28886160:+;chr15:28934004:+;chr15:28995527:+;chr15:29070658:+	chr15:29117709:+;chr15:29118315:+
SCARB2	0.00293184848343841	0.0156799092957722	TRUE	chr4:76213591:-;chr4:76213686:-;chr4:76213772:-	chr4:76158737:-;chr4:76161452:-
DNM1L	0.00296297171558299	0.0158094225104183	TRUE	chr12:32679200:+;chr12:32679292:+;chr12:32679708:+;chr12:32701415:+	chr12:32743612:+;chr12:32745547:+;chr12:32744087:+
RAB18	0.00311117167959091	0.0165615627315897	TRUE	chr10:27504174:+;chr10:27504234:+	chr10:27539828:+;chr10:27538513:+;chr10:27539161:+;chr10:27540159:+
SYTL2	0.00312982821459777	0.0166188998798135	TRUE	chr11:85718420:-;chr11:85718488:-;chr11:85719075:-;chr11:85719350:-;chr11:85811129:-	chr11:85694283:-;chr11:85694229:-;chr11:85694651:-
GRB10	0.00314265436830439	0.0166188998798135	TRUE	chr7:50782896:-;chr7:50793432:-	chr7:50590068:-;chr7:50592580:-
TMOD2	0.00314372374310146	0.0166188998798135	TRUE	chr15:51751597:+;chr15:51751667:+	chr15:51808737:+;chr15:51809312:+;chr15:51810142:+;chr15:51816363:+
PA2G4	0.00317615017897797	0.0167516307826741	TRUE	chr12:56104537:+;chr12:56104919:+	chr12:56113152:+;chr12:56113907:+
GALNT15	0.00318640028317365	0.0167670580418034	TRUE	chr3:16174680:+;chr3:16175417:+;chr3:16175665:+	chr3:16227935:+;chr3:16229037:+;chr3:16229750:+
STK11	0.00323469230154814	0.0169821345831277	TRUE	chr19:1205778:+;chr19:1206186:+;chr19:1206816:+;chr19:1207091:+;chr19:1223148:+	chr19:1228095:+;chr19:1228431:+
C18orf25	0.0032756569032932	0.0171578458847555	TRUE	chr18:46174019:+;chr18:46174086:+	chr18:46263304:+;chr18:46266989:+;chr18:46263663:+
GET4	0.00329257774415221	0.0172071014985489	TRUE	chr7:876554:+;chr7:887486:+	chr7:895683:+;chr7:896443:+
ZMYM6	0.00332896605116723	0.0173576384763594	TRUE	chr1:35031690:-;chr1:35031905:-	chr1:34988178:-;chr1:35017249:-;chr1:34986165:-;chr1:34986982:-
