SE_id	p_value	FDR	exon	pas_id	sig	gene_id
ZNF211:SE04	0.00174220529843542	0.0145808619797384	chr19:57639912-57640067:+	chr19:57642768:+;chr19:57643868:+;chr19:57644041:+	TRUE	ZNF211
PRPF40A:SE08	0.00174256416964948	0.0145808619797384	chr2:152712304-152712367:-	chr2:152657973:-;chr2:152672551:-	TRUE	PRPF40A
HCFC2:SE05	0.00175609655944969	0.0146879534631782	chr12:104087986-104088038:+	chr12:104103445:+;chr12:104104859:+;chr12:104106521:+	TRUE	HCFC2
RAD1:SE01	0.00176723370578666	0.0147749300840936	chr5:34913470-34913578:-	chr5:34905260:-;chr5:34907269:-;chr5:34907516:-;chr5:34908556:-	TRUE	RAD1
ZNF841:SE01	0.00177010616399484	0.014792766126245	chr19:52076958-52077084:-	chr19:52058490:-;chr19:52063343:-;chr19:52063762:-;chr19:52064465:-;chr19:52065378:-	TRUE	ZNF841
CYFIP2:SE03	0.00178107235659132	0.0148781983377192	chr5:157309743-157309834:+	chr5:157393229:+;chr5:157395591:+	TRUE	CYFIP2
CCDC157:SE03	0.00179034593443693	0.014949425898104	chr22:30370326-30370950:+	chr22:30376829:+;chr22:30378658:+	TRUE	CCDC157
UNC13A:SE15	0.00180583266284664	0.0150724523548272	chr19:17639083-17639217:-	chr19:17601340:-;chr19:17631736:-	TRUE	UNC13A
TMTC4:SE06	0.00181604057034758	0.015151334729265	chr13:100626071-100626150:-	chr13:100603625:-;chr13:100603842:-;chr13:100603936:-	TRUE	TMTC4
BBOF1:SE05	0.00182090772845181	0.0151856117437345	chr14:74049702-74050195:+	chr14:74065919:+;chr14:74066092:+	TRUE	BBOF1
MAP4K4:SE05	0.00182725284427903	0.0152258391666298	chr2:101842609-101842681:+	chr2:101891489:+;chr2:101892039:+;chr2:101892804:+	TRUE	MAP4K4
MAP4K4:SE06	0.00182725284427903	0.0152258391666298	chr2:101844101-101844311:+	chr2:101891489:+;chr2:101892039:+;chr2:101892804:+	TRUE	MAP4K4
PDCD11:SE05	0.0018347607499358	0.0152820376237891	chr10:103413116-103413322:+	chr10:103440445:+;chr10:103446292:+	TRUE	PDCD11
GRIA1:SE13	0.00184405286596348	0.0153530441398748	chr5:153795476-153795590:+	chr5:153811311:+;chr5:153813680:+;chr5:153813869:+	TRUE	GRIA1
UGGT2:SE24	0.00185102173421306	0.0154046569689291	chr13:95996063-95996135:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	TRUE	UGGT2
CBFA2T2:SE04	0.00186498362508231	0.0155144003557866	chr20:33611094-33611335:+	chr20:33624260:+;chr20:33645276:+;chr20:33650029:+	TRUE	CBFA2T2
UBR2:SE07	0.00187359458010344	0.0155795577568635	chr6:42640209-42640270:+	chr6:42655659:+;chr6:42662380:+;chr6:42691277:+;chr6:42693505:+	TRUE	UBR2
HECW1:SE21	0.00189184525860909	0.0157204866368689	chr7:43541163-43541261:+	chr7:43556725:+;chr7:43562179:+;chr7:43563892:+	TRUE	HECW1
AP3M1:SE04	0.00189211353026316	0.0157204866368689	chr10:74136632-74136803:-	chr10:74120257:-;chr10:74121766:-;chr10:74122958:-	TRUE	AP3M1
BCL2L13:SE01	0.0018933558288714	0.0157209357541313	chr22:17655662-17655832:+	chr22:17728708:+;chr22:17729140:+;chr22:17729225:+;chr22:17729526:+;chr22:17730619:+	TRUE	BCL2L13
ZNF558:SE08	0.00189373850128456	0.0157209357541313	chr19:8831318-8831401:-	chr19:8808332:-;chr19:8809713:-	TRUE	ZNF558
POLR3E:SE03	0.00191067248454134	0.0158549377189448	chr16:22305156-22305206:+	chr16:22334025:+;chr16:22334204:+;chr16:22334441:+;chr16:22335096:+	TRUE	POLR3E
SNRNP200:SE14	0.00191962461530053	0.0159226219126565	chr2:96289227-96289379:-	chr2:96274338:-;chr2:96274734:-;chr2:96284744:-	TRUE	SNRNP200
SMIM8:SE01	0.00192094327096903	0.015926959224708	chr6:87330692-87330712:+	chr6:87340582:+;chr6:87341759:+;chr6:87341828:+;chr6:87342329:+	TRUE	SMIM8
NRCAM:SE06	0.00192392875020289	0.0159451072195904	chr7:108168277-108168402:-	chr7:108147637:-;chr7:108147779:-;chr7:108148915:-	TRUE	NRCAM
TDP1:SE01	0.00193054331805029	0.0159933048471757	chr14:89956578-89956800:+	chr14:90043341:+;chr14:90044764:+	TRUE	TDP1
GPM6B:SE03	0.00193839468410375	0.0160460737270282	chrX:13807650-13807769:-	chrX:13770943:-;chrX:13771029:-;chrX:13771456:-	TRUE	GPM6B
ANKRD36:SE37	0.001938516426278	0.0160460737270282	chr2:97194726-97194754:+	chr2:97241361:+;chr2:97241426:+;chr2:97243881:+	TRUE	ANKRD36
PTBP3:SE06	0.00194090049823109	0.016059166379535	chr9:112234820-112234897:-	chr9:112218435:-;chr9:112218604:-;chr9:112220977:-;chr9:112222225:-;chr9:112223608:-	TRUE	PTBP3
BTRC:SE05	0.00194408454440036	0.0160788645273443	chr10:101531237-101531333:+	chr10:101553709:+;chr10:101554224:+;chr10:101557313:+	TRUE	BTRC
ANK2:SE24	0.00194539363453816	0.0160830456816528	chr4:113292416-113292514:+	chr4:113353763:+;chr4:113383732:+	TRUE	ANK2
SEC14L2:SE01	0.0019529275760753	0.0161386645066668	chr22:30399643-30399718:+	chr22:30416975:+;chr22:30423840:+;chr22:30424605:+;chr22:30425290:+	TRUE	SEC14L2
GSTM4:SE01	0.00198108041364517	0.0163645581837012	chr1:109657590-109657671:+	chr1:109661700:+;chr1:109665497:+	TRUE	GSTM4
BTAF1:SE03	0.00199381032223521	0.0164629181516245	chr10:91942422-91942568:+	chr10:91989366:+;chr10:92030325:+;chr10:92030998:+	TRUE	BTAF1
TNPO1:SE17	0.00199563973781518	0.0164712285989158	chr5:72900006-72900081:+	chr5:72909100:+;chr5:72909215:+;chr5:72909317:+;chr5:72910330:+;chr5:72910633:+	TRUE	TNPO1
SEPTIN11:SE05	0.00199908883997018	0.0164928949431176	chr4:76995781-76995938:+	chr4:77028696:+;chr4:77030836:+;chr4:77032160:+;chr4:77032802:+;chr4:77035654:+;chr4:77038615:+	TRUE	SEPTIN11
NRXN2:SE02	0.00200294192273064	0.0165178749828817	chr11:64635271-64635452:-	chr11:64606180:-;chr11:64607043:-	TRUE	NRXN2
ANKRD36C:SE39	0.00204756256448814	0.0168788981582496	chr2:95962352-95962424:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-;chr2:95958613:-	TRUE	ANKRD36C
DPYSL5:SE03	0.00205409936533483	0.0169258125966145	chr2:26928255-26928323:+	chr2:26948707:+;chr2:26949949:+;chr2:26950351:+	TRUE	DPYSL5
ACBD5:SE03	0.00206631910290597	0.0170194966438942	chr10:27223207-27223239:-	chr10:27195217:-;chr10:27197012:-	TRUE	ACBD5
NBPF1:SE03	0.00209004045250659	0.0172077991184366	chr1:16587050-16587261:-	chr1:16562427:-;chr1:16564862:-	TRUE	NBPF1
COG7:SE02	0.00211557823338153	0.0174108956994783	chr16:23406076-23406262:-	chr16:23388493:-;chr16:23388669:-	TRUE	COG7
PPM1B:SE01	0.00212354109274677	0.0174692457753089	chr2:44201186-44202045:+	chr2:44231465:+;chr2:44234058:+	TRUE	PPM1B
ABHD2:SE06	0.00213437082378836	0.0175511224478735	chr15:89175812-89175995:+	chr15:89196627:+;chr15:89196969:+;chr15:89200924:+;chr15:89202351:+	TRUE	ABHD2
CAMSAP2:SE07	0.00215353950405039	0.0177014756359624	chr1:200847640-200847709:+	chr1:200849231:+;chr1:200860704:+	TRUE	CAMSAP2
MYNN:SE02	0.00215644193955282	0.0177136034048341	chr3:169784622-169784708:+	chr3:169786826:+;chr3:169787169:+;chr3:169787550:+;chr3:169789178:+	TRUE	MYNN
ACACA:SE20	0.00215944003536323	0.0177136034048341	chr17:37252005-37252108:-	chr17:37084992:-;chr17:37219916:-	TRUE	ACACA
ACACA:SE21	0.00215944003536323	0.0177136034048341	chr17:37252886-37253036:-	chr17:37084992:-;chr17:37219916:-	TRUE	ACACA
ACACA:SE22	0.00215944003536323	0.0177136034048341	chr17:37257703-37257866:-	chr17:37084992:-;chr17:37219916:-	TRUE	ACACA
ACACA:SE23	0.00215944003536323	0.0177136034048341	chr17:37258212-37258373:-	chr17:37084992:-;chr17:37219916:-	TRUE	ACACA
FANCI:SE04	0.00220053753226066	0.01804332597632	chr15:89273377-89273469:+	chr15:89316483:+;chr15:89317129:+	TRUE	FANCI
RBM10:SE03	0.00221976247957826	0.0181935077922846	chrX:47171028-47171258:+	chrX:47185107:+;chrX:47186813:+	TRUE	RBM10
ABCB7:SE02	0.00224835868504573	0.0184203434634426	chrX:75098942-75099061:-	chrX:75051555:-;chrX:75051691:-;chrX:75053280:-;chrX:75053452:-	TRUE	ABCB7
RBBP6:SE15	0.00225962323343332	0.0185050568810016	chr16:24567792-24567893:+	chr16:24569513:+;chr16:24569788:+;chr16:24569999:+;chr16:24570141:+	TRUE	RBBP6
SYMPK:SE01	0.00228704783810141	0.0187219887442125	chr19:45830054-45830204:-	chr19:45815463:-;chr19:45818908:-	TRUE	SYMPK
MOK:SE08	0.00229018285332401	0.0187399876571055	chr14:102263546-102263616:-	chr14:102224500:-;chr14:102228839:-	TRUE	MOK
THRAP3:SE03	0.00229572875082053	0.0187776914375452	chr1:36259382-36259484:+	chr1:36289138:+;chr1:36304570:+;chr1:36305357:+	TRUE	THRAP3
CDS2:SE03	0.00230355754757902	0.018834029540357	chr20:5178817-5178956:+	chr20:5190454:+;chr20:5191343:+;chr20:5192660:+	TRUE	CDS2
RPUSD3:SE01	0.0023197634592315	0.0189587854783661	chr3:9842199-9842243:-	chr3:9837849:-;chr3:9841311:-;chr3:9841500:-	TRUE	RPUSD3
CLIP1:SE09	0.00234156793209919	0.0191291763922307	chr12:122347375-122347479:-	chr12:122271470:-;chr12:122328288:-;chr12:122341087:-;chr12:122341217:-	TRUE	CLIP1
WDR3:SE12	0.00237131779180047	0.0193564133780124	chr1:117953476-117953541:+	chr1:117959756:+;chr1:117960060:+;chr1:117960422:+;chr1:117960886:+	TRUE	WDR3
WDR3:SE16	0.00237131779180047	0.0193564133780124	chr1:117957068-117957196:+	chr1:117959756:+;chr1:117960060:+;chr1:117960422:+;chr1:117960886:+	TRUE	WDR3
GOPC:SE02	0.00237436766166519	0.0193734075614467	chr6:117577448-117577471:-	chr6:117560269:-;chr6:117560631:-;chr6:117561682:-	TRUE	GOPC
TNKS:SE10	0.00238703258238488	0.0194688089390519	chr8:9726641-9726720:+	chr8:9734887:+;chr8:9770709:+;chr8:9773054:+;chr8:9778891:+;chr8:9780090:+;chr8:9782346:+	TRUE	TNKS
PUM2:SE04	0.00239237418496608	0.0195044274183691	chr2:20256033-20256170:-	chr2:20248737:-;chr2:20249790:-;chr2:20249852:-;chr2:20251299:-	TRUE	PUM2
PIP5KL1:SE02	0.0024218048779529	0.0197363292476496	chr9:127928065-127928219:-	chr9:127920886:-;chr9:127921529:-	TRUE	PIP5KL1
CTR9:SE04	0.00242311747598562	0.019738989125703	chr11:10756749-10756838:+	chr11:10773253:+;chr11:10774119:+;chr11:10774160:+;chr11:10779742:+	TRUE	CTR9
G2E3:SE03	0.00243083122213595	0.0197937701021363	chr14:30586718-30586815:+	chr14:30616799:+;chr14:30616863:+;chr14:30617647:+;chr14:30618234:+;chr14:30619232:+;chr14:30619512:+	TRUE	G2E3
FASTKD2:SE05	0.00244667486181727	0.0199073270510699	chr2:206774225-206774397:+	chr2:206791822:+;chr2:206791876:+;chr2:206791952:+;chr2:206792506:+;chr2:206796189:+	TRUE	FASTKD2
DHX8:SE06	0.00244776077305436	0.0199073270510699	chr17:43498862-43498959:+	chr17:43524321:+;chr17:43526790:+;chr17:43544463:+	TRUE	DHX8
DHX8:SE08	0.00244776077305436	0.0199073270510699	chr17:43504644-43504825:+	chr17:43524321:+;chr17:43526790:+;chr17:43544463:+	TRUE	DHX8
CSPP1:SE04	0.00245718634616564	0.0199758670668177	chr8:67091803-67091883:+	chr8:67137500:+;chr8:67158516:+;chr8:67159077:+;chr8:67196263:+	TRUE	CSPP1
ATP2B4:SE08	0.00245963593108576	0.0199876626718155	chr1:203707862-203708104:+	chr1:203710220:+;chr1:203733629:+;chr1:203744081:+	TRUE	ATP2B4
ANKLE2:SE02	0.00246530133427614	0.0200061699946503	chr12:132733996-132734071:-	chr12:132725668:-;chr12:132726386:-;chr12:132727132:-	TRUE	ANKLE2
MAPT:SE06	0.00246545453732676	0.0200061699946503	chr17:45991460-45991586:+	chr17:45999928:+;chr17:46024431:+;chr17:46028334:+	TRUE	MAPT
PLBD2:SE05	0.0024656490827654	0.0200061699946503	chr12:113385212-113385283:+	chr12:113389396:+;chr12:113391552:+;chr12:113391625:+	TRUE	PLBD2
NCBP1:SE08	0.00246591163511378	0.0200061699946503	chr9:97655702-97655764:+	chr9:97671632:+;chr9:97673622:+;chr9:97673713:+	TRUE	NCBP1
BCLAF1:SE03	0.00246932129836261	0.0200257154727421	chr6:136282584-136282687:-	chr6:136258589:-;chr6:136261275:-;chr6:136271996:-	TRUE	BCLAF1
HIRIP3:SE01	0.002472245858235	0.0200413126174862	chr16:29993906-29994843:-	chr16:29992335:-;chr16:29992995:-	TRUE	HIRIP3
SHANK2:SE07	0.00247829091335286	0.0200821832513188	chr11:70659828-70659952:-	chr11:70469433:-;chr11:70470870:-;chr11:70587606:-	TRUE	SHANK2
ANKRD36B:SE18	0.00251160245055871	0.0203438782063669	chr2:97543957-97543985:-	chr2:97513328:-;chr2:97515785:-;chr2:97515850:-;chr2:97540057:-;chr2:97541934:-	TRUE	ANKRD36B
TUBGCP5:SE03	0.00252973218874536	0.020482439222386	chr15:23008458-23008565:-	chr15:22991679:-;chr15:22999177:-;chr15:23006076:-	TRUE	TUBGCP5
SLC25A11:SE02	0.00253201133380213	0.0204926028491911	chr17:4939060-4939212:-	chr17:4937205:-;chr17:4937312:-	TRUE	SLC25A11
GLG1:SE05	0.00255601967016401	0.0206785504035298	chr16:74492957-74493140:-	chr16:74447427:-;chr16:74451961:-;chr16:74465791:-	TRUE	GLG1
ANKRD36:SE48	0.0025681243119698	0.0207680840824547	chr2:97204191-97204263:+	chr2:97241361:+;chr2:97241426:+;chr2:97243881:+	TRUE	ANKRD36
TKFC:SE02	0.00258950654551842	0.020932541804746	chr11:61335840-61335937:+	chr11:61346922:+;chr11:61348759:+	TRUE	TKFC
PDE4DIP:SE04	0.00259080820101534	0.02093460885883	chr1:148931800-148931923:+	chr1:148981776:+;chr1:148993879:+;chr1:149033016:+	TRUE	PDE4DIP
OGA:SE06	0.00259691140519694	0.0209754567292239	chr10:101813030-101813127:-	chr10:101784450:-;chr10:101799277:-	TRUE	OGA
EXOG:SE03	0.00261302493491001	0.0210970932118693	chr3:38498926-38498989:+	chr3:38525123:+;chr3:38525794:+;chr3:38525968:+;chr3:38526303:+	TRUE	EXOG
ARSG:SE07	0.00262022122941666	0.0211466644785381	chr17:68370444-68370524:+	chr17:68420814:+;chr17:68421271:+;chr17:68429375:+;chr17:68430434:+;chr17:68441519:+	TRUE	ARSG
PLEKHG2:SE10	0.00264032197714406	0.0213003000292375	chr19:39422732-39423653:+	chr19:39425616:+;chr19:39428234:+	TRUE	PLEKHG2
GIGYF2:SE17	0.00264767890116723	0.0213413746741501	chr2:232791008-232791170:+	chr2:232819904:+;chr2:232844559:+;chr2:232845768:+;chr2:232857832:+;chr2:232858612:+	TRUE	GIGYF2
CCSER2:SE02	0.00264812171027171	0.0213413746741501	chr10:84417771-84417861:+	chr10:84464015:+;chr10:84514407:+;chr10:84514807:+;chr10:84518517:+	TRUE	CCSER2
RABGEF1:SE05	0.00264861227532294	0.0213413746741501	chr7:66768831-66769025:+	chr7:66811193:+;chr7:66811464:+	TRUE	RABGEF1
TAX1BP1:SE04	0.0026562919261045	0.0213946410064312	chr7:27816890-27817038:+	chr7:27829261:+;chr7:27829758:+	TRUE	TAX1BP1
MIA2:SE08	0.00265887755433631	0.0214068520716176	chr14:39292680-39292706:+	chr14:39308569:+;chr14:39350423:+;chr14:39350694:+	TRUE	MIA2
MAPK8:SE05	0.00266502313864648	0.0214477033051907	chr10:48424088-48424159:+	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+;chr10:48439352:+	TRUE	MAPK8
TTC26:SE12	0.00266747275536577	0.0214587890669798	chr7:139187406-139187539:+	chr7:139189799:+;chr7:139190635:+;chr7:139191986:+	TRUE	TTC26
LRCH3:SE09	0.00267430681165308	0.0215051228747434	chr3:197866112-197866219:+	chr3:197883369:+;chr3:197885831:+;chr3:197888436:+	TRUE	LRCH3
NSA2:SE01	0.00269327184096254	0.0216489300790624	chr5:74768931-74769118:+	chr5:74776822:+;chr5:74776908:+;chr5:74777809:+;chr5:74778668:+	TRUE	NSA2
FSD1L:SE10	0.00270149688360295	0.0217063268267014	chr9:105539263-105539351:+	chr9:105547783:+;chr9:105549100:+;chr9:105550763:+	TRUE	FSD1L
NOP58:SE03	0.00272174023683435	0.0218480647102249	chr2:202291125-202291270:+	chr2:202300366:+;chr2:202302986:+;chr2:202303661:+	TRUE	NOP58
NOP58:SE04	0.00272174023683435	0.0218480647102249	chr2:202292777-202292903:+	chr2:202300366:+;chr2:202302986:+;chr2:202303661:+	TRUE	NOP58
ASF1A:SE01	0.0027224118604697	0.0218480647102249	chr6:118905652-118905828:+	chr6:118907800:+;chr6:118909126:+;chr6:118909171:+	TRUE	ASF1A
FAM13B:SE06	0.00272995830900645	0.0218998459137331	chr5:137956477-137956542:-	chr5:137937960:-;chr5:137938593:-;chr5:137938691:-;chr5:137942919:-	TRUE	FAM13B
PLEKHA1:SE02	0.00273517696085214	0.0219329194196537	chr10:122397918-122397974:+	chr10:122429039:+;chr10:122430145:+;chr10:122430566:+;chr10:122432345:+	TRUE	PLEKHA1
EXOC2:SE27	0.00275032281173665	0.0220455390776568	chr6:689139-689212:-	chr6:485154:-;chr6:486102:-	TRUE	EXOC2
PDPR:SE04	0.00275457049411054	0.0220707479742284	chr16:70131302-70131419:+	chr16:70157658:+;chr16:70158331:+;chr16:70162531:+	TRUE	PDPR
EXOC7:SE01	0.0027563553063489	0.0220728136039725	chr17:76084006-76084139:-	chr17:76081016:-;chr17:76083577:-	TRUE	EXOC7
IREB2:SE01	0.00275703392505277	0.0220728136039725	chr15:78470532-78470601:+	chr15:78488766:+;chr15:78498452:+;chr15:78498519:+;chr15:78499148:+;chr15:78501451:+	TRUE	IREB2
FRG1HP:SE03	0.00276207655793905	0.0221043431855858	chr9:41007440-41007609:+	chr9:41014136:+;chr9:41036408:+	TRUE	FRG1HP
SNX13:SE14	0.00277032285720538	0.0221614756142948	chr7:17850826-17850964:-	chr7:17790761:-;chr7:17791375:-;chr7:17792841:-;chr7:17793423:-	TRUE	SNX13
BTAF1:SE05	0.00277548388251574	0.0221938912938684	chr10:91953737-91953873:+	chr10:91989366:+;chr10:92030325:+;chr10:92030998:+	TRUE	BTAF1
ODF2:SE02	0.00281169331148064	0.0224744575196825	chr9:128460158-128460299:+	chr9:128494836:+;chr9:128501065:+;chr9:128501264:+	TRUE	ODF2
OBSL1:SE12	0.00281485318266639	0.0224907331141987	chr2:219566830-219567126:-	chr2:219555149:-;chr2:219555446:-;chr2:219555759:-;chr2:219561726:-	TRUE	OBSL1
RUFY3:SE02	0.00282030963116286	0.0225253380956603	chr4:70762519-70762692:+	chr4:70791547:+;chr4:70791930:+;chr4:70793557:+	TRUE	RUFY3
RGPD5:SE01	0.00282184239293218	0.0225285901454079	chr2:109808750-109808895:+	chr2:109835927:+;chr2:110513821:-;chr2:109857686:+;chr2:110535580:-	TRUE	RGPD5
CEP162:SE17	0.00283084813413495	0.0225914774340953	chr6:84212957-84213024:-	chr6:84124254:-;chr6:84171663:-;chr6:84174824:-;chr6:84183284:-	TRUE	CEP162
DLD:SE02	0.0028667635126974	0.0228689803533832	chr7:107902325-107902393:+	chr7:107919745:+;chr7:107919965:+;chr7:107921181:+	TRUE	DLD
DLX1:SE01	0.00287416981253107	0.0229189278078922	chr2:172086654-172086853:+	chr2:172088599:+;chr2:172089089:+;chr2:172089674:+	TRUE	DLX1
SORBS1:SE14	0.00288483928547915	0.0229948459971586	chr10:95395001-95395075:-	chr10:95311773:-;chr10:95312626:-	TRUE	SORBS1
NSUN7:SE01	0.00288838191826197	0.0230139188272346	chr4:40750603-40750991:+	chr4:40754690:+;chr4:40809880:+;chr4:40809985:+	TRUE	NSUN7
PPHLN1:SE05	0.00289481765847131	0.0230560188755683	chr12:42351885-42352049:+	chr12:42441961:+;chr12:42448618:+	TRUE	PPHLN1
KHK:SE02	0.00289941613960826	0.0230834582475177	chr2:27092332-27092448:+	chr2:27099969:+;chr2:27100737:+	TRUE	KHK
ANKRD36C:SE27	0.00290832365266631	0.0231451681543205	chr2:95938987-95939015:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-	TRUE	ANKRD36C
SLX4:SE07	0.00291306735615123	0.0231737055379041	chr16:3597379-3597695:-	chr16:3581181:-;chr16:3591104:-	TRUE	SLX4
POLK:SE04	0.00293240263531915	0.0233182513889204	chr5:75593878-75594049:+	chr5:75596714:+;chr5:75597976:+;chr5:75599816:+	TRUE	POLK
IMMP1L:SE03	0.00293708416386317	0.0233462031531856	chr11:31473724-31473786:-	chr11:31432401:-;chr11:31447804:-	TRUE	IMMP1L
CCDC138:SE05	0.00295302574732096	0.0234636007672208	chr2:108865497-108865719:+	chr2:108876396:+;chr2:108876575:+;chr2:108877491:+	TRUE	CCDC138
TTC17:SE07	0.00296746483369348	0.0235689716850695	chr11:43407138-43407215:+	chr11:43446538:+;chr11:43493967:+;chr11:43494931:+	TRUE	TTC17
NOL8:SE02	0.00299205659151148	0.0237455500900631	chr9:92323236-92323351:-	chr9:92297490:-;chr9:92301800:-;chr9:92305775:-;chr9:92315331:-	TRUE	NOL8
NAA16:SE09	0.00299206981399647	0.0237455500900631	chr13:41355144-41355216:+	chr13:41367647:+;chr13:41369150:+;chr13:41377027:+	TRUE	NAA16
EIF2A:SE03	0.00299853803537873	0.0237780264572525	chr3:150563515-150563614:+	chr3:150584100:+;chr3:150584242:+;chr3:150586013:+	TRUE	EIF2A
EIF2A:SE04	0.00299853803537873	0.0237780264572525	chr3:150564299-150564381:+	chr3:150584100:+;chr3:150584242:+;chr3:150586013:+	TRUE	EIF2A
ISYNA1:SE02	0.00300127247822518	0.0237902846145255	chr19:18437599-18437760:-	chr19:18434388:-;chr19:18434821:-	TRUE	ISYNA1
TBC1D15:SE07	0.00303408364359596	0.0240408488228714	chr12:71907863-71907989:+	chr12:71923362:+;chr12:71923643:+;chr12:71924313:+	TRUE	TBC1D15
ARHGAP11A:SE02	0.00303698345169334	0.0240499317240439	chr15:32623492-32623588:+	chr15:32636181:+;chr15:32636981:+;chr15:32637898:+;chr15:32638980:+;chr15:32639042:+	TRUE	ARHGAP11A
DNAJC9:SE02	0.00303763314506036	0.0240499317240439	chr10:73243843-73243929:-	chr10:73241954:-;chr10:73242066:-;chr10:73242831:-	TRUE	DNAJC9
ARHGAP11A:SE04	0.00305479551824992	0.0241762484372369	chr15:32625080-32625243:+	chr15:32636181:+;chr15:32636981:+;chr15:32637898:+;chr15:32638980:+;chr15:32639042:+	TRUE	ARHGAP11A
UBE2D1:SE03	0.00306149857852408	0.0242197209680472	chr10:58363609-58363686:+	chr10:58369596:+;chr10:58370753:+	TRUE	UBE2D1
SLC35E2B:SE01	0.00309856249745745	0.0245032510417269	chr1:1668327-1668472:-	chr1:1661478:-;chr1:1664290:-	TRUE	SLC35E2B
KDM5A:SE04	0.00311635984523771	0.0246245330842608	chr12:313056-313194:-	chr12:292934:-;chr12:309873:-	TRUE	KDM5A
KDM5A:SE05	0.00311635984523771	0.0246245330842608	chr12:318106-318461:-	chr12:292934:-;chr12:309873:-	TRUE	KDM5A
SRGAP3:SE05	0.00311775171579018	0.0246258092310736	chr3:9028100-9028130:-	chr3:8980591:-;chr3:8982482:-;chr3:8984483:-;chr3:8984864:-	TRUE	SRGAP3
SSBP3:SE06	0.00312569263512841	0.0246787921467831	chr1:54258069-54258149:-	chr1:54225432:-;chr1:54226521:-;chr1:54226899:-	TRUE	SSBP3
PDS5B:SE06	0.00312694552902096	0.0246789490391776	chr13:32678835-32678929:+	chr13:32758211:+;chr13:32775906:+	TRUE	PDS5B
SRP19:SE02	0.00312910684845199	0.0246862725943108	chr5:112864457-112864528:+	chr5:112867907:+;chr5:112870050:+	TRUE	SRP19
NBPF1:SE07	0.00313516745711803	0.0247243406833008	chr1:16591847-16592056:-	chr1:16562427:-;chr1:16564862:-	TRUE	NBPF1
PCM1:SE05	0.00316044762266487	0.0249138870293964	chr8:17939691-17939861:+	chr8:17953606:+;chr8:17960387:+;chr8:17972639:+;chr8:18027758:+;chr8:18027972:+	TRUE	PCM1
RUBCN:SE06	0.00316889430056861	0.0249606589461681	chr3:197684157-197684217:-	chr3:197671393:-;chr3:197671999:-;chr3:197676217:-	TRUE	RUBCN
NAV3:SE12	0.00317136925806173	0.0249606589461681	chr12:78128706-78128866:+	chr12:78175423:+;chr12:78213010:+	TRUE	NAV3
NAV3:SE13	0.00317136925806173	0.0249606589461681	chr12:78137177-78137365:+	chr12:78175423:+;chr12:78213010:+	TRUE	NAV3
NAV3:SE14	0.00317136925806173	0.0249606589461681	chr12:78140282-78140334:+	chr12:78175423:+;chr12:78213010:+	TRUE	NAV3
SFMBT1:SE08	0.0031777359572707	0.0250009375726309	chr3:52918484-52918526:-	chr3:52903572:-;chr3:52904443:-;chr3:52904611:-;chr3:52907704:-	TRUE	SFMBT1
ANKRD36C:SE30	0.00319460586051862	0.0250942057685558	chr2:95948530-95948596:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-	TRUE	ANKRD36C
ANKRD36C:SE31	0.00319460586051862	0.0250942057685558	chr2:95950749-95950779:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-	TRUE	ANKRD36C
ANKRD36C:SE32	0.00319460586051862	0.0250942057685558	chr2:95951348-95951408:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-	TRUE	ANKRD36C
ANKRD36C:SE33	0.00319460586051862	0.0250942057685558	chr2:95953939-95954005:-	chr2:95857457:-;chr2:95910396:-;chr2:95914133:-	TRUE	ANKRD36C
ZNF426:SE02	0.00320720786107848	0.0251833131971306	chr19:9533840-9533966:-	chr19:9523223:-;chr19:9527986:-	TRUE	ZNF426
TMOD3:SE06	0.00320995716326054	0.0251950167147685	chr15:51900155-51900298:+	chr15:51909658:+;chr15:51911937:+;chr15:51912071:+	TRUE	TMOD3
GRB10:SE04	0.00322021747626415	0.0252656420178075	chr7:50726013-50726035:-	chr7:50590068:-;chr7:50592580:-	TRUE	GRB10
KIAA1324:SE03	0.00328411352395168	0.0257568699772307	chr1:109171866-109172013:+	chr1:109203229:+;chr1:109206781:+	TRUE	KIAA1324
TAOK2:SE11	0.00330999704230961	0.025949702625079	chr16:29983503-29983664:+	chr16:29988393:+;chr16:29992259:+	TRUE	TAOK2
CWC15:SE01	0.00331432342257103	0.0259734468687389	chr11:94966295-94966413:-	chr11:94962625:-;chr11:94963123:-;chr11:94963345:-	TRUE	CWC15
PBX1:SE07	0.00333689147083695	0.0261400715416053	chr1:164820072-164820184:+	chr1:164847056:+;chr1:164848505:+;chr1:164886043:+	TRUE	PBX1
SREBF2:SE08	0.00335306666999205	0.0262565060249964	chr22:41899237-41899553:+	chr22:41906371:+;chr22:41907305:+	TRUE	SREBF2
ARHGAP11A:SE05	0.00339227811505563	0.026553166395322	chr15:32625487-32625633:+	chr15:32636181:+;chr15:32636981:+;chr15:32637898:+;chr15:32638980:+;chr15:32639042:+	TRUE	ARHGAP11A
