gene_id	p_value	FDR	sig	tss_id	pas_id
TRMT2A	0.000231132924113776	0.00119055968865748	TRUE	chr22:20115392:-;chr22:20116550:-;chr22:20117183:-	chr22:20111878:-;chr22:20112301:-
RPRD1A	0.000234777781966611	0.00120737423367918	TRUE	chr18:36030850:-;chr18:36067530:-	chr18:35989828:-;chr18:35991846:-;chr18:36024549:-;chr18:36025597:-
RHOBTB3	0.000235747358633594	0.00121039865524983	TRUE	chr5:95731146:+;chr5:95731336:+	chr5:95733595:+;chr5:95752302:+;chr5:95794952:+;chr5:95793506:+;chr5:95796361:+
NOL8	0.000237774654105639	0.0012188351817079	TRUE	chr9:92324161:-;chr9:92325292:-;chr9:92325590:-	chr9:92297490:-;chr9:92305775:-;chr9:92301800:-;chr9:92315331:-
DIAPH2	0.000238270888848467	0.00121940891986482	TRUE	chrX:96684663:+;chrX:96684842:+	chrX:97469836:+;chrX:97599701:+;chrX:96965207:+;chrX:97384022:+;chrX:97429835:+
SEMA6D	0.00024167714513724	0.0012348495676658	TRUE	chr15:47184089:+;chr15:47717402:+;chr15:47717457:+;chr15:47718092:+;chr15:47718461:+;chr15:47759723:+;chr15:47766577:+	chr15:47765502:+;chr15:47772904:+;chr15:47774221:+
STK25	0.000243030166352992	0.00123976642739235	TRUE	chr2:241498732:-;chr2:241499190:-;chr2:241499320:-;chr2:241499972:-;chr2:241500244:-;chr2:241501526:-;chr2:241501698:-;chr2:241508332:-;chr2:241508556:-;chr2:241508688:-;chr2:241509298:-	chr2:241495021:-;chr2:241494720:-;chr2:241495097:-
USP54	0.000265048438523043	0.00134816388909713	TRUE	chr10:73530411:-;chr10:73576337:-;chr10:73625650:-;chr10:73625928:-	chr10:73497538:-;chr10:73498268:-
KCNN3	0.000265128984177942	0.00134816388909713	TRUE	chr1:154868070:-;chr1:154870278:-	chr1:154707390:-;chr1:154707463:-;chr1:154707952:-
CREBZF	0.000266884095682591	0.00135491717696138	TRUE	chr11:85664189:-;chr11:85665064:-	chr11:85657990:-;chr11:85657821:-;chr11:85658678:-;chr11:85659235:-;chr11:85659530:-;chr11:85662390:-
RCOR3	0.00026817252580294	0.00135928342551554	TRUE	chr1:211259277:+;chr1:211259366:+;chr1:211259553:+;chr1:211259606:+;chr1:211259947:+;chr1:211279238:+;chr1:211289178:+;chr1:211289332:+	chr1:211316013:+;chr1:211313298:+;chr1:211314591:+;chr1:211316385:+
CADPS	0.000269780991224339	0.00136503345490029	TRUE	chr3:62474325:-;chr3:62478316:-;chr3:62481855:-;chr3:62492346:-;chr3:62536466:-;chr3:62536581:-;chr3:62550114:-;chr3:62585246:-	chr3:62398350:-;chr3:62398970:-
PLEKHA5	0.000270167352561419	0.00136503345490029	TRUE	chr12:19129733:+;chr12:19236924:+;chr12:19283637:+;chr12:19320536:+;chr12:19322518:+	chr12:19271521:+;chr12:19376400:+
SPATS2	0.000272040697385048	0.00137231340668165	TRUE	chr12:49366856:+;chr12:49367384:+;chr12:49367462:+;chr12:49460879:+	chr12:49490730:+;chr12:49527077:+;chr12:49527417:+;chr12:49526364:+
BACE1	0.000276528439174589	0.00139273767857297	TRUE	chr11:117293059:-;chr11:117315795:-	chr11:117285698:-;chr11:117287810:-
ST18	0.000277125645518572	0.0013935335550403	TRUE	chr8:52248526:-;chr8:52248644:-;chr8:52249497:-;chr8:52254348:-	chr8:52110838:-;chr8:52113031:-;chr8:52133074:-
MTHFD2L	0.000278125361800079	0.00139634774207539	TRUE	chr4:74158108:+;chr4:74158175:+	chr4:74162253:+;chr4:74303099:+
CHAF1A	0.000280554333271238	0.00140631737672929	TRUE	chr19:4402640:+;chr19:4402702:+	chr19:4443245:+;chr19:4443397:+
TMEM199	0.000283133186387627	0.00141700567887688	TRUE	chr17:28357642:+;chr17:28357708:+	chr17:28362067:+;chr17:28362246:+;chr17:28363683:+
SELENOF	0.000286140430698646	0.00142822370587777	TRUE	chr1:86903352:-;chr1:86914126:-;chr1:86914365:-;chr1:86914424:-	chr1:86862445:-;chr1:86862725:-
SUGT1	0.000286274906063114	0.00142822370587777	TRUE	chr13:52652709:+;chr13:52652836:+	chr13:52680055:+;chr13:52687854:+;chr13:52688084:+;chr13:52688780:+
GRAMD1B	0.000291834006788905	0.00145367237604583	TRUE	chr11:123358422:+;chr11:123560262:+	chr11:123368286:+;chr11:123627774:+
STIM2	0.000294440155512965	0.00146435519348376	TRUE	chr4:26857601:+;chr4:26857678:+;chr4:26860794:+	chr4:27023961:+;chr4:27024185:+
GRB2	0.000296892861151823	0.00147424264230788	TRUE	chr17:75321753:-;chr17:75393656:-;chr17:75393803:-;chr17:75393864:-;chr17:75394033:-;chr17:75405678:-	chr17:75318076:-;chr17:75318149:-;chr17:75320011:-
HNRNPUL2	0.000298296009971651	0.00147889568693757	TRUE	chr11:62723985:-;chr11:62727457:-	chr11:62712630:-;chr11:62714752:-;chr11:62715047:-
PCGF2	0.000311057673491226	0.00153975974725064	TRUE	chr17:38748184:-;chr17:38748336:-;chr17:38749817:-	chr17:38733894:-;chr17:38735000:-
FOCAD	0.000318214427498049	0.00157273267671543	TRUE	chr9:20658309:+;chr9:20684259:+;chr9:20789334:+;chr9:20820294:+;chr9:20822993:+;chr9:20881906:+	chr9:20790789:+;chr9:20995950:+
GPM6B	0.000321526431103488	0.001586630429069	TRUE	chrX:13817069:-;chrX:13817323:-;chrX:13938415:-;chrX:13938638:-;chrX:13938824:-	chrX:13770943:-;chrX:13771029:-;chrX:13771456:-
SUN1	0.000323270423819968	0.00159275940183347	TRUE	chr7:816615:+;chr7:832476:+;chr7:838796:+;chr7:841912:+;chr7:843341:+;chr7:848608:+;chr7:849801:+;chr7:851167:+;chr7:851950:+	chr7:845517:+;chr7:874899:+
DDX18	0.000324535398247962	0.0015965128971175	TRUE	chr2:117814691:+;chr2:117821976:+;chr2:117822147:+;chr2:117824997:+	chr2:117831045:+;chr2:117832372:+
TMTC2	0.000325304470209362	0.0015978190154401	TRUE	chr12:82686880:+;chr12:82687001:+;chr12:82687155:+;chr12:82687481:+	chr12:82965968:+;chr12:83134866:+
FAM13A	0.000327670310901606	0.00160695192657001	TRUE	chr4:88732021:-;chr4:88749867:-;chr4:88759166:-;chr4:88759469:-;chr4:88823201:-;chr4:88823361:-;chr4:89057150:-;chr4:89111398:-	chr4:88726357:-;chr4:88726476:-;chr4:88727059:-
RPL14	0.000333992219824891	0.0016332522788403	TRUE	chr3:40457292:+;chr3:40457877:+;chr3:40458631:+	chr3:40462280:+;chr3:40467023:+;chr3:40467157:+;chr3:40468587:+
TBC1D19	0.0003340626312535	0.0016332522788403	TRUE	chr4:26583924:+;chr4:26584084:+	chr4:26755080:+;chr4:26755295:+
NRBP2	0.000335608396305427	0.00163828529458019	TRUE	chr8:143837132:-;chr8:143838062:-;chr8:143840213:-;chr8:143840630:-;chr8:143840951:-	chr8:143833746:-;chr8:143833956:-
MBLAC2	0.000345519160852953	0.00168407418953367	TRUE	chr5:90474378:-;chr5:90474771:-	chr5:90458209:-;chr5:90459653:-;chr5:90459975:-;chr5:90461018:-
UCHL5	0.000348716445854747	0.00169705104708146	TRUE	chr1:193023922:-;chr1:193059296:-;chr1:193059349:-;chr1:193059496:-;chr1:193060076:-	chr1:193014332:-;chr1:193015483:-;chr1:193015759:-;chr1:193012375:-;chr1:193014212:-
UBAP2L	0.000368223465613129	0.00178923898375262	TRUE	chr1:154220172:+;chr1:154220849:+;chr1:154220943:+;chr1:154221304:+;chr1:154225082:+;chr1:154255247:+;chr1:154257071:+;chr1:154257345:+	chr1:154263504:+;chr1:154270847:+
PAPOLA	0.000376391105945164	0.00182612993755964	TRUE	chr14:96502376:+;chr14:96502542:+;chr14:96521016:+;chr14:96527442:+;chr14:96542729:+;chr14:96547896:+;chr14:96562458:+	chr14:96534890:+;chr14:96547917:+;chr14:96567111:+
C1orf61	0.000377555733398742	0.00182898372835757	TRUE	chr1:156421752:-;chr1:156429399:-;chr1:156429548:-	chr1:156404256:-;chr1:156407365:-;chr1:156425637:-
LSM5	0.000392670313465972	0.00189930320827367	TRUE	chr7:32490361:-;chr7:32495249:-	chr7:32486132:-;chr7:32486226:-;chr7:32486805:-;chr7:32487035:-
SPAG16	0.000401402845506638	0.00193858634519416	TRUE	chr2:213284379:+;chr2:213284464:+	chr2:213318661:+;chr2:213399631:+;chr2:213317978:+;chr2:213370727:+;chr2:213371423:+
PSD3	0.000407234061158818	0.00196375938610476	TRUE	chr8:18887057:-;chr8:19013703:-	chr8:18866554:-;chr8:18554380:-;chr8:18798549:-
PKP4	0.000408874464398693	0.00196867780809871	TRUE	chr2:158457099:+;chr2:158458193:+;chr2:158533185:+;chr2:158577341:+;chr2:158642520:+;chr2:158662990:+	chr2:158677912:+;chr2:158681429:+
HS3ST5	0.000417647494926937	0.00200787197182298	TRUE	chr6:114062877:-;chr6:114168450:-;chr6:114343023:-	chr6:114055596:-;chr6:114056454:-
USP38	0.000430993458116094	0.00206586541150484	TRUE	chr4:143184917:+;chr4:143209513:+	chr4:143220622:+;chr4:143221368:+;chr4:143221485:+;chr4:143221592:+
FLRT2	0.000431012575611788	0.00206586541150484	TRUE	chr14:85530025:+;chr14:85530144:+;chr14:85533175:+;chr14:85533322:+	chr14:85627923:+;chr14:85563052:+;chr14:85624400:+;chr14:85625797:+
RAD51D	0.000435252759921424	0.00208304224318353	TRUE	chr17:35119716:-;chr17:35120044:-	chr17:35097658:-;chr17:35099792:-;chr17:35100424:-
ZNF286A	0.000443460924447409	0.00211372936363939	TRUE	chr17:15699692:+;chr17:15700110:+	chr17:15709521:+;chr17:15709814:+;chr17:15716422:+;chr17:15718406:+;chr17:15719164:+
SPAST	0.000443560975160414	0.00211372936363939	TRUE	chr2:32063556:+;chr2:32063611:+;chr2:32063782:+;chr2:32063948:+;chr2:32087492:+;chr2:32114797:+	chr2:32155094:+;chr2:32155774:+;chr2:32157637:+
AOPEP	0.000443663333181165	0.00211372936363939	TRUE	chr9:94726669:+;chr9:95004980:+	chr9:94956263:+;chr9:95084332:+;chr9:95087159:+
NUTM2A-AS1	0.000446768463356907	0.00212533183542949	TRUE	chr10:87342307:-;chr10:87342612:-	chr10:87240156:-;chr10:87243498:-;chr10:87243773:-;chr10:87244131:-;chr10:87286056:-;chr10:87287959:-;chr10:87318664:-
LAMTOR3	0.00044998564760285	0.00213743182611354	TRUE	chr4:99894376:-;chr4:99894427:-;chr4:99894546:-	chr4:99878386:-;chr4:99880956:-;chr4:99881209:-
ITPK1	0.000454821097164067	0.00215717091375424	TRUE	chr14:93066358:-;chr14:93115272:-;chr14:93115822:-;chr14:93116320:-	chr14:92939764:-;chr14:92939862:-
RBM39	0.00046179535428617	0.00218698008828361	TRUE	chr20:35707361:-;chr20:35707988:-;chr20:35713096:-;chr20:35713203:-;chr20:35713366:-;chr20:35714251:-;chr20:35716787:-;chr20:35721839:-;chr20:35725063:-;chr20:35729344:-;chr20:35739037:-;chr20:35739140:-;chr20:35739283:-;chr20:35740597:-;chr20:35740837:-;chr20:35741958:-;chr20:35742113:-;chr20:35742178:-	chr20:35703614:-;chr20:35704326:-
KCTD10	0.00046525815807105	0.0022000955820558	TRUE	chr12:109469724:-;chr12:109477289:-;chr12:109477359:-	chr12:109448659:-;chr12:109449976:-
AFF2	0.000479304300056706	0.00226314366678561	TRUE	chrX:148500708:+;chrX:148501009:+	chrX:148956023:+;chrX:148962757:+
SMARCA1	0.000485794227223109	0.00229037902374283	TRUE	chrX:129523246:-;chrX:129523464:-	chrX:129446506:-;chrX:129446758:-;chrX:129448394:-;chrX:129471216:-
NSD1	0.000488689758791861	0.00230061217306613	TRUE	chr5:177133768:+;chr5:177212111:+	chr5:177204277:+;chr5:177210789:+;chr5:177211944:+;chr5:177295757:+;chr5:177300213:+
LMBRD1	0.000505010294813886	0.00237392246732513	TRUE	chr6:69749408:-;chr6:69780538:-;chr6:69790472:-;chr6:69796466:-;chr6:69796585:-;chr6:69796828:-;chr6:69796885:-;chr6:69797010:-	chr6:69675802:-;chr6:69675857:-
ST8SIA1	0.000506695482426491	0.0023783206593776	TRUE	chr12:22249046:-;chr12:22287194:-;chr12:22334163:-;chr12:22334671:-	chr12:22199145:-;chr12:22201009:-;chr12:22199380:-
MAPK8	0.00051111947824219	0.00239554225179094	TRUE	chr10:48306639:+;chr10:48306753:+;chr10:48307026:+;chr10:48308216:+;chr10:48401612:+;chr10:48425854:+	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+;chr10:48439352:+
RBPJ	0.00052199999186478	0.00244292916546747	TRUE	chr4:26320787:+;chr4:26320961:+	chr4:26415539:+;chr4:26430213:+;chr4:26434923:+;chr4:26426634:+
COPA	0.000524237510156401	0.0024497873633671	TRUE	chr1:160297356:-;chr1:160299279:-;chr1:160309150:-;chr1:160332490:-;chr1:160332546:-;chr1:160340208:-;chr1:160340285:-;chr1:160343209:-;chr1:160343566:-	chr1:160289273:-;chr1:160289758:-
TMEM144	0.000526954931190598	0.002455254033286	TRUE	chr4:158210459:+;chr4:158210555:+	chr4:158255283:+;chr4:158255201:+
VPS13C	0.000526954931190598	0.002455254033286	TRUE	chr15:61864760:-;chr15:62060447:-	chr15:61852389:-;chr15:61922700:-
CAPRIN1	0.000529100637305834	0.00246163683602846	TRUE	chr11:34051731:+;chr11:34052055:+;chr11:34052210:+;chr11:34052329:+;chr11:34053451:+	chr11:34099060:+;chr11:34100518:+;chr11:34101152:+;chr11:34102098:+
SOS1	0.000535578148746228	0.00248812513319441	TRUE	chr2:39023801:-;chr2:39120429:-;chr2:39121051:-	chr2:38984694:-;chr2:39024111:-
CAMK2A	0.000558728856152202	0.00259188108270605	TRUE	chr5:150289738:-;chr5:150289951:-;chr5:150290093:-	chr5:150219491:-;chr5:150221166:-
CHN1	0.000561547041815816	0.00260115147982713	TRUE	chr2:174847555:-;chr2:175004935:-;chr2:175005080:-;chr2:175005263:-;chr2:175005345:-	chr2:174799506:-;chr2:174799382:-
MCM4	0.000569026732435263	0.00263195600877127	TRUE	chr8:47960185:+;chr8:47960898:+;chr8:47961497:+;chr8:47964592:+;chr8:47967451:+	chr8:47976924:+;chr8:47978160:+;chr8:47977925:+
NDFIP1	0.000572331823426231	0.00264338992100645	TRUE	chr5:142108779:+;chr5:142135730:+	chr5:142152775:+;chr5:142153198:+;chr5:142154196:+
CUL4B	0.000575229495957364	0.00265291161434988	TRUE	chrX:120560904:-;chrX:120561079:-;chrX:120561431:-	chrX:120523858:-;chrX:120525954:-;chrX:120526034:-;chrX:120526694:-
ABHD18	0.000582461638941388	0.00268236688005954	TRUE	chr4:127965306:+;chr4:127965377:+	chr4:128009862:+;chr4:128010546:+;chr4:128010608:+;chr4:128036323:+;chr4:128037354:+
PHF3	0.000584365010285886	0.00268723214150307	TRUE	chr6:63635802:+;chr6:63636111:+;chr6:63706800:+	chr6:63712107:+;chr6:63714000:+;chr6:63714454:+;chr6:63713612:+
NAAA	0.000596549956931543	0.00273929524362342	TRUE	chr4:75940224:-;chr4:75940973:-	chr4:75913660:-;chr4:75910851:-;chr4:75917462:-;chr4:75934887:-
SCRN1	0.000599192571095836	0.00274745379781371	TRUE	chr7:29969067:-;chr7:29969271:-;chr7:29969938:-;chr7:29989712:-;chr7:29989801:-;chr7:29990072:-;chr7:29990205:-	chr7:29920109:-;chr7:29920259:-
MIR124-2HG	0.000618650336526646	0.00283257939076342	TRUE	chr8:64373105:+;chr8:64373328:+;chr8:64379232:+	chr8:64382676:+;chr8:64382730:+;chr8:64383286:+;chr8:64383919:+
KIAA1586	0.000644437302266608	0.00294639706065122	TRUE	chr6:57046532:+;chr6:57046693:+;chr6:57046747:+	chr6:57053823:+;chr6:57055219:+
FAS	0.000646419391880534	0.00295120680638408	TRUE	chr10:88990559:+;chr10:88990785:+	chr10:89015103:+;chr10:89015785:+
CRACD	0.000653365767455013	0.00297863445421661	TRUE	chr4:56049098:+;chr4:56316663:+	chr4:56329437:+;chr4:56330609:+
CCDC15	0.000655177862273449	0.00298261026828358	TRUE	chr11:124954121:+;chr11:124954202:+	chr11:125005205:+;chr11:125041338:+
DLX1	0.000687294300612141	0.00312433354705204	TRUE	chr2:172084740:+;chr2:172085507:+;chr2:172087367:+	chr2:172088599:+;chr2:172089089:+;chr2:172089674:+
CNOT9	0.000700094110482634	0.00317796654157567	TRUE	chr2:218568580:+;chr2:218568708:+;chr2:218568815:+;chr2:218568931:+	chr2:218593847:+;chr2:218594886:+;chr2:218596429:+
ZNF169	0.000705931910810105	0.00319988850428638	TRUE	chr9:94259266:+;chr9:94278758:+	chr9:94264132:+;chr9:94295846:+
ANKRD36B	0.000707305545114564	0.00320154136183811	TRUE	chr2:97589815:-;chr2:97589965:-	chr2:97513328:-;chr2:97515785:-;chr2:97515850:-;chr2:97540057:-;chr2:97541934:-;chr2:97553191:-
STX6	0.000708664338340117	0.00320312242956295	TRUE	chr1:180988301:-;chr1:181022870:-;chr1:181023121:-	chr1:180973039:-;chr1:180974962:-
ETF1	0.000714281445965509	0.0032239189588173	TRUE	chr5:138517641:-;chr5:138543151:-;chr5:138543209:-	chr5:138506097:-;chr5:138507301:-;chr5:138507441:-
ASXL3	0.00072825107857496	0.00328230209136129	TRUE	chr18:33578607:+;chr18:33578882:+	chr18:33740300:+;chr18:33743562:+;chr18:33743628:+;chr18:33739124:+
PRICKLE1	0.000729358256961124	0.00328262943168461	TRUE	chr12:42483615:-;chr12:42483672:-;chr12:42483993:-;chr12:42484298:-;chr12:42589676:-;chr12:42589744:-	chr12:42458355:-;chr12:42458801:-;chr12:42458946:-
URI1	0.000732341617493951	0.00329138803443103	TRUE	chr19:29942239:+;chr19:30009080:+	chr19:30015709:+;chr19:30016610:+
NBPF9	0.00074846191558671	0.0033590801388354	TRUE	chr1:149063805:-;chr1:149103539:-	chr1:149054138:-;chr1:149054033:-;chr1:149056564:-;chr1:149059752:-
CLOCK	0.000751447196495235	0.00336771462497088	TRUE	chr4:55546646:-;chr4:55546881:-	chr4:55434823:-;chr4:55444674:-;chr4:55487031:-
KIAA1324L	0.000756810717025186	0.00338696813134121	TRUE	chr7:87040234:-;chr7:87059631:-	chr7:86879923:-;chr7:86880015:-;chr7:86877888:-
MDC1	0.000758376537483825	0.00338919542737489	TRUE	chr6:30707685:-;chr6:30711914:-;chr6:30717281:-;chr6:30717447:-	chr6:30699807:-;chr6:30700309:-
SORBS1	0.000763902227382871	0.00340908828057082	TRUE	chr10:95322805:-;chr10:95339327:-;chr10:95356046:-;chr10:95561355:-	chr10:95311773:-;chr10:95312626:-
RRM2	0.000781232704509952	0.00348153282501415	TRUE	chr2:10122712:+;chr2:10123171:+	chr2:10129800:+;chr2:10129967:+;chr2:10131225:+;chr2:10131414:+
ANKLE2	0.000784561573827262	0.00349146405856087	TRUE	chr12:132735439:-;chr12:132743254:-;chr12:132748020:-;chr12:132761813:-	chr12:132725668:-;chr12:132726386:-;chr12:132727132:-
MAP4K3	0.000790400990667691	0.0035125242904602	TRUE	chr2:39278419:-;chr2:39299845:-;chr2:39325933:-;chr2:39437065:-;chr2:39437147:-	chr2:39249281:-;chr2:39286861:-
INO80E	0.000795438920381918	0.00352996880331724	TRUE	chr16:29995715:+;chr16:29996210:+	chr16:29998312:+;chr16:30005777:+
CLPTM1L	0.000797066423279737	0.00353225106294219	TRUE	chr5:1335121:-;chr5:1341738:-;chr5:1344887:-;chr5:1345099:-	chr5:1317757:-;chr5:1317867:-
PHTF1	0.000799320748660557	0.00353730088633186	TRUE	chr1:113713328:-;chr1:113759155:-;chr1:113759437:-;chr1:113759540:-	chr1:113697209:-;chr1:113705765:-;chr1:113718989:-;chr1:113700025:-;chr1:113700268:-;chr1:113703823:-
FRG1HP	0.000838990077465651	0.00370768177687815	TRUE	chr9:40992245:+;chr9:40992426:+	chr9:40994667:+;chr9:41014136:+;chr9:41036408:+
FGF7P3	0.000850602208092009	0.00375377024516821	TRUE	chr9:39818923:-;chr9:39874206:-;chr9:39874562:-	chr9:39816541:-;chr9:39816597:-;chr9:39813784:-;chr9:39816487:-
MDGA1	0.000852782384801316	0.00375816459302024	TRUE	chr6:37646374:-;chr6:37699306:-	chr6:37632519:-;chr6:37637103:-
KIF21B	0.000854866068135503	0.00376212210013031	TRUE	chr1:201005590:-;chr1:201023408:-;chr1:201023700:-	chr1:200969390:-;chr1:200973802:-
SUZ12P1	0.00087985908651828	0.00386194252566298	TRUE	chr17:30709608:+;chr17:30731668:+	chr17:30769722:+;chr17:30770050:+;chr17:30735188:+
MYEF2	0.000879982491665407	0.00386194252566298	TRUE	chr15:48149313:-;chr15:48152274:-;chr15:48158920:-;chr15:48159670:-;chr15:48178144:-;chr15:48178291:-	chr15:48141797:-;chr15:48142197:-
NUP58	0.000895198288482546	0.00392329305159547	TRUE	chr13:25301524:+;chr13:25301625:+;chr13:25307822:+;chr13:25313738:+;chr13:25315383:+;chr13:25324971:+;chr13:25338636:+	chr13:25340942:+;chr13:25341553:+;chr13:25342406:+
SPIRE1	0.000899355383428466	0.00393607535395658	TRUE	chr18:12454506:-;chr18:12493149:-;chr18:12506519:-;chr18:12516225:-;chr18:12658045:-;chr18:12658107:-	chr18:12446514:-;chr18:12448112:-
ELOVL6	0.000913408860587315	0.0039916850843363	TRUE	chr4:110198366:-;chr4:110198550:-;chr4:110198615:-;chr4:110199009:-;chr4:110199179:-	chr4:110049381:-;chr4:110048692:-;chr4:110051275:-
NCOA7	0.000914577704479197	0.0039916850843363	TRUE	chr6:125790940:+;chr6:125919224:+	chr6:125889681:+;chr6:125931107:+
DDX46	0.000921962870140434	0.00401839036669725	TRUE	chr5:134758771:+;chr5:134773785:+;chr5:134781141:+;chr5:134782051:+	chr5:134770971:+;chr5:134829041:+;chr5:134829296:+
SS18L1	0.000939284711360809	0.00408827213874876	TRUE	chr20:62143769:+;chr20:62161418:+;chr20:62163458:+	chr20:62180922:+;chr20:62182482:+
MED14	0.000944905085920957	0.00410710114743452	TRUE	chrX:40664451:-;chrX:40682913:-;chrX:40735542:-;chrX:40735858:-	chrX:40651270:-;chrX:40649548:-;chrX:40651507:-;chrX:40653870:-
HCG18	0.000961532044278856	0.00417365414021451	TRUE	chr6:30326334:-;chr6:30326595:-;chr6:30326809:-;chr6:30327086:-	chr6:30288235:-;chr6:30291387:-;chr6:30291549:-
STAG2	0.000962992869463736	0.00417428466503884	TRUE	chrX:123960519:+;chrX:123960652:+;chrX:123960864:+;chrX:123961312:+;chrX:123961706:+;chrX:123962033:+;chrX:123962094:+	chrX:124100903:+;chrX:124102496:+
PDCD4	0.000973542838258634	0.00421425842536787	TRUE	chr10:110871795:+;chr10:110871893:+;chr10:110887753:+;chr10:110890638:+	chr10:110898739:+;chr10:110900013:+;chr10:110899147:+
ZNF383	0.000992411342503532	0.00429008336480069	TRUE	chr19:37217926:+;chr19:37218183:+;chr19:37218280:+	chr19:37248740:+;chr19:37243548:+;chr19:37243670:+;chr19:37244924:+;chr19:37247698:+
TFDP2	0.001000395111285	0.00431871250082628	TRUE	chr3:142028597:-;chr3:142149470:-;chr3:142149521:-	chr3:141944431:-;chr3:141944526:-;chr3:141947405:-;chr3:141950956:-;chr3:141951519:-;chr3:141952488:-
MEG3	0.00103535346288	0.00446355507842154	TRUE	chr14:100826098:+;chr14:100827411:+	chr14:100846621:+;chr14:100846865:+;chr14:100847189:+;chr14:100861026:+
CCBE1	0.00104011806042575	0.00447221081764613	TRUE	chr18:59697383:-;chr18:59697662:-	chr18:59430939:-;chr18:59434057:-;chr18:59435303:-
TUSC3	0.00104018013974877	0.00447221081764613	TRUE	chr8:15540223:+;chr8:15623078:+	chr8:15764486:+;chr8:15764650:+;chr8:15765265:+;chr8:15765982:+;chr8:15766549:+
STX7	0.00104437433068193	0.00448416745771822	TRUE	chr6:132513065:-;chr6:132513116:-	chr6:132457915:-;chr6:132459513:-;chr6:132459738:-
ZMYM4	0.0010664672668902	0.00457283869978729	TRUE	chr1:35268709:+;chr1:35269033:+;chr1:35392680:+	chr1:35393726:+;chr1:35421454:+;chr1:35421939:+;chr1:35421335:+
KDM5C	0.00107096686487448	0.0045859350367702	TRUE	chrX:53198566:-;chrX:53211658:-;chrX:53217149:-;chrX:53224801:-;chrX:53224889:-;chrX:53225159:-;chrX:53225422:-	chrX:53192158:-;chrX:53192244:-;chrX:53176277:-
RPL7L1	0.00107385108288472	0.00458693240748713	TRUE	chr6:42879616:+;chr6:42879920:+;chr6:42880861:+	chr6:42886844:+;chr6:42887433:+;chr6:42889889:+;chr6:42887927:+
SLC16A9	0.00107409101127102	0.00458693240748713	TRUE	chr10:59709850:-;chr10:59710079:-	chr10:59650764:-;chr10:59652199:-;chr10:59652325:-
ZBED1	0.00108477687900337	0.00462634010359906	TRUE	chrX:2500539:-;chrX:2500895:-;chrY:2500539:-;chrY:2500895:-	chrX:2486435:-;chrY:2486435:-;chrX:2488342:-;chrY:2488342:-
NDRG4	0.00109022804288972	0.00464334708736788	TRUE	chr16:58463370:+;chr16:58463631:+;chr16:58464024:+;chr16:58464090:+;chr16:58464282:+;chr16:58500047:+;chr16:58501468:+;chr16:58503833:+;chr16:58506382:+;chr16:58506924:+;chr16:58506980:+;chr16:58509149:+	chr16:58513409:+;chr16:58513619:+
SMG1P3	0.00109864926261884	0.004672941166608	TRUE	chr16:21502281:-;chr16:21520179:-	chr16:21461540:-;chr16:21463537:-;chr16:21464719:-
SMARCE1	0.00110350817814663	0.00468732456393474	TRUE	chr17:40647814:-;chr17:40648654:-	chr17:40628722:-;chr17:40640574:-;chr17:40642766:-
ARHGEF12	0.00112594365600059	0.00477622890439823	TRUE	chr11:120336413:+;chr11:120336914:+;chr11:120385294:+	chr11:120448360:+;chr11:120474578:+;chr11:120485407:+;chr11:120489030:+
SEMA4D	0.00115233317335694	0.00488164640729182	TRUE	chr9:89388726:-;chr9:89405926:-;chr9:89436463:-;chr9:89436578:-;chr9:89498038:-;chr9:89498113:-	chr9:89377235:-;chr9:89377391:-;chr9:89361599:-
NOP56	0.00116879984003295	0.00494480252323272	TRUE	chr20:2652593:+;chr20:2653001:+;chr20:2654789:+;chr20:2655413:+;chr20:2655616:+	chr20:2657155:+;chr20:2657960:+;chr20:2658391:+
ZFP14	0.00118856215596233	0.00502171467492471	TRUE	chr19:36367973:-;chr19:36379201:-	chr19:36336809:-;chr19:36334453:-;chr19:36336565:-;chr19:36360113:-
USP13	0.0011978872559783	0.00505438332874885	TRUE	chr3:179653032:+;chr3:179653124:+;chr3:179653298:+	chr3:179784157:+;chr3:179784371:+
CELF4	0.0012006203299836	0.00505918765874897	TRUE	chr18:37565608:-;chr18:37565748:-	chr18:37244550:-;chr18:37244985:-;chr18:37256565:-;chr18:37518279:-
DENND1B	0.00120948017194174	0.00508976204982912	TRUE	chr1:197775192:-;chr1:197775307:-;chr1:197775480:-	chr1:197552260:-;chr1:197545559:-;chr1:197551161:-;chr1:197734009:-;chr1:197734475:-
RAD50	0.0012267191730406	0.00515547011398385	TRUE	chr5:132556930:+;chr5:132557142:+;chr5:132557231:+	chr5:132589666:+;chr5:132591909:+;chr5:132592000:+;chr5:132594928:+;chr5:132609347:+
FAM135A	0.00123380540050889	0.00517839224314117	TRUE	chr6:70413404:+;chr6:70413508:+	chr6:70524527:+;chr6:70561171:+
GPBP1	0.00123675997898358	0.00518393581679641	TRUE	chr5:57173948:+;chr5:57174049:+;chr5:57175448:+;chr5:57175946:+;chr5:57214074:+;chr5:57231303:+	chr5:57263085:+;chr5:57263582:+
TRAF7	0.00126252827936985	0.00528496336469726	TRUE	chr16:2155698:+;chr16:2155778:+;chr16:2173513:+	chr16:2176933:+;chr16:2178060:+;chr16:2178122:+
