SE_id	p_value	FDR	exon	pas_id	sig	gene_id
ZMYM5:SE02	0.108244355741341	0.844689583439171	chr13:19838700-19838985:-	chr13:19823482:-;chr13:19837453:-	FALSE	ZMYM5
EIF4E:SE02	0.108617709838549	0.846950564245314	chr4:98887889-98887952:-	chr4:98879276:-;chr4:98879862:-;chr4:98880061:-;chr4:98880376:-	FALSE	EIF4E
NOL9:SE01	0.108809430040546	0.847064383827359	chr1:6526696-6526829:-	chr1:6521347:-;chr1:6525567:-	FALSE	NOL9
NOL9:SE02	0.108809430040546	0.847064383827359	chr1:6528994-6529171:-	chr1:6521347:-;chr1:6525567:-	FALSE	NOL9
FTSJ1:SE03	0.108883189628119	0.847064383827359	chrX:48478449-48478518:+	chrX:48482954:+;chrX:48486299:+;chrX:48486345:+	FALSE	FTSJ1
MBD1:SE04	0.1090793001226	0.847305379630681	chr18:50276378-50276418:-	chr18:50268846:-;chr18:50269031:-;chr18:50271042:-	FALSE	MBD1
NFE2L1:SE02	0.109081470533953	0.847305379630681	chr17:48057344-48057502:+	chr17:48060956:+;chr17:48061480:+	FALSE	NFE2L1
CRYBB2P1:SE02	0.109375262942343	0.848233872492781	chr22:25457259-25457401:+	chr22:25459677:+;chr22:25461208:+;chr22:25461672:+	FALSE	CRYBB2P1
R3HDM2:SE08	0.109493405725676	0.848233872492781	chr12:57395749-57395818:-	chr12:57253764:-;chr12:57321876:-	FALSE	R3HDM2
LAS1L:SE04	0.109575823093825	0.848233872492781	chrX:65528260-65528369:-	chrX:65512582:-;chrX:65520429:-;chrX:65521316:-	FALSE	LAS1L
DELE1:SE02	0.109619719527402	0.848233872492781	chr5:141925410-141925527:+	chr5:141935483:+;chr5:141939253:+;chr5:141940152:+	FALSE	DELE1
DELE1:SE03	0.109619719527402	0.848233872492781	chr5:141928151-141928298:+	chr5:141935483:+;chr5:141939253:+;chr5:141940152:+	FALSE	DELE1
SIRT5:SE02	0.109751240386418	0.848256870175701	chr6:13584987-13585127:+	chr6:13605739:+;chr6:13612294:+;chr6:13613791:+;chr6:13614107:+	FALSE	SIRT5
FTSJ1:SE04	0.109806192597724	0.848256870175701	chrX:48478617-48478707:+	chrX:48482954:+;chrX:48486299:+;chrX:48486345:+	FALSE	FTSJ1
FECH:SE03	0.109940961874787	0.848256870175701	chr18:57585864-57585973:-	chr18:57549508:-;chr18:57550436:-	FALSE	FECH
GAPVD1:SE02	0.109957673071448	0.848256870175701	chr9:125268936-125268984:+	chr9:125363327:+;chr9:125365004:+	FALSE	GAPVD1
NIPSNAP3B:SE01	0.110472895840106	0.850179533679356	chr9:104766325-104766535:+	chr9:104773843:+;chr9:104773979:+;chr9:104777764:+	FALSE	NIPSNAP3B
MPPE1:SE05	0.110617011148102	0.850179533679356	chr18:11902267-11902358:-	chr18:11884045:-;chr18:11884238:-	FALSE	MPPE1
MIOS:SE05	0.110626579661308	0.850179533679356	chr7:7585636-7585805:+	chr7:7607223:+;chr7:7607481:+;chr7:7609139:+	FALSE	MIOS
MIOS:SE06	0.110626579661308	0.850179533679356	chr7:7588498-7588563:+	chr7:7607223:+;chr7:7607481:+;chr7:7609139:+	FALSE	MIOS
MIOS:SE09	0.110626579661308	0.850179533679356	chr7:7596257-7596461:+	chr7:7607223:+;chr7:7607481:+;chr7:7609139:+	FALSE	MIOS
TTC17:SE10	0.110896751492749	0.851609701190334	chr11:43436164-43436334:+	chr11:43446518:+;chr11:43446716:+;chr11:43494931:+	FALSE	TTC17
MRPL47:SE01	0.110997260243254	0.851621105398902	chr3:179602652-179602797:-	chr3:179588309:-;chr3:179588465:-;chr3:179588786:-;chr3:179588831:-	FALSE	MRPL47
LINC01535:SE01	0.111066391571917	0.851621105398902	chr19:37256399-37256519:+	chr19:37263484:+;chr19:37263582:+;chr19:37265547:+	FALSE	LINC01535
ICE2:SE09	0.111235840518264	0.852070531443277	chr15:60477937-60478069:-	chr15:60423001:-;chr15:60423067:-;chr15:60423121:-	FALSE	ICE2
EBPL:SE01	0.111293248405514	0.852070531443277	chr13:49663057-49663195:-	chr13:49660674:-;chr13:49660728:-	FALSE	EBPL
MTDH:SE06	0.112854707712886	0.863324565580651	chr8:97699754-97699852:+	chr8:97713735:+;chr8:97726314:+	FALSE	MTDH
ATF6B:SE04	0.112933660716197	0.863324565580651	chr6:32120989-32121124:-	chr6:32115268:-;chr6:32120422:-	FALSE	ATF6B
BAIAP2:SE01	0.113362779994433	0.864036745219973	chr17:81036863-81036961:+	chr17:81109409:+;chr17:81110513:+;chr17:81116225:+	FALSE	BAIAP2
DPP10:SE11	0.113453339040632	0.864036745219973	chr2:115768297-115768404:+	chr2:115842859:+;chr2:115843332:+;chr2:115844361:+	FALSE	DPP10
DPP10:SE12	0.113453339040632	0.864036745219973	chr2:115777208-115777299:+	chr2:115842859:+;chr2:115843332:+;chr2:115844361:+	FALSE	DPP10
DPP10:SE13	0.113453339040632	0.864036745219973	chr2:115777787-115777834:+	chr2:115842859:+;chr2:115843332:+;chr2:115844361:+	FALSE	DPP10
DPP10:SE14	0.113453339040632	0.864036745219973	chr2:115780874-115780995:+	chr2:115842859:+;chr2:115843332:+;chr2:115844361:+	FALSE	DPP10
TBP:SE01	0.113751126509187	0.865653764396357	chr6:170556882-170557083:+	chr6:170565233:+;chr6:170572689:+;chr6:170572859:+	FALSE	TBP
HGSNAT:SE06	0.114021706342469	0.86646322707623	chr8:43192304-43192430:+	chr8:43200552:+;chr8:43201827:+;chr8:43202827:+	FALSE	HGSNAT
NSFL1C:SE02	0.114069057671372	0.86646322707623	chr20:1464329-1464426:-	chr20:1442169:-;chr20:1443506:-	FALSE	NSFL1C
PTGR2:SE02	0.114114122314117	0.86646322707623	chr14:73876998-73877168:+	chr14:73884595:+;chr14:73885465:+	FALSE	PTGR2
ABLIM3:SE03	0.114273517068773	0.866503749437956	chr5:149237448-149237603:+	chr5:149258457:+;chr5:149260439:+	FALSE	ABLIM3
BBS9:SE01	0.114304551435748	0.866503749437956	chr7:33146242-33146364:+	chr7:33344949:+;chr7:33605629:+;chr7:33605780:+	FALSE	BBS9
TMOD2:SE06	0.114383211786396	0.866503749437956	chr15:51798197-51798340:+	chr15:51808737:+;chr15:51809312:+;chr15:51810142:+;chr15:51816363:+	FALSE	TMOD2
LRRC27:SE02	0.114461646435777	0.866503749437956	chr10:132342213-132342271:+	chr10:132353396:+;chr10:132367001:+;chr10:132375457:+	FALSE	LRRC27
ADAM23:SE23	0.115108976685351	0.87075341661383	chr2:206609910-206610000:+	chr2:206618466:+;chr2:206618976:+	FALSE	ADAM23
SPRYD7:SE01	0.115653981034505	0.873696705816163	chr13:49921478-49921580:-	chr13:49912702:-;chr13:49914275:-;chr13:49914457:-;chr13:49914662:-;chr13:49914814:-;chr13:49914987:-	FALSE	SPRYD7
EIF2A:SE05	0.115670577796374	0.873696705816163	chr3:150565191-150565226:+	chr3:150584098:+;chr3:150584242:+	FALSE	EIF2A
APBA2:SE03	0.115913603678214	0.874879949073494	chr15:28995753-28995806:+	chr15:29117709:+;chr15:29118315:+	FALSE	APBA2
CORO6:SE01	0.116862497557453	0.878572696649336	chr17:29617242-29617340:-	chr17:29614765:-;chr17:29614995:-	FALSE	CORO6
CRTAP:SE02	0.116894525580265	0.878572696649336	chr3:33134182-33134265:+	chr3:33143160:+;chr3:33145030:+	FALSE	CRTAP
COL16A1:SE43	0.117080900952249	0.878572696649336	chr1:31694144-31694170:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
HMOX2:SE01	0.117086367743899	0.878572696649336	chr16:4483637-4483754:+	chr16:4509902:+;chr16:4510347:+	FALSE	HMOX2
C2orf74:SE04	0.117149700866601	0.878572696649336	chr2:61162842-61162955:+	chr2:61164665:+;chr2:61164736:+;chr2:61164828:+	FALSE	C2orf74
RHPN1:SE03	0.117182636859479	0.878572696649336	chr8:143377380-143377455:+	chr8:143382813:+;chr8:143384217:+	FALSE	RHPN1
RHPN1:SE04	0.117182636859479	0.878572696649336	chr8:143378269-143378346:+	chr8:143382813:+;chr8:143384217:+	FALSE	RHPN1
MIR4435-2HG:SE04	0.117229291791933	0.878572696649336	chr2:111233628-111233739:-	chr2:111196368:-;chr2:111207776:-	FALSE	MIR4435-2HG
CLN3:SE02	0.117245299310876	0.878572696649336	chr16:28488591-28488662:-	chr16:28466653:-;chr16:28477279:-	FALSE	CLN3
EXOC2:SE27	0.117467934337467	0.878572696649336	chr6:689139-689212:-	chr6:485154:-;chr6:486097:-	FALSE	EXOC2
MYO6:SE14	0.117495363372365	0.878572696649336	chr6:75867431-75867523:+	chr6:75890213:+;chr6:75916231:+	FALSE	MYO6
LSS:SE11	0.117520895599695	0.878572696649336	chr21:46221854-46221975:-	chr21:46188448:-;chr21:46189131:-	FALSE	LSS
KHDC1:SE03	0.117580666096384	0.878572696649336	chr6:73275409-73275556:-	chr6:73241314:-;chr6:73274134:-;chr6:73274777:-	FALSE	KHDC1
PIN4:SE01	0.117617195839323	0.878572696649336	chrX:72186461-72186534:+	chrX:72197545:+;chrX:72198340:+	FALSE	PIN4
SUZ12:SE07	0.117988303782304	0.880192774598669	chr17:31982999-31983104:+	chr17:32001002:+;chr17:32001034:+	FALSE	SUZ12
SMARCA4:SE03	0.118007877174942	0.880192774598669	chr19:10980777-10980852:+	chr19:10996376:+;chr19:11062273:+	FALSE	SMARCA4
DNAJC19:SE02	0.11823857301006	0.881092996847399	chr3:180988178-180988229:-	chr3:180983709:-;chr3:180984040:-;chr3:180984519:-	FALSE	DNAJC19
EWSR1:SE04	0.118302544744048	0.881092996847399	chr22:29292137-29292169:+	chr22:29300336:+;chr22:29300519:+	FALSE	EWSR1
ATG13:SE10	0.118531129566112	0.882146812178652	chr11:46664849-46664959:+	chr11:46673036:+;chr11:46674513:+	FALSE	ATG13
MGLL:SE02	0.118643744151485	0.882285312110637	chr3:127710576-127710665:-	chr3:127689066:-;chr3:127691371:-	FALSE	MGLL
ALOX12-AS1:SE03	0.118723949097324	0.882285312110637	chr17:7010059-7010137:-	chr17:7001951:-;chr17:7009449:-	FALSE	ALOX12-AS1
PDHA1:SE05	0.119061406602844	0.884144418973761	chrX:19354491-19354583:+	chrX:19359850:+;chrX:19361685:+	FALSE	PDHA1
LMBR1:SE07	0.119389589811542	0.885931981832317	chr7:156826605-156826744:-	chr7:156682430:-;chr7:156682939:-;chr7:156683176:-;chr7:156816582:-	FALSE	LMBR1
BCAS1:SE06	0.119688497823229	0.887499849525248	chr20:53992512-53992646:-	chr20:53943541:-;chr20:53943691:-	FALSE	BCAS1
ENTPD4:SE04	0.12002136983632	0.889317084910084	chr8:23449893-23449997:-	chr8:23429162:-;chr8:23432352:-;chr8:23433845:-	FALSE	ENTPD4
PRPSAP2:SE06	0.120558323432696	0.889892442990822	chr17:18928811-18928957:+	chr17:18931215:+;chr17:18931268:+	FALSE	PRPSAP2
MEAF6:SE01	0.1206180034813	0.889892442990822	chr1:37495885-37495918:-	chr1:37492559:-;chr1:37493178:-;chr1:37493311:-	FALSE	MEAF6
DNAJC25:SE01	0.120969222396255	0.889892442990822	chr9:111642857-111643094:+	chr9:111653540:+;chr9:111654345:+	FALSE	DNAJC25
GGA2:SE03	0.121240734167041	0.889892442990822	chr16:23478883-23478911:-	chr16:23464322:-;chr16:23466038:-;chr16:23466590:-	FALSE	GGA2
LIMK2:SE03	0.121423472042361	0.889892442990822	chr22:31262134-31262239:+	chr22:31277638:+;chr22:31279734:+;chr22:31280080:+	FALSE	LIMK2
SUPT16H:SE02	0.12168336751426	0.889892442990822	chr14:21357197-21357366:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE03	0.12168336751426	0.889892442990822	chr14:21359484-21359609:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE04	0.12168336751426	0.889892442990822	chr14:21360415-21360533:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE05	0.12168336751426	0.889892442990822	chr14:21360846-21360972:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE06	0.12168336751426	0.889892442990822	chr14:21361078-21361213:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE07	0.12168336751426	0.889892442990822	chr14:21362197-21362324:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE08	0.12168336751426	0.889892442990822	chr14:21362794-21362947:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE09	0.12168336751426	0.889892442990822	chr14:21363034-21363149:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE10	0.12168336751426	0.889892442990822	chr14:21363233-21363328:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE11	0.12168336751426	0.889892442990822	chr14:21363438-21363503:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE12	0.12168336751426	0.889892442990822	chr14:21364827-21364939:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE13	0.12168336751426	0.889892442990822	chr14:21365070-21365143:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
SUPT16H:SE15	0.12168336751426	0.889892442990822	chr14:21368269-21368441:-	chr14:21351476:-;chr14:21352401:-	FALSE	SUPT16H
NPM2:SE01	0.121768281763775	0.889892442990822	chr8:22024724-22024830:+	chr8:22036034:+;chr8:22036897:+	FALSE	NPM2
DBN1:SE01	0.121916062520387	0.890330062919247	chr5:177459098-177459268:-	chr5:177456613:-;chr5:177456925:-;chr5:177457223:-	FALSE	DBN1
IFT80:SE05	0.122024525571033	0.890480129329246	chr3:160282478-160282613:-	chr3:160257003:-;chr3:160258180:-	FALSE	IFT80
HSDL2:SE01	0.12252016826778	0.892889535895799	chr9:112403995-112404158:+	chr9:112471697:+;chr9:112472405:+	FALSE	HSDL2
FGF1:SE01	0.122530995645687	0.892889535895799	chr5:142600702-142600805:-	chr5:142592178:-;chr5:142593119:-	FALSE	FGF1
FAM13C:SE03	0.122688703586315	0.893396030643984	chr10:59327625-59327713:-	chr10:59246133:-;chr10:59246514:-;chr10:59263920:-;chr10:59300505:-	FALSE	FAM13C
STING1:SE03	0.123287840211783	0.89690855028753	chr5:139481478-139481704:-	chr5:139475533:-;chr5:139475964:-	FALSE	STING1
ABHD18:SE03	0.123623235852468	0.89690855028753	chr4:128001716-128001760:+	chr4:128010546:+;chr4:128011072:+	FALSE	ABHD18
CADM3:SE01	0.123662498964774	0.89690855028753	chr1:159189771-159189872:+	chr1:159201267:+;chr1:159202012:+;chr1:159203143:+	FALSE	CADM3
BBS4:SE03	0.123844536271632	0.89690855028753	chr15:72729616-72729684:+	chr15:72738405:+;chr15:72738473:+	FALSE	BBS4
KIF5C:SE04	0.123871247389589	0.89690855028753	chr2:148941610-148941658:+	chr2:148962060:+;chr2:149026098:+;chr2:149026754:+	FALSE	KIF5C
KIF5C:SE07	0.123871247389589	0.89690855028753	chr2:148946899-148947023:+	chr2:148962060:+;chr2:149026098:+;chr2:149026754:+	FALSE	KIF5C
MOBP:SE02	0.123947173583574	0.89690855028753	chr3:39499467-39499532:+	chr3:39503027:+;chr3:39516003:+;chr3:39524559:+;chr3:39525969:+;chr3:39526368:+	FALSE	MOBP
AZIN1:SE01	0.124264954762894	0.89690855028753	chr8:102833056-102833218:-	chr8:102826402:-;chr8:102827659:-;chr8:102828003:-	FALSE	AZIN1
ORC4:SE04	0.124400857436526	0.89690855028753	chr2:147972739-147972829:-	chr2:147933959:-;chr2:147934397:-;chr2:147934716:-;chr2:147935263:-	FALSE	ORC4
LIMCH1:SE17	0.124410752606771	0.89690855028753	chr4:41644500-41644626:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
LIMCH1:SE18	0.124410752606771	0.89690855028753	chr4:41646123-41646280:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
LIMCH1:SE19	0.124410752606771	0.89690855028753	chr4:41646485-41646893:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
LIMCH1:SE20	0.124410752606771	0.89690855028753	chr4:41650393-41650608:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
LIMCH1:SE27	0.124410752606771	0.89690855028753	chr4:41680955-41681059:+	chr4:41697814:+;chr4:41699014:+;chr4:41700044:+	FALSE	LIMCH1
SRSF6:SE02	0.124534797603054	0.897164270925559	chr20:43459153-43459420:+	chr20:43461551:+;chr20:43463605:+	FALSE	SRSF6
NMNAT3:SE07	0.124905442591858	0.899194902638895	chr3:139637963-139638062:-	chr3:139560191:-;chr3:139578220:-;chr3:139634360:-	FALSE	NMNAT3
BTRC:SE01	0.125357040961436	0.90003596936393	chr10:101430345-101430452:+	chr10:101437275:+;chr10:101553487:+;chr10:101554224:+;chr10:101557313:+	FALSE	BTRC
CDKL2:SE01	0.125384417298555	0.90003596936393	chr4:75591819-75591925:-	chr4:75576496:-;chr4:75581048:-	FALSE	CDKL2
ZNRD1ASP:SE09	0.12543742179771	0.90003596936393	chr6:30035916-30035983:-	chr6:30001009:-;chr6:30005390:-;chr6:30012097:-	FALSE	ZNRD1ASP
LRRFIP2:SE19	0.125576381406838	0.90003596936393	chr3:37110991-37111065:-	chr3:37053004:-;chr3:37053686:-	FALSE	LRRFIP2
SVOP:SE03	0.12566233309768	0.90003596936393	chr12:108919675-108919786:-	chr12:108908364:-;chr12:108910885:-	FALSE	SVOP
TASP1:SE03	0.125738383476965	0.90003596936393	chr20:13559008-13559114:-	chr20:13389399:-;chr20:13389445:-;chr20:13389851:-;chr20:13415440:-	FALSE	TASP1
OGA:SE03	0.125766556355648	0.90003596936393	chr10:101806045-101806143:-	chr10:101784450:-;chr10:101786143:-	FALSE	OGA
HCG18:SE01	0.125800853225889	0.90003596936393	chr6:30314269-30314482:-	chr6:30291384:-;chr6:30291549:-;chr6:30304071:-	FALSE	HCG18
SORBS2:SE06	0.125821989596142	0.90003596936393	chr4:185651784-185651828:-	chr4:185585523:-;chr4:185586803:-;chr4:185646066:-	FALSE	SORBS2
PLSCR1:SE02	0.125954611281376	0.900049805093016	chr3:146528614-146528831:-	chr3:146515180:-;chr3:146515681:-;chr3:146515796:-	FALSE	PLSCR1
PSMD9:SE01	0.126060456194407	0.900049805093016	chr12:121894739-121894841:+	chr12:121916644:+;chr12:121917863:+	FALSE	PSMD9
NBR1:SE07	0.126206721088132	0.900049805093016	chr17:43191372-43191581:+	chr17:43211471:+;chr17:43211688:+	FALSE	NBR1
PHKB:SE09	0.126274066791024	0.900049805093016	chr16:47665942-47666032:+	chr16:47699741:+;chr16:47700000:+;chr16:47700462:+	FALSE	PHKB
TIPIN:SE02	0.12631638626303	0.900049805093016	chr15:66352129-66352207:-	chr15:66336191:-;chr15:66336720:-;chr15:66336834:-	FALSE	TIPIN
COL6A1:SE14	0.126445934707016	0.900049805093016	chr21:45992363-45992398:+	chr21:46004102:+;chr21:46005048:+	FALSE	COL6A1
COL6A1:SE15	0.126445934707016	0.900049805093016	chr21:45992748-45992810:+	chr21:46004102:+;chr21:46005048:+	FALSE	COL6A1
RAB10:SE01	0.126780769342971	0.901263269531057	chr2:26109768-26109906:+	chr2:26135383:+;chr2:26137411:+	FALSE	RAB10
ZNF519:SE06	0.126794368553831	0.901263269531057	chr18:14124350-14124476:-	chr18:14075942:-;chr18:14075993:-;chr18:14102643:-;chr18:14103871:-	FALSE	ZNF519
PML:SE01	0.127141894336758	0.903099752971266	chr15:74032572-74032715:+	chr15:74036394:+;chr15:74043338:+;chr15:74046771:+	FALSE	PML
SLC25A23:SE01	0.127423192942865	0.904463574855138	chr19:6455952-6456092:-	chr19:6440062:-;chr19:6443562:-	FALSE	SLC25A23
RGS12:SE01	0.127602789181468	0.90510409777247	chr4:3316070-3318051:+	chr4:3432169:+;chr4:3439908:+	FALSE	RGS12
TOLLIP:SE01	0.127741611481883	0.905126499489577	chr11:1286002-1286092:-	chr11:1274371:-;chr11:1275655:-	FALSE	TOLLIP
DDHD2:SE08	0.127957133259322	0.905126499489577	chr8:38252132-38252287:+	chr8:38260814:+;chr8:38261471:+;chr8:38262767:+	FALSE	DDHD2
CEP164:SE01	0.127970197397285	0.905126499489577	chr11:117335605-117335680:+	chr11:117351952:+;chr11:117413266:+	FALSE	CEP164
CAMK2G:SE12	0.128033434624001	0.905126499489577	chr10:73853192-73853246:-	chr10:73812504:-;chr10:73815867:-	FALSE	CAMK2G
PTPN2:SE03	0.128054353227377	0.905126499489577	chr18:12859164-12859254:-	chr18:12785481:-;chr18:12792152:-;chr18:12793253:-;chr18:12793683:-;chr18:12794039:-	FALSE	PTPN2
RABGEF1:SE02	0.128375483334298	0.905126499489577	chr7:66712167-66712224:+	chr7:66716639:+;chr7:66811464:+	FALSE	RABGEF1
CD40:SE01	0.1283850612296	0.905126499489577	chr20:46123126-46123219:+	chr20:46129516:+;chr20:46129660:+	FALSE	CD40
COL16A1:SE08	0.12843649945616	0.905126499489577	chr1:31662334-31662387:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
SNAP25:SE09	0.128462472867989	0.905126499489577	chr20:10292882-10292999:+	chr20:10307358:+;chr20:10307418:+	FALSE	SNAP25
XRRA1:SE01	0.128499546477047	0.905126499489577	chr11:74843854-74843959:-	chr11:74840910:-;chr11:74842968:-	FALSE	XRRA1
MPZL1:SE04	0.128746965104225	0.90623906152932	chr1:167776064-167776166:+	chr1:167788726:+;chr1:167790154:+	FALSE	MPZL1
TASP1:SE02	0.128934901793243	0.906931680738723	chr20:13534022-13534141:-	chr20:13389399:-;chr20:13389445:-;chr20:13389851:-;chr20:13415440:-	FALSE	TASP1
STOM:SE02	0.12930926975966	0.90893379139181	chr9:121353220-121353302:-	chr9:121339077:-;chr9:121340074:-	FALSE	STOM
IDH2:SE02	0.129595186220217	0.909024659275681	chr15:90091553-90091644:-	chr15:90083045:-;chr15:90083978:-	FALSE	IDH2
KIF5C:SE08	0.129622907575365	0.909024659275681	chr2:148950314-148950462:+	chr2:148962060:+;chr2:149026098:+;chr2:149026754:+	FALSE	KIF5C
PHACTR3:SE02	0.129721931784078	0.909024659275681	chr20:59747758-59747835:+	chr20:59847669:+;chr20:59847711:+	FALSE	PHACTR3
TMEM120B:SE04	0.129880179156417	0.909024659275681	chr12:121770907-121770972:+	chr12:121777785:+;chr12:121782064:+	FALSE	TMEM120B
PIK3R1:SE02	0.129978344015352	0.909024659275681	chr5:68273390-68273482:+	chr5:68298617:+;chr5:68298753:+;chr5:68301821:+	FALSE	PIK3R1
COL16A1:SE35	0.130129899886439	0.909024659275681	chr1:31691188-31691226:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
COL16A1:SE36	0.130129899886439	0.909024659275681	chr1:31691417-31691512:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
COL16A1:SE37	0.130129899886439	0.909024659275681	chr1:31691598-31691642:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
COL16A1:SE38	0.130129899886439	0.909024659275681	chr1:31692005-31692067:-	chr1:31652500:-;chr1:31652581:-	FALSE	COL16A1
SCAMP2:SE01	0.130284798183424	0.909479476774568	chr15:74851353-74851481:-	chr15:74843730:-;chr15:74844854:-	FALSE	SCAMP2
SEC23B:SE09	0.130468153884054	0.90958578202948	chr20:18543019-18543172:+	chr20:18560940:+;chr20:18561017:+;chr20:18561081:+;chr20:18561415:+	FALSE	SEC23B
NR2F1-AS1:SE02	0.13047962694134	0.90958578202948	chr5:93438703-93438741:-	chr5:93409356:-;chr5:93409820:-;chr5:93411018:-	FALSE	NR2F1-AS1
TAF1D:SE06	0.130613620602311	0.90989364723577	chr11:93734625-93734660:-	chr11:93730202:-;chr11:93730281:-	FALSE	TAF1D
USP4:SE01	0.130761197156687	0.910295646735451	chr3:49278814-49278902:-	chr3:49277560:-;chr3:49277829:-;chr3:49278124:-	FALSE	USP4
WDR77:SE01	0.130972722251402	0.911141966816243	chr1:111441499-111441604:-	chr1:111440257:-;chr1:111440952:-	FALSE	WDR77
CBWD1:SE02	0.131195913193641	0.911845274996217	chr9:177723-177820:-	chr9:121042:-;chr9:121089:-;chr9:121409:-;chr9:172902:-;chr9:173120:-	FALSE	CBWD1
CHMP5:SE02	0.131253866220208	0.911845274996217	chr9:33267853-33267899:+	chr9:33281169:+;chr9:33281513:+	FALSE	CHMP5
OPA1:SE02	0.131475475584904	0.912758802055855	chr3:193617178-193617285:+	chr3:193695057:+;chr3:193695759:+;chr3:193696630:+;chr3:193697527:+;chr3:193697811:+	FALSE	OPA1
MLF1:SE04	0.131569923792996	0.912788875410449	chr3:158588852-158588924:+	chr3:158605397:+;chr3:158606456:+	FALSE	MLF1
CA11:SE02	0.13178381755956	0.913022084856897	chr19:48639788-48639883:-	chr19:48637946:-;chr19:48638025:-	FALSE	CA11
CA11:SE03	0.13178381755956	0.913022084856897	chr19:48640095-48640280:-	chr19:48637946:-;chr19:48638025:-	FALSE	CA11
PAFAH2:SE06	0.131931286175656	0.913346835063898	chr1:25989448-25989601:-	chr1:25959767:-;chr1:25960798:-	FALSE	PAFAH2
STAT1:SE05	0.132162580909041	0.913346835063898	chr2:191010367-191010449:-	chr2:190969149:-;chr2:190969268:-;chr2:190975538:-	FALSE	STAT1
SPIRE2:SE01	0.132182913473814	0.913346835063898	chr16:89860683-89860795:+	chr16:89870385:+;chr16:89871319:+	FALSE	SPIRE2
U2SURP:SE06	0.132191377253794	0.913346835063898	chr3:143023975-143024018:+	chr3:143056840:+;chr3:143057651:+	FALSE	U2SURP
SYN2:SE04	0.132594027422632	0.914880724634767	chr3:12162012-12162154:+	chr3:12185732:+;chr3:12191389:+	FALSE	SYN2
SYN2:SE05	0.132594027422632	0.914880724634767	chr3:12167234-12167308:+	chr3:12185732:+;chr3:12191389:+	FALSE	SYN2
AP3S2:SE02	0.132859227176443	0.9158915471666	chr15:89877306-89877424:-	chr15:89830599:-;chr15:89833556:-;chr15:89834305:-	FALSE	AP3S2
IPO13:SE10	0.132921371738069	0.9158915471666	chr1:43964269-43964321:+	chr1:43967753:+;chr1:43968022:+	FALSE	IPO13
SNRPG:SE02	0.133034702240171	0.916049285513724	chr2:70289350-70289372:-	chr2:70281373:-;chr2:70281504:-	FALSE	SNRPG
KIF1A:SE04	0.133522189116962	0.918781422259312	chr2:240734719-240734745:-	chr2:240713767:-;chr2:240717017:-	FALSE	KIF1A
SGTB:SE02	0.133882848414944	0.919924196738482	chr5:65672244-65672281:-	chr5:65665928:-;chr5:65670054:-	FALSE	SGTB
FNBP1:SE03	0.133886848750322	0.919924196738482	chr9:129957360-129957464:-	chr9:129887187:-;chr9:129895261:-;chr9:129895355:-;chr9:129918994:-	FALSE	FNBP1
CZIB:SE03	0.134050082993744	0.919924196738482	chr1:53218172-53218203:-	chr1:53214099:-;chr1:53214473:-	FALSE	CZIB
FTSJ1:SE05	0.134051546488893	0.919924196738482	chrX:48481151-48481203:+	chrX:48482954:+;chrX:48486299:+;chrX:48486345:+	FALSE	FTSJ1
H2AZ2:SE02	0.134299763845215	0.921003593763154	chr7:44840899-44841012:-	chr7:44831978:-;chr7:44834228:-;chr7:44834309:-	FALSE	H2AZ2
DNAJC2:SE04	0.134513090393344	0.921842417181452	chr7:103327332-103327378:-	chr7:103312289:-;chr7:103312519:-	FALSE	DNAJC2
CAMK4:SE01	0.134883938981507	0.923161126280935	chr5:111344024-111344102:+	chr5:111395257:+;chr5:111485591:+;chr5:111485759:+;chr5:111486024:+	FALSE	CAMK4
