gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
LPAR1	0.00031209446772074	TSS01-PA02	chr9:110999466:-|chr9:110873774:-	13.5288711288711	chr9:110873774:-	chr9:110873263:-	TUTR	0.00273261339294419	TRUE	chr9:110999466:-;chr9:111038043:-;chr9:111038458:-;chr9:111038740:-	chr9:110873774:-;chr9:110873263:-;chr9:110874300:-;chr9:110874983:-
EPB41L1	0.000317859411157556	TSS12-PA02	chr20:36214373:+|chr20:36232799:+	4.83633549507655	chr20:36230336:+	chr20:36232799:+	TUTR	0.00277250756348074	TRUE	chr20:36092680:+;chr20:36154740:+;chr20:36214373:+	chr20:36230336:+;chr20:36232799:+
PPP1R2	0.000320229080811371	TSS04-PA01	chr3:195543158:-|chr3:195514425:-	9.2350882600348	chr3:195516248:-	chr3:195514425:-	TUTR	0.00278259663402002	TRUE	chr3:195543158:-;chr3:195543325:-	chr3:195514425:-;chr3:195516248:-
STK25	0.000327197144488233	TSS09-PA03	chr2:241500244:-|chr2:241495097:-	6.80709671414513	chr2:241495021:-	chr2:241495097:-	TUTR	0.00283241603568304	TRUE	chr2:241495153:-;chr2:241496538:-;chr2:241498249:-;chr2:241498332:-;chr2:241498732:-;chr2:241499190:-;chr2:241499320:-;chr2:241499972:-;chr2:241500244:-;chr2:241501526:-;chr2:241501698:-;chr2:241508332:-;chr2:241508556:-;chr2:241508688:-;chr2:241509298:-;chr2:241509572:-	chr2:241495021:-;chr2:241494712:-;chr2:241495097:-
ENSA	0.00034921012884204	TSS01-PA01	chr1:150629116:-|chr1:150622125:-	2.37733235990354	chr1:150623620:-	chr1:150622125:-	ALE	0.0030028744113706	TRUE	chr1:150629116:-;chr1:150629470:-;chr1:150629559:-	chr1:150622125:-;chr1:150623281:-;chr1:150623620:-;chr1:150627050:-
B3GALNT1	0.000349506306816021	TSS08-PA03	chr3:161104950:-|chr3:161084983:-	8.54895056614195	chr3:161083883:-	chr3:161084983:-	TUTR	0.0030028744113706	TRUE	chr3:161104950:-;chr3:161105078:-;chr3:161105224:-	chr3:161084983:-;chr3:161083883:-;chr3:161084265:-
CDIP1	0.00035203066411405	TSS05-PA01	chr16:4538404:-|chr16:4510706:-	10.7104823504547	chr16:4511333:-	chr16:4510706:-	TUTR	0.00301327740103593	TRUE	chr16:4514149:-;chr16:4514664:-;chr16:4538404:-;chr16:4538773:-	chr16:4511333:-;chr16:4510706:-
KCTD15	0.000360514797621897	TSS07-PA04	chr19:33813811:+|chr19:33815761:+	7.85454545454546	chr19:33815761:+	chr19:33814243:+	TUTR	0.00307442730760086	TRUE	chr19:33796846:+;chr19:33813811:+	chr19:33811828:+;chr19:33814243:+;chr19:33815213:+;chr19:33815761:+
GNAO1	0.000362890412650316	TSS17-PA01	chr16:56334740:+|chr16:56357127:+	2.39066205533597	chr16:56357444:+	chr16:56357127:+	TUTR	0.00308322446896232	TRUE	chr16:56191390:+;chr16:56191489:+;chr16:56191547:+;chr16:56191734:+;chr16:56191965:+;chr16:56192143:+;chr16:56192221:+;chr16:56192546:+;chr16:56276006:+;chr16:56328661:+;chr16:56334740:+;chr16:56336746:+	chr16:56357127:+;chr16:56357444:+
CCT6A	0.000370119316151731	TSS01-PA01	chr7:56051685:+|chr7:56063404:+	9.99300036593261	chr7:56063985:+	chr7:56063404:+	TUTR	0.00312965610363494	TRUE	chr7:56051685:+;chr7:56051765:+	chr7:56063404:+;chr7:56063579:+;chr7:56063985:+
ALDH3A2	0.000371083897205189	TSS05-PA02	chr17:19649081:+|chr17:19677412:+	6.82219251336898	chr17:19677412:+	chr17:19675744:+	TUTR	0.00312965610363494	TRUE	chr17:19648723:+;chr17:19648926:+;chr17:19649081:+	chr17:19675744:+;chr17:19677412:+;chr17:19677596:+
FAM81A	0.000372825507241676	TSS04-PA03	chr15:59438464:+|chr15:59522787:+	15.7896992869144	chr15:59522997:+	chr15:59523555:+	TUTR	0.00313282678978903	TRUE	chr15:59438186:+;chr15:59438464:+	chr15:59494713:+;chr15:59522538:+;chr15:59522787:+;chr15:59522997:+;chr15:59523555:+
IQCA1	0.000386203006068935	TSS07-PA02	chr2:236507476:-|chr2:236419200:-	3.94101960425889	chr2:236419200:-	chr2:236324151:-	ALE	0.00323339305081071	TRUE	chr2:236503696:-;chr2:236507476:-;chr2:236507532:-	chr2:236324151:-;chr2:236419200:-
UBE2D3	0.000393801821489483	TSS11-PA04	chr4:102827183:-|chr4:102796590:-	4.39419650952216	chr4:102795976:-	chr4:102796590:-	TUTR	0.00328502319453409	TRUE	chr4:102825780:-;chr4:102826867:-;chr4:102827122:-;chr4:102827183:-;chr4:102827500:-;chr4:102827835:-;chr4:102827948:-;chr4:102828010:-;chr4:102868861:-	chr4:102795976:-;chr4:102796590:-;chr4:102796133:-;chr4:102795688:-
CD55	0.000401442859288512	TSS01-PA01	chr1:207321519:+|chr1:207340766:+	6.10330453787563	chr1:207360502:+	chr1:207340766:+	ALE	0.00333663014205741	TRUE	chr1:207321519:+;chr1:207321643:+	chr1:207340766:+;chr1:207360502:+;chr1:207359713:+;chr1:207360966:+
LANCL2	0.000412499074852733	TSS02-PA02	chr7:55365448:+|chr7:55433737:+	4.50721153846154	chr7:55433737:+	chr7:55431528:+	TUTR	0.00341614757296812	TRUE	chr7:55365337:+;chr7:55365448:+;chr7:55366111:+	chr7:55431528:+;chr7:55433737:+
MRPL4	0.000420367252202946	TSS01-PA01	chr19:10251901:+|chr19:10258973:+	8.6019925779939	chr19:10260055:+	chr19:10258973:+	TUTR	0.0034687858868833	TRUE	chr19:10251901:+;chr19:10252214:+	chr19:10258973:+;chr19:10260055:+
XRCC5	0.000460586415839402	TSS06-PA02	chr2:216130710:+|chr2:216206281:+	4.16679506814085	chr2:216206281:+	chr2:216205424:+	TUTR	0.00378704386356841	TRUE	chr2:216109331:+;chr2:216113092:+;chr2:216130710:+	chr2:216205424:+;chr2:216206281:+
TLK2	0.000484146397246118	TSS07-PA03	chr17:62479118:+|chr17:62615481:+	10.0513722730472	chr17:62613490:+	chr17:62613663:+	TUTR	0.00396654226886641	TRUE	chr17:62478824:+;chr17:62479118:+	chr17:62613490:+;chr17:62613663:+;chr17:62615481:+
MSANTD3	0.00048823635279926	TSS06-PA02	chr9:100442149:+|chr9:100451734:+	10.6899841017488	chr9:100451231:+	chr9:100451734:+	TUTR	0.00398581563459609	TRUE	chr9:100427143:+;chr9:100427207:+;chr9:100427277:+;chr9:100427429:+;chr9:100442149:+	chr9:100451231:+;chr9:100451734:+
EFEMP2	0.000493150115672146	TSS09-PA01	chr11:65871202:-|chr11:65866447:-	2.76923076923077	chr11:65866447:-	chr11:65866825:-	TUTR	0.00401006292173915	TRUE	chr11:65867906:-;chr11:65869922:-;chr11:65871202:-;chr11:65872654:-;chr11:65872740:-;chr11:65872942:-;chr11:65873592:-	chr11:65866447:-;chr11:65866825:-
CNOT9	0.000494702618505745	TSS04-PA01	chr2:218568931:+|chr2:218593847:+	4.4528204466245	chr2:218593847:+	chr2:218594886:+	ALE	0.00401006292173915	TRUE	chr2:218568815:+;chr2:218568931:+	chr2:218593847:+;chr2:218594886:+;chr2:218595137:+;chr2:218596429:+
GTF3C2	0.000497001139559652	TSS12-PA02	chr2:27356999:-|chr2:27326326:-	9.49717514124294	chr2:27325854:-	chr2:27326326:-	TUTR	0.00401450920475296	TRUE	chr2:27356764:-;chr2:27356999:-	chr2:27325854:-;chr2:27326326:-;chr2:27333611:-
ERO1A	0.000509720597784378	TSS07-PA02	chr14:52695705:-|chr14:52641887:-	2.86976421636616	chr14:52643301:-	chr14:52641887:-	TUTR	0.00410280368883285	TRUE	chr14:52695529:-;chr14:52695705:-;chr14:52695888:-	chr14:52643301:-;chr14:52640060:-;chr14:52641887:-
NAAA	0.000520771599722051	TSS04-PA02	chr4:75940224:-|chr4:75913660:-	11.1954387076338	chr4:75934891:-	chr4:75913660:-	ALE	0.00417709807609225	TRUE	chr4:75940224:-;chr4:75940973:-	chr4:75913660:-;chr4:75910851:-;chr4:75916438:-;chr4:75934891:-
CELF6	0.000530194050796234	TSS03-PA02	chr15:72319882:-|chr15:72285038:-	7.65105386416862	chr15:72284727:-	chr15:72285038:-	TUTR	0.00423785767430857	TRUE	chr15:72319787:-;chr15:72319882:-;chr15:72319946:-;chr15:72320157:-	chr15:72284727:-;chr15:72285038:-
TSPAN13	0.000541225742622745	TSS02-PA01	chr7:16775754:+|chr7:16784476:+	4.14854901060928	chr7:16784476:+	chr7:16784536:+	TUTR	0.00431101338047422	TRUE	chr7:16753755:+;chr7:16775754:+	chr7:16784476:+;chr7:16784536:+
EFCAB2	0.000550060914928259	TSS06-PA01	chr1:245017242:+|chr1:245087653:+	3.54574638844302	chr1:245087847:+	chr1:245122992:+	ALE	0.00433512500165515	TRUE	chr1:244970286:+;chr1:245017242:+	chr1:245087653:+;chr1:245087847:+;chr1:245122992:+
ME3	0.000551231370374644	TSS03-PA02	chr11:86671965:-|chr11:86441194:-	2.79009433962264	chr11:86441194:-	chr11:86441108:-	TUTR	0.00433512500165515	TRUE	chr11:86671822:-;chr11:86671965:-;chr11:86672198:-;chr11:86672372:-;chr11:86672613:-	chr11:86441194:-;chr11:86441108:-
EVA1C	0.000551427067115036	TSS06-PA01	chr21:32412764:+|chr21:32495687:+	7.9527736131934	chr21:32515384:+	chr21:32495687:+	ALE	0.00433512500165515	TRUE	chr21:32411723:+;chr21:32412006:+;chr21:32412437:+;chr21:32412553:+;chr21:32412685:+;chr21:32412764:+	chr21:32515384:+;chr21:32495687:+
ZKSCAN5	0.000553084370147834	TSS02-PA01	chr7:99504950:+|chr7:99532679:+	5.4	chr7:99533456:+	chr7:99532679:+	TUTR	0.00433512500165515	TRUE	chr7:99504662:+;chr7:99504950:+;chr7:99505254:+	chr7:99533456:+;chr7:99532679:+
RPL13	0.000553701667604603	TSS04-PA02	chr16:89562370:+|chr16:89563438:+	10.1092348150286	chr16:89563066:+	chr16:89563438:+	TUTR	0.00433512500165515	TRUE	chr16:89560657:+;chr16:89560904:+;chr16:89562370:+	chr16:89563066:+;chr16:89563438:+
LINC01546	0.000559509272303392	TSS01-PA01	chrX:3271544:+|chrX:3278136:+	8.89473684210526	chrX:3284650:+	chrX:3278136:+	ALE	0.0043656947981768	TRUE	chrX:3271544:+;chrX:3271820:+	chrX:3278136:+;chrX:3284650:+
ANXA4	0.000572160940489601	TSS01-PA01	chr2:69643808:+|chr2:69825643:+	7.35112811225267	chr2:69825781:+	chr2:69826461:+	TUTR	0.00444927863553608	TRUE	chr2:69643808:+;chr2:69741974:+;chr2:69742102:+	chr2:69825643:+;chr2:69825781:+;chr2:69826461:+
PANK1	0.00059749293140108	TSS02-PA03	chr10:89643874:-|chr10:89634152:-	9.49717514124294	chr10:89582988:-	chr10:89634152:-	ALE	0.00463057021835837	TRUE	chr10:89643874:-;chr10:89645242:-	chr10:89582988:-;chr10:89634152:-
CCPG1	0.000620489874387146	TSS07-PA03	chr15:55408052:-|chr15:55358839:-	8.346900557976	chr15:55358839:-	chr15:55355239:-	TUTR	0.00479260529240442	TRUE	chr15:55408052:-;chr15:55408279:-;chr15:55408359:-	chr15:55358839:-;chr15:55355239:-;chr15:55355640:-
LRRC1	0.000628374662197704	TSS01-PA01	chr6:53794497:+|chr6:53884993:+	13.6786398467433	chr6:53923862:+	chr6:53884993:+	ALE	0.00483617106885349	TRUE	chr6:53794497:+;chr6:53795005:+;chr6:53795090:+	chr6:53884993:+;chr6:53923728:+;chr6:53923862:+;chr6:53924121:+
SPAG8	0.000630346621441671	TSS05-PA03	chr9:35812262:-|chr9:35811148:-	6.3599124452783	chr9:35809812:-	chr9:35811148:-	ALE	0.00483617106885349	TRUE	chr9:35812146:-;chr9:35812262:-	chr9:35809812:-;chr9:35811148:-
PURA	0.000650213111145843	TSS04-PA03	chr5:140114109:+|chr5:140116044:+	5.66640316205533	chr5:140116733:+	chr5:140115974:+	TUTR	0.00497196292322855	TRUE	chr5:140107777:+;chr5:140108020:+;chr5:140114109:+	chr5:140115974:+;chr5:140116733:+;chr5:140116044:+
B4GALNT1	0.000662917586994275	TSS02-PA02	chr12:57629365:-|chr12:57629329:-	1.73521682162608	chr12:57629329:-	chr12:57628452:-	ALE	0.00503662857373341	TRUE	chr12:57629365:-;chr12:57632647:-;chr12:57632943:-;chr12:57633151:-	chr12:57629329:-;chr12:57628452:-
CDH2	0.000664932573405067	TSS08-PA02	chr18:28177000:-|chr18:27951563:-	8.95720087472665	chr18:27950971:-	chr18:27951563:-	TUTR	0.00503662857373341	TRUE	chr18:28177000:-;chr18:28177119:-;chr18:28177946:-	chr18:27950971:-;chr18:27951563:-
ZNF639	0.000665256520419017	TSS01-PA03	chr3:179322876:+|chr3:179334721:+	7.61653129479216	chr3:179334614:+	chr3:179335039:+	TUTR	0.00503662857373341	TRUE	chr3:179322876:+;chr3:179323031:+;chr3:179323246:+	chr3:179334510:+;chr3:179334614:+;chr3:179334721:+;chr3:179335039:+
YWHAQ	0.000667653845240951	TSS03-PA01	chr2:9630616:-|chr2:9583977:-	5.71377148736828	chr2:9583977:-	chr2:9584267:-	TUTR	0.00503815105586428	TRUE	chr2:9630268:-;chr2:9630616:-;chr2:9630946:-;chr2:9630997:-	chr2:9583977:-;chr2:9584267:-;chr2:9584620:-
ZNF248	0.000684384078245553	TSS05-PA01	chr10:37858037:-|chr10:37773571:-	10.0053075861194	chr10:37828969:-	chr10:37830856:-	TUTR	0.00514746582129606	TRUE	chr10:37857610:-;chr10:37858037:-	chr10:37773571:-;chr10:37828763:-;chr10:37828969:-;chr10:37830856:-;chr10:37831253:-
ZSCAN5A	0.000696980680543294	TSS07-PA01	chr19:56314564:-|chr19:56221310:-	7.42635024549918	chr19:56280599:-	chr19:56221310:-	ALE	0.00522507738943241	TRUE	chr19:56314564:-;chr19:56314788:-	chr19:56221310:-;chr19:56280599:-
DMKN	0.000711675012000814	TSS09-PA01	chr19:35510211:-|chr19:35497220:-	2.19516015995383	chr19:35497220:-	chr19:35503304:-	ALE	0.00531785823299631	TRUE	chr19:35501878:-;chr19:35510211:-;chr19:35510384:-	chr19:35497220:-;chr19:35503304:-
GK	0.000714359331027898	TSS01-PA04	chrX:30653359:+|chrX:30730608:+	4.31421029950442	chrX:30729707:+	chrX:30730608:+	TUTR	0.00532058540707142	TRUE	chrX:30653359:+;chrX:30653423:+;chrX:30653478:+	chrX:30729707:+;chrX:30730608:+;chrX:30728932:+
ARL6	0.00076168751172319	TSS01-PA03	chr3:97764521:+|chr3:97801109:+	6.40729095465938	chr3:97801109:+	chr3:97798529:+	TUTR	0.00565472864690291	TRUE	chr3:97764521:+;chr3:97764758:+	chr3:97798529:+;chr3:97801109:+;chr3:97800678:+;chr3:97801185:+
FAM78B	0.00079571736564679	TSS04-PA03	chr1:166166969:-|chr1:166070015:-	4.26666666666667	chr1:166057426:-	chr1:166070015:-	ALE	0.00585691433979827	TRUE	chr1:166166755:-;chr1:166166969:-	chr1:166057426:-;chr1:166070015:-
MDFIC	0.00079571736564679	TSS03-PA01	chr7:114922561:+|chr7:114923656:+	4.26666666666667	chr7:115018744:+	chr7:114923656:+	ALE	0.00585691433979827	TRUE	chr7:114922154:+;chr7:114922561:+	chr7:115018744:+;chr7:114923656:+
COL9A3	0.000796581200530541	TSS02-PA01	chr20:62817050:+|chr20:62841093:+	4.02561865994702	chr20:62841163:+	chr20:62841093:+	TUTR	0.00585691433979827	TRUE	chr20:62817050:+;chr20:62817443:+;chr20:62817790:+;chr20:62822609:+;chr20:62836419:+	chr20:62841093:+;chr20:62841163:+
SLCO4A1	0.000805327078311759	TSS05-PA02	chr20:62667741:+|chr20:62672288:+	2.10705579657795	chr20:62672288:+	chr20:62672110:+	TUTR	0.00590230133433602	TRUE	chr20:62642503:+;chr20:62656359:+;chr20:62666415:+;chr20:62667741:+	chr20:62672110:+;chr20:62672288:+
DOK4	0.000827519314586787	TSS03-PA02	chr16:57479872:-|chr16:57473125:-	5.66849593495935	chr16:57471958:-	chr16:57473125:-	TUTR	0.00604563473777736	TRUE	chr16:57479756:-;chr16:57479872:-;chr16:57486493:-;chr16:57487139:-	chr16:57471958:-;chr16:57473125:-
FAM219B	0.000831550460595862	TSS06-PA01	chr15:74906730:-|chr15:74899992:-	2.34735383407695	chr15:74899992:-	chr15:74900966:-	TUTR	0.00605579922732352	TRUE	chr15:74900571:-;chr15:74906341:-;chr15:74906613:-;chr15:74906730:-;chr15:74906793:-	chr15:74899992:-;chr15:74900966:-
PACS2	0.000837602113674723	TSS04-PA02	chr14:105314748:+|chr14:105398147:+	9.2364759910853	chr14:105395206:+	chr14:105398147:+	TUTR	0.00608056724294245	TRUE	chr14:105300774:+;chr14:105314748:+;chr14:105314880:+;chr14:105314976:+;chr14:105355049:+;chr14:105368085:+;chr14:105381924:+;chr14:105390237:+	chr14:105395206:+;chr14:105398147:+
PAICS	0.000840666724725918	TSS01-PA01	chr4:56435741:+|chr4:56459664:+	8.28751879699248	chr4:56461361:+	chr4:56459664:+	TUTR	0.00608356298587147	TRUE	chr4:56435741:+;chr4:56436138:+;chr4:56436260:+	chr4:56459664:+;chr4:56461361:+
TDP1	0.000851772633143473	TSS05-PA02	chr14:89963105:+|chr14:90044764:+	4.27928692699491	chr14:90043341:+	chr14:90044764:+	TUTR	0.00609433891194461	TRUE	chr14:89955902:+;chr14:89956523:+;chr14:89963105:+	chr14:90043341:+;chr14:90044764:+
CTIF	0.000852782384801316	TSS01-PA02	chr18:48539031:+|chr18:48861896:+	5.4	chr18:48863217:+	chr18:48861896:+	TUTR	0.00609433891194461	TRUE	chr18:48539031:+;chr18:48862544:+	chr18:48861896:+;chr18:48863217:+
EPB41	0.000852782384801316	TSS04-PA01	chr1:28914544:+|chr1:29065996:+	5.4	chr1:29070241:+	chr1:29065996:+	ALE	0.00609433891194461	TRUE	chr1:28887091:+;chr1:28914544:+	chr1:29070241:+;chr1:29065996:+
NBEAL2	0.000852782384801316	TSS16-PA02	chr3:47007323:+|chr3:47009701:+	5.4	chr3:46990336:+	chr3:47009701:+	ALE	0.00609433891194461	TRUE	chr3:46979666:+;chr3:47007323:+	chr3:46990336:+;chr3:47009701:+
WAC	0.000858532986295952	TSS03-PA01	chr10:28533118:+|chr10:28620543:+	3.20671097096255	chr10:28620996:+	chr10:28620543:+	TUTR	0.00609840377815269	TRUE	chr10:28532768:+;chr10:28533118:+;chr10:28533313:+;chr10:28533371:+;chr10:28533500:+;chr10:28534035:+	chr10:28620543:+;chr10:28620996:+
SRSF12	0.000858668012355414	TSS04-PA03	chr6:89118071:-|chr6:89098420:-	6.4	chr6:89098488:-	chr6:89095959:-	TUTR	0.00609840377815269	TRUE	chr6:89117975:-;chr6:89118071:-	chr6:89095959:-;chr6:89096923:-;chr6:89098420:-;chr6:89098488:-
SETD4	0.000868254347405301	TSS06-PA02	chr21:36060526:-|chr21:36034943:-	4.46017236193391	chr21:36043684:-	chr21:36034541:-	ALE	0.00614745516341902	TRUE	chr21:36060242:-;chr21:36060526:-	chr21:36034541:-;chr21:36043684:-;chr21:36034943:-
AP3D1	0.000873288469997155	TSS11-PA02	chr19:2151557:-|chr19:2101048:-	8.63697705802969	chr19:2100994:-	chr19:2101048:-	TUTR	0.00616407307745684	TRUE	chr19:2110805:-;chr19:2111329:-;chr19:2114239:-;chr19:2129121:-;chr19:2151557:-	chr19:2100994:-;chr19:2101048:-
MFSD4A	0.000879070429465004	TSS01-PA02	chr1:205568885:+|chr1:205601213:+	5.63284457478006	chr1:205602918:+	chr1:205601213:+	TUTR	0.00618585142697153	TRUE	chr1:205568885:+;chr1:205568984:+;chr1:205592037:+	chr1:205601139:+;chr1:205601213:+;chr1:205602918:+;chr1:205602562:+
PCBP1-AS1	0.000895776420786935	TSS40-PA04	chr2:70086098:-|chr2:70048691:-	5.95347133174574	chr2:70029997:-	chr2:70048691:-	ALE	0.00628413183267654	TRUE	chr2:70086098:-;chr2:70086483:-;chr2:70086899:-	chr2:70029997:-;chr2:70048691:-
GOLGA7B	0.000902303662908541	TSS03-PA01	chr10:97866231:+|chr10:97867748:+	3.07767328456984	chr10:97867748:+	chr10:97868025:+	TUTR	0.00631062378875669	TRUE	chr10:97849843:+;chr10:97866231:+	chr10:97867748:+;chr10:97868025:+;chr10:97871536:+;chr10:97871578:+
KCNV1	0.000927980349973295	TSS01-PA05	chr8:109974730:-|chr8:109967177:-	7.33460317460318	chr8:109967004:-	chr8:109968022:-	TUTR	0.00647047696911471	TRUE	chr8:109974730:-;chr8:109975771:-	chr8:109967004:-;chr8:109967177:-;chr8:109968022:-
PSME3IP1	0.000931460919459493	TSS01-PA02	chr16:57173788:-|chr16:57153533:-	7.25210620326579	chr16:57153533:-	chr16:57153736:-	TUTR	0.0064750646946669	TRUE	chr16:57173788:-;chr16:57173881:-;chr16:57185817:-;chr16:57185962:-;chr16:57186022:-;chr16:57186116:-	chr16:57153533:-;chr16:57152468:-;chr16:57153736:-;chr16:57153867:-
OGG1	0.000946505925278525	TSS03-PA01	chr3:9750346:+|chr3:9757407:+	4.73793636521382	chr3:9757407:+	chr3:9766650:+	ALE	0.00655977218304814	TRUE	chr3:9749944:+;chr3:9750072:+;chr3:9750346:+;chr3:9757348:+	chr3:9757407:+;chr3:9766650:+
TRIM2	0.00096755692942355	TSS13-PA01	chr4:153257339:+|chr4:153276266:+	4.94035973074146	chr4:153339317:+	chr4:153276266:+	ALE	0.00668546866294465	TRUE	chr4:153204414:+;chr4:153222480:+;chr4:153257339:+	chr4:153276266:+;chr4:153339317:+
EIF4E3	0.000983545589776298	TSS07-PA02	chr3:71754383:-|chr3:71682722:-	4.55994439939766	chr3:71682722:-	chr3:71681856:-	TUTR	0.00677553628512561	TRUE	chr3:71725402:-;chr3:71728637:-;chr3:71753591:-;chr3:71754383:-;chr3:71754773:-	chr3:71681856:-;chr3:71682722:-;chr3:71682829:-
CLN5	0.00101680837100944	TSS03-PA01	chr13:76992160:+|chr13:76996282:+	6.34088553160303	chr13:77002517:+	chr13:76996282:+	ALE	0.00698370779369958	TRUE	chr13:76992044:+;chr13:76992160:+	chr13:76996282:+;chr13:77001333:+;chr13:77002517:+
EIF4B	0.00103142427444325	TSS04-PA02	chr12:53034646:+|chr12:53042209:+	2.86112740306289	chr12:53042209:+	chr12:53040332:+	TUTR	0.00704195199820628	TRUE	chr12:53006282:+;chr12:53006431:+;chr12:53018860:+;chr12:53034646:+	chr12:53040332:+;chr12:53042209:+
RNASEH2B	0.00103254242081361	TSS02-PA03	chr13:50909747:+|chr13:50970457:+	8.05230817695667	chr13:50956503:+	chr13:50956760:+	TUTR	0.00704195199820628	TRUE	chr13:50909747:+;chr13:50909992:+;chr13:50910232:+;chr13:50927411:+;chr13:50934916:+	chr13:50956503:+;chr13:50956760:+;chr13:50970457:+
RBCK1	0.00103449774341566	TSS06-PA02	chr20:421942:+|chr20:430966:+	1.98979218635707	chr20:430966:+	chr20:410764:+	ALE	0.00704195199820628	TRUE	chr20:408050:+;chr20:408147:+;chr20:408299:+;chr20:421942:+;chr20:422154:+	chr20:410764:+;chr20:430966:+
RAP2C	0.00105191511493984	TSS04-PA02	chrX:132219443:-|chrX:132204638:-	8	chrX:132203032:-	chrX:132204638:-	TUTR	0.00713689075750529	TRUE	chrX:132218033:-;chrX:132218124:-;chrX:132219443:-	chrX:132203032:-;chrX:132204638:-
MIR3936HG	0.00105466694280484	TSS04-PA04	chr5:132369648:-|chr5:132366064:-	8.58309409888357	chr5:132365654:-	chr5:132366385:-	ALE	0.00713689075750529	TRUE	chr5:132369648:-;chr5:132369916:-;chr5:132370170:-	chr5:132365654:-;chr5:132366064:-;chr5:132366385:-
PABPN1	0.00112913317682171	TSS08-PA02	chr14:23323445:+|chr14:23326163:+	7.56855373728439	chr14:23325369:+	chr14:23326163:+	TUTR	0.00761832796361469	TRUE	chr14:23321457:+;chr14:23321543:+;chr14:23321814:+;chr14:23322006:+;chr14:23323445:+	chr14:23325369:+;chr14:23326163:+
RAD1	0.00118879137928028	TSS03-PA04	chr5:34915615:-|chr5:34908549:-	9.80178214220767	chr5:34908549:-	chr5:34907513:-	TUTR	0.00799732382424915	TRUE	chr5:34915504:-;chr5:34915615:-	chr5:34905260:-;chr5:34907269:-;chr5:34907513:-;chr5:34908549:-;chr5:34911640:-
ETS2	0.00119590113752728	TSS02-PA03	chr21:38805258:+|chr21:38824955:+	5.89298312042886	chr21:38823801:+	chr21:38824955:+	TUTR	0.00802162926750756	TRUE	chr21:38805183:+;chr21:38805258:+;chr21:38805895:+;chr21:38809636:+	chr21:38823801:+;chr21:38824955:+;chr21:38823453:+
CSK	0.00124939840870473	TSS10-PA02	chr15:74800852:+|chr15:74803171:+	3.04216499345264	chr15:74803171:+	chr15:74802902:+	TUTR	0.00835603483839258	TRUE	chr15:74782080:+;chr15:74782504:+;chr15:74782592:+;chr15:74800852:+	chr15:74802902:+;chr15:74803171:+
NTRK2	0.00126019780180139	TSS02-PA03	chr9:84668433:+|chr9:84810880:+	3.14638836772983	chr9:84810880:+	chr9:84815702:+	TUTR	0.00839827357406546	TRUE	chr9:84668433:+;chr9:84669306:+;chr9:84669680:+	chr9:84810880:+;chr9:84811010:+;chr9:84815702:+;chr9:84724816:+;chr9:84810605:+
DGKZ	0.00126303591240304	TSS05-PA01	chr11:46347463:+|chr11:46378113:+	5.2519649670916	chr11:46380551:+	chr11:46378113:+	ALE	0.00839827357406546	TRUE	chr11:46332905:+;chr11:46345403:+;chr11:46347463:+;chr11:46347523:+;chr11:46347588:+;chr11:46361522:+;chr11:46361606:+;chr11:46367315:+;chr11:46367652:+;chr11:46371725:+;chr11:46374429:+;chr11:46375024:+;chr11:46376520:+;chr11:46377148:+	chr11:46380551:+;chr11:46378113:+
GABRA2	0.00128267304809959	TSS07-PA05	chr4:46390128:-|chr4:46359021:-	3.91185031185031	chr4:46248444:-	chr4:46359021:-	ALE	0.00850419645185102	TRUE	chr4:46389363:-;chr4:46389788:-;chr4:46390039:-;chr4:46390128:-	chr4:46248444:-;chr4:46248664:-;chr4:46359021:-
RPL15	0.00129175571348888	TSS06-PA03	chr3:23917705:+|chr3:23920847:+	3.70072337125711	chr3:23920847:+	chr3:23919552:+	TUTR	0.00853973373701294	TRUE	chr3:23916545:+;chr3:23916804:+;chr3:23917098:+;chr3:23917299:+;chr3:23917705:+	chr3:23919791:+;chr3:23920847:+;chr3:23919552:+
AGAP1	0.0013006873387548	TSS04-PA01	chr2:235669604:+|chr2:235807940:+	7.62020905923345	chr2:236125250:+	chr2:235807940:+	ALE	0.00857407113535493	TRUE	chr2:235669604:+;chr2:235709177:+	chr2:235807940:+;chr2:236125250:+
SCG5	0.00130785434052513	TSS01-PA01	chr15:32641613:+|chr15:32696892:+	8.8372093217694	chr15:32697092:+	chr15:32696892:+	TUTR	0.00859661277124538	TRUE	chr15:32641613:+;chr15:32641676:+;chr15:32643623:+	chr15:32696892:+;chr15:32697092:+
CYGB	0.00131370797422924	TSS04-PA02	chr17:76537709:-|chr17:76528123:-	7.92214912280702	chr17:76527356:-	chr17:76528123:-	TUTR	0.00861041740823392	TRUE	chr17:76537652:-;chr17:76537709:-	chr17:76527356:-;chr17:76528123:-
MMP28	0.00131849088321109	TSS05-PA03	chr17:35795707:-|chr17:35778505:-	8.83629950296617	chr17:35765865:-	chr17:35778505:-	ALE	0.00861714554440527	TRUE	chr17:35795624:-;chr17:35795707:-	chr17:35756249:-;chr17:35765865:-;chr17:35778505:-
