gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
CCDC50	1.60215000395399e-05	TSS03-PA02	chr3:191361103:+|chr3:191393676:+	19.6908190019109	chr3:191392162:+	chr3:191393676:+	TUTR	0.000105165920714087	TRUE	chr3:191329394:+;chr3:191361103:+	chr3:191392162:+;chr3:191393676:+;chr3:191394470:+;chr3:191394781:+;chr3:191395588:+
ICA1	1.6558444278175e-05	TSS06-PA02	chr7:8262052:-|chr7:8113775:-	10.1586443705346	chr7:8113184:-	chr7:8113775:-	TUTR	0.000108466345302602	TRUE	chr7:8262052:-;chr7:8262145:-;chr7:8262273:-;chr7:8262527:-	chr7:8113775:-;chr7:8113184:-
STAG1	1.67547529434169e-05	TSS01-PA01	chr3:136359189:-|chr3:136336236:-	5.59354242671504	chr3:136336236:-	chr3:136337398:-	TUTR	0.000109526440537522	TRUE	chr3:136359189:-;chr3:136473603:-;chr3:136752366:-	chr3:136336236:-;chr3:136337398:-
NCOA2	1.79532405492726e-05	TSS01-PA01	chr8:70128747:-|chr8:70109782:-	9.06151454585832	chr8:70156145:-	chr8:70109782:-	ALE	0.000117120010729033	TRUE	chr8:70128747:-;chr8:70141242:-;chr8:70403808:-	chr8:70109782:-;chr8:70156145:-;chr8:70166948:-
ABI1	1.96107634529348e-05	TSS01-PA02	chr10:26823290:-|chr10:26746892:-	15.3768341651641	chr10:26747814:-	chr10:26746892:-	TUTR	0.000127670892397487	TRUE	chr10:26823290:-;chr10:26860892:-;chr10:26861087:-	chr10:26746892:-;chr10:26746596:-;chr10:26747076:-;chr10:26747814:-;chr10:26747876:-
NOL4	1.98309812569334e-05	TSS11-PA05	chr18:34224910:-|chr18:34129887:-	9	chr18:33851103:-	chr18:34129887:-	ALE	0.000128840546939218	TRUE	chr18:34048594:-;chr18:34222092:-;chr18:34222289:-;chr18:34224910:-	chr18:33851103:-;chr18:34129887:-
CCPG1	2.00521215383462e-05	TSS04-PA01	chr15:55365276:-|chr15:55355239:-	13.9836911086316	chr15:55358842:-	chr15:55375211:-	ALE	0.000130011408423114	TRUE	chr15:55365276:-;chr15:55408052:-;chr15:55408279:-;chr15:55408359:-	chr15:55355239:-;chr15:55358842:-;chr15:55355640:-;chr15:55375211:-
SEPTIN8	2.03128237502199e-05	TSS01-PA02	chr5:132760871:-|chr5:132756004:-	5.60847979913262	chr5:132756004:-	chr5:132750824:-	ALE	0.000131433484835944	TRUE	chr5:132760871:-;chr5:132765474:-;chr5:132777220:-;chr5:132777344:-	chr5:132756004:-;chr5:132750824:-;chr5:132758143:-
MARK1	2.0573966723731e-05	TSS03-PA03	chr1:220528553:+|chr1:220663931:+	11.2779624055629	chr1:220662454:+	chr1:220663931:+	TUTR	0.000132852626587995	TRUE	chr1:220528136:+;chr1:220528366:+;chr1:220528553:+;chr1:220528663:+;chr1:220528816:+	chr1:220582898:+;chr1:220662454:+;chr1:220663931:+;chr1:220664371:+
POMT2	2.07173314613455e-05	TSS04-PA01	chr14:77280074:-|chr14:77274956:-	3.19059518400727	chr14:77274956:-	chr14:77276983:-	TUTR	0.000133507022419259	TRUE	chr14:77280074:-;chr14:77280463:-;chr14:77283852:-;chr14:77285041:-;chr14:77285603:-;chr14:77320629:-;chr14:77320802:-	chr14:77274956:-;chr14:77276983:-
PPM1K	2.1266673489846e-05	TSS06-PA04	chr4:88284769:-|chr4:88268742:-	8.54473912016999	chr4:88257620:-	chr4:88268742:-	ALE	0.000136769679508585	TRUE	chr4:88284261:-;chr4:88284561:-;chr4:88284769:-	chr4:88257620:-;chr4:88268742:-;chr4:88261682:-;chr4:88264342:-;chr4:88274929:-
EPHA10	2.13810953952178e-05	TSS06-PA01	chr1:37752969:-|chr1:37715976:-	12.9150943396226	chr1:37760272:-	chr1:37715976:-	ALE	0.000137227757718398	TRUE	chr1:37752969:-;chr1:37765120:-	chr1:37715976:-;chr1:37760272:-
LAS1L	2.23654435622999e-05	TSS01-PA02	chrX:65523617:-|chrX:65520429:-	16.5691716062074	chrX:65512582:-	chrX:65520429:-	ALE	0.000143256077010941	TRUE	chrX:65523617:-;chrX:65534754:-	chrX:65520429:-;chrX:65512582:-
PLEKHA7	2.26094441293913e-05	TSS06-PA01	chr11:16801044:-|chr11:16777297:-	6.72222222222222	chr11:16787663:-	chr11:16777297:-	ALE	0.000144527573438785	TRUE	chr11:16789857:-;chr11:16801044:-;chr11:17014412:-	chr11:16777297:-;chr11:16787663:-
MRPS5	2.340275305154e-05	TSS07-PA02	chr2:95121978:-|chr2:95109948:-	9.66713045277174	chr2:95087207:-	chr2:95109948:-	ALE	0.00014929828603362	TRUE	chr2:95121808:-;chr2:95121978:-	chr2:95087207:-;chr2:95109948:-
CYREN	2.41971025604899e-05	TSS05-PA03	chr7:135170511:-|chr7:135161314:-	6.86050839328537	chr7:135092309:-	chr7:135165820:-	ALE	0.0001537492357139	TRUE	chr7:135170511:-;chr7:135170661:-;chr7:135170795:-	chr7:135092309:-;chr7:135161314:-;chr7:135159796:-;chr7:135161547:-;chr7:135162463:-;chr7:135163182:-;chr7:135165820:-
EHMT1	2.41972357119767e-05	TSS21-PA02	chr9:137777970:+|chr9:137836127:+	4.43646543330088	chr9:137836127:+	chr9:137835732:+	TUTR	0.0001537492357139	TRUE	chr9:137618992:+;chr9:137665956:+;chr9:137667007:+;chr9:137710970:+;chr9:137716927:+;chr9:137743377:+;chr9:137744064:+;chr9:137754231:+;chr9:137777970:+;chr9:137782338:+;chr9:137790884:+;chr9:137798850:+;chr9:137813491:+;chr9:137816000:+	chr9:137835732:+;chr9:137836127:+
FAM110B	2.49001048442883e-05	TSS03-PA02	chr8:58070207:+|chr8:58148784:+	3.20270132234791	chr8:58148784:+	chr8:58147706:+	TUTR	0.000157899467246115	TRUE	chr8:57994523:+;chr8:58031616:+;chr8:58070207:+;chr8:58070318:+	chr8:58147706:+;chr8:58148784:+
AGAP3	2.60884383115372e-05	TSS02-PA01	chr7:151086475:+|chr7:151123636:+	14.620826476176	chr7:151144433:+	chr7:151123636:+	ALE	0.000164922713839753	TRUE	chr7:151085831:+;chr7:151086475:+;chr7:151087067:+;chr7:151117392:+;chr7:151117754:+;chr7:151118209:+;chr7:151118268:+;chr7:151120016:+;chr7:151120071:+;chr7:151128577:+;chr7:151134425:+;chr7:151134482:+	chr7:151123636:+;chr7:151144433:+
BRSK2	2.61114652380849e-05	TSS01-PA02	chr11:1389899:+|chr11:1462685:+	4.39250526679016	chr11:1461740:+	chr11:1462685:+	TUTR	0.000164922713839753	TRUE	chr11:1389899:+;chr11:1390285:+;chr11:1440799:+;chr11:1442445:+;chr11:1450658:+	chr11:1461740:+;chr11:1462685:+
DCAF8	2.62378505921994e-05	TSS03-PA01	chr1:160220139:-|chr1:160215720:-	5.7948652008058	chr1:160215720:-	chr1:160216659:-	TUTR	0.000165392165340114	TRUE	chr1:160218858:-;chr1:160220139:-;chr1:160224472:-;chr1:160224528:-;chr1:160262407:-	chr1:160215720:-;chr1:160216659:-;chr1:160216742:-
PHC1	2.65234725149057e-05	TSS07-PA02	chr12:8930612:+|chr12:8941467:+	4.21177699438569	chr12:8941467:+	chr12:8940297:+	TUTR	0.00016686152906902	TRUE	chr12:8914696:+;chr12:8917655:+;chr12:8922744:+;chr12:8930612:+;chr12:8930916:+;chr12:8933322:+	chr12:8940297:+;chr12:8941467:+
PTPRD	2.66765991545003e-05	TSS01-PA01	chr9:8484259:-|chr9:8315641:-	9.84634236226276	chr9:8317722:-	chr9:8315641:-	TUTR	0.000167493192715114	TRUE	chr9:8484259:-;chr9:8485636:-;chr9:8733946:-	chr9:8315641:-;chr9:8317722:-;chr9:8316224:-
TTC37	2.70192506301952e-05	TSS13-PA02	chr5:95554944:-|chr5:95522079:-	2.23412704798924	chr5:95463894:-	chr5:95522079:-	ALE	0.000169309978801046	TRUE	chr5:95513000:-;chr5:95516674:-;chr5:95516768:-;chr5:95522086:-;chr5:95525661:-;chr5:95540800:-;chr5:95554944:-	chr5:95463894:-;chr5:95522079:-
TTC39C	2.75364493497472e-05	TSS03-PA01	chr18:24014420:+|chr18:24020288:+	10.7142857142857	chr18:24133028:+	chr18:24132644:+	TUTR	0.000172211219653832	TRUE	chr18:24014420:+;chr18:24014754:+	chr18:24020288:+;chr18:24132644:+;chr18:24133028:+
ATG13	2.78460857356028e-05	TSS01-PA01	chr11:46617276:+|chr11:46673036:+	3.75328646013677	chr11:46674518:+	chr11:46673036:+	TUTR	0.000173805529237741	TRUE	chr11:46617276:+;chr11:46617527:+;chr11:46617791:+;chr11:46644337:+;chr11:46657060:+;chr11:46659422:+;chr11:46667872:+	chr11:46673036:+;chr11:46674518:+
PRPF40A	2.91168394601385e-05	TSS08-PA03	chr2:152717932:-|chr2:152672551:-	5.95190852951005	chr2:152672551:-	chr2:152657973:-	ALE	0.000181380782284039	TRUE	chr2:152717435:-;chr2:152717932:-	chr2:152655332:-;chr2:152657973:-;chr2:152672551:-
GAB1	2.92324827476756e-05	TSS01-PA01	chr4:143336762:+|chr4:143470132:+	18.5280550774527	chr4:143470977:+	chr4:143470132:+	TUTR	0.00018174480956823	TRUE	chr4:143336762:+;chr4:143336876:+;chr4:143337178:+;chr4:143440173:+	chr4:143470132:+;chr4:143470977:+;chr4:143471163:+;chr4:143472434:+;chr4:143473299:+
KAT6B	2.97204116321904e-05	TSS02-PA04	chr10:74825255:+|chr10:75028994:+	8.58425772512282	chr10:75022173:+	chr10:75028994:+	ALE	0.0001844174760849	TRUE	chr10:74824927:+;chr10:74825255:+;chr10:74825479:+;chr10:74826413:+;chr10:74826552:+;chr10:74842864:+	chr10:74960578:+;chr10:75022173:+;chr10:75025186:+;chr10:75028994:+;chr10:75032287:+
NARF	3.10465035830488e-05	TSS10-PA02	chr17:82484808:+|chr17:82490542:+	7.10445751375841	chr17:82488259:+	chr17:82490542:+	TUTR	0.00019227045201432	TRUE	chr17:82458180:+;chr17:82458649:+;chr17:82484808:+	chr17:82488259:+;chr17:82490542:+
SPATA33	3.17382834666515e-05	TSS03-PA02	chr16:89658047:+|chr16:89670458:+	12.0385815602837	chr16:89661508:+	chr16:89670458:+	ALE	0.000196172230687844	TRUE	chr16:89657740:+;chr16:89657802:+;chr16:89658047:+	chr16:89661508:+;chr16:89670458:+
NEO1	3.2766613437934e-05	TSS08-PA03	chr15:73254717:+|chr15:73303445:+	7.3504125054277	chr15:73303393:+	chr15:73303445:+	TUTR	0.000202135011441391	TRUE	chr15:73052463:+;chr15:73052610:+;chr15:73122634:+;chr15:73135985:+;chr15:73254717:+	chr15:73137352:+;chr15:73303393:+;chr15:73303445:+
SEPSECS	3.28354260899492e-05	TSS08-PA06	chr4:25160546:-|chr4:25153697:-	7.63736658456486	chr4:25122040:-	chr4:25120028:-	TUTR	0.000202166954821257	TRUE	chr4:25160362:-;chr4:25160546:-	chr4:25120028:-;chr4:25120404:-;chr4:25122040:-;chr4:25122096:-;chr4:25123609:-;chr4:25153697:-;chr4:25154473:-
SYNCRIP	3.43559952954125e-05	TSS02-PA01	chr6:85641451:-|chr6:85611089:-	15.1655541654838	chr6:85618847:-	chr6:85611320:-	ALE	0.000211119916931384	TRUE	chr6:85641451:-;chr6:85642886:-;chr6:85643778:-	chr6:85611089:-;chr6:85611320:-;chr6:85618847:-;chr6:85614202:-
CDK16	3.46395711461454e-05	TSS04-PA01	chrX:47218303:+|chrX:47228991:+	6.19588652482269	chrX:47229997:+	chrX:47228991:+	TUTR	0.000212451578245761	TRUE	chrX:47218027:+;chrX:47218233:+;chrX:47218303:+;chrX:47218681:+;chrX:47218776:+;chrX:47223638:+;chrX:47225965:+;chrX:47227181:+	chrX:47228991:+;chrX:47229997:+
DDX3Y	3.49632574501469e-05	TSS05-PA01	chrY:12905705:+|chrY:12918534:+	15.519906323185	chrY:12920475:+	chrY:12918534:+	TUTR	0.000214023639535871	TRUE	chrY:12904786:+;chrY:12904849:+;chrY:12905705:+;chrY:12912963:+	chrY:12918534:+;chrY:12920475:+
CDH6	3.57608149379079e-05	TSS03-PA05	chr5:31294199:+|chr5:31324584:+	5.9835000746603	chr5:31324584:+	chr5:31323947:+	TUTR	0.000218484825111026	TRUE	chr5:31193686:+;chr5:31193750:+;chr5:31294199:+	chr5:31318412:+;chr5:31319042:+;chr5:31323947:+;chr5:31324584:+;chr5:31251857:+
RNF138	3.79505801546284e-05	TSS01-PA02	chr18:32091874:+|chr18:32130812:+	7.21318527282188	chr18:32130717:+	chr18:32131561:+	TUTR	0.000231418412958262	TRUE	chr18:32091874:+;chr18:32092606:+;chr18:32092663:+;chr18:32123525:+	chr18:32130717:+;chr18:32130812:+;chr18:32131561:+
KDM2B	3.81326735393835e-05	TSS13-PA03	chr12:121580225:-|chr12:121429781:-	3.65188534869386	chr12:121429096:-	chr12:121429781:-	TUTR	0.000232083340679351	TRUE	chr12:121536235:-;chr12:121537616:-;chr12:121579644:-;chr12:121580225:-	chr12:121429096:-;chr12:121429373:-;chr12:121429781:-
HNRNPA3	3.82731113394858e-05	TSS04-PA05	chr2:177216526:+|chr2:177221377:+	17.8663260515212	chr2:177220534:+	chr2:177219778:+	TUTR	0.000232492685899706	TRUE	chr2:177212563:+;chr2:177212694:+;chr2:177216526:+	chr2:177219778:+;chr2:177220534:+;chr2:177221377:+;chr2:177223853:+;chr2:177221013:+;chr2:177221336:+
ZSCAN12	3.95019393907898e-05	TSS02-PA02	chr6:28383439:-|chr6:28378960:-	6.35282412292271	chr6:28378824:-	chr6:28378960:-	ALE	0.000239499353901792	TRUE	chr6:28383439:-;chr6:28399731:-	chr6:28378824:-;chr6:28378960:-;chr6:28379217:-;chr6:28380060:-;chr6:28386821:-;chr6:28388950:-
OGT	4.00837990500223e-05	TSS08-PA03	chrX:71564664:+|chrX:71575892:+	3.1187906228196	chrX:71575892:+	chrX:71575844:+	TUTR	0.000242564246822706	TRUE	chrX:71533104:+;chrX:71533300:+;chrX:71564664:+	chrX:71574352:+;chrX:71575844:+;chrX:71575892:+
CA5BP1	4.21800566081476e-05	TSS02-PA05	chrX:15675458:+|chrX:15703721:+	8.94490196078431	chrX:15703721:+	chrX:15699722:+	ALE	0.000254764334304344	TRUE	chrX:15674916:+;chrX:15675458:+;chrX:15675715:+	chrX:15703721:+;chrX:15693675:+;chrX:15699369:+;chrX:15699722:+;chrX:15699761:+
MARK3	4.26286768841788e-05	TSS04-PA01	chr14:103385980:+|chr14:103503282:+	4.15122300901906	chr14:103503831:+	chr14:103503361:+	TUTR	0.000256985401254338	TRUE	chr14:103385364:+;chr14:103385541:+;chr14:103385860:+;chr14:103385980:+;chr14:103405134:+;chr14:103465714:+;chr14:103466053:+	chr14:103503282:+;chr14:103503361:+;chr14:103503831:+
AP3D1	4.37788152873008e-05	TSS11-PA03	chr19:2151557:-|chr19:2114153:-	12.4018433179723	chr19:2100994:-	chr19:2114153:-	ALE	0.000263419121529838	TRUE	chr19:2110805:-;chr19:2111329:-;chr19:2114239:-;chr19:2151557:-	chr19:2100994:-;chr19:2114153:-
BAALC	4.61230532063921e-05	TSS02-PA02	chr8:103140898:+|chr8:103230303:+	3.52406084432108	chr8:103230303:+	chr8:103229350:+	TUTR	0.00027699988664784	TRUE	chr8:103140713:+;chr8:103140898:+	chr8:103229350:+;chr8:103230303:+
EPHA4	4.63637990263641e-05	TSS07-PA02	chr2:221572283:-|chr2:221420015:-	7.64470588235294	chr2:221418035:-	chr2:221420015:-	TUTR	0.000277920357559922	TRUE	chr2:221425540:-;chr2:221434249:-;chr2:221572283:-	chr2:221418035:-;chr2:221420015:-
CTR9	4.68971934387314e-05	TSS05-PA04	chr11:10772507:+|chr11:10779742:+	17.9134338116032	chr11:10773253:+	chr11:10779742:+	ALE	0.000280588292946986	TRUE	chr11:10751246:+;chr11:10772507:+	chr11:10773253:+;chr11:10774119:+;chr11:10774160:+;chr11:10779742:+
ARHGEF7	4.72426696613777e-05	TSS11-PA03	chr13:111241145:+|chr13:111305732:+	3.61599099099099	chr13:111305732:+	chr13:111295192:+	ALE	0.000282123987808641	TRUE	chr13:111115419:+;chr13:111153647:+;chr13:111186854:+;chr13:111203060:+;chr13:111241145:+	chr13:111305732:+;chr13:111295192:+;chr13:111301533:+
B9D1	4.85156391090656e-05	TSS05-PA05	chr17:19362669:-|chr17:19343175:-	7.43321718931475	chr17:19340919:-	chr17:19335372:-	ALE	0.000289182336678239	TRUE	chr17:19362597:-;chr17:19362669:-	chr17:19334695:-;chr17:19335152:-;chr17:19335372:-;chr17:19340919:-;chr17:19343175:-;chr17:19356811:-
MBOAT7	5.22328365009857e-05	TSS03-PA02	chr19:54188278:-|chr19:54178325:-	13.4100240963855	chr19:54173416:-	chr19:54178325:-	ALE	0.000310219111259923	TRUE	chr19:54180790:-;chr19:54183634:-;chr19:54188278:-;chr19:54189295:-;chr19:54189443:-;chr19:54189549:-;chr19:54189672:-	chr19:54173416:-;chr19:54178325:-
CASC15	5.22402343481456e-05	TSS01-PA04	chr6:21664184:+|chr6:22111138:+	16.6406926406926	chr6:22191895:+	chr6:22111138:+	ALE	0.000310219111259923	TRUE	chr6:21664184:+;chr6:21666388:+	chr6:22111138:+;chr6:21670786:+;chr6:21912493:+;chr6:21982813:+;chr6:22191895:+
TPM4	5.38299770451201e-05	TSS09-PA03	chr19:16077016:+|chr19:16103005:+	4.38887267231004	chr19:16103005:+	chr19:16102197:+	TUTR	0.000319063128866318	TRUE	chr19:16076073:+;chr19:16076439:+;chr19:16076645:+;chr19:16077016:+;chr19:16088059:+	chr19:16103005:+;chr19:16102197:+;chr19:16102357:+
CACNA2D1	5.52765787364652e-05	TSS01-PA01	chr7:81964282:-|chr7:81946444:-	3.86949822469351	chr7:81946444:-	chr7:82064189:-	ALE	0.000327027356882216	TRUE	chr7:81964282:-;chr7:82005790:-;chr7:82032901:-;chr7:82443715:-;chr7:82443777:-	chr7:81946444:-;chr7:82064189:-
KIF2A	5.81124775918001e-05	TSS08-PA02	chr5:62361306:+|chr5:62387181:+	11.9420355275046	chr5:62386383:+	chr5:62387181:+	TUTR	0.000343166061912916	TRUE	chr5:62306162:+;chr5:62306452:+;chr5:62347147:+;chr5:62353275:+;chr5:62361306:+	chr5:62386383:+;chr5:62387181:+
HACD3	5.85052121568718e-05	TSS07-PA02	chr15:65564222:+|chr15:65578349:+	9.21761807683622	chr15:65578349:+	chr15:65576369:+	TUTR	0.000344844265347647	TRUE	chr15:65530418:+;chr15:65530588:+;chr15:65530754:+;chr15:65564222:+	chr15:65576369:+;chr15:65578349:+
ANKRD6	5.90246920647284e-05	TSS01-PA02	chr6:89433152:+|chr6:89633678:+	8.31872002398082	chr6:89631498:+	chr6:89633833:+	TUTR	0.000347261938314152	TRUE	chr6:89433152:+;chr6:89562318:+;chr6:89562401:+;chr6:89562631:+;chr6:89562786:+;chr6:89562845:+	chr6:89631498:+;chr6:89633678:+;chr6:89633833:+
RAB2A	6.14357832215177e-05	TSS03-PA03	chr8:60517176:+|chr8:60623096:+	10.6823374584243	chr8:60621999:+	chr8:60623096:+	TUTR	0.000360779081875715	TRUE	chr8:60516910:+;chr8:60516987:+;chr8:60517176:+;chr8:60558852:+;chr8:60584723:+	chr8:60621884:+;chr8:60621999:+;chr8:60623096:+
STN1	6.4702591853137e-05	TSS03-PA02	chr10:103918130:-|chr10:103880135:-	10.4648648648649	chr10:103882526:-	chr10:103882073:-	TUTR	0.000379262240438038	TRUE	chr10:103918130:-;chr10:103918184:-	chr10:103880135:-;chr10:103882526:-;chr10:103877569:-;chr10:103881716:-;chr10:103882073:-
SMIM19	6.48559650553913e-05	TSS01-PA03	chr8:42541148:+|chr8:42554465:+	9.24780658997856	chr8:42552974:+	chr8:42554465:+	TUTR	0.000379461143611378	TRUE	chr8:42541148:+;chr8:42541585:+;chr8:42541793:+;chr8:42546428:+	chr8:42554465:+;chr8:42552974:+;chr8:42553620:+;chr8:42555192:+
FAM49B	6.8270196011177e-05	TSS03-PA01	chr8:130016637:-|chr8:129839593:-	4.69967082678992	chr8:129841470:-	chr8:129839593:-	TUTR	0.000398702964572627	TRUE	chr8:129939746:-;chr8:130016556:-;chr8:130016637:-	chr8:129839593:-;chr8:129841470:-
KCNK2	6.84067354888254e-05	TSS06-PA01	chr1:215083124:+|chr1:215236247:+	5.18920701853023	chr1:215237090:+	chr1:215236247:+	TUTR	0.000398767336968804	TRUE	chr1:215081793:+;chr1:215082737:+;chr1:215083124:+;chr1:215083235:+;chr1:215083517:+	chr1:215237090:+;chr1:215236247:+
KLF7	6.86299280845226e-05	TSS05-PA02	chr2:207166186:-|chr2:207080356:-	10.120054358377	chr2:207079061:-	chr2:207080356:-	TUTR	0.000399335680447854	TRUE	chr2:207165571:-;chr2:207165948:-;chr2:207166186:-	chr2:207079061:-;chr2:207080356:-
UBE3C	7.16239211431977e-05	TSS01-PA01	chr7:157138916:+|chr7:157269117:+	8.25794392523365	chr7:157269370:+	chr7:157269117:+	TUTR	0.000415994876548335	TRUE	chr7:157138916:+;chr7:157139195:+;chr7:157139279:+;chr7:157207513:+;chr7:157225500:+	chr7:157269117:+;chr7:157269370:+
GTDC1	7.2159127367879e-05	TSS02-PA02	chr2:144145905:-|chr2:144005241:-	4.353443370371	chr2:143946014:-	chr2:144005241:-	ALE	0.000418338590598087	TRUE	chr2:144145905:-;chr2:144211579:-;chr2:144235737:-;chr2:144332234:-;chr2:144332512:-;chr2:144333069:-	chr2:143946014:-;chr2:144005241:-
EIF2AK2	7.37245332690005e-05	TSS06-PA04	chr2:37157192:-|chr2:37107292:-	17.683768115942	chr2:37106503:-	chr2:37107292:-	ALE	0.000426635413835364	TRUE	chr2:37148988:-;chr2:37156935:-;chr2:37157192:-	chr2:37106503:-;chr2:37099210:-;chr2:37105138:-;chr2:37107292:-;chr2:37133900:-
LMBR1	7.39410438833341e-05	TSS05-PA02	chr7:156763177:-|chr7:156681522:-	5.58606084632846	chr7:156682939:-	chr7:156680881:-	TUTR	0.000427110357122459	TRUE	chr7:156763177:-;chr7:156892987:-;chr7:156893157:-	chr7:156680881:-;chr7:156681522:-;chr7:156682939:-;chr7:156682430:-;chr7:156683176:-
SYNJ1	7.617658248125e-05	TSS02-PA01	chr21:32645710:-|chr21:32628764:-	8.29703310802767	chr21:32665986:-	chr21:32628764:-	ALE	0.000439225049987171	TRUE	chr21:32641945:-;chr21:32645710:-;chr21:32727921:-;chr21:32728013:-	chr21:32628764:-;chr21:32650294:-;chr21:32665986:-
MMP16	7.65227405480625e-05	TSS01-PA03	chr8:88327206:-|chr8:88045332:-	4.1025641025641	chr8:88045332:-	chr8:88038904:-	ALE	0.00044042164261086	TRUE	chr8:88327206:-;chr8:88327483:-	chr8:88045332:-;chr8:88038904:-;chr8:88068693:-;chr8:88118353:-
PPP4R3A	7.69661645506227e-05	TSS03-PA01	chr14:91481873:-|chr14:91457617:-	5.87856788171749	chr14:91457617:-	chr14:91458008:-	TUTR	0.000442172703033144	TRUE	chr14:91481873:-;chr14:91481998:-;chr14:91509647:-;chr14:91510300:-;chr14:91510554:-	chr14:91457617:-;chr14:91458008:-;chr14:91458139:-;chr14:91462058:-
CNOT2	8.0568029667528e-05	TSS13-PA04	chr12:70338766:+|chr12:70354993:+	8.94245323069086	chr12:70354993:+	chr12:70331700:+	ALE	0.00046203001850855	TRUE	chr12:70243002:+;chr12:70243410:+;chr12:70278132:+;chr12:70337483:+;chr12:70338766:+	chr12:70331700:+;chr12:70338522:+;chr12:70354257:+;chr12:70354993:+
PFKFB4	8.07175980043858e-05	TSS05-PA03	chr3:48556803:-|chr3:48534337:-	7.31780167264038	chr3:48534084:-	chr3:48518757:-	ALE	0.000462053709657538	TRUE	chr3:48556803:-;chr3:48556890:-	chr3:48518757:-;chr3:48534084:-;chr3:48534337:-;chr3:48545619:-
VPS35	8.46396422944276e-05	TSS03-PA01	chr16:46679043:-|chr16:46659677:-	11.9637441699148	chr16:46660281:-	chr16:46659677:-	TUTR	0.000483633351743519	TRUE	chr16:46679043:-;chr16:46683606:-;chr16:46689147:-	chr16:46659677:-;chr16:46660281:-
GRIA1	8.73233451609966e-05	TSS08-PA03	chr5:153492172:+|chr5:153813869:+	4.96920317220544	chr5:153813680:+	chr5:153813869:+	TUTR	0.000497955635517788	TRUE	chr5:153490268:+;chr5:153490482:+;chr5:153490644:+;chr5:153490816:+;chr5:153491197:+;chr5:153492172:+;chr5:153493990:+	chr5:153813680:+;chr5:153811311:+;chr5:153813869:+
PIBF1	8.74596300342857e-05	TSS02-PA04	chr13:72782225:+|chr13:73016454:+	12.9352599497797	chr13:73016147:+	chr13:72998908:+	ALE	0.000497955635517788	TRUE	chr13:72782133:+;chr13:72782225:+	chr13:72998908:+;chr13:72999294:+;chr13:73016147:+;chr13:73016454:+
NUCB2	8.85350544348466e-05	TSS07-PA03	chr11:17276831:+|chr11:17331523:+	8.7347001934236	chr11:17331523:+	chr11:17331862:+	TUTR	0.000503176865723627	TRUE	chr11:17276714:+;chr11:17276831:+;chr11:17276970:+	chr11:17310979:+;chr11:17331384:+;chr11:17331523:+;chr11:17331862:+
NDUFA10	8.88262116603917e-05	TSS03-PA01	chr2:240011660:-|chr2:239957372:-	12.5305028764937	chr2:239960739:-	chr2:239957372:-	TUTR	0.000503930132937615	TRUE	chr2:240011660:-;chr2:240025306:-	chr2:239957372:-;chr2:239959578:-;chr2:239960739:-
ANKFY1	9.08616755683119e-05	TSS09-PA02	chr17:4263847:-|chr17:4163899:-	6.4732164970923	chr17:4163821:-	chr17:4163899:-	TUTR	0.000514558900678301	TRUE	chr17:4170861:-;chr17:4182298:-;chr17:4242450:-;chr17:4263847:-;chr17:4263956:-	chr17:4163821:-;chr17:4163899:-;chr17:4166084:-
ACYP2	9.53692412547158e-05	TSS02-PA01	chr2:53971108:+|chr2:54108991:+	5.39271255060729	chr2:54305141:+	chr2:54108991:+	ALE	0.000539124696559132	TRUE	chr2:53971108:+;chr2:54115403:+;chr2:54115504:+;chr2:54115615:+	chr2:54108991:+;chr2:54305141:+
MIA2	9.5875471021206e-05	TSS09-PA02	chr14:39267246:+|chr14:39350423:+	14.0925039872408	chr14:39350694:+	chr14:39350423:+	TUTR	0.000541023750327481	TRUE	chr14:39265284:+;chr14:39266672:+;chr14:39266922:+;chr14:39267086:+;chr14:39267246:+;chr14:39267385:+	chr14:39350423:+;chr14:39350694:+;chr14:39308569:+
CNTNAP3B	9.85727456824806e-05	TSS10-PA04	chr9:42129345:-|chr9:41894023:-	5.97107583774251	chr9:41894023:-	chr9:41923853:-	ALE	0.000555258179136952	TRUE	chr9:42129240:-;chr9:42129345:-;chr9:42129426:-;chr9:42129504:-	chr9:41894023:-;chr9:41923853:-;chr9:41892870:-;chr9:41985906:-;chr9:41995051:-
AZIN1	9.94591503878447e-05	TSS03-PA01	chr8:102858102:-|chr8:102826402:-	3.63542258895583	chr8:102826402:-	chr8:102827659:-	TUTR	0.000559259682800323	TRUE	chr8:102858102:-;chr8:102864035:-;chr8:102864128:-	chr8:102826402:-;chr8:102827659:-;chr8:102828003:-
SP4	9.98631494678774e-05	TSS02-PA01	chr7:21428195:+|chr7:21479097:+	17.591186440678	chr7:21511448:+	chr7:21479097:+	ALE	0.000560539268302909	TRUE	chr7:21428043:+;chr7:21428195:+	chr7:21479097:+;chr7:21511448:+;chr7:21512041:+;chr7:21514508:+;chr7:21514761:+
LRRC4	0.000102105296500558	TSS01-PA01	chr7:128031005:-|chr7:128027071:-	4.80697518443997	chr7:128028508:-	chr7:128027071:-	TUTR	0.000572113804201542	TRUE	chr7:128031005:-;chr7:128031437:-;chr7:128031621:-;chr7:128032107:-	chr7:128027071:-;chr7:128028508:-
