SE_id	p_value	dominant1_pas_id	dominant1_contrib_value	dominant2_pas_id	dominant2_contrib_value	annotation	FDR	exon	pas_id	sig	gene_id
CCDC149:SE02	0.169418312926375	chr4:24806501:-	3.10408163265306	chr4:24806117:-	0.0036182477513335	TUTR	0.544814067368115	chr4:24834948-24835032:-	chr4:24806117:-;chr4:24806501:-;chr4:24808193:-	FALSE	CCDC149
CCDC149:SE03	0.169418312926375	chr4:24806501:-	3.10408163265306	chr4:24806117:-	0.0036182477513335	TUTR	0.544814067368115	chr4:24837228-24837400:-	chr4:24806117:-;chr4:24806501:-;chr4:24808193:-	FALSE	CCDC149
CCDC149:SE04	0.169418312926375	chr4:24806501:-	3.10408163265306	chr4:24806117:-	0.0036182477513335	TUTR	0.544814067368115	chr4:24838156-24838272:-	chr4:24806117:-;chr4:24806501:-;chr4:24808193:-	FALSE	CCDC149
CCDC149:SE05	0.169418312926375	chr4:24806501:-	3.10408163265306	chr4:24806117:-	0.0036182477513335	TUTR	0.544814067368115	chr4:24873681-24873719:-	chr4:24806117:-;chr4:24806501:-;chr4:24808193:-	FALSE	CCDC149
CNTNAP3B:SE05	0.169419073459862	chr9:41894023:-	0.73744882568412	chr9:41923853:-	0.486157614761346	ALE	0.544814067368115	chr9:41970074-41970245:-	chr9:41892870:-;chr9:41894023:-;chr9:41923853:-	FALSE	CNTNAP3B
PHF21A:SE07	0.169500760897275	chr11:45932692:-	1.35174465620074	chr11:45932560:-	0.0596131944842326	TUTR	0.544989193471318	chr11:46118742-46118800:-	chr11:45932560:-;chr11:45932692:-	FALSE	PHF21A
SLC41A2:SE08	0.169589780018102	chr12:104802555:-	2.31125	chr12:104804409:-	0.096542817825765	TUTR	0.545187832807953	chr12:104931632-104931791:-	chr12:104802555:-;chr12:104804409:-;chr12:104804583:-	FALSE	SLC41A2
APBB2:SE03	0.169684020842969	chr4:40812779:-	3.45613700025465	chr4:40812303:-	0.179314149902385	TUTR	0.54540319209443	chr4:40934456-40934516:-	chr4:40812303:-;chr4:40812779:-;chr4:40813254:-;chr4:40815313:-;chr4:40815392:-	FALSE	APBB2
SPATA5:SE02	0.169966122694689	chr4:123319296:+	2.2180438726703	chr4:123314611:+	0.0139168650430323	TUTR	0.546046861273548	chr4:122935714-122935843:+	chr4:123102318:+;chr4:123314611:+;chr4:123319296:+	FALSE	SPATA5
SPATA5:SE03	0.169966122694689	chr4:123319296:+	2.2180438726703	chr4:123314611:+	0.0139168650430323	TUTR	0.546046861273548	chr4:122936100-122936156:+	chr4:123102318:+;chr4:123314611:+;chr4:123319296:+	FALSE	SPATA5
SPATA5:SE04	0.169966122694689	chr4:123319296:+	2.2180438726703	chr4:123314611:+	0.0139168650430323	TUTR	0.546046861273548	chr4:122938126-122938249:+	chr4:123102318:+;chr4:123314611:+;chr4:123319296:+	FALSE	SPATA5
COA8:SE01	0.170016904118896	chr14:103590270:+	1.54029304029304	chr14:103591888:+	1.15714285714286	TUTR	0.546122345681223	chr14:103563215-103563379:+	chr14:103590270:+;chr14:103590527:+;chr14:103591888:+	FALSE	COA8
SGIP1:SE03	0.170179977898475	chr1:66743643:+	2.41943709211751	chr1:66745085:+	0.0175045363637254	TUTR	0.5465584495568	chr1:66634080-66634163:+	chr1:66644000:+;chr1:66744372:+	FALSE	SGIP1
SUGT1:SE09	0.170234416527489	chr13:52687854:+	3.35728903334537	chr13:52688780:+	0.0145911439862194	TUTR	0.546603973621857	chr13:52664035-52664057:+	chr13:52680055:+;chr13:52687854:+;chr13:52688084:+;chr13:52688780:+	FALSE	SUGT1
UBE4B:SE01	0.170248771998934	chr1:10181239:+	0.633389229218362	chr1:10180601:+	0.0514166978542914	TUTR	0.546603973621857	chr1:10072028-10072214:+	chr1:10180601:+;chr1:10181239:+	FALSE	UBE4B
GRIA2:SE02	0.170304254900789	chr4:157366075:+	4.8770189149394	chr4:157364287:+	0.274919777780919	TUTR	0.546694412484247	chr4:157321438-157321599:+	chr4:157333307:+;chr4:157334631:+;chr4:157360954:+;chr4:157364287:+;chr4:157366075:+	FALSE	GRIA2
KLHL7:SE05	0.170398711215757	chr7:23175421:+	1.25292382476494	chr7:23175304:+	0.00382843889434177	TUTR	0.546909910997974	chr7:23165698-23165938:+	chr7:23175304:+;chr7:23175421:+	FALSE	KLHL7
BAZ1B:SE11	0.17060666770083	chr7:73440406:-	9.11022889897374	chr7:73477038:-	0.000495619623930624	ALE	0.54748957095272	chr7:73492800-73492921:-	chr7:73440406:-;chr7:73477038:-	FALSE	BAZ1B
POLH:SE05	0.170677468016993	chr6:43616611:+	3.39464640983903	chr6:43616301:+	1.4486198869305	TUTR	0.547628971202328	chr6:43603892-43604011:+	chr6:43614522:+;chr6:43615116:+;chr6:43615579:+;chr6:43616301:+;chr6:43616611:+;chr6:43619099:+	FALSE	POLH
HPS1:SE01	0.170818796340556	chr10:98416212:-	2.93469913621853	chr10:98417015:-	0.0027696120940239	TUTR	0.547961020275619	chr10:98418175-98418257:-	chr10:98416212:-;chr10:98417015:-	FALSE	HPS1
ATP2B1:SE01	0.170858615582378	chr12:89588049:-	1.55949172121679	chr12:89589804:-	0.0781589231437257	TUTR	0.547961020275619	chr12:89599117-89599299:-	chr12:89588049:-;chr12:89589804:-	FALSE	ATP2B1
PTPN2:SE02	0.170889729766941	chr18:12793534:-	4.66666720693269	chr18:12792152:-	0.175089691461373	TUTR	0.547961020275619	chr18:12840714-12840962:-	chr18:12792152:-;chr18:12792450:-;chr18:12793253:-;chr18:12793534:-;chr18:12793683:-	FALSE	PTPN2
RNF170:SE04	0.170903520230798	chr8:42853301:-	1	chr8:42855698:-	0.222222222222222	TUTR	0.547961020275619	chr8:42873931-42874006:-	chr8:42853301:-;chr8:42855698:-	FALSE	RNF170
TUT4:SE08	0.170917844095963	chr1:52423283:-	2.53754124430571	chr1:52509603:-	0.81374899732087	ALE	0.547961020275619	chr1:52529768-52529885:-	chr1:52423283:-;chr1:52423404:-;chr1:52475386:-;chr1:52509603:-	FALSE	TUT4
KHDRBS2:SE07	0.170954378928794	chr6:61680234:-	1.4549983231432	chr6:61679961:-	0.0109575811221419	TUTR	0.547990373840456	chr6:61707330-61707403:-	chr6:61679961:-;chr6:61680234:-	FALSE	KHDRBS2
SMIM14:SE01	0.171017530643849	chr4:39547297:-	3.24192027074366	chr4:39550907:-	0.00311768936249966	TUTR	0.548105024153185	chr4:39572415-39572463:-	chr4:39547297:-;chr4:39550907:-;chr4:39551425:-	FALSE	SMIM14
CSAD:SE05	0.171214757304264	chr12:53158303:-	0.50099383820314	chr12:53157663:-	0.470681605975723	TUTR	0.548565791096273	chr12:53171882-53171988:-	chr12:53157663:-;chr12:53158303:-	FALSE	CSAD
ANXA7:SE07	0.171216112764348	chr10:73375101:-	3.14143861903997	chr10:73375781:-	0.00114498394218439	TUTR	0.548565791096273	chr10:73396044-73396109:-	chr10:73375101:-;chr10:73375445:-;chr10:73375781:-	FALSE	ANXA7
SEC14L1:SE02	0.171273208583366	chr17:77217101:+	0.316305231322213	chr17:77214330:+	0.0556224472008305	TUTR	0.548612283942006	chr17:77196202-77196311:+	chr17:77214330:+;chr17:77217101:+	FALSE	SEC14L1
KLHL32:SE08	0.171291025851594	chr6:97140751:+	2.82532203586111	chr6:97140397:+	0.082127063573551	TUTR	0.548612283942006	chr6:97085126-97085341:+	chr6:97114743:+;chr6:97140017:+;chr6:97140397:+;chr6:97140751:+	FALSE	KLHL32
CHD5:SE11	0.171339080726955	chr1:6101792:-	1.93392857142857	chr1:6105089:-	0.152678571428572	TUTR	0.548612283942006	chr1:6146212-6146423:-	chr1:6101792:-;chr1:6105089:-	FALSE	CHD5
MDM2:SE01	0.171340264147963	chr12:68844187:+	0.916960093896714	chr12:68845432:+	0.675	TUTR	0.548612283942006	chr12:68815628-68815720:+	chr12:68842724:+;chr12:68845432:+	FALSE	MDM2
CDK5RAP2:SE09	0.171419556819007	chr9:120388875:-	2.23532845134747	chr9:120527870:-	0.00435047487126203	ALE	0.548778379675693	chr9:120545714-120545790:-	chr9:120388875:-;chr9:120389199:-;chr9:120527870:-	FALSE	CDK5RAP2
GAS8:SE02	0.17156653130367	chr16:90043471:+	1.90751822017645	chr16:90044958:+	0.0729833058154465	TUTR	0.549161062536856	chr16:90020830-90020911:+	chr16:90043471:+;chr16:90044958:+	FALSE	GAS8
THRAP3:SE07	0.171708458514199	chr1:36305357:+	0.669637090654457	chr1:36304570:+	0.0292544535544293	TUTR	0.549527469965094	chr1:36300886-36301084:+	chr1:36304570:+;chr1:36305357:+	FALSE	THRAP3
PAM:SE05	0.171755778226766	chr5:103029514:+	2.76021501764167	chr5:103029590:+	0.0172234518871859	TUTR	0.5495910313683	chr5:102987518-102987571:+	chr5:103029514:+;chr5:103029590:+;chr5:103029713:+	FALSE	PAM
MPRIP:SE09	0.171854078475111	chr17:17192641:+	8.78583287216381	chr17:17185560:+	0.0031232110292079	TUTR	0.549817675939794	chr17:17176426-17176512:+	chr17:17185560:+;chr17:17192641:+	FALSE	MPRIP
PTPN11:SE03	0.172004686671388	chr12:112509910:+	1.15920038719031	chr12:112473017:+	0.0497281948777345	ALE	0.550039407072784	chr12:112454564-112454680:+	chr12:112473017:+;chr12:112509476:+;chr12:112509763:+;chr12:112509910:+	FALSE	PTPN11
NUP98:SE10	0.172109943788623	chr11:3675019:-	1.07975374506987	chr11:3675869:-	0.0934282563420083	TUTR	0.550039407072784	chr11:3702463-3702892:-	chr11:3675019:-;chr11:3675869:-	FALSE	NUP98
MAP4K5:SE07	0.172121685184801	chr14:50419784:-	2.08061579378069	chr14:50418830:-	0.17904929291544	TUTR	0.550039407072784	chr14:50443729-50443770:-	chr14:50418521:-;chr14:50418830:-;chr14:50419784:-	FALSE	MAP4K5
TBC1D8:SE05	0.172132424096249	chr2:101007228:-	0.789317765449619	chr2:101010958:-	0.0786871165644168	ALE	0.550039407072784	chr2:101032268-101032385:-	chr2:101007228:-;chr2:101010958:-	FALSE	TBC1D8
ZC3H7B:SE12	0.172137258051312	chr22:41360090:+	0.261717983757201	chr22:41359324:+	0.125433676485775	TUTR	0.550039407072784	chr22:41355757-41355862:+	chr22:41359324:+;chr22:41360090:+	FALSE	ZC3H7B
PHTF1:SE05	0.172198008369816	chr1:113703823:-	2.75220747586553	chr1:113700268:-	1.28148070640485	ALE	0.550039407072784	chr1:113704666-113704797:-	chr1:113697209:-;chr1:113700025:-;chr1:113700268:-;chr1:113703823:-	FALSE	PHTF1
USP4:SE09	0.172220264349718	chr3:49277560:-	1.96797193950894	chr3:49277829:-	0.00419019623011256	TUTR	0.550039407072784	chr3:49297870-49297964:-	chr3:49277560:-;chr3:49277829:-;chr3:49278124:-	FALSE	USP4
ACE:SE02	0.172239894263462	chr17:63498373:+	1.38888888888889	chr17:63497620:+	0.0668449197860963	TUTR	0.550039407072784	chr17:63479007-63479100:+	chr17:63497620:+;chr17:63498373:+	FALSE	ACE
SEZ6L2:SE01	0.172256488621872	chr16:29871159:-	1.42857304058337	chr16:29871507:-	0.00614950583121941	TUTR	0.550039407072784	chr16:29872187-29872283:-	chr16:29871159:-;chr16:29871507:-	FALSE	SEZ6L2
SEZ6L2:SE05	0.172256488621872	chr16:29871159:-	1.42857304058337	chr16:29871507:-	0.00614950583121941	TUTR	0.550039407072784	chr16:29873538-29873729:-	chr16:29871159:-;chr16:29871507:-	FALSE	SEZ6L2
CEP164:SE02	0.172312479021908	chr11:117413266:+	2.03713527851459	chr11:117351952:+	0.0591133004926108	ALE	0.550039407072784	chr11:117338566-117338668:+	chr11:117351952:+;chr11:117413266:+	FALSE	CEP164
NIPBL:SE01	0.172347092964607	chr5:36986106:+	3.74809896720009	chr5:36975878:+	0.00116659184460614	ALE	0.550039407072784	chr5:36953618-36953760:+	chr5:36975878:+;chr5:36985201:+;chr5:36986106:+;chr5:37000855:+	FALSE	NIPBL
NIPBL:SE02	0.172347092964607	chr5:36986106:+	3.74809896720009	chr5:36975878:+	0.00116659184460614	ALE	0.550039407072784	chr5:36955472-36955637:+	chr5:36975878:+;chr5:36985201:+;chr5:36986106:+;chr5:37000855:+	FALSE	NIPBL
NTRK2:SE07	0.172399257529976	chr9:85022038:+	1.92717025781542	chr9:84957389:+	0.232983625845671	ALE	0.550039407072784	chr9:84861040-84861087:+	chr9:84957389:+;chr9:85022038:+;chr9:85023205:+;chr9:85024027:+	FALSE	NTRK2
ZNF570:SE02	0.17241757682176	chr19:37484209:+	4.11551001397298	chr19:37488652:+	0.00276548672566371	ALE	0.550039407072784	chr19:37475881-37476007:+	chr19:37484209:+;chr19:37485340:+;chr19:37486509:+;chr19:37488652:+	FALSE	ZNF570
SUPT16H:SE04	0.172471354800109	chr14:21351476:-	0.369853359917942	chr14:21352683:-	0.00937307327959088	ALE	0.550039407072784	chr14:21360415-21360533:-	chr14:21351476:-;chr14:21352683:-	FALSE	SUPT16H
SUPT16H:SE05	0.172471354800109	chr14:21351476:-	0.369853359917942	chr14:21352683:-	0.00937307327959088	ALE	0.550039407072784	chr14:21360846-21360972:-	chr14:21351476:-;chr14:21352683:-	FALSE	SUPT16H
SUPT16H:SE06	0.172471354800109	chr14:21351476:-	0.369853359917942	chr14:21352683:-	0.00937307327959088	ALE	0.550039407072784	chr14:21361078-21361213:-	chr14:21351476:-;chr14:21352683:-	FALSE	SUPT16H
SUPT16H:SE07	0.172471354800109	chr14:21351476:-	0.369853359917942	chr14:21352683:-	0.00937307327959088	ALE	0.550039407072784	chr14:21362197-21362324:-	chr14:21351476:-;chr14:21352683:-	FALSE	SUPT16H
USP4:SE07	0.172486586836835	chr3:49277560:-	1.96590151239183	chr3:49277829:-	0.00417818560297513	TUTR	0.550039407072784	chr3:49292510-49292598:-	chr3:49277560:-;chr3:49277829:-;chr3:49278124:-	FALSE	USP4
EFTUD2:SE01	0.172525908800664	chr17:44850833:-	0.627161317833769	chr17:44850293:-	0.0446826885851278	TUTR	0.550039407072784	chr17:44853296-44853390:-	chr17:44850293:-;chr17:44850833:-	FALSE	EFTUD2
KIF16B:SE15	0.172598975816908	chr20:16381695:-	2.69959473150963	chr20:16272104:-	0.00629146648364216	ALE	0.550039407072784	chr20:16506022-16506190:-	chr20:16272104:-;chr20:16272149:-;chr20:16381695:-	FALSE	KIF16B
KIF16B:SE19	0.172598975816908	chr20:16381695:-	2.69959473150963	chr20:16272104:-	0.00629146648364216	ALE	0.550039407072784	chr20:16515548-16515664:-	chr20:16272104:-;chr20:16272149:-;chr20:16381695:-	FALSE	KIF16B
CSGALNACT1:SE01	0.172608690699115	chr8:19405257:-	1.66927532561335	chr8:19404161:-	0.0243956311383687	TUTR	0.550039407072784	chr8:19409238-19409424:-	chr8:19404161:-;chr8:19405257:-	FALSE	CSGALNACT1
PPP1R9A:SE02	0.172619696870447	chr7:95250087:+	2.73056181309304	chr7:95251805:+	0.000823689928748316	ALE	0.550039407072784	chr7:95120712-95120832:+	chr7:95250087:+;chr7:95251805:+;chr7:95290938:+	FALSE	PPP1R9A
SEC14L2:SE03	0.172637899337059	chr22:30424605:+	1.15530873493976	chr22:30425290:+	1.1528003907522	TUTR	0.550039407072784	chr22:30407095-30407154:+	chr22:30416975:+;chr22:30423840:+;chr22:30424605:+;chr22:30425290:+	FALSE	SEC14L2
ARNTL2:SE01	0.17268201855318	chr12:27425286:+	0.735294117647059	chr12:27424085:+	0.557767722473605	TUTR	0.550092408298886	chr12:27370129-27370230:+	chr12:27424085:+;chr12:27424366:+;chr12:27425286:+	FALSE	ARNTL2
SLC7A8:SE01	0.172770446635424	chr14:23125452:-	2.50328495034377	chr14:23125299:-	0.0245059711242658	TUTR	0.550286519638448	chr14:23137921-23138024:-	chr14:23125299:-;chr14:23125452:-	FALSE	SLC7A8
SKA2:SE01	0.172843893659898	chr17:59109951:-	1.60726999198953	chr17:59111305:-	0.283980291327606	TUTR	0.550375596594835	chr17:59131281-59131367:-	chr17:59109951:-;chr17:59110004:-;chr17:59110080:-;chr17:59111305:-	FALSE	SKA2
GABPA:SE01	0.172864956337052	chr21:25772460:+	0.8821564222097	chr21:25769980:+	0.0335369989286608	TUTR	0.550375596594835	chr21:25741573-25741675:+	chr21:25769980:+;chr21:25772460:+	FALSE	GABPA
PTPRD:SE13	0.172892520447522	chr9:8316224:-	2.48529411764706	chr9:8315641:-	0.0378151260504202	TUTR	0.550375596594835	chr9:8449725-8449837:-	chr9:8315641:-;chr9:8316224:-;chr9:8317722:-	FALSE	PTPRD
FASN:SE30	0.172908406264718	chr17:82078453:-	1.87094998532633	chr17:82078338:-	0.0108007540679628	TUTR	0.550375596594835	chr17:82092897-82093019:-	chr17:82078338:-;chr17:82078453:-	FALSE	FASN
CLTC:SE11	0.173035218192506	chr17:59695112:+	2.02577067790346	chr17:59694810:+	0.010880312651082	TUTR	0.550691666739228	chr17:59683095-59683262:+	chr17:59694766:+;chr17:59694810:+;chr17:59695112:+	FALSE	CLTC
MAP7D2:SE10	0.17320080138522	chrX:20007108:-	1.8762469480293	chrX:20016121:-	0.0046668647203391	ALE	0.551107965186374	chrX:20063414-20063577:-	chrX:20007108:-;chrX:20007308:-;chrX:20016121:-	FALSE	MAP7D2
KLHL24:SE04	0.173221094628403	chr3:183680945:+	3.73241519184117	chr3:183680312:+	0.00111418946286927	TUTR	0.551107965186374	chr3:183653967-183654089:+	chr3:183672518:+;chr3:183680312:+;chr3:183680945:+;chr3:183684519:+	FALSE	KLHL24
RSU1:SE02	0.173354537726627	chr10:16590611:-	0.832702379708247	chr10:16592745:-	0.57839507517714	TUTR	0.551444862142155	chr10:16782034-16782084:-	chr10:16590611:-;chr10:16592745:-;chr10:16592913:-	FALSE	RSU1
ULK4:SE28	0.173480366440437	chr3:41882153:-	2.08866155157715	chr3:41246795:-	0.123641979308409	ALE	0.551757434340593	chr3:41915977-41916052:-	chr3:41246599:-;chr3:41246795:-;chr3:41882153:-	FALSE	ULK4
MARCHF6:SE07	0.173529633705927	chr5:10434829:+	8.76911156280183	chr5:10433965:+	0.000709293825854588	TUTR	0.551826440836374	chr5:10402533-10402607:+	chr5:10433965:+;chr5:10434829:+	FALSE	MARCHF6
RAB29:SE01	0.173588534893183	chr1:205767988:-	1.34340075233059	chr1:205769596:-	0.477671120051895	TUTR	0.551926056534879	chr1:205772496-205772567:-	chr1:205767988:-;chr1:205768526:-;chr1:205769596:-	FALSE	RAB29
SPATA5:SE01	0.173641946538108	chr4:123319296:+	2.1811835106383	chr4:123314611:+	0.0138888888888889	TUTR	0.55200818932024	chr4:122929040-122929197:+	chr4:123102318:+;chr4:123314611:+;chr4:123319296:+	FALSE	SPATA5
DROSHA:SE06	0.173918132947798	chr5:31400494:-	1.64537322358372	chr5:31401154:-	0.552686926850744	TUTR	0.552798385096106	chr5:31448547-31448607:-	chr5:31400494:-;chr5:31401154:-;chr5:31401305:-	FALSE	DROSHA
SSR1:SE02	0.174129294841517	chr6:7287560:-	1.5904132239407	chr6:7288495:-	0.00211958073941518	TUTR	0.553294565586451	chr6:7298747-7298823:-	chr6:7287560:-;chr6:7288495:-	FALSE	SSR1
CEP72:SE02	0.174129526286738	chr5:653511:+	3.70116926759656	chr5:653553:+	0.00435946200262816	TUTR	0.553294565586451	chr5:620069-620261:+	chr5:653511:+;chr5:653553:+	FALSE	CEP72
NUP133:SE15	0.17420172624811	chr1:229441297:-	0.581963151969375	chr1:229441740:-	0.014277180106326	TUTR	0.55343611918348	chr1:229489955-229490102:-	chr1:229441297:-;chr1:229441740:-	FALSE	NUP133
KIF24:SE07	0.174360097690693	chr9:34268501:-	1.40880102040816	chr9:34252380:-	0.215242346938776	ALE	0.553851349830061	chr9:34286617-34286704:-	chr9:34252380:-;chr9:34252528:-;chr9:34268501:-	FALSE	KIF24
BEND5:SE05	0.174501417802379	chr1:48756652:-	1.69316810544881	chr1:48727519:-	0.959203564466723	ALE	0.554198707298191	chr1:48775965-48776161:-	chr1:48727519:-;chr1:48727867:-;chr1:48756652:-	FALSE	BEND5
MICU2:SE04	0.174524828983287	chr13:21519066:-	1.03114478114478	chr13:21502143:-	0.178181818181818	ALE	0.554198707298191	chr13:21539302-21539377:-	chr13:21502143:-;chr13:21519066:-	FALSE	MICU2
PLEKHG1:SE01	0.174627242600793	chr6:150843665:+	5.2125694314423	chr6:150842056:+	0.0257053834169984	TUTR	0.554435955053121	chr6:150638080-150638125:+	chr6:150841000:+;chr6:150842124:+;chr6:150843665:+	FALSE	PLEKHG1
MSRA:SE01	0.17487701796382	chr8:10428365:+	1.23266401770503	chr8:10428882:+	0.0542631970664076	TUTR	0.555140922211871	chr8:10096244-10096318:+	chr8:10428365:+;chr8:10428882:+	FALSE	MSRA
ARHGEF7:SE05	0.174913805363477	chr13:111305732:+	1.2832844233627	chr13:111295192:+	0.0414457112957985	ALE	0.555169650229939	chr13:111217679-111217880:+	chr13:111295192:+;chr13:111301533:+;chr13:111305732:+	FALSE	ARHGEF7
AP1B1:SE02	0.175096807721538	chr22:29327680:-	2.39769822394682	chr22:29327856:-	0.0013770210495636	TUTR	0.55566237617672	chr22:29330623-29330709:-	chr22:29327680:-;chr22:29327856:-	FALSE	AP1B1
FANCB:SE07	0.175226252249486	chrX:14843680:-	1.41352785145889	chrX:14843405:-	0.410733730878922	ALE	0.555879285371835	chrX:14868923-14869043:-	chrX:14843405:-;chrX:14843680:-;chrX:14862980:-	FALSE	FANCB
CHD5:SE07	0.175248478176182	chr1:6101792:-	1.90779014308426	chr1:6105089:-	0.143084260731319	TUTR	0.555879285371835	chr1:6136728-6136865:-	chr1:6101792:-;chr1:6105089:-	FALSE	CHD5
CHD5:SE10	0.175248478176182	chr1:6101792:-	1.90779014308426	chr1:6105089:-	0.143084260731319	TUTR	0.555879285371835	chr1:6143823-6143931:-	chr1:6101792:-;chr1:6105089:-	FALSE	CHD5
AKIP1:SE02	0.175494505938169	chr11:8919552:+	1.15915527950311	chr11:8920079:+	0.103858688232	TUTR	0.556571468285921	chr11:8917287-8917367:+	chr11:8919552:+;chr11:8920079:+	FALSE	AKIP1
ENTPD7:SE03	0.175537324039691	chr10:99706189:+	4.08216112531969	chr10:99707157:+	0.00332244008714593	TUTR	0.556609288685582	chr10:99661446-99661628:+	chr10:99705693:+;chr10:99706189:+;chr10:99706325:+;chr10:99707157:+	FALSE	ENTPD7
ATAD2B:SE24	0.175562050435777	chr2:23748666:-	2.66285211267606	chr2:23751179:-	0.00885999759239181	TUTR	0.556609288685582	chr2:23895819-23895970:-	chr2:23748666:-;chr2:23751179:-;chr2:23758042:-	FALSE	ATAD2B
ZEB1:SE04	0.175600859265221	chr10:31529202:+	2.22958472943128	chr10:31527413:+	0.64659698388471	TUTR	0.556644155558028	chr10:31461037-31461237:+	chr10:31520822:+;chr10:31524017:+;chr10:31527413:+;chr10:31529202:+	FALSE	ZEB1
STAM2:SE02	0.17565435784541	chr2:152118597:-	0.608657011191574	chr2:152120445:-	0.0664336600782047	TUTR	0.556725569639887	chr2:152133402-152133484:-	chr2:152118597:-;chr2:152120445:-	FALSE	STAM2
FASN:SE03	0.1756834855936	chr17:82078338:-	0.438928120411551	chr17:82078453:-	0.111224052830722	TUTR	0.556729728333739	chr17:82082009-82082160:-	chr17:82078338:-;chr17:82078453:-	FALSE	FASN
PLCE1:SE02	0.175755150571211	chr10:94328392:+	8.7985413787809	chr10:94252487:+	0.00101960847251009	ALE	0.556849982393474	chr10:94132174-94132459:+	chr10:94252487:+;chr10:94328392:+	FALSE	PLCE1
MAPKAPK5:SE06	0.175777076630626	chr12:111893414:+	1.14466058304683	chr12:111893350:+	0.00612920355339468	TUTR	0.556849982393474	chr12:111880447-111880527:+	chr12:111893159:+;chr12:111893350:+;chr12:111893414:+	FALSE	MAPKAPK5
CHL1:SE12	0.175947228337947	chr3:409417:+	1.572855153872	chr3:406847:+	0.0189433335295694	TUTR	0.557124470049679	chr3:363217-363383:+	chr3:406847:+;chr3:409417:+	FALSE	CHL1
CHL1:SE13	0.175947228337947	chr3:409417:+	1.572855153872	chr3:406847:+	0.0189433335295694	TUTR	0.557124470049679	chr3:365950-366115:+	chr3:406847:+;chr3:409417:+	FALSE	CHL1
CHL1:SE14	0.175947228337947	chr3:409417:+	1.572855153872	chr3:406847:+	0.0189433335295694	TUTR	0.557124470049679	chr3:377818-377942:+	chr3:406847:+;chr3:409417:+	FALSE	CHL1
TMEM68:SE05	0.176037931605858	chr8:55738758:-	0.757090328368214	chr8:55739414:-	0.0241582458741369	TUTR	0.557280743178629	chr8:55763936-55763980:-	chr8:55738758:-;chr8:55739414:-;chr8:55739538:-	FALSE	TMEM68
RBM39:SE04	0.176052267755107	chr20:35703614:-	0.333103530420898	chr20:35704326:-	0.014401228556777	TUTR	0.557280743178629	chr20:35713019-35713096:-	chr20:35703614:-;chr20:35704326:-	FALSE	RBM39
PALLD:SE13	0.176092398894185	chr4:168928414:+	0.387759545707915	chr4:168924387:+	0.120129942360421	ALE	0.557319633755079	chr4:168896549-168896599:+	chr4:168924387:+;chr4:168928414:+	FALSE	PALLD
RUSC1:SE01	0.176243685613708	chr1:155330730:+	1.71751777037268	chr1:155331114:+	0.00940223842420654	TUTR	0.557662240255484	chr1:155321688-155323130:+	chr1:155330730:+;chr1:155331114:+	FALSE	RUSC1
PLEKHA1:SE04	0.1762885069899	chr10:122429039:+	1.9410361279356	chr10:122432345:+	1.54570143338557	ALE	0.557662240255484	chr10:122406576-122406673:+	chr10:122429039:+;chr10:122430145:+;chr10:122430566:+;chr10:122432345:+	FALSE	PLEKHA1
MDM2:SE03	0.176367217793487	chr12:68844187:+	1.17557002856299	chr12:68845432:+	0.482736013986014	TUTR	0.557662240255484	chr12:68820325-68820374:+	chr12:68840479:+;chr12:68842724:+;chr12:68844187:+;chr12:68845432:+	FALSE	MDM2
PDS5B:SE11	0.176393809618799	chr13:32775906:+	3.78290831815422	chr13:32758211:+	0.00161303785166528	ALE	0.557662240255484	chr13:32699730-32699869:+	chr13:32758211:+;chr13:32775906:+	FALSE	PDS5B
SMARCA5:SE07	0.176479206349733	chr4:143554372:+	2.72530176187274	chr4:143550064:+	0.0403369438526532	ALE	0.557662240255484	chr4:143528583-143528714:+	chr4:143543971:+;chr4:143550064:+;chr4:143553414:+;chr4:143554372:+	FALSE	SMARCA5
DDHD2:SE07	0.176558699121994	chr8:38262767:+	1.80095576766143	chr8:38260814:+	0.00249957444521085	TUTR	0.557662240255484	chr8:38251912-38252028:+	chr8:38260814:+;chr8:38261471:+;chr8:38262767:+	FALSE	DDHD2
YES1:SE08	0.176579244387587	chr18:721588:-	2.53036437246964	chr18:723409:-	0.0150375939849625	TUTR	0.557662240255484	chr18:747920-748018:-	chr18:721588:-;chr18:721749:-;chr18:723409:-	FALSE	YES1
ECPAS:SE12	0.176618583111642	chr9:111360688:-	3.48241568918738	chr9:111361886:-	0.00616011731853563	TUTR	0.557662240255484	chr9:111383211-111383332:-	chr9:111360688:-;chr9:111361886:-	FALSE	ECPAS
ECPAS:SE15	0.176618583111642	chr9:111360688:-	3.48241568918738	chr9:111361886:-	0.00616011731853563	TUTR	0.557662240255484	chr9:111386377-111386456:-	chr9:111360688:-;chr9:111361886:-	FALSE	ECPAS
ECPAS:SE16	0.176618583111642	chr9:111360688:-	3.48241568918738	chr9:111361886:-	0.00616011731853563	TUTR	0.557662240255484	chr9:111389556-111389723:-	chr9:111360688:-;chr9:111361886:-	FALSE	ECPAS
ECPAS:SE17	0.176618583111642	chr9:111360688:-	3.48241568918738	chr9:111361886:-	0.00616011731853563	TUTR	0.557662240255484	chr9:111389984-111390101:-	chr9:111360688:-;chr9:111361886:-	FALSE	ECPAS
