SE_id	p_value	max_contrib_value	max_contrib_pas_id	min_contrib_value	min_contrib_pas_id	FDR	exon	pas_id	sig	gene_id
DTWD1:SE02	0.01865978369701	6.67245470639196	chr15:49643482:+	0.00743778431768841	chr15:49643653:+	0.12231443286142	chr15:49633520-49633612:+	chr15:49643482:+;chr15:49643653:+;chr15:49645136:+;chr15:49654448:+	FALSE	DTWD1
MCM10:SE01	0.0187522831078184	9.05124087591241	chr10:13197686:+	0.00010008139953829	chr10:13211110:+	0.122871457908629	chr10:13170922-13171263:+	chr10:13197686:+;chr10:13209840:+;chr10:13209900:+;chr10:13211110:+	FALSE	MCM10
ARNT:SE06	0.0188253997994676	2.67340182671302	chr1:150811818:-	0.0784899511135254	chr1:150811274:-	0.123301084893465	chr1:150842424-150842468:-	chr1:150809713:-;chr1:150810094:-;chr1:150811274:-;chr1:150811818:-;chr1:150811912:-	FALSE	ARNT
CNN3:SE02	0.0188640771490627	3.2444700839577	chr1:94897208:-	0.00554457842025761	chr1:94896957:-	0.123504889871719	chr1:94902121-94902258:-	chr1:94896957:-;chr1:94897208:-	FALSE	CNN3
PRKAR2A:SE02	0.0188817913146615	6.54230873208975	chr3:48749164:-	0.00531839716391418	chr3:48746586:-	0.123571338591745	chr3:48765004-48765078:-	chr3:48746586:-;chr3:48749164:-;chr3:48751246:-	FALSE	PRKAR2A
NIPAL3:SE07	0.0189246606717107	4.6213058419244	chr1:24471812:+	0.00687285223367693	chr1:24466338:+	0.123802295583658	chr1:24453408-24453504:+	chr1:24466338:+;chr1:24466706:+;chr1:24471812:+;chr1:24472976:+	FALSE	NIPAL3
B3GLCT:SE03	0.0189563725535418	8.3498023715415	chr13:31330862:+	0.00451021846370692	chr13:31331522:+	0.123960106349922	chr13:31229185-31229294:+	chr13:31329987:+;chr13:31330862:+;chr13:31331522:+;chr13:31332270:+	FALSE	B3GLCT
FRMD4B:SE04	0.0189659121028956	4.61317204301075	chr3:69170483:-	0.0202403542061986	chr3:69170264:-	0.123972858823849	chr3:69187770-69187917:-	chr3:69169995:-;chr3:69170264:-;chr3:69170483:-	FALSE	FRMD4B
BNIP3:SE01	0.0190028771640945	3.19883000496542	chr10:131968360:-	0.00575164177573711	chr10:131967686:-	0.124164799390194	chr10:131970864-131970970:-	chr10:131967686:-;chr10:131968078:-;chr10:131968360:-	FALSE	BNIP3
CCNB1:SE01	0.01917915565705	6.95208827377019	chr5:69178245:+	0.0071569828775967	chr5:69177695:+	0.125266496464579	chr5:69174251-69174409:+	chr5:69177695:+;chr5:69177756:+;chr5:69178245:+	FALSE	CCNB1
YEATS2:SE09	0.0191927392826632	4.72750833024806	chr3:183759573:+	0.0746314496314496	chr3:183793490:+	0.125305114381416	chr3:183752073-183752253:+	chr3:183759573:+;chr3:183793490:+;chr3:183812622:+	FALSE	YEATS2
NMNAT2:SE01	0.0192190699847282	6.51596249376623	chr1:183248350:-	0.014971353313915	chr1:183248239:-	0.125426891011001	chr1:183261002-183261069:-	chr1:183248239:-;chr1:183248350:-	FALSE	NMNAT2
RUFY3:SE07	0.0192831852854306	6.42765126413886	chr4:70793557:+	7.94704811960548e-05	chr4:70791547:+	0.12579506055811	chr4:70783091-70783183:+	chr4:70791547:+;chr4:70791930:+;chr4:70793557:+	FALSE	RUFY3
MKKS:SE04	0.0193441842317632	6.57032668469245	chr20:10413545:-	0.00468243659346409	chr20:10405184:-	0.126142614541258	chr20:10428730-10428816:-	chr20:10405184:-;chr20:10413545:-	FALSE	MKKS
USPL1:SE03	0.0193644307230681	3.63103180319169	chr13:30659549:+	0.0229618504436902	chr13:30647035:+	0.126224252139392	chr13:30630835-30631474:+	chr13:30647035:+;chr13:30659549:+	FALSE	USPL1
WASHC2C:SE11	0.0194439604530269	5.2699096225412	chr10:45792585:+	0.0257455493517239	chr10:45792959:+	0.126623981271361	chr10:45752588-45752706:+	chr10:45792585:+;chr10:45792959:+	FALSE	WASHC2C
WASHC2C:SE12	0.0194439604530269	5.2699096225412	chr10:45792585:+	0.0257455493517239	chr10:45792959:+	0.126623981271361	chr10:45753180-45753237:+	chr10:45792585:+;chr10:45792959:+	FALSE	WASHC2C
MBD1:SE01	0.0194490094282121	4.43315800136021	chr18:50271042:-	0.000831325638169936	chr18:50268846:-	0.126623981271361	chr18:50272677-50272738:-	chr18:50268846:-;chr18:50269031:-;chr18:50271042:-	FALSE	MBD1
PHTF1:SE06	0.0195474421407304	6.51572002294894	chr1:113700025:-	0.000558020629385542	chr1:113697209:-	0.127214130425829	chr1:113706594-113706722:-	chr1:113697209:-;chr1:113700025:-;chr1:113705765:-	FALSE	PHTF1
SFXN1:SE03	0.0195731268354942	5.11246612466125	chr5:175527454:+	0.00014356196956737	chr5:175528612:+	0.127330556295419	chr5:175522375-175522422:+	chr5:175527454:+;chr5:175527772:+;chr5:175528612:+;chr5:175529738:+	FALSE	SFXN1
PAK3:SE05	0.0196254958900889	2.06127450980392	chrX:111126317:+	0.769581056466304	chrX:111220989:+	0.127620412167437	chrX:111103159-111103306:+	chrX:111126317:+;chrX:111217631:+;chrX:111220989:+	FALSE	PAK3
MCF2L:SE13	0.0196707249986437	9.98184660818205	chr13:113098441:+	0.00800623829066504	chr13:113098550:+	0.127863626284459	chr13:113088327-113088405:+	chr13:113098441:+;chr13:113098550:+	FALSE	MCF2L
XPO7:SE13	0.0197385870894208	5.62922374429224	chr8:22005478:+	0.0336524814271369	chr8:22006585:+	0.128242769578663	chr8:21994363-21994451:+	chr8:22005478:+;chr8:22006585:+	FALSE	XPO7
WDR4:SE02	0.019744754544863	5.22055627987831	chr21:42847663:-	0.00687584717972954	chr21:42843094:-	0.128242769578663	chr21:42853569-42853752:-	chr21:42843094:-;chr21:42847663:-;chr21:42849226:-	FALSE	WDR4
ECD:SE03	0.0200252044495368	6.15931299524125	chr10:73133704:-	0.00511522146208205	chr10:73134524:-	0.130012605199994	chr10:73154256-73154448:-	chr10:73133704:-;chr10:73134524:-	FALSE	ECD
AK6:SE01	0.0200357600896655	9.75833782519532	chr5:69351801:-	0.000874114048692727	chr5:69351726:-	0.13002945612423	chr5:69355895-69355953:-	chr5:69351726:-;chr5:69351801:-	FALSE	AK6
ACTN4:SE16	0.0200473538835004	3.1197401106657	chr19:38730256:+	0.518415719446648	chr19:38730525:+	0.130053028469809	chr19:38727946-38728026:+	chr19:38730196:+;chr19:38730256:+;chr19:38730525:+	FALSE	ACTN4
PROCA1:SE01	0.0200693559618935	4.2827701863354	chr17:28703516:-	0.184459048425161	chr17:28703197:-	0.130144076870794	chr17:28704708-28704843:-	chr17:28703197:-;chr17:28703516:-	FALSE	PROCA1
CSNK1G3:SE09	0.0201875337999014	3.08483177629091	chr5:123615442:+	0.0540898250521952	chr5:123616730:+	0.130858478024361	chr5:123595039-123595134:+	chr5:123615442:+;chr5:123616730:+;chr5:123616771:+	FALSE	CSNK1G3
EPM2A:SE06	0.0202240081783216	4.83771645021645	chr6:145625392:-	0.164222873900293	chr6:145625307:-	0.131042909001541	chr6:145720901-145721155:-	chr6:145625307:-;chr6:145625392:-;chr6:145625948:-	FALSE	EPM2A
PTAR1:SE03	0.0203007775634722	5.73441734417344	chr9:69717982:-	0.0241438778024144	chr9:69717691:-	0.131488184575463	chr9:69750781-69750950:-	chr9:69717691:-;chr9:69717982:-;chr9:69718194:-;chr9:69731957:-	FALSE	PTAR1
RBFOX2:SE01	0.0203328009795472	5.75861976140677	chr22:35743918:-	0.00445186421814122	chr22:35743599:-	0.131643402299209	chr22:35750426-35750457:-	chr22:35738736:-;chr22:35742408:-;chr22:35743459:-;chr22:35743599:-;chr22:35743918:-;chr22:35743998:-;chr22:35744044:-	FALSE	RBFOX2
CEP162:SE12	0.020350626378494	6.87279391800163	chr6:84124252:-	0.00122934237963338	chr6:84171672:-	0.131691522897815	chr6:84186332-84186623:-	chr6:84124252:-;chr6:84171672:-;chr6:84174829:-	FALSE	CEP162
TBC1D22A:SE03	0.0203563572278532	5.61718104714753	chr22:46976200:+	0.041398695097247	chr22:47174083:+	0.131691522897815	chr22:46792520-46792576:+	chr22:46976200:+;chr22:47174083:+;chr22:47175693:+	FALSE	TBC1D22A
OARD1:SE03	0.0203916774953134	4.11286313064727	chr6:41066470:-	0.0502392344497614	chr6:41066788:-	0.131867795679313	chr6:41071132-41071276:-	chr6:41066470:-;chr6:41066788:-	FALSE	OARD1
PAWR:SE02	0.0204138515852525	4.78080672966187	chr12:79591955:-	0.031640349310817	chr12:79591414:-	0.131958949602335	chr12:79596511-79596658:-	chr12:79591414:-;chr12:79591955:-;chr12:79592146:-;chr12:79592367:-;chr12:79592495:-	FALSE	PAWR
KHDRBS2:SE07	0.0205241106210828	4.20894107865105	chr6:61630236:-	0.0263763093388123	chr6:61680239:-	0.132605013655746	chr6:61707330-61707403:-	chr6:61630236:-;chr6:61679961:-;chr6:61680239:-	FALSE	KHDRBS2
BBIP1:SE02	0.0205300324172257	3.78730333892759	chr10:110900229:-	0.0514771606966813	chr10:110900091:-	0.132605013655746	chr10:110907680-110907836:-	chr10:110898730:-;chr10:110899891:-;chr10:110900091:-;chr10:110900229:-	FALSE	BBIP1
LRRC6:SE01	0.0207059263693825	4.64035087719298	chr8:132570419:-	0.1	chr8:132572118:-	0.133688263732752	chr8:132578408-132578516:-	chr8:132570419:-;chr8:132572072:-;chr8:132572118:-;chr8:132572199:-	FALSE	LRRC6
TIMM9:SE04	0.0208062751437053	5.84624651614482	chr14:58408495:-	0.0024451102462221	chr14:58408745:-	0.134283091454929	chr14:58424008-58424095:-	chr14:58408495:-;chr14:58408648:-;chr14:58408745:-	FALSE	TIMM9
COL6A1:SE11	0.0208182481375788	5.36124042712792	chr21:46004102:+	0.0191586524500947	chr21:46005048:+	0.134307299892318	chr21:45990979-45991041:+	chr21:46004102:+;chr21:46005048:+	FALSE	COL6A1
ARNTL:SE06	0.0208486377621691	7.88181818181818	chr11:13387182:+	0.0192145738220823	chr11:13387266:+	0.134388717838155	chr11:13374095-13374201:+	chr11:13387182:+;chr11:13387266:+	FALSE	ARNTL
SRSF11:SE04	0.020851289761194	7.68365508599867	chr1:70250046:+	0.000469283818958638	chr1:70253052:+	0.134388717838155	chr1:70247117-70247149:+	chr1:70250046:+;chr1:70250436:+;chr1:70252001:+;chr1:70253052:+	FALSE	SRSF11
EHMT1:SE19	0.0208660206283558	4.42151162790698	chr9:137835741:+	0.0290736758679645	chr9:137836127:+	0.134388717838155	chr9:137834349-137834524:+	chr9:137835741:+;chr9:137836127:+	FALSE	EHMT1
MKI67:SE07	0.0208720034989531	5.28465502073646	chr10:128109023:-	0.0497299151161792	chr10:128115646:-	0.134388717838155	chr10:128122881-128122996:-	chr10:128109023:-;chr10:128115646:-	FALSE	MKI67
MKI67:SE08	0.0208720034989531	5.28465502073646	chr10:128109023:-	0.0497299151161792	chr10:128115646:-	0.134388717838155	chr10:128123091-128123169:-	chr10:128109023:-;chr10:128115646:-	FALSE	MKI67
XPO7:SE12	0.0209282233435122	5.54520547945206	chr8:22005478:+	0.0326236912888479	chr8:22006585:+	0.134697607689626	chr8:21990811-21990919:+	chr8:22005478:+;chr8:22006585:+	FALSE	XPO7
MAPK14:SE05	0.0209895566979854	3.92076100010918	chr6:36111234:+	0.153282630757262	chr6:36110755:+	0.134986902766587	chr6:36100188-36100267:+	chr6:36110755:+;chr6:36111234:+	FALSE	MAPK14
IPP:SE02	0.0209896989915598	4.87619047619048	chr1:45694680:-	0.028861061419201	chr1:45697059:-	0.134986902766587	chr1:45719203-45719340:-	chr1:45694680:-;chr1:45697059:-;chr1:45699640:-	FALSE	IPP
FNBP1:SE05	0.0210276896040659	4.19002164795021	chr9:129887187:-	0.00875388108035921	chr9:129895261:-	0.135178004597567	chr9:129979318-129979374:-	chr9:129887187:-;chr9:129895261:-;chr9:129923706:-	FALSE	FNBP1
MTHFD1L:SE04	0.0210544265781534	4.3046683046683	chr6:150898997:+	0.036029556710613	chr6:151101887:+	0.135296639714451	chr6:150882762-150882886:+	chr6:150898997:+;chr6:151101887:+	FALSE	MTHFD1L
PC:SE12	0.0211479857913029	4.33333333333333	chr11:66860430:-	0.0971264367816096	chr11:66848520:-	0.135844415218613	chr11:66952430-66952468:-	chr11:66848520:-;chr11:66860430:-	FALSE	PC
TRIM37:SE01	0.0211899245154659	5.31352750084943	chr17:58982649:-	0.0388910273351047	chr17:58998202:-	0.136060305408858	chr17:59064355-59064405:-	chr17:58982649:-;chr17:58998202:-	FALSE	TRIM37
CCNT2:SE02	0.0212193372172767	7.43126639872202	chr2:134957017:+	0.00058027163444459	chr2:134957405:+	0.136195628072383	chr2:134939002-134939062:+	chr2:134953924:+;chr2:134954015:+;chr2:134957017:+;chr2:134957405:+	FALSE	CCNT2
UBE2F:SE06	0.0212401171306192	6.87336295423333	chr2:238041560:+	3.26557525072197e-05	chr2:238041653:+	0.136275456924063	chr2:238030556-238030613:+	chr2:238041560:+;chr2:238041653:+;chr2:238042054:+;chr2:238042595:+	FALSE	UBE2F
EPB41L1:SE12	0.0213568959038559	5.03750624687656	chr20:36232797:+	0.0494505521460352	chr20:36230336:+	0.136922730298369	chr20:36194212-36194360:+	chr20:36230336:+;chr20:36232797:+	FALSE	EPB41L1
POGLUT1:SE01	0.021378398716326	3.48803827751196	chr3:119487626:+	0.10207336523126	chr3:119494708:+	0.136922730298369	chr3:119469820-119469910:+	chr3:119487626:+;chr3:119493195:+;chr3:119494708:+	FALSE	POGLUT1
HSPH1:SE01	0.0213809760587349	6.40351571393514	chr13:31136961:-	0.00328900042412204	chr13:31140277:-	0.136922730298369	chr13:31143792-31143923:-	chr13:31136625:-;chr13:31136961:-;chr13:31140277:-	FALSE	HSPH1
TMEM68:SE01	0.0213872834439715	4.40089086859688	chr8:55739419:-	0.0850243893674165	chr8:55739538:-	0.136922730298369	chr8:55743481-55743620:-	chr8:55738762:-;chr8:55739419:-;chr8:55739538:-	FALSE	TMEM68
FAM135A:SE03	0.0213945922010378	3.35694119545051	chr6:70524527:+	0.240188383045527	chr6:70524582:+	0.136922730298369	chr6:70426439-70426532:+	chr6:70524527:+;chr6:70524582:+	FALSE	FAM135A
GIGYF2:SE21	0.0214248239144555	5.5756421285486	chr2:232858607:+	0.00697825381369679	chr2:232857832:+	0.136922730298369	chr2:232809720-232809811:+	chr2:232844559:+;chr2:232857832:+;chr2:232858607:+	FALSE	GIGYF2
GIGYF2:SE22	0.0214248239144555	5.5756421285486	chr2:232858607:+	0.00697825381369679	chr2:232857832:+	0.136922730298369	chr2:232811244-232811351:+	chr2:232844559:+;chr2:232857832:+;chr2:232858607:+	FALSE	GIGYF2
GIGYF2:SE23	0.0214248239144555	5.5756421285486	chr2:232858607:+	0.00697825381369679	chr2:232857832:+	0.136922730298369	chr2:232812391-232812491:+	chr2:232844559:+;chr2:232857832:+;chr2:232858607:+	FALSE	GIGYF2
GIGYF2:SE24	0.0214248239144555	5.5756421285486	chr2:232858607:+	0.00697825381369679	chr2:232857832:+	0.136922730298369	chr2:232815637-232815737:+	chr2:232844559:+;chr2:232857832:+;chr2:232858607:+	FALSE	GIGYF2
GIGYF2:SE26	0.0214248239144555	5.5756421285486	chr2:232858607:+	0.00697825381369679	chr2:232857832:+	0.136922730298369	chr2:232819827-232819985:+	chr2:232844559:+;chr2:232857832:+;chr2:232858607:+	FALSE	GIGYF2
CLASP2:SE13	0.0215026971818851	10.0556697709834	chr3:33496245:-	0.00283067693103546	chr3:33496996:-	0.137366386819586	chr3:33592395-33592496:-	chr3:33496245:-;chr3:33496996:-	FALSE	CLASP2
ARHGAP12:SE12	0.0215126845764165	5.07770961145194	chr10:31831764:-	0.00027912644668116	chr10:31805529:-	0.137366386819586	chr10:31910525-31910563:-	chr10:31805437:-;chr10:31805529:-;chr10:31806291:-;chr10:31831764:-	FALSE	ARHGAP12
STXBP6:SE05	0.0215194725357405	4.23223054515189	chr14:24812392:-	0.0980646944088478	chr14:24809654:-	0.137366386819586	chr14:25010525-25010640:-	chr14:24809654:-;chr14:24812392:-;chr14:24812495:-	FALSE	STXBP6
CAPZB:SE02	0.0215686226337505	2.97150176112712	chr1:19339357:-	0.00295129412036336	chr1:19338779:-	0.137626347938404	chr1:19345187-19345252:-	chr1:19338779:-;chr1:19339103:-;chr1:19339357:-	FALSE	CAPZB
ATE1:SE07	0.0215980622460164	3.78369905956113	chr10:121888996:-	0.0265961208711485	chr10:121743110:-	0.137760385313814	chr10:121922349-121922411:-	chr10:121740424:-;chr10:121743110:-;chr10:121888996:-	FALSE	ATE1
KDM5D:SE09	0.0216890185030257	5.15352574392943	chrY:19705602:-	0.0853672805199836	chrY:19705419:-	0.138218090168553	chrY:19739528-19739662:-	chrY:19705419:-;chrY:19705602:-	FALSE	KDM5D
USP3:SE03	0.0216930546666977	3.61063500258131	chr15:63588377:+	0.220590239272622	chr15:63591446:+	0.138218090168553	chr15:63533803-63533918:+	chr15:63588377:+;chr15:63591446:+;chr15:63594633:+	FALSE	USP3
COPZ1:SE01	0.0216952055826244	4.80925553276271	chr12:54350877:+	0.0165185504582829	chr12:54351846:+	0.138218090168553	chr12:54343225-54343316:+	chr12:54350877:+;chr12:54351846:+	FALSE	COPZ1
AZI2:SE02	0.0217110762695428	3.63980552144215	chr3:28323539:-	0.00581399261138445	chr3:28323669:-	0.138265275190246	chr3:28337937-28338036:-	chr3:28323539:-;chr3:28323669:-;chr3:28331690:-	FALSE	AZI2
FSD1L:SE06	0.0217318625519474	10.5303212851406	chr9:105547899:+	0.000129289794994872	chr9:105547783:+	0.138343715816859	chr9:105508617-105508715:+	chr9:105512911:+;chr9:105532507:+;chr9:105547783:+;chr9:105547899:+;chr9:105549100:+	FALSE	FSD1L
XRRA1:SE04	0.0218024760716588	3.00162337662338	chr11:74840910:-	0.800432900432901	chr11:74842968:-	0.13873532479611	chr11:74862981-74863021:-	chr11:74840910:-;chr11:74842968:-	FALSE	XRRA1
SMARCAD1:SE06	0.0218103651102792	6.74849230472331	chr4:94291289:+	8.40307888810436e-05	chr4:94290821:+	0.13873532479611	chr4:94249654-94249755:+	chr4:94252751:+;chr4:94290821:+;chr4:94291289:+	FALSE	SMARCAD1
PRKAR2A:SE03	0.0218315939450914	6.25786688944584	chr3:48749164:-	0.00521346703704007	chr3:48746586:-	0.138762290697692	chr3:48772955-48773108:-	chr3:48746586:-;chr3:48749164:-;chr3:48751246:-	FALSE	PRKAR2A
PRKAR2A:SE04	0.0218315939450914	6.25786688944584	chr3:48749164:-	0.00521346703704007	chr3:48746586:-	0.138762290697692	chr3:48782986-48783092:-	chr3:48746586:-;chr3:48749164:-;chr3:48751246:-	FALSE	PRKAR2A
NUB1:SE05	0.0218850254984828	4.48484848484848	chr7:151377286:+	0.0184618133607093	chr7:151378449:+	0.139005195378242	chr7:151375848-151375943:+	chr7:151377286:+;chr7:151378449:+	FALSE	NUB1
RHOBTB2:SE05	0.0218953393148587	2.40298507462687	chr8:23018440:+	0.255970149253731	chr8:23018356:+	0.139005195378242	chr8:23014690-23014778:+	chr8:23018356:+;chr8:23018440:+;chr8:23020199:+	FALSE	RHOBTB2
RHOBTB2:SE06	0.0218953393148587	2.40298507462687	chr8:23018440:+	0.255970149253731	chr8:23018356:+	0.139005195378242	chr8:23015638-23015743:+	chr8:23018356:+;chr8:23018440:+;chr8:23020199:+	FALSE	RHOBTB2
REV1:SE01	0.0219247168258153	4.54910328798714	chr2:99403061:-	0.0390709337993682	chr2:99400475:-	0.139074315484948	chr2:99406325-99406490:-	chr2:99400475:-;chr2:99400950:-;chr2:99403061:-	FALSE	REV1
HNRNPK:SE05	0.0219269648673667	5.00864146664544	chr9:83968178:-	0.00043570010136115	chr9:83968909:-	0.139074315484948	chr9:83978195-83978279:-	chr9:83968178:-;chr9:83968909:-	FALSE	HNRNPK
IGF2BP1:SE08	0.0219317683923616	5.85819936871467	chr17:49051155:+	0.00178396427376806	chr17:49049901:+	0.139074315484948	chr17:49043428-49043550:+	chr17:49049790:+;chr17:49049901:+;chr17:49051155:+;chr17:49051212:+	FALSE	IGF2BP1
CEP89:SE01	0.022003528519405	6.73506971849513	chr19:32875925:-	0.000557243141492161	chr19:32915338:-	0.139475218612527	chr19:32939857-32939885:-	chr19:32875925:-;chr19:32879009:-;chr19:32915338:-	FALSE	CEP89
EXOG:SE04	0.0220351694037954	4.12029238280757	chr3:38526303:+	0.0617208006812534	chr3:38525968:+	0.139621602874708	chr3:38499681-38499747:+	chr3:38525123:+;chr3:38525968:+;chr3:38526303:+	FALSE	EXOG
SNHG6:SE01	0.0220479616240129	2.39516360376513	chr8:66921990:-	0.673762451141092	chr8:66921934:-	0.139648488998934	chr8:66922614-66922725:-	chr8:66921934:-;chr8:66921990:-	FALSE	SNHG6
B3GALNT2:SE08	0.0221994764807479	4.60563706563707	chr1:235479688:-	0.0106206614944876	chr1:235449933:-	0.140553662136829	chr1:235496186-235496308:-	chr1:235447213:-;chr1:235449933:-;chr1:235455472:-;chr1:235478599:-;chr1:235479688:-	FALSE	B3GALNT2
TCAIM:SE01	0.0222126600035987	3.72630540061055	chr3:44409446:+	0.0578710175699467	chr3:44359800:+	0.140582642835639	chr3:44354739-44354811:+	chr3:44359800:+;chr3:44363039:+;chr3:44409446:+	FALSE	TCAIM
PBRM1:SE08	0.0222331967631095	4.56691886250978	chr3:52627274:-	0.00785397187643874	chr3:52603540:-	0.14063690553133	chr3:52634602-52634815:-	chr3:52603540:-;chr3:52627274:-	FALSE	PBRM1
NEIL3:SE03	0.022238452830574	5.88883454785543	chr4:177351858:+	0.0284795129775443	chr4:177362848:+	0.14063690553133	chr4:177341476-177341642:+	chr4:177351858:+;chr4:177362848:+;chr4:177362912:+	FALSE	NEIL3
FXR1:SE04	0.0222582542015555	2.37578345137637	chr3:180977153:+	0.427069517635605	chr3:180976546:+	0.14066233376398	chr3:180975313-180975404:+	chr3:180976546:+;chr3:180977153:+	FALSE	FXR1
ZKSCAN1:SE02	0.022259695915512	3.25	chr7:100036559:+	0.741228070175439	chr7:100041689:+	0.14066233376398	chr7:100024154-100024307:+	chr7:100036559:+;chr7:100041689:+	FALSE	ZKSCAN1
PSAP:SE02	0.0222854613682864	4.08870969897944	chr10:71816549:-	0.00134015192573979	chr10:71816300:-	0.14077069274979	chr10:71820240-71820335:-	chr10:71816300:-;chr10:71816549:-	FALSE	PSAP
ATG10:SE02	0.0223180770261035	3.80587972150311	chr5:82255394:+	0.0700906502627946	chr5:82254792:+	0.140922221964206	chr5:81976193-81976327:+	chr5:82254792:+;chr5:82255394:+;chr5:82256133:+	FALSE	ATG10
ACSL3:SE06	0.0223577649378395	2.32313989657455	chr2:222941824:+	0.622740603708688	chr2:222942219:+	0.141118272897839	chr2:222900674-222900780:+	chr2:222941824:+;chr2:222942219:+	FALSE	ACSL3
TTC17:SE01	0.0223678173970561	8.69927536231884	chr11:43446716:+	0.000924761946045815	chr11:43446513:+	0.141127190877138	chr11:43379233-43379322:+	chr11:43401618:+;chr11:43446513:+;chr11:43446716:+;chr11:43494931:+	FALSE	TTC17
PKIB:SE04	0.0224327757651564	3.74880954907854	chr6:122726373:+	0.104129387158568	chr6:122725892:+	0.14142862172197	chr6:122585493-122585553:+	chr6:122725892:+;chr6:122726373:+	FALSE	PKIB
ARNT:SE03	0.0224329084102616	8.45701174247537	chr1:150811912:-	0.000329044230940441	chr1:150809713:-	0.14142862172197	chr1:150823194-150823345:-	chr1:150809713:-;chr1:150810094:-;chr1:150811274:-;chr1:150811818:-;chr1:150811912:-	FALSE	ARNT
NUDT5:SE02	0.0224449323179411	6.69310621192743	chr10:12165330:-	0.00130280059630848	chr10:12167477:-	0.141449833878691	chr10:12180395-12180489:-	chr10:12165330:-;chr10:12167477:-;chr10:12167576:-	FALSE	NUDT5
ZZZ3:SE10	0.0224684006850309	4.90620923791655	chr1:77632837:-	0.0579919023893653	chr1:77564505:-	0.141543125796367	chr1:77641522-77641655:-	chr1:77564505:-;chr1:77632837:-	FALSE	ZZZ3
PPHLN1:SE05	0.022486126016429	3.15475030639602	chr12:42448618:+	0.185105296286519	chr12:42441956:+	0.141600180600759	chr12:42351885-42352049:+	chr12:42441956:+;chr12:42448618:+	FALSE	PPHLN1
ADARB1:SE03	0.0225042336703994	2.22360641453851	chr21:45222580:+	0.397479163791625	chr21:45226560:+	0.14165959807552	chr21:45128402-45128573:+	chr21:45147339:+;chr21:45222580:+;chr21:45226560:+	FALSE	ADARB1
PTPRG-AS1:SE04	0.022613597008531	6.68834951456311	chr3:62272394:-	9.20041493871289e-06	chr3:62274711:-	0.142258634739323	chr3:62317106-62317192:-	chr3:62261823:-;chr3:62272394:-;chr3:62274711:-	FALSE	PTPRG-AS1
ACTN4:SE15	0.0226168150852784	3.07478823089885	chr19:38730196:+	0.265495230841766	chr19:38730525:+	0.142258634739323	chr19:38726957-38727103:+	chr19:38730196:+;chr19:38730256:+;chr19:38730525:+	FALSE	ACTN4
AMACR:SE01	0.0226797992111001	2.66193543137818	chr5:33987172:-	0.355229184139861	chr5:33988873:-	0.142599892268407	chr5:34004574-34004734:-	chr5:33987172:-;chr5:33988290:-;chr5:33988669:-;chr5:33988873:-	FALSE	AMACR
MRRF:SE01	0.0227360760096428	2.92763031540315	chr9:122323080:+	0.0604356865616224	chr9:122323464:+	0.142898730903238	chr9:122280443-122280598:+	chr9:122323080:+;chr9:122323464:+	FALSE	MRRF
ARMC9:SE03	0.0227692599389969	6.49205582991926	chr2:231260142:+	0.00729746049835044	chr2:231345199:+	0.143004620071816	chr2:231225130-231225175:+	chr2:231260142:+;chr2:231345199:+	FALSE	ARMC9
SLC6A15:SE07	0.0227705412443364	3.97181470072306	chr12:84880848:-	0.0118834436987345	chr12:84859719:-	0.143004620071816	chr12:84891832-84892308:-	chr12:84859719:-;chr12:84860650:-;chr12:84880848:-;chr12:84882330:-;chr12:84882391:-	FALSE	SLC6A15
TIA1:SE01	0.0227791871090826	4.50365220809104	chr2:70211915:-	0.0263671714456461	chr2:70212334:-	0.143004620071816	chr2:70215125-70215233:-	chr2:70210207:-;chr2:70210735:-;chr2:70211915:-;chr2:70212334:-	FALSE	TIA1
TNFAIP1:SE02	0.0228070553736065	4.5387881126978	chr17:28345080:+	0.0114668259145178	chr17:28347009:+	0.143124567624995	chr17:28341237-28341326:+	chr17:28345080:+;chr17:28347009:+	FALSE	TNFAIP1
YPEL5:SE01	0.0228330871274573	3.46803008064107	chr2:30159551:+	0.0546973919929153	chr2:30160533:+	0.143232902544937	chr2:30155850-30155910:+	chr2:30159551:+;chr2:30160533:+	FALSE	YPEL5
MARK3:SE02	0.0228421921579288	3.93062058409753	chr14:103503282:+	0.0107597441829932	chr14:103503361:+	0.143235013013346	chr14:103465557-103465793:+	chr14:103503282:+;chr14:103503361:+;chr14:103503831:+	FALSE	MARK3
RIC3:SE01	0.0228620772881442	2.60357142857143	chr11:8092965:-	0.173507955370701	chr11:8106056:-	0.143304693976145	chr11:8128219-8128354:-	chr11:8092965:-;chr11:8106056:-;chr11:8106104:-	FALSE	RIC3
NRG1:SE02	0.0229885168331255	3.13880268427893	chr8:32743055:+	0.378433002878159	chr8:32743225:+	0.144041972561989	chr8:32595828-32596005:+	chr8:32743055:+;chr8:32743225:+	FALSE	NRG1
SORBS2:SE11	0.0230379508994221	4.47499897578762	chr4:185585523:-	0.0886039200648273	chr4:185645414:-	0.144273864059914	chr4:185690562-185690611:-	chr4:185585523:-;chr4:185645414:-;chr4:185646068:-	FALSE	SORBS2
PDK1:SE03	0.0230431901642066	5.98264112844179	chr2:172614726:+	0.0180937671217848	chr2:172598830:+	0.144273864059914	chr2:172562741-172562800:+	chr2:172596035:+;chr2:172598830:+;chr2:172614726:+	FALSE	PDK1
